Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,Accession-2,replicon
B488_RS06580,B488_RS06580,1465888,1465962,B488_RS06580-tRNA,B488_14310,CP003789.1
B488_RS00500,B488_RS00500,121437,122430,B488_RS00500-MONOMER,B488_01020,CP003789.1
B488_RS02795,B488_RS02795,626432,629942,B488_RS02795-MONOMER,B488_05740,CP003789.1
B488_RS06090,B488_RS06090,1366423,1367821,B488_RS06090-MONOMER,B488_12510,CP003789.1
B488_RS03590,B488_RS03590,829369,830275,B488_RS03590-MONOMER,B488_07430,CP003789.1
B488_RS04240,B488_RS04240,964668,965448,B488_RS04240-MONOMER,B488_08860,CP003789.1
B488_RS06335,B488_RS06335,1413932,1414553,B488_RS06335-MONOMER,B488_13020,CP003789.1
B488_RS01665,B488_RS01665,387213,387546,B488_RS01665-MONOMER,B488_03360,CP003789.1
B488_RS00790,B488_RS00790,191508,192519,B488_RS00790-MONOMER,B488_01590,CP003789.1
B488_RS06640,B488_RS06640,1477181,1479000,B488_RS06640-MONOMER,B488_13570,CP003789.1
B488_RS05565,B488_RS05565,1240298,1241276,B488_RS05565-MONOMER,B488_11430,CP003789.1
B488_RS04070,B488_RS04070,932333,932540,B488_RS04070-MONOMER,B488_08500,CP003789.1
B488_RS00175,B488_RS00175,46993,49105,B488_RS00175-MONOMER,B488_00350,CP003789.1
B488_RS04935,B488_RS04935,1112070,1112919,B488_RS04935-MONOMER,B488_10170,CP003789.1
B488_RS00940,B488_RS00940,228553,228934,B488_RS00940-MONOMER,B488_01880,CP003789.1
B488_RS02015,B488_RS02015,477260,478097,B488_RS02015-MONOMER,B488_04130,CP003789.1
B488_RS05225,B488_RS05225,1171516,1172590,B488_RS05225-MONOMER,B488_10730,CP003789.1
B488_RS02475,B488_RS02475,554274,554865,B488_RS02475-MONOMER,B488_05130,CP003789.1
B488_RS00505,B488_RS00505,122436,123210,B488_RS00505-MONOMER,B488_01030,CP003789.1
B488_RS02280,B488_RS02280,0,828,B488_RS02280-MONOMER,B488_04700,B488_RS02280
B488_RS01405,B488_RS01405,320386,321019,B488_RS01405-MONOMER,B488_02810,CP003789.1
B488_RS06245,B488_RS06245,1397182,1398466,B488_RS06245-MONOMER,B488_12820,CP003789.1
B488_RS03145,B488_RS03145,714470,716444,B488_RS03145-MONOMER,B488_06460,CP003789.1
B488_RS05855,B488_RS05855,1314125,1316072,B488_RS05855-MONOMER,B488_12030,CP003789.1
B488_RS05955,B488_RS05955,1336159,1336984,B488_RS05955-MONOMER,B488_12230,CP003789.1
B488_RS00510,B488_RS00510,123215,123422,B488_RS00510-MONOMER,B488_01040,CP003789.1
B488_RS06125,B488_RS06125,1373619,1374249,B488_RS06125-MONOMER,B488_12590,CP003789.1
B488_RS01525,B488_RS01525,350332,351322,B488_RS01525-MONOMER,B488_03050,CP003789.1
B488_RS06645,B488_RS06645,1478980,1479448,B488_RS06645-MONOMER,B488_13580,CP003789.1
B488_RS07110,B488_RS07110,0,195,B488_RS07110-MONOMER,B488_RS07110,B488_RS07110
B488_RS00180,B488_RS00180,49616,50057,B488_RS00180-MONOMER,B488_00360,CP003789.1
B488_RS04940,B488_RS04940,1113213,1113612,B488_RS04940-MONOMER,B488_10180,CP003789.1
B488_RS04140,B488_RS04140,945804,945930,B488_RS04140-MONOMER,B488_08650,CP003789.1
B488_RS02020,B488_RS02020,478112,478391,B488_RS02020-MONOMER,B488_04140,CP003789.1
B488_RS04245,B488_RS04245,965594,965668,B488_RS04245-tRNA,B488_14040,CP003789.1
B488_RS02290,B488_RS02290,0,339,B488_RS02290-MONOMER,B488_RS02290,B488_RS02290
B488_RS02610,B488_RS02610,580900,582565,B488_RS02610-MONOMER,B488_05390,CP003789.1
B488_RS03835,B488_RS03835,876627,877656,B488_RS03835-MONOMER,B488_08020,CP003789.1
B488_RS02920,B488_RS02920,659890,660757,B488_RS02920-MONOMER,B488_05990,CP003789.1
B488_RS03150,B488_RS03150,716927,717143,B488_RS03150-MONOMER,B488_06470,CP003789.1
B488_RS06395,B488_RS06395,1428095,1428797,B488_RS06395-MONOMER,B488_13140,CP003789.1
B488_RS01815,B488_RS01815,418895,419702,B488_RS01815-MONOMER,B488_03660,CP003789.1
B488_RS06965,B488_RS06965,123424,124430,B488_RS06965-MONOMER,B488_01050,CP003789.1
B488_RS02800,B488_RS02800,630099,632070,B488_RS02800-MONOMER,B488_05750,CP003789.1
B488_RS03595,B488_RS03595,830280,831477,B488_RS03595-MONOMER,B488_07440,CP003789.1
B488_RS06095,B488_RS06095,1367810,1368482,B488_RS06095-MONOMER,B488_12520,CP003789.1
B488_RS01670,B488_RS01670,387776,389066,B488_RS01670-MONOMER,B488_03370,CP003789.1
B488_RS00795,B488_RS00795,192568,194176,B488_RS00795-MONOMER,B488_01600,CP003789.1
B488_RS06650,B488_RS06650,1479718,1480120,B488_RS06650-MONOMER,B488_13590,CP003789.1
B488_RS05575,B488_RS05575,1241660,1242461,B488_RS05575-MONOMER,B488_11450,CP003789.1
B488_RS03965,B488_RS03965,905397,906549,B488_RS03965-MONOMER,B488_08290,CP003789.1
B488_RS00185,B488_RS00185,50165,51356,B488_RS00185-MONOMER,B488_00370,CP003789.1
B488_RS04945,B488_RS04945,1113823,1114102,B488_RS04945-MONOMER,B488_10190,CP003789.1
B488_RS02025,B488_RS02025,478394,478784,B488_RS02025-MONOMER,B488_04150,CP003789.1
B488_RS05235,B488_RS05235,1173260,1173797,B488_RS05235-MONOMER,B488_10750,CP003789.1
B488_RS03735,B488_RS03735,855688,856279,B488_RS03735-MONOMER,B488_07770,CP003789.1
B488_RS02480,B488_RS02480,554864,556472,B488_RS02480-MONOMER,B488_05140,CP003789.1
B488_RS00520,B488_RS00520,124651,125425,B488_RS00520-MONOMER,B488_01060,CP003789.1
B488_RS02295,B488_RS02295,528000,528762,B488_RS02295-MONOMER,B488_04720,CP003789.1
B488_RS04390,B488_RS04390,989542,990007,B488_RS04390-MONOMER,B488_09170,CP003789.1
B488_RS01410,B488_RS01410,321167,323786,B488_RS01410-MONOMER,B488_02820,CP003789.1
B488_RS06725,B488_RS06725,1499678,1500434,B488_RS06725-MONOMER,B488_13740,CP003789.1
B488_RS03155,B488_RS03155,717667,718858,B488_RS03155-MONOMER,B488_06480,CP003789.1
B488_RS06470,B488_RS06470,1442800,1443226,B488_RS06470-MONOMER,B488_13290,CP003789.1
B488_RS05960,B488_RS05960,1337079,1337835,B488_RS05960-MONOMER,B488_12240,CP003789.1
B488_RS03460,B488_RS03460,797975,799304,B488_RS03460-MONOMER,B488_07160,CP003789.1
B488_RS04195,B488_RS04195,955102,957442,B488_RS04195-MONOMER,B488_08770,CP003789.1
B488_RS01530,B488_RS01530,351562,352918,B488_RS01530-MONOMER,B488_03060,CP003789.1
B488_RS04040,B488_RS04040,925122,929268,B488_RS04040-MONOMER,B488_08440,CP003789.1
B488_RS00525,B488_RS00525,125465,126653,B488_RS00525-MONOMER,B488_01070,CP003789.1
B488_RS05580,B488_RS05580,1242588,1243281,B488_RS05580-MONOMER,B488_11460,CP003789.1
B488_RS04325,B488_RS04325,0,287,B488_RS04325-MONOMER,B488_RS04325,B488_RS04325
B488_RS05710,B488_RS05710,1280185,1281484,B488_RS05710-MONOMER,B488_11750,CP003789.1
B488_RS00190,B488_RS00190,51381,52248,B488_RS00190-MONOMER,B488_00380,CP003789.1
B488_RS04950,B488_RS04950,1114197,1114725,B488_RS04950-MONOMER,B488_10200,CP003789.1
B488_RS02030,B488_RS02030,478785,479502,B488_RS02030-MONOMER,B488_04160,CP003789.1
B488_RS05240,B488_RS05240,1173809,1174385,B488_RS05240-MONOMER,B488_10760,CP003789.1
B488_RS02300,B488_RS02300,528932,529214,B488_RS02300-MONOMER,B488_04730,CP003789.1
B488_RS04440,B488_RS04440,999673,1000795,B488_RS04440-MONOMER,B488_09270,CP003789.1
B488_RS04655,B488_RS04655,1048971,1049643,B488_RS04655-MONOMER,B488_09700,CP003789.1
B488_RS03840,B488_RS03840,877652,878321,B488_RS03840-MONOMER,B488_08030,CP003789.1
B488_RS06655,B488_RS06655,1480130,1480406,B488_RS06655-MONOMER,B488_13600,CP003789.1
B488_RS04255,B488_RS04255,966092,966166,B488_RS04255-tRNA,B488_14050,CP003789.1
B488_RS03160,B488_RS03160,719112,719619,B488_RS03160-MONOMER,B488_06490,CP003789.1
B488_RS01820,B488_RS01820,419814,420489,B488_RS01820-MONOMER,B488_03670,CP003789.1
B488_RS07105,B488_RS07105,0,243,B488_RS07105-MONOMER,B488_RS07105,B488_RS07105
B488_RS03330,B488_RS03330,767060,767993,B488_RS03330-MONOMER,B488_06890,CP003789.1
B488_RS05905,B488_RS05905,1323683,1325822,B488_RS05905-MONOMER,B488_12120,CP003789.1
B488_RS06585,B488_RS06585,1466093,1467600,B488_RS06585-rRNA,B488_14320,CP003789.1
B488_RS06100,B488_RS06100,1368487,1368748,B488_RS06100-MONOMER,B488_12530,CP003789.1
B488_RS02805,B488_RS02805,632509,632980,B488_RS02805-MONOMER,B488_05760,CP003789.1
B488_RS03600,B488_RS03600,831501,832464,B488_RS03600-MONOMER,B488_07450,CP003789.1
B488_RS06340,B488_RS06340,1414731,1415667,B488_RS06340-MONOMER,B488_13030,CP003789.1
B488_RS01675,B488_RS01675,389034,390411,B488_RS01675-MONOMER,B488_03380,CP003789.1
B488_RS00800,B488_RS00800,194391,194802,B488_RS00800-MONOMER,B488_01610,CP003789.1
B488_RS00530,B488_RS00530,126737,127250,B488_RS00530-MONOMER,B488_01080,CP003789.1
B488_RS05595,B488_RS05595,0,1766,B488_RS05595-MONOMER,B488_11490,B488_RS05595
B488_RS04955,B488_RS04955,1115048,1116872,B488_RS04955-MONOMER,B488_10210,CP003789.1
B488_RS00195,B488_RS00195,52468,52927,B488_RS00195-MONOMER,B488_00390,CP003789.1
B488_RS07065,B488_RS07065,229171,229285,B488_RS07065-MONOMER,B488_01890,CP003789.1
B488_RS02035,B488_RS02035,479534,479948,B488_RS02035-MONOMER,B488_04170,CP003789.1
B488_RS05245,B488_RS05245,1174632,1175673,B488_RS05245-MONOMER,B488_10770,CP003789.1
B488_RS02485,B488_RS02485,556468,556948,B488_RS02485-MONOMER,B488_05150,CP003789.1
B488_RS02305,B488_RS02305,529303,529633,B488_RS02305-MONOMER,B488_04740,CP003789.1
B488_RS04675,B488_RS04675,1050978,1051875,B488_RS04675-MONOMER,B488_09710,CP003789.1
B488_RS03165,B488_RS03165,719664,720354,B488_RS03165-MONOMER,B488_06500,CP003789.1
B488_RS00665,B488_RS00665,164987,165200,B488_RS00665-MONOMER,B488_01330,CP003789.1
B488_RS05630,B488_RS05630,1257794,1257865,B488_RS05630-tRNA,B488_14190,CP003789.1
B488_RS05860,B488_RS05860,1316153,1317305,B488_RS05860-MONOMER,B488_12040,CP003789.1
B488_RS05965,B488_RS05965,1337883,1339548,B488_RS05965-MONOMER,B488_12250,CP003789.1
B488_RS03465,B488_RS03465,799530,801132,B488_RS03465-MONOMER,B488_07170,CP003789.1
B488_RS04635,B488_RS04635,1042081,1042822,B488_RS04635-MONOMER,B488_09660,CP003789.1
B488_RS05435,B488_RS05435,1216637,1217519,B488_RS05435-MONOMER,B488_11170,CP003789.1
B488_RS07070,B488_RS07070,0,222,B488_RS07070-MONOMER,B488_RS07070,B488_RS07070
B488_RS00540,B488_RS00540,127683,128055,B488_RS00540-MONOMER,B488_01090,CP003789.1
B488_RS04960,B488_RS04960,1117027,1118251,B488_RS04960-MONOMER,B488_10220,CP003789.1
B488_RS05720,B488_RS05720,1282270,1282678,B488_RS05720-MONOMER,B488_11760,CP003789.1
B488_RS04145,B488_RS04145,946053,946305,B488_RS04145-MONOMER,B488_08660,CP003789.1
B488_RS02040,B488_RS02040,479961,480162,B488_RS02040-MONOMER,B488_04180,CP003789.1
B488_RS05250,B488_RS05250,1175669,1176530,B488_RS05250-MONOMER,B488_10780,CP003789.1
B488_RS06790,B488_RS06790,0,297,B488_RS06790-MONOMER,B488_RS06790,B488_RS06790
B488_RS04355,B488_RS04355,980719,981265,B488_RS04355-MONOMER,B488_09100,CP003789.1
B488_RS06810,B488_RS06810,583685,585899,B488_RS06810-MONOMER,B488_05410,CP003789.1
B488_RS04680,B488_RS04680,1051912,1052941,B488_RS04680-MONOMER,B488_09720,CP003789.1
B488_RS03845,B488_RS03845,878741,879464,B488_RS03845-MONOMER,B488_08060,CP003789.1
B488_RS02925,B488_RS02925,660750,662426,B488_RS02925-MONOMER,B488_06000,CP003789.1
B488_RS06660,B488_RS06660,1481038,1483435,B488_RS06660-MONOMER,B488_13610,CP003789.1
B488_RS06400,B488_RS06400,1428912,1429389,B488_RS06400-MONOMER,B488_13150,CP003789.1
B488_RS06285,B488_RS06285,1404377,1404569,B488_RS06285-MONOMER,B488_12920,CP003789.1
B488_RS03170,B488_RS03170,720434,721475,B488_RS03170-MONOMER,B488_06510,CP003789.1
B488_RS01825,B488_RS01825,420732,421593,B488_RS01825-MONOMER,B488_03680,CP003789.1
B488_RS03335,B488_RS03335,767979,768702,B488_RS03335-MONOMER,B488_06900,CP003789.1
B488_RS01415,B488_RS01415,323816,325583,B488_RS01415-MONOMER,B488_02830,CP003789.1
B488_RS02810,B488_RS02810,633165,634137,B488_RS02810-MONOMER,B488_05770,CP003789.1
B488_RS06105,B488_RS06105,1369337,1370402,B488_RS06105-MONOMER,B488_12550,CP003789.1
B488_RS04005,B488_RS04005,913361,914679,B488_RS04005-MONOMER,B488_08370,CP003789.1
B488_RS01060,B488_RS01060,249243,249774,B488_RS01060-MONOMER,B488_02150,CP003789.1
B488_RS03605,B488_RS03605,832580,833747,B488_RS03605-MONOMER,B488_07460,CP003789.1
B488_RS01680,B488_RS01680,390433,391606,B488_RS01680-MONOMER,B488_03390,CP003789.1
B488_RS00805,B488_RS00805,194869,196105,B488_RS00805-MONOMER,B488_01620,CP003789.1
B488_RS00545,B488_RS00545,128234,129587,B488_RS00545-MONOMER,B488_01100,CP003789.1
B488_RS04965,B488_RS04965,1118540,1119083,B488_RS04965-MONOMER,B488_10230,CP003789.1
B488_RS00200,B488_RS00200,53556,54324,B488_RS00200-MONOMER,B488_00400,CP003789.1
B488_RS00945,B488_RS00945,229621,230890,B488_RS00945-MONOMER,B488_01900,CP003789.1
B488_RS02045,B488_RS02045,480164,480404,B488_RS02045-MONOMER,B488_04190,CP003789.1
B488_RS05255,B488_RS05255,1176588,1177554,B488_RS05255-MONOMER,B488_10790,CP003789.1
B488_RS02490,B488_RS02490,556919,557864,B488_RS02490-MONOMER,B488_05160,CP003789.1
B488_RS03740,B488_RS03740,856275,856854,B488_RS03740-MONOMER,B488_07780,CP003789.1
B488_RS06795,B488_RS06795,530824,531550,B488_RS06795-MONOMER,B488_04780,CP003789.1
B488_RS01070,B488_RS01070,250508,251402,B488_RS01070-MONOMER,B488_02160,CP003789.1
B488_RS04510,B488_RS04510,1013744,1014140,B488_RS04510-MONOMER,B488_09410,CP003789.1
B488_RS04685,B488_RS04685,1052962,1054252,B488_RS04685-MONOMER,B488_09730,CP003789.1
B488_RS03175,B488_RS03175,721991,723167,B488_RS03175-MONOMER,B488_06530,CP003789.1
B488_RS06475,B488_RS06475,1443353,1444109,B488_RS06475-MONOMER,B488_13300,CP003789.1
B488_RS05980,B488_RS05980,0,399,B488_RS05980-MONOMER,B488_RS05980,B488_RS05980
B488_RS03470,B488_RS03470,0,438,B488_RS03470-MONOMER,B488_RS03470,B488_RS03470
B488_RS04200,B488_RS04200,957452,957785,B488_RS04200-MONOMER,B488_08780,CP003789.1
B488_RS01075,B488_RS01075,251673,252468,B488_RS01075-MONOMER,B488_02170,CP003789.1
B488_RS05440,B488_RS05440,1217556,1218690,B488_RS05440-MONOMER,B488_11180,CP003789.1
B488_RS01535,B488_RS01535,0,975,B488_RS01535-MONOMER,B488_RS01535,B488_RS01535
B488_RS00550,B488_RS00550,129603,130239,B488_RS00550-MONOMER,B488_01110,CP003789.1
B488_RS04970,B488_RS04970,1119240,1120554,B488_RS04970-MONOMER,B488_10240,CP003789.1
B488_RS00205,B488_RS00205,54461,55349,B488_RS00205-MONOMER,B488_00410,CP003789.1
B488_RS02050,B488_RS02050,480564,480933,B488_RS02050-MONOMER,B488_04200,CP003789.1
B488_RS02320,B488_RS02320,532124,532757,B488_RS02320-MONOMER,B488_04790,CP003789.1
B488_RS01080,B488_RS01080,252473,253475,B488_RS01080-MONOMER,B488_02180,CP003789.1
B488_RS04540,B488_RS04540,1018890,1019562,B488_RS04540-MONOMER,B488_09470,CP003789.1
B488_RS04690,B488_RS04690,1054262,1055465,B488_RS04690-MONOMER,B488_09740,CP003789.1
B488_RS03850,B488_RS03850,879639,880023,B488_RS03850-MONOMER,B488_08070,CP003789.1
B488_RS02930,B488_RS02930,662487,664644,B488_RS02930-MONOMER,B488_06010,CP003789.1
B488_RS06665,B488_RS06665,1483468,1483948,B488_RS06665-MONOMER,B488_13620,CP003789.1
B488_RS04660,B488_RS04660,1049873,1049944,B488_RS04660-tRNA,B488_14060,CP003789.1
B488_RS03180,B488_RS03180,723145,724354,B488_RS03180-MONOMER,B488_06540,CP003789.1
B488_RS01830,B488_RS01830,421875,423180,B488_RS01830-MONOMER,B488_03690,CP003789.1
B488_RS04300,B488_RS04300,971573,971990,B488_RS04300-MONOMER,B488_08960,CP003789.1
B488_RS03340,B488_RS03340,768701,769442,B488_RS03340-MONOMER,B488_06910,CP003789.1
B488_RS01450,B488_RS01450,331767,332373,B488_RS01450-MONOMER,B488_02850,CP003789.1
B488_RS06115,B488_RS06115,1370789,1372253,B488_RS06115-MONOMER,B488_12570,CP003789.1
B488_RS02815,B488_RS02815,634116,634587,B488_RS02815-MONOMER,B488_05780,CP003789.1
B488_RS01085,B488_RS01085,253933,254125,B488_RS01085-MONOMER,B488_02190,CP003789.1
B488_RS06855,B488_RS06855,833862,834540,B488_RS06855-MONOMER,B488_07470,CP003789.1
B488_RS04250,B488_RS04250,965761,966067,B488_RS04250-MONOMER,B488_08870,CP003789.1
B488_RS06345,B488_RS06345,1415701,1416001,B488_RS06345-MONOMER,B488_13040,CP003789.1
B488_RS01685,B488_RS01685,391646,392159,B488_RS01685-MONOMER,B488_03400,CP003789.1
B488_RS00810,B488_RS00810,196110,196809,B488_RS00810-MONOMER,B488_01630,CP003789.1
B488_RS00555,B488_RS00555,130404,132111,B488_RS00555-MONOMER,B488_01120,CP003789.1
B488_RS05585,B488_RS05585,1243388,1244257,B488_RS05585-MONOMER,B488_11470,CP003789.1
B488_RS04080,B488_RS04080,932776,933544,B488_RS04080-MONOMER,B488_08510,CP003789.1
B488_RS04975,B488_RS04975,1121297,1122632,B488_RS04975-MONOMER,B488_10250,CP003789.1
B488_RS00210,B488_RS00210,55455,56175,B488_RS00210-MONOMER,B488_00420,CP003789.1
B488_RS00950,B488_RS00950,230883,231645,B488_RS00950-MONOMER,B488_01910,CP003789.1
B488_RS02055,B488_RS02055,480945,481254,B488_RS02055-MONOMER,B488_04210,CP003789.1
B488_RS07045,B488_RS07045,0,1524,B488_RS07045-MONOMER,B488_10810,B488_RS07045
B488_RS02495,B488_RS02495,557866,560107,B488_RS02495-MONOMER,B488_05170,CP003789.1
B488_RS02325,B488_RS02325,533210,533525,B488_RS02325-MONOMER,B488_04810,CP003789.1
B488_RS01090,B488_RS01090,254496,255915,B488_RS01090-MONOMER,B488_02200,CP003789.1
B488_RS04695,B488_RS04695,1055461,1055932,B488_RS04695-MONOMER,B488_09750,CP003789.1
B488_RS06250,B488_RS06250,1398503,1399283,B488_RS06250-MONOMER,B488_12830,CP003789.1
B488_RS00670,B488_RS00670,165417,166386,B488_RS00670-MONOMER,B488_01340,CP003789.1
B488_RS03185,B488_RS03185,724366,725113,B488_RS03185-MONOMER,B488_06550,CP003789.1
B488_RS05635,B488_RS05635,1257884,1257966,B488_RS05635-tRNA,B488_14200,CP003789.1
B488_RS05870,B488_RS05870,1317902,1318217,B488_RS05870-MONOMER,B488_12050,CP003789.1
B488_RS05975,B488_RS05975,1340217,1340703,B488_RS05975-MONOMER,B488_12270,CP003789.1
B488_RS03475,B488_RS03475,801716,802736,B488_RS03475-MONOMER,B488_07190,CP003789.1
B488_RS01095,B488_RS01095,0,552,B488_RS01095-MONOMER,B488_RS01095,B488_RS01095
B488_RS05445,B488_RS05445,1219537,1220257,B488_RS05445-MONOMER,B488_11190,CP003789.1
B488_RS01540,B488_RS01540,354864,355791,B488_RS01540-MONOMER,B488_03090,CP003789.1
B488_RS00565,B488_RS00565,132390,133686,B488_RS00565-MONOMER,B488_01130,CP003789.1
B488_RS04980,B488_RS04980,1123082,1123823,B488_RS04980-MONOMER,B488_10260,CP003789.1
B488_RS05725,B488_RS05725,1282731,1284179,B488_RS05725-MONOMER,B488_11770,CP003789.1
B488_RS04150,B488_RS04150,946765,947074,B488_RS04150-MONOMER,B488_08680,CP003789.1
B488_RS02060,B488_RS02060,481246,481804,B488_RS02060-MONOMER,B488_04220,CP003789.1
B488_RS05265,B488_RS05265,1179515,1180439,B488_RS05265-MONOMER,B488_10820,CP003789.1
B488_RS02330,B488_RS02330,0,285,B488_RS02330-MONOMER,B488_RS02330,B488_RS02330
B488_RS06960,B488_RS06960,0,94,B488_RS06960-RNA,,B488_RS06960
B488_RS01100,B488_RS01100,257000,257933,B488_RS01100-MONOMER,B488_02230,CP003789.1
B488_RS06200,B488_RS06200,1387809,1389224,B488_RS06200-MONOMER,B488_12730,CP003789.1
B488_RS06985,B488_RS06985,586091,586853,B488_RS06985-MONOMER,B488_05420,CP003789.1
B488_RS04700,B488_RS04700,1056023,1056314,B488_RS04700-MONOMER,B488_09760,CP003789.1
B488_RS03855,B488_RS03855,880047,880425,B488_RS03855-MONOMER,B488_08080,CP003789.1
B488_RS02935,B488_RS02935,665198,666518,B488_RS02935-MONOMER,B488_06020,CP003789.1
B488_RS06670,B488_RS06670,1484005,1487152,B488_RS06670-MONOMER,B488_13630,CP003789.1
B488_RS06405,B488_RS06405,0,822,B488_RS06405-MONOMER,,B488_RS06405
B488_RS03190,B488_RS03190,725102,725420,B488_RS03190-MONOMER,B488_06560,CP003789.1
B488_RS01835,B488_RS01835,423315,424392,B488_RS01835-MONOMER,B488_03700,CP003789.1
B488_RS03345,B488_RS03345,769519,769924,B488_RS03345-MONOMER,B488_06920,CP003789.1
B488_RS05000,B488_RS05000,1127470,1127746,B488_RS05000-MONOMER,B488_10300,CP003789.1
B488_RS01455,B488_RS01455,332562,333186,B488_RS01455-MONOMER,B488_02860,CP003789.1
B488_RS02820,B488_RS02820,634588,635674,B488_RS02820-MONOMER,B488_05790,CP003789.1
B488_RS01105,B488_RS01105,258202,259297,B488_RS01105-MONOMER,B488_02240,CP003789.1
B488_RS03615,B488_RS03615,834612,835392,B488_RS03615-MONOMER,B488_07480,CP003789.1
B488_RS04815,B488_RS04815,1083758,1085054,B488_RS04815-MONOMER,B488_09930,CP003789.1
B488_RS01690,B488_RS01690,392208,393732,B488_RS01690-MONOMER,B488_03410,CP003789.1
B488_RS00815,B488_RS00815,196831,197092,B488_RS00815-MONOMER,B488_01640,CP003789.1
B488_RS05590,B488_RS05590,1244440,1245754,B488_RS05590-MONOMER,B488_11480,CP003789.1
B488_RS00955,B488_RS00955,231708,232869,B488_RS00955-MONOMER,B488_01920,CP003789.1
B488_RS07035,B488_RS07035,0,795,B488_RS07035-MONOMER,,B488_RS07035
B488_RS04985,B488_RS04985,1123819,1124701,B488_RS04985-MONOMER,B488_10270,CP003789.1
B488_RS00215,B488_RS00215,56266,56782,B488_RS00215-MONOMER,B488_00430,CP003789.1
B488_RS02065,B488_RS02065,481841,482147,B488_RS02065-MONOMER,B488_04230,CP003789.1
B488_RS05270,B488_RS05270,1180431,1180896,B488_RS05270-MONOMER,B488_10830,CP003789.1
B488_RS02500,B488_RS02500,560106,561723,B488_RS02500-MONOMER,B488_05180,CP003789.1
B488_RS03745,B488_RS03745,856853,857177,B488_RS03745-MONOMER,B488_07790,CP003789.1
B488_RS02335,B488_RS02335,534095,534716,B488_RS02335-MONOMER,B488_04820,CP003789.1
B488_RS00325,B488_RS00325,79192,79266,B488_RS00325-tRNA,B488_13790,CP003789.1
B488_RS04395,B488_RS04395,990009,990495,B488_RS04395-MONOMER,B488_09180,CP003789.1
B488_RS04705,B488_RS04705,1056520,1058023,B488_RS04705-MONOMER,B488_09770,CP003789.1
B488_RS06730,B488_RS06730,1500519,1501116,B488_RS06730-MONOMER,B488_13750,CP003789.1
B488_RS03195,B488_RS03195,725465,727670,B488_RS03195-MONOMER,B488_06570,CP003789.1
