Gene Name,Accession-2,Left-End-Position,Right-End-Position,Product,Accession-1,replicon
CLJU_RS11775,CLJU_RS11775,2641600,2643310,CLJU_RS11775-MONOMER,CLJU_c23940,NC_014328.1
CLJU_RS11140,CLJU_RS11140,2482498,2483302,CLJU_RS11140-MONOMER,CLJU_c22640,NC_014328.1
CLJU_RS15675,CLJU_RS15675,3482979,3483276,CLJU_RS15675-MONOMER,CLJU_c31810,NC_014328.1
CLJU_RS03050,CLJU_RS03050,683858,685427,CLJU_RS03050-MONOMER,CLJU_c06210,NC_014328.1
CLJU_RS04640,CLJU_RS04640,1051976,1053080,CLJU_RS04640-MONOMER,CLJU_c09410,NC_014328.1
CLJU_RS13395,CLJU_RS13395,3000690,3001377,CLJU_RS13395-MONOMER,CLJU_c27170,NC_014328.1
CLJU_RS01130,CLJU_RS01130,238559,239009,CLJU_RS01130-MONOMER,CLJU_c02310,NC_014328.1
CLJU_RS21700,CLJU_RS21700,<3040228,3040420,CLJU_RS21700-MONOMER,CLJU_RS21700,NC_014328.1
CLJU_RS16195,CLJU_RS16195,3592394,3592631,CLJU_RS16195-MONOMER,CLJU_c32860,NC_014328.1
CLJU_RS09220,CLJU_RS09220,2038263,2039082,CLJU_RS09220-MONOMER,CLJU_c18800,NC_014328.1
CLJU_RS06650,CLJU_RS06650,1456303,1457290,CLJU_RS06650-MONOMER,CLJU_c13540,NC_014328.1
CLJU_RS14875,CLJU_RS14875,3328522,3329290,CLJU_RS14875-MONOMER,CLJU_c30160,NC_014328.1
CLJU_RS08930,CLJU_RS08930,1971218,1971995,CLJU_RS08930-MONOMER,CLJU_c18180,NC_014328.1
CLJU_RS02540,CLJU_RS02540,561903,562122,CLJU_RS02540-MONOMER,CLJU_c05180,NC_014328.1
CLJU_RS16420,CLJU_RS16420,3642715,3643546,CLJU_RS16420-MONOMER,CLJU_c33310,NC_014328.1
CLJU_RS15515,CLJU_RS15515,3459574,3460369,CLJU_RS15515-MONOMER,CLJU_c31470,NC_014328.1
CLJU_RS13255,CLJU_RS13255,2972879,2973485,CLJU_RS13255-MONOMER,CLJU_c26890,NC_014328.1
CLJU_RS03480,CLJU_RS03480,785926,787324,CLJU_RS03480-MONOMER,CLJU_c07070,NC_014328.1
CLJU_RS03490,CLJU_RS03490,788577,789957,CLJU_RS03490-MONOMER,CLJU_c07090,NC_014328.1
CLJU_RS16290,CLJU_RS16290,3611021,3611831,CLJU_RS16290-MONOMER,CLJU_c33050,NC_014328.1
CLJU_RS15810,CLJU_RS15810,3510108,3512268,CLJU_RS15810-MONOMER,CLJU_c32080,NC_014328.1
CLJU_RS13880,CLJU_RS13880,3109216,3110740,CLJU_RS13880-MONOMER,CLJU_c28100,NC_014328.1
CLJU_RS08565,CLJU_RS08565,1894750,1895206,CLJU_RS08565-MONOMER,CLJU_c17440,NC_014328.1
CLJU_RS08230,CLJU_RS08230,1816583,1817618,CLJU_RS08230-MONOMER,CLJU_c16770,NC_014328.1
CLJU_RS00465,CLJU_RS00465,88033,89104,CLJU_RS00465-MONOMER,CLJU_c00960,NC_014328.1
CLJU_RS13065,CLJU_RS13065,2933009,2933624,CLJU_RS13065-MONOMER,CLJU_c26510,NC_014328.1
CLJU_RS02120,CLJU_RS02120,455347,456544,CLJU_RS02120-MONOMER,CLJU_c04340,NC_014328.1
CLJU_RS18995,CLJU_RS18995,4190740,4191277,CLJU_RS18995-MONOMER,CLJU_c38570,NC_014328.1
CLJU_RS21165,CLJU_RS21165,4629047,4629383,CLJU_RS21165-MONOMER,CLJU_c42960,NC_014328.1
CLJU_RS10395,CLJU_RS10395,2303791,2304028,CLJU_RS10395-MONOMER,CLJU_c21170,NC_014328.1
CLJU_RS05920,CLJU_RS05920,1306533,1307490,CLJU_RS05920-MONOMER,CLJU_c12070,NC_014328.1
CLJU_RS02735,CLJU_RS02735,603946,604798,CLJU_RS02735-MONOMER,CLJU_c05560,NC_014328.1
CLJU_RS13635,CLJU_RS13635,3053925,3055092,CLJU_RS13635-MONOMER,CLJU_c27610,NC_014328.1
CLJU_RS11620,CLJU_RS11620,2600304,2601504,CLJU_RS11620-MONOMER,CLJU_c23630,NC_014328.1
CLJU_RS15400,CLJU_RS15400,3445417,3445630,CLJU_RS15400-MONOMER,CLJU_RS15400,NC_014328.1
CLJU_RS07015,CLJU_RS07015,1530262,1530961,CLJU_RS07015-MONOMER,CLJU_c14300,NC_014328.1
CLJU_RS10900,CLJU_RS10900,2423777,2424953,CLJU_RS10900-MONOMER,CLJU_c22210,NC_014328.1
CLJU_RS09365,CLJU_RS09365,2078265,2079336,CLJU_RS09365-MONOMER,CLJU_c19100,NC_014328.1
CLJU_RS00810,CLJU_RS00810,165530,167027,CLJU_RS00810-MONOMER,CLJU_c01670,NC_014328.1
CLJU_RS07305,CLJU_RS07305,1611927,1613448,CLJU_RS07305-MONOMER,CLJU_c14910,NC_014328.1
CLJU_RS12565,CLJU_RS12565,2829335,2830166,CLJU_RS12565-MONOMER,CLJU_c25500,NC_014328.1
CLJU_RS17790,CLJU_RS17790,3933571,3934141,CLJU_RS17790-MONOMER,CLJU_c36160,NC_014328.1
CLJU_RS19765,CLJU_RS19765,4364554,4365670,CLJU_RS19765-MONOMER,CLJU_c40130,NC_014328.1
CLJU_RS07590,CLJU_RS07590,1681049,1681712,CLJU_RS07590-MONOMER,CLJU_c15490,NC_014328.1
CLJU_RS16045,CLJU_RS16045,3555393,3555618,CLJU_RS16045-MONOMER,CLJU_c32560,NC_014328.1
CLJU_RS05330,CLJU_RS05330,1195770,1197066,CLJU_RS05330-MONOMER,CLJU_c10870,NC_014328.1
CLJU_RS16805,CLJU_RS16805,3723865,3724969,CLJU_RS16805-MONOMER,CLJU_c34090,NC_014328.1
CLJU_RS19630,CLJU_RS19630,4335292,4335595,CLJU_RS19630-MONOMER,CLJU_c39850,NC_014328.1
CLJU_RS00365,CLJU_RS00365,74539,74965,CLJU_RS00365-MONOMER,CLJU_c00760,NC_014328.1
CLJU_RS18265,CLJU_RS18265,4020276,4020720,CLJU_RS18265-MONOMER,CLJU_c37090,NC_014328.1
CLJU_RS09875,CLJU_RS09875,2183155,2185054,CLJU_RS09875-MONOMER,CLJU_c20130,NC_014328.1
CLJU_RS04090,CLJU_RS04090,919315,>919567,CLJU_RS04090-MONOMER,CLJU_c08310,NC_014328.1
CLJU_RS17625,CLJU_RS17625,3899465,3900359,CLJU_RS17625-MONOMER,CLJU_c35790,NC_014328.1
CLJU_RS09605,CLJU_RS09605,2123318,2124842,CLJU_RS09605-MONOMER,CLJU_c19600,NC_014328.1
CLJU_RS04925,CLJU_RS04925,1112692,1112944,CLJU_RS04925-MONOMER,CLJU_c10040,NC_014328.1
CLJU_RS21010,CLJU_RS21010,4603870,4604707,CLJU_RS21010-MONOMER,CLJU_c42640,NC_014328.1
CLJU_RS21280,CLJU_RS21280,1766131,1767004,CLJU_RS21280-MONOMER,CLJU_c16230,NC_014328.1
CLJU_RS18570,CLJU_RS18570,4095361,4095835,CLJU_RS18570-MONOMER,CLJU_c37710,NC_014328.1
CLJU_RS19465,CLJU_RS19465,4300711,4301065,CLJU_RS19465-MONOMER,CLJU_c39530,NC_014328.1
CLJU_RS14645,CLJU_RS14645,3274869,3275895,CLJU_RS14645-MONOMER,CLJU_c29690,NC_014328.1
CLJU_RS08235,CLJU_RS08235,1818096,1818618,CLJU_RS08235-MONOMER,CLJU_c16780,NC_014328.1
CLJU_RS15420,CLJU_RS15420,3447405,3447840,CLJU_RS15420-MONOMER,CLJU_c31270,NC_014328.1
CLJU_RS18890,CLJU_RS18890,4163952,4165806,CLJU_RS18890-MONOMER,CLJU_c38350,NC_014328.1
CLJU_RS19310,CLJU_RS19310,4268090,4268978,CLJU_RS19310-MONOMER,CLJU_c39220,NC_014328.1
CLJU_RS10400,CLJU_RS10400,2304268,2304727,CLJU_RS10400-MONOMER,CLJU_c21180,NC_014328.1
CLJU_RS13060,CLJU_RS13060,2932086,2932944,CLJU_RS13060-MONOMER,CLJU_c26500,NC_014328.1
CLJU_RS11270,CLJU_RS11270,2511203,2512919,CLJU_RS11270-MONOMER,CLJU_c22910,NC_014328.1
CLJU_RS15405,CLJU_RS15405,3445577,3446033,CLJU_RS15405-MONOMER,CLJU_c31240,NC_014328.1
CLJU_RS10905,CLJU_RS10905,2425460,2425820,CLJU_RS10905-MONOMER,CLJU_c22220,NC_014328.1
CLJU_RS16795,CLJU_RS16795,3721974,3723027,CLJU_RS16795-MONOMER,CLJU_c34070,NC_014328.1
CLJU_RS20330,CLJU_RS20330,4466665,4468063,CLJU_RS20330-MONOMER,CLJU_c41270,NC_014328.1
CLJU_RS05850,CLJU_RS05850,1293593,1293899,CLJU_RS05850-MONOMER,CLJU_c11920,NC_014328.1
CLJU_RS16350,CLJU_RS16350,3626844,3627909,CLJU_RS16350-MONOMER,CLJU_c33170,NC_014328.1
CLJU_RS18185,CLJU_RS18185,4002774,4003062,CLJU_RS18185-MONOMER,CLJU_c36930,NC_014328.1
CLJU_RS22575,CLJU_RS22575,2006542,2006716,CLJU_RS22575-MONOMER,CLJU_c18530,NC_014328.1
CLJU_RS15680,CLJU_RS15680,3483723,3484239,CLJU_RS15680-MONOMER,CLJU_c31820,NC_014328.1
CLJU_RS20140,CLJU_RS20140,4438297,4438840,CLJU_RS20140-MONOMER,CLJU_c40890,NC_014328.1
CLJU_RS03645,CLJU_RS03645,818256,818868,CLJU_RS03645-MONOMER,CLJU_c07400,NC_014328.1
CLJU_RS12990,CLJU_RS12990,2920525,2920861,CLJU_RS12990-MONOMER,CLJU_c26360,NC_014328.1
CLJU_RS14405,CLJU_RS14405,3224320,3225160,CLJU_RS14405-MONOMER,CLJU_c29210,NC_014328.1
CLJU_RS08935,CLJU_RS08935,1972016,1972403,CLJU_RS08935-MONOMER,CLJU_c18190,NC_014328.1
CLJU_RS00655,CLJU_RS00655,137372,137810,CLJU_RS00655-MONOMER,CLJU_c01340,NC_014328.1
CLJU_RS04755,CLJU_RS04755,1074383,1076270,CLJU_RS04755-MONOMER,CLJU_c09640,NC_014328.1
CLJU_RS19070,CLJU_RS19070,4212469,4212853,CLJU_RS19070-MONOMER,CLJU_c38720,NC_014328.1
CLJU_RS00560,CLJU_RS00560,111814,114704,CLJU_RS00560-rRNA,CLJU_c01150,NC_014328.1
CLJU_RS02350,CLJU_RS02350,512700,512970,CLJU_RS02350-MONOMER,CLJU_c04800,NC_014328.1
CLJU_RS19800,CLJU_RS19800,4370201,4371497,CLJU_RS19800-MONOMER,CLJU_c40210,NC_014328.1
CLJU_RS15125,CLJU_RS15125,3392583,3392868,CLJU_RS15125-MONOMER,CLJU_c30670,NC_014328.1
CLJU_RS21220,CLJU_RS21220,999417,1001532,CLJU_RS21220-MONOMER,CLJU_c09030,NC_014328.1
CLJU_RS08570,CLJU_RS08570,1895321,1896815,CLJU_RS08570-MONOMER,CLJU_c17450,NC_014328.1
CLJU_RS20945,CLJU_RS20945,4587915,4589253,CLJU_RS20945-MONOMER,CLJU_c42510,NC_014328.1
CLJU_RS20635,CLJU_RS20635,4528286,4528997,CLJU_RS20635-MONOMER,CLJU_c41880,NC_014328.1
CLJU_RS10405,CLJU_RS10405,2304956,2306978,CLJU_RS10405-MONOMER,CLJU_c21190,NC_014328.1
CLJU_RS19140,CLJU_RS19140,4229796,4230186,CLJU_RS19140-MONOMER,CLJU_c38880,NC_014328.1
CLJU_RS22105,CLJU_RS22105,0,132,CLJU_RS22105-MONOMER,CLJU_RS22105,CLJU_RS22105
CLJU_RS11625,CLJU_RS11625,2601491,2602175,CLJU_RS11625-MONOMER,CLJU_c23640,NC_014328.1
CLJU_RS19030,CLJU_RS19030,4200788,4201850,CLJU_RS19030-MONOMER,CLJU_c38640,NC_014328.1
CLJU_RS16800,CLJU_RS16800,3723047,3723797,CLJU_RS16800-MONOMER,CLJU_c34080,NC_014328.1
CLJU_RS14375,CLJU_RS14375,3216735,3217818,CLJU_RS14375-MONOMER,CLJU_c29140,NC_014328.1
CLJU_RS07020,CLJU_RS07020,1531031,1533266,CLJU_RS07020-MONOMER,CLJU_c14310,NC_014328.1
CLJU_RS10910,CLJU_RS10910,2425822,2426497,CLJU_RS10910-MONOMER,CLJU_c22230,NC_014328.1
CLJU_RS20575,CLJU_RS20575,4517804,4518491,CLJU_RS20575-MONOMER,CLJU_c41760,NC_014328.1
CLJU_RS11875,CLJU_RS11875,2670507,2672406,CLJU_RS11875-MONOMER,CLJU_c24140,NC_014328.1
CLJU_RS09370,CLJU_RS09370,2079376,2080033,CLJU_RS09370-MONOMER,CLJU_c19110,NC_014328.1
CLJU_RS00045,CLJU_RS00045,11210,14100,CLJU_RS00045-rRNA,CLJU_c00090,NC_014328.1
CLJU_RS07595,CLJU_RS07595,1681725,1682892,CLJU_RS07595-MONOMER,CLJU_c15500,NC_014328.1
CLJU_RS00065,CLJU_RS00065,15221,15737,CLJU_RS00065-MONOMER,CLJU_c00130,NC_014328.1
CLJU_RS21495,CLJU_RS21495,3964259,3965348,CLJU_RS21495-MONOMER,CLJU_c36410,NC_014328.1
CLJU_RS10595,CLJU_RS10595,2357966,2359175,CLJU_RS10595-MONOMER,CLJU_c21580,NC_014328.1
CLJU_RS07745,CLJU_RS07745,1719535,1720174,CLJU_RS07745-MONOMER,CLJU_c15800,NC_014328.1
CLJU_RS18360,CLJU_RS18360,4045281,4046553,CLJU_RS18360-MONOMER,CLJU_c37290,NC_014328.1
CLJU_RS00955,CLJU_RS00955,198609,199890,CLJU_RS00955-MONOMER,CLJU_c01960,NC_014328.1
CLJU_RS01525,CLJU_RS01525,316515,318498,CLJU_RS01525-MONOMER,CLJU_c03110,NC_014328.1
CLJU_RS09880,CLJU_RS09880,2185575,2186421,CLJU_RS09880-MONOMER,CLJU_c20140,NC_014328.1
CLJU_RS16485,CLJU_RS16485,3653788,3654241,CLJU_RS16485-MONOMER,CLJU_c33440,NC_014328.1
CLJU_RS09610,CLJU_RS09610,2124945,2125875,CLJU_RS09610-MONOMER,CLJU_c19610,NC_014328.1
CLJU_RS17285,CLJU_RS17285,3825432,3825870,CLJU_RS17285-MONOMER,CLJU_c35080,NC_014328.1
CLJU_RS16360,CLJU_RS16360,3630283,3631435,CLJU_RS16360-MONOMER,CLJU_c33190,NC_014328.1
CLJU_RS17180,CLJU_RS17180,3805379,3806399,CLJU_RS17180-MONOMER,CLJU_c34850,NC_014328.1
CLJU_RS19845,CLJU_RS19845,4380063,4380768,CLJU_RS19845-MONOMER,CLJU_c40300,NC_014328.1
CLJU_RS20350,CLJU_RS20350,4470915,4471980,CLJU_RS20350-MONOMER,CLJU_c41310,NC_014328.1
CLJU_RS08240,CLJU_RS08240,1818649,1819624,CLJU_RS08240-MONOMER,CLJU_c16790,NC_014328.1
CLJU_RS01865,CLJU_RS01865,397239,398511,CLJU_RS01865-MONOMER,CLJU_c03820,NC_014328.1
CLJU_RS19570,CLJU_RS19570,4322547,4324101,CLJU_RS19570-MONOMER,CLJU_c39730,NC_014328.1
CLJU_RS21085,CLJU_RS21085,4616150,4616363,CLJU_RS21085-MONOMER,CLJU_c42800,NC_014328.1
CLJU_RS02340,CLJU_RS02340,510727,511666,CLJU_RS02340-MONOMER,CLJU_c04780,NC_014328.1
CLJU_RS19545,CLJU_RS19545,4318935,4320126,CLJU_RS19545-MONOMER,CLJU_c39680,NC_014328.1
CLJU_RS13545,CLJU_RS13545,3031396,3031678,CLJU_RS13545-MONOMER,CLJU_c27430,NC_014328.1
CLJU_RS03415,CLJU_RS03415,769522,770209,CLJU_RS03415-MONOMER,CLJU_c06950,NC_014328.1
CLJU_RS03055,CLJU_RS03055,685642,686476,CLJU_RS03055-MONOMER,CLJU_c06220,NC_014328.1
CLJU_RS22300,CLJU_RS22300,0,69,CLJU_RS22300-MONOMER,CLJU_RS22300,CLJU_RS22300
CLJU_RS21350,CLJU_RS21350,2723771,2724284,CLJU_RS21350-MONOMER,CLJU_c24580,NC_014328.1
CLJU_RS14130,CLJU_RS14130,3167512,3167926,CLJU_RS14130-MONOMER,CLJU_c28640,NC_014328.1
CLJU_RS06080,CLJU_RS06080,1339651,1340554,CLJU_RS06080-MONOMER,CLJU_c12390,NC_014328.1
CLJU_RS20895,CLJU_RS20895,4577382,4578687,CLJU_RS20895-MONOMER,CLJU_c42410,NC_014328.1
CLJU_RS03165,CLJU_RS03165,707862,708183,CLJU_RS03165-MONOMER,CLJU_c06440,NC_014328.1
CLJU_RS08960,CLJU_RS08960,1975968,1977291,CLJU_RS08960-MONOMER,CLJU_c18240,NC_014328.1
CLJU_RS03315,CLJU_RS03315,742917,743886,CLJU_RS03315-MONOMER,CLJU_c06740,NC_014328.1
CLJU_RS10915,CLJU_RS10915,2426920,2427889,CLJU_RS10915-MONOMER,CLJU_c22240,NC_014328.1
CLJU_RS12865,CLJU_RS12865,2893647,2894952,CLJU_RS12865-MONOMER,CLJU_c26110,NC_014328.1
CLJU_RS05515,CLJU_RS05515,0,231,CLJU_RS05515-MONOMER,CLJU_RS05515,CLJU_RS05515
CLJU_RS00800,CLJU_RS00800,163162,163651,CLJU_RS00800-MONOMER,CLJU_c01650,NC_014328.1
CLJU_RS11780,CLJU_RS11780,2643587,2645012,CLJU_RS11780-MONOMER,CLJU_c23950,NC_014328.1
CLJU_RS05095,CLJU_RS05095,1147976,1149170,CLJU_RS05095-MONOMER,CLJU_c10380,NC_014328.1
CLJU_RS06175,CLJU_RS06175,1358511,1359192,CLJU_RS06175-MONOMER,CLJU_c12580,NC_014328.1
CLJU_RS06870,CLJU_RS06870,1500381,1500660,CLJU_RS06870-MONOMER,CLJU_c13990,NC_014328.1
CLJU_RS06880,CLJU_RS06880,0,608,CLJU_RS06880-MONOMER,CLJU_RS06880,CLJU_RS06880
CLJU_RS09225,CLJU_RS09225,2039317,2040109,CLJU_RS09225-MONOMER,CLJU_c18810,NC_014328.1
CLJU_RS14880,CLJU_RS14880,3330011,3331883,CLJU_RS14880-MONOMER,CLJU_c30170,NC_014328.1
CLJU_RS11340,CLJU_RS11340,2528051,2528822,CLJU_RS11340-MONOMER,CLJU_c23050,NC_014328.1
CLJU_RS05425,CLJU_RS05425,1209733,1210966,CLJU_RS05425-MONOMER,CLJU_c11070,NC_014328.1
CLJU_RS06620,CLJU_RS06620,1448948,1450436,CLJU_RS06620-MONOMER,CLJU_c13480,NC_014328.1
CLJU_RS18030,CLJU_RS18030,3987866,3988121,CLJU_RS18030-MONOMER,CLJU_c36640,NC_014328.1
CLJU_RS20215,CLJU_RS20215,4445068,4445698,CLJU_RS20215-MONOMER,CLJU_c41040,NC_014328.1
CLJU_RS02545,CLJU_RS02545,562673,563297,CLJU_RS02545-MONOMER,CLJU_c05190,NC_014328.1
CLJU_RS08940,CLJU_RS08940,1972615,1973458,CLJU_RS08940-MONOMER,CLJU_c18200,NC_014328.1
CLJU_RS16425,CLJU_RS16425,3643549,3643936,CLJU_RS16425-MONOMER,CLJU_c33320,NC_014328.1
CLJU_RS14250,CLJU_RS14250,3192555,3193740,CLJU_RS14250-MONOMER,CLJU_c28880,NC_014328.1
CLJU_RS14720,CLJU_RS14720,3289969,3291964,CLJU_RS14720-MONOMER,CLJU_c29840,NC_014328.1
CLJU_RS08575,CLJU_RS08575,1896851,1897757,CLJU_RS08575-MONOMER,CLJU_c17460,NC_014328.1
CLJU_RS08245,CLJU_RS08245,1819758,1821147,CLJU_RS08245-MONOMER,CLJU_c16800,NC_014328.1
CLJU_RS16295,CLJU_RS16295,3611821,3612433,CLJU_RS16295-MONOMER,CLJU_c33060,NC_014328.1
CLJU_RS02125,CLJU_RS02125,456548,458471,CLJU_RS02125-MONOMER,CLJU_c04350,NC_014328.1
CLJU_RS02410,CLJU_RS02410,527949,528342,CLJU_RS02410-MONOMER,CLJU_c04920,NC_014328.1
CLJU_RS10410,CLJU_RS10410,2307198,2308476,CLJU_RS10410-MONOMER,CLJU_c21200,NC_014328.1
CLJU_RS17665,CLJU_RS17665,3907440,3908937,CLJU_RS17665-MONOMER,CLJU_c35900,NC_014328.1
CLJU_RS02740,CLJU_RS02740,604794,605679,CLJU_RS02740-MONOMER,CLJU_c05570,NC_014328.1
