Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
ABAYE_RS06220-MONOMER	Membrane	ABAYE_RS06220()	Membrane	s
ABAYE_RS15565-MONOMER	Outer_Membrane	ABAYE_RS15565()	Outer_Membrane	s
ABAYE_RS09100-MONOMER	Inner_Membrane	ABAYE_RS09100()	Inner_Membrane	s
ABAYE_RS10980-MONOMER	Inner_Membrane	ABAYE_RS10980()	Inner_Membrane	s
ABAYE_RS03540-MONOMER	Membrane	ABAYE_RS03540()	Membrane	s
ABAYE_RS06195-MONOMER	Membrane	ABAYE_RS06195()	Membrane	s
ABAYE_RS15205-MONOMER	Inner_Membrane	ABAYE_RS15205()	Inner_Membrane	s
ABAYE_RS07770-MONOMER	Periplasm	ABAYE_RS07770()	Periplasm	s
ABAYE_RS05440-MONOMER	Inner_Membrane	ABAYE_RS05440()	Inner_Membrane	s
ABAYE_RS05350-MONOMER	Inner_Membrane	ABAYE_RS05350()	Inner_Membrane	s
ABAYE_RS15990-MONOMER	Inner_Membrane	ABAYE_RS15990()	Inner_Membrane	s
ABAYE_RS08255-MONOMER	Outer_Membrane	ABAYE_RS08255()	Outer_Membrane	s
ABAYE_RS14280-MONOMER	Inner_Membrane	ABAYE_RS14280()	Inner_Membrane	s
ABAYE_RS12130-MONOMER	Periplasm	ABAYE_RS12130()	Periplasm	s
ABAYE_RS15365-MONOMER	Inner_Membrane	ABAYE_RS15365()	Inner_Membrane	s
ABAYE_RS02880-MONOMER	Inner_Membrane	ABAYE_RS02880()	Inner_Membrane	s
ABAYE_RS00660-MONOMER	Inner_Membrane	ABAYE_RS00660()	Inner_Membrane	s
ABAYE_RS10450-MONOMER	Periplasm	ABAYE_RS10450()	Periplasm	s
ABAYE_RS03295-MONOMER	Inner_Membrane	ABAYE_RS03295()	Inner_Membrane	s
ABAYE_RS12490-MONOMER	Inner_Membrane	ABAYE_RS12490()	Inner_Membrane	s
ABAYE_RS11425-MONOMER	Inner_Membrane	ABAYE_RS11425()	Inner_Membrane	s
ABAYE_RS18725-MONOMER	Inner_Membrane	ABAYE_RS18725()	Inner_Membrane	s
ABAYE_RS04130-MONOMER	Inner_Membrane	ABAYE_RS04130()	Inner_Membrane	s
ABAYE_RS01375-MONOMER	Outer_Membrane	ABAYE_RS01375()	Outer_Membrane	s
ABAYE_RS14070-MONOMER	Inner_Membrane	ABAYE_RS14070()	Inner_Membrane	s
ABAYE_RS08350-MONOMER	Inner_Membrane	ABAYE_RS08350()	Inner_Membrane	s
ABAYE_RS11180-MONOMER	Inner_Membrane	ABAYE_RS11180()	Inner_Membrane	s
ABAYE_RS11220-MONOMER	Inner_Membrane	ABAYE_RS11220()	Inner_Membrane	s
ABAYE_RS10165-MONOMER	Inner_Membrane	ABAYE_RS10165()	Inner_Membrane	s
ABAYE_RS11405-MONOMER	Inner_Membrane	ABAYE_RS11405()	Inner_Membrane	s
ABAYE_RS11285-MONOMER	Inner_Membrane	ABAYE_RS11285()	Inner_Membrane	s
ABAYE_RS13290-MONOMER	Inner_Membrane	ABAYE_RS13290()	Inner_Membrane	s
ABAYE_RS01950-MONOMER	Inner_Membrane	ABAYE_RS01950()	Inner_Membrane	s
ABAYE_RS04425-MONOMER	Inner_Membrane	ABAYE_RS04425()	Inner_Membrane	s
ABAYE_RS10310-MONOMER	Inner_Membrane	ABAYE_RS10310()	Inner_Membrane	s
ABAYE_RS15215-MONOMER	Inner_Membrane	ABAYE_RS15215()	Inner_Membrane	s
ABAYE_RS06335-MONOMER	Inner_Membrane	ABAYE_RS06335()	Inner_Membrane	s
ABAYE_RS10720-MONOMER	Inner_Membrane	ABAYE_RS10720()	Inner_Membrane	s
ABAYE_RS03085-MONOMER	Outer_Membrane	ABAYE_RS03085()	Outer_Membrane	s
ABAYE_RS05655-MONOMER	Inner_Membrane	ABAYE_RS05655()	Inner_Membrane	s
ABAYE_RS17585-MONOMER	Inner_Membrane	ABAYE_RS17585()	Inner_Membrane	s
ABAYE_RS10155-MONOMER	Inner_Membrane	ABAYE_RS10155()	Inner_Membrane	s
ABAYE_RS16225-MONOMER	Outer_Membrane	ABAYE_RS16225()	Outer_Membrane	s
ABAYE_RS01755-MONOMER	Inner_Membrane	ABAYE_RS01755()	Inner_Membrane	s
ABAYE_RS00860-MONOMER	Inner_Membrane	ABAYE_RS00860()	Inner_Membrane	s
ABAYE_RS18390-MONOMER	Outer_Membrane	ABAYE_RS18390()	Outer_Membrane	s
ABAYE_RS11350-MONOMER	Inner_Membrane	ABAYE_RS11350()	Inner_Membrane	s
ABAYE_RS10615-MONOMER	Inner_Membrane	ABAYE_RS10615()	Inner_Membrane	s
ABAYE_RS09940-MONOMER	Periplasm	ABAYE_RS09940()	Periplasm	s
ABAYE_RS04920-MONOMER	Inner_Membrane	ABAYE_RS04920()	Inner_Membrane	s
ABAYE_RS15960-MONOMER	Periplasm	ABAYE_RS15960()	Periplasm	s
ABAYE_RS00235-MONOMER	Inner_Membrane	ABAYE_RS00235()	Inner_Membrane	s
ABAYE_RS16280-MONOMER	Inner_Membrane	ABAYE_RS16280()	Inner_Membrane	s
ABAYE_RS07125-MONOMER	Inner_Membrane	ABAYE_RS07125()	Inner_Membrane	s
ABAYE_RS08130-MONOMER	Inner_Membrane	ABAYE_RS08130()	Inner_Membrane	s
ABAYE_RS12385-MONOMER	Membrane	ABAYE_RS12385()	Membrane	s
ABAYE_RS06115-MONOMER	Periplasm	ABAYE_RS06115()	Periplasm	s
ABAYE_RS10920-MONOMER	Inner_Membrane	ABAYE_RS10920()	Inner_Membrane	s
ABAYE_RS12570-MONOMER	Inner_Membrane	ABAYE_RS12570()	Inner_Membrane	s
ABAYE_RS01465-MONOMER	Inner_Membrane	ABAYE_RS01465()	Inner_Membrane	s
ABAYE_RS06060-MONOMER	Inner_Membrane	ABAYE_RS06060()	Inner_Membrane	s
ABAYE_RS14590-MONOMER	Outer_Membrane	ABAYE_RS14590()	Outer_Membrane	s
ABAYE_RS11420-MONOMER	Periplasm	ABAYE_RS11420()	Periplasm	s
ABAYE_RS04675-MONOMER	Inner_Membrane	ABAYE_RS04675()	Inner_Membrane	s
ABAYE_RS06085-MONOMER	Inner_Membrane	ABAYE_RS06085()	Inner_Membrane	s
ABAYE_RS03780-MONOMER	Inner_Membrane	ABAYE_RS03780()	Inner_Membrane	s
ABAYE_RS15375-MONOMER	Inner_Membrane	ABAYE_RS15375()	Inner_Membrane	s
ABAYE_RS11640-MONOMER	Inner_Membrane	ABAYE_RS11640()	Inner_Membrane	s
ABAYE_RS10130-MONOMER	Inner_Membrane	ABAYE_RS10130()	Inner_Membrane	s
ABAYE_RS07195-MONOMER	Inner_Membrane	ABAYE_RS07195()	Inner_Membrane	s
ABAYE_RS17080-MONOMER	Inner_Membrane	ABAYE_RS17080()	Inner_Membrane	s
ABAYE_RS10220-MONOMER	Inner_Membrane	ABAYE_RS10220()	Inner_Membrane	s
ABAYE_RS18945-MONOMER	Outer_Membrane	ABAYE_RS18945()	Outer_Membrane	s
ABAYE_RS15495-MONOMER	Periplasm	ABAYE_RS15495()	Periplasm	s
ABAYE_RS00540-MONOMER	Periplasm	ABAYE_RS00540()	Periplasm	s
ABAYE_RS08370-MONOMER	Inner_Membrane	ABAYE_RS08370()	Inner_Membrane	s
ABAYE_RS04155-MONOMER	Inner_Membrane	ABAYE_RS04155()	Inner_Membrane	s
ABAYE_RS18645-MONOMER	Inner_Membrane	ABAYE_RS18645()	Inner_Membrane	s
ABAYE_RS07350-MONOMER	Inner_Membrane	ABAYE_RS07350()	Inner_Membrane	s
ABAYE_RS04485-MONOMER	Inner_Membrane	ABAYE_RS04485()	Inner_Membrane	s
ABAYE_RS09395-MONOMER	Inner_Membrane	ABAYE_RS09395()	Inner_Membrane	s
ABAYE_RS03815-MONOMER	Inner_Membrane	ABAYE_RS03815()	Inner_Membrane	s
ABAYE_RS13125-MONOMER	Inner_Membrane	ABAYE_RS13125()	Inner_Membrane	s
ABAYE_RS04360-MONOMER	Inner_Membrane	ABAYE_RS04360()	Inner_Membrane	s
ABAYE_RS03480-MONOMER	Inner_Membrane	ABAYE_RS03480()	Inner_Membrane	s
ABAYE_RS09580-MONOMER	Membrane	ABAYE_RS09580()	Membrane	s
ABAYE_RS06975-MONOMER	Inner_Membrane	ABAYE_RS06975()	Inner_Membrane	s
ABAYE_RS11055-MONOMER	Inner_Membrane	ABAYE_RS11055()	Inner_Membrane	s
ABAYE_RS00230-MONOMER	Inner_Membrane	ABAYE_RS00230()	Inner_Membrane	s
ABAYE_RS03505-MONOMER	Membrane	ABAYE_RS03505()	Membrane	s
ABAYE_RS00180-MONOMER	Inner_Membrane	ABAYE_RS00180()	Inner_Membrane	s
ABAYE_RS09530-MONOMER	Inner_Membrane	ABAYE_RS09530()	Inner_Membrane	s
ABAYE_RS01335-MONOMER	Inner_Membrane	ABAYE_RS01335()	Inner_Membrane	s
ABAYE_RS06330-MONOMER	Inner_Membrane	ABAYE_RS06330()	Inner_Membrane	s
ABAYE_RS01530-MONOMER	Inner_Membrane	ABAYE_RS01530()	Inner_Membrane	s
ABAYE_RS07355-MONOMER	Inner_Membrane	ABAYE_RS07355()	Inner_Membrane	s
ABAYE_RS16945-MONOMER	Membrane	ABAYE_RS16945()	Membrane	s
ABAYE_RS11025-MONOMER	Inner_Membrane	ABAYE_RS11025()	Inner_Membrane	s
ABAYE_RS04730-MONOMER	Inner_Membrane	ABAYE_RS04730()	Inner_Membrane	s
ABAYE_RS09855-MONOMER	Outer_Membrane	ABAYE_RS09855()	Outer_Membrane	s
ABAYE_RS14230-MONOMER	Inner_Membrane	ABAYE_RS14230()	Inner_Membrane	s
ABAYE_RS04300-MONOMER	Inner_Membrane	ABAYE_RS04300()	Inner_Membrane	s
ABAYE_RS03050-MONOMER	Periplasm	ABAYE_RS03050()	Periplasm	s
ABAYE_RS10370-MONOMER	Inner_Membrane	ABAYE_RS10370()	Inner_Membrane	s
ABAYE_RS10570-MONOMER	Inner_Membrane	ABAYE_RS10570()	Inner_Membrane	s
ABAYE_RS15545-MONOMER	Inner_Membrane	ABAYE_RS15545()	Inner_Membrane	s
ABAYE_RS08885-MONOMER	Periplasm	ABAYE_RS08885()	Periplasm	s
ABAYE_RS17185-MONOMER	Inner_Membrane	ABAYE_RS17185()	Inner_Membrane	s
ABAYE_RS01455-MONOMER	Inner_Membrane	ABAYE_RS01455()	Inner_Membrane	s
ABAYE_RS16615-MONOMER	Inner_Membrane	ABAYE_RS16615()	Inner_Membrane	s
ABAYE_RS04930-MONOMER	Inner_Membrane	ABAYE_RS04930()	Inner_Membrane	s
ABAYE_RS15295-MONOMER	Membrane	ABAYE_RS15295()	Membrane	s
ABAYE_RS00415-MONOMER	Membrane	ABAYE_RS00415()	Membrane	s
ABAYE_RS05810-MONOMER	Outer_Membrane	ABAYE_RS05810()	Outer_Membrane	s
ABAYE_RS07890-MONOMER	Inner_Membrane	ABAYE_RS07890()	Inner_Membrane	s
ABAYE_RS13460-MONOMER	Outer_Membrane	ABAYE_RS13460()	Outer_Membrane	s
ABAYE_RS13990-MONOMER	Inner_Membrane	ABAYE_RS13990()	Inner_Membrane	s
ABAYE_RS08610-MONOMER	Inner_Membrane	ABAYE_RS08610()	Inner_Membrane	s
ABAYE_RS02000-MONOMER	Inner_Membrane	ABAYE_RS02000()	Inner_Membrane	s
ABAYE_RS04670-MONOMER	Periplasm	ABAYE_RS04670()	Periplasm	s
ABAYE_RS07680-MONOMER	Inner_Membrane	ABAYE_RS07680()	Inner_Membrane	s
ABAYE_RS11705-MONOMER	Inner_Membrane	ABAYE_RS11705()	Inner_Membrane	s
ABAYE_RS05295-MONOMER	Outer_Membrane	ABAYE_RS05295()	Outer_Membrane	s
ABAYE_RS10160-MONOMER	Inner_Membrane	ABAYE_RS10160()	Inner_Membrane	s
ABAYE_RS08510-MONOMER	Inner_Membrane	ABAYE_RS08510()	Inner_Membrane	s
ABAYE_RS05815-MONOMER	Inner_Membrane	ABAYE_RS05815()	Inner_Membrane	s
ABAYE_RS10710-MONOMER	Inner_Membrane	ABAYE_RS10710()	Inner_Membrane	s
ABAYE_RS07810-MONOMER	Outer_Membrane	ABAYE_RS07810()	Outer_Membrane	s
ABAYE_RS04475-MONOMER	Inner_Membrane	ABAYE_RS04475()	Inner_Membrane	s
ABAYE_RS09195-MONOMER	Inner_Membrane	ABAYE_RS09195()	Inner_Membrane	s
ABAYE_RS12690-MONOMER	Inner_Membrane	ABAYE_RS12690()	Inner_Membrane	s
ABAYE_RS04200-MONOMER	Outer_Membrane	ABAYE_RS04200()	Outer_Membrane	s
ABAYE_RS05450-MONOMER	Inner_Membrane	ABAYE_RS05450()	Inner_Membrane	s
ABAYE_RS16635-MONOMER	Membrane	ABAYE_RS16635()	Membrane	s
ABAYE_RS02185-MONOMER	Inner_Membrane	ABAYE_RS02185()	Inner_Membrane	s
ABAYE_RS13325-MONOMER	Periplasm	ABAYE_RS13325()	Periplasm	s
ABAYE_RS17700-MONOMER	Inner_Membrane	ABAYE_RS17700()	Inner_Membrane	s
ABAYE_RS18240-MONOMER	Inner_Membrane	ABAYE_RS18240()	Inner_Membrane	s
ABAYE_RS16480-MONOMER	Inner_Membrane	ABAYE_RS16480()	Inner_Membrane	s
ABAYE_RS11465-MONOMER	Inner_Membrane	ABAYE_RS11465()	Inner_Membrane	s
ABAYE_RS11775-MONOMER	Outer_Membrane	ABAYE_RS11775()	Outer_Membrane	s
ABAYE_RS12140-MONOMER	Inner_Membrane	ABAYE_RS12140()	Inner_Membrane	s
ABAYE_RS05620-MONOMER	Inner_Membrane	ABAYE_RS05620()	Inner_Membrane	s
ABAYE_RS09860-MONOMER	Inner_Membrane	ABAYE_RS09860()	Inner_Membrane	s
ABAYE_RS10005-MONOMER	Inner_Membrane	ABAYE_RS10005()	Inner_Membrane	s
ABAYE_RS03860-MONOMER	Membrane	ABAYE_RS03860()	Membrane	s
ABAYE_RS00720-MONOMER	Inner_Membrane	ABAYE_RS00720()	Inner_Membrane	s
ABAYE_RS12095-MONOMER	Inner_Membrane	ABAYE_RS12095()	Inner_Membrane	s
ABAYE_RS08390-MONOMER	Inner_Membrane	ABAYE_RS08390()	Inner_Membrane	s
ABAYE_RS10505-MONOMER	Membrane	ABAYE_RS10505()	Membrane	s
ABAYE_RS03825-MONOMER	Periplasm	ABAYE_RS03825()	Periplasm	s
ABAYE_RS04965-MONOMER	Inner_Membrane	ABAYE_RS04965()	Inner_Membrane	s
ABAYE_RS17485-MONOMER	Outer_Membrane	ABAYE_RS17485()	Outer_Membrane	s
ABAYE_RS11240-MONOMER	Inner_Membrane	ABAYE_RS11240()	Inner_Membrane	s
ABAYE_RS02170-MONOMER	Inner_Membrane	ABAYE_RS02170()	Inner_Membrane	s
ABAYE_RS03380-MONOMER	Inner_Membrane	ABAYE_RS03380()	Inner_Membrane	s
ABAYE_RS04990-MONOMER	Membrane	ABAYE_RS04990()	Membrane	s
ABAYE_RS05160-MONOMER	Periplasm	ABAYE_RS05160()	Periplasm	s
ABAYE_RS18455-MONOMER	Inner_Membrane	ABAYE_RS18455()	Inner_Membrane	s
ABAYE_RS16925-MONOMER	Inner_Membrane	ABAYE_RS16925()	Inner_Membrane	s
ABAYE_RS18875-MONOMER	Inner_Membrane	ABAYE_RS18875()	Inner_Membrane	s
ABAYE_RS05480-MONOMER	Inner_Membrane	ABAYE_RS05480()	Inner_Membrane	s
ABAYE_RS17755-MONOMER	Inner_Membrane	ABAYE_RS17755()	Inner_Membrane	s
ABAYE_RS15930-MONOMER	Inner_Membrane	ABAYE_RS15930()	Inner_Membrane	s
ABAYE_RS08410-MONOMER	Inner_Membrane	ABAYE_RS08410()	Inner_Membrane	s
ABAYE_RS12800-MONOMER	Inner_Membrane	ABAYE_RS12800()	Inner_Membrane	s
ABAYE_RS16415-MONOMER	Inner_Membrane	ABAYE_RS16415()	Inner_Membrane	s
ABAYE_RS03770-MONOMER	Inner_Membrane	ABAYE_RS03770()	Inner_Membrane	s
ABAYE_RS07815-MONOMER	Inner_Membrane	ABAYE_RS07815()	Inner_Membrane	s
ABAYE_RS18955-MONOMER	Inner_Membrane	ABAYE_RS18955()	Inner_Membrane	s
ABAYE_RS09880-MONOMER	Inner_Membrane	ABAYE_RS09880()	Inner_Membrane	s
ABAYE_RS06235-MONOMER	Membrane	ABAYE_RS06235()	Membrane	s
ABAYE_RS10895-MONOMER	Inner_Membrane	ABAYE_RS10895()	Inner_Membrane	s
ABAYE_RS03040-MONOMER	Outer_Membrane	ABAYE_RS03040()	Outer_Membrane	s
ABAYE_RS03980-MONOMER	Membrane	ABAYE_RS03980()	Membrane	s
ABAYE_RS03385-MONOMER	Inner_Membrane	ABAYE_RS03385()	Inner_Membrane	s
ABAYE_RS02225-MONOMER	Inner_Membrane	ABAYE_RS02225()	Inner_Membrane	s
ABAYE_RS02440-MONOMER	Inner_Membrane	ABAYE_RS02440()	Inner_Membrane	s
ABAYE_RS11145-MONOMER	Inner_Membrane	ABAYE_RS11145()	Inner_Membrane	s
ABAYE_RS16745-MONOMER	Inner_Membrane	ABAYE_RS16745()	Inner_Membrane	s
ABAYE_RS00865-MONOMER	Inner_Membrane	ABAYE_RS00865()	Inner_Membrane	s
ABAYE_RS02045-MONOMER	Inner_Membrane	ABAYE_RS02045()	Inner_Membrane	s
ABAYE_RS16180-MONOMER	Inner_Membrane	ABAYE_RS16180()	Inner_Membrane	s
ABAYE_RS06450-MONOMER	Inner_Membrane	ABAYE_RS06450()	Inner_Membrane	s
ABAYE_RS05615-MONOMER	Inner_Membrane	ABAYE_RS05615()	Inner_Membrane	s
ABAYE_RS03160-MONOMER	Inner_Membrane	ABAYE_RS03160()	Inner_Membrane	s
ABAYE_RS13435-MONOMER	Inner_Membrane	ABAYE_RS13435()	Inner_Membrane	s
ABAYE_RS03425-MONOMER	Inner_Membrane	ABAYE_RS03425()	Inner_Membrane	s
ABAYE_RS15700-MONOMER	Inner_Membrane	ABAYE_RS15700()	Inner_Membrane	s
ABAYE_RS04190-MONOMER	Periplasm	ABAYE_RS04190()	Periplasm	s
ABAYE_RS16575-MONOMER	Inner_Membrane	ABAYE_RS16575()	Inner_Membrane	s
ABAYE_RS03985-MONOMER	Inner_Membrane	ABAYE_RS03985()	Inner_Membrane	s
ABAYE_RS07445-MONOMER	Membrane	ABAYE_RS07445()	Membrane	s
ABAYE_RS06160-MONOMER	Membrane	ABAYE_RS06160()	Membrane	s
ABAYE_RS17540-MONOMER	Inner_Membrane	ABAYE_RS17540()	Inner_Membrane	s
ABAYE_RS03865-MONOMER	Inner_Membrane	ABAYE_RS03865()	Inner_Membrane	s
ABAYE_RS10325-MONOMER	Membrane	ABAYE_RS10325()	Membrane	s
ABAYE_RS15420-MONOMER	Inner_Membrane	ABAYE_RS15420()	Inner_Membrane	s
ABAYE_RS17280-MONOMER	Outer_Membrane	ABAYE_RS17280()	Outer_Membrane	s
ABAYE_RS10860-MONOMER	Inner_Membrane	ABAYE_RS10860()	Inner_Membrane	s
ABAYE_RS17190-MONOMER	Inner_Membrane	ABAYE_RS17190()	Inner_Membrane	s
ABAYE_RS10230-MONOMER	Inner_Membrane	ABAYE_RS10230()	Inner_Membrane	s
ABAYE_RS09795-MONOMER	Inner_Membrane	ABAYE_RS09795()	Inner_Membrane	s
ABAYE_RS18245-MONOMER	Inner_Membrane	ABAYE_RS18245()	Inner_Membrane	s
ABAYE_RS14030-MONOMER	Outer_Membrane	ABAYE_RS14030()	Outer_Membrane	s
ABAYE_RS10415-MONOMER	Inner_Membrane	ABAYE_RS10415()	Inner_Membrane	s
ABAYE_RS12425-MONOMER	Membrane	ABAYE_RS12425()	Membrane	s
ABAYE_RS05695-MONOMER	Outer_Membrane	ABAYE_RS05695()	Outer_Membrane	s
ABAYE_RS19230-MONOMER	Inner_Membrane	ABAYE_RS19230()	Inner_Membrane	s
ABAYE_RS09720-MONOMER	Inner_Membrane	ABAYE_RS09720()	Inner_Membrane	s
ABAYE_RS02510-MONOMER	Inner_Membrane	ABAYE_RS02510()	Inner_Membrane	s
ABAYE_RS16910-MONOMER	Inner_Membrane	ABAYE_RS16910()	Inner_Membrane	s
ABAYE_RS10620-MONOMER	Inner_Membrane	ABAYE_RS10620()	Inner_Membrane	s
ABAYE_RS01000-MONOMER	Inner_Membrane	ABAYE_RS01000()	Inner_Membrane	s
ABAYE_RS13815-MONOMER	Membrane	ABAYE_RS13815()	Membrane	s
ABAYE_RS18740-MONOMER	Inner_Membrane	ABAYE_RS18740()	Inner_Membrane	s
ABAYE_RS18460-MONOMER	Inner_Membrane	ABAYE_RS18460()	Inner_Membrane	s
ABAYE_RS15650-MONOMER	Outer_Membrane	ABAYE_RS15650()	Outer_Membrane	s
ABAYE_RS00725-MONOMER	Inner_Membrane	ABAYE_RS00725()	Inner_Membrane	s
ABAYE_RS08680-MONOMER	Inner_Membrane	ABAYE_RS08680()	Inner_Membrane	s
ABAYE_RS01035-MONOMER	Inner_Membrane	ABAYE_RS01035()	Inner_Membrane	s
ABAYE_RS17800-MONOMER	Inner_Membrane	ABAYE_RS17800()	Inner_Membrane	s
ABAYE_RS07100-MONOMER	Membrane	ABAYE_RS07100()	Membrane	s
ABAYE_RS14135-MONOMER	Inner_Membrane	ABAYE_RS14135()	Inner_Membrane	s
ABAYE_RS17135-MONOMER	Inner_Membrane	ABAYE_RS17135()	Inner_Membrane	s
ABAYE_RS04815-MONOMER	Inner_Membrane	ABAYE_RS04815()	Inner_Membrane	s
ABAYE_RS07340-MONOMER	Inner_Membrane	ABAYE_RS07340()	Inner_Membrane	s
ABAYE_RS04175-MONOMER	Membrane	ABAYE_RS04175()	Membrane	s
ABAYE_RS04290-MONOMER	Membrane	ABAYE_RS04290()	Membrane	s
ABAYE_RS13895-MONOMER	Outer_Membrane	ABAYE_RS13895()	Outer_Membrane	s
ABAYE_RS17490-MONOMER	Membrane	ABAYE_RS17490()	Membrane	s
ABAYE_RS10805-MONOMER	Membrane	ABAYE_RS10805()	Membrane	s
ABAYE_RS10260-MONOMER	Inner_Membrane	ABAYE_RS10260()	Inner_Membrane	s
ABAYE_RS12985-MONOMER	Inner_Membrane	ABAYE_RS12985()	Inner_Membrane	s
