complex_id,name,genes,mod,replace
CPLX_PFL-1,Pyruvate formate lyase,STM0843() AND STM0844(),,
CPLX_PHEMEabcpp-0,Protoheme transport via ABC system (periplasm),STM2254() AND STM2253() AND STM2252(),,
CPLX_RIBabcpp-0,D-ribose transport via ABC system (periplasm),STM3884() AND STM3883() AND STM3881() AND STM3882(),,
CPLX_RNDR1b-0,Ribonucleoside-diphosphate reductase (ADP) (glutaredoxin),STM1433() AND STM2807() AND STM2808(),,
CPLX_RNDR1b-1,Ribonucleoside-diphosphate reductase (ADP) (glutaredoxin),STM0872() AND STM2807() AND STM2808(),,
CPLX_RNDR1b-2,Ribonucleoside-diphosphate reductase (ADP) (glutaredoxin),STM1165() AND STM2807() AND STM2808(),,
CPLX_RNDR1b-3,Ribonucleoside-diphosphate reductase (ADP) (glutaredoxin),STM3702() AND STM2807() AND STM2808(),,
CPLX_RNTR1c-0,Ribonucleoside-triphosphate reductase (ATP) (flavodoxin),STM3045() AND STM4084() AND STM4452() AND STM4451(),,
CPLX_RNTR1c-1,Ribonucleoside-triphosphate reductase (ATP) (flavodoxin),STM3045() AND STM4452(),,
CPLX_RNTR1c-2,Ribonucleoside-triphosphate reductase (ATP) (flavodoxin),STM0694() AND STM4452(),,
CPLX_RNTR1c-3,Ribonucleoside-triphosphate reductase (ATP) (flavodoxin),STM0694() AND STM4084() AND STM4452() AND STM4451(),,
CPLX_TDSR2-0,Thiol:disulfide reductase (DsbG),STM4323() AND STM0607(),,
CPLX_THIORDXi-0,Hydrogen peroxide reductase (thioredoxin),STM0609() AND STM0608() AND STM2649(),,
CPLX_THIORDXi-1,Hydrogen peroxide reductase (thioredoxin),STM0609() AND STM0608() AND STM3915(),,
CPLX_THIORDXi-2,Hydrogen peroxide reductase (thioredoxin),STM0609() AND STM0402() AND STM2649(),,
CPLX_THIORDXi-3,Hydrogen peroxide reductase (thioredoxin),STM0609() AND STM0402() AND STM3915(),,
CPLX_SBTptspp-0,D-sorbitol transport via PEP:Pyr PTS (periplasm),STM2431() AND STM2834() AND STM2432() AND STM2833() AND STM2832(),,
CPLX_THMabcpp-0,Thiamine transport via ABC system (periplasm),STM0107(2) AND STM0106(2) AND STM0108(1),,
CPLX_UAGAAT-0,UDP-N-acetylglucosamine acyltransferase,STM1196() AND STM0228(),,
CPLX_TRDR-0,Thioredoxin reductase (NADPH),STM3915() AND STM0958() AND STM0958(),,
CPLX_12PPDRDH-0, R Propane 1 2 diol dehydratase,STM2040() AND STM2041() AND STM2042() AND STM2043() AND STM2044(),,
CPLX_XYLUt2pp-0,L-xylulose transport in via proton symport (periplasm),STM3671() AND STM3673() AND STM3672(),,
CPLX_Cobalt2abcppI-0,Cobalt II transport via ABC system periplasm I,STM2023() AND STM2022() AND STM2021() AND STM2020(),,
CPLX_COBALT2tpp_copy2-0,Cobalt transport in via permease (no H+),STM2023() AND STM2022(),,
CPLX_ZNabcpp-0,Zinc (Zn+2) transport via ABC system (periplasm),STM1891() AND STM1893(),,
CPLX_THZPSN-0,Thiazole phosphate synthesis,STM2543() AND STM4162() AND STM4159() AND STM4160() AND STM0425() AND STM4161(),,
CPLX_CDP4D6DGLCRx-0,CDP 4 dehydro 6 deoxyglucose reductase ,STM2090() AND STM2093(),,
CPLX_HYD1pp-0,Hydrogenase (ubiquinone-8: 2 protons) (periplasm),STM3147() AND STM3150(),,
CPLX_HYD1pp-1,Hydrogenase (ubiquinone-8: 2 protons) (periplasm),STM1538() AND STM1539(),,
CPLX_CITtupp-0,Citrate transport periplasm ,STM2786() AND STM2787() AND STM2788(),,
CPLX_TDSR1-0,Thiol:disulfide reductase (DsbC),STM3043() AND STM4323(),,
CPLX_GALTptspp-0,Galactitol transport via PEP:Pyr PTS (periplasm),STM2431(1) AND STM2432(2) AND STM3259(1) AND STM3260(2) AND STM3258(1),,
CPLX_DMSOR1pp-0,Dimethyl sulfoxide reductase (Menaquinol 8) (periplasm),STM1499() AND STM1498() AND STM1497() AND STM1496(),,
CPLX_DMSOR1pp-1,Dimethyl sulfoxide reductase (Menaquinol 8) (periplasm),STM4306() AND STM4307(),,
CPLX_DMSOR1pp-2,Dimethyl sulfoxide reductase (Menaquinol 8) (periplasm),STM2528() AND STM2530() AND STM2529(),,
CPLX_TAGptspp-0,D Tagatose transport via PEPPyr PTS periplasm ,STM3255() AND STM3256() AND STM2432(),,
CPLX_SO3R-0,Sulfite reductase ,STM2548() AND STM2549() AND STM2550(),,
CPLX_FEROXGFEtonex-0,Ferrioxamine G fe transport via ton system extermal ,STM0364() AND STM1737() AND STM3158() AND STM3159(),,
CPLX_OA5VL_ST-0,O-antigen 5 polymerase with very long chain,STM1332() AND STM0589(),,
CPLX_SALCHS4FEtonex-0,Salmochelin S4 Fe III transport via ton system extracellular ,STM2777() AND STM1737() AND STM3158() AND STM3159(),,
CPLX_ALPATE160pp_1-0,Apolipoprotein N acyltransferase phosphatidylethanolamine periplasm ,STM0666() AND STM1377(),,
CPLX_DHEDAA-0,"2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase",STM1106() AND STM2289(),,
CPLX_TCBO-0,Tricarballylate oxidase,STM0690() AND STM0691(),,
CPLX_CHITOBpts-0,Chitobiose transport via PTS,STM1314() AND STM1312() AND STM1313() AND STM2431() AND STM2432(),,
CPLX_PFOR-0,Pyruvate flavodoxin oxidoreductase,STM0694() AND STM1651(),,
CPLX_PFOR-1,Pyruvate flavodoxin oxidoreductase,STM3045() AND STM1651(),,
CPLX_OA4L_ST-0,O-antigen 4 polymerase with long chain,STM1332() AND STM2079(),,
STM0171-MONOMER,,,zn2(1),
STM3487-MONOMER,,,mg2(1),
STM3487-MONOMER,,,mn2(1),
STM3487-MONOMER,,,cobalt2(1),
STM3487-MONOMER,,,fe2(1),
STM3487-MONOMER,,,ca2(1),
STM3487-MONOMER,,,k(1),
STM0102-MONOMER,,,mn2(1),
STM1953-MONOMER,,,pydx5p(1),
STM4580-MONOMER,,,mg2(1),
STM4580-MONOMER,,,mn2(1),
STM4580-MONOMER,,,ca2(1),
STM4580-MONOMER,,,zn2(1),
STM4580-MONOMER,,,cu2(1),
STM4580-MONOMER,,,cd2(1),
STM4580-MONOMER,,,cobalt2(1),
STM4580-MONOMER,,,ni2(1),
STM3090-MONOMER,,,k(4) AND mg2(1),
STM3090-MONOMER,,,k(4) AND mn2(1),
STM3090-MONOMER,,,k(4) AND cobalt2(1),
STM3090-MONOMER,,,k(4) AND zn2(1),
STM3090-MONOMER,,,k(4) AND cd2(1),
STM3090-MONOMER,,,k(4) AND ni2(1),
STM3090-MONOMER,,,k(4) AND ca2(1),
STM3090-MONOMER,,,nh4(4) AND mg2(1),
STM3090-MONOMER,,,nh4(4) AND mn2(1),
STM3090-MONOMER,,,nh4(4) AND cobalt2(1),
STM3090-MONOMER,,,nh4(4) AND zn2(1),
STM3090-MONOMER,,,nh4(4) AND cd2(1),
STM3090-MONOMER,,,nh4(4) AND ni2(1),
STM3090-MONOMER,,,nh4(4) AND ca2(1),
STM3090-MONOMER,,,tl(4) AND mg2(1),
STM3090-MONOMER,,,tl(4) AND mn2(1),
STM3090-MONOMER,,,tl(4) AND cobalt2(1),
STM3090-MONOMER,,,tl(4) AND zn2(1),
STM3090-MONOMER,,,tl(4) AND cd2(1),
STM3090-MONOMER,,,tl(4) AND ni2(1),
STM3090-MONOMER,,,tl(4) AND ca2(1),
STM3090-MONOMER,,,cs(4) AND mg2(1),
STM3090-MONOMER,,,cs(4) AND mn2(1),
STM3090-MONOMER,,,cs(4) AND cobalt2(1),
STM3090-MONOMER,,,cs(4) AND zn2(1),
STM3090-MONOMER,,,cs(4) AND cd2(1),
STM3090-MONOMER,,,cs(4) AND ni2(1),
STM3090-MONOMER,,,cs(4) AND ca2(1),
STM3090-MONOMER,,,LI(4) AND mg2(1),
STM3090-MONOMER,,,LI(4) AND mn2(1),
STM3090-MONOMER,,,LI(4) AND cobalt2(1),
STM3090-MONOMER,,,LI(4) AND zn2(1),
STM3090-MONOMER,,,LI(4) AND cd2(1),
STM3090-MONOMER,,,LI(4) AND ni2(1),
STM3090-MONOMER,,,LI(4) AND ca2(1),
STM3090-MONOMER,,,na1(4) AND mg2(1),
STM3090-MONOMER,,,na1(4) AND mn2(1),
STM3090-MONOMER,,,na1(4) AND cobalt2(1),
STM3090-MONOMER,,,na1(4) AND zn2(1),
STM3090-MONOMER,,,na1(4) AND cd2(1),
STM3090-MONOMER,,,na1(4) AND ni2(1),
STM3090-MONOMER,,,na1(4) AND ca2(1),
STM0483-MONOMER,,,mg2(1),
STM0483-MONOMER,,,mn2(1),
STM2276-MONOMER,,,zn2(1),
STM2313-MONOMER,,,zn2(2),
STM2297-MONOMER,,,pydx5p(1),
STM0774-MONOMER,,,mg2(1),
STM0488-MONOMER,,,mg2(1),
STM2662-MONOMER,,,mg2(1),
STM4569-MONOMER,,,mn2(1),
STM2641-MONOMER,,,fad(1),
STM3406-MONOMER,,,fe2(1),
STM0439-MONOMER,,,mg2(1),
STM0439-MONOMER,,,ca2(1),
STM0423-MONOMER,,,mg2(1),
STM0423-MONOMER,,,mn2(1),
STM2973-MONOMER,,,fe2(1),
STM2577-MONOMER,,,mg2(1),
STM2577-MONOMER,,,mn2(1),
STM1431-MONOMER,,,fe3(1),
STM1817-MONOMER,,,mg2(5),
STM2193-MONOMER,,,zn2(1),
STM3674-MONOMER,,,mg2(1),
STM0935-MONOMER,,,mg2(1) AND thmpp(1) AND fad(1),
STM4062-MONOMER,,,mg2(1),
STM2820-MONOMER,,,mg2(1),
STM0527-MONOMER,,,mn2(1),
STM0527-MONOMER,,,2fe2s(1) AND mn2(1),
STM0527-MONOMER,,,4fe4s(1) AND mn2(1),
STM1297-MONOMER,,,mg2(1),
STM2523-MONOMER,,,mn2(1),
STM4350-MONOMER,,,mg2(2),
STM4046-MONOMER,,,mn2(1),
STM1750-MONOMER,,,mg2(1),
STM0985-MONOMER,,,mg2(1),
STM4415-MONOMER,,,mg2(1),
STM3500-MONOMER,,,mg2(1),
STM3500-MONOMER,,,ca2(1),
STM3500-MONOMER,,,mn2(1),
STM1216-MONOMER,,,mg2(1),
STM3244-MONOMER,,,pydx5p(1),
STM3103-MONOMER,,,mg2(1),
STM1200-MONOMER,,,mg2(1),
STM2472-MONOMER,,,mn2(1),
STM2472-MONOMER,,,mg2(1),
STM3468-MONOMER,,,pydx5p(1),
STM0517-MONOMER,,,mg2(1) AND thmpp(1) AND fad(1),
STM2310-MONOMER,,,mg2(1),
STM2440-MONOMER,,,pydx5p(1),
STM3195-MONOMER,,,mg2(1),
STM3802-MONOMER,,,pydx5p(1),
STM3179-MONOMER,,,fad(1),
STM1651-MONOMER,,,thmpp(1),
STM3915-MONOMER,,,Oxidized(1),
STM2649-MONOMER,,,Oxidized(1),
STM3542-MONOMER,,,mg2(1),
STM0882-MONOMER,,,4fe4s(1),
STM3903-MONOMER,,,pydx5p(6),
STM3903-MONOMER,,,pydx5p(1),
STM0701-MONOMER,,,pydx5p(1),
STM3114-MONOMER,,,pydx5p(1),
STM3740-MONOMER,,,mg2(1),
STM1211-MONOMER,,,mg2(1) AND cu(1) AND fad(1),
STM1835-MONOMER,,,zn2(2),
STM0420-MONOMER,,,mg2(1),
STM2337-MONOMER,,,mg2(1),
STM1945-MONOMER,,,mg2(1),
STM2953-MONOMER,,,mg2(1),
STM3708-MONOMER,,,zn2(1),
STM4236-MONOMER,,,cd2(1) AND zn2(1) AND mg2(1) AND mn2(1) AND cobalt2(1),
STM0805-MONOMER,,,amp(1),
STM0805-MONOMER,,,coo(1),
STM0805-MONOMER,,,cosh(1),
STM2305-MONOMER,,,mg2(1),
STM0388-MONOMER,,,mg2(1),
STM0388-MONOMER,,,mn2(1),
STM0388-MONOMER,,,cobalt2(1),
STM0388-MONOMER,,,fe2(1),
STM0388-MONOMER,,,ca2(1),
STM0388-MONOMER,,,k(1),
STM0645-MONOMER,,,mg2(1),
STM1909-MONOMER,,,mg2(1),
STM0372-MONOMER,,,zn2(1),
STM2525-MONOMER,,,4fe4s(1),
STM3660-MONOMER,,,mg2(1),
STM4188-MONOMER,,,zn2(1) AND cbl1(1),
STM1378-MONOMER,,,mg2(1) AND k(1),
STM1378-MONOMER,,,mn2(1) AND k(1),
STM3250-MONOMER,,,fe2(1),
STM4152-MONOMER,,,acetyl(1),
STM2474-MONOMER,,,thmpp(1),
STM1326-MONOMER,,,mg2(1),
STM4382-MONOMER,,,mn2(1),
CPLX1R65-59,,,mg2(1),
CPLX1R65-59,,,mn2(1),
CPLX1R65-59,,,cobalt2(1),
CPLX1R65-59,,,cd2(1),
CPLX1R65-59,,,zn2(1),
CPLX1R65-39,,,zn2(1),
CPLX1R65-196,,,mg2(1),
STM1310-MONOMER,,,mg2(1),
STM1310-MONOMER,,,mn2(1),
CPLX1R65-18,,,4fe4s(1) AND sheme(1) AND fmn(1) AND fad(1),
STM4366-MONOMER,,,mg2(1),
CPLX1R65-51,,,4fe4s(1),
CPLX1R65-36,,,pheme(1) AND hemeO(1) AND cu2(1),
CPLX1R65-10,,,mg2(1) AND fad(1) AND thmpp(1),
CPLX1R65-7,,,pheme(1) AND hemed(1),
CPLX1R65-33,,,fmn(1),
STM0003-MONOMER,,,k(1) AND mg2(1),
CPLX1R65-204,,,pydx5p(1),
STM4477-MONOMER,,,zn2(1),
CPLX1R65-119,,,mg2(1) AND lipoyl(1),
CPLX1R65-141,,,3fe4s(1) AND fad(1) AND 2fe2s(1) AND 4fe4s(1),
CPLX1R65-30,,,ni2(1) AND 4fe4s(1),
CPLX1R65-17,,,bmocogdp(1),
CPLX1R65-153,,,bmocogdp(1) AND pheme(2) AND 4fe4s(3) AND 3fe4s(1),
STM3943-MONOMER,,,fe2(1),
CPLX1R65-2,,,adocbl(1),
CPLX1R65-134,,,fad(1) AND k(2),
CPLX1R65-6,,,pheme(1) AND hemed(1),
CPLX1R65-211,,,pydx5p(1),
CPLX1R65-164,,,mg2(1),
CPLX1R65-180,,,bmocogdp(1),
STM3295-MONOMER,,,mg2(1),
CPLX1R65-227,,,mn2(1),
CPLX1R65-37,,,mg2(1),
CPLX1R65-37,,,mn2(1),
CPLX1R65-37,,,cobalt2(1),
CPLX1R65-37,,,cd2(1),
CPLX1R65-37,,,zn2(1),
CPLX1R65-122,,,fe2(1) AND fad(1),
CPLX1R65-145,,,mg2(1),
CPLX1R65-145,,,cobalt2(1),
CPLX1R65-145,,,fe2(1),
CPLX1R65-34,,,pheme(1) AND 3fe4s(1) AND 4fe4s(1) AND fad(1) AND 2fe2s(1),
CPLX1R65-12,,,mg2(1) AND fe2(1),
STM3905-MONOMER,,,pydx5p(1),
CPLX1R65-31,,,ni2(1) AND fe2(1),
CPLX1R65-154,,,bmocogdp(1) AND 3fe4s(1) AND 4fe4s(1),
CPLX1R65-170,,,mg2(1),
STM0998-MONOMER,,,pydx5p(1),
CPLX1R65-40,,,mg2(1),
CPLX1R65-40,,,mn2(1),
CPLX1R65-40,,,cobalt2(1),
CPLX1R65-40,,,cd2(1),
CPLX1R65-40,,,zn2(1),
CPLX1R65-61,,,fe2(1) AND fad(1),
CPLX1R65-181,,,bmocogdp(1),
STM0181-MONOMER,,,mg2(1) AND k(1),
STM0181-MONOMER,,,mg2(1) AND nh4(1),
STM0181-MONOMER,,,mn2(1) AND k(1),
STM0181-MONOMER,,,mn2(1) AND nh4(1),
CPLX1R65-179,,,bmocogdp(1),
CPLX1R65-146,,,ni2(1),
CPLX1R65-123,,,2fe2s(1) AND fad(1) AND sheme(1),
CPLX1R65-143,,,bmocogdp(1),
STM3241-MONOMER,,,glycyl(1),
CPLX1R65-32,,,pydx5p(1),
STM3481-MONOMER,,,mg2(1),
CPLX1R65-140,,,3fe4s(1) AND fad(1) AND 2fe2s(1) AND 4fe4s(1),
STM1712-MONOMER,,,4fe4s(1),
CPLX1R65-3,,,mg2(1),
CPLX1R65-152,,,2fe2s(1) AND 4fe4s(1) AND fmn(1),
CPLX1R65-109,,,mg2(1) AND fad(1) AND thmpp(1) AND lipoyl(1),
STM2307-MONOMER,,,hco3(1),
STM0784-MONOMER,,,mg2(1),
STM0101-MONOMER,,,zn2(1),
STM3938-MONOMER,,,dpm(1),
STM4326-MONOMER,,,mg2(1),
STM4326-MONOMER,,,mn2(1),
STM4326-MONOMER,,,cobalt2(1),
STM3918-MONOMER,,,mg2(1),
STM0208-MONOMER,,,mg2(1),
STM2984-MONOMER,,,pydx5p(1),
STM0698-MONOMER,,,mg2(1),
STM1208-MONOMER,,,mg2(1),
STM3095-MONOMER,,,mg2(1),
STM0694-MONOMER,,,Oxidized(1),
STM3045-MONOMER,,,Oxidized(1),
STM4249-MONOMER,,,mg2(1),
STM0525-MONOMER,,,mg2(1),
STM0525-MONOMER,,,cobalt2(1),
STM0525-MONOMER,,,mn2(1),
STM0525-MONOMER,,,fe2(1),
STM0525-MONOMER,,,ca2(1),
STM0112-MONOMER,,,mg2(1) AND mn2(1),
STM2522-MONOMER,,,mg2(4),
STM4045-MONOMER,,,k(1) AND zn2(1),
STM1749-MONOMER,,,fe2(1),
STM3013-MONOMER,,,pydx5p(1),
STM0984-MONOMER,,,mg2(1),
STM4414-MONOMER,,,mg2(1),
STM3994-MONOMER,,,mg2(1),
STM3994-MONOMER,,,mn2(1),
STM0537-MONOMER,,,zn2(1),
STM2929-MONOMER,,,mn2(1),
STM1779-MONOMER,,,mg2(1),
STM3920-MONOMER,,,nad(1),
STM2384-MONOMER,,,fmnh2(1),
STM2384-MONOMER,,,fadh2(1),
STM4296-MONOMER,,,pydx5p(1),
STM3494-MONOMER,,,mg2(1),
STM3862-MONOMER,,,mg2(1),
STM2670-MONOMER,,,fe2(2),
STM3734-MONOMER,,,mg2(1),
STM2205-MONOMER,,,mg2(1),
STM4106-MONOMER,,,pheme(1),
STM2568-MONOMER,,,zn2(2),
STM3702-MONOMER,,,Oxidized(1),
STM4090-MONOMER,,,mg2(1),
STM0607-MONOMER,,,Oxidized(1),
STM2109-MONOMER,,,nadp(1),
STM3240-MONOMER,,,4fe4s(1),
STM1711-MONOMER,,,mg2(1),
STM2074-MONOMER,,,mg2(1),
STM2074-MONOMER,,,mn2(1),
STM4360-MONOMER,,,mg2(2),
STM3917-MONOMER,,,mg2(3),
STM1318-MONOMER,,,hemed(6),
STM2072-MONOMER,,,mn2(1),
STM4248-MONOMER,,,pydx5p(1),
STM3078-MONOMER,,,mn2(2),
STM4323-MONOMER,,,Oxidized(1),
STM0221-MONOMER,,,mg2(1),
STM3536-MONOMER,,,mg2(1),
STM3913-MONOMER,,,nh4(1) AND mg2(1),
STM2683-MONOMER,,,mg2(1),
STM2379-MONOMER,,,fad(1),
STM3076-MONOMER,,,thmpp(1) AND mn2(1) AND mg2(1),
STM0793-MONOMER,,,pydx5p(1),
STM0506-MONOMER,,,ca2(1),
STM0776-MONOMER,,,nad(1),
STM4184-MONOMER,,,mg2(1),
STM4184-MONOMER,,,mn2(1),
STM3043-MONOMER,,,Oxidized(1),
STM0457-MONOMER,,,mg2(1),
STM3010-MONOMER,,,mg2(1),
STM2976-MONOMER,,,mn2(1),
STM3731-MONOMER,,,zn2(1),
STM1433-MONOMER,,,Oxidized(1),
STM0013-MONOMER,,,zn2(4),
STM4120-MONOMER,,,zn2(1),
STM1826-MONOMER,,,4fe4s(1),
STM2960-MONOMER,,,mg2(1),
STM2581-MONOMER,,,mg2(2),
STM4085-MONOMER,,,mn2(1),
STM2546-MONOMER,,,mg2(1),
STM1435-MONOMER,,,ni2(1),
STM3665-MONOMER,,,pydx5p(1),
STM2565-MONOMER,,,mg2(1),
STM1347-MONOMER,,,fe3(1),
STM3683-MONOMER,,,pydx5p(1),
STM2155-MONOMER,,,zn2(2),
STM3597-MONOMER,,,fad(1),
STM3290-MONOMER,,,mg2(1),
STM2827-MONOMER,,,zn2(4),
STM4055-MONOMER,,,mn2(1),
STM3965-MONOMER,,,zn2(1),
STM4355-MONOMER,,,adocbl(1),
STM4355-MONOMER,,,4fe4s(2),
STM0234-MONOMER,,,pydx5p(1),
STM2122-MONOMER,,,mg2(1),
STM0202-MONOMER,,,pydx5p(1),
STM3486-MONOMER,,,cobalt2(1) AND nad(1),
STM1185-MONOMER,,,zn2(2),
STM1333-MONOMER,,,zn2(1),
STM4584-MONOMER,,,mg2(1),
STM1900-MONOMER,,,mg2(1),
STM0756-MONOMER,,,4fe4s(1),
STM4175-MONOMER,,,mg2(1),
STM1301-MONOMER,,,mg2(1),
STM1301-MONOMER,,,mn2(1),
STM0719-MONOMER,,,fad(1),
STM3742-MONOMER,,,mn2(1),
STM4137-MONOMER,,,fad(1),
