Modified_enzyme,Core_enzyme,Modifications,Source
USA300HOU_RS09920-MONOMER_mod_adocbl(1),USA300HOU_RS09920-MONOMER,adocbl(1),Homology
USA300HOU_RS09920-MONOMER_mod_4fe4s(2),USA300HOU_RS09920-MONOMER,4fe4s(2),Homology
USA300HOU_RS00735-MONOMER_mod_mn2(1),USA300HOU_RS00735-MONOMER,mn2(1),Homology
USA300HOU_RS04660-MONOMER_mod_2fe2s(1),USA300HOU_RS04660-MONOMER,2fe2s(1),Homology
USA300HOU_RS04660-MONOMER_mod_4fe4s(1),USA300HOU_RS04660-MONOMER,4fe4s(1),Homology
USA300HOU_RS06550-MONOMER_mod_fad(1),USA300HOU_RS06550-MONOMER,fad(1),Homology
USA300HOU_RS05570-MONOMER_mod_mg2(1),USA300HOU_RS05570-MONOMER,mg2(1),Homology
USA300HOU_RS05570-MONOMER_mod_ca2(1),USA300HOU_RS05570-MONOMER,ca2(1),Homology
USA300HOU_RS02890-MONOMER_mod_pydx5p(1),USA300HOU_RS02890-MONOMER,pydx5p(1),Homology
USA300HOU_RS02555-MONOMER_mod_mg2(1),USA300HOU_RS02555-MONOMER,mg2(1),Homology
USA300HOU_RS08580-MONOMER_mod_mg2(1),USA300HOU_RS08580-MONOMER,mg2(1),Homology
USA300HOU_RS04665-MONOMER_mod_mg2(1)_mod_cu(1)_mod_fad(1),USA300HOU_RS04665-MONOMER,mg2(1) AND cu(1) AND fad(1),Homology
USA300HOU_RS00975-MONOMER_mod_pydx5p(1),USA300HOU_RS00975-MONOMER,pydx5p(1),Homology
USA300HOU_RS04095-MONOMER_mod_cobalt2(1),USA300HOU_RS04095-MONOMER,cobalt2(1),Homology
USA300HOU_RS02910-MONOMER_mod_pydx5p(6),USA300HOU_RS02910-MONOMER,pydx5p(6),Homology
USA300HOU_RS02910-MONOMER_mod_pydx5p(1),USA300HOU_RS02910-MONOMER,pydx5p(1),Homology
USA300HOU_RS08290-MONOMER_mod_mn2(1),USA300HOU_RS08290-MONOMER,mn2(1),Homology
USA300HOU_RS06870-MONOMER_mod_4fe4s(1),USA300HOU_RS06870-MONOMER,4fe4s(1),Homology
USA300HOU_RS13125-MONOMER_mod_4fe4s(1)_mod_2fe2s(1),USA300HOU_RS13125-MONOMER,4fe4s(1) AND 2fe2s(1),Homology
USA300HOU_RS06560-MONOMER_mod_mg2(2),USA300HOU_RS06560-MONOMER,mg2(2),Homology
USA300HOU_RS05945-MONOMER_mod_k(1)_mod_mg2(1),USA300HOU_RS05945-MONOMER,k(1) AND mg2(1),Homology
USA300HOU_RS13130-MONOMER_mod_pydx5p(1),USA300HOU_RS13130-MONOMER,pydx5p(1),Homology
USA300HOU_RS11185-MONOMER_mod_mg2(1),USA300HOU_RS11185-MONOMER,mg2(1),Homology
USA300HOU_RS11185-MONOMER_mod_mn2(1),USA300HOU_RS11185-MONOMER,mn2(1),Homology
USA300HOU_RS08615-MONOMER_mod_zn2(4),USA300HOU_RS08615-MONOMER,zn2(4),Homology
USA300HOU_RS13135-MONOMER_mod_mg2(1),USA300HOU_RS13135-MONOMER,mg2(1),Homology
USA300HOU_RS09495-MONOMER_mod_k(4)_mod_mg2(1),USA300HOU_RS09495-MONOMER,k(4) AND mg2(1),Homology
USA300HOU_RS09495-MONOMER_mod_k(4)_mod_mn2(1),USA300HOU_RS09495-MONOMER,k(4) AND mn2(1),Homology
USA300HOU_RS09495-MONOMER_mod_k(4)_mod_cobalt2(1),USA300HOU_RS09495-MONOMER,k(4) AND cobalt2(1),Homology
USA300HOU_RS09495-MONOMER_mod_k(4)_mod_zn2(1),USA300HOU_RS09495-MONOMER,k(4) AND zn2(1),Homology
USA300HOU_RS09495-MONOMER_mod_k(4)_mod_cd2(1),USA300HOU_RS09495-MONOMER,k(4) AND cd2(1),Homology
USA300HOU_RS09495-MONOMER_mod_k(4)_mod_ni2(1),USA300HOU_RS09495-MONOMER,k(4) AND ni2(1),Homology
USA300HOU_RS09495-MONOMER_mod_k(4)_mod_ca2(1),USA300HOU_RS09495-MONOMER,k(4) AND ca2(1),Homology
USA300HOU_RS09495-MONOMER_mod_nh4(4)_mod_mg2(1),USA300HOU_RS09495-MONOMER,nh4(4) AND mg2(1),Homology
USA300HOU_RS09495-MONOMER_mod_nh4(4)_mod_mn2(1),USA300HOU_RS09495-MONOMER,nh4(4) AND mn2(1),Homology
USA300HOU_RS09495-MONOMER_mod_nh4(4)_mod_cobalt2(1),USA300HOU_RS09495-MONOMER,nh4(4) AND cobalt2(1),Homology
USA300HOU_RS09495-MONOMER_mod_nh4(4)_mod_zn2(1),USA300HOU_RS09495-MONOMER,nh4(4) AND zn2(1),Homology
USA300HOU_RS09495-MONOMER_mod_nh4(4)_mod_cd2(1),USA300HOU_RS09495-MONOMER,nh4(4) AND cd2(1),Homology
USA300HOU_RS09495-MONOMER_mod_nh4(4)_mod_ni2(1),USA300HOU_RS09495-MONOMER,nh4(4) AND ni2(1),Homology
USA300HOU_RS09495-MONOMER_mod_nh4(4)_mod_ca2(1),USA300HOU_RS09495-MONOMER,nh4(4) AND ca2(1),Homology
USA300HOU_RS09495-MONOMER_mod_tl(4)_mod_mg2(1),USA300HOU_RS09495-MONOMER,tl(4) AND mg2(1),Homology
USA300HOU_RS09495-MONOMER_mod_tl(4)_mod_mn2(1),USA300HOU_RS09495-MONOMER,tl(4) AND mn2(1),Homology
USA300HOU_RS09495-MONOMER_mod_tl(4)_mod_cobalt2(1),USA300HOU_RS09495-MONOMER,tl(4) AND cobalt2(1),Homology
USA300HOU_RS09495-MONOMER_mod_tl(4)_mod_zn2(1),USA300HOU_RS09495-MONOMER,tl(4) AND zn2(1),Homology
USA300HOU_RS09495-MONOMER_mod_tl(4)_mod_cd2(1),USA300HOU_RS09495-MONOMER,tl(4) AND cd2(1),Homology
USA300HOU_RS09495-MONOMER_mod_tl(4)_mod_ni2(1),USA300HOU_RS09495-MONOMER,tl(4) AND ni2(1),Homology
USA300HOU_RS09495-MONOMER_mod_tl(4)_mod_ca2(1),USA300HOU_RS09495-MONOMER,tl(4) AND ca2(1),Homology
USA300HOU_RS09495-MONOMER_mod_cs(4)_mod_mg2(1),USA300HOU_RS09495-MONOMER,cs(4) AND mg2(1),Homology
USA300HOU_RS09495-MONOMER_mod_cs(4)_mod_mn2(1),USA300HOU_RS09495-MONOMER,cs(4) AND mn2(1),Homology
USA300HOU_RS09495-MONOMER_mod_cs(4)_mod_cobalt2(1),USA300HOU_RS09495-MONOMER,cs(4) AND cobalt2(1),Homology
USA300HOU_RS09495-MONOMER_mod_cs(4)_mod_zn2(1),USA300HOU_RS09495-MONOMER,cs(4) AND zn2(1),Homology
USA300HOU_RS09495-MONOMER_mod_cs(4)_mod_cd2(1),USA300HOU_RS09495-MONOMER,cs(4) AND cd2(1),Homology
USA300HOU_RS09495-MONOMER_mod_cs(4)_mod_ni2(1),USA300HOU_RS09495-MONOMER,cs(4) AND ni2(1),Homology
USA300HOU_RS09495-MONOMER_mod_cs(4)_mod_ca2(1),USA300HOU_RS09495-MONOMER,cs(4) AND ca2(1),Homology
USA300HOU_RS09495-MONOMER_mod_LI(4)_mod_mg2(1),USA300HOU_RS09495-MONOMER,LI(4) AND mg2(1),Homology
USA300HOU_RS09495-MONOMER_mod_LI(4)_mod_mn2(1),USA300HOU_RS09495-MONOMER,LI(4) AND mn2(1),Homology
USA300HOU_RS09495-MONOMER_mod_LI(4)_mod_cobalt2(1),USA300HOU_RS09495-MONOMER,LI(4) AND cobalt2(1),Homology
USA300HOU_RS09495-MONOMER_mod_LI(4)_mod_zn2(1),USA300HOU_RS09495-MONOMER,LI(4) AND zn2(1),Homology
USA300HOU_RS09495-MONOMER_mod_LI(4)_mod_cd2(1),USA300HOU_RS09495-MONOMER,LI(4) AND cd2(1),Homology
USA300HOU_RS09495-MONOMER_mod_LI(4)_mod_ni2(1),USA300HOU_RS09495-MONOMER,LI(4) AND ni2(1),Homology
USA300HOU_RS09495-MONOMER_mod_LI(4)_mod_ca2(1),USA300HOU_RS09495-MONOMER,LI(4) AND ca2(1),Homology
USA300HOU_RS09495-MONOMER_mod_na1(4)_mod_mg2(1),USA300HOU_RS09495-MONOMER,na1(4) AND mg2(1),Homology
USA300HOU_RS09495-MONOMER_mod_na1(4)_mod_mn2(1),USA300HOU_RS09495-MONOMER,na1(4) AND mn2(1),Homology
USA300HOU_RS09495-MONOMER_mod_na1(4)_mod_cobalt2(1),USA300HOU_RS09495-MONOMER,na1(4) AND cobalt2(1),Homology
USA300HOU_RS09495-MONOMER_mod_na1(4)_mod_zn2(1),USA300HOU_RS09495-MONOMER,na1(4) AND zn2(1),Homology
USA300HOU_RS09495-MONOMER_mod_na1(4)_mod_cd2(1),USA300HOU_RS09495-MONOMER,na1(4) AND cd2(1),Homology
USA300HOU_RS09495-MONOMER_mod_na1(4)_mod_ni2(1),USA300HOU_RS09495-MONOMER,na1(4) AND ni2(1),Homology
USA300HOU_RS09495-MONOMER_mod_na1(4)_mod_ca2(1),USA300HOU_RS09495-MONOMER,na1(4) AND ca2(1),Homology
USA300HOU_RS01890-MONOMER_mod_zn2(1),USA300HOU_RS01890-MONOMER,zn2(1),Homology
USA300HOU_RS10880-MONOMER_mod_zn2(1),USA300HOU_RS10880-MONOMER,zn2(1),Homology
USA300HOU_RS00795-MONOMER_mod_fe2(1),USA300HOU_RS00795-MONOMER,fe2(1),Homology
USA300HOU_RS02930-MONOMER_mod_zn2(2),USA300HOU_RS02930-MONOMER,zn2(2),Homology
USA300HOU_RS04200-MONOMER_mod_mn2(1),USA300HOU_RS04200-MONOMER,mn2(1),Homology
USA300HOU_RS04670-MONOMER_mod_zn2(1),USA300HOU_RS04670-MONOMER,zn2(1),Homology
USA300HOU_RS09025-MONOMER_mod_mn2(1),USA300HOU_RS09025-MONOMER,mn2(1),Homology
USA300HOU_RS09025-MONOMER_mod_mg2(1),USA300HOU_RS09025-MONOMER,mg2(1),Homology
USA300HOU_RS09500-MONOMER_mod_mg2(1),USA300HOU_RS09500-MONOMER,mg2(1),Homology
USA300HOU_RS09500-MONOMER_mod_ca2(1),USA300HOU_RS09500-MONOMER,ca2(1),Homology
USA300HOU_RS09500-MONOMER_mod_mn2(1),USA300HOU_RS09500-MONOMER,mn2(1),Homology
USA300HOU_RS03775-MONOMER_mod_mg2(1),USA300HOU_RS03775-MONOMER,mg2(1),Homology
USA300HOU_RS04205-MONOMER_mod_mg2(4),USA300HOU_RS04205-MONOMER,mg2(4),Homology
USA300HOU_RS05615-MONOMER_mod_mg2(1),USA300HOU_RS05615-MONOMER,mg2(1),Homology
USA300HOU_RS14040-MONOMER_mod_fmn(1),USA300HOU_RS14040-MONOMER,fmn(1),Homology
USA300HOU_RS10125-MONOMER_mod_mg2(1),USA300HOU_RS10125-MONOMER,mg2(1),Homology
USA300HOU_RS03910-MONOMER_mod_pydx5p(1),USA300HOU_RS03910-MONOMER,pydx5p(1),Homology
USA300HOU_RS11400-MONOMER_mod_nad(1),USA300HOU_RS11400-MONOMER,nad(1),Homology
USA300HOU_RS03790-MONOMER_mod_zn2(1),USA300HOU_RS03790-MONOMER,zn2(1),Homology
USA300HOU_RS01895-MONOMER_mod_zn2(1)_mod_cbl1(1),USA300HOU_RS01895-MONOMER,zn2(1) AND cbl1(1),Homology
USA300HOU_RS08695-MONOMER_mod_mn2(1),USA300HOU_RS08695-MONOMER,mn2(1),Homology
USA300HOU_RS13495-MONOMER_mod_mg2(1),USA300HOU_RS13495-MONOMER,mg2(1),Homology
USA300HOU_RS13495-MONOMER_mod_mn2(1),USA300HOU_RS13495-MONOMER,mn2(1),Homology
CPLX2KSB-34_mod_mg2(1),CPLX2KSB-34,mg2(1),Homology
USA300HOU_RS08210-MONOMER_mod_mg2(1),USA300HOU_RS08210-MONOMER,mg2(1),Homology
USA300HOU_RS08210-MONOMER_mod_mn2(1),USA300HOU_RS08210-MONOMER,mn2(1),Homology
USA300HOU_RS08210-MONOMER_mod_cobalt2(1),USA300HOU_RS08210-MONOMER,cobalt2(1),Homology
USA300HOU_RS08210-MONOMER_mod_fe2(1),USA300HOU_RS08210-MONOMER,fe2(1),Homology
USA300HOU_RS08210-MONOMER_mod_ca2(1),USA300HOU_RS08210-MONOMER,ca2(1),Homology
USA300HOU_RS08210-MONOMER_mod_k(1),USA300HOU_RS08210-MONOMER,k(1),Homology
USA300HOU_RS14080-MONOMER_mod_mg2(1)_mod_k(1),USA300HOU_RS14080-MONOMER,mg2(1) AND k(1),Homology
USA300HOU_RS14080-MONOMER_mod_mg2(1)_mod_nh4(1),USA300HOU_RS14080-MONOMER,mg2(1) AND nh4(1),Homology
USA300HOU_RS14080-MONOMER_mod_mn2(1)_mod_k(1),USA300HOU_RS14080-MONOMER,mn2(1) AND k(1),Homology
USA300HOU_RS14080-MONOMER_mod_mn2(1)_mod_nh4(1),USA300HOU_RS14080-MONOMER,mn2(1) AND nh4(1),Homology
USA300HOU_RS06590-MONOMER_mod_mn2(1),USA300HOU_RS06590-MONOMER,mn2(1),Homology
USA300HOU_RS14085-MONOMER_mod_mg2(1),USA300HOU_RS14085-MONOMER,mg2(1),Homology
USA300HOU_RS04580-MONOMER_mod_4fe4s(2),USA300HOU_RS04580-MONOMER,4fe4s(2),Homology
USA300HOU_RS08130-MONOMER_mod_mg2(1),USA300HOU_RS08130-MONOMER,mg2(1),Homology
USA300HOU_RS08130-MONOMER_mod_mn2(1),USA300HOU_RS08130-MONOMER,mn2(1),Homology
CPLX2KSB-90_mod_fe2(1)_mod_fad(1),CPLX2KSB-90,fe2(1) AND fad(1),Homology
USA300HOU_RS08915-MONOMER_mod_zn2(1),USA300HOU_RS08915-MONOMER,zn2(1),Homology
CPLX2KSB-25_mod_pydx5p(1),CPLX2KSB-25,pydx5p(1),Homology
USA300HOU_RS14115-MONOMER_mod_pydx5p(1),USA300HOU_RS14115-MONOMER,pydx5p(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1),USA300HOU_RS06195-MONOMER,pan4p(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_ac(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND ac(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_mal(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND mal(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_but2e(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND but2e(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_act(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND act(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_but(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND but(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_3ha(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND 3ha(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_egme(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND egme(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_ogme(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND ogme(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_gme(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND gme(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_hgme(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND hgme(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_thex2e(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND thex2e(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_3ohex(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND 3ohex(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_hex(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND hex(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_3hhex(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND 3hhex(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_pim(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND pim(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_epme(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND epme(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_opme(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND opme(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_pme(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND pme(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_hpme(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND hpme(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_toct2e(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND toct2e(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_3ooct(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND 3ooct(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_oc(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND oc(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_3hoct(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND 3hoct(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_tdec2e(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND tdec2e(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_cdec3e(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND cdec3e(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_3odec(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND 3odec(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_dca(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND dca(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_3hdec(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND 3hdec(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_t3c5ddece(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND t3c5ddece(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_3ocddec5e(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND 3ocddec5e(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_tddec2e(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND tddec2e(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_cddec5e(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND cddec5e(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_3oddec(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND 3oddec(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_3hcddec5e(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND 3hcddec5e(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_ddca(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND ddca(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_3hddec(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND 3hddec(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_t3c7mrse(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND t3c7mrse(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_3ocmrs7e(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND 3ocmrs7e(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_tde(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND tde(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_tmrs2e(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND tmrs2e(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_3omrs(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND 3omrs(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_3hcmrs7e(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND 3hcmrs7e(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_myrs(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND myrs(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_3hmrs(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND 3hmrs(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_t3c9palme(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND t3c9palme(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_3ocpalm9e(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND 3ocpalm9e(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_hde(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND hde(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_tpalm2e(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND tpalm2e(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_3opalm(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND 3opalm(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_3hcpalm9e(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND 3hcpalm9e(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_palm(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND palm(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_3hpalm(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND 3hpalm(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_t3c11vace(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND t3c11vace(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_3ocvac11e(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND 3ocvac11e(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_toctd2e(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND toctd2e(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_octe(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND octe(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_3ooctd(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND 3ooctd(1),Homology
USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_3hcvac11e(1),USA300HOU_RS06195-MONOMER,pan4p(1) AND 3hcvac11e(1),Homology
