Gene Name	Accession-2	Left-End-Position	Right-End-Position	Product	Accession-1
GMET_RS15405	GMET_RS15405	3472706	3473491	GMET_RS15405-MONOMER	Gmet_3074
GMET_RS01140	GMET_RS01140	258617	259876	GMET_RS01140-MONOMER	Gmet_0227
GMET_RS04005	GMET_RS04005	880277	881500	GMET_RS04005-MONOMER	Gmet_0800
GMET_RS02925	GMET_RS02925	651593	652645	GMET_RS02925-MONOMER	Gmet_0586
GMET_RS15410	GMET_RS15410	3473550	3474263	GMET_RS15410-MONOMER	Gmet_3075
GMET_RS09125	GMET_RS09125	2027832	2029202	GMET_RS09125-MONOMER	Gmet_1812
GMET_RS15415	GMET_RS15415	3474292	3474720	GMET_RS15415-MONOMER	Gmet_3076
GMET_RS02250	GMET_RS02250	496574	497416	GMET_RS02250-MONOMER	Gmet_0450
GMET_RS06600	GMET_RS06600	1471390	1471464	GMET_RS06600-tRNA	Gmet_R0018
GMET_RS09130	GMET_RS09130	2029207	2029791	GMET_RS09130-MONOMER	Gmet_1813
GMET_RS06685	GMET_RS06685	1482351	1483619	GMET_RS06685-MONOMER	Gmet_1326
GMET_RS15420	GMET_RS15420	3474717	3474977	GMET_RS15420-MONOMER	Gmet_3077
GMET_RS00710	GMET_RS00710	170135	170854	GMET_RS00710-MONOMER	Gmet_0141
GMET_RS15425	GMET_RS15425	3475062	3476252	GMET_RS15425-MONOMER	Gmet_3078
GMET_RS09135	GMET_RS09135	2029788	2030243	GMET_RS09135-MONOMER	Gmet_1814
GMET_RS06690	GMET_RS06690	1484013	1484876	GMET_RS06690-MONOMER	Gmet_1327
GMET_RS15430	GMET_RS15430	3476377	3476577	GMET_RS15430-MONOMER	Gmet_3079
GMET_RS09140	GMET_RS09140	2030553	2031227	GMET_RS09140-MONOMER	Gmet_1815
GMET_RS18135	GMET_RS18135	1485079	1485963	GMET_RS18135-MONOMER	Gmet_1328
GMET_RS15435	GMET_RS15435	3476630	3476854	GMET_RS15435-MONOMER	Gmet_3080
GMET_RS06825	GMET_RS06825	1518769	1518855	GMET_RS06825-tRNA	Gmet_R0019
GMET_RS03345	GMET_RS03345	730316	732172	GMET_RS03345-MONOMER	Gmet_0666
GMET_RS04010	GMET_RS04010	881801	882142	GMET_RS04010-MONOMER	Gmet_0801
GMET_RS15440	GMET_RS15440	3477079	3478248	GMET_RS15440-MONOMER	Gmet_3081
GMET_RS09145	GMET_RS09145	2031224	2031670	GMET_RS09145-MONOMER	Gmet_1816
GMET_RS06695	GMET_RS06695	1485942	1487294	GMET_RS06695-MONOMER	Gmet_1329
GMET_RS00085	GMET_RS00085	24472	24675	GMET_RS00085-MONOMER	Gmet_0017
GMET_RS17660	GMET_RS17660	3956194	3956847	GMET_RS17660-MONOMER	Gmet_3523
GMET_RS15445	GMET_RS15445	3478370	3479779	GMET_RS15445-MONOMER	Gmet_3082
GMET_RS00260	GMET_RS00260	64386	65684	GMET_RS00260-MONOMER	Gmet_0052
GMET_RS09150	GMET_RS09150	2031694	2031972	GMET_RS09150-MONOMER	Gmet_1817
GMET_RS06700	GMET_RS06700	1487378	1488487	GMET_RS06700-MONOMER	Gmet_1330
GMET_RS15450	GMET_RS15450	3479819	3480910	GMET_RS15450-MONOMER	Gmet_3083
GMET_RS00020	GMET_RS00020	4149	6536	GMET_RS00020-MONOMER	Gmet_0004
GMET_RS01145	GMET_RS01145	259961	260143	GMET_RS01145-MONOMER	Gmet_3647
GMET_RS16865	GMET_RS16865	3781897	3783459	GMET_RS16865-MONOMER	Gmet_3365
GMET_RS15455	GMET_RS15455	3480960	3482117	GMET_RS15455-MONOMER	Gmet_3084
GMET_RS09155	GMET_RS09155	2032014	2033315	GMET_RS09155-MONOMER	Gmet_1818
GMET_RS06705	GMET_RS06705	1488570	1489592	GMET_RS06705-MONOMER	Gmet_1331
GMET_RS15460	GMET_RS15460	3482224	3484941	GMET_RS15460-MONOMER	Gmet_3085
GMET_RS09160	GMET_RS09160	2033329	2034072	GMET_RS09160-MONOMER	Gmet_1819
GMET_RS06710	GMET_RS06710	1489652	1490641	GMET_RS06710-MONOMER	Gmet_1332
GMET_RS18115	GMET_RS18115	24717	26162	GMET_RS18115-MONOMER	Gmet_0018
GMET_RS15465	GMET_RS15465	3485051	3486055	GMET_RS15465-MONOMER	Gmet_3086
GMET_RS00715	GMET_RS00715	171026	172267	GMET_RS00715-MONOMER	Gmet_0142
GMET_RS06830	GMET_RS06830	1518981	1519056	GMET_RS06830-tRNA	Gmet_R0020
GMET_RS04015	GMET_RS04015	882241	882900	GMET_RS04015-MONOMER	Gmet_0802
GMET_RS15470	GMET_RS15470	3486132	3488555	GMET_RS15470-MONOMER	Gmet_3087
GMET_RS09165	GMET_RS09165	2034076	2034828	GMET_RS09165-MONOMER	Gmet_1820
GMET_RS15475	GMET_RS15475	3488747	3490111	GMET_RS15475-MONOMER	Gmet_3088
GMET_RS02260	GMET_RS02260	498874	499803	GMET_RS02260-MONOMER	Gmet_0452
GMET_RS09170	GMET_RS09170	2034821	2035807	GMET_RS09170-MONOMER	Gmet_1821
GMET_RS06715	GMET_RS06715	1490891	1492144	GMET_RS06715-MONOMER	Gmet_1333
GMET_RS00095	GMET_RS00095	26344	27297	GMET_RS00095-MONOMER	Gmet_0019
GMET_RS15480	GMET_RS15480	3490259	3490555	GMET_RS15480-MONOMER	Gmet_3089
GMET_RS15485	GMET_RS15485	3490637	3492253	GMET_RS15485-MONOMER	Gmet_3090
GMET_RS09175	GMET_RS09175	2035826	2036710	GMET_RS09175-MONOMER	Gmet_1822
GMET_RS07105	GMET_RS07105	1579288	1579362	GMET_RS07105-tRNA	Gmet_R0021
GMET_RS15495	GMET_RS15495	3492846	3493886	GMET_RS15495-MONOMER	Gmet_3091
GMET_RS09180	GMET_RS09180	2036801	2037943	GMET_RS09180-MONOMER	Gmet_1823
GMET_RS18280	GMET_RS18280	1492253	1493155	GMET_RS18280-MONOMER	Gmet_1334
GMET_RS15500	GMET_RS15500	3493973	3494308	GMET_RS15500-MONOMER	Gmet_3092
GMET_RS01150	GMET_RS01150	260209	260928	GMET_RS01150-MONOMER	Gmet_0228
GMET_RS03350	GMET_RS03350	732347	732922	GMET_RS03350-MONOMER	Gmet_0667
GMET_RS04020	GMET_RS04020	883023	883613	GMET_RS04020-MONOMER	Gmet_0803
GMET_RS15505	GMET_RS15505	3494305	3494526	GMET_RS15505-MONOMER	Gmet_3093
GMET_RS09185	GMET_RS09185	2038020	2038451	GMET_RS09185-MONOMER	Gmet_1824
GMET_RS06720	GMET_RS06720	1493177	1494193	GMET_RS06720-MONOMER	Gmet_1335
GMET_RS15510	GMET_RS15510	3494880	3495941	GMET_RS15510-MONOMER	Gmet_3094
GMET_RS02265	GMET_RS02265	499769	500686	GMET_RS02265-MONOMER	Gmet_0453
GMET_RS07150	GMET_RS07150	1586938	1587014	GMET_RS07150-tRNA	Gmet_R0022
GMET_RS09190	GMET_RS09190	2038526	2039833	GMET_RS09190-MONOMER	Gmet_1825
GMET_RS06725	GMET_RS06725	1494288	1495472	GMET_RS06725-MONOMER	Gmet_1336
GMET_RS00105	GMET_RS00105	27495	28313	GMET_RS00105-MONOMER	Gmet_0021
GMET_RS15515	GMET_RS15515	3495941	3496735	GMET_RS15515-MONOMER	Gmet_3095
GMET_RS00735	GMET_RS00735	175545	175769	GMET_RS00735-MONOMER	Gmet_0146
GMET_RS15520	GMET_RS15520	3496819	3497088	GMET_RS15520-MONOMER	Gmet_3096
GMET_RS09195	GMET_RS09195	2039852	2040430	GMET_RS09195-MONOMER	Gmet_1826
GMET_RS06730	GMET_RS06730	1495498	1496058	GMET_RS06730-MONOMER	Gmet_1337
GMET_RS15525	GMET_RS15525	3497167	3497919	GMET_RS15525-MONOMER	Gmet_3097
GMET_RS00110	GMET_RS00110	28317	30281	GMET_RS00110-MONOMER	Gmet_0022
GMET_RS09200	GMET_RS09200	2040427	2042184	GMET_RS09200-MONOMER	Gmet_1827
GMET_RS06735	GMET_RS06735	1496100	1498040	GMET_RS06735-MONOMER	Gmet_1338
GMET_RS17665	GMET_RS17665	3957024	3957539	GMET_RS17665-MONOMER	Gmet_3524
GMET_RS15530	GMET_RS15530	3497939	3498430	GMET_RS15530-MONOMER	Gmet_3098
GMET_RS07175	GMET_RS07175	1590261	1590337	GMET_RS07175-tRNA	Gmet_R0023
GMET_RS04025	GMET_RS04025	883667	884671	GMET_RS04025-MONOMER	Gmet_0804
GMET_RS02930	GMET_RS02930	652645	653775	GMET_RS02930-MONOMER	Gmet_0587
GMET_RS15535	GMET_RS15535	3498427	3498732	GMET_RS15535-MONOMER	Gmet_3099
GMET_RS09205	GMET_RS09205	2042314	2043228	GMET_RS09205-MONOMER	Gmet_1828
GMET_RS06740	GMET_RS06740	1498144	1498413	GMET_RS06740-MONOMER	Gmet_1339
GMET_RS16870	GMET_RS16870	3783440	3784651	GMET_RS16870-MONOMER	Gmet_3366
GMET_RS15540	GMET_RS15540	3498729	3499712	GMET_RS15540-MONOMER	Gmet_3100
GMET_RS02270	GMET_RS02270	500679	502460	GMET_RS02270-MONOMER	Gmet_0454
GMET_RS09210	GMET_RS09210	2043228	2044859	GMET_RS09210-MONOMER	Gmet_1829
GMET_RS06745	GMET_RS06745	1498410	1498799	GMET_RS06745-MONOMER	Gmet_1340
GMET_RS15545	GMET_RS15545	3499758	3500282	GMET_RS15545-MONOMER	Gmet_3101
GMET_RS15550	GMET_RS15550	3500752	3501975	GMET_RS15550-MONOMER	Gmet_3102
GMET_RS09215	GMET_RS09215	2044881	2045519	GMET_RS09215-MONOMER	Gmet_1830
GMET_RS00295	GMET_RS00295	73856	74329	GMET_RS00295-MONOMER	Gmet_0059
GMET_RS07235	GMET_RS07235	1605845	1605921	GMET_RS07235-tRNA	Gmet_R0024
GMET_RS01400	GMET_RS01400	310458	311936	GMET_RS01400-MONOMER	Gmet_0279
GMET_RS09225	GMET_RS09225	2046113	2047684	GMET_RS09225-MONOMER	Gmet_1832
GMET_RS03355	GMET_RS03355	732978	733478	GMET_RS03355-MONOMER	Gmet_0668
GMET_RS00120	GMET_RS00120	31850	32884	GMET_RS00120-MONOMER	Gmet_0024
GMET_RS15555	GMET_RS15555	3502023	3503282	GMET_RS15555-MONOMER	Gmet_3103
GMET_RS00725	GMET_RS00725	173599	175206	GMET_RS00725-MONOMER	Gmet_0144
GMET_RS04030	GMET_RS04030	884699	885265	GMET_RS04030-MONOMER	Gmet_0805
GMET_RS09230	GMET_RS09230	2047814	2048095	GMET_RS09230-MONOMER	Gmet_1833
GMET_RS18765	GMET_RS18765	1498883	1499029	GMET_RS18765-MONOMER	
GMET_RS15560	GMET_RS15560	3503441	3503830	GMET_RS15560-MONOMER	Gmet_3104
GMET_RS02275	GMET_RS02275	502453	503313	GMET_RS02275-MONOMER	Gmet_0455
GMET_RS07900	GMET_RS07900	1773332	1773406	GMET_RS07900-tRNA	Gmet_R0025
GMET_RS09235	GMET_RS09235	2048206	2049021	GMET_RS09235-MONOMER	Gmet_1834
GMET_RS15565	GMET_RS15565	3503838	3504494	GMET_RS15565-MONOMER	Gmet_3105
GMET_RS19010	GMET_RS19010	2048998	2049189	GMET_RS19010-MONOMER	
GMET_RS06755	GMET_RS06755	1499055	1500695	GMET_RS06755-MONOMER	Gmet_1341
GMET_RS15570	GMET_RS15570	3504557	3505996	GMET_RS15570-MONOMER	Gmet_3106
GMET_RS09240	GMET_RS09240	2049288	2050610	GMET_RS09240-MONOMER	Gmet_1835
GMET_RS18285	GMET_RS18285	1500837	1501070	GMET_RS18285-MONOMER	
GMET_RS18920	GMET_RS18920	33046	33633	GMET_RS18920-MONOMER	
GMET_RS04035	GMET_RS04035	885298	886488	GMET_RS04035-MONOMER	Gmet_0806
GMET_RS15575	GMET_RS15575	3506211	3506759	GMET_RS15575-MONOMER	Gmet_3107
GMET_RS09245	GMET_RS09245	2050603	2051001	GMET_RS09245-MONOMER	Gmet_1836
GMET_RS06760	GMET_RS06760	1500964	1502382	GMET_RS06760-MONOMER	Gmet_1343
GMET_RS00135	GMET_RS00135	33648	34214	GMET_RS00135-MONOMER	Gmet_0027
GMET_RS15580	GMET_RS15580	3506763	3507209	GMET_RS15580-MONOMER	Gmet_3108
GMET_RS02280	GMET_RS02280	503535	505553	GMET_RS02280-MONOMER	Gmet_0456
GMET_RS09250	GMET_RS09250	2051238	2051456	GMET_RS09250-MONOMER	Gmet_1837
GMET_RS18970	GMET_RS18970	1502588	1503865	GMET_RS18970-MONOMER	Gmet_1344
GMET_RS15585	GMET_RS15585	3507269	3508594	GMET_RS15585-MONOMER	Gmet_3109
GMET_RS00730	GMET_RS00730	175221	175526	GMET_RS00730-MONOMER	Gmet_0145
GMET_RS17670	GMET_RS17670	3957563	3958666	GMET_RS17670-MONOMER	Gmet_3525
GMET_RS03360	GMET_RS03360	733828	736587	GMET_RS03360-MONOMER	Gmet_0669
GMET_RS15590	GMET_RS15590	3508587	3509501	GMET_RS15590-MONOMER	Gmet_3110
GMET_RS09255	GMET_RS09255	2051757	2052320	GMET_RS09255-MONOMER	Gmet_1838
GMET_RS18975	GMET_RS18975	1503856	1505562	GMET_RS18975-MONOMER	Gmet_1345
GMET_RS15595	GMET_RS15595	3509488	3510480	GMET_RS15595-MONOMER	Gmet_3111
GMET_RS00140	GMET_RS00140	34354	34641	GMET_RS00140-MONOMER	Gmet_0028
GMET_RS09260	GMET_RS09260	2052325	2053248	GMET_RS09260-MONOMER	Gmet_1839
GMET_RS06770	GMET_RS06770	1505587	1506780	GMET_RS06770-MONOMER	Gmet_1346
GMET_RS16875	GMET_RS16875	3784674	3785117	GMET_RS16875-MONOMER	Gmet_3367
GMET_RS15600	GMET_RS15600	3510531	3512114	GMET_RS15600-MONOMER	Gmet_3112
GMET_RS04040	GMET_RS04040	886500	887312	GMET_RS04040-MONOMER	Gmet_0807
GMET_RS02935	GMET_RS02935	653772	655613	GMET_RS02935-MONOMER	Gmet_0588
GMET_RS15605	GMET_RS15605	3512284	3512589	GMET_RS15605-MONOMER	Gmet_3113
GMET_RS09265	GMET_RS09265	2053261	2054295	GMET_RS09265-MONOMER	Gmet_1840
GMET_RS18330	GMET_RS18330	1848574	1848929	GMET_RS18330-RNA	Gmet_R0026
GMET_RS00190	GMET_RS00190	47802	49619	GMET_RS00190-MONOMER	Gmet_0038
GMET_RS02400	GMET_RS02400	524986	525336	GMET_RS02400-MONOMER	Gmet_0480
GMET_RS15610	GMET_RS15610	3512694	3513137	GMET_RS15610-MONOMER	Gmet_3114
GMET_RS09270	GMET_RS09270	2054377	2055294	GMET_RS09270-MONOMER	Gmet_1841
GMET_RS06775	GMET_RS06775	1506811	1507989	GMET_RS06775-MONOMER	Gmet_1347
GMET_RS00145	GMET_RS00145	34748	36388	GMET_RS00145-MONOMER	Gmet_0029
GMET_RS01165	GMET_RS01165	263106	264068	GMET_RS01165-MONOMER	Gmet_0231
GMET_RS15615	GMET_RS15615	3513137	3513559	GMET_RS15615-MONOMER	Gmet_3115
GMET_RS09275	GMET_RS09275	2055305	2056120	GMET_RS09275-MONOMER	Gmet_1842
GMET_RS06780	GMET_RS06780	1508061	1508741	GMET_RS06780-MONOMER	Gmet_1348
GMET_RS18680	GMET_RS18680	45337	45489	GMET_RS18680-MONOMER	Gmet_3645
GMET_RS01445	GMET_RS01445	320790	321503	GMET_RS01445-MONOMER	Gmet_0288
GMET_RS09280	GMET_RS09280	2056110	2056592	GMET_RS09280-MONOMER	Gmet_1843
GMET_RS06785	GMET_RS06785	1508874	1511402	GMET_RS06785-MONOMER	Gmet_1349
GMET_RS00160	GMET_RS00160	40193	41821	GMET_RS00160-MONOMER	Gmet_0032
GMET_RS15620	GMET_RS15620	3513711	3515813	GMET_RS15620-MONOMER	Gmet_3116
GMET_RS08280	GMET_RS08280	1850860	1850936	GMET_RS08280-tRNA	Gmet_R0027
GMET_RS04045	GMET_RS04045	887394	887969	GMET_RS04045-MONOMER	Gmet_0808
GMET_RS09285	GMET_RS09285	2056726	2057772	GMET_RS09285-MONOMER	Gmet_1844
GMET_RS06790	GMET_RS06790	1511428	1512150	GMET_RS06790-MONOMER	Gmet_1350
GMET_RS15625	GMET_RS15625	3515997	3517094	GMET_RS15625-MONOMER	Gmet_3117
GMET_RS02290	GMET_RS02290	506787	507815	GMET_RS02290-MONOMER	Gmet_0458
GMET_RS06795	GMET_RS06795	1512484	1512822	GMET_RS06795-MONOMER	Gmet_1351
GMET_RS00155	GMET_RS00155	38840	40108	GMET_RS00155-MONOMER	Gmet_0031
GMET_RS03365	GMET_RS03365	736870	737826	GMET_RS03365-MONOMER	Gmet_0670
GMET_RS15630	GMET_RS15630	3517119	3517625	GMET_RS15630-MONOMER	Gmet_3118
GMET_RS09290	GMET_RS09290	2057786	2058406	GMET_RS09290-MONOMER	Gmet_1845
GMET_RS06800	GMET_RS06800	1512872	1514284	GMET_RS06800-MONOMER	Gmet_1352
GMET_RS09295	GMET_RS09295	2058491	2058763	GMET_RS09295-MONOMER	Gmet_1846
GMET_RS06805	GMET_RS06805	1514414	1515481	GMET_RS06805-MONOMER	Gmet_1353
GMET_RS15635	GMET_RS15635	3517622	3517984	GMET_RS15635-MONOMER	Gmet_3119
GMET_RS08975	GMET_RS08975	1999409	1999483	GMET_RS08975-tRNA	Gmet_R0028
GMET_RS04050	GMET_RS04050	888081	889211	GMET_RS04050-MONOMER	Gmet_0809
GMET_RS02940	GMET_RS02940	655692	656372	GMET_RS02940-MONOMER	Gmet_0589
GMET_RS17680	GMET_RS17680	3958925	3959416	GMET_RS17680-MONOMER	Gmet_3526
GMET_RS09300	GMET_RS09300	2058844	2059161	GMET_RS09300-MONOMER	Gmet_1847
GMET_RS06810	GMET_RS06810	1515493	1517205	GMET_RS06810-MONOMER	Gmet_1354
GMET_RS16880	GMET_RS16880	3785086	3785622	GMET_RS16880-MONOMER	Gmet_3368
GMET_RS15640	GMET_RS15640	3518063	3518332	GMET_RS15640-MONOMER	Gmet_3120
GMET_RS02295	GMET_RS02295	508186	508965	GMET_RS02295-MONOMER	Gmet_0459
GMET_RS09305	GMET_RS09305	2059258	2060619	GMET_RS09305-MONOMER	Gmet_1848
GMET_RS06815	GMET_RS06815	1517233	1517952	GMET_RS06815-MONOMER	Gmet_1355
GMET_RS15645	GMET_RS15645	3518392	3518799	GMET_RS15645-MONOMER	Gmet_3121
GMET_RS09310	GMET_RS09310	2060715	2062124	GMET_RS09310-MONOMER	Gmet_1849
GMET_RS06820	GMET_RS06820	1517972	1518724	GMET_RS06820-MONOMER	Gmet_1356
GMET_RS00185	GMET_RS00185	47308	47718	GMET_RS00185-MONOMER	Gmet_0037
GMET_RS04055	GMET_RS04055	889352	892513	GMET_RS04055-MONOMER	Gmet_0810
GMET_RS09315	GMET_RS09315	2062135	2063097	GMET_RS09315-MONOMER	Gmet_1850
GMET_RS06835	GMET_RS06835	1519234	1521018	GMET_RS06835-MONOMER	Gmet_1357
GMET_RS00170	GMET_RS00170	44149	45276	GMET_RS00170-MONOMER	Gmet_0034
GMET_RS15650	GMET_RS15650	3518914	3519297	GMET_RS15650-MONOMER	Gmet_3122
GMET_RS09320	GMET_RS09320	2063213	2064898	GMET_RS09320-MONOMER	Gmet_1851
GMET_RS00440	GMET_RS00440	110601	112076	GMET_RS00440-MONOMER	Gmet_0088
GMET_RS03370	GMET_RS03370	737877	738260	GMET_RS03370-MONOMER	Gmet_0671
GMET_RS06840	GMET_RS06840	1521033	1521725	GMET_RS06840-MONOMER	Gmet_1358
GMET_RS00215	GMET_RS00215	55674	57416	GMET_RS00215-MONOMER	Gmet_0043
GMET_RS15655	GMET_RS15655	3519319	3520149	GMET_RS15655-MONOMER	Gmet_3123
GMET_RS02300	GMET_RS02300	509050	509853	GMET_RS02300-MONOMER	Gmet_0460
GMET_RS09325	GMET_RS09325	2065231	2065869	GMET_RS09325-MONOMER	Gmet_1852
GMET_RS06845	GMET_RS06845	1521978	1524200	GMET_RS06845-MONOMER	Gmet_1359
GMET_RS01175	GMET_RS01175	265343	265723	GMET_RS01175-MONOMER	Gmet_0233
GMET_RS15660	GMET_RS15660	3520146	3520358	GMET_RS15660-MONOMER	Gmet_3124
GMET_RS09330	GMET_RS09330	2066018	2067349	GMET_RS09330-MONOMER	Gmet_1853
GMET_RS06850	GMET_RS06850	1524251	1525204	GMET_RS06850-MONOMER	Gmet_1360
GMET_RS02945	GMET_RS02945	656434	657216	GMET_RS02945-MONOMER	Gmet_0590
GMET_RS04060	GMET_RS04060	892677	894068	GMET_RS04060-MONOMER	Gmet_0811
GMET_RS00175	GMET_RS00175	45698	46594	GMET_RS00175-MONOMER	Gmet_0035
GMET_RS06855	GMET_RS06855	1525401	1525595	GMET_RS06855-MONOMER	Gmet_1361
GMET_RS15665	GMET_RS15665	3520380	3520778	GMET_RS15665-MONOMER	Gmet_3125
GMET_RS09425	GMET_RS09425	2084150	2084225	GMET_RS09425-tRNA	Gmet_R0030
GMET_RS03375	GMET_RS03375	738346	738609	GMET_RS03375-MONOMER	Gmet_0672
GMET_RS15670	GMET_RS15670	3520827	3521255	GMET_RS15670-MONOMER	Gmet_3126
GMET_RS09335	GMET_RS09335	2067377	2068561	GMET_RS09335-MONOMER	Gmet_1854
GMET_RS06860	GMET_RS06860	1525620	1526753	GMET_RS06860-MONOMER	Gmet_1362
GMET_RS02305	GMET_RS02305	509860	510624	GMET_RS02305-MONOMER	Gmet_0461
GMET_RS09340	GMET_RS09340	2068558	2069508	GMET_RS09340-MONOMER	Gmet_1855
GMET_RS06865	GMET_RS06865	1526756	1527574	GMET_RS06865-MONOMER	Gmet_1363
GMET_RS00180	GMET_RS00180	46634	47242	GMET_RS00180-MONOMER	Gmet_0036
GMET_RS15675	GMET_RS15675	3521317	3524532	GMET_RS15675-MONOMER	Gmet_3127
GMET_RS17695	GMET_RS17695	3959762	3960985	GMET_RS17695-MONOMER	Gmet_3527
GMET_RS18870	GMET_RS18870	3524543	3524680	GMET_RS18870-MONOMER	
GMET_RS06870	GMET_RS06870	1527605	1528153	GMET_RS06870-MONOMER	Gmet_1364
GMET_RS15680	GMET_RS15680	3524715	3525827	GMET_RS15680-MONOMER	Gmet_3128
GMET_RS04065	GMET_RS04065	894240	895601	GMET_RS04065-MONOMER	Gmet_0812
GMET_RS02310	GMET_RS02310	510676	510939	GMET_RS02310-MONOMER	Gmet_0462
GMET_RS09345	GMET_RS09345	2069495	2070166	GMET_RS09345-MONOMER	Gmet_1856
GMET_RS16885	GMET_RS16885	3785622	3785993	GMET_RS16885-MONOMER	Gmet_3369
GMET_RS03380	GMET_RS03380	738630	738959	GMET_RS03380-MONOMER	Gmet_0673
