Reaction	Complexes
AOR_CL	CLJU_RS09915-MONOMER OR CLJU_RS09865-MONOMER
APRAUR	CLJU_RS10840-MONOMER
ARABR	CLJU_RS08755-MONOMER
ARAI	CLJU_RS00585-MONOMER_mod_mn2(1)
ARBabc	CLJU_RS00965-MONOMER
ARBt2r	CLJU_RS00610-MONOMER
ARGD	CLJU_RS04570-MONOMER
ARGDC	CLJU_RS00675-MONOMER OR CLJU_RS16870-MONOMER_mod_pydx5p(1)
ARGN	CLJU_RS10765-MONOMER_mod_mn2(2)
ARGSL	CLJU_RS03300-MONOMER
ARGSS	CLJU_RS03295-MONOMER_mod_mg2(1)
ARGt2r	CPLX_ARGt2r-0 OR CLJU_RS10530-MONOMER OR CLJU_RS13850-MONOMER
ASAD	CLJU_RS17045-MONOMER
ASNS1	CLJU_RS08700-MONOMER_mod_mg2(1) OR CLJU_RS13170-MONOMER
ASP4DC	CLJU_RS16400-MONOMER
ASPCT	CPLX_ASPCT-0_mod_zn2(1)
ASPK	CLJU_RS16210-MONOMER OR CLJU_RS18875-MONOMER
ASPO2	CLJU_RS12015-MONOMER_mod_fad(1)
ASPO2y	CLJU_RS12015-MONOMER_mod_fad(1)
ASPR	CLJU_RS14520-MONOMER
ASPT	CLJU_RS02035-MONOMER_mod_mg2(1) OR CLJU_RS02035-MONOMER_mod_mn2(1) OR CLJU_RS02035-MONOMER_mod_cobalt2(1) OR CLJU_RS20875-MONOMER
ASPTA	CLJU_RS10450-MONOMER OR CLJU_RS06550-MONOMER OR CLJU_RS14495-MONOMER
ATPPRT	CLJU_RS05725-MONOMER
ATPS4r	CPLX_ATPS4r-0
BACCL	CLJU_RS13140-MONOMER
BTCOARx	CLJU_RS08100-MONOMER OR CLJU_RS08095-MONOMER_mod_fe2(1)
BTNt2i	CLJU_RS12040-MONOMER
CBIAT	CLJU_RS15680-MONOMER
CBLAT	CLJU_RS15680-MONOMER
CBMKr	CLJU_RS13830-MONOMER OR CLJU_RS20965-MONOMER OR CLJU_RS04585-MONOMER OR CLJU_RS07500-MONOMER OR CLJU_RS11590-MONOMER OR CLJU_RS11705-MONOMER
CBPS	CPLX271D-4 OR CPLX271D-3_mod_mg2(1) OR CPLX271D-3_mod_mn2(1) OR CPLX271D-3_mod_cobalt2(1) OR CPLX271D-3_mod_cd2(1) OR CPLX271D-3_mod_zn2(1)
CDPMEK	CLJU_RS01030-MONOMER_mod_mg2(1)
CHORM	CLJU_RS14395-MONOMER OR CLJU_RS14370-MONOMER
CHORS	CLJU_RS14375-MONOMER_mod_fmnh2(1) OR CLJU_RS14375-MONOMER_mod_fadh2(1)
CITL	CPLX_CITL-0 OR CPLX_CITL-1 OR CPLX_CITL-2 OR CPLX_CITL-3 OR CPLX_CITL-4 OR CPLX_CITL-5 OR CPLX_CITL-6 OR CPLX_CITL-7 OR CPLX_CITL-8 OR CPLX_CITL-9 OR CPLX_CITL-10 OR CPLX_CITL-11 OR CPLX_CITL-12 OR CPLX_CITL-13 OR CPLX_CITL-14 OR CPLX_CITL-15 OR CPLX_CITL-16 OR CPLX_CITL-17 OR CPLX_CITL-18 OR CPLX_CITL-19 OR CPLX_CITL-20 OR CPLX_CITL-21 OR CPLX_CITL-22 OR CPLX_CITL-23 OR CPLX_CITL-24 OR CPLX_CITL-25 OR CPLX_CITL-26
CLPNS120	CLJU_RS14325-MONOMER OR CLJU_RS04385-MONOMER
CLPNS140	CLJU_RS14325-MONOMER OR CLJU_RS04385-MONOMER
CLPNS160	CLJU_RS14325-MONOMER OR CLJU_RS04385-MONOMER
CLPNS161	CLJU_RS14325-MONOMER OR CLJU_RS04385-MONOMER
CLPNS180	CLJU_RS14325-MONOMER OR CLJU_RS04385-MONOMER
CLPNS181	CLJU_RS04385-MONOMER OR CLJU_RS14325-MONOMER
CODH4	CPLX_CODH4-0
CODH_ACS	CPLX_CODH_ACS-0
CPC2MT	CLJU_RS15715-MONOMER
CPC3MT	CLJU_RS15700-MONOMER
CPC4MT	CLJU_RS15710-MONOMER
CPC5MT	CPLX_CPC5MT-0
CPC6MT	CPLX271D-19
CPC6R	CLJU_RS15690-MONOMER
CPC8MM	CLJU_RS15735-MONOMER
CPPPGOAN2	CLJU_RS03910-MONOMER
CS	CLJU_RS03250-MONOMER
CSND	CLJU_RS09420-MONOMER_mod_fe2(1)_mod_zn2(1) OR CLJU_RS09420-MONOMER_mod_mn2(1)_mod_zn2(1) OR CLJU_RS09420-MONOMER_mod_cobalt2(1)_mod_zn2(1)
CSNt2	CLJU_RS13800-MONOMER OR CLJU_RS09415-MONOMER
CTPS1	CLJU_RS01075-MONOMER_mod_mg2(1)
CTPS2	CLJU_RS01075-MONOMER_mod_mg2(1)
CYRDAAT	CLJU_RS15680-MONOMER
CYRDAS	CLJU_RS15745-MONOMER
CYSDS	CLJU_RS11995-MONOMER_mod_pydx5p(1)
CYSS	CLJU_RS11990-MONOMER OR CLJU_RS19355-MONOMER_mod_pydx5p(2)
CYSSADS	CLJU_RS16400-MONOMER
CYSTGL	CLJU_RS11995-MONOMER_mod_pydx5p(1)
CYSTL	CLJU_RS13635-MONOMER
CYSTS	CLJU_RS11990-MONOMER
CYTD	CLJU_RS08905-MONOMER_mod_zn2(1)
CYTDK2	CLJU_RS01390-MONOMER_mod_mg2(1)
CYTK1	CLJU_RS10470-MONOMER_mod_mg2(1)
CYTK2	CLJU_RS10470-MONOMER_mod_mg2(1)
DADA	CLJU_RS13960-MONOMER
DADK	CLJU_RS20110-MONOMER_mod_mg2(1)
DAGK120	CLJU_RS03985-MONOMER
DAGK140	CLJU_RS03985-MONOMER
DAGK160	CLJU_RS03985-MONOMER
DAGK161	CLJU_RS03985-MONOMER
DAGK180	CLJU_RS03985-MONOMER
DAGK181	CLJU_RS03985-MONOMER
DALAt2	CLJU_RS04100-MONOMER OR CLJU_RS08795-MONOMER
DAPDC	CLJU_RS18870-MONOMER_mod_pydx5p(1)
DAPE	CLJU_RS05285-MONOMER
DAPNH4T	CLJU_RS07005-MONOMER
DASYN120	CLJU_RS06465-MONOMER
DASYN140	CLJU_RS06465-MONOMER
DASYN160	CLJU_RS06465-MONOMER
DASYN161	CLJU_RS06465-MONOMER
DASYN180	CLJU_RS06465-MONOMER
DASYN181	CLJU_RS06465-MONOMER
DB4PS	CLJU_RS10830-MONOMER_mod_mg2(1)
DCMPDAi	CLJU_RS01140-MONOMER
DCYTD	CLJU_RS08905-MONOMER_mod_zn2(1)
DDPA	CLJU_RS07240-MONOMER_mod_fe2(1) OR CLJU_RS14395-MONOMER
DDPGA	CLJU_RS05705-MONOMER OR CLJU_RS06680-MONOMER
DGK1	CLJU_RS06145-MONOMER_mod_mg2(1)
DHAD1	CLJU_RS10015-MONOMER_mod_4fe4s(1)
DHAD2	CLJU_RS10015-MONOMER_mod_4fe4s(1)
DHAK	CLJU_RS11915-MONOMER
DHDPRy	CLJU_RS08870-MONOMER OR CLJU_RS17035-MONOMER
DHDPS	CLJU_RS17040-MONOMER OR CLJU_RS02100-MONOMER
DHFR	CLJU_RS12050-MONOMER
DHFS	CLJU_RS17100-MONOMER
DHNAOT4	CLJU_RS19835-MONOMER_mod_mg2(1)
DHNPA3	CLJU_RS03130-MONOMER_mod_mg2(1)
DHORD5	CPLX_DHORD5-0
DHORTS	CLJU_RS18360-MONOMER
DHPPDA	CLJU_RS10840-MONOMER
DHPS	CLJU_RS03115-MONOMER_mod_mg2(1)
DHPS2	CLJU_RS03115-MONOMER_mod_mg2(1)
DHQD	CLJU_RS14190-MONOMER
DHQS	CLJU_RS14385-MONOMER_mod_cobalt2(1)_mod_nad(1)
DMATT	CLJU_RS05465-MONOMER_mod_mg2(1) OR CLJU_RS05465-MONOMER_mod_mn2(1)
DMPPS	CLJU_RS10465-MONOMER
DPCOAK	CLJU_RS16560-MONOMER
DPR	CLJU_RS08690-MONOMER
DRPA	CLJU_RS08910-MONOMER
DSERt2	CLJU_RS04100-MONOMER OR CLJU_RS08795-MONOMER
DTMPK	CLJU_RS00680-MONOMER
DURAD	CLJU_RS17650-MONOMER
DURIPP	CLJU_RS10190-MONOMER
DUTPDP	CLJU_RS04975-MONOMER_mod_zn2(1)
DXPRIi	CLJU_RS06420-MONOMER_mod_mn2(1) OR CLJU_RS06420-MONOMER_mod_cobalt2(1) OR CLJU_RS06420-MONOMER_mod_mg2(1)
DXPS	CLJU_RS05470-MONOMER_mod_thmpp(1)
D__LACt2	CLJU_RS10610-MONOMER
EAR100x	CLJU_RS20775-MONOMER
EAR120x	CLJU_RS20775-MONOMER
EAR121x	CLJU_RS20775-MONOMER
EAR140x	CLJU_RS20775-MONOMER
EAR141x	CLJU_RS20775-MONOMER
EAR160x	CLJU_RS20775-MONOMER
EAR161x	CLJU_RS20775-MONOMER
EAR180x	CLJU_RS20775-MONOMER
EAR181x	CLJU_RS20775-MONOMER
EAR40x	CLJU_RS20775-MONOMER
EAR60x	CLJU_RS20775-MONOMER
EAR80x	CLJU_RS20775-MONOMER
EDA	CLJU_RS05705-MONOMER OR CLJU_RS06680-MONOMER
ENO	CLJU_RS19255-MONOMER_mod_mg2(4)
FACOAL140	CLJU_RS19395-MONOMER
FACOAL160	CLJU_RS19395-MONOMER
FACOAL180	CLJU_RS19395-MONOMER
FBA	CLJU_RS01375-MONOMER
FBA3	CLJU_RS00320-MONOMER
FBP	CLJU_RS14330-MONOMER
FDH7	CLJU_RS09825-MONOMER OR CLJU_RS03440-MONOMER OR CLJU_RS04405-MONOMER
FE2abc	CPLX_FE2abc-0 OR CPLX_FE2abc-1
FGLU	CLJU_RS10515-MONOMER
FMNAT	CLJU_RS06475-MONOMER
FOLR2	CLJU_RS12050-MONOMER
FORt2	CLJU_RS18460-MONOMER
FRD2	CPLX_FRD2-0
FRNDPR2r	CLJU_RS18335-MONOMER
FRTT	CLJU_RS05465-MONOMER_mod_mg2(1) OR CLJU_RS05465-MONOMER_mod_mn2(1)
FRUK	CLJU_RS10115-MONOMER_mod_mg2(1)
FRUpts	CLJU_RS10110-MONOMER OR CPLX_FRUpts-0
FTHFLi	CLJU_RS18540-MONOMER
FUM	CPLX_FUM-0
G1PACT	CLJU_RS20585-MONOMER_mod_mg2(1)
G1PTT	CLJU_RS02620-MONOMER_mod_mg2(1) OR CLJU_RS02735-MONOMER
G1SAT	CLJU_RS02195-MONOMER_mod_pydx5p(1)
G3PAT120	CLJU_RS06280-MONOMER
G3PAT140	CLJU_RS06280-MONOMER
G3PAT160	CLJU_RS06280-MONOMER
G3PAT161	CLJU_RS06280-MONOMER
G3PAT180	CLJU_RS06280-MONOMER
G3PAT181	CLJU_RS06280-MONOMER
G3PD2	CLJU_RS06125-MONOMER
G5SD	CLJU_RS02950-MONOMER
GALCTD	CLJU_RS13880-MONOMER_mod_fe2(1)
GALCTNt2r	CLJU_RS06685-MONOMER
GALU	CLJU_RS16855-MONOMER OR CLJU_RS02205-MONOMER
GALURt2r	CLJU_RS01890-MONOMER
GALabc	CLJU_RS04410-MONOMER
GAPD	CLJU_RS19275-MONOMER OR CLJU_RS06580-MONOMER
GARFT	CLJU_RS04225-MONOMER
GCCa	CPLX_GCCa-0 OR CPLX_GCCa-1
GCCb	CLJU_RS11895-MONOMER
GCCc	CPLX_GCCa-0 OR CPLX_GCCa-1
GF6PTA	CLJU_RS19905-MONOMER
GHMT2r	CLJU_RS05640-MONOMER
GK1	CLJU_RS06145-MONOMER_mod_mg2(1)
GK2	CLJU_RS06145-MONOMER_mod_mg2(1)
GLCNt2r	CLJU_RS05690-MONOMER OR CLJU_RS13905-MONOMER OR CLJU_RS00300-MONOMER
GLCRD	CLJU_RS13910-MONOMER OR CLJU_RS13895-MONOMER_mod_mg2(1)
GLCURt2r	CLJU_RS01890-MONOMER
GLNS	CLJU_RS20670-MONOMER_mod_mn2(1)
GLU5K	CLJU_RS02945-MONOMER_mod_mg2(1)
GLUDy	CLJU_RS01300-MONOMER
GLUPRT	CLJU_RS04215-MONOMER_mod_mg2(1)
GLUR	CLJU_RS20665-MONOMER
GLUSy	CPLX_GLUSy-0_mod_fe2(1)_mod_fad(1)
GLUTRR	CLJU_RS02190-MONOMER
GLUTRS	CLJU_RS06575-MONOMER_mod_mg2(1)_mod_zn2(1)
GLUt2	CLJU_RS10210-MONOMER
GLUt4	CLJU_RS10210-MONOMER
GLYBt2r	CLJU_RS13485-MONOMER OR CLJU_RS13740-MONOMER
GLYCDx	CLJU_RS13095-MONOMER
GLYCK	CLJU_RS13885-MONOMER OR CLJU_RS18905-MONOMER
GLYCL	CPLX_GLYCL-0 OR CPLX_GLYCL-1
GLYCt	CLJU_RS07630-MONOMER OR CLJU_RS05835-MONOMER
GLYt2	CLJU_RS04100-MONOMER OR CLJU_RS08795-MONOMER
GMPS2	CLJU_RS18300-MONOMER_mod_mg2(1)
GND	CLJU_RS05685-MONOMER
GNK	CLJU_RS05695-MONOMER
GPDDA1	CLJU_RS10700-MONOMER_mod_mg2(1)
GPDDA2	CLJU_RS10700-MONOMER_mod_mg2(1)
GPDDA4	CLJU_RS10700-MONOMER_mod_mg2(1)
GRTT	CLJU_RS05465-MONOMER_mod_mg2(1) OR CLJU_RS05465-MONOMER_mod_mn2(1)
GTPCI	CLJU_RS03120-MONOMER_mod_zn2(1)
GTPCII	CLJU_RS10830-MONOMER_mod_mg2(1)
GTPDPK	CLJU_RS16615-MONOMER_mod_mn2(1)
GUAD	CLJU_RS11785-MONOMER_mod_zn2(1)
GUAPRT	CLJU_RS20465-MONOMER OR CLJU_RS16720-MONOMER
HAMR	CLJU_RS13445-MONOMER OR CLJU_RS03805-MONOMER
HCITS	CLJU_RS02440-MONOMER
HETZK	CLJU_RS17275-MONOMER OR CLJU_RS16290-MONOMER
HEX1	CLJU_RS10220-MONOMER
HISD	CLJU_RS10535-MONOMER OR CLJU_RS16185-MONOMER
HISTD	CLJU_RS05730-MONOMER_mod_mn2(1)
HISTP	CLJU_RS05795-MONOMER
HMBS	CLJU_RS15760-MONOMER_mod_dpm(1)
HMPK1	CLJU_RS16285-MONOMER
HPPK	CLJU_RS03130-MONOMER_mod_mg2(1)
HSDy	CLJU_RS04950-MONOMER OR CLJU_RS03520-MONOMER
HSERTA	CLJU_RS03265-MONOMER
HSK	CLJU_RS03525-MONOMER_mod_k(1)_mod_mg2(1)
HSST	CLJU_RS11970-MONOMER
HSTPT	CLJU_RS05750-MONOMER_mod_pydx5p(1)
HXAND	CPLX_HXAND-0 OR CPLX_HXAND-1 OR CPLX_HXAND-2
HXPRT	CLJU_RS16720-MONOMER OR CLJU_RS20465-MONOMER
HYD2	CPLX_HYD2-0
HYDFDN2r	CPLX_HYDFDN2r-0 OR CPLX_HYDFDN2r-1
HYDFDNr	CPLX_HYDFDN2r-1 OR CPLX_HYDFDN2r-0
HYDFDi	CLJU_RS18325-MONOMER OR CPLX_HYDFDi-0 OR CLJU_RS09955-MONOMER
ICDHx	CLJU_RS03260-MONOMER_mod_mn2(1) OR CLJU_RS03260-MONOMER_mod_mg2(1)
IG3PS	CPLX271D-5
IGPDH	CLJU_RS05735-MONOMER_mod_mg2(1) OR CLJU_RS05735-MONOMER_mod_mn2(1)
IGPS	CLJU_RS07890-MONOMER
ILETA	CLJU_RS04310-MONOMER_mod_pydx5p(6) OR CLJU_RS04310-MONOMER_mod_pydx5p(1) OR CLJU_RS04620-MONOMER
ILETRS	CLJU_RS00920-MONOMER_mod_zn2(2)
ILEt2r	CLJU_RS08715-MONOMER
IMPC	CLJU_RS04230-MONOMER OR CLJU_RS10900-MONOMER
IMPD	CLJU_RS18305-MONOMER
IPDPS	CLJU_RS10465-MONOMER
IPMD	CLJU_RS19450-MONOMER OR CLJU_RS04475-MONOMER_mod_mg2(1)_mod_mn2(1)
IPPMIa	CPLX271D-20
IPPMIb	CPLX271D-20
IPPS	CLJU_RS04460-MONOMER
IZPN	CLJU_RS10540-MONOMER
KARA1	CLJU_RS10010-MONOMER_mod_mg2(1) OR CLJU_RS10005-MONOMER OR CLJU_RS07505-MONOMER
KARA2	CLJU_RS10010-MONOMER_mod_mg2(1) OR CLJU_RS10005-MONOMER OR CLJU_RS07505-MONOMER
KAS14	CLJU_RS20760-MONOMER
KAS15	CLJU_RS20780-MONOMER
Kabc	CPLX_Kabc-0
LCARS	CLJU_RS17680-MONOMER_mod_fe2(1)
LDH_D	CLJU_RS15865-MONOMER
LEUTA	CLJU_RS04310-MONOMER_mod_pydx5p(6) OR CLJU_RS04310-MONOMER_mod_pydx5p(1) OR CLJU_RS04620-MONOMER
LEUTRS	CLJU_RS01345-MONOMER
LEUt2r	CLJU_RS08715-MONOMER
LYSDC	CLJU_RS16870-MONOMER_mod_pydx5p(1) OR CLJU_RS00675-MONOMER
LYSt2r	CLJU_RS10705-MONOMER OR CLJU_RS11985-MONOMER
MALTHXabc	CLJU_RS08285-MONOMER
MALTTRabc	CLJU_RS08285-MONOMER
MALTabc	CLJU_RS08285-MONOMER
MAN1PT2	CLJU_RS02725-MONOMER OR CLJU_RS02610-MONOMER OR CLJU_RS00940-MONOMER
MAN6PI	CLJU_RS19425-MONOMER
MANpts	CLJU_RS01445-MONOMER
MCOATA	CPLX_MCOATA-0
MCTP1Aex	CLJU_RS03570-MONOMER OR CLJU_RS16730-MONOMER
MCTP1Bex	CLJU_RS16730-MONOMER
MCTP2Aex	CLJU_RS03570-MONOMER OR CLJU_RS16730-MONOMER
MDDCP1ex	CLJU_RS05525-MONOMER OR CLJU_RS07045-MONOMER
MDDCP2ex	CLJU_RS05525-MONOMER OR CLJU_RS07045-MONOMER
MDDCP3ex	CLJU_RS05525-MONOMER OR CLJU_RS07045-MONOMER
MDDCP4ex	CLJU_RS05525-MONOMER OR CLJU_RS07045-MONOMER
MDDCP5ex	CLJU_RS05525-MONOMER OR CLJU_RS07045-MONOMER
MDH	CLJU_RS02910-MONOMER
ME1	CLJU_RS15045-MONOMER OR CLJU_RS12495-MONOMER
ME2	CLJU_RS02030-MONOMER OR CLJU_RS18940-MONOMER_mod_mn2(1) OR CLJU_RS18940-MONOMER_mod_mg2(1)
MECDPDH2	CLJU_RS06430-MONOMER_mod_mn2(1)
MECDPS	CLJU_RS00770-MONOMER_mod_mn2(1)
MEPCT	CLJU_RS20335-MONOMER_mod_mg2(1) OR CLJU_RS20335-MONOMER_mod_mn2(1) OR CLJU_RS20335-MONOMER_mod_cobalt2(1)
METAT	CLJU_RS11580-MONOMER OR CLJU_RS01260-MONOMER_mod_k(4)_mod_mg2(1) OR CLJU_RS01260-MONOMER_mod_k(4)_mod_mn2(1) OR CLJU_RS01260-MONOMER_mod_k(4)_mod_cobalt2(1) OR CLJU_RS01260-MONOMER_mod_k(4)_mod_zn2(1) OR CLJU_RS01260-MONOMER_mod_k(4)_mod_cd2(1) OR CLJU_RS01260-MONOMER_mod_k(4)_mod_ni2(1) OR CLJU_RS01260-MONOMER_mod_k(4)_mod_ca2(1) OR CLJU_RS01260-MONOMER_mod_nh4(4)_mod_mg2(1) OR CLJU_RS01260-MONOMER_mod_nh4(4)_mod_mn2(1) OR CLJU_RS01260-MONOMER_mod_nh4(4)_mod_cobalt2(1) OR CLJU_RS01260-MONOMER_mod_nh4(4)_mod_zn2(1) OR CLJU_RS01260-MONOMER_mod_nh4(4)_mod_cd2(1) OR CLJU_RS01260-MONOMER_mod_nh4(4)_mod_ni2(1) OR CLJU_RS01260-MONOMER_mod_nh4(4)_mod_ca2(1) OR CLJU_RS01260-MONOMER_mod_tl(4)_mod_mg2(1) OR CLJU_RS01260-MONOMER_mod_tl(4)_mod_mn2(1) OR CLJU_RS01260-MONOMER_mod_tl(4)_mod_cobalt2(1) OR CLJU_RS01260-MONOMER_mod_tl(4)_mod_zn2(1) OR CLJU_RS01260-MONOMER_mod_tl(4)_mod_cd2(1) OR CLJU_RS01260-MONOMER_mod_tl(4)_mod_ni2(1) OR CLJU_RS01260-MONOMER_mod_tl(4)_mod_ca2(1) OR CLJU_RS01260-MONOMER_mod_cs(4)_mod_mg2(1) OR CLJU_RS01260-MONOMER_mod_cs(4)_mod_mn2(1) OR CLJU_RS01260-MONOMER_mod_cs(4)_mod_cobalt2(1) OR CLJU_RS01260-MONOMER_mod_cs(4)_mod_zn2(1) OR CLJU_RS01260-MONOMER_mod_cs(4)_mod_cd2(1) OR CLJU_RS01260-MONOMER_mod_cs(4)_mod_ni2(1) OR CLJU_RS01260-MONOMER_mod_cs(4)_mod_ca2(1) OR CLJU_RS01260-MONOMER_mod_LI(4)_mod_mg2(1) OR CLJU_RS01260-MONOMER_mod_LI(4)_mod_mn2(1) OR CLJU_RS01260-MONOMER_mod_LI(4)_mod_cobalt2(1) OR CLJU_RS01260-MONOMER_mod_LI(4)_mod_zn2(1) OR CLJU_RS01260-MONOMER_mod_LI(4)_mod_cd2(1) OR CLJU_RS01260-MONOMER_mod_LI(4)_mod_ni2(1) OR CLJU_RS01260-MONOMER_mod_LI(4)_mod_ca2(1) OR CLJU_RS01260-MONOMER_mod_na1(4)_mod_mg2(1) OR CLJU_RS01260-MONOMER_mod_na1(4)_mod_mn2(1) OR CLJU_RS01260-MONOMER_mod_na1(4)_mod_cobalt2(1) OR CLJU_RS01260-MONOMER_mod_na1(4)_mod_zn2(1) OR CLJU_RS01260-MONOMER_mod_na1(4)_mod_cd2(1) OR CLJU_RS01260-MONOMER_mod_na1(4)_mod_ni2(1) OR CLJU_RS01260-MONOMER_mod_na1(4)_mod_ca2(1)
METR	CLJU_RS18495-MONOMER
METS	CLJU_RS03270-MONOMER_mod_zn2(1)_mod_cbl1(1)
