,query,evalue
BSU03280,SGL_RS14480,2.63e-69
BSU03310,SGL_RS06575,2.33e-130
BSU03360,SGL_RS18380,2.25e-53
BSU03570,SGL_RS14125,1.12e-17
BSU03600,SGL_RS07090,4.18e-48
BSU03630,SGL_RS02795,7.78e-42
BSU03640,SGL_RS03420,3.06e-62
BSU03870,SGL_RS07405,2.68e-22
BSU03910,SGL_RS12900,4.94e-78
BSU04300,SGL_RS10570,1.13e-25
BSU04330,SGL_RS05525,2.47e-11
BSU04440,SGL_RS07340,1.09e-14
BSU04560,SGL_RS07575,1.03e-108
BSU04570,SGL_RS10140,5.47e-74
BSU04580,SGL_RS15320,1.06e-117
BSU04700,SGL_RS05510,1.7400000000000001e-29
BSU04710,SGL_RS07430,6.28e-12
BSU04730,SGL_RS17440,7.66e-33
BSU05340,SGL_RS17685,2.18e-16
BSU05480,SGL_RS08770,1.72e-30
BSU05630,SGL_RS02135,1.07e-14
BSU05900,SGL_RS03020,9.45e-46
BSU05910,SGL_RS11950,1.44e-26
BSU05920,SGL_RS02155,4.62e-15
BSU05930,SGL_RS08145,3.31e-20
BSU05940,SGL_RS09815,5.02e-92
BSU05950,SGL_RS08255,1.39e-149
BSU05960,SGL_RS14795,1.72e-30
BSU05990,SGL_RS13635,9.579999999999999e-30
BSU06020,SGL_RS06165,5.39e-31
BSU06030,SGL_RS06170,0.0
BSU06060,SGL_RS13525,2.5899999999999996e-23
BSU06100,SGL_RS02325,4.43e-26
BSU06170,SGL_RS06955,1.33e-35
BSU06180,SGL_RS14225,1.59e-22
BSU06330,SGL_RS15125,3.55e-103
BSU06340,SGL_RS12290,1.43e-12
BSU06350,SGL_RS08735,7.19e-17
BSU06360,SGL_RS13520,0.0
BSU06420,SGL_RS16805,4.5099999999999996e-54
BSU06430,SGL_RS18210,6.89e-55
BSU06440,SGL_RS11780,7.34e-178
BSU06450,SGL_RS06690,8.05e-81
BSU06460,SGL_RS15525,5.17e-24
BSU06470,SGL_RS15530,7.450000000000001e-86
BSU06480,SGL_RS02220,0.0
BSU06490,SGL_RS13120,3.8e-157
BSU06500,SGL_RS15145,1.61e-120
BSU06510,SGL_RS14055,8.21e-49
BSU06520,SGL_RS18300,2.82e-176
BSU06530,SGL_RS10950,2.6499999999999996e-119
BSU06610,SGL_RS06660,0.0
BSU06620,SGL_RS01920,0.0
BSU06650,SGL_RS13435,3.87e-20
BSU06670,SGL_RS16515,8.14e-19
BSU06680,SGL_RS07160,0.0
BSU06690,SGL_RS10865,2.0099999999999997e-176
BSU06710,SGL_RS12200,7.72e-98
BSU06730,SGL_RS06135,7.57e-106
BSU06880,SGL_RS15995,9.390000000000001e-31
BSU06980,SGL_RS06020,3.13e-50
BSU07220,SGL_RS01255,3.3699999999999998e-34
BSU07270,SGL_RS03545,7.59e-80
BSU07280,SGL_RS03550,3.35e-52
BSU07300,SGL_RS03125,2.04e-20
BSU07370,SGL_RS11385,0.0
BSU07480,SGL_RS03310,5.49e-17
BSU07840,SGL_RS03830,1.77e-39
BSU07850,SGL_RS07420,3.82e-11
BSU07880,SGL_RS12590,1.59e-32
BSU07920,SGL_RS10015,2.88e-77
BSU08000,SGL_RS16695,5.939999999999999e-52
BSU08010,SGL_RS13655,1.81e-24
BSU08060,SGL_RS12345,4.9e-80
BSU08080,SGL_RS12465,2.33e-51
BSU08120,SGL_RS16090,4.05e-35
BSU08310,SGL_RS13110,1.23e-71
BSU08380,SGL_RS16075,3.77e-20
BSU08425,SGL_RS16340,2.14e-13
BSU08440,SGL_RS01945,4.89e-98
BSU08450,SGL_RS01930,1.03e-95
BSU08460,SGL_RS01935,3.81e-83
BSU08470,SGL_RS04830,3.54e-22
BSU08510,SGL_RS06670,4.7500000000000003e-70
BSU08590,SGL_RS07385,9.1e-18
BSU08690,SGL_RS06320,3.38e-111
BSU08720,SGL_RS02520,1.31e-51
BSU08730,SGL_RS08080,1.74e-25
BSU08790,SGL_RS15825,0.0
BSU08830,SGL_RS05565,8.329999999999999e-69
BSU08840,SGL_RS05575,2.28e-11
BSU08850,SGL_RS06590,1.19e-33
BSU08880,SGL_RS14220,7.25e-26
BSU08910,SGL_RS06980,8.829999999999999e-48
BSU08930,SGL_RS12495,6.05e-39
BSU09120,SGL_RS15895,4.53e-31
BSU09280,SGL_RS08525,1.06e-15
BSU09290,SGL_RS11095,6.58e-162
BSU09300,SGL_RS11080,3.16e-69
BSU09530,SGL_RS16765,9.08e-41
BSU09540,SGL_RS12400,5.28e-11
BSU09710,SGL_RS15595,5.07e-97
BSU09790,SGL_RS13710,2.24e-15
BSU09850,SGL_RS14155,4.6200000000000005e-21
BSU09910,SGL_RS13370,4.95e-11
BSU10030,SGL_RS06740,6.63e-16
BSU10070,SGL_RS17805,7.15e-108
BSU10120,SGL_RS16675,1.35e-71
BSU10130,SGL_RS15155,4.96e-34
BSU10260,SGL_RS09780,4.94e-27
BSU10340,SGL_RS02245,2.36e-17
BSU10390,SGL_RS18155,5.13e-13
BSU10500,SGL_RS03280,2.82e-16
BSU10650,SGL_RS04230,1.27e-13
BSU10750,SGL_RS07600,1.48e-49
BSU10770,SGL_RS16670,5.37e-44
BSU10810,SGL_RS08445,1.22e-26
BSU10880,SGL_RS00400,3.3899999999999995e-54
BSU10900,SGL_RS15975,2.1300000000000002e-47
BSU10930,SGL_RS03060,2.14e-31
BSU10940,SGL_RS08765,1.81e-12
BSU11010,SGL_RS07805,3.6e-44
BSU11190,SGL_RS15325,8.579999999999999e-98
BSU11200,SGL_RS10330,2.6499999999999998e-112
BSU11210,SGL_RS05885,1.79e-39
BSU11220,SGL_RS04875,1.5899999999999997e-104
BSU11250,SGL_RS16800,3.07e-102
BSU11330,SGL_RS09325,7.18e-93
BSU11340,SGL_RS05665,0.0
BSU11382,SGL_RS07890,1.42e-26
BSU11390,SGL_RS13325,1.56e-70
BSU11400,SGL_RS15105,2.39e-66
BSU11420,SGL_RS07690,3.08e-101
BSU11470,SGL_RS05330,6.33e-88
BSU11610,SGL_RS09345,4.24e-13
BSU11640,SGL_RS14400,5.46e-16
BSU11690,SGL_RS19985,4.32e-90
BSU11720,SGL_RS04250,3.2799999999999996e-89
BSU12080,SGL_RS10195,3.51e-47
BSU12240,SGL_RS11655,3.29e-39
BSU12330,SGL_RS04900,9.920000000000001e-29
BSU12890,SGL_RS16725,2.86e-105
BSU12970,SGL_RS10890,5.5399999999999995e-42
BSU12990,SGL_RS10540,1.8e-11
BSU13020,SGL_RS17085,1.2399999999999999e-23
BSU13110,SGL_RS13830,1.65e-102
BSU13130,SGL_RS14505,2.0099999999999998e-98
BSU13170,SGL_RS13990,2.9099999999999998e-40
BSU13250,SGL_RS14385,7.8e-82
BSU13300,SGL_RS06105,1.0600000000000001e-85
BSU13420,SGL_RS12855,1.2e-94
BSU13440,SGL_RS03775,2.68e-27
BSU13530,SGL_RS01370,1.07e-24
BSU13550,SGL_RS12395,8.939999999999999e-106
BSU13570,SGL_RS14360,8.119999999999999e-34
BSU13580,SGL_RS13490,3.37e-100
BSU13590,SGL_RS13415,4.56e-25
BSU13720,SGL_RS16620,3.71e-33
BSU13730,SGL_RS15290,7.29e-11
BSU13740,SGL_RS07750,4.98e-18
BSU13750,SGL_RS16335,5.6200000000000004e-27
BSU13850,SGL_RS16085,0.0
BSU13960,SGL_RS13640,5.24e-69
BSU13970,SGL_RS01860,8.04e-19
BSU14040,SGL_RS13015,2.15e-18
BSU14170,SGL_RS08960,2.17e-16
BSU14210,SGL_RS04955,4.6300000000000005e-31
BSU14220,SGL_RS13140,1.8200000000000002e-59
BSU14270,SGL_RS11520,1.13e-25
BSU14280,SGL_RS14785,4.67e-34
BSU14300,SGL_RS14805,4.75e-30
BSU14330,SGL_RS05640,1.3200000000000001e-110
BSU14360,SGL_RS16750,6.86e-85
BSU14370,SGL_RS18285,1.7700000000000002e-64
BSU14510,SGL_RS16795,4.07e-45
BSU14530,SGL_RS16930,1.23e-165
BSU14610,SGL_RS02780,2.98e-81
BSU14630,SGL_RS02955,9.57e-128
BSU14670,SGL_RS10525,2.7700000000000003e-35
BSU14770,SGL_RS02825,0.0
BSU14830,SGL_RS09060,5.87e-31
BSU14900,SGL_RS05545,1.1e-155
BSU14910,SGL_RS05550,1.12e-25
BSU15010,SGL_RS12970,4.89e-27
BSU15020,SGL_RS15225,1.2600000000000001e-59
BSU15140,SGL_RS06635,4.26e-79
BSU15170,SGL_RS04790,2.37e-81
BSU15180,SGL_RS16625,8.02e-114
BSU15190,SGL_RS16390,3.7e-73
BSU15200,SGL_RS07755,1.1700000000000001e-65
BSU15210,SGL_RS10655,1.01e-49
BSU15220,SGL_RS17830,9.01e-50
BSU15230,SGL_RS17055,3.8e-71
BSU15290,SGL_RS06615,2.97e-119
BSU15370,SGL_RS17495,3.79e-18
BSU15380,SGL_RS16960,6.399999999999999e-30
BSU15390,SGL_RS06145,7.03e-16
BSU15410,SGL_RS10080,1.21e-31
BSU15430,SGL_RS06865,0.0
BSU15450,SGL_RS07065,5.7e-18
BSU15460,SGL_RS11530,1.8400000000000001e-87
BSU15470,SGL_RS14540,3.2299999999999998e-52
BSU15490,SGL_RS10555,1.5799999999999998e-61
BSU15500,SGL_RS03805,1.84e-47
BSU15510,SGL_RS17390,2.82e-114
BSU15520,SGL_RS14530,0.0
BSU15540,SGL_RS17005,8.46e-17
BSU15550,SGL_RS08270,2.7399999999999997e-40
BSU15590,SGL_RS11000,1.59e-161
BSU15600,SGL_RS03840,6.04e-50
BSU15620,SGL_RS16520,9.320000000000001e-31
BSU15640,SGL_RS07175,7.369999999999999e-60
BSU15650,SGL_RS16270,0.0
BSU15670,SGL_RS17500,3.96e-41
BSU15680,SGL_RS02240,1.55e-53
BSU15700,SGL_RS08945,7.82e-96
BSU15710,SGL_RS11845,0.0
BSU15720,SGL_RS06535,2.69e-30
BSU15730,SGL_RS13995,3.6200000000000003e-73
BSU15740,SGL_RS03855,6.3e-90
BSU15750,SGL_RS15750,2.18e-90
BSU15760,SGL_RS07545,1.21e-41
BSU15770,SGL_RS12145,7.85e-33
BSU15780,SGL_RS16860,1.54e-45
BSU15790,SGL_RS09950,3.07e-89
BSU15870,SGL_RS13500,4.12e-176
BSU15890,SGL_RS09320,8.500000000000001e-86
BSU15910,SGL_RS07245,4.43e-98
BSU15920,SGL_RS05670,1.21e-22
BSU15930,SGL_RS11650,2.9899999999999994e-42
BSU15940,SGL_RS05960,2.71e-28
BSU15950,SGL_RS09210,1.11e-75
BSU15980,SGL_RS10850,5.26e-159
BSU15990,SGL_RS11915,4.99e-17
BSU16020,SGL_RS09820,4.5e-22
BSU16030,SGL_RS03250,5.98e-79
BSU16040,SGL_RS06230,3.04e-42
BSU16050,SGL_RS08970,1.1799999999999999e-48
BSU16060,SGL_RS02285,1.93e-43
BSU16090,SGL_RS03770,1.1e-26
BSU16100,SGL_RS11225,1.59e-43
BSU16110,SGL_RS05985,2.87e-44
BSU16120,SGL_RS08530,2.67e-148
BSU16130,SGL_RS13580,1.69e-165
BSU16430,SGL_RS16475,1.0499999999999998e-68
BSU16490,SGL_RS10005,1.91e-99
BSU16500,SGL_RS10000,1.6399999999999999e-34
BSU16510,SGL_RS12175,3.71e-100
BSU16520,SGL_RS12170,6.050000000000001e-70
BSU16530,SGL_RS16700,3.18e-84
BSU16540,SGL_RS07110,2.22e-27
BSU16550,SGL_RS13380,9.780000000000001e-110
BSU16560,SGL_RS07995,2.5900000000000003e-27
BSU16570,SGL_RS09270,4.1400000000000004e-166
BSU16590,SGL_RS02465,6.98e-14
BSU16600,SGL_RS02470,1.2e-79
BSU16630,SGL_RS02480,0.0
BSU16650,SGL_RS13145,8.82e-26
BSU16660,SGL_RS18050,9.68e-67
BSU16670,SGL_RS07670,3.67e-54
BSU16680,SGL_RS03445,7.3e-31
BSU16690,SGL_RS02295,0.0
BSU16710,SGL_RS07760,1.5700000000000002e-43
BSU16750,SGL_RS16920,6.1e-101
BSU16770,SGL_RS16925,7.7e-103
BSU16920,SGL_RS11680,3.21e-27
BSU16930,SGL_RS14550,2.71e-98
BSU16940,SGL_RS18280,2.3e-148
BSU16950,SGL_RS10765,8.71e-21
BSU17010,SGL_RS04845,1.13e-126
BSU17040,SGL_RS08315,0.0
BSU17050,SGL_RS06005,1.11e-34
BSU17090,SGL_RS08475,3.55e-18
BSU17100,SGL_RS05440,1.01e-69
BSU17330,SGL_RS09845,5.13e-60
BSU17380,SGL_RS10995,1.1600000000000001e-64
BSU17390,SGL_RS18250,1.62e-17
BSU17430,SGL_RS09400,1.11e-87
BSU17440,SGL_RS15045,1.04e-143
BSU17460,SGL_RS04340,2.7e-89
BSU17570,SGL_RS10585,2.1000000000000002e-29
BSU17640,SGL_RS15085,3.1e-78
BSU17850,SGL_RS08040,1.69e-16
BSU17890,SGL_RS05660,0.0
BSU18040,SGL_RS13715,1.38e-11
BSU18070,SGL_RS09225,9.169999999999999e-38
BSU18190,SGL_RS15460,2.23e-25
BSU18280,SGL_RS18270,5.6e-15
BSU18350,SGL_RS14350,8e-40
BSU18410,SGL_RS10660,4.8e-62
BSU18440,SGL_RS02895,0.0
BSU18450,SGL_RS04160,0.0
BSU18470,SGL_RS04550,3.01e-73
BSU18480,SGL_RS17305,7.229999999999999e-48
BSU18770,SGL_RS12065,1.63e-13
BSU18830,SGL_RS15890,4.99e-54
BSU18849,SGL_RS16755,4.84e-18
BSU19020,SGL_RS13165,2.91e-12
BSU19120,SGL_RS16095,2.84e-20
BSU19180,SGL_RS10130,4.49e-20
BSU19320,SGL_RS09110,5.65e-78
BSU19350,SGL_RS09250,7.19e-39
BSU19420,SGL_RS02250,5.7399999999999995e-40
BSU19440,SGL_RS14765,5.14e-50
BSU19590,SGL_RS06625,9.439999999999999e-67
BSU19620,SGL_RS16185,1.94e-23
BSU21350,SGL_RS16665,2.81e-18
BSU21450,SGL_RS15680,4.93e-18
BSU21680,SGL_RS02980,1.46e-25
BSU21690,SGL_RS02100,2.55e-35
BSU21770,SGL_RS06140,5.25e-87
BSU21870,SGL_RS18015,3.8800000000000004e-173
BSU21900,SGL_RS11045,2.1699999999999998e-61
BSU22100,SGL_RS15700,4.1899999999999995e-23
BSU22170,SGL_RS13955,2.9800000000000004e-59
BSU22340,SGL_RS08000,7.220000000000001e-57
BSU22360,SGL_RS16775,2.79e-85
BSU22370,SGL_RS13785,1.29e-130
BSU22410,SGL_RS14880,4.059999999999999e-34
BSU22420,SGL_RS10105,2.6500000000000002e-70
BSU22430,SGL_RS16615,4.7899999999999994e-74
BSU22440,SGL_RS03185,1.89e-21
BSU22450,SGL_RS10075,3.55e-19
BSU22460,SGL_RS03685,3.38e-18
BSU22480,SGL_RS16525,4.2400000000000004e-35
BSU22490,SGL_RS02200,1.45e-72
BSU22550,SGL_RS13200,3.1999999999999996e-67
BSU22560,SGL_RS07320,1.69e-15
BSU22600,SGL_RS11755,1.44e-134
BSU22610,SGL_RS09070,3.5700000000000003e-37
BSU22620,SGL_RS08515,5.529999999999999e-42
BSU22630,SGL_RS03395,7.66e-60
BSU22640,SGL_RS16740,4.18e-164
BSU22650,SGL_RS12060,2.58e-18
BSU22660,SGL_RS16890,1.83e-51
BSU22670,SGL_RS07485,1.33e-66
BSU22690,SGL_RS15675,1.26e-32
BSU22700,SGL_RS09600,4.29e-81
BSU22710,SGL_RS06190,6.22e-60
BSU22730,SGL_RS12365,3.6e-66
BSU22740,SGL_RS01875,2.31e-64
BSU22750,SGL_RS03195,5.88e-37
BSU22780,SGL_RS14545,6.74e-69
BSU22790,SGL_RS06410,4.4900000000000006e-27
BSU22830,SGL_RS04330,1.45e-73
BSU22840,SGL_RS10320,6.28e-143
BSU22870,SGL_RS11230,2.5300000000000003e-56
BSU22880,SGL_RS07010,1.43e-38
BSU23020,SGL_RS06425,2.42e-66
BSU23070,SGL_RS08600,4.0199999999999996e-147
BSU23110,SGL_RS02430,1.35e-55
BSU23130,SGL_RS04050,3.86e-35
BSU23140,SGL_RS09100,9.74e-19
BSU23160,SGL_RS12865,3.54e-52
BSU23170,SGL_RS03000,4.94e-47
BSU23180,SGL_RS03005,5.06e-51
BSU23250,SGL_RS06985,9.2e-54
BSU23260,SGL_RS10240,4.9499999999999995e-170
BSU23270,SGL_RS12575,4.05e-48
BSU23280,SGL_RS13965,1.93e-80
BSU23310,SGL_RS05000,5.470000000000001e-32
BSU23360,SGL_RS02555,3.8700000000000004e-21
BSU23380,SGL_RS16710,4.4399999999999995e-126
BSU23610,SGL_RS02230,1.6100000000000002e-33
BSU23840,SGL_RS13815,2.62e-98
BSU23850,SGL_RS06375,2.1499999999999998e-147
BSU23860,SGL_RS12985,0.0
BSU23870,SGL_RS00575,3.8399999999999998e-34
BSU23890,SGL_RS10510,5.2e-14
BSU24040,SGL_RS06345,8.249999999999999e-94
BSU24100,SGL_RS10820,1.2e-15
BSU24170,SGL_RS08620,1.92e-96
BSU24190,SGL_RS04730,4.42e-43
BSU24240,SGL_RS11690,1.74e-85
BSU24260,SGL_RS11395,1.9300000000000002e-79
BSU24270,SGL_RS04515,0.0
BSU24280,SGL_RS02445,4.59e-75
BSU24310,SGL_RS13155,1.8599999999999998e-94
BSU24320,SGL_RS11835,2.28e-18
BSU24340,SGL_RS13980,0.0
BSU24350,SGL_RS13735,9.56e-34
BSU24430,SGL_RS03965,3.16e-11
BSU24450,SGL_RS13730,4.15e-71
BSU24460,SGL_RS12235,5.15e-33
BSU24470,SGL_RS06095,3.59e-44
BSU24530,SGL_RS09905,1.38e-21
BSU24540,SGL_RS08485,8.62e-17
BSU24550,SGL_RS11955,1.6399999999999998e-91
BSU24570,SGL_RS12745,4.05e-112
BSU24730,SGL_RS13950,8.29e-55
BSU24810,SGL_RS02530,6.29e-17
BSU24850,SGL_RS12595,7.1500000000000004e-43
BSU24910,SGL_RS06110,1.82e-26
BSU24960,SGL_RS14185,9.769999999999999e-104
BSU24970,SGL_RS14190,7.65e-38
BSU24980,SGL_RS14195,2.82e-46
BSU24990,SGL_RS15060,1.13e-19
BSU25020,SGL_RS09370,1.1300000000000002e-73
BSU25070,SGL_RS07775,1.97e-89
BSU25160,SGL_RS13250,1.42e-15
BSU25200,SGL_RS17245,1.85e-107
BSU25210,SGL_RS10435,6.41e-98
BSU25260,SGL_RS13565,1.86e-154
BSU25270,SGL_RS14290,1.66e-145
BSU25280,SGL_RS12805,1.67e-15
BSU25290,SGL_RS12545,1.37e-96
BSU25300,SGL_RS01525,1.01e-22
BSU25320,SGL_RS13870,1.33e-22
BSU25330,SGL_RS15710,8.45e-62
BSU25340,SGL_RS04645,1.26e-107
BSU25410,SGL_RS19005,7.44e-12
BSU25440,SGL_RS02335,6.5300000000000005e-31
BSU25450,SGL_RS08595,7.18e-49
BSU25460,SGL_RS16870,4.22e-102
BSU25470,SGL_RS12750,0.0
BSU25480,SGL_RS13945,1.42e-23
BSU25490,SGL_RS03065,2.52e-52
BSU25500,SGL_RS05455,1.3e-66
BSU25510,SGL_RS18350,0.0
BSU25550,SGL_RS05940,5.03e-14
BSU25560,SGL_RS14985,5.35e-12
BSU25570,SGL_RS04705,6.49e-22
BSU25620,SGL_RS07700,1.19e-23
BSU25630,SGL_RS07695,4.27e-31
BSU25660,SGL_RS17415,1.8800000000000001e-56
BSU25680,SGL_RS12870,3.98e-24
BSU25780,SGL_RS11365,4.4299999999999996e-24
BSU25790,SGL_RS11355,1.94e-65
BSU25810,SGL_RS08520,4.94e-16
BSU26530,SGL_RS18145,4.88e-15
BSU26640,SGL_RS16160,5.06e-51
BSU26650,SGL_RS09985,1.1500000000000002e-21
BSU26800,SGL_RS01295,2.5899999999999997e-34
BSU27010,SGL_RS18190,5.61e-76
BSU27160,SGL_RS15020,8.620000000000001e-21
BSU27170,SGL_RS05150,7.76e-12
BSU27330,SGL_RS11625,4.79e-22
BSU27360,SGL_RS15375,5.28e-18
BSU27390,SGL_RS17860,7.170000000000001e-21
BSU27410,SGL_RS11990,0.0
BSU27420,SGL_RS10785,1.47e-16
BSU27430,SGL_RS08035,6.05e-101
BSU27440,SGL_RS10905,7.81e-34
BSU27480,SGL_RS01115,2.06e-34
BSU27490,SGL_RS10335,4.82e-14
BSU27500,SGL_RS08240,4.680000000000001e-75
BSU27510,SGL_RS13005,1.81e-96
BSU27520,SGL_RS15215,1.4800000000000002e-21
BSU27550,SGL_RS08775,0.0
BSU27560,SGL_RS13330,4.19e-132
BSU27600,SGL_RS09660,0.0
BSU27610,SGL_RS09235,6.47e-60
BSU27620,SGL_RS06940,9.98e-84
BSU27650,SGL_RS13050,3.8700000000000005e-70
BSU27710,SGL_RS16370,1.6e-139
BSU27720,SGL_RS15565,1.92e-101
BSU27730,SGL_RS14255,1.0100000000000001e-129
BSU27740,SGL_RS07140,3.98e-20
BSU27770,SGL_RS09850,2.21e-20
BSU27820,SGL_RS12485,1.41e-56
BSU27850,SGL_RS17340,3.4899999999999997e-46
BSU27860,SGL_RS11305,3.0099999999999997e-69
BSU27870,SGL_RS17230,1.69e-93
BSU27900,SGL_RS03135,1.16e-39
BSU27920,SGL_RS03790,2.64e-99
BSU27940,SGL_RS11130,2.37e-37
BSU27960,SGL_RS11125,4.03e-22
BSU27990,SGL_RS15865,4.3799999999999995e-82
BSU28000,SGL_RS15870,2.15e-17
BSU28040,SGL_RS13075,1.76e-55
BSU28050,SGL_RS11455,4.4e-23
BSU28070,SGL_RS02190,1.17e-31
BSU28080,SGL_RS08710,6.89e-62
BSU28090,SGL_RS16980,0.0
BSU28120,SGL_RS13390,9.42e-179
BSU28130,SGL_RS09590,7.24e-139
BSU28150,SGL_RS07710,1.84e-94
BSU28170,SGL_RS07880,9.47e-91
BSU28220,SGL_RS16905,0.0
BSU28230,SGL_RS16915,2.8299999999999996e-42
BSU28250,SGL_RS10800,3.9399999999999998e-28
BSU28260,SGL_RS17620,3.22e-172
BSU28270,SGL_RS09375,2.32e-133
BSU28280,SGL_RS12850,1.6599999999999999e-158
BSU28290,SGL_RS17215,3.97e-154
BSU28300,SGL_RS13860,3.19e-45
BSU28310,SGL_RS09105,0.0
BSU28360,SGL_RS12040,6.22e-53
BSU28390,SGL_RS08125,4.3099999999999994e-68
BSU28430,SGL_RS15205,2.22e-20
BSU28440,SGL_RS06730,1.1800000000000001e-86
BSU28470,SGL_RS17290,4.6299999999999996e-119
BSU28490,SGL_RS07280,1.9600000000000003e-117
BSU28500,SGL_RS15650,2.53e-33
BSU28560,SGL_RS04190,4.99e-35
BSU28580,SGL_RS07540,1.41e-146
BSU28630,SGL_RS11275,3.86e-175
BSU28640,SGL_RS14135,6.58e-127
BSU28650,SGL_RS11100,1.53e-26
BSU28680,SGL_RS13765,4.18e-116
BSU28690,SGL_RS04800,1.96e-96
BSU28730,SGL_RS08790,6.03e-49
BSU28850,SGL_RS13065,1.71e-35
BSU28860,SGL_RS13070,5.48e-12
