Reaction	Complexes
3OAR80_2	USA300HOU_RS06185-MONOMER
3OAS100	CPLX_10MDOD-0
3OAS120_2	CPLX_10MDOD-0
3OAS140	USA300HOU_RS04880-MONOMER
3OAS160_2	CPLX_10MDOD-0
3OAS200	CPLX_10MDOD-0
3OAS60	CPLX_10MDOD-0
3OAS80_2	CPLX_10MDOD-0
3OXDAM	CPLX_10MDOD-0
4ABUTD	USA300HOU_RS11455-MONOMER
4HTHRS_1	USA300HOU_RS06755-MONOMER
4ISOHELS	USA300HOU_RS11335-MONOMER
4M3G3P	USA300HOU_RS11335-MONOMER
4M3OHAT	CPLX_10MDOD-0
4M3OPAO	USA300HOU_RS06185-MONOMER
4M3OXHA	USA300HOU_RS06185-MONOMER
4METPAC	CPLX_10MDOD-0
4MHEAMA	CPLX_10MDOD-0
4MTHACP	USA300HOU_RS05010-MONOMER
4MTRPE	USA300HOU_RS05010-MONOMER
5DOAN	USA300HOU_RS08520-MONOMER
5M3HHAL	USA300HOU_RS11335-MONOMER
5MET3OH	USA300HOU_RS06185-MONOMER
5MHACC	CPLX_10MDOD-0
5MTH2EO	USA300HOU_RS05010-MONOMER
6M3HHL	USA300HOU_RS11335-MONOMER
6M3HOAHL	USA300HOU_RS11335-MONOMER
6M3OHAO	USA300HOU_RS06185-MONOMER
6M3OXO	USA300HOU_RS06185-MONOMER
6MHACPA	CPLX_10MDOD-0
6MOAMCA	CPLX_10MDOD-0
6MTHAO	USA300HOU_RS05010-MONOMER
6MTR2EO	USA300HOU_RS05010-MONOMER
6PGALSZ_1	USA300HOU_RS11865-MONOMER
6PHBG	USA300HOU_RS01380-MONOMER
6PHBG2	USA300HOU_RS01380-MONOMER
7M3HOACPL	USA300HOU_RS11335-MONOMER
7M3ODO	USA300HOU_RS06185-MONOMER
7MOACA	CPLX_10MDOD-0
7MTROCAC	USA300HOU_RS05010-MONOMER
8M3HDAL	USA300HOU_RS11335-MONOMER
8M3HNAHL	USA300HOU_RS11335-MONOMER
8M3OAO	USA300HOU_RS06185-MONOMER
8M3ONO	USA300HOU_RS06185-MONOMER
8MDAM	CPLX_10MDOD-0
8METNO	USA300HOU_RS05010-MONOMER
8MNAMC	CPLX_10MDOD-0
8MT2ACP	USA300HOU_RS05010-MONOMER
9M3HDL	USA300HOU_RS11335-MONOMER
9M3OXPA	USA300HOU_RS06185-MONOMER
9MDACP	USA300HOU_RS05010-MONOMER
9MDAM	CPLX_10MDOD-0
AACLAM	USA300HOU_RS14140-MONOMER
AB6PGH_1	USA300HOU_RS01380-MONOMER
ABTA	USA300HOU_RS14115-MONOMER_mod_pydx5p(1)
ABUTD	USA300HOU_RS11455-MONOMER
ACACT1r	USA300HOU_RS01880-MONOMER OR USA300HOU_RS03015-MONOMER OR USA300HOU_RS01190-MONOMER
ACACT5r	USA300HOU_RS01190-MONOMER OR USA300HOU_RS03015-MONOMER
ACALD	USA300HOU_RS00795-MONOMER_mod_fe2(1)
ACCOAC	CPLX_ACCOAC-0
ACGAMT	USA300HOU_RS04040-MONOMER_mod_mg2(1)
ACGApts	CPLX_ACGApts-0
ACGAptsw	CPLX_ACGAptsw-0
ACGK_1	USA300HOU_RS00960-MONOMER_mod_mg2(1)
ACGS	USA300HOU_RS00965-MONOMER
ACHBS	CPLX_ACHBS-0 OR USA300HOU_RS11965-MONOMER
ACKr	USA300HOU_RS09075-MONOMER_mod_mg2(1)
ACLDC	USA300HOU_RS14095-MONOMER OR USA300HOU_RS11960-MONOMER
ACLS_a	CPLX_ACLS_a-0
ACLS_b	CPLX_ACHBS-0 OR USA300HOU_RS11965-MONOMER
ACLS_d	CPLX_ACLS_a-0
ACM6PH	USA300HOU_RS01010-MONOMER
ACMAA	USA300HOU_RS02340-MONOMER OR USA300HOU_RS14370-MONOMER OR USA300HOU_RS05240-MONOMER
ACMANApts	USA300HOU_RS01255-MONOMER OR CPLX_ACMANApts-0
ACNML	USA300HOU_RS01675-MONOMER
ACOAD20	USA300HOU_RS12370-MONOMER
ACOADH2	USA300HOU_RS12370-MONOMER
ACOAM	USA300HOU_RS14140-MONOMER
ACOATA	CPLX_10MDOD-0
ACODA	USA300HOU_RS10880-MONOMER_mod_zn2(1)
ACONTa	USA300HOU_RS06870-MONOMER_mod_4fe4s(1)
ACONTb	USA300HOU_RS06870-MONOMER_mod_4fe4s(1)
ACOTA	USA300HOU_RS00975-MONOMER_mod_pydx5p(1)
ACPAL	CPLX2KSB-26
ACPS1_1	CPLX_ACPS1_1-0
ACPpds	USA300HOU_RS01080-MONOMER
ACSERHS	USA300HOU_RS02630-MONOMER_mod_pydx5p(2)
ACS_1	USA300HOU_RS09200-MONOMER
ACYP_3	USA300HOU_RS07155-MONOMER
ADCL	USA300HOU_RS03860-MONOMER
ADCS	USA300HOU_RS03855-MONOMER OR USA300HOU_RS06965-MONOMER
ADCYRS	USA300HOU_RS10265-MONOMER
ADK1	USA300HOU_RS12070-MONOMER_mod_mg2(1)
ADK2_1	USA300HOU_RS12070-MONOMER_mod_mg2(1)
ADK3	USA300HOU_RS12070-MONOMER_mod_mg2(1)
ADK4	USA300HOU_RS12070-MONOMER_mod_mg2(1)
ADKd	USA300HOU_RS12070-MONOMER_mod_mg2(1)
ADNCYC	USA300HOU_RS04975-MONOMER
ADNUC	USA300HOU_RS01260-MONOMER OR USA300HOU_RS12360-MONOMER
ADPRDP_1	USA300HOU_RS08015-MONOMER
ADPT	USA300HOU_RS08700-MONOMER_mod_mg2(1) OR USA300HOU_RS08700-MONOMER_mod_mn2(1)
ADSL1r	USA300HOU_RS10360-MONOMER
ADSL2r	USA300HOU_RS10360-MONOMER
ADSS	USA300HOU_RS00085-MONOMER_mod_mg2(1)
AGDC	USA300HOU_RS03790-MONOMER_mod_zn2(1)
AGMHE	USA300HOU_RS00675-MONOMER_mod_nad(1)
AGMHw	USA300HOU_RS13940-MONOMER OR USA300HOU_RS11320-MONOMER
AGMT	USA300HOU_RS11670-MONOMER_mod_mn2(2)
AGPAT	USA300HOU_RS09165-MONOMER
AGPR	USA300HOU_RS00970-MONOMER
AH6PI	USA300HOU_RS02995-MONOMER
AHCYSNS	USA300HOU_RS08520-MONOMER
AICART	USA300HOU_RS05345-MONOMER
AIRC2	USA300HOU_RS05305-MONOMER
AIRC3	USA300HOU_RS05300-MONOMER
AIRC4	CPLX_AIRC4-0
AIRCr	USA300HOU_RS05300-MONOMER
AKGDH	CPLX_AKGDH-0
AKGt2r	USA300HOU_RS14620-MONOMER
AKP1_2	USA300HOU_RS14280-MONOMER_mod_zn2(1)_mod_mg2(1)
ALAALAr	USA300HOU_RS11245-MONOMER
ALAD_L	USA300HOU_RS07360-MONOMER OR USA300HOU_RS09065-MONOMER
ALAGLNtr	USA300HOU_RS03930-MONOMER
ALAGLYtr	USA300HOU_RS03930-MONOMER
ALAHIStr	USA300HOU_RS03930-MONOMER
ALALEUt	USA300HOU_RS03930-MONOMER
ALAR	USA300HOU_RS11180-MONOMER
ALATA_D	USA300HOU_RS09295-MONOMER
ALATHRtr	USA300HOU_RS03930-MONOMER
ALATRS	USA300HOU_RS08615-MONOMER_mod_zn2(4)
ALAt2r	USA300HOU_RS08990-MONOMER OR USA300HOU_RS05020-MONOMER
ALAt4	USA300HOU_RS08990-MONOMER OR USA300HOU_RS06905-MONOMER OR USA300HOU_RS05020-MONOMER
ALCD1	USA300HOU_RS06785-MONOMER_mod_hemed(6)
ALCD19	USA300HOU_RS00795-MONOMER_mod_fe2(1) OR USA300HOU_RS03215-MONOMER OR USA300HOU_RS12825-MONOMER OR USA300HOU_RS00275-MONOMER_mod_zn2(1)
ALCD2ir	USA300HOU_RS03215-MONOMER OR USA300HOU_RS12825-MONOMER OR USA300HOU_RS00275-MONOMER_mod_zn2(1)
ALDD2x	USA300HOU_RS11455-MONOMER
ALDD31	USA300HOU_RS11455-MONOMER
ALKP_1	USA300HOU_RS14280-MONOMER_mod_zn2(1)_mod_mg2(1)
ALPHNH	CPLX_ALPHNH-0 OR CPLX_ALPHNH-1 OR CPLX_ALPHNH-2 OR CPLX_ALPHNH-3
AMAA	USA300HOU_RS14370-MONOMER OR USA300HOU_RS08685-MONOMER OR USA300HOU_RS12485-MONOMER
AMANAPEr	USA300HOU_RS01690-MONOMER
AMANK_1	USA300HOU_RS04115-MONOMER
AMAOTr	USA300HOU_RS13130-MONOMER_mod_pydx5p(1)
AMID	USA300HOU_RS10950-MONOMER OR USA300HOU_RS07655-MONOMER
AMID3	USA300HOU_RS10950-MONOMER OR USA300HOU_RS07655-MONOMER
AMID4	USA300HOU_RS10950-MONOMER OR USA300HOU_RS07655-MONOMER
AMPAH	USA300HOU_RS11310-MONOMER
AMPDA2	USA300HOU_RS11310-MONOMER
AMPEP1	USA300HOU_RS08170-MONOMER
AMPEP10	USA300HOU_RS08170-MONOMER
AMPEP11	USA300HOU_RS08170-MONOMER
AMPEP12	USA300HOU_RS08170-MONOMER
AMPEP13	USA300HOU_RS08170-MONOMER
AMPEP14	USA300HOU_RS08170-MONOMER
AMPEP15	USA300HOU_RS08170-MONOMER
AMPEP16	USA300HOU_RS08170-MONOMER
AMPEP17	USA300HOU_RS08170-MONOMER
AMPEP18	USA300HOU_RS08170-MONOMER
AMPEP2	USA300HOU_RS08170-MONOMER
AMPEP3	USA300HOU_RS08170-MONOMER
AMPEP4	USA300HOU_RS08170-MONOMER
AMPEP5	USA300HOU_RS08170-MONOMER
AMPEP6	USA300HOU_RS08170-MONOMER
AMPEP7	USA300HOU_RS08170-MONOMER
AMPEP8	USA300HOU_RS08170-MONOMER
AMPEP9	USA300HOU_RS08170-MONOMER
AMPTASECG	USA300HOU_RS08170-MONOMER
ANHMKw	USA300HOU_RS01015-MONOMER
ANPRT	USA300HOU_RS06970-MONOMER
ANS	CPLX_ANS-0
ANS2	CPLX_ANS2-0
AOXSr	USA300HOU_RS13120-MONOMER
APRAUR	USA300HOU_RS09400-MONOMER
ARABR	USA300HOU_RS03800-MONOMER OR USA300HOU_RS09485-MONOMER
ARBTpts	CPLX_ACMANApts-0
ARGDC	USA300HOU_RS02450-MONOMER
ARGDr	USA300HOU_RS00325-MONOMER OR USA300HOU_RS14320-MONOMER
ARGN	USA300HOU_RS11670-MONOMER_mod_mn2(2)
ARGORNt7	USA300HOU_RS00320-MONOMER OR USA300HOU_RS14310-MONOMER
ARGSL	USA300HOU_RS04765-MONOMER
ARGSS2	USA300HOU_RS04770-MONOMER_mod_mg2(1)
ARGTRS	USA300HOU_RS03230-MONOMER_mod_mg2(1)
ARGt5r	USA300HOU_RS04340-MONOMER
ARSabc	USA300HOU_RS03900-MONOMER
ARStr	USA300HOU_RS11845-MONOMER OR USA300HOU_RS06865-MONOMER
ASAD_1	USA300HOU_RS07100-MONOMER
ASCBpts	CPLX_ASCBpts-0
ASNN	USA300HOU_RS07575-MONOMER
ASNTRS	USA300HOU_RS07440-MONOMER
ASO3tex_1	USA300HOU_RS09415-MONOMER
ASO4t	USA300HOU_RS09415-MONOMER
ASP1DC	USA300HOU_RS14075-MONOMER
ASPCT_2	USA300HOU_RS06030-MONOMER
ASPK	USA300HOU_RS06745-MONOMER OR USA300HOU_RS07095-MONOMER
ASPTA	USA300HOU_RS10515-MONOMER
ASPTRA	CPLX2KSB-10
ASPTRS	USA300HOU_RS08675-MONOMER
ASPTRS2	USA300HOU_RS08675-MONOMER
ASPabc	CPLX2KSB-44
ASPt2r	USA300HOU_RS12895-MONOMER OR USA300HOU_RS12685-MONOMER
ATPPRT	USA300HOU_RS14550-MONOMER OR USA300HOU_RS14545-MONOMER
ATPS4r_1	CPLX2KSB-12
ATPX5P	USA300HOU_RS03035-MONOMER
AT_MBD2	USA300HOU_RS08100-MONOMER
BETALDHx	USA300HOU_RS14160-MONOMER
BETALDHy	USA300HOU_RS14160-MONOMER
BGLK_1	USA300HOU_RS01380-MONOMER
BKDC1	USA300HOU_RS08100-MONOMER
BS	USA300HOU_RS05915-MONOMER
BST	USA300HOU_RS12625-MONOMER
BTCCPL	CPLX_BTCCPL-0
BTDD_RR	USA300HOU_RS00665-MONOMER
BTNt	CPLX_BTNt-0
BTS3r	USA300HOU_RS13125-MONOMER_mod_4fe4s(1)_mod_2fe2s(1)
BTS4	USA300HOU_RS13125-MONOMER_mod_4fe4s(1)_mod_2fe2s(1)
BTS5	USA300HOU_RS13125-MONOMER_mod_4fe4s(1)_mod_2fe2s(1)
CAT	USA300HOU_RS06785-MONOMER_mod_hemed(6)
CBMKr2	USA300HOU_RS14305-MONOMER OR USA300HOU_RS05865-MONOMER OR USA300HOU_RS00305-MONOMER
CBPS_1	CPLX2KSB-14_mod_mg2(1) OR CPLX2KSB-14_mod_mn2(1) OR CPLX2KSB-14_mod_cobalt2(1) OR CPLX2KSB-14_mod_cd2(1) OR CPLX2KSB-14_mod_zn2(1)
CCGS	USA300HOU_RS03845-MONOMER
CDDTPP	USA300HOU_RS08580-MONOMER_mod_mg2(1)
CDGR	USA300HOU_RS03935-MONOMER
CDGS	USA300HOU_RS03835-MONOMER
CDPMEK_1	USA300HOU_RS02530-MONOMER_mod_mg2(1)
CHCOAL_1	USA300HOU_RS13115-MONOMER
CHLabc	CPLX2KSB-57
CHLt2	USA300HOU_RS14180-MONOMER
CHOLD	USA300HOU_RS14155-MONOMER
CHOLSabc_1	CPLX2KSB-57
CHORM	USA300HOU_RS09225-MONOMER
CHORS_1	USA300HOU_RS07500-MONOMER_mod_fmnh2(1) OR USA300HOU_RS07500-MONOMER_mod_fadh2(1)
CITDAPPD	USA300HOU_RS00640-MONOMER
CITDAPPS	USA300HOU_RS00625-MONOMER
CIT_Mgt	USA300HOU_RS14205-MONOMER
CLPNS_MRSA	USA300HOU_RS06700-MONOMER OR USA300HOU_RS11270-MONOMER
CO23OC	USA300HOU_RS13675-MONOMER
COADSR	USA300HOU_RS04815-MONOMER
COBALTt5	USA300HOU_RS12865-MONOMER OR USA300HOU_RS12695-MONOMER
COabc	CPLX2KSB-58
CPH4S	USA300HOU_RS03840-MONOMER
CPMPS_1	USA300HOU_RS12315-MONOMER
CPP3FC	USA300HOU_RS09790-MONOMER
CPP3O1	USA300HOU_RS09785-MONOMER
CRNabc	CPLX2KSB-57
CS	USA300HOU_RS08985-MONOMER OR USA300HOU_RS00635-MONOMER_mod_mg2(1)
CTBTabc	USA300HOU_RS03900-MONOMER
CTPS1	USA300HOU_RS11480-MONOMER_mod_mg2(1)
CTPS2	USA300HOU_RS11480-MONOMER_mod_mg2(1)
CYSDS	USA300HOU_RS01900-MONOMER OR USA300HOU_RS01900-MONOMER
CYSGL	CPLX_CYSGL-0
CYSS	USA300HOU_RS02630-MONOMER_mod_pydx5p(2)
CYSTINEs	USA300HOU_RS02030-MONOMER
CYSTL	USA300HOU_RS01900-MONOMER
CYSTRS	USA300HOU_RS02790-MONOMER_mod_zn2(1)
CYSabc	CPLX2KSB-45
CYSt2r	USA300HOU_RS02030-MONOMER
CYTB_B2	CPLX_CYTB_B2-0 OR CPLX2KSB-5
CYTD	USA300HOU_RS08365-MONOMER
CYTDK1_1	USA300HOU_RS08580-MONOMER_mod_mg2(1)
CYTDK2_1	USA300HOU_RS08580-MONOMER_mod_mg2(1)
CYTDt2	USA300HOU_RS02740-MONOMER
CYTDt4	USA300HOU_RS01665-MONOMER OR USA300HOU_RS03485-MONOMER OR USA300HOU_RS02740-MONOMER
CYTK1	USA300HOU_RS07570-MONOMER_mod_mg2(1)
CYTK11_1	USA300HOU_RS08580-MONOMER_mod_mg2(1)
CYTK2	USA300HOU_RS07570-MONOMER_mod_mg2(1)
Cut1	CPLX_Cut1-0
DACTPP	USA300HOU_RS08580-MONOMER_mod_mg2(1)
DADK	USA300HOU_RS12070-MONOMER_mod_mg2(1)
DADNK_1	USA300HOU_RS02925-MONOMER OR USA300HOU_RS02920-MONOMER
DADNt2	USA300HOU_RS02740-MONOMER
DAGK	USA300HOU_RS10305-MONOMER
DAPADHL	USA300HOU_RS00610-MONOMER
DAPDA	USA300HOU_RS02885-MONOMER OR USA300HOU_RS07120-MONOMER
DAPDC	USA300HOU_RS07130-MONOMER_mod_pydx5p(1) OR USA300HOU_RS00640-MONOMER
DAPE	USA300HOU_RS07125-MONOMER
DAUPP	USA300HOU_RS08580-MONOMER_mod_mg2(1)
DB4PS	USA300HOU_RS09390-MONOMER_mod_mg2(1)
DBTS	USA300HOU_RS13135-MONOMER_mod_mg2(1)
DCMPDA	USA300HOU_RS08470-MONOMER
DCPP	USA300HOU_RS08580-MONOMER_mod_mg2(1)
DCYTD	USA300HOU_RS08365-MONOMER
DCYTt2	USA300HOU_RS02740-MONOMER
DDPA_1	USA300HOU_RS09225-MONOMER
DGDCGTR	USA300HOU_RS05035-MONOMER
DGK1	USA300HOU_RS06075-MONOMER_mod_mg2(1)
DGNSK_1	USA300HOU_RS02920-MONOMER OR USA300HOU_RS02925-MONOMER
DGSNt2	USA300HOU_RS02740-MONOMER
DGUPP	USA300HOU_RS08580-MONOMER_mod_mg2(1)
DHAD1	USA300HOU_RS11060-MONOMER_mod_4fe4s(1)
DHAD2	USA300HOU_RS11060-MONOMER_mod_4fe4s(1)
DHAPT	CPLX2KSB-17
DHDPRy	USA300HOU_RS07110-MONOMER
DHDPS	USA300HOU_RS07105-MONOMER
DHFR	USA300HOU_RS07290-MONOMER
DHFS	USA300HOU_RS08805-MONOMER
DHNAOT_2	USA300HOU_RS05180-MONOMER_mod_mg2(1)
DHNCOAS	USA300HOU_RS05200-MONOMER_mod_hco3(1)
DHNCOAT	USA300HOU_RS06875-MONOMER OR USA300HOU_RS13760-MONOMER
DHNPA2r	USA300HOU_RS02640-MONOMER
DHORD6	USA300HOU_RS14040-MONOMER_mod_fmn(1)
DHORDi	USA300HOU_RS14040-MONOMER_mod_fmn(1)
DHORTS	USA300HOU_RS06035-MONOMER_mod_cobalt2(1)_mod_zn2(1) OR USA300HOU_RS06035-MONOMER_mod_mn2(1)_mod_zn2(1) OR USA300HOU_RS06035-MONOMER_mod_ni2(1)_mod_zn2(1)
DHPPDA	USA300HOU_RS09400-MONOMER
DHPS2	USA300HOU_RS02635-MONOMER_mod_mg2(1)
DHQS_2	USA300HOU_RS07495-MONOMER_mod_cobalt2(1)_mod_nad(1)
DHQTi	USA300HOU_RS04355-MONOMER
DHSQDS	USA300HOU_RS13900-MONOMER
DHSQDS2	USA300HOU_RS13900-MONOMER
DHSQDS3	USA300HOU_RS13900-MONOMER
DHSQS	USA300HOU_RS13905-MONOMER
DHSQSYN	USA300HOU_RS13905-MONOMER
DINSt2	USA300HOU_RS02740-MONOMER
DIPEPabc1	USA300HOU_RS03930-MONOMER
DIPEPabc10	USA300HOU_RS03930-MONOMER
DIPEPabc12	USA300HOU_RS03930-MONOMER
DIPEPabc13	USA300HOU_RS03930-MONOMER
DIPEPabc14	USA300HOU_RS03930-MONOMER
DIPEPabc15	USA300HOU_RS03930-MONOMER
DIPEPabc3	USA300HOU_RS03930-MONOMER
DIPEPabc8	USA300HOU_RS03930-MONOMER
DMATT	USA300HOU_RS08130-MONOMER_mod_mg2(1) OR USA300HOU_RS08130-MONOMER_mod_mn2(1)
DNMPPA	USA300HOU_RS07595-MONOMER
DNTPPA	USA300HOU_RS07595-MONOMER
DPCOAK_1	USA300HOU_RS08945-MONOMER
DPMVD	USA300HOU_RS03090-MONOMER
DPNSPAD	USA300HOU_RS10435-MONOMER
DPNSPAT	USA300HOU_RS13920-MONOMER
DPNSPGT	USA300HOU_RS13910-MONOMER
DPNSPO	USA300HOU_RS13915-MONOMER
DPR	USA300HOU_RS11075-MONOMER_mod_mg2(1) OR USA300HOU_RS14090-MONOMER OR USA300HOU_RS13245-MONOMER
DR1ORx	USA300HOU_RS01330-MONOMER
DR1ORy	USA300HOU_RS01330-MONOMER
DRBK_1	USA300HOU_RS01400-MONOMER_mod_k(1)_mod_mg2(1)
DRIBabc	USA300HOU_RS01405-MONOMER
DRPA	USA300HOU_RS11540-MONOMER OR USA300HOU_RS00730-MONOMER
DSERt2	USA300HOU_RS08990-MONOMER
DTMPK	USA300HOU_RS02455-MONOMER_mod_mg2(1)
DTUPP	USA300HOU_RS08580-MONOMER_mod_mg2(1)
DUCYTP	USA300HOU_RS08580-MONOMER_mod_mg2(1)
DURIK1_1	USA300HOU_RS11440-MONOMER_mod_mg2(1)
DURIPP_1	USA300HOU_RS11545-MONOMER OR USA300HOU_RS00720-MONOMER OR USA300HOU_RS11530-MONOMER
DURIt2	USA300HOU_RS02740-MONOMER
DUTPDP_1	USA300HOU_RS10720-MONOMER
DUUPP	USA300HOU_RS08580-MONOMER_mod_mg2(1)
EAR100y	USA300HOU_RS05010-MONOMER
EAR120y	USA300HOU_RS05010-MONOMER
EAR140y	USA300HOU_RS05010-MONOMER
EAR200x	USA300HOU_RS05010-MONOMER
EAR40y	USA300HOU_RS05010-MONOMER
EAR60y	USA300HOU_RS05010-MONOMER
EAR80y	USA300HOU_RS05010-MONOMER
EGLACPR	USA300HOU_RS05010-MONOMER
ENO	USA300HOU_RS04205-MONOMER_mod_mg2(4)
EPOXQR	USA300HOU_RS09920-MONOMER_mod_adocbl(1) OR USA300HOU_RS09920-MONOMER_mod_4fe4s(2)
FA80ACPHi	USA300HOU_RS08185-MONOMER
FADH2D	CPLX_FADH2D-0 OR CPLX_FADH2D-1
FBA	USA300HOU_RS14125-MONOMER OR USA300HOU_RS11470-MONOMER
FBA2	USA300HOU_RS11470-MONOMER
FBA3	USA300HOU_RS14125-MONOMER OR USA300HOU_RS11470-MONOMER
FBP	USA300HOU_RS13640-MONOMER
FDH	USA300HOU_RS00935-MONOMER
FE2abc	USA300HOU_RS13840-MONOMER OR USA300HOU_RS14010-MONOMER OR CPLX_FE2abc-0 OR CPLX_FE2abc-1
FE3DCITabc	CPLX2KSB-1
FE3t	CPLX_FE3t-0
FECPP3O	USA300HOU_RS03070-MONOMER
FECRMabc	USA300HOU_RS11785-MONOMER OR USA300HOU_RS05160-MONOMER OR CPLX_FECRMabc-0 OR CPLX_FECRMabc-1 OR CPLX_FECRMabc-2
FEROc	USA300HOU_RS11550-MONOMER
FFSD	USA300HOU_RS10990-MONOMER
FGLU_1	USA300HOU_RS12630-MONOMER
FISC	USA300HOU_RS10275-MONOMER
FLVR	USA300HOU_RS13680-MONOMER_mod_fad(1)
FLVRx	USA300HOU_RS01710-MONOMER
FMNAT_1	USA300HOU_RS06410-MONOMER
FMNRx	USA300HOU_RS04740-MONOMER
FMNRx2	USA300HOU_RS01800-MONOMER OR USA300HOU_RS02940-MONOMER
FORMANT	USA300HOU_RS02970-MONOMER
FORt	USA300HOU_RS01620-MONOMER
FRTT	CPLX_GGTT-0
FRUK	USA300HOU_RS03775-MONOMER_mod_mg2(1)
FRUpts	CPLX_FRUpts-0
FTHFCL	USA300HOU_RS08275-MONOMER
FTHFLi	USA300HOU_RS09195-MONOMER
FUM	USA300HOU_RS09890-MONOMER
G1PACT	USA300HOU_RS02555-MONOMER_mod_mg2(1)
G1SAT	USA300HOU_RS08830-MONOMER_mod_pydx5p(1) OR USA300HOU_RS10110-MONOMER
G3PACT	USA300HOU_RS06885-MONOMER
G3PAT140	CPLX_G3PAT140_c-0 OR CPLX_G3PAT140_c-1
G3PAT140_c	CPLX_G3PAT140_c-0 OR CPLX_G3PAT140_c-1
G3PCT_1	USA300HOU_RS03470-MONOMER
G3PD1ir	USA300HOU_RS07540-MONOMER
G3PD2	USA300HOU_RS07540-MONOMER
G3PD4	USA300HOU_RS06550-MONOMER_mod_fad(1)
G6PBDH	USA300HOU_RS08045-MONOMER
G6PDA	USA300HOU_RS02985-MONOMER
G6PI	USA300HOU_RS04775-MONOMER
G6PI3	USA300HOU_RS04775-MONOMER
GALKr	USA300HOU_RS03085-MONOMER
GALTpts	CPLX_GALTpts-0
GALUi	USA300HOU_RS13545-MONOMER
GALpts	CPLX_GALpts-0
GAMpts	CPLX_ACMANApts-0
