Reaction,Complexes
CYSTL,G12WB-3191-MONOMER OR G12WB-2639-MONOMER OR G12WB-2849-MONOMER OR G12WB-2890-MONOMER
HCYSMT,G12WB-3783-MONOMER_mod_zn2(1)_mod_cbl1(1)
ORNR,G12WB-2176-MONOMER OR G12WB-2980-MONOMER OR G12WB-559-MONOMER
A24T,CPLX12WB-37
O45AM,CPLX12WB-23
DOP1,G12WB-553-MONOMER
DOP2,G12WB-553-MONOMER
DHPS2_2,G12WB-1587-MONOMER_mod_mg2(1)
HPPK2,G12WB-1589-MONOMER_mod_mg2(1)
ADCS,CPLX12WB-16_mod_mg2(1)
DHFS,G12WB-3420-MONOMER
ADCL,G12WB-1357-MONOMER OR G12WB-1584-MONOMER_mod_pydx5p(1)
DACL,G12WB-3019-MONOMER OR G12WB-3348-MONOMER
DHPS2,G12WB-1587-MONOMER_mod_mg2(1)
GTPCI,G12WB-1586-MONOMER_mod_zn2(1)
DHNPA2r,G12WB-1588-MONOMER
PMANM,G12WB-2939-MONOMER_mod_mg2(1)
FRUK,G12WB-2423-MONOMER_mod_mg2(1)
r0191,G12WB-3272-MONOMER OR G12WB-3569-MONOMER_mod_mg2(1)
SBTPD,G12WB-879-MONOMER
MAN1PT2,G12WB-2938-MONOMER
A6PAG,G12WB-2391-MONOMER
HEX4,G12WB-2391-MONOMER
FBP,G12WB-1322-MONOMER
TALA,G12WB-2481-MONOMER OR G12WB-2263-MONOMER OR G12WB-3268-MONOMER
HEX7,G12WB-1953-MONOMER
FBA,G12WB-509-MONOMER OR G12WB-3298-MONOMER
A6PAG2,G12WB-2391-MONOMER
FCLPA,G12WB-97-MONOMER OR G12WB-2430-MONOMER
ID6P,G12WB-3272-MONOMER OR G12WB-3569-MONOMER_mod_mg2(1)
FBA3,G12WB-509-MONOMER OR G12WB-3298-MONOMER
PFK_3,G12WB-3272-MONOMER OR G12WB-3569-MONOMER_mod_mg2(1)
DGAK,G12WB-2863-MONOMER
MAN6PI,G12WB-2646-MONOMER
M1PD,G12WB-2483-MONOMER
SBTD_D2,G12WB-602-MONOMER OR G12WB-2475-MONOMER OR G12WB-2670-MONOMER
CD6P,G12WB-3272-MONOMER OR G12WB-3569-MONOMER_mod_mg2(1)
PGK,G12WB-3339-MONOMER
LDH_L,G12WB-2322-MONOMER
HEX1,G12WB-2613-MONOMER OR G12WB-2391-MONOMER
GalMr_2,G12WB-3619-MONOMER
XYLI2,G12WB-3225-MONOMER_mod_mn2(1) OR G12WB-668-MONOMER
TPI,G12WB-3338-MONOMER
ENO,G12WB-3336-MONOMER_mod_mg2(4)
ACS,G12WB-2350-MONOMER
ALCD2x,G12WB-443-MONOMER OR G12WB-3171-MONOMER OR G12WB-3131-MONOMER
PYK,G12WB-3568-MONOMER_mod_mg2(1)_mod_k(1) OR G12WB-3568-MONOMER_mod_mn2(1)_mod_k(1)
OBFOX,G12WB-2838-MONOMER
SPT_syn,G12WB-1109-MONOMER
GCALDD,G12WB-2361-MONOMER
TRSARr,G12WB-2973-MONOMER
GLYCL_copy2,CPLX_GLYCL_copy2-0
TRSARyr,G12WB-2973-MONOMER
FDH,G12WB-3485-MONOMER
GLYCO,G12WB-3028-MONOMER
IG3PS,CPLX12WB-36
PRAMPC,G12WB-1693-MONOMER
HISTDa,G12WB-1719-MONOMER_mod_mn2(1)
PRATPP,G12WB-1693-MONOMER OR G12WB-3678-MONOMER_mod_mg2(1)
HISTP,G12WB-848-MONOMER OR G12WB-1192-MONOMER
ASLP,G12WB-2175-MONOMER_mod_mn2(1) OR G12WB-2175-MONOMER_mod_2fe2s(1)_mod_mn2(1) OR G12WB-2175-MONOMER_mod_4fe4s(1)_mod_mn2(1)
PRMICI,G12WB-1691-MONOMER
ATPPRT,CPLX_ATPPRT-0
HISTDb,G12WB-1719-MONOMER_mod_mn2(1)
HSTPT,G12WB-1688-MONOMER OR G12WB-2355-MONOMER_mod_pydx5p(1) OR G12WB-2656-MONOMER
IGPDH,G12WB-1689-MONOMER_mod_mg2(1) OR G12WB-1689-MONOMER_mod_mn2(1)
L2OA,G12WB-505-MONOMER
H2CT,CPLX12WB-59
H2CD,CPLX_H2CD-0
H2CPD,G12WB-500-MONOMER
ICCT,CPLX12WB-59
DHDPS,G12WB-3165-MONOMER OR G12WB-3390-MONOMER OR G12WB-3392-MONOMER OR G12WB-3813-MONOMER
PYAS,G12WB-3165-MONOMER OR G12WB-3390-MONOMER OR G12WB-3392-MONOMER OR G12WB-3813-MONOMER
SDPDS_2,G12WB-3264-MONOMER OR G12WB-2330-MONOMER OR G12WB-2236-MONOMER
UAAGDS,G12WB-2815-MONOMER
DAPE,G12WB-2747-MONOMER
HICITD,G12WB-942-MONOMER
AACT,G12WB-942-MONOMER
DHDPRy,G12WB-3393-MONOMER OR G12WB-3396-MONOMER
DHDPRx_r,G12WB-3393-MONOMER OR G12WB-3396-MONOMER
THDPS_2,G12WB-3394-MONOMER
DAPDC,G12WB-2203-MONOMER_mod_pydx5p(1) OR G12WB-1955-MONOMER
LYSAM,G12WB-2408-MONOMER
BUTCT2,CPLX_BUTCT2-0
NP1_2,G12WB-1355-MONOMER
NNDPR,G12WB-2520-MONOMER_mod_mg2(1)
NNAM,G12WB-3526-MONOMER
MANpts,CPLX12WB-49 OR CPLX12WB-48 OR CPLX12WB-47 OR CPLX12WB-83 OR CPLX12WB-46 OR CPLX_MANpts-0 OR CPLX_MANpts-1
GLCADpts,CPLX12WB-4 OR CPLX12WB-5 OR CPLX12WB-50 OR CPLX12WB-54 OR CPLX12WB-51
CELLBpts_2,CPLX12WB-81 OR CPLX12WB-82 OR CPLX12WB-6 OR CPLX_CELLBpts_2-0 OR CPLX12WB-85
SUCpts,G12WB-581-MONOMER
MNLpts,CPLX12WB-2
DACHpts,CPLX12WB-86
FRUpts,G12WB-3297-MONOMER OR CPLX12WB-44 OR CPLX12WB-47 OR CPLX12WB-83 OR CPLX12WB-46 OR CPLX_MANpts-0 OR CPLX_MANpts-1 OR CPLX_FRUpts-0
TGTpts,G12WB-3236-MONOMER
SBTpts,CPLX_SBTpts-0 OR CPLX_SBTpts-1
GLCpts,G12WB-493-MONOMER OR G12WB-3290-MONOMER OR G12WB-3288-MONOMER OR G12WB-3259-MONOMER OR CPLX12WB-50
MOHMT,G12WB-1650-MONOMER_mod_mg2(1)
2DHPFALDL,G12WB-1650-MONOMER_mod_mg2(1)
PPCDC,G12WB-2743-MONOMER_mod_fmn(1) OR G12WB-2743-MONOMER_mod_mg2(1)
PANTS,G12WB-1649-MONOMER_mod_mg2(1)_mod_k(1) OR G12WB-1649-MONOMER_mod_mg2(1)_mod_nh4(1) OR G12WB-1649-MONOMER_mod_mn2(1)_mod_k(1) OR G12WB-1649-MONOMER_mod_mn2(1)_mod_nh4(1)
PPNCL3,G12WB-2743-MONOMER_mod_fmn(1) OR G12WB-2743-MONOMER_mod_mg2(1)
PNTK,G12WB-3741-MONOMER
ACPPD,G12WB-1681-MONOMER
HACPS,G12WB-3646-MONOMER_mod_mg2(1) OR G12WB-3646-MONOMER_mod_mn2(1)
DPCOAK,G12WB-1259-MONOMER
PPNCL2,G12WB-2743-MONOMER_mod_fmn(1) OR G12WB-2743-MONOMER_mod_mg2(1)
APNPT,G12WB-3741-MONOMER
ACLS,G12WB-1704-MONOMER
APCPT_1,G12WB-3741-MONOMER
MCOATA_2,G12WB-1312-MONOMER OR G12WB-1182-MONOMER_mod_pan4p(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_ac(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_mal(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_but2e(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_act(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_but(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_3ha(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_egme(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_ogme(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_gme(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_hgme(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_thex2e(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_3ohex(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_hex(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_3hhex(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_pim(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_epme(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_opme(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_pme(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_hpme(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_toct2e(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_3ooct(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_oc(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_3hoct(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_tdec2e(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_cdec3e(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_3odec(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_dca(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_3hdec(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_t3c5ddece(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_3ocddec5e(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_tddec2e(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_cddec5e(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_3oddec(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_3hcddec5e(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_ddca(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_3hddec(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_t3c7mrse(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_3ocmrs7e(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_tde(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_tmrs2e(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_3omrs(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_3hcmrs7e(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_myrs(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_3hmrs(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_t3c9palme(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_3ocpalm9e(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_hde(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_tpalm2e(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_3opalm(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_3hcpalm9e(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_palm(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_3hpalm(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_t3c11vace(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_3ocvac11e(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_toctd2e(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_octe(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_3ooctd(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_3hcvac11e(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_ocdca(1) OR G12WB-1182-MONOMER_mod_pan4p(1)_mod_3hocta(1)
DPR,G12WB-293-MONOMER OR G12WB-1651-MONOMER
PTPATi,G12WB-2713-MONOMER_mod_mg2(1)
GALUi,G12WB-2868-MONOMER OR G12WB-3669-MONOMER
ALTRH,G12WB-3032-MONOMER OR G12WB-3167-MONOMER
XYLK,G12WB-3226-MONOMER_mod_mg2(1)
RBP4E,G12WB-2431-MONOMER_mod_zn2(1)
XYLI1,G12WB-3225-MONOMER_mod_mn2(1) OR G12WB-2863-MONOMER
TKT2,G12WB-2473-MONOMER OR G12WB-2474-MONOMER OR G12WB-3640-MONOMER_mod_thmpp(1)_mod_mn2(1)_mod_mg2(1) OR G12WB-3639-MONOMER
HXAND,G12WB-2225-MONOMER OR G12WB-2224-MONOMER OR CPLX12WB-38 OR G12WB-2239-MONOMER OR G12WB-2240-MONOMER OR CPLX12WB-39 OR G12WB-3343-MONOMER
HXPRT,G12WB-2844-MONOMER OR G12WB-3398-MONOMER
ADPRDP,G12WB-1351-MONOMER
DGK1,G12WB-2745-MONOMER_mod_mg2(1)
XPPT,G12WB-2482-MONOMER
ADK1,G12WB-148-MONOMER_mod_mg2(1)
DGNSK,G12WB-2745-MONOMER_mod_mg2(1)
GLUPRT,G12WB-323-MONOMER_mod_mg2(1)
GNNUC,CPLX-9456
GDPDPK,G12WB-2902-MONOMER_mod_mn2(1) OR G12WB-454-MONOMER
PPGPPDP,G12WB-2902-MONOMER_mod_mn2(1) OR G12WB-454-MONOMER
GUAPRT,G12WB-2844-MONOMER OR G12WB-3398-MONOMER
PRAIS,G12WB-324-MONOMER_mod_k(1)_mod_mg2(1)
PUNP5,G12WB-1355-MONOMER
NTD9,G12WB-303-MONOMER OR G12WB-2692-MONOMER
INSH,CPLX-9456
PUNP2,G12WB-1355-MONOMER
DADK,G12WB-148-MONOMER_mod_mg2(1)
GDTPR,G12WB-3672-MONOMER OR G12WB-454-MONOMER
DADA,G12WB-1891-MONOMER OR G12WB-19-MONOMER_mod_zn2(2)
NTD6,G12WB-2692-MONOMER OR G12WB-303-MONOMER
GK1,G12WB-2745-MONOMER_mod_mg2(1)
GART,G12WB-325-MONOMER
ADSL2r,G12WB-1469-MONOMER
AP3S,G12WB-3738-MONOMER_mod_mg2(6) OR G12WB-3738-MONOMER_mod_lys__L(1)
PRFGS,G12WB-328-MONOMER_mod_mg2(1)
PUNP4,G12WB-1355-MONOMER
ADA,G12WB-1891-MONOMER OR G12WB-19-MONOMER_mod_zn2(2)
IMPC,G12WB-326-MONOMER
GARFT,G12WB-325-MONOMER
ADSL1r,G12WB-1469-MONOMER
GMPS2,G12WB-301-MONOMER_mod_mg2(1)
GUAD,G12WB-1804-MONOMER
RNDR1,CPLX12WB-11 OR G12WB-1395-MONOMER
AICART,G12WB-951-MONOMER
PRASCSi,G12WB-322-MONOMER OR G12WB-601-MONOMER
ADSS,G12WB-3846-MONOMER_mod_mg2(1)
ADPT,G12WB-2903-MONOMER_mod_mg2(1) OR G12WB-2903-MONOMER_mod_mn2(1) OR G12WB-3698-MONOMER
RNTR2_2,G12WB-192-MONOMER
PUNP7,G12WB-1355-MONOMER
PUNP1,G12WB-1355-MONOMER
PRAGSr,G12WB-327-MONOMER_mod_mg2(1)
NTD8,G12WB-2692-MONOMER OR G12WB-303-MONOMER
PUNP3,G12WB-1355-MONOMER
AIRCr,G12WB-321-MONOMER
GMPS,G12WB-301-MONOMER_mod_mg2(1)
RNDR2,CPLX12WB-11 OR G12WB-1395-MONOMER
IMPD,G12WB-2487-MONOMER
GDPDPKE,G12WB-2902-MONOMER_mod_mn2(1) OR G12WB-454-MONOMER
PPGPPDPE,G12WB-2902-MONOMER_mod_mn2(1)
ADNUC,CPLX-9456
ASPCMY,G12WB-289-MONOMER
DCMPDA,G12WB-3657-MONOMER OR G12WB-2044-MONOMER
TRDR,G12WB-1833-MONOMER OR G12WB-2272-MONOMER OR G12WB-2506-MONOMER
PURGL,G12WB-161-MONOMER OR G12WB-1180-MONOMER OR G12WB-2200-MONOMER OR G12WB-2753-MONOMER_mod_mg2(1) OR G12WB-511-MONOMER
CYTD,G12WB-2591-MONOMER
DGTUP,G12WB-669-MONOMER
DTTGY,G12WB-669-MONOMER
ACCOAC,CPLX12WB-18
NAabcO,CPLX_NAabcO-0
OAADC,G12WB-1120-MONOMER_mod_mn2(1) OR G12WB-1120-MONOMER_mod_mg2(1)
PDH,CPLX_PDH-0
LCADi,G12WB-2361-MONOMER
ATPS4r,CPLX_ATPS4r-0 OR CPLX_ATPS4r-1
ACKr,G12WB-1305-MONOMER
PPDK,G12WB-2561-MONOMER OR G12WB-693-MONOMER
PPS,G12WB-693-MONOMER
LDH_D,G12WB-500-MONOMER
MLG,G12WB-1264-MONOMER OR G12WB-2087-MONOMER OR G12WB-782-MONOMER OR G12WB-562-MONOMER
PANO,G12WB-2361-MONOMER
SUCOAACTr,G12WB-2495-MONOMER
SLGH,G12WB-2900-MONOMER
ME1,G12WB-1120-MONOMER_mod_mn2(1) OR G12WB-1120-MONOMER_mod_mg2(1)
MGSA,G12WB-1283-MONOMER
PFL,G12WB-871-MONOMER OR G12WB-1247-MONOMER OR G12WB-3449-MONOMER
HAAOR,G12WB-3477-MONOMER
MCPST,G12WB-1673-MONOMER
RBFK,G12WB-1449-MONOMER
DB4PS,G12WB-1840-MONOMER_mod_mg2(1)
GTPCII2,G12WB-1840-MONOMER_mod_mg2(1)
RBFSa,G12WB-1839-MONOMER
DHPPDA2,G12WB-1842-MONOMER
APRAUR,G12WB-1842-MONOMER
RBFSb,CPLX_RBFSb-0
ADPGLC,G12WB-1911-MONOMER
FFSD_2,G12WB-1952-MONOMER
BGLA,G12WB-928-MONOMER
GLGC,G12WB-990-MONOMER_mod_mg2(1)
SUCR,G12WB-1952-MONOMER
DC6PH,G12WB-3041-MONOMER
6PHBG_2,G12WB-494-MONOMER OR G12WB-3042-MONOMER OR G12WB-3258-MONOMER OR G12WB-3287-MONOMER OR G12WB-3293-MONOMER
MAL6PG,G12WB-1473-MONOMER OR G12WB-972-MONOMER OR G12WB-3221-MONOMER OR G12WB-3293-MONOMER
PGMT_2,G12WB-2344-MONOMER OR G12WB-3291-MONOMER
TRE6PH,G12WB-3252-MONOMER
MPL,G12WB-2343-MONOMER
DXPS,G12WB-1338-MONOMER_mod_thmpp(1)
M45TB,CPLX_M45TB-0 OR CPLX_M45TB-1
TMDPK,G12WB-2730-MONOMER OR G12WB-1346-MONOMER
XYLt,CPLX12WB-53 OR G12WB-86-MONOMER
FE2t,G12WB-1615-MONOMER OR G12WB-1656-MONOMER OR G12WB-3440-MONOMER OR G12WB-1616-MONOMER OR G12WB-1655-MONOMER OR G12WB-3441-MONOMER OR G12WB-1614-MONOMER OR G12WB-1010-MONOMER OR G12WB-1975-MONOMER OR G12WB-2277-MONOMER OR G12WB-2992-MONOMER OR G12WB-3437-MONOMER OR G12WB-3701-MONOMER
BTNTe,G12WB-3137-MONOMER
CDPGt,G12WB-347-MONOMER
COBALTt5,G12WB-1010-MONOMER OR G12WB-1975-MONOMER OR G12WB-2277-MONOMER OR G12WB-2992-MONOMER OR G12WB-3701-MONOMER
NACt,G12WB-2412-MONOMER
ETHAt,G12WB-2068-MONOMER OR G12WB-853-MONOMER
NPHS,G12WB-911-MONOMER
TYRTA,G12WB-191-MONOMER OR G12WB-1474-MONOMER OR G12WB-2988-MONOMER OR G12WB-1688-MONOMER OR G12WB-2355-MONOMER_mod_pydx5p(1)
IPPS,G12WB-1104-MONOMER
ECOAH9ir,G12WB-911-MONOMER
IPMD,G12WB-1107-MONOMER_mod_mg2(1)_mod_mn2(1) OR G12WB-944-MONOMER_mod_mn2(1) OR G12WB-944-MONOMER_mod_mg2(1)
HACD9,G12WB-1313-MONOMER
3MOPDC_2,G12WB-2137-MONOMER
IPPMIb,CPLX12WB-24
PYDXNK,G12WB-1488-MONOMER
MANt2,G12WB-2704-MONOMER
GLCAt2,G12WB-2704-MONOMER
URAt2,G12WB-2751-MONOMER OR G12WB-3346-MONOMER
NAt3_1,G12WB-560-MONOMER OR G12WB-1794-MONOMER OR G12WB-2891-MONOMER OR G12WB-2254-MONOMER OR G12WB-2820-MONOMER
CAt6,G12WB-872-MONOMER
XYLt2,G12WB-2704-MONOMER
GLCNt2r,G12WB-2972-MONOMER OR G12WB-1881-MONOMER
r2136,G12WB-3453-MONOMER OR G12WB-1872-MONOMER
CELBt2,G12WB-2704-MONOMER
MALt3r,G12WB-2279-MONOMER OR G12WB-3334-MONOMER
DDGLCNt2r,G12WB-3169-MONOMER OR G12WB-3030-MONOMER
NAt6,G12WB-3762-MONOMER OR G12WB-2394-MONOMER OR G12WB-2357-MONOMER OR G12WB-791-MONOMER OR G12WB-766-MONOMER OR G12WB-3802-MONOMER
SBTt2,G12WB-2704-MONOMER
MALTt2,G12WB-2704-MONOMER
Kt2r,G12WB-806-MONOMER
CSNt2,G12WB-2896-MONOMER OR G12WB-1860-MONOMER
SUCRt2,G12WB-2704-MONOMER
ABG4t2,G12WB-2995-MONOMER OR G12WB-3262-MONOMER
ARBt2r,G12WB-2704-MONOMER
ACNAMt2,G12WB-2704-MONOMER
XANt2,G12WB-2226-MONOMER OR G12WB-2243-MONOMER OR G12WB-2242-MONOMER
GALt2_3,G12WB-2704-MONOMER
HMR_3951,G12WB-909-MONOMER OR G12WB-2262-MONOMER
XANt3,G12WB-2260-MONOMER
ALAt4,G12WB-1838-MONOMER OR G12WB-2429-MONOMER OR G12WB-2573-MONOMER
GLUt4,G12WB-1890-MONOMER OR G12WB-2696-MONOMER
r1143,G12WB-2696-MONOMER
ACNP,G12WB-2733-MONOMER OR G12WB-1313-MONOMER
H3BT,G12WB-232-MONOMER
B2BO_copy1,G12WB-1311-MONOMER
BMOC,CPLX_BMOC-0
OHO1,G12WB-2733-MONOMER OR G12WB-1313-MONOMER
HT2H,G12WB-232-MONOMER
T2ORX,G12WB-1311-MONOMER
HMCO,CPLX_BMOC-0
O3H3R1,G12WB-2733-MONOMER OR G12WB-1313-MONOMER
H3T2E,G12WB-232-MONOMER
T2ORO,G12WB-2733-MONOMER OR G12WB-1313-MONOMER
OM3O,CPLX_BMOC-0
ODEC1,G12WB-2733-MONOMER OR G12WB-1313-MONOMER
UDGMS,G12WB-25-MONOMER OR G12WB-1479-MONOMER
UDSDM,G12WB-25-MONOMER OR G12WB-1479-MONOMER
UDMGS,G12WB-25-MONOMER OR G12WB-1479-MONOMER
UDMDP,G12WB-25-MONOMER OR G12WB-1479-MONOMER
UMGDS,G12WB-25-MONOMER OR G12WB-1479-MONOMER
UMGSDS,G12WB-25-MONOMER OR G12WB-1479-MONOMER
ALAALAP,G12WB-2806-MONOMER
DHRG,G12WB-2781-MONOMER
DHRG2,G12WB-2781-MONOMER
ETHAAL,CPLX12WB-21
CDHG,G12WB-2291-MONOMER_mod_mg2(1)_mod_k(1)
CTHG,G12WB-2291-MONOMER_mod_mg2(1)_mod_k(1)
COHG,G12WB-2291-MONOMER_mod_mg2(1)_mod_k(1)
CHPHD,G12WB-1462-MONOMER_mod_mg2(1)
CTPTHD,G12WB-1462-MONOMER_mod_mg2(1)
CDCPO,G12WB-1462-MONOMER_mod_mg2(1)
PGHGP,G12WB-297-MONOMER OR G12WB-3578-MONOMER
PGTGM,G12WB-297-MONOMER OR G12WB-3578-MONOMER
PGOSC,G12WB-297-MONOMER OR G12WB-3578-MONOMER
PGHD,G12WB-1309-MONOMER
MGTD,G12WB-1309-MONOMER
SRGO,G12WB-1309-MONOMER
SELP,G12WB-2648-MONOMER
SELPTRN,G12WB-2649-MONOMER OR G12WB-3829-MONOMER
SELNPS,G12WB-2650-MONOMER
