Complex,Complex_compartment,Protein,Protein_compartment,translocase_pathway
G12WB-1886-MONOMER,Plasma_Membrane,CD630_17440(),Plasma_Membrane,s
G12WB-934-MONOMER,Plasma_Membrane,CD630_08240(),Plasma_Membrane,s
G12WB-572-MONOMER,Plasma_Membrane,CD630_04600(),Plasma_Membrane,s
G12WB-1272-MONOMER,Plasma_Membrane,CD630_11420(),Plasma_Membrane,s
G12WB-92-MONOMER,Plasma_Membrane,CD630_00400(),Plasma_Membrane,s
G12WB-3403-MONOMER,Plasma_Membrane,CD630_32360(),Plasma_Membrane,s
G12WB-3212-MONOMER,Plasma_Membrane,CD630_30500(),Plasma_Membrane,s
G12WB-1838-MONOMER,Plasma_Membrane,CD630_16960(),Plasma_Membrane,s
G12WB-2192-MONOMER,Plasma_Membrane,CD630_20432(),Plasma_Membrane,s
G12WB-540-MONOMER,Plasma_Membrane,CD630_04320(),Plasma_Membrane,s
G12WB-1242-MONOMER,Plasma_Membrane,CD630_11150(),Plasma_Membrane,s
G12WB-3198-MONOMER,Plasma_Membrane,CD630_30360(),Plasma_Membrane,s
G12WB-1822-MONOMER,Plasma_Membrane,CD630_16800(),Plasma_Membrane,s
G12WB-3711-MONOMER,Plasma_Membrane,CD630_35300(),Plasma_Membrane,s
G12WB-524-MONOMER,Plasma_Membrane,CD630_04170(),Plasma_Membrane,s
G12WB-2847-MONOMER,Plasma_Membrane,CD630_26940(),Plasma_Membrane,s
G12WB-875-MONOMER,Plasma_Membrane,CD630_07630(),Plasma_Membrane,s
G12WB-3183-MONOMER,Plasma_Membrane,CD630_30190(),Plasma_Membrane,s
G12WB-1459-MONOMER,Plasma_Membrane,CD630_13240(),Plasma_Membrane,s
G12WB-2498-MONOMER,Plasma_Membrane,CD630_23460(),Plasma_Membrane,s
G12WB-860-MONOMER,Plasma_Membrane,CD630_07480(),Plasma_Membrane,s
G12WB-3169-MONOMER,Plasma_Membrane,CD630_30040(),Plasma_Membrane,s
G12WB-1790-MONOMER,Plasma_Membrane,CD630_16510(),Plasma_Membrane,s
G12WB-2149-MONOMER,Plasma_Membrane,CD630_20030(),Plasma_Membrane,s
G12WB-2818-MONOMER,Plasma_Membrane,CD630_26670(),Plasma_Membrane,s
G12WB-3154-MONOMER,Plasma_Membrane,CD630_29890(),Plasma_Membrane,s
G12WB-2469-MONOMER,Plasma_Membrane,CD630_23170(),Plasma_Membrane,s
G12WB-1184-MONOMER,Plasma_Membrane,CD630_10631(),Plasma_Membrane,s
G12WB-2802-MONOMER,Plasma_Membrane,CD630_26510(),Plasma_Membrane,s
G12WB-830-MONOMER,Plasma_Membrane,CD630_07190(),Plasma_Membrane,s
G12WB-1758-MONOMER,Plasma_Membrane,CD630_16190(),Plasma_Membrane,s
G12WB-3653-MONOMER,Plasma_Membrane,CD630_34730(),Plasma_Membrane,s
G12WB-2453-MONOMER,Plasma_Membrane,CD630_22991(),Plasma_Membrane,s
G12WB-2788-MONOMER,Plasma_Membrane,CD630_26370(),Plasma_Membrane,s
G12WB-3125-MONOMER,Plasma_Membrane,CD630_29600(),Plasma_Membrane,s
G12WB-1742-MONOMER,Plasma_Membrane,CD630_16030(),Plasma_Membrane,s
G12WB-2439-MONOMER,Plasma_Membrane,CD630_22860(),Plasma_Membrane,s
G12WB-1726-MONOMER,Plasma_Membrane,CD630_15880(),Plasma_Membrane,s
G12WB-1137-MONOMER,Plasma_Membrane,CD630_10220(),Plasma_Membrane,s
G12WB-2759-MONOMER,Plasma_Membrane,CD630_26020(),Plasma_Membrane,s
G12WB-2071-MONOMER,Plasma_Membrane,CD630_19290(),Plasma_Membrane,s
G12WB-361-MONOMER,Plasma_Membrane,CD630_02570(),Plasma_Membrane,s
G12WB-241-MONOMER,Plasma_Membrane,CD630_01370(),Plasma_Membrane,s
G12WB-773-MONOMER,Plasma_Membrane,CD630_06640(),Plasma_Membrane,s
G12WB-1676-MONOMER,Plasma_Membrane,CD630_15380(),Plasma_Membrane,s
G12WB-425-MONOMER,Plasma_Membrane,CD630_03170(),Plasma_Membrane,s
G12WB-2700-MONOMER,Plasma_Membrane,CD630_25450(),Plasma_Membrane,s
G12WB-1644-MONOMER,Plasma_Membrane,CD630_15080(),Plasma_Membrane,s
G12WB-3546-MONOMER,Plasma_Membrane,CD630_33730(),Plasma_Membrane,s
G12WB-2686-MONOMER,Plasma_Membrane,CD630_25310(),Plasma_Membrane,s
G12WB-3020-MONOMER,Plasma_Membrane,CD630_28600(),Plasma_Membrane,s
G12WB-3531-MONOMER,Plasma_Membrane,CD630_33620(),Plasma_Membrane,s
G12WB-2334-MONOMER,Plasma_Membrane,CD630_21770(),Plasma_Membrane,s
G12WB-1976-MONOMER,Plasma_Membrane,CD630_18311(),Plasma_Membrane,s
G12WB-681-MONOMER,Plasma_Membrane,CD630_05700(),Plasma_Membrane,s
G12WB-2657-MONOMER,Plasma_Membrane,CD630_25030(),Plasma_Membrane,s
G12WB-2992-MONOMER,Plasma_Membrane,CD630_28320(),Plasma_Membrane,s
G12WB-3326-MONOMER,Plasma_Membrane,CD630_31610(),Plasma_Membrane,s
G12WB-2305-MONOMER,Plasma_Membrane,CD630_21490(),Plasma_Membrane,s
G12WB-2641-MONOMER,Plasma_Membrane,CD630_24860(),Plasma_Membrane,s
G12WB-2978-MONOMER,Plasma_Membrane,CD630_28180(),Plasma_Membrane,s
G12WB-2290-MONOMER,Plasma_Membrane,CD630_21340(),Plasma_Membrane,s
G12WB-1004-MONOMER,Plasma_Membrane,CD630_08960(),Plasma_Membrane,s
G12WB-2963-MONOMER,Plasma_Membrane,CD630_28030(),Plasma_Membrane,s
G12WB-3297-MONOMER,Plasma_Membrane,CD630_31340(),Plasma_Membrane,s
G12WB-1572-MONOMER,Plasma_Membrane,CD630_14340(),Plasma_Membrane,s
G12WB-633-MONOMER,Plasma_Membrane,CD630_05200(),Plasma_Membrane,s
G12WB-2612-MONOMER,Plasma_Membrane,CD630_24580(),Plasma_Membrane,s
G12WB-1329-MONOMER,Plasma_Membrane,CD630_11980(),Plasma_Membrane,s
G12WB-3459-MONOMER,Plasma_Membrane,CD630_32920(),Plasma_Membrane,s
G12WB-2261-MONOMER,Plasma_Membrane,CD630_21080(),Plasma_Membrane,s
G12WB-2934-MONOMER,Plasma_Membrane,CD630_27750(),Plasma_Membrane,s
G12WB-3444-MONOMER,Plasma_Membrane,CD630_32770(),Plasma_Membrane,s
G12WB-1899-MONOMER,Plasma_Membrane,CD630_17540(),Plasma_Membrane,s
G12WB-600-MONOMER,Plasma_Membrane,CD630_04880(),Plasma_Membrane,s
G12WB-3253-MONOMER,Plasma_Membrane,CD630_30920(),Plasma_Membrane,s
G12WB-377-MONOMER,Plasma_Membrane,CD630_02720(),Plasma_Membrane,s
G12WB-2568-MONOMER,Plasma_Membrane,CD630_24170(),Plasma_Membrane,s
G12WB-1285-MONOMER,Plasma_Membrane,CD630_11550(),Plasma_Membrane,s
G12WB-2905-MONOMER,Plasma_Membrane,CD630_27470(),Plasma_Membrane,s
G12WB-3239-MONOMER,Plasma_Membrane,CD630_30780(),Plasma_Membrane,s
G12WB-3415-MONOMER,Plasma_Membrane,CD630_32480(),Plasma_Membrane,s
G12WB-569-MONOMER,Plasma_Membrane,CD630_04570(),Plasma_Membrane,s
G12WB-1485-MONOMER,Plasma_Membrane,CD630_13500(),Plasma_Membrane,s
G12WB-3723-MONOMER,Plasma_Membrane,CD630_35420(),Plasma_Membrane,s
G12WB-537-MONOMER,Plasma_Membrane,CD630_04290(),Plasma_Membrane,s
G12WB-888-MONOMER,Plasma_Membrane,CD630_07770(),Plasma_Membrane,s
G12WB-1819-MONOMER,Plasma_Membrane,CD630_16770(),Plasma_Membrane,s
G12WB-521-MONOMER,Plasma_Membrane,CD630_04140(),Plasma_Membrane,s
G12WB-251-MONOMER,Plasma_Membrane,CD630_01470(),Plasma_Membrane,s
G12WB-872-MONOMER,Plasma_Membrane,CD630_07600(),Plasma_Membrane,s
G12WB-3694-MONOMER,Plasma_Membrane,CD630_35130(),Plasma_Membrane,s
G12WB-1210-MONOMER,Plasma_Membrane,CD630_10870(),Plasma_Membrane,s
G12WB-858-MONOMER,Plasma_Membrane,CD630_07460(),Plasma_Membrane,s
G12WB-1787-MONOMER,Plasma_Membrane,CD630_16480(),Plasma_Membrane,s
G12WB-368-MONOMER,Plasma_Membrane,CD630_02640(),Plasma_Membrane,s
G12WB-2480-MONOMER,Plasma_Membrane,CD630_23280(),Plasma_Membrane,s
G12WB-493-MONOMER,Plasma_Membrane,CD630_03880(),Plasma_Membrane,s
G12WB-3151-MONOMER,Plasma_Membrane,CD630_29860(),Plasma_Membrane,s
G12WB-2131-MONOMER,Plasma_Membrane,CD630_19890(),Plasma_Membrane,s
G12WB-477-MONOMER,Plasma_Membrane,CD630_03710(),Plasma_Membrane,s
G12WB-3137-MONOMER,Plasma_Membrane,CD630_29710(),Plasma_Membrane,s
G12WB-1755-MONOMER,Plasma_Membrane,CD630_16160(),Plasma_Membrane,s
G12WB-3650-MONOMER,Plasma_Membrane,CD630_34700(),Plasma_Membrane,s
G12WB-461-MONOMER,Plasma_Membrane,CD630_03541(),Plasma_Membrane,s
G12WB-2100-MONOMER,Plasma_Membrane,CD630_19580(),Plasma_Membrane,s
G12WB-2436-MONOMER,Plasma_Membrane,CD630_22830(),Plasma_Membrane,s
G12WB-1149-MONOMER,Plasma_Membrane,CD630_10340(),Plasma_Membrane,s
G12WB-8-MONOMER,Plasma_Membrane,CD630_00080(),Plasma_Membrane,s
G12WB-2421-MONOMER,Plasma_Membrane,CD630_22660(),Plasma_Membrane,s
G12WB-2068-MONOMER,Plasma_Membrane,CD630_19240(),Plasma_Membrane,s
G12WB-770-MONOMER,Plasma_Membrane,CD630_06610(),Plasma_Membrane,s
G12WB-2724-MONOMER,Plasma_Membrane,CD630_25680(),Plasma_Membrane,s
G12WB-2036-MONOMER,Plasma_Membrane,CD630_18900(),Plasma_Membrane,s
G12WB-739-MONOMER,Plasma_Membrane,CD630_06300(),Plasma_Membrane,s
G12WB-3047-MONOMER,Plasma_Membrane,CD630_28870(),Plasma_Membrane,s
G12WB-2020-MONOMER,Plasma_Membrane,CD630_18730(),Plasma_Membrane,s
G12WB-2360-MONOMER,Plasma_Membrane,CD630_22050(),Plasma_Membrane,s
G12WB-408-MONOMER,Plasma_Membrane,CD630_03020(),Plasma_Membrane,s
G12WB-2698-MONOMER,Plasma_Membrane,CD630_25430(),Plasma_Membrane,s
G12WB-1641-MONOMER,Plasma_Membrane,CD630_15060(),Plasma_Membrane,s
G12WB-3018-MONOMER,Plasma_Membrane,CD630_28580(),Plasma_Membrane,s
G12WB-1627-MONOMER,Plasma_Membrane,CD630_14900(),Plasma_Membrane,s
G12WB-1989-MONOMER,Plasma_Membrane,CD630_18450(),Plasma_Membrane,s
G12WB-694-MONOMER,Plasma_Membrane,CD630_05821(),Plasma_Membrane,s
G12WB-1973-MONOMER,Plasma_Membrane,CD630_18290(),Plasma_Membrane,s
G12WB-2317-MONOMER,Plasma_Membrane,CD630_21600(),Plasma_Membrane,s
G12WB-662-MONOMER,Plasma_Membrane,CD630_05500(),Plasma_Membrane,s
G12WB-2960-MONOMER,Plasma_Membrane,CD630_28000(),Plasma_Membrane,s
G12WB-988-MONOMER,Plasma_Membrane,CD630_08800(),Plasma_Membrane,s
G12WB-3470-MONOMER,Plasma_Membrane,CD630_33030(),Plasma_Membrane,s
G12WB-3810-MONOMER,Plasma_Membrane,CD630_36240(),Plasma_Membrane,s
G12WB-630-MONOMER,Plasma_Membrane,CD630_05170(),Plasma_Membrane,s
G12WB-1326-MONOMER,Plasma_Membrane,CD630_11950(),Plasma_Membrane,s
G12WB-613-MONOMER,Plasma_Membrane,CD630_05010(),Plasma_Membrane,s
G12WB-3441-MONOMER,Plasma_Membrane,CD630_32740(),Plasma_Membrane,s
G12WB-3250-MONOMER,Plasma_Membrane,CD630_30890(),Plasma_Membrane,s
G12WB-3427-MONOMER,Plasma_Membrane,CD630_32590(),Plasma_Membrane,s
G12WB-582-MONOMER,Plasma_Membrane,CD630_04700(),Plasma_Membrane,s
G12WB-1282-MONOMER,Plasma_Membrane,CD630_11520(),Plasma_Membrane,s
G12WB-3236-MONOMER,Plasma_Membrane,CD630_30750(),Plasma_Membrane,s
G12WB-3412-MONOMER,Cell_Wall,CD630_32460(),Cell_Wall,s
G12WB-1267-MONOMER,Plasma_Membrane,CD630_11370(),Plasma_Membrane,s
G12WB-2888-MONOMER,Plasma_Membrane,CD630_27310(),Plasma_Membrane,s
G12WB-3221-MONOMER,Plasma_Membrane,CD630_30600(),Plasma_Membrane,s
G12WB-3192-MONOMER,Plasma_Membrane,CD630_30300(),Plasma_Membrane,s
G12WB-518-MONOMER,Plasma_Membrane,CD630_04120(),Plasma_Membrane,s
G12WB-3691-MONOMER,Plasma_Membrane,CD630_35100(),Plasma_Membrane,s
G12WB-1208-MONOMER,Plasma_Membrane,CD630_10850(),Plasma_Membrane,s
G12WB-3163-MONOMER,Plasma_Membrane,CD630_29980(),Plasma_Membrane,s
G12WB-1784-MONOMER,Plasma_Membrane,CD630_16450(),Plasma_Membrane,s
G12WB-3149-MONOMER,Plasma_Membrane,CD630_29840(),Plasma_Membrane,s
G12WB-1768-MONOMER,Plasma_Membrane,CD630_16290(),Plasma_Membrane,s
G12WB-1752-MONOMER,Cell_Wall,CD630_16130(),Cell_Wall,s
G12WB-3648-MONOMER,Plasma_Membrane,CD630_34680(),Plasma_Membrane,s
G12WB-2448-MONOMER,Plasma_Membrane,CD630_22950(),Plasma_Membrane,s
G12WB-1164-MONOMER,Plasma_Membrane,CD630_10450(),Plasma_Membrane,s
G12WB-2782-MONOMER,Plasma_Membrane,CD630_26310(),Plasma_Membrane,s
G12WB-1394-MONOMER,Plasma_Membrane,CD630_12600(),Plasma_Membrane,s
G12WB-2433-MONOMER,Plasma_Membrane,CD630_22800(),Plasma_Membrane,s
G12WB-1146-MONOMER,Plasma_Membrane,CD630_10310(),Plasma_Membrane,s
G12WB-2768-MONOMER,Plasma_Membrane,CD630_26170(),Plasma_Membrane,s
G12WB-2082-MONOMER,Plasma_Membrane,CD630_19400(),Plasma_Membrane,s
G12WB-2739-MONOMER,Plasma_Membrane,CD630_25830(),Plasma_Membrane,s
G12WB-750-MONOMER,Plasma_Membrane,CD630_06410(),Plasma_Membrane,s
G12WB-1086-MONOMER,Plasma_Membrane,CD630_09700(),Plasma_Membrane,s
G12WB-721-MONOMER,Plasma_Membrane,CD630_06120(),Plasma_Membrane,s
G12WB-3364-MONOMER,Plasma_Membrane,CD630_31980(),Plasma_Membrane,s
G12WB-3540-MONOMER,Plasma_Membrane,CD630_33690(),Plasma_Membrane,s
G12WB-2001-MONOMER,Plasma_Membrane,CD630_18570(),Plasma_Membrane,s
G12WB-389-MONOMER,Plasma_Membrane,CD630_02840(),Plasma_Membrane,s
G12WB-1986-MONOMER,Plasma_Membrane,CD630_18410(),Plasma_Membrane,s
G12WB-3870-MONOMER,Plasma_Membrane,CD630_36780(),Plasma_Membrane,s
G12WB-3335-MONOMER,Plasma_Membrane,CD630_31691(),Plasma_Membrane,s
G12WB-3511-MONOMER,Plasma_Membrane,CD630_33421(),Plasma_Membrane,s
G12WB-2314-MONOMER,Plasma_Membrane,CD630_21570(),Plasma_Membrane,s
G12WB-3837-MONOMER,Plasma_Membrane,CD630_36500(),Plasma_Membrane,s
G12WB-1352-MONOMER,Plasma_Membrane,CD630_12210(),Plasma_Membrane,s
G12WB-2972-MONOMER,Plasma_Membrane,CD630_28120(),Plasma_Membrane,s
G12WB-3822-MONOMER,Plasma_Membrane,CD630_36360(),Plasma_Membrane,s
G12WB-1922-MONOMER,Plasma_Membrane,CD630_17750(),Plasma_Membrane,s
G12WB-626-MONOMER,Plasma_Membrane,CD630_05130(),Plasma_Membrane,s
G12WB-970-MONOMER,Plasma_Membrane,CD630_08620(),Plasma_Membrane,s
G12WB-3453-MONOMER,Plasma_Membrane,CD630_32860(),Plasma_Membrane,s
G12WB-2256-MONOMER,Plasma_Membrane,CD630_21030(),Plasma_Membrane,s
G12WB-3262-MONOMER,Plasma_Membrane,CD630_31000(),Plasma_Membrane,s
G12WB-3439-MONOMER,Plasma_Membrane,CD630_32720(),Plasma_Membrane,s
G12WB-595-MONOMER,Plasma_Membrane,CD630_04830(),Plasma_Membrane,s
G12WB-940-MONOMER,Plasma_Membrane,CD630_08300(),Plasma_Membrane,s
G12WB-1523-MONOMER,Plasma_Membrane,CD630_13850(),Plasma_Membrane,s
G12WB-375-MONOMER,Plasma_Membrane,CD630_02700(),Plasma_Membrane,s
G12WB-2885-MONOMER,Plasma_Membrane,CD630_27280(),Plasma_Membrane,s
G12WB-3395-MONOMER,Plasma_Membrane,CD630_32280(),Plasma_Membrane,s
G12WB-3204-MONOMER,Plasma_Membrane,CD630_30420(),Plasma_Membrane,s
G12WB-1234-MONOMER,Plasma_Membrane,CD630_11070(),Plasma_Membrane,s
G12WB-867-MONOMER,Plasma_Membrane,CD630_07550(),Plasma_Membrane,s
G12WB-3689-MONOMER,Plasma_Membrane,CD630_35080(),Plasma_Membrane,s
G12WB-2824-MONOMER,Plasma_Membrane,CD630_26730(),Plasma_Membrane,s
G12WB-3674-MONOMER,Plasma_Membrane,CD630_34930(),Plasma_Membrane,s
G12WB-1190-MONOMER,Cell_Wall,CD630_10670(),Cell_Wall,s
G12WB-2126-MONOMER,Plasma_Membrane,CD630_19850(),Plasma_Membrane,s
G12WB-366-MONOMER,Plasma_Membrane,CD630_02620(),Plasma_Membrane,s
G12WB-471-MONOMER,Plasma_Membrane,CD630_03650(),Plasma_Membrane,s
G12WB-1749-MONOMER,Plasma_Membrane,CD630_16100(),Plasma_Membrane,s
G12WB-2110-MONOMER,Plasma_Membrane,CD630_19680(),Plasma_Membrane,s
G12WB-2445-MONOMER,Plasma_Membrane,CD630_22920(),Plasma_Membrane,s
G12WB-1143-MONOMER,Plasma_Membrane,CD630_10280(),Plasma_Membrane,s
G12WB-1129-MONOMER,Plasma_Membrane,CD630_10140(),Plasma_Membrane,s
G12WB-436-MONOMER,Plasma_Membrane,CD630_03270(),Plasma_Membrane,s
G12WB-765-MONOMER,Plasma_Membrane,CD630_06560(),Plasma_Membrane,s
G12WB-2046-MONOMER,Plasma_Membrane,CD630_19010(),Plasma_Membrane,s
G12WB-2385-MONOMER,Plasma_Membrane,CD630_22300(),Plasma_Membrane,s
G12WB-1098-MONOMER,Plasma_Membrane,CD630_09830(),Plasma_Membrane,s
G12WB-3056-MONOMER,Plasma_Membrane,CD630_28950(),Plasma_Membrane,s
G12WB-719-MONOMER,Plasma_Membrane,CD630_06100(),Plasma_Membrane,s
G12WB-2692-MONOMER,Plasma_Membrane,CD630_25370(),Plasma_Membrane,s
G12WB-1999-MONOMER,Plasma_Membrane,CD630_18550(),Plasma_Membrane,s
G12WB-703-MONOMER,Plasma_Membrane,CD630_05910(),Plasma_Membrane,s
G12WB-3012-MONOMER,Plasma_Membrane,CD630_28520(),Plasma_Membrane,s
G12WB-1621-MONOMER,Plasma_Membrane,CD630_14840(),Plasma_Membrane,s
G12WB-2999-MONOMER,Plasma_Membrane,CD630_28390(),Plasma_Membrane,s
G12WB-1010-MONOMER,Plasma_Membrane,CD630_09020(),Plasma_Membrane,s
G12WB-297-MONOMER,Plasma_Membrane,CD630_01920(),Plasma_Membrane,s
G12WB-3303-MONOMER,Plasma_Membrane,CD630_31400(),Plasma_Membrane,s
G12WB-2282-MONOMER,Plasma_Membrane,CD630_21260(),Plasma_Membrane,s
G12WB-1564-MONOMER,Plasma_Membrane,CD630_14250(),Plasma_Membrane,s
G12WB-2268-MONOMER,Plasma_Membrane,CD630_21150(),Plasma_Membrane,s
G12WB-1320-MONOMER,Plasma_Membrane,CD630_11890(),Plasma_Membrane,s
G12WB-2940-MONOMER,Plasma_Membrane,CD630_27810(),Plasma_Membrane,s
G12WB-3790-MONOMER,Plasma_Membrane,CD630_36030(),Plasma_Membrane,s
G12WB-2589-MONOMER,Plasma_Membrane,CD630_24360(),Plasma_Membrane,s
G12WB-1890-MONOMER,Plasma_Membrane,CD630_17460(),Plasma_Membrane,s
G12WB-592-MONOMER,Plasma_Membrane,CD630_04800(),Plasma_Membrane,s
G12WB-2574-MONOMER,Plasma_Membrane,CD630_24230(),Plasma_Membrane,s
G12WB-2911-MONOMER,Cell_Wall,CD630_27520(),Cell_Wall,s
G12WB-3761-MONOMER,Plasma_Membrane,CD630_35740(),Plasma_Membrane,s
G12WB-1276-MONOMER,Plasma_Membrane,CD630_11460(),Plasma_Membrane,s
G12WB-3230-MONOMER,Plasma_Membrane,CD630_30690(),Plasma_Membrane,s
G12WB-560-MONOMER,Plasma_Membrane,CD630_04490(),Plasma_Membrane,s
G12WB-1261-MONOMER,Plasma_Membrane,CD630_11310(),Plasma_Membrane,s
G12WB-2882-MONOMER,Plasma_Membrane,CD630_27250(),Plasma_Membrane,s
G12WB-909-MONOMER,Plasma_Membrane,CD630_07980(),Plasma_Membrane,s
G12WB-3216-MONOMER,Plasma_Membrane,CD630_30550(),Plasma_Membrane,s
G12WB-528-MONOMER,Plasma_Membrane,CD630_04200(),Plasma_Membrane,s
G12WB-1462-MONOMER,Plasma_Membrane,CD630_13270(),Plasma_Membrane,s
G12WB-1810-MONOMER,Plasma_Membrane,CD630_16680(),Plasma_Membrane,s
G12WB-2167-MONOMER,Plasma_Membrane,CD630_20190(),Plasma_Membrane,s
G12WB-3700-MONOMER,Plasma_Membrane,CD630_35190(),Plasma_Membrane,s
G12WB-1794-MONOMER,Plasma_Membrane,CD630_16550(),Plasma_Membrane,s
G12WB-2138-MONOMER,Plasma_Membrane,CD630_19940(),Plasma_Membrane,s
G12WB-3671-MONOMER,Plasma_Membrane,CD630_34900(),Plasma_Membrane,s
G12WB-1418-MONOMER,Plasma_Membrane,CD630_12840(),Plasma_Membrane,s
G12WB-2458-MONOMER,Plasma_Membrane,CD630_23050(),Plasma_Membrane,s
G12WB-82-MONOMER,Plasma_Membrane,CD630_00300(),Plasma_Membrane,s
G12WB-2107-MONOMER,Plasma_Membrane,CD630_19650(),Plasma_Membrane,s
G12WB-434-MONOMER,Plasma_Membrane,CD630_03250(),Plasma_Membrane,s
G12WB-1730-MONOMER,Plasma_Membrane,CD630_15920(),Plasma_Membrane,s
G12WB-2092-MONOMER,Plasma_Membrane,CD630_19500(),Plasma_Membrane,s
G12WB-1140-MONOMER,Plasma_Membrane,CD630_10250(),Plasma_Membrane,s
G12WB-791-MONOMER,Plasma_Membrane,CD630_06820(),Plasma_Membrane,s
G12WB-428-MONOMER,Plasma_Membrane,CD630_03190(),Plasma_Membrane,s
G12WB-310-MONOMER,Plasma_Membrane,CD630_02070(),Plasma_Membrane,s
G12WB-777-MONOMER,Plasma_Membrane,CD630_06660(),Plasma_Membrane,s
G12WB-2704-MONOMER,Plasma_Membrane,CD630_25490(),Plasma_Membrane,s
G12WB-355-MONOMER,Plasma_Membrane,CD630_02520(),Plasma_Membrane,s
G12WB-435-MONOMER,Plasma_Membrane,CD630_03260(),Plasma_Membrane,s
G12WB-269-MONOMER,Plasma_Membrane,CD630_01640(),Plasma_Membrane,s
G12WB-1996-MONOMER,Plasma_Membrane,CD630_18520(),Plasma_Membrane,s
G12WB-388-MONOMER,Plasma_Membrane,CD630_02830(),Plasma_Membrane,s
G12WB-2675-MONOMER,Plasma_Membrane,CD630_25200(),Plasma_Membrane,s
G12WB-1619-MONOMER,Plasma_Membrane,CD630_14820(),Plasma_Membrane,s
G12WB-2660-MONOMER,Plasma_Membrane,CD630_25060(),Plasma_Membrane,s
G12WB-1604-MONOMER,Plasma_Membrane,CD630_14670(),Plasma_Membrane,s
G12WB-3506-MONOMER,Plasma_Membrane,CD630_33370(),Plasma_Membrane,s
G12WB-1963-MONOMER,Plasma_Membrane,CD630_18190(),Plasma_Membrane,s
G12WB-2981-MONOMER,Plasma_Membrane,CD630_28200(),Plasma_Membrane,s
G12WB-1008-MONOMER,Plasma_Membrane,CD630_09000(),Plasma_Membrane,s
G12WB-2630-MONOMER,Plasma_Membrane,CD630_24750(),Plasma_Membrane,s
G12WB-1347-MONOMER,Plasma_Membrane,CD630_12160(),Plasma_Membrane,s
G12WB-3300-MONOMER,Plasma_Membrane,CD630_31370(),Plasma_Membrane,s
G12WB-1576-MONOMER,Plasma_Membrane,CD630_14390(),Plasma_Membrane,s
G12WB-3462-MONOMER,Plasma_Membrane,CD630_32950(),Plasma_Membrane,s
G12WB-3802-MONOMER,Plasma_Membrane,CD630_36160(),Plasma_Membrane,s
G12WB-964-MONOMER,Plasma_Membrane,CD630_08540(),Plasma_Membrane,s
G12WB-2586-MONOMER,Plasma_Membrane,CD630_24340(),Plasma_Membrane,s
G12WB-95-MONOMER,Plasma_Membrane,CD630_00430(),Plasma_Membrane,s
G12WB-1532-MONOMER,Plasma_Membrane,CD630_13950(),Plasma_Membrane,s
G12WB-3433-MONOMER,Plasma_Membrane,CD630_32660(),Plasma_Membrane,s
G12WB-2909-MONOMER,Plasma_Membrane,CD630_27500(),Plasma_Membrane,s
G12WB-3242-MONOMER,Plasma_Membrane,CD630_30810(),Plasma_Membrane,s
