Reaction,Complexes
AGM4PA,SYNPCC7942_2360-MONOMER
AGM4PApp,SYNPCC7942_2134-MONOMER
AGM4PCP,SYNPCC7942_1963-MONOMER
AGM4PH,SYNPCC7942_0354-MONOMER
AGMH,SYNPCC7942_0354-MONOMER
AGPAT160,SYNPCC7942_1457-MONOMER
AGPAT161,SYNPCC7942_1457-MONOMER
AGPATACP_HDE_PALM,SYNPCC7942_1457-MONOMER
AGPATACP_OLE_HDE,SYNPCC7942_1457-MONOMER
AGPATACP_OLE_PALM,SYNPCC7942_1457-MONOMER
AGPR,SYNPCC7942_1433-MONOMER
AGTi,SYNPCC7942_2160-MONOMER
AHCi,SYNPCC7942_0618-MONOMER
AHSERL2_1,SYNPCC7942_0370-MONOMER_mod_pydx5p(1)
AICART,SYNPCC7942_0396-MONOMER
AIRC2,SYNPCC7942_1428-MONOMER
AIRC3,SYNPCC7942_0441-MONOMER
ALAALAD,SYNPCC7942_0432-MONOMER
ALAALAabcpp,CPLX_ALAALAabcpp-0
ALAALAr,SYNPCC7942_2375-MONOMER
ALAD_L,SYNPCC7942_1760-MONOMER
ALAGLUE,SYNPCC7942_2373-MONOMER
ALAR,SYNPCC7942_2201-MONOMER
ALATRS,SYNPCC7942_0876-MONOMER_mod_zn2(4)
ALCD1,SYNPCC7942_2285-MONOMER OR SYNPCC7942_1653-MONOMER
ALCD19,SYNPCC7942_2285-MONOMER OR SYNPCC7942_1653-MONOMER
ALDD2y,SYNPCC7942_0489-MONOMER_mod_mg2(1)
ALDDC17,SYNPCC7942_1593-MONOMER
ALDR18,SYNPCC7942_1594-MONOMER
AM3PA,SYNPCC7942_2360-MONOMER
AM4PA,SYNPCC7942_2360-MONOMER
AM4PCP,SYNPCC7942_1963-MONOMER
AMANAPEr,SYNPCC7942_2464-MONOMER
AMAOTr,SYNPCC7942_0031-MONOMER_mod_pydx5p(1)
AMPMS3,SYNPCC7942_1096-MONOMER
AMPTASECG,SYNPCC7942_1136-MONOMER OR SYNPCC7942_1190-MONOMER_mod_zn2(1)
ANHMK,SYNPCC7942_1093-MONOMER_mod_mg2(1)
ANPRT,SYNPCC7942_2123-MONOMER
ANS,CPLX490-3582
ANS2,CPLX490-3582
AOXSr2,SYNPCC7942_0027-MONOMER
ARD,SYNPCC7942_0608-MONOMER
ARGDC,SYNPCC7942_1037-MONOMER_mod_mg2(1)_mod_pydx5p(4)
ARGDHpp,SYNPCC7942_0946-MONOMER
ARGOXRum,SYNPCC7942_0369-MONOMER
ARGSL,SYNPCC7942_2475-MONOMER
ARGSS,SYNPCC7942_0009-MONOMER_mod_mg2(1)
ARGTRS,SYNPCC7942_1577-MONOMER_mod_mg2(1)
ARGabcpp,CPLX490-3633
ASAD,SYNPCC7942_1848-MONOMER
ASNN,SYNPCC7942_0166-MONOMER
ASNS1,CPLX_ASNS1-0
ASNTRS,SYNPCC7942_0830-MONOMER
ASP1DC,SYNPCC7942_2310-MONOMER
ASPCT,CPLX_ASPCT-0
ASPK,SYNPCC7942_1001-MONOMER
ASPO5,SYNPCC7942_1881-MONOMER_mod_fad(1)
ASPO6,SYNPCC7942_1881-MONOMER_mod_fad(1)
ASPOb,SYNPCC7942_1881-MONOMER_mod_fad(1)
ASPTA,SYNPCC7942_2545-MONOMER
ASPTRS,SYNPCC7942_1313-MONOMER
ATPPRT,CPLX_ATPPRT-0
ATPSum,CPLX_ATPSum-0
BACCL,SYNPCC7942_0345-MONOMER
BCAROHX,SYNPCC7942_2439-MONOMER
BCAROHX2,SYNPCC7942_2439-MONOMER
BCT1_syn,CPLX490-3492
BIOMASS_DNA,CPLX_BIOMASS_DNA-0
BPNT,SYNPCC7942_0173-MONOMER_mod_mg2(1) OR SYNPCC7942_0965-MONOMER
BPNT2,SYNPCC7942_0173-MONOMER_mod_mg2(1) OR SYNPCC7942_0965-MONOMER
BTNPL2,SYNPCC7942_0345-MONOMER
BTS6,CPLX_BTS6-0
CA2abcpp,SYNPCC7942_1082-MONOMER
CA2t2pp,SYNPCC7942_0023-MONOMER
CAT,SYNPCC7942_1656-MONOMER_mod_pheme(1)
CBFCum,CPLX_CBFCum-0
CBPS,CPLX490-16_mod_mg2(1) OR CPLX490-16_mod_mn2(1) OR CPLX490-16_mod_cobalt2(1) OR CPLX490-16_mod_cd2(1) OR CPLX490-16_mod_zn2(1)
CCGS,SYNPCC7942_1333-MONOMER
CDGR,SYNPCC7942_1844-MONOMER
CDGS,SYNPCC7942_1332-MONOMER
CDPDAGS_OLE_PALM,SYNPCC7942_0394-MONOMER
CDPGLC46DH,SYNPCC7942_0061-MONOMER
CDPMEK,SYNPCC7942_0310-MONOMER_mod_mg2(1)
CELLSYN,CPLX_CELLSYN-0
CHORM,SYNPCC7942_1915-MONOMER
CHORS,SYNPCC7942_0212-MONOMER_mod_fmnh2(1) OR SYNPCC7942_0212-MONOMER_mod_fadh2(1)
CHPHYS,SYNPCC7942_2084-MONOMER
CHRPL,SYNPCC7942_0091-MONOMER
CITCIa,CPLX490-68
CITCIb,CPLX490-68
CITMS,SYNPCC7942_0428-MONOMER OR SYNPCC7942_1410-MONOMER
CLt3_1pp,CPLX_CLt3_1pp-0
CMPA_1,SYNPCC7942_2145-MONOMER
COCHL_1,CPLX_COCHL_1-0
CPH4S,SYNPCC7942_1953-MONOMER
CPPPGO,SYNPCC7942_0674-MONOMER_mod_mn2(1)
CPPPGO2,SYNPCC7942_2382-MONOMER
CS,SYNPCC7942_0612-MONOMER
CTPS2,SYNPCC7942_1954-MONOMER_mod_mg2(1)
CUabcpp,SYNPCC7942_1570-MONOMER OR SYNPCC7942_2317-MONOMER
CXANHX,SYNPCC7942_0680-MONOMER
CYNL,SYNPCC7942_2104-MONOMER
CYNTtabcpp,CPLX_CYNTtabcpp-0
CYOOum,CPLX490-70
CYRDAAT,SYNPCC7942_0957-MONOMER OR SYNPCC7942_1072-MONOMER OR SYNPCC7942_1386-MONOMER
CYSDES,CPLX_CYSDES-0
CYSS_2,SYNPCC7942_0171-MONOMER OR SYNPCC7942_B2623-MONOMER OR SYNPCC7942_B2664-MONOMER OR SYNPCC7942_1466-MONOMER_mod_pydx5p(2)
CYSTRS,SYNPCC7942_1662-MONOMER_mod_zn2(1)
CYTBD4cm,CPLX490-3618
CYTBD4um,CPLX490-3618
CYTK1,SYNPCC7942_1151-MONOMER_mod_mg2(1)_mod_k(1) OR SYNPCC7942_1151-MONOMER_mod_mg2(1)_mod_nh4(1) OR SYNPCC7942_1151-MONOMER_mod_mn2(1)_mod_k(1) OR SYNPCC7942_1151-MONOMER_mod_mn2(1)_mod_nh4(1)
Cobalt2abcppI,CPLX_Cobalt2abcppI-0
DADK,SYNPCC7942_2213-MONOMER_mod_mg2(1)
DAGK160,SYNPCC7942_0401-MONOMER
DAGK161,SYNPCC7942_0401-MONOMER
DAGK_HDE_PALM,SYNPCC7942_0401-MONOMER
DAGK_OLE_HDE,SYNPCC7942_0401-MONOMER
DAGK_OLE_PALM,SYNPCC7942_0401-MONOMER
DALAabcpp,CPLX_ALAALAabcpp-0
DAPDC,SYNPCC7942_0262-MONOMER_mod_pydx5p(1)
DAPE,SYNPCC7942_1927-MONOMER
DB4PS,SYNPCC7942_1432-MONOMER_mod_mg2(1)
DBTS,SYNPCC7942_0030-MONOMER_mod_mg2(1)
DCTPD,SYNPCC7942_0717-MONOMER
DCTPD2,SYNPCC7942_1900-MONOMER
DDPA,SYNPCC7942_2501-MONOMER_mod_fe2(2)
DDPGA,SYNPCC7942_0017-MONOMER
DESAT16a,SYNPCC7942_2561-MONOMER
DESAT18a,SYNPCC7942_2561-MONOMER
DGDGS_HDE_HDE,SYNPCC7942_0986-MONOMER
DGDGS_HDE_PALM,SYNPCC7942_0986-MONOMER
DGDGS_OLE_HDE,SYNPCC7942_0986-MONOMER
DGDGS_OLE_PALM,SYNPCC7942_0986-MONOMER
DHAD1,SYNPCC7942_0626-MONOMER_mod_4fe4s(1)
DHAD2,SYNPCC7942_0626-MONOMER_mod_4fe4s(1)
DHFR,SYNPCC7942_1186-MONOMER
DHFS,SYNPCC7942_0944-MONOMER
DHNANT,CPLX_DHNANT-0
DHNCOAS,SYNPCC7942_0597-MONOMER_mod_hco3(1)
DHNCOAT,SYNPCC7942_1744-MONOMER
DHNPA_1,SYNPCC7942_0040-MONOMER
DHORD3um,SYNPCC7942_0290-MONOMER_mod_fmn(1)
DHORTS,SYNPCC7942_0488-MONOMER_mod_cobalt2(1)_mod_zn2(1) OR SYNPCC7942_0488-MONOMER_mod_mn2(1)_mod_zn2(1) OR SYNPCC7942_0488-MONOMER_mod_ni2(1)_mod_zn2(1)
DHPPDA,SYNPCC7942_0203-MONOMER
DHQS,SYNPCC7942_0525-MONOMER_mod_cobalt2(1)_mod_nad(1)
DHQTi,SYNPCC7942_0915-MONOMER
DMATT,SYNPCC7942_0776-MONOMER_mod_mg2(1) OR SYNPCC7942_0776-MONOMER_mod_mn2(1)
DMBZIDS2,SYNPCC7942_2008-MONOMER OR SYNPCC7942_1659-MONOMER_mod_fad(1)
DMPPS_syn,SYNPCC7942_0073-MONOMER_mod_nadph(1)_mod_nadh(1)_mod_fad(1)_mod_cobalt2(1)
DMTPHT,SYNPCC7942_1099-MONOMER
DNAMTn2r,SYNPCC7942_2460-MONOMER
DPCOAK,SYNPCC7942_0273-MONOMER
DPOR,CPLX490-10
DPR,SYNPCC7942_1552-MONOMER_mod_mg2(1)
DTMPK,SYNPCC7942_0093-MONOMER_mod_mg2(1)
DVOCHR_1,SYNPCC7942_1359-MONOMER
DXPRIi,SYNPCC7942_1513-MONOMER_mod_mn2(1) OR SYNPCC7942_1513-MONOMER_mod_cobalt2(1) OR SYNPCC7942_1513-MONOMER_mod_mg2(1)
DXPS,SYNPCC7942_0430-MONOMER_mod_thmpp(1)
DXYTST,SYNPCC7942_0576-MONOMER
E4PD,SYNPCC7942_0245-MONOMER OR SYNPCC7942_1939-MONOMER
EAR100y,SYNPCC7942_0126-MONOMER
EAR120y,SYNPCC7942_0126-MONOMER
EAR140y,SYNPCC7942_0126-MONOMER
EAR160y,SYNPCC7942_0126-MONOMER
EAR180y,SYNPCC7942_0126-MONOMER
EAR40y,SYNPCC7942_0126-MONOMER
EAR60y,SYNPCC7942_0126-MONOMER
EAR80y,SYNPCC7942_0126-MONOMER
EGMEACPR,SYNPCC7942_0126-MONOMER
EHGLAT,SYNPCC7942_2545-MONOMER
ENO,SYNPCC7942_0639-MONOMER_mod_mg2(4)
ENOPH,SYNPCC7942_1994-MONOMER
EPMEACPR,SYNPCC7942_0126-MONOMER
EPXQR,SYNPCC7942_0530-MONOMER_mod_adocbl(1) OR SYNPCC7942_0530-MONOMER_mod_4fe4s(2)
ERTHMMOR,SYNPCC7942_1505-MONOMER_mod_mg2(1)_mod_mn2(1)
ETCPC,CPLX_ETCPC-0
FALDH2,SYNPCC7942_0459-MONOMER_mod_zn2(1)
FBA,SYNPCC7942_1443-MONOMER
FBA3,SYNPCC7942_1443-MONOMER
FBP,SYNPCC7942_0505-MONOMER_mod_mn2(1) OR CPLX490-3499_mod_mg2(1)
FCLT,SYNPCC7942_0137-MONOMER
FDH6,SYNPCC7942_2387-MONOMER
FE3abcpp,CPLX_FE3abcpp-0 OR CPLX_FE3abcpp-1
FMETTRS,SYNPCC7942_2110-MONOMER_mod_mg2(1)_mod_k(1)
FMNRy_1,SYNPCC7942_0543-MONOMER
FNOR_1,SYNPCC7942_0978-MONOMER
FOLD3,SYNPCC7942_2303-MONOMER_mod_mg2(1)
FRTT,SYNPCC7942_0776-MONOMER_mod_mg2(1) OR SYNPCC7942_0776-MONOMER_mod_mn2(1)
FTHFD,SYNPCC7942_1008-MONOMER
FUM,SYNPCC7942_1007-MONOMER
G1PACT,SYNPCC7942_0288-MONOMER_mod_mg2(1)
G1PCTYT,SYNPCC7942_0062-MONOMER
G1PTT,SYNPCC7942_2101-MONOMER_mod_mg2(1)
G1SAT,SYNPCC7942_0645-MONOMER_mod_pydx5p(1)
G3PAT160,CPLX_G3PAT160-0
G3PAT161,CPLX_G3PAT160-0
G3PAT1819Z_1,CPLX_G3PAT160-0
G3PD2,SYNPCC7942_2522-MONOMER
G5SD,SYNPCC7942_2243-MONOMER OR SYNPCC7942_2265-MONOMER
G6PDA,SYNPCC7942_1103-MONOMER
G6PDH2r,SYNPCC7942_2334-MONOMER
GALUi,SYNPCC7942_1973-MONOMER
GAPD,SYNPCC7942_0245-MONOMER OR SYNPCC7942_1939-MONOMER
GAPDi_nadp,SYNPCC7942_1742-MONOMER
GARFT,SYNPCC7942_0958-MONOMER
GART,SYNPCC7942_0588-MONOMER_mod_mg2(1)
GCALDDy,SYNPCC7942_0489-MONOMER_mod_mg2(1)
GCATENEC,SYNPCC7942_2062-MONOMER
GF6PTA,SYNPCC7942_0534-MONOMER
GFUCS,SYNPCC7942_1700-MONOMER
GGCLUT2,SYNPCC7942_1135-MONOMER
GGDPR,SYNPCC7942_0385-MONOMER
GHMT2r,SYNPCC7942_0282-MONOMER
GK1,SYNPCC7942_1191-MONOMER_mod_mg2(1)
GLCBRAN3,SYNPCC7942_1085-MONOMER OR SYNPCC7942_1889-MONOMER
GLCDBRAN3,CPLX_GLCDBRAN3-0
GLCP2_1,SYNPCC7942_0244-MONOMER_mod_pydx5p(1)
GLCS3,SYNPCC7942_2518-MONOMER
GLGC,SYNPCC7942_0603-MONOMER_mod_mg2(1)
GLNS,SYNPCC7942_0169-MONOMER OR SYNPCC7942_2296-MONOMER OR CPLX490-3598_mod_mn2(1)
GLNTRS,CPLX_GLNTRS-0
GLNabcpp,CPLX490-3633
GLU5K,SYNPCC7942_2197-MONOMER_mod_mg2(1)
GLUCYS,SYNPCC7942_2253-MONOMER
GLUDGE_HDE_HDE,SYNPCC7942_0861-MONOMER
GLUDGE_HDE_PALM,SYNPCC7942_0861-MONOMER
GLUDGE_OLE_HDE,SYNPCC7942_0861-MONOMER
GLUDGE_OLE_PALM,SYNPCC7942_0861-MONOMER
GLUDGS_HDE_HDE,SYNPCC7942_1083-MONOMER
GLUDGS_HDE_PALM,SYNPCC7942_1083-MONOMER
GLUDGS_OLE_HDE,SYNPCC7942_1083-MONOMER
GLUDGS_OLE_PALM,SYNPCC7942_1083-MONOMER
GLUPRT,SYNPCC7942_0004-MONOMER_mod_mg2(1)
GLUR,SYNPCC7942_2361-MONOMER
GLUSfx,SYNPCC7942_0890-MONOMER
GLUTRR,SYNPCC7942_0504-MONOMER
GLUTRS,SYNPCC7942_2393-MONOMER_mod_mg2(1)_mod_zn2(1)
GLYALDDy,SYNPCC7942_0489-MONOMER_mod_mg2(1)
GLYCK,SYNPCC7942_0996-MONOMER
GLYCL,CPLX490-3614
GLYCLTDx,CPLX490-25 OR SYNPCC7942_0567-MONOMER
GLYCOX1,SYNPCC7942_2406-MONOMER
GLYCOX2,SYNPCC7942_2406-MONOMER
GLYDHDA,SYNPCC7942_1760-MONOMER
GLYOX,SYNPCC7942_0937-MONOMER OR SYNPCC7942_1403-MONOMER_mod_zn2(1)
GLYOX_1,SYNPCC7942_0638-MONOMER_mod_ni2(1)
GLYTRS,CPLX490-33
GMAND,SYNPCC7942_1342-MONOMER_mod_nadp(1)
GMPS2,SYNPCC7942_0189-MONOMER_mod_mg2(1)
GND,SYNPCC7942_0039-MONOMER
GRTT,SYNPCC7942_0776-MONOMER_mod_mg2(1) OR SYNPCC7942_0776-MONOMER_mod_mn2(1)
GTHOr,SYNPCC7942_0842-MONOMER_mod_fad(1)
GTHPi,SYNPCC7942_1214-MONOMER
GTHRDH_syn,SYNPCC7942_0185-MONOMER OR SYNPCC7942_B2624-MONOMER
GTHS,SYNPCC7942_2324-MONOMER_mod_mg2(1)
GTPCI,SYNPCC7942_1597-MONOMER_mod_zn2(1)
GTPCII,SYNPCC7942_1432-MONOMER_mod_mg2(1)
H2CO3_NAt_syn,SYNPCC7942_1475-MONOMER
H4THDPR,SYNPCC7942_2136-MONOMER
H4THDPS,SYNPCC7942_1847-MONOMER
HBZNPT,SYNPCC7942_1964-MONOMER_mod_mg2(1)
HCO3E_1_cx,CPLX_HCO3E_1_cx-0
HEMEAS_1,SYNPCC7942_2601-MONOMER
HEMEOS,SYNPCC7942_2600-MONOMER_mod_mg2(1) OR SYNPCC7942_2600-MONOMER_mod_ca2(1)
HEX1,SYNPCC7942_0221-MONOMER
HEX7,SYNPCC7942_0116-MONOMER
HGYDAS,SYNPCC7942_1855-MONOMER
HISTDa,SYNPCC7942_1519-MONOMER_mod_mn2(1)
HISTDb,SYNPCC7942_1519-MONOMER_mod_mn2(1)
HISTRS,SYNPCC7942_2263-MONOMER_mod_mg2(4)
HMBS,SYNPCC7942_0967-MONOMER_mod_dpm(1)
HOXGfx,SYNPCC7942_1858-MONOMER
HPPK,SYNPCC7942_2272-MONOMER_mod_mg2(1)
HPROb,SYNPCC7942_2058-MONOMER
HPYRRy,SYNPCC7942_1857-MONOMER
HSDy,SYNPCC7942_2090-MONOMER
HSERTA,SYNPCC7942_1714-MONOMER OR SYNPCC7942_0371-MONOMER
HSK,SYNPCC7942_1440-MONOMER_mod_k(1)_mod_mg2(1)
HSTPT,SYNPCC7942_1030-MONOMER_mod_pydx5p(1)
HTHRPDH,SYNPCC7942_0804-MONOMER
ICDHyr,SYNPCC7942_1719-MONOMER_mod_mn2(1) OR SYNPCC7942_1719-MONOMER_mod_mg2(1)
ICHORS,SYNPCC7942_2188-MONOMER_mod_mg2(1)
ICLIPAS,CPLX_ICLIPAS-0
ICLIPAabcpp,SYNPCC7942_0082-MONOMER_mod_mg2(1)
IG3PS,CPLX490-103
IGPDH,SYNPCC7942_0125-MONOMER_mod_mg2(1) OR SYNPCC7942_0125-MONOMER_mod_mn2(1)
IGPS,SYNPCC7942_1197-MONOMER
ILETA,SYNPCC7942_1029-MONOMER_mod_pydx5p(6) OR SYNPCC7942_1029-MONOMER_mod_pydx5p(1)
ILETRS,SYNPCC7942_2437-MONOMER_mod_zn2(2)
IMPC,SYNPCC7942_0396-MONOMER
IMPD,SYNPCC7942_1831-MONOMER
IPDDI,SYNPCC7942_1933-MONOMER
IPDPS_syn,SYNPCC7942_0073-MONOMER_mod_nadph(1)_mod_nadh(1)_mod_fad(1)_mod_cobalt2(1)
IPMD,SYNPCC7942_1505-MONOMER_mod_mg2(1)_mod_mn2(1)
IPPMIa,CPLX490-68
IPPMIb,CPLX490-68
IPPS,SYNPCC7942_0428-MONOMER
KARA1,SYNPCC7942_1552-MONOMER_mod_mg2(1)
KARI_1,SYNPCC7942_1552-MONOMER_mod_mg2(1)
KARI_23dhmp_1,SYNPCC7942_1552-MONOMER_mod_mg2(1)
KAS14,SYNPCC7942_0537-MONOMER
KAS15,SYNPCC7942_1455-MONOMER
KDOCT2,SYNPCC7942_2290-MONOMER_mod_mg2(1)
KDOPP,SYNPCC7942_2288-MONOMER_mod_mg2(1)
KDOPS,SYNPCC7942_2289-MONOMER
Kabcpp,CPLX_Kabcpp-0
Ktu,SYNPCC7942_1233-MONOMER
LADGMDH,SYNPCC7942_1581-MONOMER
LDAPAT,SYNPCC7942_0853-MONOMER
LDH_D,SYNPCC7942_1347-MONOMER
LEUTA,SYNPCC7942_1029-MONOMER_mod_pydx5p(6) OR SYNPCC7942_1029-MONOMER_mod_pydx5p(1)
LEUTRS,SYNPCC7942_1920-MONOMER
LEUabcpp,CPLX_LEUabcpp-0
LIPAMPL_1,SYNPCC7942_1411-MONOMER
LIPATPT_1,SYNPCC7942_1411-MONOMER
LIPOCT,SYNPCC7942_0542-MONOMER_mod_4fe4s(2) OR SYNPCC7942_1507-MONOMER
LIPOS2,CPLX_LIPOS2-0
LPADSS2,SYNPCC7942_0932-MONOMER
LPOR,SYNPCC7942_2503-MONOMER
LTHRK,SYNPCC7942_1294-MONOMER OR SYNPCC7942_0600-MONOMER OR SYNPCC7942_0780-MONOMER OR SYNPCC7942_1111-MONOMER OR SYNPCC7942_1121-MONOMER
LYCOPC,SYNPCC7942_2062-MONOMER
LYSTRS,SYNPCC7942_2415-MONOMER
MALCOAMT,SYNPCC7942_0029-MONOMER
MAN1PT,SYNPCC7942_1608-MONOMER
MAN6PI,SYNPCC7942_1608-MONOMER
MCOATA,SYNPCC7942_1456-MONOMER
MCTP1App,SYNPCC7942_0482-MONOMER OR SYNPCC7942_0580-MONOMER
MCTP1Bpp,SYNPCC7942_0482-MONOMER OR SYNPCC7942_0580-MONOMER
MCTP2App,SYNPCC7942_0482-MONOMER OR SYNPCC7942_0580-MONOMER
MDDCP1pp,SYNPCC7942_1672-MONOMER OR SYNPCC7942_1934-MONOMER
MDDCP2pp,SYNPCC7942_1672-MONOMER OR SYNPCC7942_1934-MONOMER
MDDCP3pp,SYNPCC7942_1672-MONOMER OR SYNPCC7942_1934-MONOMER
MDDCP4pp,SYNPCC7942_1672-MONOMER OR SYNPCC7942_1934-MONOMER
MDDCP5pp,SYNPCC7942_1672-MONOMER OR SYNPCC7942_1934-MONOMER
MDDEP1pp,SYNPCC7942_0138-MONOMER OR SYNPCC7942_0344-MONOMER OR SYNPCC7942_1934-MONOMER
MDDEP2pp,SYNPCC7942_0138-MONOMER OR SYNPCC7942_0344-MONOMER OR SYNPCC7942_1934-MONOMER
MDDEP3pp,SYNPCC7942_0138-MONOMER OR SYNPCC7942_0344-MONOMER OR SYNPCC7942_1934-MONOMER
MDDEP4pp,SYNPCC7942_0138-MONOMER OR SYNPCC7942_0344-MONOMER OR SYNPCC7942_1934-MONOMER
MDRPD,SYNPCC7942_1993-MONOMER
ME2,SYNPCC7942_1297-MONOMER_mod_mn2(1) OR SYNPCC7942_1297-MONOMER_mod_mg2(1)
MECDPDHf,SYNPCC7942_0713-MONOMER_mod_mn2(1)
MECDPS,SYNPCC7942_1170-MONOMER_mod_mn2(1)
MEHLER_1,CPLX_MEHLER_1-0
MEPCT,SYNPCC7942_0681-MONOMER_mod_mg2(1) OR SYNPCC7942_0681-MONOMER_mod_mn2(1) OR SYNPCC7942_0681-MONOMER_mod_cobalt2(1)
