TU_id,replicon,genes,start,stop,tss,strand,rho_dependent,rnapol
TU490-3652_from_SYNPCC7942_0649-MONOMER,NC_007604.1,SYNPCC7942_RS01500,290394,291227,,+,True,SYNPCC7942_0649-MONOMER
TU490-5135_from_SYNPCC7942_0649-MONOMER,NC_007604.1,SYNPCC7942_RS10470,2140803,2141804,,+,True,SYNPCC7942_0649-MONOMER
TU490-4020_from_SYNPCC7942_0649-MONOMER,NC_007604.1,SYNPCC7942_RS04640,909440,909643,,-,True,SYNPCC7942_0649-MONOMER
TU490-4385_from_SYNPCC7942_0649-MONOMER,NC_007604.1,SYNPCC7942_RS07745,1565391,1566290,,+,True,SYNPCC7942_0649-MONOMER
TU490-4753_from_SYNPCC7942_0649-MONOMER,"NC_007604.1,NC_007604.1","SYNPCC7942_RS10735,SYNPCC7942_RS10730",2197290,2199594,,-,True,SYNPCC7942_0649-MONOMER
TU490-3636_from_SYNPCC7942_0649-MONOMER,"NC_007604.1,NC_007604.1","SYNPCC7942_RS01345,SYNPCC7942_RS01340",260700,262372,,+,True,SYNPCC7942_0649-MONOMER
TU490-5119_from_SYNPCC7942_0649-MONOMER,NC_007604.1,SYNPCC7942_RS10880,2226959,2228170,,+,True,SYNPCC7942_0649-MONOMER
TU490-4004_from_SYNPCC7942_0649-MONOMER,"NC_007604.1,NC_007604.1","SYNPCC7942_RS04510,SYNPCC7942_RS04505",874390,877956,,-,True,SYNPCC7942_0649-MONOMER
TU490-4369_from_SYNPCC7942_0649-MONOMER,NC_007604.1,SYNPCC7942_RS07600,1536986,1537594,,+,True,SYNPCC7942_0649-MONOMER
TU490-4737_from_SYNPCC7942_0649-MONOMER,NC_007604.1,SYNPCC7942_RS10585,2168002,2168316,,+,True,SYNPCC7942_0649-MONOMER
TU490-3620_from_SYNPCC7942_0649-MONOMER,NC_007604.1,SYNPCC7942_RS01185,229629,230054,,-,True,SYNPCC7942_0649-MONOMER
TU490-5103_from_SYNPCC7942_0649-MONOMER,NC_007604.1,SYNPCC7942_RS11590,2349235,2350167,,-,True,SYNPCC7942_0649-MONOMER
TU490-3988_from_SYNPCC7942_0649-MONOMER,NC_007604.1,SYNPCC7942_RS04385,845822,846409,,-,True,SYNPCC7942_0649-MONOMER
TU490-4353_from_SYNPCC7942_0649-MONOMER,"NC_007604.1,NC_007604.1,NC_007604.1","SYNPCC7942_RS07455,SYNPCC7942_RS07450,SYNPCC7942_RS07445",1508394,1510982,,+,True,SYNPCC7942_0649-MONOMER
TU490-4721_from_SYNPCC7942_0649-MONOMER,"NC_007604.1,NC_007604.1","SYNPCC7942_RS10455,SYNPCC7942_RS10450",2137504,2138463,,-,True,SYNPCC7942_0649-MONOMER
TU490-3604_from_SYNPCC7942_0649-MONOMER,NC_007604.1,SYNPCC7942_RS01055,209056,211827,,+,True,SYNPCC7942_0649-MONOMER
