Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
HP_RS03695-MONOMER	Inner_Membrane	HP0758()	Inner_Membrane	s
HP_RS05725-MONOMER	Membrane	HP1165()	Membrane	s
HP_RS03525-MONOMER	Inner_Membrane	HP0724()	Inner_Membrane	s
HP_RS05550-MONOMER	Inner_Membrane	HP1130()	Inner_Membrane	s
HP_RS01345-MONOMER	Membrane	HP0273()	Membrane	s
HP_RS07365-MONOMER	Inner_Membrane	HP1487()	Inner_Membrane	s
HP_RS01260-MONOMER	Inner_Membrane	HP0256()	Inner_Membrane	s
HP_RS03255-MONOMER	Membrane	HP0660()	Membrane	s
HP_RS03175-MONOMER	Membrane	HP0644()	Membrane	s
HP_RS03010-MONOMER	Membrane	HP0611()	Membrane	s
HP_RS05060-MONOMER	Inner_Membrane	HP1030()	Inner_Membrane	s
HP_RS07030-MONOMER	Membrane	HP1420()	Membrane	s
HP_RS06850-MONOMER	Membrane	HP1387()	Membrane	s
HP_RS00740-MONOMER	Membrane	HP0150()	Membrane	s
HP_RS04485-MONOMER	Inner_Membrane	HP0920()	Inner_Membrane	s
HP_RS06415-MONOMER	Inner_Membrane	HP1300()	Inner_Membrane	s
HP_RS06255-MONOMER	Inner_Membrane	HP1268()	Inner_Membrane	s
HP_RS06170-MONOMER	Inner_Membrane	HP1251()	Inner_Membrane	s
HP_RS02005-MONOMER	Periplasm	HP0407()	Periplasm	s
HP_RS06090-MONOMER	Inner_Membrane	HP1234()	Inner_Membrane	s
HP_RS03940-MONOMER	Inner_Membrane	HP0809()	Inner_Membrane	s
HP_RS01845-MONOMER	Membrane	HP0375()	Membrane	s
HP_RS07765-MONOMER	Membrane	HP1569()	Membrane	s
HP_RS05710-MONOMER	Inner_Membrane	HP1162()	Inner_Membrane	s
HP_RS05530-MONOMER	Membrane	HP1125()	Membrane	s
HP_RS01410-MONOMER	Inner_Membrane	HP0286()	Inner_Membrane	s
HP_RS03420-MONOMER	Inner_Membrane	HP0700()	Inner_Membrane	s
HP_RS07435-MONOMER	Membrane	HP1502()	Membrane	s
HP_RS07350-MONOMER	Inner_Membrane	HP1484()	Inner_Membrane	s
HP_RS01235-MONOMER	Inner_Membrane	HP0251()	Inner_Membrane	s
HP_RS02990-MONOMER	Membrane	HP0606()	Membrane	s
HP_RS00885-MONOMER	Membrane	HP0181()	Membrane	s
HP_RS00725-MONOMER	Inner_Membrane	HP0147()	Inner_Membrane	s
HP_RS06655-MONOMER	Inner_Membrane	HP1348()	Inner_Membrane	s
HP_RS04095-MONOMER	Outer_Membrane	HP0839()	Outer_Membrane	s
HP_RS03750-MONOMER	Inner_Membrane	HP0770()	Inner_Membrane	s
HP_RS05775-MONOMER	Inner_Membrane	HP1175()	Inner_Membrane	s
HP_RS07750-MONOMER	Membrane	HP1566()	Membrane	s
HP_RS07670-MONOMER	Inner_Membrane	HP1551()	Inner_Membrane	s
HP_RS01475-MONOMER	Inner_Membrane	HP0299()	Inner_Membrane	s
HP_RS07500-MONOMER	Membrane	HP1516()	Membrane	s
HP_RS01220-MONOMER	Membrane	HP0248()	Membrane	s
HP_RS01140-MONOMER	Inner_Membrane	HP0232()	Inner_Membrane	s
HP_RS07175-MONOMER	Inner_Membrane	HP1449()	Inner_Membrane	s
HP_RS01050-MONOMER	Membrane	HP0214()	Membrane	s
HP_RS02890-MONOMER	Membrane	HP0586()	Membrane	s
HP_RS02810-MONOMER	Inner_Membrane	HP0571()	Inner_Membrane	s
HP_RS06820-MONOMER	Membrane	HP1381()	Membrane	s
HP_RS00710-MONOMER	Inner_Membrane	HP0144()	Inner_Membrane	s
HP_RS02730-MONOMER	Membrane	HP0554()	Membrane	s
HP_RS04740-MONOMER	Inner_Membrane	HP0969()	Inner_Membrane	s
HP_RS00220-MONOMER	Membrane	HP0041()	Membrane	s
HP_RS06560-MONOMER	Inner_Membrane	HP1329()	Inner_Membrane	s
HP_RS02470-MONOMER	Outer_Membrane	HP0499()	Outer_Membrane	s
HP_RS04330-MONOMER	Inner_Membrane	HP0888()	Inner_Membrane	s
HP_RS02190-MONOMER	Membrane	HP0443()	Membrane	s
HP_RS05955-MONOMER	Membrane	HP1206()	Membrane	s
HP_RS01715-MONOMER	Membrane	HP0350()	Membrane	s
HP_RS03650-MONOMER	Inner_Membrane	HP0748()	Inner_Membrane	s
HP_RS07655-MONOMER	Membrane	HP1548()	Membrane	s
HP_RS05585-MONOMER	Membrane	HP1137()	Membrane	s
HP_RS07485-MONOMER	Outer_Membrane	HP1512()	Outer_Membrane	s
HP_RS01380-MONOMER	Inner_Membrane	HP0280()	Inner_Membrane	s
HP_RS03390-MONOMER	Inner_Membrane	HP0693()	Inner_Membrane	s
HP_RS03210-MONOMER	Membrane	HP0651()	Membrane	s
HP_RS05260-MONOMER	Inner_Membrane	HP1069()	Inner_Membrane	s
HP_RS01115-MONOMER	Membrane	HP0228()	Membrane	s
HP_RS07160-MONOMER	Inner_Membrane	HP1446()	Inner_Membrane	s
HP_RS00940-MONOMER	Inner_Membrane	HP0193()	Inner_Membrane	s
HP_RS02960-MONOMER	Membrane	HP0600()	Membrane	s
HP_RS02875-MONOMER	Inner_Membrane	HP0584()	Inner_Membrane	s
HP_RS04805-MONOMER	Membrane	HP0982()	Membrane	s
HP_RS06805-MONOMER	Outer_Membrane	HP1378()	Outer_Membrane	s
HP_RS00690-MONOMER	Inner_Membrane	HP0140()	Inner_Membrane	s
HP_RS00285-MONOMER	Inner_Membrane	HP0056()	Inner_Membrane	s
HP_RS06720-MONOMER	Inner_Membrane	HP1360()	Inner_Membrane	s
HP_RS00200-MONOMER	Membrane	HP0037()	Membrane	s
HP_RS00525-MONOMER	Inner_Membrane	HP0103()	Inner_Membrane	s
HP_RS04520-MONOMER	Inner_Membrane	HP0927()	Inner_Membrane	s
HP_RS00435-MONOMER	Inner_Membrane	HP0086()	Inner_Membrane	s
HP_RS04315-MONOMER	Inner_Membrane	HP0885()	Inner_Membrane	s
HP_RS04150-MONOMER	Membrane	HP0851()	Membrane	s
HP_RS06205-MONOMER	Membrane	HP1258()	Membrane	s
HP_RS01880-MONOMER	Membrane	HP0382()	Membrane	s
HP_RS07800-MONOMER	Inner_Membrane	HP1576()	Inner_Membrane	s
HP_RS03720-MONOMER	Inner_Membrane	HP0763()	Inner_Membrane	s
HP_RS05745-MONOMER	Inner_Membrane	HP1169()	Inner_Membrane	s
HP_RS07720-MONOMER	Inner_Membrane	HP1560()	Inner_Membrane	s
HP_RS05570-MONOMER	Inner_Membrane	HP1134()	Inner_Membrane	s
HP_RS07560-MONOMER	Inner_Membrane	HP1529()	Inner_Membrane	s
HP_RS03455-MONOMER	Membrane	HP0708()	Membrane	s
HP_RS07470-MONOMER	Inner_Membrane	HP1509()	Inner_Membrane	s
HP_RS07385-MONOMER	Inner_Membrane	HP1491()	Inner_Membrane	s
HP_RS03110-MONOMER	Membrane	HP0631()	Membrane	s
HP_RS05080-MONOMER	Inner_Membrane	HP1034()	Inner_Membrane	s
HP_RS00925-MONOMER	Inner_Membrane	HP0190()	Inner_Membrane	s
HP_RS02945-MONOMER	Membrane	HP0597()	Membrane	s
HP_RS04995-MONOMER	Membrane	HP1016()	Membrane	s
HP_RS02780-MONOMER	Inner_Membrane	HP0565()	Inner_Membrane	s
HP_RS06705-MONOMER	Inner_Membrane	HP1357()	Inner_Membrane	s
HP_RS06610-MONOMER	Inner_Membrane	HP1339()	Inner_Membrane	s
HP_RS02525-MONOMER	Membrane	HP0512()	Membrane	s
HP_RS02440-MONOMER	Inner_Membrane	HP0493()	Inner_Membrane	s
HP_RS04215-MONOMER	Membrane	HP0864()	Membrane	s
HP_RS06275-MONOMER	Inner_Membrane	HP1272()	Inner_Membrane	s
HP_RS06190-MONOMER	Inner_Membrane	HP1255()	Inner_Membrane	s
HP_RS04040-MONOMER	Inner_Membrane	HP0828()	Inner_Membrane	s
HP_RS01865-MONOMER	Membrane	HP0379()	Membrane	s
HP_RS05815-MONOMER	Membrane	HP1183()	Membrane	s
HP_RS01680-MONOMER	Membrane	HP0342()	Membrane	s
HP_RS03700-MONOMER	Inner_Membrane	HP0759()	Inner_Membrane	s
HP_RS03620-MONOMER	Inner_Membrane	HP0743()	Inner_Membrane	s
HP_RS05555-MONOMER	Inner_Membrane	HP1131()	Inner_Membrane	s
HP_RS07455-MONOMER	Inner_Membrane	HP1506()	Inner_Membrane	s
HP_RS07370-MONOMER	Membrane	HP1488()	Membrane	s
HP_RS05310-MONOMER	Membrane	HP1080()	Membrane	s
HP_RS07210-MONOMER	Outer_Membrane	HP1456()	Outer_Membrane	s
HP_RS05065-MONOMER	Inner_Membrane	HP1031()	Inner_Membrane	s
HP_RS00905-MONOMER	Membrane	HP0185()	Membrane	s
HP_RS02845-MONOMER	Membrane	HP0578()	Membrane	s
HP_RS00745-MONOMER	Membrane	HP0151()	Membrane	s
HP_RS00660-MONOMER	Inner_Membrane	HP0133()	Inner_Membrane	s
HP_RS02675-MONOMER	Inner_Membrane	HP0544()	Inner_Membrane	s
HP_RS04685-MONOMER	Inner_Membrane	HP0957()	Inner_Membrane	s
HP_RS02595-MONOMER	Membrane	HP0527()	Membrane	s
HP_RS02425-MONOMER	Membrane	HP0490()	Membrane	s
HP_RS06340-MONOMER	Outer_Membrane	HP1285()	Outer_Membrane	s
HP_RS04200-MONOMER	Membrane	HP0861()	Membrane	s
HP_RS06260-MONOMER	Inner_Membrane	HP1269()	Inner_Membrane	s
HP_RS02115-MONOMER	Membrane	HP0427()	Membrane	s
HP_RS06175-MONOMER	Periplasm	HP1252()	Periplasm	s
HP_RS06095-MONOMER	Inner_Membrane	HP1235()	Inner_Membrane	s
HP_RS06010-MONOMER	Membrane	HP1217()	Membrane	s
HP_RS05795-MONOMER	Inner_Membrane	HP1180()	Inner_Membrane	s
HP_RS01665-MONOMER	Membrane	HP0338()	Membrane	s
HP_RS05715-MONOMER	Membrane	HP1163()	Membrane	s
HP_RS01575-MONOMER	Inner_Membrane	HP0320()	Inner_Membrane	s
HP_RS03600-MONOMER	Membrane	HP0740()	Membrane	s
HP_RS07610-MONOMER	Membrane	HP1539()	Membrane	s
HP_RS05535-MONOMER	Periplasm	HP1126()	Periplasm	s
HP_RS07440-MONOMER	Inner_Membrane	HP1503()	Inner_Membrane	s
HP_RS03340-MONOMER	Membrane	HP0681()	Membrane	s
HP_RS05295-MONOMER	Inner_Membrane	HP1077()	Inner_Membrane	s
HP_RS05210-MONOMER	Inner_Membrane	HP1060()	Inner_Membrane	s
HP_RS07105-MONOMER	Membrane	HP1436()	Membrane	s
HP_RS02995-MONOMER	Inner_Membrane	HP0607()	Inner_Membrane	s
HP_RS02830-MONOMER	Inner_Membrane	HP0575()	Inner_Membrane	s
HP_RS00730-MONOMER	Membrane	HP0148()	Membrane	s
HP_RS02660-MONOMER	Membrane	HP0541()	Membrane	s
HP_RS06660-MONOMER	Membrane	HP1349()	Membrane	s
HP_RS02580-MONOMER	Membrane	HP0524()	Membrane	s
HP_RS00155-MONOMER	Membrane	HP0028()	Membrane	s
HP_RS04565-MONOMER	Membrane	HP0936()	Membrane	s
HP_RS00475-MONOMER	Membrane	HP0094()	Membrane	s
HP_RS02495-MONOMER	Membrane	HP0506()	Membrane	s
HP_RS06245-MONOMER	Inner_Membrane	HP1266()	Inner_Membrane	s
HP_RS05990-MONOMER	Inner_Membrane	HP1212()	Inner_Membrane	s
HP_RS03755-MONOMER	Membrane	HP0771()	Membrane	s
HP_RS07675-MONOMER	Inner_Membrane	HP1552()	Inner_Membrane	s
HP_RS03585-MONOMER	Inner_Membrane	HP0737()	Inner_Membrane	s
HP_RS01480-MONOMER	Inner_Membrane	HP0300()	Inner_Membrane	s
HP_RS01400-MONOMER	Membrane	HP0284()	Membrane	s
HP_RS07420-MONOMER	Inner_Membrane	HP1498()	Inner_Membrane	s
HP_RS05360-MONOMER	Inner_Membrane	HP1090()	Inner_Membrane	s
HP_RS01225-MONOMER	Membrane	HP0249()	Membrane	s
HP_RS03230-MONOMER	Outer_Membrane	HP0655()	Outer_Membrane	s
HP_RS07260-MONOMER	Inner_Membrane	HP1466()	Inner_Membrane	s
HP_RS07180-MONOMER	Inner_Membrane	HP1450()	Inner_Membrane	s
HP_RS01055-MONOMER	Inner_Membrane	HP0215()	Inner_Membrane	s
HP_RS03065-MONOMER	Membrane	HP0622()	Membrane	s
HP_RS05115-MONOMER	Inner_Membrane	HP1041()	Inner_Membrane	s
HP_RS02895-MONOMER	Inner_Membrane	HP0587()	Inner_Membrane	s
HP_RS00715-MONOMER	Membrane	HP0145()	Membrane	s
HP_RS06740-MONOMER	Inner_Membrane	HP1364()	Inner_Membrane	s
HP_RS02565-MONOMER	Membrane	HP0520()	Membrane	s
HP_RS06565-MONOMER	Inner_Membrane	HP1330()	Inner_Membrane	s
HP_RS04335-MONOMER	Inner_Membrane	HP0889()	Inner_Membrane	s
HP_RS04170-MONOMER	Inner_Membrane	HP0855()	Inner_Membrane	s
HP_RS06230-MONOMER	Inner_Membrane	HP1263()	Inner_Membrane	s
HP_RS02085-MONOMER	Inner_Membrane	HP0421()	Inner_Membrane	s
HP_RS03910-MONOMER	Membrane	HP0803()	Membrane	s
HP_RS03830-MONOMER	Inner_Membrane	HP0786()	Inner_Membrane	s
HP_RS07820-MONOMER	Membrane	HP1580()	Membrane	s
HP_RS07740-MONOMER	Membrane	HP1564()	Membrane	s
HP_RS03655-MONOMER	Membrane	HP0749()	Membrane	s
HP_RS07660-MONOMER	Inner_Membrane	HP1549()	Inner_Membrane	s
HP_RS01545-MONOMER	Inner_Membrane	HP0313()	Inner_Membrane	s
HP_RS01305-MONOMER	Membrane	HP0265()	Membrane	s
HP_RS07325-MONOMER	Membrane	HP1479()	Membrane	s
HP_RS05265-MONOMER	Inner_Membrane	HP1071()	Inner_Membrane	s
HP_RS00780-MONOMER	Membrane	HP0158()	Membrane	s
HP_RS00695-MONOMER	Inner_Membrane	HP0141()	Inner_Membrane	s
HP_RS06725-MONOMER	Inner_Membrane	HP1361()	Inner_Membrane	s
HP_RS02630-MONOMER	Membrane	HP0535()	Membrane	s
HP_RS00210-MONOMER	Membrane	HP0038()	Membrane	s
HP_RS04640-MONOMER	Membrane	HP0948()	Membrane	s
HP_RS06630-MONOMER	Inner_Membrane	HP1343()	Inner_Membrane	s
HP_RS00530-MONOMER	Periplasm	HP0104()	Periplasm	s
HP_RS06055-MONOMER	Periplasm	HP1227()	Periplasm	s
HP_RS02550-MONOMER	Inner_Membrane	HP0517()	Inner_Membrane	s
HP_RS00125-MONOMER	Inner_Membrane	HP0021()	Inner_Membrane	s
HP_RS02460-MONOMER	Membrane	HP0497()	Membrane	s
HP_RS06215-MONOMER	Inner_Membrane	HP1260()	Inner_Membrane	s
HP_RS06045-MONOMER	Inner_Membrane	HP1225()	Inner_Membrane	s
HP_RS01885-MONOMER	Membrane	HP0383()	Membrane	s
HP_RS07805-MONOMER	Inner_Membrane	HP1577()	Inner_Membrane	s
HP_RS05750-MONOMER	Inner_Membrane	HP1170()	Inner_Membrane	s
HP_RS07645-MONOMER	Membrane	HP1546()	Membrane	s
HP_RS05575-MONOMER	Membrane	HP1135()	Membrane	s
HP_RS01105-MONOMER	Inner_Membrane	HP0226()	Inner_Membrane	s
HP_RS03115-MONOMER	Inner_Membrane	HP0632()	Inner_Membrane	s
HP_RS05085-MONOMER	Inner_Membrane	HP1035()	Inner_Membrane	s
HP_RS05000-MONOMER	Membrane	HP1017()	Membrane	s
HP_RS00845-MONOMER	Inner_Membrane	HP0173()	Inner_Membrane	s
HP_RS02865-MONOMER	Inner_Membrane	HP0582()	Inner_Membrane	s
HP_RS00765-MONOMER	Membrane	HP0155()	Membrane	s
HP_RS04795-MONOMER	Membrane	HP0980()	Membrane	s
HP_RS06710-MONOMER	Membrane	HP1358()	Membrane	s
HP_RS02615-MONOMER	Membrane	HP0531()	Membrane	s
HP_RS06615-MONOMER	Inner_Membrane	HP1340()	Inner_Membrane	s
HP_RS03825-MONOMER	Periplasm	HP0785()	Periplasm	s
HP_RS02340-MONOMER	Periplasm	HP0473()	Periplasm	s
HP_RS06360-MONOMER	Membrane	HP1289()	Membrane	s
HP_RS06280-MONOMER	Inner_Membrane	HP1273()	Inner_Membrane	s
HP_RS02055-MONOMER	Inner_Membrane	HP0415()	Inner_Membrane	s
HP_RS03965-MONOMER	Membrane	HP0814()	Membrane	s
HP_RS03880-MONOMER	Outer_Membrane	HP0797()	Outer_Membrane	s
HP_RS01780-MONOMER	Inner_Membrane	HP0362()	Inner_Membrane	s
HP_RS05820-MONOMER	Inner_Membrane	HP1184()	Inner_Membrane	s
HP_RS01690-MONOMER	Membrane	HP0345()	Membrane	s
HP_RS07630-MONOMER	Membrane	HP1543()	Membrane	s
HP_RS01515-MONOMER	Membrane	HP0307()	Membrane	s
HP_RS03535-MONOMER	Membrane	HP0726()	Membrane	s
HP_RS05560-MONOMER	Inner_Membrane	HP1132()	Inner_Membrane	s
HP_RS03360-MONOMER	Outer_Membrane	HP0686()	Outer_Membrane	s
HP_RS07375-MONOMER	Membrane	HP1489()	Membrane	s
HP_RS01270-MONOMER	Inner_Membrane	HP0258()	Inner_Membrane	s
HP_RS05230-MONOMER	Membrane	HP1064()	Membrane	s
HP_RS02930-MONOMER	Membrane	HP0595()	Membrane	s
HP_RS06950-MONOMER	Membrane	HP1407()	Membrane	s
HP_RS02850-MONOMER	Membrane	HP0579()	Membrane	s
HP_RS04780-MONOMER	Membrane	HP0977()	Membrane	s
HP_RS04590-MONOMER	Inner_Membrane	HP0942()	Inner_Membrane	s
HP_RS00090-MONOMER	Membrane	HP0015()	Membrane	s
HP_RS04275-MONOMER	Outer_Membrane	HP0876()	Outer_Membrane	s
HP_RS06265-MONOMER	Inner_Membrane	HP1270()	Inner_Membrane	s
HP_RS07875-MONOMER	Membrane	HP0594()	Membrane	s
HP_RS05805-MONOMER	Membrane	HP1181()	Membrane	s
HP_RS07775-MONOMER	Inner_Membrane	HP1571()	Inner_Membrane	s
HP_RS07695-MONOMER	Inner_Membrane	HP1556()	Inner_Membrane	s
HP_RS07615-MONOMER	Membrane	HP1540()	Membrane	s
HP_RS01500-MONOMER	Periplasm	HP0304()	Periplasm	s
HP_RS05545-MONOMER	Inner_Membrane	HP1129()	Inner_Membrane	s
HP_RS01420-MONOMER	Membrane	HP0288()	Membrane	s
HP_RS01340-MONOMER	Membrane	HP0272()	Membrane	s
HP_RS03345-MONOMER	Membrane	HP0682()	Membrane	s
HP_RS07360-MONOMER	Inner_Membrane	HP1486()	Inner_Membrane	s
HP_RS05215-MONOMER	Inner_Membrane	HP1061()	Inner_Membrane	s
HP_RS07025-MONOMER	Inner_Membrane	HP1419()	Inner_Membrane	s
HP_RS04970-MONOMER	Inner_Membrane	HP1011()	Inner_Membrane	s
HP_RS02835-MONOMER	Inner_Membrane	HP0576()	Inner_Membrane	s
HP_RS00735-MONOMER	Membrane	HP0149()	Membrane	s
HP_RS04675-MONOMER	Inner_Membrane	HP0955()	Inner_Membrane	s
HP_RS06665-MONOMER	Periplasm	HP1350()	Periplasm	s
HP_RS04575-MONOMER	Inner_Membrane	HP0939()	Inner_Membrane	s
HP_RS02310-MONOMER	Membrane	HP0467()	Membrane	s
HP_RS04260-MONOMER	Membrane	HP0873()	Membrane	s
HP_RS06330-MONOMER	Membrane	HP1283()	Membrane	s
HP_RS06250-MONOMER	Inner_Membrane	HP1267()	Inner_Membrane	s
HP_RS03850-MONOMER	Inner_Membrane	HP0791()	Inner_Membrane	s
HP_RS01740-MONOMER	Inner_Membrane	HP0355()	Inner_Membrane	s
HP_RS03760-MONOMER	Periplasm	HP0772()	Periplasm	s
HP_RS07760-MONOMER	Periplasm	HP1568()	Periplasm	s
HP_RS03500-MONOMER	Inner_Membrane	HP0718()	Inner_Membrane	s
HP_RS03415-MONOMER	Membrane	HP0699()	Membrane	s
HP_RS03325-MONOMER	Inner_Membrane	HP0677()	Inner_Membrane	s
HP_RS05365-MONOMER	Membrane	HP1091()	Membrane	s
HP_RS01150-MONOMER	Membrane	HP0234()	Membrane	s
HP_RS02985-MONOMER	Membrane	HP0605()	Membrane	s
HP_RS00880-MONOMER	Inner_Membrane	HP0180()	Inner_Membrane	s
HP_RS04940-MONOMER	Membrane	HP1006()	Membrane	s
HP_RS06915-MONOMER	Outer_Membrane	HP1400()	Outer_Membrane	s
HP_RS02820-MONOMER	Membrane	HP0573()	Membrane	s
HP_RS00720-MONOMER	Membrane	HP0146()	Membrane	s
HP_RS02740-MONOMER	Membrane	HP0556()	Membrane	s
HP_RS06570-MONOMER	Inner_Membrane	HP1331()	Inner_Membrane	s
HP_RS00380-MONOMER	Inner_Membrane	HP0074()	Inner_Membrane	s
HP_RS04175-MONOMER	Membrane	HP0856()	Membrane	s
HP_RS03835-MONOMER	Inner_Membrane	HP0787()	Inner_Membrane	s
HP_RS07825-MONOMER	Inner_Membrane	HP1581()	Inner_Membrane	s
HP_RS01725-MONOMER	Inner_Membrane	HP0352()	Inner_Membrane	s
HP_RS05770-MONOMER	Inner_Membrane	HP1174()	Inner_Membrane	s
HP_RS07745-MONOMER	Inner_Membrane	HP1565()	Inner_Membrane	s
HP_RS01635-MONOMER	Inner_Membrane	HP0331()	Inner_Membrane	s
HP_RS07665-MONOMER	Inner_Membrane	HP1550()	Inner_Membrane	s
HP_RS01470-MONOMER	Periplasm	HP0298()	Periplasm	s
HP_RS03485-MONOMER	Inner_Membrane	HP0715()	Inner_Membrane	s
HP_RS05350-MONOMER	Membrane	HP1088()	Membrane	s
HP_RS05270-MONOMER	Inner_Membrane	HP1072()	Inner_Membrane	s
HP_RS07250-MONOMER	Membrane	HP1464()	Membrane	s
HP_RS03140-MONOMER	Membrane	HP0637()	Membrane	s
HP_RS05105-MONOMER	Membrane	HP1039()	Membrane	s
HP_RS04820-MONOMER	Inner_Membrane	HP0983()	Inner_Membrane	s
HP_RS02635-MONOMER	Membrane	HP0536()	Membrane	s
HP_RS06635-MONOMER	Inner_Membrane	HP1344()	Inner_Membrane	s
HP_RS00130-MONOMER	Inner_Membrane	HP0022()	Inner_Membrane	s
HP_RS06555-MONOMER	Periplasm	HP1328()	Periplasm	s
HP_RS02465-MONOMER	Membrane	HP0498()	Membrane	s
HP_RS00360-MONOMER	Inner_Membrane	HP0071()	Inner_Membrane	s
HP_RS04325-MONOMER	Outer_Membrane	HP0887()	Outer_Membrane	s
HP_RS02185-MONOMER	Membrane	HP0442()	Membrane	s
HP_RS06220-MONOMER	Inner_Membrane	HP1261()	Inner_Membrane	s
HP_RS03985-MONOMER	Inner_Membrane	HP0818()	Inner_Membrane	s
HP_RS01615-MONOMER	Inner_Membrane	HP0328()	Inner_Membrane	s
HP_RS05675-MONOMER	Inner_Membrane	HP1155()	Inner_Membrane	s
HP_RS05580-MONOMER	Inner_Membrane	HP1136()	Inner_Membrane	s
CPLX2DNV-1095	Periplasm	HP0723()	Periplasm	s
CPLX2DNV-1097	Periplasm	HP0723()	Periplasm	s
HP_RS03520-MONOMER	Periplasm	HP0723()	Periplasm	s
HP_RS03180-MONOMER	Periplasm	HP0645()	Periplasm	s
CPLX2DNV-1045	Inner_Membrane	HP0474()	Inner_Membrane	r
CPLX2DNV-964	Inner_Membrane	HP1260()	Inner_Membrane	p
CPLX2DNV-964	Inner_Membrane	HP1272()	Inner_Membrane	r
CPLX2DNV-964	Inner_Membrane	HP1269()	Inner_Membrane	r
CPLX2DNV-964	Inner_Membrane	HP1270()	Inner_Membrane	p
CPLX2DNV-964	Inner_Membrane	HP1271()	Inner_Membrane	r
CPLX2DNV-964	Inner_Membrane	HP1267()	Inner_Membrane	r
CPLX2DNV-964	Inner_Membrane	HP1273()	Inner_Membrane	r
CPLX2DNV-1044	Inner_Membrane	HP0828()	Inner_Membrane	p
CPLX2DNV-979	Inner_Membrane	HP0828()	Inner_Membrane	p
CPLX2DNV-1041	Inner_Membrane	HP0633()	Inner_Membrane	r
CPLX_HYDA1-0	Inner_Membrane	HP0633()	Inner_Membrane	r
CPLX2DNV-1041	Inner_Membrane	HP0631()	Inner_Membrane	t
CPLX_HYDA1-0	Inner_Membrane	HP0631()	Inner_Membrane	t
CPLX2DNV-1041	Inner_Membrane	HP0632()	Periplasm	t
CPLX_HYDA1-0	Inner_Membrane	HP0632()	Periplasm	t
