complex,name,genes,source
UDK-MONOMER,default_name,b2066(1),M_recon
G6718-MONOMER,default_name,b1397(1),M_recon
RpmB_mono,50S ribosomal subunit protein L28,b3637(1),2011_Updated_E_recon
Rnb_mono,ribonuclease II (EC:3.1.13.1),b1286(1),2011_Updated_E_recon
EG10202-MONOMER,default_name,b3182(1),M_recon
4OHBENZOATE-OCTAPRENYLTRANSFER-MONOMER,default_name,b4040(1),M_recon
Ser_RS_dim,"seryl-tRNA synthetase, also charges selenocysteinyl-tRNA with serine",b0893(2),2011_Updated_E_recon
G6275-MONOMER,default_name,b0505(1),M_recon
ABC-3-CPLX,default_name,b2308(1) AND b2310(1) AND b2307(1) AND b2306(2),M_recon
EG11956-MONOMER,default_name,b4084(1),M_recon
B0511-MONOMER,default_name,b0511(1),M_recon
IscA_tetra,FeS cluster assembly protein iscA,b2528(4),2011_Updated_E_recon
RED-THIOREDOXIN2-MONOMER,default_name,b2582(1),M_recon
CYT-O-UBIOX-CPLX,default_name,b0429(1) AND b0431(1) AND b0430(1) AND b0432(1),M_recon
DETHIOBIOTIN-SYN-CPLX,default_name,b0778(2),M_recon
TNAB-MONOMER,default_name,b3709(1),M_recon
EG10950-MONOMER,default_name,b4392(1),M_recon
RsmI_mono,16S rRNA 2'-O-ribose C1402 methyltransferase,b3146(1),2011_Updated_E_recon
CPLX0-241,default_name,b2095(1) AND b2096(1),M_recon
2-OCTAPRENYLPHENOL-HYDROX-MONOMER,default_name,b3835(1),M_recon
GLUCONOKINII-CPLX,default_name,b3437(3),M_recon
HOLO-ACP-SYNTH-CPLX,default_name,b2563(2),M_recon
RpsP_mono,30S ribosomal subunit protein S16,b2609(1),2011_Updated_E_recon
G7419-MONOMER,default_name,b2738(1),M_recon
ARAE-MONOMER,default_name,b2841(1),M_recon
L-ASPARTATE-OXID-MONOMER,default_name,b2574(1),M_recon
PHOSGLUCOSAMINEMUT-MONOMER,default_name,b3176(1),M_recon
DGTPTRIPHYDRO-CPLX,default_name,b0160(4),M_recon
EG10381-MONOMER,default_name,b3431(1),M_recon
CPLX0-7659,default_name,b0414(2),M_recon
AICARTRANSIMPCYCLO-CPLX,default_name,b4006(1),M_recon
EG11910-MONOMER_dimer,default_name,b3951(2),M_recon
FRUCBISALD-CLASSI,default_name,b2097(10),M_recon
TYRP-MONOMER,default_name,b1907(1),M_recon
CPLX-167,default_name,b2415(1) AND b2416(2) AND b0679(2),M_recon
CPLX0-782,default_name,b0628(2),M_recon
ERYTH4PDEHYDROG-CPLX,default_name,b2927(4),M_recon
MTR-MONOMER,default_name,b3161(1),M_recon
ABC-70-CPLX,default_name,b3917(1) AND b2422(2) AND b2423(1) AND b2424(1),M_recon
OCTAPRENYL-METHOXYPHENOL-OH-MONOMER,default_name,b2907(1),M_recon
CPLX0-3181,default_name,b0166(2),M_recon
LTARTDEHYDRA-CPLX,default_name,b3062(2) AND b3061(2),M_recon
YJDL-MONOMER,default_name,b4130(1),M_recon
DusA_mono,tRNA-dihydrouridine synthase A,b4049(1),2011_Updated_E_recon
RpsF_mono,30S ribosomal subunit protein S6,b4200(1),2011_Updated_E_recon
CPLX0-7688,default_name,b2661(4),M_recon
EG11829-MONOMER_EG11828-MONOMER,default_name,b3856(1) AND b3857(1),M_recon
EG11288-MONOMER,default_name,b0394(1),M_recon
HOMOCYSMET-MONOMER,default_name,b3829(1),M_recon
QueG_mono,QueG_mono,b4166(1),2011_Updated_E_recon
CPLX0-234,default_name,b2747(2),M_recon
GKI-MONOMER,default_name,b3124(1),M_recon
CPLX0-7654,default_name,b3927(4),M_recon
ARGSUCCTRAN-MONOMER,default_name,b1747(1),M_recon
EXUT-MONOMER,default_name,b3093(1),M_recon
GLUCARDEHYDRA-MONOMER,default_name,b2787(1),M_recon
ABC-51-CPLX,default_name,b1443(1) AND b1442(1) AND b1440(1) AND b1441(2),M_recon
CPLX0-7826,default_name,b2954(2),M_recon
CPLX0-7808,default_name,b2436(2),M_recon
EG10780-MONOMER,default_name,b1308(1),M_recon
TRANSALDOLB-CPLX,default_name,b0008(2),M_recon
G6437-MONOMER,default_name,b0837(1),M_recon
F16B-CPLX,default_name,b4232(4),M_recon
GLYCOGENSYN-MONOMER,default_name,b3429(1),M_recon
PANTOATE-BETA-ALANINE-LIG-CPLX,default_name,b0133(2),M_recon
ACNEULY-CPLX,default_name,b3225(4),M_recon
CDPDIGLYSYN-MONOMER,default_name,b0175(1),M_recon
CPLX0-3861,default_name,b4474(8),M_recon
G7732-MONOMER,default_name,b3380(1),M_recon
RpoH_mono,"RNA polymerase, sigma 32 (sigma H) factor",b3461(1),2011_Updated_E_recon
GPT-CPLX,default_name,b0238(4),M_recon
TadA_dim,tRNA-specific adenosine deaminase (EC:3.5.4.-),b2559(2),2011_Updated_E_recon
BRNQ-MONOMER,default_name,b0401(1),M_recon
ASNSYNA-CPLX,default_name,b3744(2),M_recon
XYLISOM-CPLX,default_name,b3565(4),M_recon
G7322-MONOMER_G6561-MONOMER,default_name,b2519(1) AND b1069(1),M_recon
GLUTAMIDOTRANS-CPLX,default_name,b2025(1) AND b2023(1),M_recon
ABC-7-CPLX,default_name,b2422(2) AND b2423(1) AND b2424(1) AND b2425(1),M_recon
PNUC-MONOMER,default_name,b0751(1),M_recon
TREHALAPERI-MONOMER,default_name,b1197(1),M_recon
EG11911-MONOMER,default_name,b3952(1),M_recon
RNase_T_dim,ribonuclease T (RNase T),b1652(2),2011_Updated_E_recon
G7166-MONOMER,default_name,b2253(1),M_recon
PrfB_mono,peptide chain release factor RF-2,b2891(1),2011_Updated_E_recon
UDPMANNACADEHYDROG-MONOMER,default_name,b3787(1),M_recon
UDP-NACMUR-ALA-LIG-MONOMER,default_name,b0091(1),M_recon
ANTHRANSYNCOMPII-MONOMER,default_name,b1263(1),M_recon
CPLX0-7625,default_name,b2291(2),M_recon
CPLX0-7614,default_name,b2019(2),M_recon
B2789-MONOMER,default_name,b2789(1),M_recon
EG11353-MONOMER,default_name,b3626(1),M_recon
MENE-CPLX,default_name,b2260(4),M_recon
PYRUVATEDEH-CPLX,default_name,b0114(24) AND b0115(24) AND b0116(12),M_recon
KEFB-MONOMER,default_name,b3350(1),M_recon
YHHO-MONOMER,default_name,b3469(1),M_recon
G6862-MONOMER,default_name,b1606(1),M_recon
CPLX0-1941,default_name,b1252(1) AND b3005(1) AND b0584(1) AND b3006(1),M_recon
ANTHRANSYN-CPLX,default_name,b1263(2) AND b1264(2),M_recon
HYDROG3-CPLX,default_name,b2724(1) AND b2722(1) AND b2719(1) AND b2720(1) AND b2723(1) AND b2721(1),M_recon
GALACTONATE-DEHYDRATASE-MONOMER,default_name,b4478(1),M_recon
XAPB-MONOMER,default_name,b2406(1),M_recon
PGLUCONDEHYDRAT-MONOMER,default_name,b1851(1),M_recon
G6712-MONOMER,default_name,b1391(1),M_recon
ACYLCOASYN-CPLX,default_name,b1805(2),M_recon
CPLX0-235,default_name,b3553(2),M_recon
OHMETHYLBILANESYN-MONOMER,default_name,b3805(1),M_recon
SUCC-DEHASE,default_name,b0721(1) AND b0723(1) AND b0722(1) AND b0724(1),M_recon
ADENODEAMIN-MONOMER,default_name,b1623(1),M_recon
PROPKIN-MONOMER,default_name,b3115(1),M_recon
CPLX0-3061,default_name,b4260(6),M_recon
GARTRANSFORMYL2-MONOMER,default_name,b1849(1),M_recon
CPLX0-7719,default_name,b0750(2),M_recon
NusA_mono,transcription termination/antitermination L factor nusA,b3169(1),2011_Updated_E_recon
NusB_mono,transcription antitermination protein (nusB),b0416(1),2011_Updated_E_recon
EG11437-MONOMER,default_name,b1090(1),M_recon
AAS-MONOMER,default_name,b2836(1),M_recon
EG12455-MONOMER,default_name,b2835(1),M_recon
CADB-MONOMER,default_name,b4132(1),M_recon
CPLX0-7534,default_name,b0929(3),M_recon
EG12221-MONOMER,default_name,b3475(1),M_recon
InfA_mono,translation initiation factor IF-1,b0884(1),2011_Updated_E_recon
EG11082-MONOMER,default_name,b0030(1),M_recon
CPLX-64,default_name,b0512(4),M_recon
TRKA-MONOMER_SAPD-MONOMER_TRKG-MONOMER,default_name,b1363(1) AND b1291(1) AND b3290(1),M_recon
FADB-CPLX,default_name,b3846(2),M_recon
MELB-MONOMER,default_name,b4120(1),M_recon
NADH-DHI-CPLX,default_name,b2288(1) AND b2283(1) AND b2284(1) AND b2277(1) AND b2280(1) AND b2285(1) AND b2279(1) AND b2281(1) AND b2286(1) AND b2278(1) AND b2282(1) AND b2276(1) AND b2287(1),M_recon
CPLX-63,default_name,b1872(1) AND b1873(1),M_recon
ARGDECARBOXBIO-CPLX,default_name,b2938(4),M_recon
GLYCEROL-KIN-CPLX,default_name,b3926(4),M_recon
DIACYLGLYKIN-CPLX,default_name,b4042(3),M_recon
RluC_mono,23S rRNA pseudouridylate synthase (EC:4.2.1.70),b1086(1),2011_Updated_E_recon
THREDEHYDSYN-CPLX,default_name,b3772(4),M_recon
SULFITE-REDUCT-CPLX,default_name,b2764(8) AND b2763(4),M_recon
BETAGALACTOSID-CPLX,default_name,b0344(4),M_recon
EG11425-MONOMER,default_name,b3625(1),M_recon
DIHYDRODIPICSYN-CPLX,default_name,b2478(4),M_recon
DUTP-PYROP-CPLX,default_name,b3640(3),M_recon
EG10280-MONOMER,default_name,b2344(1),M_recon
EIISGA,default_name,b2415(1) AND b2416(2) AND b4193(2) AND b4194(1) AND b4195(1),M_recon
HCAT-MONOMER,default_name,b2536(1),M_recon
PHOSACETYLTRANS-CPLX,default_name,b2297(6),M_recon
RsmD_mono,16S rRNA m2G966 methyltransferase,b3465(1),2011_Updated_E_recon
G6714-MONOMER,default_name,b1393(1),M_recon
RpsI_mono,30S ribosomal subunit protein S9,b3230(1),2011_Updated_E_recon
EG11095-MONOMER,default_name,b0404(1),M_recon
PKI-COMPLEX,default_name,b1676(4),M_recon
EG11158-MONOMER,default_name,b2912(1),M_recon
3-OXOACYL-ACP-SYNTHII-CPLX,default_name,b1095(2),M_recon
EG11511-MONOMER,default_name,b0009(1),M_recon
TREHALACYTO-MONOMER,default_name,b3519(1),M_recon
ACETYL-COA-CARBOXYLMULTI-CPLX,default_name,b3255(2) AND b2316(2) AND b0185(2) AND b3256(2),M_recon
Era_dim,"membrane-associated, 16S rRNA-binding GTPase",b2566(2),2011_Updated_E_recon
TRE6PHYDRO-MONOMER,default_name,b4239(1),M_recon
GSP-CPLX,default_name,b2988(2),M_recon
TrmH_dim,"tRNA mG18-2'-O-methyltransferase, SAM-dependen",b3651(2),2011_Updated_E_recon
EG10119-MONOMER,default_name,b0777(1),M_recon
CARBODEHYDRAT-CPLX,default_name,b0339(2),M_recon
YheL_mono,predicted intracellular sulfur oxidation protein,b3343(1),2011_Updated_E_recon
O-SUCCINYLBENZOATE-COA-SYN-MONOMER,default_name,b2261(1),M_recon
RrmJ_mono,23S rRNA methyltransferase (EC:2.1.1.-),b3179(1),2011_Updated_E_recon
SARCOX-MONOMER,default_name,b1059(1),M_recon
CPLX0-7465,default_name,b1190(2),M_recon
CysS_mono,cysteinyl-tRNA synthetase (EC:6.1.1.16),b0526(1),2011_Updated_E_recon
ORNCARBAMTRANSFERF-CPLX,default_name,b0273(3),M_recon
UDPGLUCEPIM-CPLX,default_name,b0759(2),M_recon
DusC_mono,tRNA-dihydrouridine synthase C,b2140(1),2011_Updated_E_recon
PD04413,default_name,b4390(1),M_recon
FLAVONADPREDUCT-MONOMER,default_name,b3924(1),M_recon
ADHC-CPLX,default_name,b0356(2),M_recon
USHA-MONOMER,default_name,b0480(1),M_recon
BRANCHED-CHAINAMINOTRANSFER-CPLX,default_name,b3770(6),M_recon
GLU6PDEHYDROG-MONOMER,default_name,b1852(1),M_recon
G6176-MONOMER_G6177-MONOMER_G6178-MONOMER,default_name,b0307(1) AND b0306(1) AND b0308(1),M_recon
FORMHYDROG2-CPLX,default_name,b2994(1) AND b2995(1) AND b2996(1) AND b2997(1),M_recon
N-ACETYLGLUTPREDUCT-MONOMER,default_name,b3958(1),M_recon
DALADEHYDROGA-MONOMER,default_name,b1189(1),M_recon
PDXK-CPLX,default_name,b2418(4),M_recon
DHHB-METHYLTRANSFER-CPLX,default_name,b2232(2),M_recon
CORA-MONOMER,default_name,b3816(1),M_recon
ASPCARBTRANS-CPLX,default_name,b4245(6) AND b4244(6),M_recon
GRXC-MONOMER,default_name,b3610(1),M_recon
GLUTDECARBOXB-CPLX,default_name,b1493(6),M_recon
Trp_RS_dim,tryptophanyl-tRNA synthetase (EC:6.1.1.2),b3384(2),2011_Updated_E_recon
OROPRIBTRANS-CPLX,default_name,b3642(2),M_recon
PUTA-CPLX,default_name,b1014(2),M_recon
FORMYLTHFDEFORMYL-CPLX,default_name,b1232(6),M_recon
EG11665-MONOMER,default_name,b3057(1),M_recon
EG11423-MONOMER,default_name,b3623(1),M_recon
RIB5PISOMB-CPLX,default_name,b4090(2),M_recon
CPLX0-7838,default_name,b2810(2),M_recon
SUPEROX-DISMUTFE-CPLX,default_name,b1656(2),M_recon
NAG6PDEACET-CPLX,default_name,b0677(4),M_recon
G6260-MONOMER,default_name,b0484(1),M_recon
EG12713-MONOMER,default_name,b1473(1),M_recon
CPLX0-321,default_name,b2564(8),M_recon
PHENDEHYD-CPLX,default_name,b1385(2),M_recon
CPLX0-3932,default_name,b0463(1) AND b2470(1) AND b3035(1),M_recon
2OXOGLUTARATEDEH-CPLX,default_name,b0726(12) AND b0116(2) AND b0727(24),M_recon
TRYPSYN,default_name,b1260(2) AND b1261(2),M_recon
CYNX-MONOMER,default_name,b0341(1),M_recon
KDOTRANS-MONOMER,default_name,b3633(1),M_recon
AGMATIN-CPLX,default_name,b2937(2),M_recon
CHD-MONOMER,default_name,b0311(1),M_recon
AROP-MONOMER,default_name,b0112(1),M_recon
G6661-MONOMER,default_name,b1325(1),M_recon
G7596-MONOMER,default_name,b3073(1),M_recon
VALINE-PYRUVATE-AMINOTRANSFER-MONOMER,default_name,b3572(1),M_recon
TRKA-MONOMER_SAPD-MONOMER_TRKH-MONOMER,default_name,b3849(1) AND b1291(1) AND b3290(1),M_recon
YJCG-MONOMER,default_name,b4067(1),M_recon
RimL_mono,ribosomal-protein-L7/L12-serine acetyltransferase (EC:2.3.1.-),b1427(1),2011_Updated_E_recon
EG12069-MONOMER,default_name,b2210(1),M_recon
DEOXYRIBOSE-P-ALD-MONOMER,default_name,b4381(1),M_recon
MGTA-MONOMER,default_name,b4242(1),M_recon
GLYCEROL-3-P-ACYLTRANSFER-MONOMER,default_name,b4041(1),M_recon
TrmD_dim,"tRNA m(1)G37 methyltransferase, SAM-dependent (EC:2.1.1.31)",b2607(2),2011_Updated_E_recon
RELA-MONOMER,default_name,b2784(1),M_recon
UXAC-MONOMER,default_name,b3092(1),M_recon
CPLX0-7685,default_name,b0125(4),M_recon
CTPSYN-CPLX,default_name,b2780(4),M_recon
H2PTEROATESYNTH-CPLX,default_name,b3177(2),M_recon
6PGLUCONOLACT-MONOMER,default_name,b0767(1),M_recon
PrfC_mono,peptide chain release factor RF-3,b4375(1),2011_Updated_E_recon
EG11340-MONOMER,default_name,b3630(1),M_recon
TruD_mono,tRNA(Glu) U13 pseudouridine synthase (EC:4.2.1.70),b2745(1),2011_Updated_E_recon
MONOMER0-149,default_name,b0207(1),M_recon
GLYOXI-CPLX,default_name,b1651(2),M_recon
KGTP-MONOMER,default_name,b2587(1),M_recon
RED-THIOREDOXIN-MONOMER,default_name,b3781(1),M_recon
YecO_mono,"tRNA cmo(5)U34 methyltransferase, SAM-dependent",b1870(1),2011_Updated_E_recon
IMIDHISTID-CPLX,default_name,b2022(2),M_recon
DTMPKI-MONOMER,default_name,b1098(1),M_recon
DLACTDEHYDROGNAD-MONOMER,default_name,b1380(1),M_recon
FOLC-MONOMER,default_name,b2315(1),M_recon
SUCCCOASYN,default_name,b0728(2) AND b0729(2),M_recon
GALACTURIDYLYLTRANS-CPLX,default_name,b0758(2),M_recon
HEMEOSYN-MONOMER,default_name,b0428(1),M_recon
DCUC-MONOMER,default_name,b0621(1),M_recon
EG12285-MONOMER,default_name,b3581(1),M_recon
YHIP-MONOMER,default_name,b3496(1),M_recon
RplQ_mono,50S ribosomal subunit protein L17,b3294(1),2011_Updated_E_recon
LYXK-CPLX,default_name,b3580(2),M_recon
CPLX0-7760,default_name,b1276(2),M_recon
B1634-MONOMER,default_name,b1634(1),M_recon
RpsJ_mono,30S ribosomal subunit protein S10,b3321(1),2011_Updated_E_recon
RpsD_mono,30S ribosomal subunit protein S4,b3296(1),2011_Updated_E_recon
EG11373-MONOMER,default_name,b2558(1),M_recon
YdaO_mono,predicted C32 tRNA thiolase,b1344(1),2011_Updated_E_recon
NANK-MONOMER,default_name,b3222(1),M_recon
PEPCARBOX-CPLX,default_name,b3956(4),M_recon
SUCCGLUDESUCC-MONOMER,default_name,b1744(1),M_recon
GroL_14,GroL_14,b4143(14),2011_Updated_E_recon
PHOSPHOGLUCMUT-MONOMER,default_name,b0688(1),M_recon
G7096-MONOMER,default_name,b2045(1),M_recon
CPLX0-7687,default_name,b1525(2),M_recon
3-METHYL-2-OXOBUT-OHCH3XFER-CPLX,default_name,b0134(10),M_recon
G6339-MONOMER,default_name,b0613(1),M_recon
LysI_RS_dim,"lysine tRNA synthetase, constitutive (EC:6.1.1.6)",b2890(2),2011_Updated_E_recon
RplS_mono,50S ribosomal subunit protein L19,b2606(1),2011_Updated_E_recon
3-ISOPROPYLMALISOM-CPLX,default_name,b0071(1) AND b0072(1),M_recon
G6662-MONOMER,default_name,b1326(1),M_recon
GLUTDECARBOXA-CPLX,default_name,b3517(6),M_recon
DMBPPRIBOSYLTRANS-CPLX,default_name,b1991(2),M_recon
MALIC-NADP-CPLX,default_name,b2463(6),M_recon
Ala_RS_tetra,alanyl-tRNA synthetase (EC:6.1.1.7),b2697(4),2011_Updated_E_recon
MONOMER0-1842,default_name,b0131(1),M_recon
G6539-MONOMER,default_name,b1033(1),M_recon
CPLX0-7912,default_name,b2458(2),M_recon
DTDPDEHYDRHAMEPIM-MONOMER,default_name,b2038(1),M_recon
CPLX-722,default_name,b0980(2),M_recon
AKBLIG-CPLX,default_name,b3617(2),M_recon
MnmC_mono,fused 5-methylaminomethyl-2-thiouridine-forming enzyme,b2324(1),2011_Updated_E_recon
THIKIN-MONOMER,default_name,b1106(1),M_recon
G7558-MONOMER,default_name,b3001(1),M_recon
YBDA-MONOMER,default_name,b0591(1),M_recon
APP-UBIOX-CPLX,default_name,b0978(1) AND b0979(1),M_recon
RNase_III_dim,RNase III (EC:3.1.26.3),b2567(2),2011_Updated_E_recon
AERGLYC3PDEHYDROG-CPLX,default_name,b3426(2),M_recon
RpmJ_mono,50S ribosomal subunit protein L36,b3299(1),2011_Updated_E_recon
GLUC1PURIDYLTRANS-MONOMER,default_name,b1236(1),M_recon
RpsN_mono,30S ribosomal subunit protein S14,b3307(1),2011_Updated_E_recon
YFEP-MONOMER,default_name,b2392(1),M_recon
PGAM2-MONOMER,default_name,b4395(1),M_recon
CPLX0-7426,default_name,b3187(2),M_recon
SORB6PDEHYDROG-CPLX,default_name,b2705(4),M_recon
NARJ-MONOMER,default_name,b1226(1),M_recon
LUMAZINESYN-CPLX,default_name,b0415(60),M_recon
G6245-MONOMER,default_name,b0444(1),M_recon
NUPG-MONOMER,default_name,b2964(1),M_recon
TRYPTOPHAN-CPLX,default_name,b3708(4),M_recon
G6199-MONOMER,default_name,b0334(1),M_recon
CYT-D-UBIOX-CPLX,default_name,b0733(1) AND b0734(1),M_recon
CPLX0-7709,default_name,b1297(12),M_recon
UDPNACETYLGLUCOSAMENOLPYRTRANS-MONOMER,default_name,b3189(1),M_recon
TufA_mono,protein chain elongation factor EF-Tu (duplicate of TufB),b3339(1),2011_Updated_E_recon
CPLX0-242,default_name,b3425(2),M_recon
YGJU-MONOMER,default_name,b3089(1),M_recon
CPM-KDOSYNTH-MONOMER,default_name,b0918(1),M_recon
RHTB-MONOMER,default_name,b3824(1),M_recon
GLY3KIN-MONOMER,default_name,b0514(1),M_recon
ARABISOM-CPLX,default_name,b0062(6),M_recon
OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-MON,default_name,b0662(1),M_recon
Gly_RS_tetra,"glycine tRNA synthetase, beta subunit (EC:6.1.1.14)",b3559(2) AND b3560(2),2011_Updated_E_recon
Tyr_RS_dim,tyrosyl-tRNA synthetase (EC:6.1.1.1),b1637(2),2011_Updated_E_recon
G6719-MONOMER,default_name,b1398(1),M_recon
L-GLN-FRUCT-6-P-AMINOTRANS-CPLX,default_name,b3729(2),M_recon
G7726-MONOMER,default_name,b3374(1),M_recon
CPLX0-7633,default_name,b2800(4),M_recon
GLYCDEH-CPLX,default_name,b3945(8),M_recon
GART-MONOMER,default_name,b2500(1),M_recon
Pnp_trim,polynucleotide phosphorylase/polyadenylase (EC:2.7.7.8),b3164(3),2011_Updated_E_recon
MnmE_dim,GTPase,b3706(2),2011_Updated_E_recon
RpsK_mono,30S ribosomal subunit protein S11,b3297(1),2011_Updated_E_recon
G6523-MONOMER_G6518-MONOMER,default_name,b1007(1) AND b1012(1),M_recon
GLTP-MONOMER,default_name,b4077(1),M_recon
AROK-MONOMER,default_name,b3390(1),M_recon
YheM_mono,predicted intraceullular sulfur oxidation protein,b3344(1),2011_Updated_E_recon
PFLACTENZ-MONOMER,default_name,b0902(1),M_recon
LAUROYLACYLTRAN-MONOMER,default_name,b1054(1),M_recon
SUPEROX-DISMUTMN-CPLX,default_name,b3908(2),M_recon
CPLX0-7428,default_name,b2751(4) AND b2752(4),M_recon
ORNDECARBOXDEG-CPLX,default_name,b0693(2),M_recon
LysII_RS_dim,"lysine tRNA synthetase, inducible (EC:6.1.1.6)",b4129(2),2011_Updated_E_recon
DTDPGLUCDEHYDRAT-CPLX,default_name,b2041(2),M_recon
YjbC_mono,23S rRNA U2604 pseudouridine synthase (EC:4.2.1.70),b4022(1),2011_Updated_E_recon
AROH-CPLX,default_name,b1704(2),M_recon
PGPPHOSPHAA-MONOMER,default_name,b0418(1),M_recon
EG11167-MONOMER,default_name,b3040(1),M_recon
CPLX0-7647,default_name,b3752(2),M_recon
RplT_mono,50S ribosomal subunit protein L20,b1716(1),2011_Updated_E_recon
DTDPGLUCOSEPP-MONOMER,default_name,b2039(1),M_recon
GNTU-MONOMER,default_name,b4476(1),M_recon
UROGENIIISYN-MONOMER,default_name,b3804(1),M_recon
GLUCOSAMINE-6-P-DEAMIN-CPLX,default_name,b0678(6),M_recon
HEMN-MONOMER,default_name,b3867(1),M_recon
EG12013-MONOMER,default_name,b2132(1),M_recon
RlmI_dim,23S rRNA m5C1962 methyltransferase,b0967(2),2011_Updated_E_recon
G6286-MONOMER,default_name,b0517(1),M_recon
B0752-MONOMER,default_name,b0752(1),M_recon
MALATE-SYNTHASE,default_name,b4014(1),M_recon
EG10124-MONOMER,default_name,b3551(1),M_recon
B1006-MONOMER,default_name,b1006(1),M_recon
CPLX0-682,default_name,b2615(6),M_recon
YecP_mono,"tRNA mo(5)U34 methyltransferase, SAM-dependent",b1871(1),2011_Updated_E_recon
THREODEHYD-CPLX,default_name,b3616(4),M_recon
AROB-MONOMER,default_name,b3389(1),M_recon
GLYOHMETRANS-CPLX,default_name,b2551(2),M_recon
MiaB_mono,isopentenyl-adenosine A37 tRNA methylthiolase,b0661(1),2011_Updated_E_recon
URPHOS-CPLX,default_name,b3831(6),M_recon
G6357-MONOMER,default_name,b0650(1),M_recon
RIBONUCLEOSIDE-TRIP-REDUCT-CPLX,default_name,b4238(2),M_recon
PPPGPPHYDRO-CPLX,default_name,b3779(2),M_recon
EG11424-MONOMER,default_name,b3622(1),M_recon
PABASYN-CPLX,default_name,b3360(1) AND b1812(1),M_recon
GLUC1PADENYLTRANS-CPLX,default_name,b3430(4),M_recon
G6358-MONOMER,default_name,b0651(1),M_recon
Mfd_mono,transcription-repair coupling factor  mfd / nucleotide excision repair,b1114(1),2011_Updated_E_recon
ABC-28-CPLX_EG10817-MONOMER,default_name,b3751(1) AND b3750(1) AND b3748(1) AND b3749(1),M_recon
DIHYDROXYACIDDEHYDRAT-CPLX,default_name,b3771(2),M_recon
CPLX0-7848,default_name,b4192(6),M_recon
