,0,1,2,3,4,5,6,7,8,9,10,11,12,13
DM_amob_c,0,0,0,0,0,5.863130126947737e-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_photon530_e,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_photon550_e,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_photon570_e,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_photon590_e,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_photon610_e,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_photon630_e,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_photon650_e,0,0,0,0,0,-0.3851681573899474,0.0,0.0,-2.7840440214944333e-35,0.0,0.0,0.0,0.0,0.0
EX_photon670_e,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_photon690_e,0,0,0,0,0,3.2479593546636658e-18,-1.6090965071435733e-06,-1.0038762326035171e-06,-5.225825421035256e-18,0.0,0.0,0.0,0.0,0.0
EX_pi_e,0,0,0,0,0,-0.0003933234447669977,7.961500365207652e-22,1.1562997658257132e-21,0.0,0.0,0.0,0.0,0.0,0.0
DM_pho_loss_c,0,0,0,0,0,0.08012361949973179,0.7889717579101453,0.20099826870485138,0.32354291854947337,0.0,0.0,0.0,0.0,0.0
EX_meoh_e,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cl_e,0,0,0,0,0,0.0,-7.43042593622288e-55,2.4495568895181404e-55,0.0,0.0,0.0,0.0,0.0,0.0
SK_fum_c,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_succ_c,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK_akg_c,0,0,0,0,0,0.08365207147976406,0.09536127340610323,0.1124375326985581,0.12078374329307466,0.10250935123049916,0.13477957465223364,0.13412877311907848,0.13412877311907848,0.13412877311907848
DM_ac_c,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00020400629511691055,0.0007915635337657517,0.0007510979151653053,0.0007510979151653053,0.0007510979151653053
DM_lac__D_c,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU490-4436_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,0.0,0.0,6.679067693217778e-48,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU490-4621_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,5.532420359691452e-10,2.254258728588406e-09,1.8304233091907672e-09,2.2563255538444663e-09,1.73645646426837e-09,2.20194620854967e-09,2.1719385619438517e-09,2.1719385619438517e-09,2.1719385619438517e-09
transcription_TU490-4805_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,0.0,0.0,0.0,-1.0389849147223568e-45,0.0,0.0,0.0,0.0,0.0
transcription_TU490-4055_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,-4.974068143579515e-33,0.0,0.0,2.956285222017035e-64,0.0,0.0,0.0,0.0,0.0
transcription_TU490-4420_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,1.0472892470966087e-07,1.0627664527333069e-07,1.0475426825307012e-07,1.128832631314268e-07,1.047544095677886e-07,1.1376436509542055e-07,1.1347062243283676e-07,1.1347062243283676e-07,1.1347062243283676e-07
transcription_TU490-3671_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,6.928446607262215e-10,0.0,0.0,-3.100246710909618e-45,0.0,0.0,0.0,0.0,0.0
transcription_TU490-5154_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,4.684732100785076e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU490-4039_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,-8.859590050328072e-29,1.9634924392427514e-31,1.2243837061778185e-31,9.835645988878998e-32,0.0,0.0,0.0,0.0,0.0
transcription_TU490-4404_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU490-4388_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,1.0472894954136497e-07,1.0627669472800803e-07,1.0475429261821252e-07,1.1288334522924805e-07,1.0475443393300763e-07,1.1376446272922315e-07,1.1347071486236962e-07,1.1347071486236962e-07,1.1347071486236962e-07
transcription_TU490-4007_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,1.473828914484315e-14,3.3661524809756425e-14,1.6604259639885706e-14,5.583170649010271e-14,1.660411301730551e-14,6.638810877515166e-14,6.285162436823453e-14,6.285162436823453e-14,6.285162436823453e-14
transcription_TU490-4372_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,-3.8851335469867276e-59,0.0,0.0,4.360781525275131e-34,0.0,0.0,0.0,0.0,0.0
transcription_TU490-4740_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,2.540220132681699e-10,2.4231986398492936e-10,1.979831829780301e-10,2.231492181342602e-10,1.7469384460278064e-10,2.0073356388071733e-10,1.9944451810694964e-10,1.9944451810694964e-10,1.9944451810694964e-10
transcription_TU490-5106_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,0.0,0.0,0.0,-8.823133306706773e-46,0.0,0.0,0.0,0.0,0.0
transcription_TU490-3991_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,-4.264045629123101e-44,-2.5125475731916225e-65,0.0,2.5125475731916225e-65,8.471734579488926e-11,2.7953834271561156e-10,2.8474428329878923e-10,2.8474428329878923e-10,2.8474428329878923e-10
transcription_TU490-4340_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,2.992200227009753e-10,2.0119388646034767e-09,1.632440126212737e-09,2.033176335710206e-09,1.5617626196655894e-09,2.001212644668953e-09,1.972494043836902e-09,1.972494043836902e-09,1.972494043836902e-09
transcription_TU490-5074_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,5.192429786701086e-12,1.0385861006110158e-11,5.199847994931276e-12,1.6993586374536712e-11,5.199384009128926e-12,2.011066275020812e-11,1.9068377168558007e-11,1.9068377168558007e-11,1.9068377168558007e-11
transcription_TU490-5058_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,3.509655342975853e-18,4.989144990249192e-18,4.140816558589544e-18,1.4716743330241756e-17,4.2770085628417276e-18,1.879862776347403e-17,1.7710831012787964e-17,1.7710831012787964e-17,1.7710831012787964e-17
transcription_TU490-3943_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU490-5480_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU490-5042_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU490-5026_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,3.509655342975853e-18,4.989144990249192e-18,4.140816558589544e-18,1.4716743330241756e-17,4.2770085628417276e-18,1.879862776347403e-17,1.7710831012787964e-17,1.7710831012787964e-17,1.7710831012787964e-17
transcription_TU490-4628_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,3.9398616575704174e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU490-4997_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU490-3879_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,7.111839948026006e-21,1.856777207266684e-19,2.347993580612084e-20,1.1994437736017848e-19,3.839172045813508e-26,6.771024681647082e-25,6.024236727861074e-25,6.024236727861074e-25,6.024236727861074e-25
transcription_TU490-5362_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,3.599702727412879e-36,-3.976767717781231e-37,0.0,-1.252673328489178e-39,0.0,0.0,0.0,0.0,0.0
transcription_TU490-5346_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,1.429754776528743e-09,1.4723475118344522e-09,1.4356789750568536e-09,1.584898273234917e-09,1.4341872103991657e-09,1.6058813202857584e-09,1.5982733760472733e-09,1.5982733760472733e-09,1.5982733760472733e-09
transcription_TU490-4596_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,7.24679221235426e-12,4.1526111636688326e-10,5.07655810316082e-11,1.1669095644138603e-10,0.0,0.0,0.0,0.0,0.0
transcription_TU490-4965_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,1.9937650564959535e-14,4.0445623680211635e-14,1.9929769743060295e-14,6.713034408919687e-14,1.9929792707551598e-14,7.983221973627098e-14,7.557726427342462e-14,7.557726427342462e-14,7.557726427342462e-14
transcription_TU490-3847_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,-1.413649881365285e-31,0.0,-4.514702895713951e-49,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU490-5330_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,9.077794902105791e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU490-4215_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,2.827113094897351e-30,-1.923325787809718e-35,-1.74814777853382e-33,-8.67446483841654e-37,0.0,0.0,0.0,0.0,0.0
transcription_TU490-4949_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,1.1364609502246114e-12,-2.3179247024133255e-30,-3.340983716110952e-30,-1.7670713464855426e-30,0.0,0.0,0.0,0.0,0.0
transcription_TU490-5314_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,4.938223616061095e-10,5.135514564985473e-10,4.958424271818993e-10,5.588451384400443e-10,4.953405384105784e-10,5.691755873587666e-10,5.655205265346956e-10,5.655205265346956e-10,5.655205265346956e-10
transcription_TU490-3815_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,1.7423046483521066e-30,0.0,0.0,4.336022333485586e-36,0.0,0.0,0.0,0.0,0.0
transcription_TU490-4183_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,0.0,3.4405759724113035e-43,0.0,-8.47726129872275e-44,0.0,0.0,0.0,0.0,0.0
transcription_TU490-3799_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,-1.7102147153649223e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU490-5282_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,1.0472894954136497e-07,1.0627669472800803e-07,1.0475429261821252e-07,2.2576660836067485e-07,1.0475443393300763e-07,2.275288278246437e-07,2.2694133729520639e-07,2.2694133729520639e-07,2.2694133729520639e-07
transcription_TU490-4901_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,0.0,0.0,-7.905844178520454e-31,-6.78971059913681e-31,0.0,0.0,0.0,0.0,0.0
transcription_TU490-3783_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,4.228508679669555e-12,8.457832886379777e-12,4.234549773950559e-12,1.3838902100801658e-11,4.234171922333286e-12,1.6377325353722233e-11,1.5528529354594813e-11,1.5528529354594813e-11,1.5528529354594813e-11
transcription_TU490-3533_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU490-4151_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,5.1620750350870654e-30,-6.397606762818731e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU490-4516_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,5.473197790120377e-30,-6.325450319974232e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU490-4885_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,4.674551681567915e-10,6.103004194853218e-09,1.5437012673217811e-09,2.522844272106199e-09,0.0,0.0,0.0,0.0,0.0
transcription_TU490-4869_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,8.890252633400518e-14,9.241897805197771e-14,8.93548429301301e-14,1.0056626690786718e-13,8.928200795009803e-14,1.0252918009432471e-13,1.0183652124800666e-13,1.0183652124800666e-13,1.0183652124800666e-13
transcription_TU490-3501_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,3.1201910406494984e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU490-4484_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,6.224054849352222e-10,2.7567192930156932e-16,1.7075712727243933e-16,9.024892607885473e-28,0.0,0.0,0.0,0.0,0.0
transcription_TU490-4853_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,0.0,0.0,0.0,3.104032708104223e-39,0.0,0.0,0.0,0.0,0.0
transcription_TU490-5218_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,2.913497810080361e-17,6.007271359277812e-17,2.9248003995639326e-17,1.0118817116732538e-16,2.921809725231112e-17,1.2106235995137795e-16,1.1433755886513942e-16,1.1433755886513942e-16,1.1433755886513942e-16
transcription_TU490-4103_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,6.928446607262215e-10,0.0,0.0,-1.831485905926547e-43,0.0,0.0,0.0,0.0,0.0
transcription_TU490-4100_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,6.928446607262215e-10,0.0,0.0,1.3562502648626371e-43,0.0,0.0,0.0,0.0,0.0
transcription_TU490-1536_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU490-3700_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU490-4433_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,-3.531766284532405e-30,2.7731581509243933e-38,-8.548301702323603e-34,2.2860387873731136e-38,0.0,0.0,0.0,0.0,0.0
transcription_TU490-3684_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,2.9965420481595125e-30,0.0,-1.109033439286318e-71,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU490-3668_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,0.0,0.0,0.0,4.801168954773921e-39,0.0,0.0,0.0,0.0,0.0
transcription_TU490-4036_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,1.3744644004786201e-11,2.692699494049969e-11,1.375069772393349e-11,4.389547363461778e-11,1.3751351338699549e-11,5.186157850567655e-11,4.920153558450688e-11,4.920153558450688e-11,4.920153558450688e-11
transcription_TU490-4769_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,0.0,0.0,0.0,-1.120054576381338e-63,0.0,0.0,0.0,0.0,0.0
transcription_TU490-3652_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,6.224054849352222e-10,2.7567192930156932e-16,1.7075712727243933e-16,9.024892607885473e-28,0.0,0.0,0.0,0.0,0.0
transcription_TU490-5135_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,1.4831889036406872e-11,3.0522227766869234e-11,1.481616511311907e-11,5.023404348330954e-11,1.4814147551453457e-11,5.961242388035256e-11,5.647450401036391e-11,5.647450401036391e-11,5.647450401036391e-11
transcription_TU490-4753_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,1.595044574174662e-12,3.1591799106510096e-12,1.596973757953929e-12,5.196055869916345e-12,1.5967687837377224e-12,6.143495956304847e-12,5.82659608159694e-12,5.82659608159694e-12,5.82659608159694e-12
transcription_TU490-3636_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU490-5119_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,2.063968544342404e-12,4.306512172286095e-12,2.0636804547778318e-12,7.051963830874319e-12,2.0634012928439707e-12,8.377619690952178e-12,7.934041521461638e-12,7.934041521461638e-12,7.934041521461638e-12
transcription_TU490-4369_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,1.0472896195721703e-07,1.062767194553467e-07,1.0475430480078372e-07,1.1288338627815867e-07,1.0475444611561715e-07,1.1376451154612445e-07,1.1347076107713605e-07,1.1347076107713605e-07,1.1347076107713605e-07
transcription_TU490-3988_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,9.13808345258118e-21,2.385793955853441e-19,3.016963409009799e-20,1.541178820079179e-19,4.932995425787299e-26,8.700165909613024e-25,7.740609652958199e-25,7.740609652958199e-25,7.7406096529905425e-25
transcription_TU490-4353_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,1.9242452009313198e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU490-5071_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU490-4321_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,4.605855853228026e-20,6.922069996775995e-19,9.89102866727389e-20,6.275488979004596e-19,2.3131798202950867e-20,3.360147389945825e-19,3.023365291539355e-19,3.023365291539355e-19,3.023365291539355e-19
transcription_TU490-4689_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,1.5853920839096836e-30,7.789290021319283e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU490-3572_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,3.9346696769915444e-48,1.6265870550632186e-10,4.2331888280583067e-10,4.796346543623198e-10,5.410698955750959e-10,6.893441808945271e-10,6.816150325741959e-10,6.816150325741959e-10,6.816150325741959e-10
transcription_TU490-5055_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,1.8712007271949185e-09,1.926914721040403e-09,1.87892527374767e-09,2.0742457728362256e-09,1.8770017034306577e-09,2.101707470146044e-09,2.0917505243640024e-09,2.0917505243640024e-09,2.0917505243640024e-09
transcription_TU490-3940_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,3.802652579728281e-09,4.475831551373512e-09,5.067213831895837e-09,5.80748011303129e-09,5.325270249749398e-09,6.564069862692423e-09,6.4701554150394365e-09,6.4701554150394365e-09,6.4701554150394365e-09
transcription_TU490-5477_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,-7.088576140729751e-59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU490-5023_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,3.2706702205671672e-18,6.760003446195928e-18,3.283330567162947e-18,1.1416604808729906e-17,3.2799794351667203e-18,1.3676192585257408e-17,1.2911128888718055e-17,1.2911128888718055e-17,1.2911128888718055e-17
transcription_TU490-3908_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU490-5391_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,0.0,0.0,0.0,3.359111706923947e-43,0.0,0.0,0.0,0.0,0.0
transcription_TU490-4641_from_SYNPCC7942_0649-MONOMER,0,0,0,0,0,4.568390436170443e-17,1.063811419597836e-17,2.635293705480987e-17,1.724803115511955e-17,3.00686313159474e-17,6.22038455111399e-12,1.3651884163176094e-16,1.3651884163176094e-16,1.3651884163176094e-16
