Gene Name	Accession-2	Left-End-Position	Right-End-Position	Product	Accession-1
CLJU_RS01860	CLJU_RS01860	395191	396978	CLJU_RS01860-MONOMER	CLJU_c03810
CLJU_RS03590	CLJU_RS03590	808402	809523	CLJU_RS03590-MONOMER	CLJU_c07290
CLJU_RS02335	CLJU_RS02335	508705	510417	CLJU_RS02335-MONOMER	CLJU_c04770
CLJU_RS02235	CLJU_RS02235	487315	488055	CLJU_RS02235-MONOMER	CLJU_c04570
CLJU_RS06635	CLJU_RS06635	1452465	1452665	CLJU_RS06635-MONOMER	
CLJU_RS12100	CLJU_RS12100	2722895	2723509	CLJU_RS12100-MONOMER	CLJU_c24570
CLJU_RS05260	CLJU_RS05260	1181233	1181688	CLJU_RS05260-MONOMER	CLJU_c10710
CLJU_RS20685	CLJU_RS20685	4540424	4541209	CLJU_RS20685-MONOMER	CLJU_c41990
CLJU_RS03250	CLJU_RS03250	726624	727985	CLJU_RS03250-MONOMER	CLJU_c06610
CLJU_RS14320	CLJU_RS14320	3202937	3203332	CLJU_RS14320-MONOMER	CLJU_c29030
CLJU_RS10390	CLJU_RS10390	2302780	2303712	CLJU_RS10390-MONOMER	CLJU_c21160
CLJU_RS11190	CLJU_RS11190	2494663	2495772	CLJU_RS11190-MONOMER	CLJU_c22750
CLJU_RS01220	CLJU_RS01220	254430	254684	CLJU_RS01220-MONOMER	CLJU_c02490
CLJU_RS08955	CLJU_RS08955	1975272	1975778	CLJU_RS08955-MONOMER	CLJU_c18230
CLJU_RS19370	CLJU_RS19370	4280753	4281298	CLJU_RS19370-MONOMER	CLJU_c39340
CLJU_RS18085	CLJU_RS18085	3992077	3992150	CLJU_RS18085-tRNA	CLJU_c36740
CLJU_RS20825	CLJU_RS20825	4564587	4564663	CLJU_RS20825-tRNA	CLJU_c42280
CLJU_RS12285	CLJU_RS12285	2766562	2767278	CLJU_RS12285-MONOMER	CLJU_c24940
CLJU_RS10895	CLJU_RS10895	2422650	2423582	CLJU_RS10895-MONOMER	CLJU_c22200
CLJU_RS00795	CLJU_RS00795	162359	163048	CLJU_RS00795-MONOMER	CLJU_c01640
CLJU_RS11775	CLJU_RS11775	2641601	2643310	CLJU_RS11775-MONOMER	CLJU_c23940
CLJU_RS11140	CLJU_RS11140	2482499	2483302	CLJU_RS11140-MONOMER	CLJU_c22640
CLJU_RS15675	CLJU_RS15675	3482980	3483276	CLJU_RS15675-MONOMER	CLJU_c31810
CLJU_RS03050	CLJU_RS03050	683859	685427	CLJU_RS03050-MONOMER	CLJU_c06210
CLJU_RS04640	CLJU_RS04640	1051977	1053080	CLJU_RS04640-MONOMER	CLJU_c09410
CLJU_RS13395	CLJU_RS13395	3000691	3001377	CLJU_RS13395-MONOMER	CLJU_c27170
CLJU_RS01130	CLJU_RS01130	238560	239009	CLJU_RS01130-MONOMER	CLJU_c02310
CLJU_RS21700	CLJU_RS21700	3040259	3040420	CLJU_RS21700-MONOMER	
CLJU_RS16195	CLJU_RS16195	3592395	3592631	CLJU_RS16195-MONOMER	CLJU_c32860
CLJU_RS09220	CLJU_RS09220	2038264	2039082	CLJU_RS09220-MONOMER	CLJU_c18800
CLJU_RS06650	CLJU_RS06650	1456304	1457290	CLJU_RS06650-MONOMER	CLJU_c13540
CLJU_RS14875	CLJU_RS14875	3328523	3329290	CLJU_RS14875-MONOMER	CLJU_c30160
CLJU_RS08930	CLJU_RS08930	1971219	1971995	CLJU_RS08930-MONOMER	CLJU_c18180
CLJU_RS02540	CLJU_RS02540	561904	562122	CLJU_RS02540-MONOMER	CLJU_c05180
CLJU_RS16420	CLJU_RS16420	3642710	3643546	CLJU_RS16420-MONOMER	CLJU_c33310
CLJU_RS15515	CLJU_RS15515	3459575	3460369	CLJU_RS15515-MONOMER	CLJU_c31470
CLJU_RS13255	CLJU_RS13255	2972880	2973485	CLJU_RS13255-MONOMER	CLJU_c26890
CLJU_RS03480	CLJU_RS03480	785954	787324	CLJU_RS03480-MONOMER	CLJU_c07070
CLJU_RS03490	CLJU_RS03490	788542	789957	CLJU_RS03490-MONOMER	CLJU_c07090
CLJU_RS16290	CLJU_RS16290	3611022	3611831	CLJU_RS16290-MONOMER	CLJU_c33050
CLJU_RS15810	CLJU_RS15810	3510109	3512268	CLJU_RS15810-MONOMER	CLJU_c32080
CLJU_RS13880	CLJU_RS13880	3109217	3110740	CLJU_RS13880-MONOMER	CLJU_c28100
CLJU_RS08565	CLJU_RS08565	1894751	1895206	CLJU_RS08565-MONOMER	CLJU_c17440
CLJU_RS08230	CLJU_RS08230	1816584	1817618	CLJU_RS08230-MONOMER	CLJU_c16770
CLJU_RS00465	CLJU_RS00465	88034	89104	CLJU_RS00465-MONOMER	CLJU_c00960
CLJU_RS13065	CLJU_RS13065	2933010	2933624	CLJU_RS13065-MONOMER	CLJU_c26510
CLJU_RS02120	CLJU_RS02120	455348	456544	CLJU_RS02120-MONOMER	CLJU_c04340
CLJU_RS18995	CLJU_RS18995	4190741	4191277	CLJU_RS18995-MONOMER	CLJU_c38570
CLJU_RS21165	CLJU_RS21165	4629048	4629383	CLJU_RS21165-MONOMER	CLJU_c42960
CLJU_RS10395	CLJU_RS10395	2303792	2304028	CLJU_RS10395-MONOMER	CLJU_c21170
CLJU_RS05920	CLJU_RS05920	1306534	1307490	CLJU_RS05920-MONOMER	CLJU_c12070
CLJU_RS02735	CLJU_RS02735	603896	604798	CLJU_RS02735-MONOMER	CLJU_c05560
CLJU_RS13635	CLJU_RS13635	3053926	3055092	CLJU_RS13635-MONOMER	CLJU_c27610
CLJU_RS11620	CLJU_RS11620	2600305	2601504	CLJU_RS11620-MONOMER	CLJU_c23630
CLJU_RS15400	CLJU_RS15400	3445418	3445630	CLJU_RS15400-MONOMER	
CLJU_RS07015	CLJU_RS07015	1530263	1530961	CLJU_RS07015-MONOMER	CLJU_c14300
CLJU_RS10900	CLJU_RS10900	2423778	2424953	CLJU_RS10900-MONOMER	CLJU_c22210
CLJU_RS09365	CLJU_RS09365	2078266	2079336	CLJU_RS09365-MONOMER	CLJU_c19100
CLJU_RS00810	CLJU_RS00810	165531	167027	CLJU_RS00810-MONOMER	CLJU_c01670
CLJU_RS07305	CLJU_RS07305	1611928	1613448	CLJU_RS07305-MONOMER	CLJU_c14910
CLJU_RS12565	CLJU_RS12565	2829336	2830166	CLJU_RS12565-MONOMER	CLJU_c25500
CLJU_RS17790	CLJU_RS17790	3933572	3934141	CLJU_RS17790-MONOMER	CLJU_c36160
CLJU_RS19765	CLJU_RS19765	4364555	4365670	CLJU_RS19765-MONOMER	CLJU_c40130
CLJU_RS07590	CLJU_RS07590	1681050	1681712	CLJU_RS07590-MONOMER	CLJU_c15490
CLJU_RS16045	CLJU_RS16045	3555394	3555618	CLJU_RS16045-MONOMER	CLJU_c32560
CLJU_RS05330	CLJU_RS05330	1195771	1197066	CLJU_RS05330-MONOMER	CLJU_c10870
CLJU_RS16805	CLJU_RS16805	3723866	3724969	CLJU_RS16805-MONOMER	CLJU_c34090
CLJU_RS19630	CLJU_RS19630	4335293	4335595	CLJU_RS19630-MONOMER	CLJU_c39850
CLJU_RS00365	CLJU_RS00365	74528	74965	CLJU_RS00365-MONOMER	CLJU_c00760
CLJU_RS18265	CLJU_RS18265	4020277	4020720	CLJU_RS18265-MONOMER	CLJU_c37090
CLJU_RS09875	CLJU_RS09875	2183156	2185054	CLJU_RS09875-MONOMER	CLJU_c20130
CLJU_RS04090	CLJU_RS04090	919316	919570	CLJU_RS04090-MONOMER	CLJU_c08310
CLJU_RS17625	CLJU_RS17625	3899466	3900359	CLJU_RS17625-MONOMER	CLJU_c35790
CLJU_RS09605	CLJU_RS09605	2123319	2124842	CLJU_RS09605-MONOMER	CLJU_c19600
CLJU_RS04925	CLJU_RS04925	1112693	1112944	CLJU_RS04925-MONOMER	CLJU_c10040
CLJU_RS21010	CLJU_RS21010	4603871	4604707	CLJU_RS21010-MONOMER	CLJU_c42640
CLJU_RS21280	CLJU_RS21280	1766132	1767004	CLJU_RS21280-MONOMER	CLJU_c16230
CLJU_RS18570	CLJU_RS18570	4095362	4095835	CLJU_RS18570-MONOMER	CLJU_c37710
CLJU_RS19465	CLJU_RS19465	4300712	4301065	CLJU_RS19465-MONOMER	CLJU_c39530
CLJU_RS14645	CLJU_RS14645	3274870	3275895	CLJU_RS14645-MONOMER	CLJU_c29690
CLJU_RS08235	CLJU_RS08235	1818097	1818618	CLJU_RS08235-MONOMER	CLJU_c16780
CLJU_RS15420	CLJU_RS15420	3447406	3447798	CLJU_RS15420-MONOMER	CLJU_c31270
CLJU_RS18890	CLJU_RS18890	4163953	4165806	CLJU_RS18890-MONOMER	CLJU_c38350
CLJU_RS19310	CLJU_RS19310	4268091	4268978	CLJU_RS19310-MONOMER	CLJU_c39220
CLJU_RS10400	CLJU_RS10400	2304269	2304727	CLJU_RS10400-MONOMER	CLJU_c21180
CLJU_RS13060	CLJU_RS13060	2932087	2932944	CLJU_RS13060-MONOMER	CLJU_c26500
CLJU_RS11270	CLJU_RS11270	2511204	2512919	CLJU_RS11270-MONOMER	CLJU_c22910
CLJU_RS15405	CLJU_RS15405	3445578	3446033	CLJU_RS15405-MONOMER	CLJU_c31240
CLJU_RS10905	CLJU_RS10905	2425461	2425820	CLJU_RS10905-MONOMER	CLJU_c22220
CLJU_RS16795	CLJU_RS16795	3721975	3723027	CLJU_RS16795-MONOMER	CLJU_c34070
CLJU_RS20330	CLJU_RS20330	4466666	4468063	CLJU_RS20330-MONOMER	CLJU_c41270
CLJU_RS05850	CLJU_RS05850	1293594	1293899	CLJU_RS05850-MONOMER	CLJU_c11920
CLJU_RS16350	CLJU_RS16350	3626845	3627909	CLJU_RS16350-MONOMER	CLJU_c33170
CLJU_RS18185	CLJU_RS18185	4002775	4003062	CLJU_RS18185-MONOMER	CLJU_c36930
CLJU_RS22575	CLJU_RS22575	2006543	2006716	CLJU_RS22575-MONOMER	CLJU_c18530
CLJU_RS15680	CLJU_RS15680	3483724	3484239	CLJU_RS15680-MONOMER	CLJU_c31820
CLJU_RS20140	CLJU_RS20140	4438298	4438840	CLJU_RS20140-MONOMER	CLJU_c40890
CLJU_RS03645	CLJU_RS03645	818257	818868	CLJU_RS03645-MONOMER	CLJU_c07400
CLJU_RS12990	CLJU_RS12990	2920526	2920861	CLJU_RS12990-MONOMER	CLJU_c26360
CLJU_RS14405	CLJU_RS14405	3224321	3225160	CLJU_RS14405-MONOMER	CLJU_c29210
CLJU_RS08935	CLJU_RS08935	1972017	1972388	CLJU_RS08935-MONOMER	CLJU_c18190
CLJU_RS00655	CLJU_RS00655	137373	137810	CLJU_RS00655-MONOMER	CLJU_c01340
CLJU_RS04755	CLJU_RS04755	1074384	1076270	CLJU_RS04755-MONOMER	CLJU_c09640
CLJU_RS19070	CLJU_RS19070	4212470	4212853	CLJU_RS19070-MONOMER	CLJU_c38720
CLJU_RS00560	CLJU_RS00560	111814	114706	CLJU_RS00560-rRNA	CLJU_c01150
CLJU_RS02350	CLJU_RS02350	512701	512970	CLJU_RS02350-MONOMER	CLJU_c04800
CLJU_RS19800	CLJU_RS19800	4370202	4371497	CLJU_RS19800-MONOMER	CLJU_c40210
CLJU_RS15125	CLJU_RS15125	3392533	3392868	CLJU_RS15125-MONOMER	CLJU_c30670
CLJU_RS21220	CLJU_RS21220	999418	1001532	CLJU_RS21220-MONOMER	CLJU_c09030
CLJU_RS08570	CLJU_RS08570	1895322	1896815	CLJU_RS08570-MONOMER	CLJU_c17450
CLJU_RS20945	CLJU_RS20945	4587916	4589253	CLJU_RS20945-MONOMER	CLJU_c42510
CLJU_RS20635	CLJU_RS20635	4528287	4528997	CLJU_RS20635-MONOMER	CLJU_c41880
CLJU_RS10405	CLJU_RS10405	2304957	2306978	CLJU_RS10405-MONOMER	CLJU_c21190
CLJU_RS19140	CLJU_RS19140	4229797	4230186	CLJU_RS19140-MONOMER	CLJU_c38880
CLJU_RS22105	CLJU_RS22105	109380	109511	CLJU_RS22105-MONOMER	
CLJU_RS11625	CLJU_RS11625	2601492	2602175	CLJU_RS11625-MONOMER	CLJU_c23640
CLJU_RS19030	CLJU_RS19030	4200789	4201850	CLJU_RS19030-MONOMER	CLJU_c38640
CLJU_RS16800	CLJU_RS16800	3723048	3723797	CLJU_RS16800-MONOMER	CLJU_c34080
CLJU_RS14375	CLJU_RS14375	3216736	3217818	CLJU_RS14375-MONOMER	CLJU_c29140
CLJU_RS07020	CLJU_RS07020	1531032	1533266	CLJU_RS07020-MONOMER	CLJU_c14310
CLJU_RS10910	CLJU_RS10910	2425823	2426497	CLJU_RS10910-MONOMER	CLJU_c22230
CLJU_RS20575	CLJU_RS20575	4517805	4518491	CLJU_RS20575-MONOMER	CLJU_c41760
CLJU_RS11875	CLJU_RS11875	2670508	2672406	CLJU_RS11875-MONOMER	CLJU_c24140
CLJU_RS09370	CLJU_RS09370	2079377	2080033	CLJU_RS09370-MONOMER	CLJU_c19110
CLJU_RS00045	CLJU_RS00045	11210	14102	CLJU_RS00045-rRNA	CLJU_c00090
CLJU_RS07595	CLJU_RS07595	1681726	1682892	CLJU_RS07595-MONOMER	CLJU_c15500
CLJU_RS00065	CLJU_RS00065	15222	15737	CLJU_RS00065-MONOMER	CLJU_c00130
CLJU_RS21495	CLJU_RS21495	3964260	3965348	CLJU_RS21495-MONOMER	CLJU_c36410
CLJU_RS10595	CLJU_RS10595	2357967	2359175	CLJU_RS10595-MONOMER	CLJU_c21580
CLJU_RS07745	CLJU_RS07745	1719494	1720174	CLJU_RS07745-MONOMER	CLJU_c15800
CLJU_RS18360	CLJU_RS18360	4045282	4046553	CLJU_RS18360-MONOMER	CLJU_c37290
CLJU_RS00955	CLJU_RS00955	198613	199890	CLJU_RS00955-MONOMER	CLJU_c01960
CLJU_RS01525	CLJU_RS01525	316516	318498	CLJU_RS01525-MONOMER	CLJU_c03110
CLJU_RS09880	CLJU_RS09880	2185576	2186421	CLJU_RS09880-MONOMER	CLJU_c20140
CLJU_RS16485	CLJU_RS16485	3653789	3654241	CLJU_RS16485-MONOMER	CLJU_c33440
CLJU_RS09610	CLJU_RS09610	2124946	2125815	CLJU_RS09610-MONOMER	CLJU_c19610
CLJU_RS17285	CLJU_RS17285	3825433	3825885	CLJU_RS17285-MONOMER	CLJU_c35080
CLJU_RS16360	CLJU_RS16360	3630284	3631435	CLJU_RS16360-MONOMER	CLJU_c33190
CLJU_RS17180	CLJU_RS17180	3805380	3806399	CLJU_RS17180-MONOMER	CLJU_c34850
CLJU_RS19845	CLJU_RS19845	4380064	4380768	CLJU_RS19845-MONOMER	CLJU_c40300
CLJU_RS20350	CLJU_RS20350	4470916	4471980	CLJU_RS20350-MONOMER	CLJU_c41310
CLJU_RS08240	CLJU_RS08240	1818650	1819624	CLJU_RS08240-MONOMER	CLJU_c16790
CLJU_RS01865	CLJU_RS01865	397240	398511	CLJU_RS01865-MONOMER	CLJU_c03820
CLJU_RS19570	CLJU_RS19570	4322548	4324101	CLJU_RS19570-MONOMER	CLJU_c39730
CLJU_RS21085	CLJU_RS21085	4616151	4616363	CLJU_RS21085-MONOMER	CLJU_c42800
CLJU_RS02340	CLJU_RS02340	510728	511666	CLJU_RS02340-MONOMER	CLJU_c04780
CLJU_RS19545	CLJU_RS19545	4318936	4320126	CLJU_RS19545-MONOMER	CLJU_c39680
CLJU_RS13545	CLJU_RS13545	3031397	3031678	CLJU_RS13545-MONOMER	CLJU_c27430
CLJU_RS03415	CLJU_RS03415	769508	770209	CLJU_RS03415-MONOMER	CLJU_c06950
CLJU_RS03055	CLJU_RS03055	685643	686476	CLJU_RS03055-MONOMER	CLJU_c06220
CLJU_RS22300	CLJU_RS22300	2980259	2980327	CLJU_RS22300-MONOMER	
CLJU_RS21350	CLJU_RS21350	2723772	2724284	CLJU_RS21350-MONOMER	CLJU_c24580
CLJU_RS14130	CLJU_RS14130	3167513	3167911	CLJU_RS14130-MONOMER	CLJU_c28640
CLJU_RS06080	CLJU_RS06080	1339652	1340554	CLJU_RS06080-MONOMER	CLJU_c12390
CLJU_RS20895	CLJU_RS20895	4577383	4578687	CLJU_RS20895-MONOMER	CLJU_c42410
CLJU_RS03165	CLJU_RS03165	707863	708183	CLJU_RS03165-MONOMER	CLJU_c06440
CLJU_RS08960	CLJU_RS08960	1975969	1977291	CLJU_RS08960-MONOMER	CLJU_c18240
CLJU_RS03315	CLJU_RS03315	742918	743886	CLJU_RS03315-MONOMER	CLJU_c06740
CLJU_RS10915	CLJU_RS10915	2426921	2427889	CLJU_RS10915-MONOMER	CLJU_c22240
CLJU_RS12865	CLJU_RS12865	2893648	2894952	CLJU_RS12865-MONOMER	CLJU_c26110
CLJU_RS05515	CLJU_RS05515	1226042	1226272	CLJU_RS05515-MONOMER	
CLJU_RS00800	CLJU_RS00800	163163	163651	CLJU_RS00800-MONOMER	CLJU_c01650
CLJU_RS11780	CLJU_RS11780	2643588	2645012	CLJU_RS11780-MONOMER	CLJU_c23950
CLJU_RS05095	CLJU_RS05095	1147977	1149170	CLJU_RS05095-MONOMER	CLJU_c10380
CLJU_RS06175	CLJU_RS06175	1358512	1359192	CLJU_RS06175-MONOMER	CLJU_c12580
CLJU_RS06870	CLJU_RS06870	1500382	1500660	CLJU_RS06870-MONOMER	CLJU_c13990
CLJU_RS06880	CLJU_RS06880	1501181	1501788	CLJU_RS06880-MONOMER	
CLJU_RS09225	CLJU_RS09225	2039318	2040109	CLJU_RS09225-MONOMER	CLJU_c18810
CLJU_RS14880	CLJU_RS14880	3330012	3331883	CLJU_RS14880-MONOMER	CLJU_c30170
CLJU_RS11340	CLJU_RS11340	2528052	2528822	CLJU_RS11340-MONOMER	CLJU_c23050
CLJU_RS05425	CLJU_RS05425	1209734	1210966	CLJU_RS05425-MONOMER	CLJU_c11070
CLJU_RS06620	CLJU_RS06620	1448949	1450436	CLJU_RS06620-MONOMER	CLJU_c13480
CLJU_RS18030	CLJU_RS18030	3987867	3988121	CLJU_RS18030-MONOMER	CLJU_c36640
CLJU_RS20215	CLJU_RS20215	4445069	4445698	CLJU_RS20215-MONOMER	CLJU_c41040
CLJU_RS02545	CLJU_RS02545	562674	563297	CLJU_RS02545-MONOMER	CLJU_c05190
CLJU_RS08940	CLJU_RS08940	1972616	1973458	CLJU_RS08940-MONOMER	CLJU_c18200
CLJU_RS16425	CLJU_RS16425	3643571	3643936	CLJU_RS16425-MONOMER	CLJU_c33320
CLJU_RS14250	CLJU_RS14250	3192556	3193728	CLJU_RS14250-MONOMER	CLJU_c28880
CLJU_RS14720	CLJU_RS14720	3289970	3291964	CLJU_RS14720-MONOMER	CLJU_c29840
CLJU_RS08575	CLJU_RS08575	1896852	1897757	CLJU_RS08575-MONOMER	CLJU_c17460
CLJU_RS08245	CLJU_RS08245	1819759	1821147	CLJU_RS08245-MONOMER	CLJU_c16800
CLJU_RS16295	CLJU_RS16295	3611822	3612433	CLJU_RS16295-MONOMER	CLJU_c33060
CLJU_RS02125	CLJU_RS02125	456549	458471	CLJU_RS02125-MONOMER	CLJU_c04350
CLJU_RS02410	CLJU_RS02410	527950	528342	CLJU_RS02410-MONOMER	CLJU_c04920
CLJU_RS10410	CLJU_RS10410	2307199	2308476	CLJU_RS10410-MONOMER	CLJU_c21200
CLJU_RS17665	CLJU_RS17665	3907441	3908937	CLJU_RS17665-MONOMER	CLJU_c35900
CLJU_RS02740	CLJU_RS02740	604795	605679	CLJU_RS02740-MONOMER	CLJU_c05570
CLJU_RS06595	CLJU_RS06595	1443091	1444572	CLJU_RS06595-MONOMER	CLJU_c13430
CLJU_RS13640	CLJU_RS13640	3055136	3055975	CLJU_RS13640-MONOMER	CLJU_c27620
CLJU_RS11630	CLJU_RS11630	2602224	2603015	CLJU_RS11630-MONOMER	CLJU_c23650
CLJU_RS06375	CLJU_RS06375	1396457	1397557	CLJU_RS06375-MONOMER	CLJU_c12990
CLJU_RS16415	CLJU_RS16415	3641706	3642578	CLJU_RS16415-MONOMER	CLJU_c33300
CLJU_RS07025	CLJU_RS07025	1533827	1534225	CLJU_RS07025-MONOMER	CLJU_c14320
CLJU_RS10920	CLJU_RS10920	2427903	2428586	CLJU_RS10920-MONOMER	CLJU_c22250
CLJU_RS05890	CLJU_RS05890	1298694	1300010	CLJU_RS05890-MONOMER	CLJU_c12000
CLJU_RS17505	CLJU_RS17505	3875129	3875551	CLJU_RS17505-MONOMER	CLJU_c35550
CLJU_RS09375	CLJU_RS09375	2080049	2081080	CLJU_RS09375-MONOMER	CLJU_c19120
CLJU_RS20640	CLJU_RS20640	4529290	4530222	CLJU_RS20640-MONOMER	CLJU_c41890
CLJU_RS07330	CLJU_RS07330	1619799	1619987	CLJU_RS07330-MONOMER	
CLJU_RS12570	CLJU_RS12570	2830343	2830774	CLJU_RS12570-MONOMER	CLJU_c25510
CLJU_RS15685	CLJU_RS15685	3484375	3485232	CLJU_RS15685-MONOMER	CLJU_c31830
CLJU_RS00815	CLJU_RS00815	167083	167268	CLJU_RS00815-MONOMER	CLJU_c01680
CLJU_RS07600	CLJU_RS07600	1682980	1683744	CLJU_RS07600-MONOMER	CLJU_c15510
CLJU_RS20620	CLJU_RS20620	4525901	4526935	CLJU_RS20620-MONOMER	CLJU_c41850
CLJU_RS03720	CLJU_RS03720	836491	837294	CLJU_RS03720-MONOMER	CLJU_c07550
CLJU_RS00375	CLJU_RS00375	75164	75907	CLJU_RS00375-MONOMER	CLJU_c00780
CLJU_RS17340	CLJU_RS17340	3840470	3841180	CLJU_RS17340-MONOMER	CLJU_c35190
CLJU_RS09885	CLJU_RS09885	2186446	2187105	CLJU_RS09885-MONOMER	CLJU_c20150
CLJU_RS17630	CLJU_RS17630	3900442	3900606	CLJU_RS17630-MONOMER	CLJU_c35800
CLJU_RS09615	CLJU_RS09615	2126076	2126405	CLJU_RS09615-MONOMER	CLJU_c19620
CLJU_RS07960	CLJU_RS07960	1767226	1768518	CLJU_RS07960-MONOMER	CLJU_c16240
CLJU_RS03955	CLJU_RS03955	891560	891736	CLJU_RS03955-MONOMER	CLJU_c08040
CLJU_RS21370	CLJU_RS21370	2880715	2885985	CLJU_RS21370-MONOMER	CLJU_c26030
CLJU_RS01590	CLJU_RS01590	336620	337576	CLJU_RS01590-MONOMER	CLJU_c03250
CLJU_RS16840	CLJU_RS16840	3732759	3733871	CLJU_RS16840-MONOMER	CLJU_c34160
CLJU_RS12000	CLJU_RS12000	2703890	2704522	CLJU_RS12000-MONOMER	CLJU_c24390
CLJU_RS18710	CLJU_RS18710	4118240	4118848	CLJU_RS18710-MONOMER	CLJU_c37990
CLJU_RS14950	CLJU_RS14950	3349827	3351302	CLJU_RS14950-MONOMER	CLJU_c30310
CLJU_RS14255	CLJU_RS14255	3193781	3194338	CLJU_RS14255-MONOMER	CLJU_c28890
CLJU_RS21285	CLJU_RS21285	1821230	1829566	CLJU_RS21285-MONOMER	CLJU_c16810
CLJU_RS17235	CLJU_RS17235	3816835	3817233	CLJU_RS17235-MONOMER	CLJU_c34980
CLJU_RS19315	CLJU_RS19315	4269490	4269885	CLJU_RS19315-MONOMER	CLJU_c39230
CLJU_RS01190	CLJU_RS01190	247818	249212	CLJU_RS01190-MONOMER	CLJU_c02430
CLJU_RS14060	CLJU_RS14060	3152300	3152851	CLJU_RS14060-MONOMER	CLJU_c28480
