Reaction,Complexes
ASNS2,G12WB-2848-MONOMER_mod_mg2(1)
ASNS3_1,G12WB-497-MONOMER OR G12WB-1771-MONOMER_mod_mg2(1) OR G12WB-2848-MONOMER_mod_mg2(1)
ASNTRS,G12WB-2400-MONOMER
ASNabc,G12WB-1922-MONOMER OR G12WB-1923-MONOMER OR G12WB-2329-MONOMER OR G12WB-864-MONOMER OR G12WB-863-MONOMER
ASP4DC,G12WB-2669-MONOMER
ASPCMY,G12WB-289-MONOMER
ASPCT,G12WB-3775-MONOMER
ASPK,G12WB-1457-MONOMER OR G12WB-2204-MONOMER OR G12WB-2778-MONOMER
ASPO2,G12WB-2521-MONOMER_mod_fad(1)
ASPO2y,G12WB-2521-MONOMER_mod_fad(1)
ASPO5,G12WB-2521-MONOMER_mod_fad(1)
ASPR,G12WB-2410-MONOMER
ASPTA,G12WB-191-MONOMER OR G12WB-2669-MONOMER OR G12WB-2532-MONOMER_mod_pydx5p(1) OR G12WB-1474-MONOMER OR G12WB-2988-MONOMER
ASPTRS,G12WB-2897-MONOMER
ASPabc,G12WB-1922-MONOMER OR G12WB-1923-MONOMER OR G12WB-2329-MONOMER OR G12WB-864-MONOMER OR G12WB-863-MONOMER
ATPPRT,CPLX_ATPPRT-0
ATPS4r,CPLX_ATPS4r-0 OR CPLX_ATPS4r-1
B2BO_copy1,G12WB-1311-MONOMER
BACCL,G12WB-3744-MONOMER
BDH,G12WB-2830-MONOMER
BGLA,G12WB-928-MONOMER
BGLA1,G12WB-3299-MONOMER
BMOC,CPLX_BMOC-0
BNOCA,G12WB-443-MONOMER OR G12WB-3131-MONOMER_mod_fe2(1)
BTCOARx,G12WB-443-MONOMER OR G12WB-3131-MONOMER_mod_fe2(1)
BTNTe,G12WB-3137-MONOMER
BTS,G12WB-443-MONOMER OR G12WB-2051-MONOMER OR G12WB-3131-MONOMER_mod_fe2(1)
BTS4E,G12WB-3137-MONOMER OR G12WB-403-MONOMER_mod_4fe4s(1)_mod_2fe2s(1) OR G12WB-2312-MONOMER
BTS_nadph,G12WB-443-MONOMER OR G12WB-3171-MONOMER
BUP2,G12WB-599-MONOMER
BUPN,G12WB-599-MONOMER
BUTCT,CPLX_BUTCT2-0
BUTCT2,CPLX_BUTCT2-0
BUTKr,G12WB-217-MONOMER OR G12WB-2529-MONOMER OR G12WB-2577-MONOMER
C4HP,G12WB-2137-MONOMER
CA2abc,G12WB-1968-MONOMER OR G12WB-2657-MONOMER OR G12WB-1776-MONOMER OR G12WB-2993-MONOMER
CAt6,G12WB-872-MONOMER
CBIATE,G12WB-2063-MONOMER
CBPS,CPLX12WB-34 OR G12WB-3776-MONOMER OR CPLX_CBPS-0 OR G12WB-3778-MONOMER
CD6P,G12WB-3272-MONOMER OR G12WB-3569-MONOMER_mod_mg2(1)
CDCPO,G12WB-1462-MONOMER_mod_mg2(1)
CDHG,G12WB-2291-MONOMER_mod_mg2(1)_mod_k(1)
CDPGH_2,G12WB-347-MONOMER
CDPGt,G12WB-347-MONOMER
CDPMEK,G12WB-3752-MONOMER_mod_mg2(1)
CELBpts,CPLX_CELBpts-0
CELBt2,G12WB-2704-MONOMER
CELLBpts_2,CPLX12WB-81 OR CPLX12WB-82 OR CPLX12WB-6 OR CPLX_CELLBpts_2-0 OR CPLX12WB-85
CHLabc,CPLX_GLYBabc-0
CHOLD,G12WB-3171-MONOMER
CHOLD3,G12WB-443-MONOMER OR G12WB-3171-MONOMER
CHORM,G12WB-1981-MONOMER
CHORS,G12WB-1980-MONOMER_mod_fmnh2(1) OR G12WB-1980-MONOMER_mod_fadh2(1)
CHPHD,G12WB-1462-MONOMER_mod_mg2(1)
CHTBSH,G12WB-3249-MONOMER
CLGAL,G12WB-3611-MONOMER
CMH2,G12WB-827-MONOMER
CNOR,G12WB-3600-MONOMER
CO1abc,CPLX_CO1abc-0 OR CPLX_CO1abc-1
CO2FO,G12WB-828-MONOMER OR G12WB-835-MONOMER OR G12WB-836-MONOMER OR G12WB-837-MONOMER OR G12WB-838-MONOMER
COAO,G12WB-828-MONOMER OR G12WB-835-MONOMER OR G12WB-838-MONOMER OR G12WB-280-MONOMER OR CPLX12WB-75
COBALTt5,G12WB-1010-MONOMER OR G12WB-1975-MONOMER OR G12WB-2277-MONOMER OR G12WB-2992-MONOMER OR G12WB-3701-MONOMER
CODH_ACS,G12WB-841-MONOMER
CODSCL4MT_1,G12WB-3603-MONOMER
CODSCL5BMT,G12WB-3606-MONOMER
CODSCL5DA,G12WB-3602-MONOMER
COHG,G12WB-2291-MONOMER_mod_mg2(1)_mod_k(1)
COMCOA,CPLX12WB-12
COabc,CPLX_COabc-0 OR CPLX12WB-89 OR CPLX_COabc-1
CP3S,G12WB-3599-MONOMER
CP7MT,G12WB-3604-MONOMER
CPC2MTE,G12WB-3599-MONOMER
CPC3MT,G12WB-3601-MONOMER
CPC6R,G12WB-3600-MONOMER
CPC8MM_2,G12WB-3607-MONOMER
CPPPGO2,G12WB-2619-MONOMER OR G12WB-2899-MONOMER
CPS_1,CPLX12WB-34 OR G12WB-3776-MONOMER OR CPLX_CBPS-0 OR G12WB-3778-MONOMER
CSND,G12WB-19-MONOMER_mod_zn2(2)
CSNt2,G12WB-2896-MONOMER OR G12WB-1860-MONOMER
CT6PT,G12WB-3569-MONOMER_mod_mg2(1) OR G12WB-3272-MONOMER
CTHG,G12WB-2291-MONOMER_mod_mg2(1)_mod_k(1)
CTPTHD,G12WB-1462-MONOMER_mod_mg2(1)
CYANST,G12WB-225-MONOMER OR G12WB-1673-MONOMER
CYRDAAT,G12WB-2063-MONOMER
CYSDS,G12WB-3191-MONOMER OR G12WB-2639-MONOMER OR G12WB-2849-MONOMER OR G12WB-2890-MONOMER
CYSS,G12WB-1732-MONOMER_mod_pydx5p(1)
CYSTL,G12WB-3191-MONOMER OR G12WB-2639-MONOMER OR G12WB-2849-MONOMER OR G12WB-2890-MONOMER
CYSTRS,G12WB-105-MONOMER_mod_zn2(1)
CYSabc,G12WB-1922-MONOMER OR G12WB-1923-MONOMER OR G12WB-2329-MONOMER OR G12WB-864-MONOMER OR G12WB-863-MONOMER
CYTD,G12WB-2591-MONOMER
CYTDK1,G12WB-669-MONOMER
CYTDK2,G12WB-669-MONOMER
CYTK1,G12WB-1960-MONOMER_mod_mg2(1)
CYTK2,G12WB-1960-MONOMER_mod_mg2(1)
CYTOM,G12WB-3308-MONOMER OR G12WB-1037-MONOMER
Cuabc,G12WB-2268-MONOMER
DACHpts,CPLX12WB-86
DACL,G12WB-3019-MONOMER OR G12WB-3348-MONOMER
DADA,G12WB-1891-MONOMER OR G12WB-19-MONOMER_mod_zn2(2)
DADK,G12WB-148-MONOMER_mod_mg2(1)
DAPAL_1,G12WB-2237-MONOMER OR G12WB-3350-MONOMER_mod_pydx5p(1)
DAPDC,G12WB-2203-MONOMER_mod_pydx5p(1) OR G12WB-1955-MONOMER
DAPE,G12WB-2747-MONOMER
DATCY,G12WB-669-MONOMER
DATUP,G12WB-669-MONOMER
DB4PS,G12WB-1840-MONOMER_mod_mg2(1)
DC6PH,G12WB-3041-MONOMER
DCMPDA,G12WB-3657-MONOMER OR G12WB-2044-MONOMER
DCTCP,G12WB-669-MONOMER
DCTPD,G12WB-3657-MONOMER
DCTUP,G12WB-669-MONOMER
DCYTD,G12WB-3657-MONOMER
DDGLCNt2r,G12WB-3169-MONOMER OR G12WB-3030-MONOMER
DDGLK,G12WB-3827-MONOMER
DDPA,G12WB-1590-MONOMER OR G12WB-1977-MONOMER
DE3OX,CPLX_BMOC-0
DEDACP1,G12WB-1311-MONOMER
DGAK,G12WB-2863-MONOMER
DGK1,G12WB-2745-MONOMER_mod_mg2(1)
DGNSK,G12WB-2745-MONOMER_mod_mg2(1)
DGTCY,G12WB-669-MONOMER
DGTUP,G12WB-669-MONOMER
DHAD2,G12WB-2160-MONOMER_mod_4fe4s(1)
DHBD,G12WB-1313-MONOMER
DHDPRx_r,G12WB-3393-MONOMER OR G12WB-3396-MONOMER
DHDPRy,G12WB-3393-MONOMER OR G12WB-3396-MONOMER
DHDPS,G12WB-3165-MONOMER OR G12WB-3390-MONOMER OR G12WB-3392-MONOMER OR G12WB-3813-MONOMER
DHFR,G12WB-2733-MONOMER
DHFS,G12WB-3420-MONOMER
DHNCM,G12WB-1664-MONOMER
DHNPA2r,G12WB-1588-MONOMER
DHORD2,CPLX12WB-63 OR CPLX_DHORD2-0 OR CPLX_DHORD2-1
DHORTS,G12WB-1664-MONOMER OR G12WB-3830-MONOMER
DHPD,G12WB-2235-MONOMER OR G12WB-3344-MONOMER OR G12WB-4246-MONOMER
DHPH,G12WB-2592-MONOMER
DHPM2,G12WB-2235-MONOMER OR G12WB-3344-MONOMER
DHPPDA2,G12WB-1842-MONOMER
DHPS2,G12WB-1587-MONOMER_mod_mg2(1)
DHPS2_2,G12WB-1587-MONOMER_mod_mg2(1)
DHQS,G12WB-1978-MONOMER_mod_cobalt2(1)_mod_nad(1)
DHQTi,G12WB-2373-MONOMER OR G12WB-2168-MONOMER OR G12WB-3828-MONOMER
DHRG,G12WB-2781-MONOMER
DHRG2,G12WB-2781-MONOMER
DMATT,G12WB-1336-MONOMER_mod_mg2(1) OR G12WB-1336-MONOMER_mod_mn2(1)
DMPPS,G12WB-1962-MONOMER_mod_nadph(1)_mod_nadh(1)_mod_fad(1)_mod_cobalt2(1)
DMPPS_syn,G12WB-1962-MONOMER_mod_nadph(1)_mod_nadh(1)_mod_fad(1)_mod_cobalt2(1)
DODEC1,G12WB-1311-MONOMER
DODEC2,CPLX_BMOC-0
DOP1,G12WB-553-MONOMER
DOP2,G12WB-553-MONOMER
DOPH,G12WB-2592-MONOMER
DPCOAK,G12WB-1259-MONOMER
DPR,G12WB-293-MONOMER OR G12WB-1651-MONOMER
DRBK,G12WB-405-MONOMER_mod_k(1)_mod_mg2(1)
DRPA,G12WB-1637-MONOMER
DTMPK,G12WB-3731-MONOMER
DTPH_2,G12WB-2592-MONOMER
DTTGY,G12WB-669-MONOMER
DTTUP,G12WB-669-MONOMER
DURIPP,G12WB-1356-MONOMER
DUTCP,G12WB-669-MONOMER
DUTPDP,G12WB-2554-MONOMER_mod_zn2(1)
DUTUP,G12WB-669-MONOMER
DXPRIi,G12WB-2287-MONOMER_mod_mn2(1) OR G12WB-2287-MONOMER_mod_cobalt2(1) OR G12WB-2287-MONOMER_mod_mg2(1)
DXPS,G12WB-1338-MONOMER_mod_thmpp(1)
ECOAH9ir,G12WB-911-MONOMER
EDA,G12WB-3812-MONOMER
EDD,G12WB-2160-MONOMER_mod_4fe4s(1)
ENO,G12WB-3336-MONOMER_mod_mg2(4)
ETHAAL,CPLX12WB-21_mod_adocbl(1)
ETHAt,G12WB-2068-MONOMER OR G12WB-853-MONOMER
FBA,G12WB-509-MONOMER OR G12WB-3298-MONOMER
FBA2,G12WB-509-MONOMER OR G12WB-3298-MONOMER
FBA3,G12WB-509-MONOMER OR G12WB-3298-MONOMER
FBP,G12WB-1322-MONOMER
FCLPA,G12WB-97-MONOMER OR G12WB-2430-MONOMER
FDH,G12WB-3485-MONOMER
FDH6r,G12WB-880-MONOMER OR G12WB-2336-MONOMER
FDIPDC,G12WB-2292-MONOMER_mod_mg2(1) OR G12WB-2921-MONOMER
FE2abc,G12WB-1786-MONOMER OR G12WB-1787-MONOMER OR G12WB-1788-MONOMER OR G12WB-1789-MONOMER
FE2t,G12WB-1615-MONOMER OR G12WB-1656-MONOMER OR G12WB-3440-MONOMER OR G12WB-1616-MONOMER OR G12WB-1655-MONOMER OR G12WB-3441-MONOMER OR G12WB-1614-MONOMER OR G12WB-1010-MONOMER OR G12WB-1975-MONOMER OR G12WB-2277-MONOMER OR G12WB-2992-MONOMER OR G12WB-3437-MONOMER OR G12WB-3701-MONOMER
FE3abc,CPLX_FE3abc-0
FFSD_2,G12WB-1952-MONOMER
FGFT_1,G12WB-325-MONOMER
FMETTRS,G12WB-2740-MONOMER_mod_mg2(1)_mod_k(1)
FMNRx,G12WB-2238-MONOMER
FMNRx2,G12WB-1816-MONOMER OR G12WB-1954-MONOMER OR G12WB-3355-MONOMER OR G12WB-2238-MONOMER
FNRR2,G12WB-1674-MONOMER
FNRR3,G12WB-3481-MONOMER OR G12WB-3426-MONOMER OR G12WB-1001-MONOMER OR G12WB-1002-MONOMER
FORt,G12WB-3577-MONOMER
FRTT,G12WB-1336-MONOMER_mod_mg2(1) OR G12WB-1336-MONOMER_mod_mn2(1)
FRUK,G12WB-2423-MONOMER_mod_mg2(1)
FRUpts,G12WB-3297-MONOMER OR CPLX12WB-44 OR CPLX12WB-47 OR CPLX12WB-83 OR CPLX12WB-46 OR CPLX_MANpts-0 OR CPLX_MANpts-1 OR CPLX_FRUpts-0
FRUpts2,G12WB-3297-MONOMER OR CPLX12WB-44 OR CPLX12WB-47 OR CPLX12WB-83 OR CPLX12WB-46 OR CPLX_MANpts-0 OR CPLX_FRUpts2-0 OR CPLX_FRUpts-0
FTCD,G12WB-830-MONOMER
FTHFCL,G12WB-3636-MONOMER
FTHFLi,G12WB-829-MONOMER
FUM,CPLX12WB-22
G1PACT,G12WB-3696-MONOMER_mod_mg2(1)
G3Pabc,CPLX12WB-106
G6PDA,G12WB-1126-MONOMER
G6PI_1_2,G12WB-1714-MONOMER OR G12WB-2939-MONOMER_mod_mg2(1)
GAL6PI,CPLX_GAL6PI-0
GALM2,G12WB-3619-MONOMER
GALT,G12WB-1475-MONOMER_mod_fe2(1)_mod_zn2(1)
GALTpts,CPLX12WB-80 OR CPLX_GALTpts-0 OR CPLX12WB-3
GALUi,G12WB-2868-MONOMER OR G12WB-3669-MONOMER
GALt2_3,G12WB-2704-MONOMER
GAMpts,G12WB-581-MONOMER OR G12WB-926-MONOMER OR G12WB-3259-MONOMER
GAPD,G12WB-3340-MONOMER OR G12WB-1913-MONOMER
GAPDi_nadp,G12WB-3340-MONOMER OR G12WB-1913-MONOMER
GARFT,G12WB-325-MONOMER
GART,G12WB-325-MONOMER
GCALDD,G12WB-2361-MONOMER
GCCa,CPLX_GCCa-0
GCCb,G12WB-1797-MONOMER
GCCc,CPLX_AKGDH-0
GD3P2,G12WB-691-MONOMER
GDOCBIK,G12WB-3615-MONOMER
GDPDPK,G12WB-2902-MONOMER_mod_mn2(1) OR G12WB-454-MONOMER
GDPDPKE,G12WB-2902-MONOMER_mod_mn2(1) OR G12WB-454-MONOMER
GDTPR,G12WB-3672-MONOMER_mod_nh4(1)_mod_mg2(1) OR G12WB-454-MONOMER
GF6PTA,G12WB-224-MONOMER OR G12WB-2571-MONOMER OR G12WB-3499-MONOMER
GGTT,G12WB-1336-MONOMER_mod_mg2(1) OR G12WB-1336-MONOMER_mod_mn2(1)
GHMT2r,G12WB-2883-MONOMER OR G12WB-2994-MONOMER
GK1,G12WB-2745-MONOMER_mod_mg2(1)
GLBRAN2,G12WB-2681-MONOMER
GLCADpts,CPLX12WB-4 OR CPLX12WB-5 OR CPLX12WB-50 OR CPLX12WB-54 OR CPLX12WB-51
GLCAt2,G12WB-2704-MONOMER
GLCNt2r,G12WB-2972-MONOMER OR G12WB-1881-MONOMER
GLCP,G12WB-993-MONOMER_mod_pydx5p(1)
GLCS1,G12WB-992-MONOMER
GLCpts,G12WB-493-MONOMER OR G12WB-3290-MONOMER OR G12WB-3288-MONOMER OR G12WB-3259-MONOMER OR CPLX12WB-50
GLGC,G12WB-990-MONOMER_mod_mg2(1)
GLNS,G12WB-1478-MONOMER_mod_mn2(1)
GLNSCP,G12WB-3777-MONOMER OR G12WB-3775-MONOMER
GLNTRS,CPLX_GLNTRS-0
GLNabc,G12WB-1922-MONOMER OR G12WB-1923-MONOMER OR G12WB-2329-MONOMER OR G12WB-864-MONOMER OR G12WB-863-MONOMER
GLP5H,G12WB-2179-MONOMER_mod_pydx5p(1)
GLTPD,G12WB-2476-MONOMER
GLUDxi,G12WB-285-MONOMER
GLUKA_1,G12WB-2613-MONOMER OR G12WB-2391-MONOMER
GLUN,G12WB-301-MONOMER_mod_mg2(1) OR G12WB-497-MONOMER OR G12WB-670-MONOMER OR G12WB-1675-MONOMER OR G12WB-1771-MONOMER_mod_mg2(1) OR G12WB-3775-MONOMER OR G12WB-3776-MONOMER OR G12WB-3777-MONOMER OR G12WB-3778-MONOMER
GLUPRT,G12WB-323-MONOMER_mod_mg2(1)
GLUR,G12WB-3748-MONOMER OR G12WB-2176-MONOMER OR G12WB-2980-MONOMER OR G12WB-559-MONOMER
GLUSx,G12WB-1474-MONOMER OR G12WB-1675-MONOMER
GLUSy,G12WB-1474-MONOMER OR G12WB-1675-MONOMER
GLUabc,G12WB-1922-MONOMER OR G12WB-1923-MONOMER OR G12WB-2329-MONOMER OR G12WB-864-MONOMER OR G12WB-863-MONOMER
GLUt4,G12WB-1890-MONOMER OR G12WB-2696-MONOMER
GLYALDDr,G12WB-2361-MONOMER
GLYBabc,CPLX_GLYBabc-0
GLYCK,G12WB-3245-MONOMER
GLYCK2,G12WB-3245-MONOMER
GLYCL_copy2,CPLX_GLYCL_copy2-0
GLYCO,G12WB-3028-MONOMER
GLYP,G12WB-852-MONOMER OR G12WB-1520-MONOMER_mod_mg2(1) OR G12WB-1520-MONOMER_mod_mn2(1)
GLYR,CPLX_GLYR-0 OR CPLX_GLYR-1
GLYTRS,CPLX12WB-7
GLYabc,G12WB-1922-MONOMER OR G12WB-1923-MONOMER OR G12WB-2329-MONOMER OR G12WB-864-MONOMER OR G12WB-863-MONOMER
GMPS,G12WB-301-MONOMER_mod_mg2(1)
GMPS2,G12WB-301-MONOMER_mod_mg2(1)
GND,G12WB-2973-MONOMER
GNNUC,CPLX-9456_mod_ca2(1)
GRTT,G12WB-1336-MONOMER_mod_mg2(1) OR G12WB-1336-MONOMER_mod_mn2(1)
GTHRDH_syn,G12WB-1672-MONOMER
GTPCI,G12WB-1586-MONOMER_mod_zn2(1)
GTPCII2,G12WB-1840-MONOMER_mod_mg2(1)
GUAD,G12WB-1804-MONOMER_mod_zn2(1)
GUAPRT,G12WB-2844-MONOMER OR G12WB-3398-MONOMER
GalMr_2,G12WB-3619-MONOMER
H2CD,CPLX_H2CD-0
H2CPD,G12WB-500-MONOMER
H2CT,CPLX12WB-59
H3BT,G12WB-232-MONOMER
H3T2E,G12WB-232-MONOMER
HAAOR,G12WB-3477-MONOMER
HACD1i,G12WB-1178-MONOMER
HACD9,G12WB-1313-MONOMER
HACPS,G12WB-3646-MONOMER_mod_mg2(1) OR G12WB-3646-MONOMER_mod_mn2(1)
HAMR,G12WB-2326-MONOMER
HBCH,G12WB-911-MONOMER OR G12WB-1177-MONOMER
HBCHLR,G12WB-911-MONOMER OR G12WB-1177-MONOMER
HBCO_nadp,G12WB-1178-MONOMER
HBRCH,G12WB-2108-MONOMER
HCO3E,G12WB-2369-MONOMER
HCYSMT,G12WB-3783-MONOMER_mod_zn2(1)_mod_cbl1(1)
HD22,G12WB-232-MONOMER
HETZK,G12WB-1739-MONOMER OR G12WB-2313-MONOMER
HEX1,G12WB-2613-MONOMER OR G12WB-2391-MONOMER
HEX4,G12WB-2391-MONOMER
HEX7,G12WB-1953-MONOMER
HICITD,G12WB-942-MONOMER
HISTDa,G12WB-1719-MONOMER_mod_mn2(1)
HISTDb,G12WB-1719-MONOMER_mod_mn2(1)
HISTP,G12WB-848-MONOMER OR G12WB-1192-MONOMER
HISabc,G12WB-1922-MONOMER OR G12WB-1923-MONOMER OR G12WB-2329-MONOMER OR G12WB-864-MONOMER OR G12WB-863-MONOMER
HMCO,CPLX_BMOC-0
HMGL,G12WB-908-MONOMER
HMR_3951,G12WB-909-MONOMER OR G12WB-2262-MONOMER
HMR_6515,G12WB-225-MONOMER OR G12WB-1673-MONOMER
HPH4CL,CPLX_HPH4CL-0
HPPK2,G12WB-1589-MONOMER_mod_mg2(1)
HSDxi,G12WB-1296-MONOMER OR G12WB-1717-MONOMER
HSDy,G12WB-1296-MONOMER OR G12WB-1717-MONOMER
HSK,G12WB-2274-MONOMER_mod_k(1)_mod_mg2(1)
HSST,G12WB-1970-MONOMER
HSTPT,G12WB-1688-MONOMER_mod_pydx5p(1) OR G12WB-2355-MONOMER OR G12WB-2656-MONOMER
HT2H,G12WB-232-MONOMER
HXAND,G12WB-2225-MONOMER OR G12WB-2224-MONOMER OR CPLX12WB-38 OR G12WB-2239-MONOMER OR G12WB-2240-MONOMER OR CPLX12WB-39 OR G12WB-3343-MONOMER
HXPRT,G12WB-2844-MONOMER OR G12WB-3398-MONOMER
IBHH,G12WB-443-MONOMER OR G12WB-3171-MONOMER
ICCT,CPLX12WB-59
ICDHx,G12WB-944-MONOMER_mod_mn2(1) OR G12WB-944-MONOMER_mod_mg2(1)
ICDHyr,G12WB-944-MONOMER_mod_mn2(1) OR G12WB-944-MONOMER_mod_mg2(1)
ICHORT,G12WB-3818-MONOMER OR G12WB-1538-MONOMER
