reaction	keff
CPPPGO2	65
FCLT	65
CYRDAAT	65
CBLAT	65
ADOCBIK	65
ACBIPGT	65
ADOCBLS	65
ICHORS	65
CHRPL	65
HBZOPT	65
DHNAOT	65
DMQMT	65
OHPHM	65
OMPHHX	65
AMMQT8	65
OMBZLM	65
OMMBLHX3	65
OPHHX	65
AKGt2r	65
SUCCt2r	65
FUMt2r	65
PIt	65
NO3t	65
FUMt2_2	65
MALt2_2	65
PIt7	65
SULabc	65
OGDE1	65
ODH2E	65
GLCOASYNT	65
DDPGA	65
TRSARyr	65
BEF	65
SULRSI	65
DPCHR	65
PPNDH2	65
MMTSAO	65
ASPA1	65
ASPA2	65
CYSTA	65
P5CDEG	65
HIBUTD	65
P5CCD	65
OMP	65
FLAVO2	65
34HPPOR	65
NBAHH_ir	65
OOAP	65
PY5CCR	65
PY5CCR2	65
ATPB	65
HBCE	65
CAOPT2	65
ANDO1	65
ANDO2	65
CAOPT	65
CAOPT3	65
AHSERL2_1	65
HCYSS2	65
AHSERL4	65
ACCDH	65
MACCOAT	65
GCDH	65
IP3DH	65
FADE233	65
GCN5	65
AOP	65
CTLSE	65
FBFMO	65
FBFM2	65
FBFM3	65
L24DC	65
UDG4EP	65
ACLS_d	65
ALAt4	65
ASPt2r	65
VALt2r	65
GLUt4	65
ILEt2r	65
PROt4	65
LYSt3r	65
PHEt2r	65
TRPt2r	65
PROt2r	65
ARGORNt7	65
XANt2	65
CHLt2	65
URAt2	65
CSNt2	65
LYSabc	65
ASPabc	65
HISabc	65
ORNabc	65
PROabc	65
GLYBabc	65
TAURabc	65
METabc	65
KARA1	65
KARA2	65
PDHcr	65
DHAD1	65
PACPT_1	65
PDC	65
DHAD2	65
HBCHLR	65
HMGL_2	65
PPACO	65
ATAH_1	65
GLUSx_copy2	65
G3PD1ir	65
FGFT	65
IPMD	65
DHR_1	65
GHMT2r	65
PSERT	65
PSP_L	65
MS_1	65
MCTC_1	65
VALTA	65
LEUTRS	65
NADTRHD2	65
VALTRS	65
TYRTAi	65
QSDH	65
GGTP1	65
GGTP2	65
ILETRS	65
BACCL2	65
PC2DHG	65
NH4t	65
PENEACP	65
HEXACP	65
DHPSSS	65
DHDPRx_r	65
GDOCBIK	65
CAO	65
HEXEACP	65
HEPACP	65
HEPEACP	65
Q3DHS	65
OCTACP	65
DHDPS	65
OCTEACP	65
CERMT	65
NONAACP	65
NONEACP	65
UDDH23	65
TBT	65
DAAO	65
HT44D	65
DHDPRy	65
P5PSDP	65
ABSD	65
PROR	65
THDPS	65
SDPTA	65
SDPDS	65
FDR	65
TRILIP	65
DAPE	65
AGLPACTF	65
BIWLIP	65
G3PA	65
G3POACTF	65
ACTF	65
DAPDC	65
TAM1	65
PCPHL	65
TAM2	65
TAM3	65
TAM4	65
TAM5	65
DILIP	65
PSPHL	65
PEPHL	65
PLCC	65
PLCE	65
PLCG	65
AST	65
UNGSA1	65
UNGSA2	65
LAULKD	65
LYSTRS	65
ARGTRS	65
HSDxi	65
HSDy	65
P5CD	65
PROD2	65
GALM1	65
PGI	65
G6PI3	65
PHCD	65
PGMT	65
PDHbr	65
PROTRS	65
ABUTD	65
SGSAD	65
LPD5	65
SOTA	65
ALDD20x	65
ALDD32	65
ALDD2y	65
APAT_1	65
AADa	65
AADb	65
SGDS	65
ALDD20y	65
SADH	65
PRATPP	65
ATPPRT	65
PRAMPC	65
PRMICI	65
IGPDH	65
IG3PS	65
HSTPT	65
HISTD	65
ARMT	65
HISTRS	65
HISDr	65
SBDH	65
DECACID	65
UNDACP	65
GLYALDDr	65
DODECACP	65
ALDDHYD	65
NABTNO	65
TRIACP	65
TETACP	65
GART	65
HCYSMT	65
4ABUTD	65
MADH	65
IMACTD	65
BAMPPALDOX	65
SUCD4	65
SUCD1	65
ALCDHYD	65
ABAH	65
GLYO1	65
LACLt2	65
PUNP1	65
ACLSb	65
HEXDECACID	65
ALR2	65
NTD10	65
ECOAH12	65
NTD9	65
HEXEDECACID	65
NTD6	65
NTD8	65
PGPP160	65
DODECACID	65
ADSL2r	65
AICART	65
DADA	65
THFOR2	65
NT5C	65
NDPK7	65
GMNA	65
THRD_L	65
PY5CDHE	65
MTFF	65
ANS2	65
PPNDH	65
GGGTPP1	65
GGGTPP2	65
GTPCII	65
PYDXNO	65
PYDXO	65
DHPS	65
DHFOR	65
FOLR2	65
THFOR1	65
PENACP	65
BTS	65
NONACP	65
NADH10	65
HPHL	65
HACDH	65
NADH9	65
DECACP	65
ACLS	65
OCTDECACID	65
NADH5	65
HEMEOS	65
GLCD	65
PENDECACID	65
HEPDECACID	65
FLAVO3	65
TETDECACID	65
BKCT	65
EICACP	65
NARK	65
LEUt2r	65
HEPEDECACID	65
OCTEDECACID	65
ECOAH9ir	65
TYRt2r	65
GLUabc	65
SHCHF	65
CBIAT	65
URFGTT	65
CAOPTT	65
ACOADH1	65
