bnum	position	modification
TM_t32	54	s2T
TM_t32	55	Y
TM_t32	8	s4U
TM_t32	19	D
TM_t32	40	Y
TM_t04	58	m1A
TM_t04	54	s2T
TM_t04	55	Y
TM_t04	46	m7G
TM_t04	17	D
TM_t40	58	m1A
TM_t40	54	s2T
TM_t40	55	Y
TM_t40	8	s4U
TM_t40	46	m7G
TM_t40	20	D
TM_t40	39	Y
TM_t40	37	t6A
TM_t15	58	m1A
TM_t15	54	s2T
TM_t15	55	Y
TM_t15	46	m7G
TM_t15	20	D
TM_t15	39	Y
TM_t15	37	t6A
TM_t36	58	m1A
TM_t36	54	s2T
TM_t36	55	Y
TM_t36	37	m1G
TM_t36	8	s4U
TM_t36	46	m7G
TM_t36	20	D
TM_t36	39	Y
TM_t36	32	s2C
TM_t17	32	Cm
TM_t17	37	ms2i6A
TM_t17	58	m1A
TM_t17	54	s2T
TM_t17	55	Y
TM_t17	8	s4U
TM_t17	46	m7G
TM_t17	17	D
TM_t17	20	D
TM_t12	58	m1A
TM_t12	54	s2T
TM_t12	55	Y
TM_t12	8	s4U
TM_t12	46	m7G
TM_t12	19	D
TM_t12	39	Y
TM_t22	58	m1A
TM_t22	54	s2T
TM_t22	55	Y
TM_t22	46	m7G
TM_t22	39	Y
TM_t22	37	t6A
TM_t05	58	m1A
TM_t05	54	s2T
TM_t05	55	Y
TM_t05	37	m1G
TM_t05	8	s4U
TM_t05	46	m7G
TM_t05	17	D
TM_t05	21	D
TM_t05	39	Y
TM_t18	32	Cm
TM_t18	37	ms2i6A
TM_t18	58	m1A
TM_t18	54	s2T
TM_t18	55	Y
TM_t18	8	s4U
TM_t18	17	D
TM_t18	21	D
TM_t46	58	m1A
TM_t46	54	s2T
TM_t46	55	Y
TM_t46	34	cmnm5s2U
TM_t46	46	m7G
TM_t46	21	D
TM_t11	58	m1A
TM_t11	54	s2T
TM_t11	55	Y
TM_t11	46	m7G
TM_t11	21	D
TM_t11	37	t6A
TM_t06	58	m1A
TM_t06	54	s2T
TM_t06	55	Y
TM_t06	8	s4U
TM_t06	34	Q
TM_t06	46	m7G
TM_t06	16	D
TM_t06	17	D
TM_t06	20	D
TM_t06	39	Y
TM_t07	58	m1A
TM_t07	54	s2T
TM_t07	55	Y
TM_t07	34	cmnm5U
TM_t07	8	s4U
TM_t07	46	m7G
TM_t07	21	D
TM_t07	39	Y
TM_t07	37	t6A
TM_t09	58	m1A
TM_t09	54	s2T
TM_t09	55	Y
TM_t09	8	s4U
TM_t09	21	D
TM_t09	32	s2C
TM_t09	37	t6A
TM_t37	58	m1A
TM_t37	54	s2T
TM_t37	55	Y
TM_t37	8	s4U
TM_t37	46	m7G
TM_t25	37	ms2i6A
TM_t25	58	m1A
TM_t25	54	s2T
TM_t25	55	Y
TM_t25	8	s4U
TM_t25	17	D
TM_t25	21	D
TM_t02	58	m1A
TM_t02	54	s2T
TM_t02	55	Y
TM_t02	46	m7G
TM_t02	16	D
TM_t02	20	D
TM_t02	37	t6A
TM_t24	58	m1A
TM_t24	54	s2T
TM_t24	55	Y
TM_t24	17	D
TM_t24	39	Y
TM_t39	58	m1A
TM_t39	54	s2T
TM_t39	55	Y
TM_t39	46	m7G
TM_t39	17	D
TM_t42	58	m1A
TM_t42	54	s2T
TM_t42	55	Y
TM_t42	46	m7G
TM_t42	39	Y
TM_t19	58	m1A
TM_t19	54	s2T
TM_t19	55	Y
TM_t19	8	s4U
TM_t19	46	m7G
TM_t19	16	D
TM_t19	19	D
TM_t03	58	m1A
TM_t03	54	s2T
TM_t03	55	Y
TM_t03	46	m7G
TM_t03	17	D
TM_t28	58	m1A
TM_t28	54	s2T
TM_t28	55	Y
TM_t28	37	m1G
TM_t28	8	s4U
TM_t28	46	m7G
TM_t28	39	Y
TM_t08	58	m1A
TM_t08	54	s2T
TM_t08	55	Y
TM_t08	8	s4U
TM_t08	46	m7G
TM_t08	17	D
TM_t08	20	D
TM_t44	58	m1A
TM_t44	54	s2T
TM_t44	55	Y
TM_t44	8	s4U
TM_t44	34	Q
TM_t44	46	m7G
TM_t44	18	D
TM_t44	21	D
TM_t44	22	D
TM_t45	58	m1A
TM_t45	54	s2T
TM_t45	55	Y
TM_t45	8	s4U
TM_t45	19	D
TM_t45	21	D
TM_t29	58	m1A
TM_t29	54	s2T
TM_t29	55	Y
TM_t29	8	s4U
TM_t29	46	m7G
TM_t29	39	Y
TM_t29	37	t6A
TM_t16	37	ms2i6A
TM_t16	58	m1A
TM_t16	54	s2T
TM_t16	55	Y
TM_t16	8	s4U
TM_t16	34	Q
TM_t16	16	D
TM_t16	39	Y
TM_t43	58	m1A
TM_t43	54	s2T
TM_t43	55	Y
TM_t43	37	m1G
TM_t43	8	s4U
TM_t43	46	m7G
TM_t43	17	D
TM_t43	21	D
TM_t01	58	m1A
TM_t01	54	s2T
TM_t01	55	Y
TM_t01	37	m1G
TM_t01	8	s4U
TM_t01	46	m7G
TM_t01	17	D
TM_t01	21	D
TM_t33	58	m1A
TM_t33	54	s2T
TM_t33	55	Y
TM_t33	8	s4U
TM_t33	46	m7G
TM_t33	16	D
TM_t27	58	m1A
TM_t27	54	s2T
TM_t27	55	Y
TM_t27	8	s4U
TM_t27	34	Q
TM_t27	46	m7G
TM_t27	20	D
TM_t27	37	t6A
TM_t30	58	m1A
TM_t30	54	s2T
TM_t30	55	Y
TM_t30	8	s4U
TM_t30	46	m7G
TM_t30	17	D
TM_t30	20	D
TM_t20	58	m1A
TM_t20	54	s2T
TM_t20	55	Y
TM_t20	17	D
TM_t20	39	Y
TM_t26	37	ms2i6A
TM_t26	58	m1A
TM_t26	54	s2T
TM_t26	55	Y
TM_t26	16	D
TM_t26	39	Y
TM_t21	58	m1A
TM_t21	54	s2T
TM_t21	55	Y
TM_t21	34	cmnm5s2U
TM_t21	46	m7G
TM_t21	39	Y
TM_t21	37	t6A
TM_t35	58	m1A
TM_t35	54	s2T
TM_t35	55	Y
TM_t35	8	s4U
TM_t35	46	m7G
TM_t38	37	ms2i6A
TM_t38	58	m1A
TM_t38	54	s2T
TM_t38	55	Y
TM_t38	8	s4U
TM_t38	46	m7G
TM_t38	16	D
TM_t38	17	D
TM_t38	20	D
TM_t38	39	Y
TM_t10	58	m1A
TM_t10	54	s2T
TM_t10	55	Y
TM_t10	37	m1G
TM_t10	8	s4U
TM_t10	46	m7G
TM_t10	16	D
TM_t10	17	D
TM_t10	21	D
TM_t10	39	Y
TM_t34	58	m1A
TM_t34	54	s2T
TM_t34	55	Y
TM_t34	17	D
TM_t23	58	m1A
TM_t23	54	s2T
TM_t23	55	Y
TM_t23	8	s4U
TM_t23	19	D
TM_t23	39	Y
TM_t31	37	ms2i6A
TM_t31	58	m1A
TM_t31	54	s2T
TM_t31	55	Y
TM_t31	16	D
TM_t31	17	D
TM_t31	39	Y
TM_t41	58	m1A
TM_t41	54	s2T
TM_t41	55	Y
TM_t41	46	m7G
TM_t41	20	D
TM_t41	39	Y
TM_t41	37	t6A
TM_t32	37	ms2i6A
TM_t32	58	m1A
TM_t32	54	s2T
TM_t32	55	Y
TM_t32	8	s4U
TM_t32	19	D
TM_t32	40	Y
TM_t04	58	m1A
TM_t04	54	s2T
TM_t04	55	Y
TM_t04	46	m7G
TM_t04	17	D
TM_t40	58	m1A
TM_t40	54	s2T
TM_t40	55	Y
TM_t40	8	s4U
TM_t40	46	m7G
TM_t40	20	D
TM_t40	39	Y
TM_t40	37	t6A
TM_t15	58	m1A
TM_t15	54	s2T
TM_t15	55	Y
TM_t15	46	m7G
TM_t15	20	D
TM_t15	39	Y
TM_t15	37	t6A
TM_t36	58	m1A
TM_t36	54	s2T
TM_t36	55	Y
TM_t36	37	m1G
TM_t36	8	s4U
TM_t36	46	m7G
TM_t36	20	D
TM_t36	39	Y
TM_t36	32	s2C
TM_t17	32	Cm
TM_t17	37	ms2i6A
TM_t17	58	m1A
TM_t17	54	s2T
TM_t17	55	Y
TM_t17	8	s4U
TM_t17	46	m7G
TM_t17	17	D
TM_t17	20	D
TM_t12	58	m1A
TM_t12	54	s2T
TM_t12	55	Y
TM_t12	8	s4U
TM_t12	46	m7G
TM_t12	19	D
TM_t12	39	Y
TM_t22	58	m1A
TM_t22	54	s2T
TM_t22	55	Y
TM_t22	46	m7G
TM_t22	39	Y
TM_t22	37	t6A
TM_t05	58	m1A
TM_t05	54	s2T
TM_t05	55	Y
TM_t05	37	m1G
TM_t05	8	s4U
TM_t05	46	m7G
TM_t05	17	D
TM_t05	21	D
TM_t05	39	Y
TM_t18	32	Cm
TM_t18	37	ms2i6A
TM_t18	58	m1A
TM_t18	54	s2T
TM_t18	55	Y
TM_t18	8	s4U
TM_t18	17	D
TM_t18	21	D
TM_t46	58	m1A
TM_t46	54	s2T
TM_t46	55	Y
TM_t46	34	cmnm5s2U
TM_t46	46	m7G
TM_t46	21	D
TM_t11	58	m1A
TM_t11	54	s2T
TM_t11	55	Y
TM_t11	46	m7G
TM_t11	21	D
TM_t11	37	t6A
TM_t06	58	m1A
TM_t06	54	s2T
TM_t06	55	Y
TM_t06	8	s4U
TM_t06	34	Q
TM_t06	46	m7G
TM_t06	16	D
TM_t06	17	D
TM_t06	20	D
TM_t06	39	Y
TM_t07	58	m1A
TM_t07	54	s2T
TM_t07	55	Y
TM_t07	34	cmnm5U
TM_t07	8	s4U
TM_t07	46	m7G
TM_t07	21	D
TM_t07	39	Y
TM_t07	37	t6A
TM_t09	58	m1A
TM_t09	54	s2T
TM_t09	55	Y
TM_t09	8	s4U
TM_t09	21	D
TM_t09	32	s2C
TM_t09	37	t6A
TM_t37	58	m1A
TM_t37	54	s2T
TM_t37	55	Y
TM_t37	8	s4U
TM_t37	46	m7G
TM_t25	37	ms2i6A
TM_t25	58	m1A
TM_t25	54	s2T
TM_t25	55	Y
TM_t25	8	s4U
TM_t25	17	D
TM_t25	21	D
TM_t02	58	m1A
TM_t02	54	s2T
TM_t02	55	Y
TM_t02	46	m7G
TM_t02	16	D
TM_t02	20	D
TM_t02	37	t6A
TM_t24	58	m1A
TM_t24	54	s2T
TM_t24	55	Y
TM_t24	17	D
TM_t24	39	Y
TM_t39	58	m1A
TM_t39	54	s2T
TM_t39	55	Y
TM_t39	46	m7G
TM_t39	17	D
TM_t42	58	m1A
TM_t42	54	s2T
TM_t42	55	Y
TM_t42	46	m7G
TM_t42	39	Y
TM_t19	58	m1A
TM_t19	54	s2T
TM_t19	55	Y
TM_t19	8	s4U
TM_t19	46	m7G
TM_t19	16	D
TM_t19	19	D
TM_t03	58	m1A
TM_t03	54	s2T
TM_t03	55	Y
TM_t03	46	m7G
TM_t03	17	D
TM_t28	58	m1A
TM_t28	54	s2T
TM_t28	55	Y
TM_t28	37	m1G
TM_t28	8	s4U
TM_t28	46	m7G
TM_t28	39	Y
TM_t08	58	m1A
TM_t08	54	s2T
TM_t08	55	Y
TM_t08	8	s4U
TM_t08	46	m7G
TM_t08	17	D
TM_t08	20	D
TM_t44	58	m1A
TM_t44	54	s2T
TM_t44	55	Y
TM_t44	8	s4U
TM_t44	34	Q
TM_t44	46	m7G
TM_t44	18	D
TM_t44	21	D
TM_t44	22	D
TM_t44	22	D
TM_r01	527	m7G
TM_r01	966	m2G
TM_r01	967	m5C
TM_r01	1051	m2G
TM_r01	1402	m4Cm
TM_r01	1409	Cm
TM_r01	1498	m3U
TM_r01	1518	m62A
TM_r01	1519	m62A
TM_r01	516	Y
TM_r02	1911	Y
TM_r02	1915	m3Y
TM_r02	1917	Y
TM_r02	2503	m2A
TM_r02	2504	Y
TM_r02	2580	Y
TM_r01	527	m7G
TM_r01	966	m2G
TM_r01	967	m5C
TM_r01	1051	m2G
TM_r01	1402	m4Cm
TM_r01	1409	Cm
TM_r01	1498	m3U
TM_r01	1518	m62A
TM_r01	1519	m62A
TM_r01	516	Y
TM_r02	2503	m2A
TM_r02	2251	Gm
TM_r02	1939	m5U
TM_r02	1962	m5C
TM_r02	1911	Y
TM_r02	1915	Y
TM_r02	1917	Y
