Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
FY484_RS13950-MONOMER	Inner_Membrane	VC_A0024()	Inner_Membrane	s
FY484_RS11850-MONOMER	Inner_Membrane	VC_2384()	Inner_Membrane	s
FY484_RS06445-MONOMER	Inner_Membrane	VC_1274()	Inner_Membrane	s
FY484_RS00175-MONOMER	Periplasm	dsbA()	Periplasm	s
FY484_RS02325-MONOMER	Inner_Membrane	VC_0439()	Inner_Membrane	s
FY484_RS08315-MONOMER	Inner_Membrane	mgtE()	Inner_Membrane	s
FY484_RS08315-MONOMER	Inner_Membrane	mgtE()	Inner_Membrane	s
FY484_RS04300-MONOMER	Inner_Membrane	tcpR()	Inner_Membrane	s
FY484_RS06275-MONOMER	Inner_Membrane	cobS()	Inner_Membrane	s
FY484_RS15785-MONOMER	Membrane	VC_A0379()	Membrane	s
FY484_RS02160-MONOMER	Inner_Membrane	mshG()	Inner_Membrane	s
FY484_RS11610-MONOMER	Inner_Membrane	VC_2334()	Inner_Membrane	s
FY484_RS06185-MONOMER	Inner_Membrane	VC_1216()	Inner_Membrane	s
FY484_RS13555-MONOMER	Inner_Membrane	gspG()	Inner_Membrane	s
FY484_RS08135-MONOMER	Membrane	VC_1618()	Membrane	s
FY484_RS04120-MONOMER	Inner_Membrane	oadG-2()	Inner_Membrane	s
FY484_RS06080-MONOMER	Membrane	VC_1199()	Membrane	s
FY484_RS04105-MONOMER	Inner_Membrane	citA()	Inner_Membrane	s
FY484_RS11430-MONOMER	Inner_Membrane	VC_2289()	Inner_Membrane	s
FY484_RS17655-MONOMER	Inner_Membrane	luxQ()	Inner_Membrane	s
FY484_RS07865-MONOMER	Inner_Membrane	varD()	Inner_Membrane	s
FY484_RS01770-MONOMER	Membrane	VC_0338()	Membrane	s
FY484_RS11270-MONOMER	Inner_Membrane	VC_2255()	Inner_Membrane	s
FY484_RS13205-MONOMER	Inner_Membrane	frdB()	Inner_Membrane	s
FY484_RS01690-MONOMER	Inner_Membrane	secE()	Inner_Membrane	s
FY484_RS09750-MONOMER	Inner_Membrane	VC_1951()	Inner_Membrane	s
FY484_RS19420-MONOMER	Periplasm	VC_A1113()	Periplasm	s
FY484_RS01560-MONOMER	Inner_Membrane	VC_0302()	Inner_Membrane	s
FY484_RS17410-MONOMER	Inner_Membrane	uhpB()	Inner_Membrane	s
FY484_RS11110-MONOMER	Membrane	VC_2221()	Membrane	s
FY484_RS03670-MONOMER	Periplasm	sltY()	Periplasm	s
FY484_RS13045-MONOMER	Membrane	xds()	Membrane	s
FY484_RS01465-MONOMER	Inner_Membrane	VC_0282()	Inner_Membrane	s
FY484_RS09565-MONOMER	Inner_Membrane	VC_1913()	Inner_Membrane	s
FY484_RS11025-MONOMER	Periplasm	flgA()	Periplasm	s
FY484_RS01385-MONOMER	Inner_Membrane	VC_0265()	Inner_Membrane	s
FY484_RS14875-MONOMER	Inner_Membrane	lifO()	Inner_Membrane	s
FY484_RS01275-MONOMER	Inner_Membrane	manB()	Inner_Membrane	s
FY484_RS09405-MONOMER	Inner_Membrane	msbA()	Inner_Membrane	s
FY484_RS03430-MONOMER	Inner_Membrane	nlpI()	Inner_Membrane	s
FY484_RS09320-MONOMER	Inner_Membrane	VC_1862()	Inner_Membrane	s
FY484_RS19015-MONOMER	Membrane	VC_A1026()	Membrane	s
FY484_RS10705-MONOMER	Membrane	VC_2146()	Membrane	s
FY484_RS07270-MONOMER	Membrane	rtxE()	Membrane	s
FY484_RS16985-MONOMER	Periplasm	VC_A0591()	Periplasm	s
FY484_RS10625-MONOMER	Membrane	fliI()	Membrane	s
FY484_RS12635-MONOMER	Inner_Membrane	thiQ()	Inner_Membrane	s
FY484_RS14620-MONOMER	Inner_Membrane	VC_A0167()	Inner_Membrane	s
FY484_RS07190-MONOMER	Membrane	VC_1430()	Membrane	s
FY484_RS09160-MONOMER	Inner_Membrane	VC_1828()	Inner_Membrane	s
FY484_RS18850-MONOMER	Membrane	VC_A0988()	Membrane	s
FY484_RS12550-MONOMER	Inner_Membrane	mlaE()	Inner_Membrane	s
FY484_RS14540-MONOMER	Membrane	VC_A0151()	Membrane	s
FY484_RS18765-MONOMER	Membrane	VC_A0971()	Membrane	s
FY484_RS16730-MONOMER	Inner_Membrane	VC_A0538()	Inner_Membrane	s
FY484_RS10375-MONOMER	Inner_Membrane	feoB()	Inner_Membrane	s
FY484_RS02995-MONOMER	Inner_Membrane	VC_0559()	Inner_Membrane	s
FY484_RS00725-MONOMER	Membrane	VC_0143()	Membrane	s
FY484_RS02870-MONOMER	Inner_Membrane	cysW()	Inner_Membrane	s
FY484_RS12255-MONOMER	Periplasm	rseB()	Periplasm	s
FY484_RS06855-MONOMER	Inner_Membrane	VC_1359()	Inner_Membrane	s
FY484_RS16550-MONOMER	Membrane	VC_A0501()	Membrane	s
FY484_RS02785-MONOMER	Inner_Membrane	plsY()	Inner_Membrane	s
FY484_RS04815-MONOMER	Membrane	vpsP()	Membrane	s
FY484_RS14190-MONOMER	Membrane	VC_A0077()	Membrane	s
FY484_RS16450-MONOMER	Membrane	VC_A0483()	Membrane	s
FY484_RS04735-MONOMER	Inner_Membrane	vpsE()	Inner_Membrane	s
FY484_RS14105-MONOMER	Periplasm	ldtB()	Periplasm	s
FY484_RS08635-MONOMER	Inner_Membrane	elyC()	Inner_Membrane	s
FY484_RS18340-MONOMER	Membrane	makA()	Membrane	s
FY484_RS04635-MONOMER	Inner_Membrane	syd()	Inner_Membrane	s
FY484_RS06600-MONOMER	Membrane	VC_1305()	Membrane	s
FY484_RS09950-MONOMER	Inner_Membrane	sppA()	Inner_Membrane	s
FY484_RS13935-MONOMER	Membrane	tsiV2()	Membrane	s
FY484_RS06515-MONOMER	Inner_Membrane	mdoH()	Inner_Membrane	s
FY484_RS18170-MONOMER	Membrane	yjeH()	Membrane	s
FY484_RS11835-MONOMER	Periplasm	btuF()	Periplasm	s
FY484_RS06430-MONOMER	Membrane	VC_1271()	Membrane	s
FY484_RS04365-MONOMER	Inner_Membrane	acfD()	Inner_Membrane	s
FY484_RS18000-MONOMER	Periplasm	VC_A0807()	Periplasm	s
FY484_RS06260-MONOMER	Inner_Membrane	VC_1235()	Inner_Membrane	s
FY484_RS11595-MONOMER	Membrane	nnrS()	Membrane	s
FY484_RS13540-MONOMER	Inner_Membrane	gspJ()	Inner_Membrane	s
FY484_RS17840-MONOMER	Membrane	VC_A0773()	Membrane	s
FY484_RS13440-MONOMER	Inner_Membrane	VC_2706()	Inner_Membrane	s
FY484_RS07935-MONOMER	Membrane	VC_1581()	Membrane	s
FY484_RS01875-MONOMER	Membrane	VC_0351()	Membrane	s
FY484_RS13275-MONOMER	Membrane	VC_2671()	Membrane	s
FY484_RS17555-MONOMER	Inner_Membrane	VC_A0716()	Inner_Membrane	s
FY484_RS11255-MONOMER	Outer_Membrane	bamA()	Outer_Membrane	s
FY484_RS13190-MONOMER	Membrane	VC_2654()	Membrane	s
FY484_RS05825-MONOMER	Inner_Membrane	VC_1145()	Inner_Membrane	s
FY484_RS07770-MONOMER	Inner_Membrane	exbD2()	Inner_Membrane	s
FY484_RS17475-MONOMER	Inner_Membrane	cdgD()	Inner_Membrane	s
FY484_RS09635-MONOMER	Inner_Membrane	VC_1927()	Inner_Membrane	s
FY484_RS19325-MONOMER	Inner_Membrane	VC_A1092()	Inner_Membrane	s
FY484_RS01450-MONOMER	Membrane	cadC()	Membrane	s
FY484_RS17300-MONOMER	Membrane	VC_A0658()	Membrane	s
FY484_RS14945-MONOMER	Membrane	VC_A0238()	Membrane	s
FY484_RS05640-MONOMER	Periplasm	lolA()	Periplasm	s
FY484_RS19165-MONOMER	Inner_Membrane	VC_A1056()	Inner_Membrane	s
FY484_RS05495-MONOMER	Membrane	VC_1077()	Membrane	s
FY484_RS14860-MONOMER	Membrane	hlyA()	Membrane	s
FY484_RS17135-MONOMER	Outer_Membrane	hasR()	Outer_Membrane	s
FY484_RS05410-MONOMER	Inner_Membrane	sohB()	Inner_Membrane	s
FY484_RS09305-MONOMER	Membrane	VC_1859()	Membrane	s
FY484_RS03320-MONOMER	Inner_Membrane	vexF()	Inner_Membrane	s
FY484_RS05320-MONOMER	Outer_Membrane	fadL-2()	Outer_Membrane	s
FY484_RS01100-MONOMER	Inner_Membrane	murP()	Inner_Membrane	s
FY484_RS16970-MONOMER	Inner_Membrane	VC_A0588()	Inner_Membrane	s
FY484_RS09225-MONOMER	Inner_Membrane	cydB()	Inner_Membrane	s
FY484_RS09225-MONOMER	Inner_Membrane	cydB()	Inner_Membrane	s
FY484_RS18920-MONOMER	Membrane	VC_A1003()	Membrane	s
FY484_RS12620-MONOMER	Inner_Membrane	mgtE()	Inner_Membrane	s
FY484_RS12620-MONOMER	Inner_Membrane	mgtE()	Inner_Membrane	s
FY484_RS07175-MONOMER	Inner_Membrane	potB()	Inner_Membrane	s
FY484_RS05135-MONOMER	Inner_Membrane	VC_1005()	Inner_Membrane	s
FY484_RS07090-MONOMER	Membrane	vceA()	Membrane	s
FY484_RS16800-MONOMER	Membrane	VC_A0554()	Membrane	s
FY484_RS18750-MONOMER	Membrane	VC_A0966()	Membrane	s
FY484_RS10440-MONOMER	Inner_Membrane	sdhC()	Inner_Membrane	s
FY484_RS03060-MONOMER	Inner_Membrane	petB()	Inner_Membrane	s
FY484_RS12450-MONOMER	Inner_Membrane	lptG()	Inner_Membrane	s
FY484_RS08505-MONOMER	Inner_Membrane	torC()	Inner_Membrane	s
FY484_RS07010-MONOMER	Inner_Membrane	VC_1393()	Inner_Membrane	s
FY484_RS17385-MONOMER	Periplasm	napB()	Periplasm	s
FY484_RS04965-MONOMER	Inner_Membrane	zipA()	Inner_Membrane	s
FY484_RS06920-MONOMER	Inner_Membrane	VC_1372()	Inner_Membrane	s
FY484_RS16630-MONOMER	Inner_Membrane	fruB()	Inner_Membrane	s
FY484_RS18580-MONOMER	Inner_Membrane	VC_A0930()	Inner_Membrane	s
FY484_RS10280-MONOMER	Inner_Membrane	ccmA()	Inner_Membrane	s
FY484_RS12240-MONOMER	Inner_Membrane	lepB()	Inner_Membrane	s
FY484_RS18500-MONOMER	Inner_Membrane	exbD1()	Inner_Membrane	s
FY484_RS10190-MONOMER	Inner_Membrane	VC_2041()	Inner_Membrane	s
FY484_RS14170-MONOMER	Inner_Membrane	cdgA()	Inner_Membrane	s
FY484_RS00520-MONOMER	Inner_Membrane	fliL()	Inner_Membrane	s
FY484_RS00520-MONOMER	Inner_Membrane	fliL()	Inner_Membrane	s
FY484_RS06670-MONOMER	Outer_Membrane	VC_1318()	Outer_Membrane	s
FY484_RS02585-MONOMER	Inner_Membrane	VC_0483()	Inner_Membrane	s
FY484_RS04620-MONOMER	Inner_Membrane	cdgG()	Inner_Membrane	s
FY484_RS14005-MONOMER	Inner_Membrane	VC_A0035()	Inner_Membrane	s
FY484_RS08540-MONOMER	Inner_Membrane	VC_1698()	Inner_Membrane	s
FY484_RS18240-MONOMER	Outer_Membrane	VC_A0862()	Outer_Membrane	s
FY484_RS11905-MONOMER	Inner_Membrane	secA()	Inner_Membrane	s
FY484_RS08445-MONOMER	Inner_Membrane	VC_1681()	Inner_Membrane	s
FY484_RS02420-MONOMER	Membrane	mltC()	Membrane	s
FY484_RS04450-MONOMER	Membrane	VC_0860()	Membrane	s
FY484_RS08365-MONOMER	Inner_Membrane	VC_1665()	Inner_Membrane	s
FY484_RS02295-MONOMER	Inner_Membrane	VC_0433()	Inner_Membrane	s
FY484_RS04350-MONOMER	Membrane	VC_0842()	Membrane	s
FY484_RS13740-MONOMER	Inner_Membrane	VC_2756()	Inner_Membrane	s
FY484_RS00050-MONOMER	Periplasm	VC_0010()	Periplasm	s
FY484_RS02210-MONOMER	Inner_Membrane	mreC()	Inner_Membrane	s
FY484_RS04270-MONOMER	Inner_Membrane	tcpP()	Inner_Membrane	s
FY484_RS06245-MONOMER	Membrane	VC_1232()	Membrane	s
FY484_RS15740-MONOMER	Membrane	VC_A0368()	Membrane	s
FY484_RS08195-MONOMER	Inner_Membrane	VC_1630()	Inner_Membrane	s
FY484_RS02130-MONOMER	Membrane	mshJ()	Membrane	s
FY484_RS13525-MONOMER	Inner_Membrane	gspM()	Inner_Membrane	s
FY484_RS04075-MONOMER	Inner_Membrane	VC_0784()	Inner_Membrane	s
FY484_RS13425-MONOMER	Inner_Membrane	VC_2703()	Inner_Membrane	s
FY484_RS17710-MONOMER	Inner_Membrane	glpA()	Inner_Membrane	s
FY484_RS07915-MONOMER	Inner_Membrane	almG()	Inner_Membrane	s
FY484_RS13260-MONOMER	Inner_Membrane	VC_2668()	Inner_Membrane	s
FY484_RS17460-MONOMER	Inner_Membrane	secD2()	Inner_Membrane	s
FY484_RS11160-MONOMER	Membrane	VC_2232()	Membrane	s
FY484_RS07670-MONOMER	Inner_Membrane	VC_1525()	Inner_Membrane	s
FY484_RS11075-MONOMER	Outer_Membrane	ompA()	Outer_Membrane	s
FY484_RS19230-MONOMER	Inner_Membrane	putP()	Inner_Membrane	s
FY484_RS03560-MONOMER	Inner_Membrane	VC_0676()	Inner_Membrane	s
FY484_RS05565-MONOMER	Inner_Membrane	oppB()	Inner_Membrane	s
FY484_RS17205-MONOMER	Membrane	VC_A0639()	Membrane	s
FY484_RS05480-MONOMER	Membrane	VC_1074()	Membrane	s
FY484_RS14845-MONOMER	Membrane	VC_A0216()	Membrane	s
FY484_RS12770-MONOMER	Membrane	VC_2566()	Membrane	s
FY484_RS07330-MONOMER	Periplasm	ctxA()	Periplasm	s
FY484_RS09290-MONOMER	Inner_Membrane	VC_1856()	Inner_Membrane	s
FY484_RS18985-MONOMER	Inner_Membrane	VC_A1019()	Inner_Membrane	s
FY484_RS14670-MONOMER	Inner_Membrane	VC_A0179()	Inner_Membrane	s
FY484_RS07240-MONOMER	Membrane	ccoQ()	Membrane	s
FY484_RS01080-MONOMER	Inner_Membrane	fhuB()	Inner_Membrane	s
FY484_RS18905-MONOMER	Inner_Membrane	VC_A1000()	Inner_Membrane	s
FY484_RS10595-MONOMER	Inner_Membrane	fliN()	Inner_Membrane	s
FY484_RS07160-MONOMER	Periplasm	potD1()	Periplasm	s
FY484_RS09130-MONOMER	Inner_Membrane	VC_1822()	Inner_Membrane	s
FY484_RS03135-MONOMER	Inner_Membrane	VC_0590()	Inner_Membrane	s
FY484_RS12520-MONOMER	Inner_Membrane	plsC3()	Inner_Membrane	s
FY484_RS00915-MONOMER	Periplasm	VC_0171()	Periplasm	s
FY484_RS16780-MONOMER	Membrane	VC_A0550()	Membrane	s
FY484_RS18735-MONOMER	Membrane	VC_A0963()	Membrane	s
FY484_RS10425-MONOMER	Inner_Membrane	sdhB()	Inner_Membrane	s
FY484_RS05040-MONOMER	Inner_Membrane	toxR()	Inner_Membrane	s
FY484_RS00775-MONOMER	Membrane	VC_0153()	Membrane	s
FY484_RS18650-MONOMER	Inner_Membrane	malE()	Inner_Membrane	s
FY484_RS00685-MONOMER	Membrane	VC_0135()	Membrane	s
FY484_RS18565-MONOMER	Inner_Membrane	VC_A0927()	Inner_Membrane	s
FY484_RS10265-MONOMER	Inner_Membrane	ccmD()	Inner_Membrane	s
FY484_RS02840-MONOMER	Outer_Membrane	nlpD()	Outer_Membrane	s
FY484_RS04865-MONOMER	Inner_Membrane	mrdB()	Inner_Membrane	s
FY484_RS14250-MONOMER	Membrane	VC_A0090()	Membrane	s
FY484_RS00595-MONOMER	Inner_Membrane	VC_0117()	Inner_Membrane	s
FY484_RS08780-MONOMER	Inner_Membrane	VC_1751()	Inner_Membrane	s
FY484_RS12145-MONOMER	Inner_Membrane	VC_2442()	Inner_Membrane	s
FY484_RS04785-MONOMER	Membrane	VC_0931()	Membrane	s
FY484_RS14155-MONOMER	Inner_Membrane	pstC2()	Inner_Membrane	s
FY484_RS00500-MONOMER	Inner_Membrane	plsB()	Inner_Membrane	s
FY484_RS18405-MONOMER	Periplasm	VC_A0893()	Periplasm	s
FY484_RS12065-MONOMER	Inner_Membrane	pilD()	Inner_Membrane	s
FY484_RS04705-MONOMER	Inner_Membrane	vexH()	Inner_Membrane	s
FY484_RS08605-MONOMER	Inner_Membrane	VC_1712()	Inner_Membrane	s
FY484_RS02570-MONOMER	Inner_Membrane	mscS()	Inner_Membrane	s
FY484_RS11970-MONOMER	Inner_Membrane	ftsI()	Inner_Membrane	s
FY484_RS04605-MONOMER	Inner_Membrane	VC_0897()	Inner_Membrane	s
FY484_RS08520-MONOMER	Inner_Membrane	focA()	Inner_Membrane	s
FY484_RS08520-MONOMER	Inner_Membrane	focA()	Inner_Membrane	s
FY484_RS09910-MONOMER	Outer_Membrane	VC_1987()	Outer_Membrane	s
FY484_RS00215-MONOMER	Inner_Membrane	VC_0042()	Inner_Membrane	s
FY484_RS18140-MONOMER	Inner_Membrane	VC_A0837()	Inner_Membrane	s
FY484_RS09830-MONOMER	Inner_Membrane	VC_1970()	Inner_Membrane	s
FY484_RS02360-MONOMER	Outer_Membrane	lptD()	Outer_Membrane	s
FY484_RS04435-MONOMER	Membrane	VC_0857()	Membrane	s
FY484_RS13805-MONOMER	Inner_Membrane	atpE()	Inner_Membrane	s
FY484_RS00130-MONOMER	Membrane	VC_0025()	Membrane	s
FY484_RS04335-MONOMER	Inner_Membrane	tcpJ()	Inner_Membrane	s
FY484_RS08265-MONOMER	Membrane	VC_1643()	Membrane	s
FY484_RS02195-MONOMER	Membrane	mshP()	Membrane	s
FY484_RS15725-MONOMER	Membrane	VC_A0366()	Membrane	s
FY484_RS08180-MONOMER	Inner_Membrane	nhaA()	Inner_Membrane	s
FY484_RS15605-MONOMER	Outer_Membrane	VC_A0350()	Outer_Membrane	s
FY484_RS08090-MONOMER	Inner_Membrane	VC_1609()	Inner_Membrane	s
FY484_RS04060-MONOMER	Inner_Membrane	vibD()	Inner_Membrane	s
FY484_RS06020-MONOMER	Inner_Membrane	VC_1186()	Inner_Membrane	s
FY484_RS13405-MONOMER	Inner_Membrane	VC_2699()	Inner_Membrane	s
FY484_RS17695-MONOMER	Membrane	VC_A0743()	Membrane	s
FY484_RS07900-MONOMER	Membrane	VC_1574()	Membrane	s
FY484_RS17605-MONOMER	Periplasm	modA()	Periplasm	s
FY484_RS17525-MONOMER	Inner_Membrane	torS()	Inner_Membrane	s
FY484_RS09785-MONOMER	Inner_Membrane	minD()	Inner_Membrane	s
FY484_RS03810-MONOMER	Inner_Membrane	pstB1()	Inner_Membrane	s
FY484_RS01595-MONOMER	Inner_Membrane	ubiD()	Inner_Membrane	s
FY484_RS09690-MONOMER	Inner_Membrane	VC_1939()	Inner_Membrane	s
FY484_RS19375-MONOMER	Inner_Membrane	VC_A1102()	Inner_Membrane	s
FY484_RS03705-MONOMER	Outer_Membrane	VC_0708()	Outer_Membrane	s
FY484_RS05715-MONOMER	Membrane	VC_1123()	Membrane	s
FY484_RS15080-MONOMER	Inner_Membrane	VC_A0268()	Inner_Membrane	s
FY484_RS09520-MONOMER	Inner_Membrane	ftsK()	Inner_Membrane	s
FY484_RS10980-MONOMER	Outer_Membrane	flgH()	Outer_Membrane	s
FY484_RS03545-MONOMER	Inner_Membrane	VC_0673()	Inner_Membrane	s
FY484_RS05550-MONOMER	Membrane	VC_1088()	Membrane	s
FY484_RS01230-MONOMER	Inner_Membrane	kdtA()	Inner_Membrane	s
FY484_RS10740-MONOMER	Outer_Membrane	bamC()	Outer_Membrane	s
FY484_RS14735-MONOMER	Inner_Membrane	nhaC()	Inner_Membrane	s
FY484_RS01150-MONOMER	Inner_Membrane	VC_0216()	Inner_Membrane	s
FY484_RS03285-MONOMER	Inner_Membrane	chiS()	Inner_Membrane	s
FY484_RS14655-MONOMER	Membrane	VC_A0176()	Membrane	s
FY484_RS07225-MONOMER	Inner_Membrane	cadA()	Inner_Membrane	s
FY484_RS01065-MONOMER	Outer_Membrane	fhuA()	Outer_Membrane	s
FY484_RS09195-MONOMER	Membrane	tolA()	Membrane	s
FY484_RS18890-MONOMER	Membrane	VC_A0997()	Membrane	s
FY484_RS10580-MONOMER	Inner_Membrane	fliQ()	Inner_Membrane	s
FY484_RS12590-MONOMER	Inner_Membrane	lptB()	Inner_Membrane	s
FY484_RS05185-MONOMER	Inner_Membrane	rsxB()	Inner_Membrane	s
FY484_RS07145-MONOMER	Inner_Membrane	VC_1422()	Inner_Membrane	s
FY484_RS16855-MONOMER	Inner_Membrane	vxrA()	Inner_Membrane	s
FY484_RS18805-MONOMER	Membrane	FY484_RS18805()	Membrane	s
FY484_RS16765-MONOMER	Membrane	VC_A0546()	Membrane	s
FY484_RS18720-MONOMER	Membrane	VC_A0960()	Membrane	s
FY484_RS03030-MONOMER	Periplasm	ptd()	Periplasm	s
FY484_RS14400-MONOMER	Membrane	tssM()	Membrane	s
FY484_RS16685-MONOMER	Inner_Membrane	VC_A0529()	Inner_Membrane	s
FY484_RS10330-MONOMER	Inner_Membrane	flhG()	Inner_Membrane	s
FY484_RS02950-MONOMER	Inner_Membrane	oadG-1()	Inner_Membrane	s
FY484_RS10250-MONOMER	Periplasm	ccmG()	Periplasm	s
FY484_RS14230-MONOMER	Membrane	VC_A0085()	Membrane	s
FY484_RS16495-MONOMER	Membrane	VC_A0491()	Membrane	s
FY484_RS18470-MONOMER	Membrane	VC_A0906()	Membrane	s
FY484_RS10160-MONOMER	Inner_Membrane	VC_2035()	Inner_Membrane	s
FY484_RS02735-MONOMER	Inner_Membrane	VC_0514()	Inner_Membrane	s
FY484_RS12130-MONOMER	Membrane	VC_2439()	Membrane	s
FY484_RS00480-MONOMER	Inner_Membrane	dinF()	Inner_Membrane	s
FY484_RS10065-MONOMER	Inner_Membrane	mltG()	Inner_Membrane	s
FY484_RS12050-MONOMER	Membrane	pilA()	Membrane	s
FY484_RS04670-MONOMER	Inner_Membrane	treB()	Inner_Membrane	s
FY484_RS14055-MONOMER	Membrane	VC_A0047()	Membrane	s
FY484_RS06640-MONOMER	Periplasm	bsrV()	Periplasm	s
FY484_RS11955-MONOMER	Inner_Membrane	mraY()	Inner_Membrane	s
FY484_RS04585-MONOMER	Inner_Membrane	motA()	Inner_Membrane	s
FY484_RS16165-MONOMER	Membrane	VC_A0440()	Membrane	s
FY484_RS08500-MONOMER	Periplasm	torA()	Periplasm	s
FY484_RS18205-MONOMER	Inner_Membrane	VC_A0854()	Inner_Membrane	s
FY484_RS11875-MONOMER	Membrane	VC_2388()	Membrane	s
FY484_RS13875-MONOMER	Inner_Membrane	VC_A0008()	Inner_Membrane	s
FY484_RS16040-MONOMER	Membrane	VC_A0418()	Membrane	s
FY484_RS08415-MONOMER	Membrane	VC_1675()	Membrane	s
FY484_RS18125-MONOMER	Inner_Membrane	VC_A0834()	Inner_Membrane	s
FY484_RS09815-MONOMER	Membrane	VC_1966()	Membrane	s
FY484_RS11790-MONOMER	Inner_Membrane	VC_2370()	Inner_Membrane	s
FY484_RS13790-MONOMER	Inner_Membrane	atpA()	Inner_Membrane	s
FY484_RS00110-MONOMER	Membrane	VC_0022()	Membrane	s
FY484_RS18040-MONOMER	Membrane	VC_A0817()	Membrane	s
FY484_RS02260-MONOMER	Membrane	VC_0426()	Membrane	s
FY484_RS04320-MONOMER	Inner_Membrane	tcpE()	Inner_Membrane	s
FY484_RS06295-MONOMER	Inner_Membrane	btuC()	Inner_Membrane	s
FY484_RS00020-MONOMER	Inner_Membrane	yidC()	Inner_Membrane	s
