Reaction,Complexes
CHORS,LLMG_RS09680-MONOMER_mod_fmnh2(1) OR LLMG_RS09680-MONOMER_mod_fadh2(1)
CLPNS_LLA,LLMG_RS07830-MONOMER
AMMQT8_2,LLMG_RS03890-MONOMER
CPPPGO,LLMG_RS07160-MONOMER
ANPRT,LLMG_RS05245-MONOMER
CMLDC,LLMG_RS11185-MONOMER OR LLMG_RS04935-MONOMER
APATi,LLMG_RS01520-MONOMER
CRPT_25,CPLX_CRPT_25-0
CS,LLMG_RS03315-MONOMER
CTPS1,LLMG_RS02375-MONOMER_mod_mg2(1)
ANS,CPLX_ANS-0
CTPS2,LLMG_RS02375-MONOMER_mod_mg2(1)
CYSTGL,LLMG_RS08915-MONOMER_mod_pydx5p(1)
APRAUR,LLMG_RS07710-MONOMER
CYSS,LLMG_RS02585-MONOMER_mod_pydx5p(2) OR LLMG_RS08910-MONOMER
DHPPDA,LLMG_RS07710-MONOMER
CYSTL,LLMG_RS08915-MONOMER_mod_pydx5p(1)
DHDPRy,LLMG_RS04795-MONOMER
CYSTRS_1,LLMG_RS10195-MONOMER_mod_zn2(1)
ARGDI_1,LLMG_RS11595-MONOMER
CYTD,LLMG_RS05395-MONOMER
CYTB_B2,CPLX_CYTB_B2-0
DDMAT5,LLMG_RS02820-MONOMER
DEMAT4,LLMG_RS02820-MONOMER
CYTK2,LLMG_RS03780-MONOMER_mod_mg2(1)
ARGORNt3,LLMG_RS11565-MONOMER OR LLMG_RS11585-MONOMER
CYTK1,LLMG_RS03780-MONOMER_mod_mg2(1)
DAGK_LLA,LLMG_RS07495-MONOMER_mod_cd2(1)_mod_zn2(1)_mod_mg2(1)_mod_mn2(1)_mod_cobalt2(1)
DCYTD,LLMG_RS05395-MONOMER
DAPDC,LLMG_RS06000-MONOMER_mod_pydx5p(1)
DGNSK,LLMG_RS02445-MONOMER OR LLMG_RS06755-MONOMER
DINSK,LLMG_RS02445-MONOMER
DASYN_LLA,LLMG_RS12105-MONOMER
DB4PS,LLMG_RS07700-MONOMER_mod_mg2(1)
DADNK,LLMG_RS06755-MONOMER OR LLMG_RS02445-MONOMER
DAGGT_LLA,CPLX_DAGGT_LLA-0
DDPA,LLMG_RS00665-MONOMER_mod_fe2(2) OR LLMG_RS06200-MONOMER
DALTAL_LLA,CPLX_DALTAL_LLA-0
DCMPDA_1,LLMG_RS07150-MONOMER
DHAD1,LLMG_RS06490-MONOMER_mod_4fe4s(1)
DHAD2,LLMG_RS06490-MONOMER_mod_4fe4s(1)
DHAPT,CPLX_DHAPT-0
DHDPS,LLMG_RS04470-MONOMER
DHFR,LLMG_RS06800-MONOMER
FOLR2,LLMG_RS06800-MONOMER
DHFS,LLMG_RS06760-MONOMER
DHNAOT_1,LLMG_RS01040-MONOMER
DHNPA_1,LLMG_RS06780-MONOMER
DHORDi,CPLX_DHORDi-0 OR LLMG_RS04850-MONOMER
DHORTS,LLMG_RS07600-MONOMER_mod_cobalt2(1)_mod_zn2(1) OR LLMG_RS07600-MONOMER_mod_mn2(1)_mod_zn2(1) OR LLMG_RS07600-MONOMER_mod_ni2(1)_mod_zn2(1)
FOLD3,LLMG_RS06770-MONOMER_mod_mg2(1)
FE2abc,LLMG_RS01055-MONOMER
DHQTi,LLMG_RS04035-MONOMER
DHQS,LLMG_RS09700-MONOMER_mod_cobalt2(1)_mod_nad(1)
DMATT,LLMG_RS08500-MONOMER_mod_mg2(1) OR LLMG_RS08500-MONOMER_mod_mn2(1)
DPCOAK,LLMG_RS03290-MONOMER
GLYt2r_copy2,LLMG_RS01925-MONOMER OR LLMG_RS01930-MONOMER
GLUabc,CPLX_GLUabc-0
DPMVD,LLMG_RS02175-MONOMER
DRBK,LLMG_RS04050-MONOMER_mod_k(1)_mod_mg2(1)
DRPA,LLMG_RS05390-MONOMER
GLYBabc,CPLX_CHLabc-0 OR CPLX_GLYBabc-0
FE3abc,CPLX_FE3abc-0
DTMPK,LLMG_RS02125-MONOMER_mod_mg2(1)
DURIK1,LLMG_RS02890-MONOMER_mod_mg2(1)
DURIPP,LLMG_RS08650-MONOMER
DXPS,LLMG_RS03870-MONOMER_mod_thmpp(1)
DUTPDP,LLMG_RS04195-MONOMER OR LLMG_RS01010-MONOMER_mod_zn2(1)
EDA,LLMG_RS04420-MONOMER
FLVR_1,LLMG_RS02910-MONOMER
FMETDF,LLMG_RS02790-MONOMER
FMETTRS_1,LLMG_RS10745-MONOMER_mod_mg2(1)_mod_k(1)
ENO,LLMG_RS03215-MONOMER_mod_mg2(4)
FMNAT,LLMG_RS07215-MONOMER
FRDx,LLMG_RS07275-MONOMER
HEX7,LLMG_RS05120-MONOMER
FTHFCL_1,LLMG_RS00960-MONOMER
FTHFLi,LLMG_RS08030-MONOMER
G1PACT,LLMG_RS10360-MONOMER_mod_mg2(1)
G1PTMT,LLMG_RS01090-MONOMER_mod_mg2(1)
G3PCT,LLMG_RS08085-MONOMER
G3PD1ir,LLMG_RS05655-MONOMER
G3PD2,LLMG_RS05655-MONOMER
G3PD,LLMG_RS05575-MONOMER_mod_fad(1)
G3PD4,LLMG_RS05575-MONOMER_mod_fad(1)
G5SD,LLMG_RS04530-MONOMER
G6PDA,LLMG_RS04735-MONOMER
G6PDH2r,LLMG_RS12560-MONOMER
G6PI,LLMG_RS12290-MONOMER
GALK2,LLMG_RS11210-MONOMER_mod_mg2(1)
GALM,LLMG_RS11215-MONOMER
HDMAT7,LLMG_RS02820-MONOMER
GALT,LLMG_RS11205-MONOMER
GALUi,LLMG_RS05650-MONOMER
GALt2,LLMG_RS11220-MONOMER
GTPCII,LLMG_RS07700-MONOMER_mod_mg2(1)
GRTT,LLMG_RS08500-MONOMER_mod_mg2(1) OR LLMG_RS08500-MONOMER_mod_mn2(1)
GARFT,LLMG_RS05025-MONOMER
GAPD,LLMG_RS02785-MONOMER OR LLMG_RS12755-MONOMER
GF6PTA,LLMG_RS07630-MONOMER
GHMT2r,LLMG_RS02930-MONOMER
GK1,LLMG_RS10780-MONOMER_mod_mg2(1)
GK2,LLMG_RS10780-MONOMER_mod_mg2(1)
KARA1,LLMG_RS06475-MONOMER_mod_mg2(1)
GTHPi,LLMG_RS05525-MONOMER
GTHOr,LLMG_RS08560-MONOMER
GPDDA4,LLMG_RS11405-MONOMER OR LLMG_RS00415-MONOMER_mod_mg2(1)
GLCNt2ir,LLMG_RS12395-MONOMER
GTPCI,LLMG_RS06775-MONOMER_mod_zn2(1)
GLNS,LLMG_RS12480-MONOMER_mod_mn2(1)
GLCP,CPLX_GLCP-0
GLCS1,CPLX_GLCS1-0
GLGC,CPLX_GLGC-0
HPPK,LLMG_RS06775-MONOMER_mod_zn2(1)
GLNTRS2,CPLX_GLNTRS2-0
GLU5K,LLMG_RS04525-MONOMER_mod_mg2(1)
GUAt2r,LLMG_RS09575-MONOMER
GTPDPK,LLMG_RS01960-MONOMER OR LLMG_RS00605-MONOMER_mod_mn2(1)
HXANt2r,LLMG_RS09575-MONOMER
HXPRT,LLMG_RS05050-MONOMER OR LLMG_RS00090-MONOMER
GLNabc,CPLX_GLNabc-0
GLUABUTt7,LLMG_RS05965-MONOMER
GLUDC,LLMG_RS05970-MONOMER_mod_pydx5p(1)
GLUPRT,LLMG_RS04970-MONOMER_mod_mg2(1)
GLUR,LLMG_RS06010-MONOMER
GUAPRT,LLMG_RS05050-MONOMER OR LLMG_RS00090-MONOMER
GUI1,LLMG_RS04410-MONOMER_mod_zn2(1)
GUI2,LLMG_RS04410-MONOMER_mod_zn2(1)
HARAAT,LLMG_RS02545-MONOMER
HDDR5,LLMG_RS08950-MONOMER
HDER4,LLMG_RS08950-MONOMER
HDEHL4,LLMG_RS02815-MONOMER OR LLMG_RS08935-MONOMER
GLUTRS_2,LLMG_RS11690-MONOMER_mod_mg2(1)_mod_zn2(1)
GLUSy,CPLX_GLUSy-0_mod_fe2(1)_mod_fad(1)
GLUTRS2,LLMG_RS11690-MONOMER_mod_mg2(1)_mod_zn2(1)
GLYC3Pt6,LLMG_RS02750-MONOMER
HHDHL7,LLMG_RS08935-MONOMER OR LLMG_RS02815-MONOMER
HHDR7,LLMG_RS08950-MONOMER
HHYR2,LLMG_RS08950-MONOMER
HOCR3,LLMG_RS08950-MONOMER
HODR8,LLMG_RS08950-MONOMER
HBUR1,LLMG_RS08950-MONOMER
GLYCt,LLMG_RS05570-MONOMER OR LLMG_RS04450-MONOMER OR LLMG_RS11665-MONOMER
HTDR6,LLMG_RS08950-MONOMER
HCYSMT,LLMG_RS08455-MONOMER
HETZK,LLMG_RS06145-MONOMER
GMPR,LLMG_RS07130-MONOMER
GLYK,LLMG_RS05335-MONOMER OR LLMG_RS05580-MONOMER_mod_mg2(1) OR LLMG_RS05580-MONOMER_mod_mn2(1)
GLYTRS_1,CPLX-tRNA-GLY-LIGASE
GMPS2,LLMG_RS05125-MONOMER_mod_mg2(1)
HEX1,LLMG_RS11535-MONOMER
HIBD,LLMG_RS12530-MONOMER
HISTD,LLMG_RS06565-MONOMER_mod_mn2(1)
GNKr,LLMG_RS12400-MONOMER_mod_mg2(1)
GPDDA1,LLMG_RS11405-MONOMER OR LLMG_RS00415-MONOMER_mod_mg2(1)
GPDDA2,LLMG_RS11405-MONOMER OR LLMG_RS00415-MONOMER_mod_mg2(1)
HISTP,LLMG_RS06530-MONOMER
HMGCOAR,LLMG_RS04750-MONOMER
HISTRS_1,LLMG_RS11125-MONOMER_mod_mg2(4) OR LLMG_RS06580-MONOMER
HMGCOAS,LLMG_RS04740-MONOMER
HSERTA,LLMG_RS10960-MONOMER
HMPK1,LLMG_RS02355-MONOMER OR LLMG_RS06150-MONOMER
HSST,LLMG_RS10960-MONOMER
HSDy,LLMG_RS06750-MONOMER
HSK,LLMG_RS06745-MONOMER_mod_k(1)_mod_mg2(1)
HSTPTr,LLMG_RS06585-MONOMER_mod_pydx5p(1)
ICDHyr,LLMG_RS03325-MONOMER_mod_mn2(1) OR LLMG_RS03325-MONOMER_mod_mg2(1)
ICHORS,LLMG_RS09155-MONOMER_mod_mg2(1)
IGPDH_1,LLMG_RS06560-MONOMER_mod_mg2(1) OR LLMG_RS06560-MONOMER_mod_mn2(1)
IG3PS_1,CPLX_IG3PS_1-0
IGPS,LLMG_RS05265-MONOMER
LEUTA,LLMG_RS05980-MONOMER_mod_pydx5p(6) OR LLMG_RS05980-MONOMER_mod_pydx5p(1)
ILETA,LLMG_RS05980-MONOMER_mod_pydx5p(6) OR LLMG_RS05980-MONOMER_mod_pydx5p(1)
ILETRS_1,LLMG_RS10255-MONOMER_mod_zn2(2)
MTAN,LLMG_RS10345-MONOMER
ILEt2r_copy2,LLMG_RS03390-MONOMER
IMPD,LLMG_RS01210-MONOMER
IPDDI,LLMG_RS02185-MONOMER
LACZ,LLMG_RS07350-MONOMER
LDH_L,LLMG_RS02010-MONOMER OR LLMG_RS07210-MONOMER OR LLMG_RS05690-MONOMER
IPPMIa,CPLX_IPPMIa-0
IPPMIb,CPLX_IPPMIa-0
ARAT,LLMG_RS00370-MONOMER
METGL,LLMG_RS08915-MONOMER_mod_pydx5p(1)
LEUt2r_copy2,LLMG_RS03390-MONOMER
LEUTRS_1,LLMG_RS08750-MONOMER
LYSTRS_1,LLMG_RS01995-MONOMER
M1PD,LLMG_RS00155-MONOMER
LYSt2r,LLMG_RS12445-MONOMER OR LLMG_RS01980-MONOMER
MACPMT,LLMG_RS08955-MONOMER
MALLAC,LLMG_RS08250-MONOMER_mod_mn2(1) OR LLMG_RS08250-MONOMER_mod_mg2(1)
MALT,LLMG_RS03845-MONOMER
MPL,LLMG_RS03850-MONOMER OR LLMG_RS02310-MONOMER
MALTabc,CPLX_MALTabc-0
MALTATr,LLMG_RS03835-MONOMER OR LLMG_RS08595-MONOMER
MALt2r,LLMG_RS08245-MONOMER
MAN6PI,LLMG_RS08975-MONOMER
MANAO,LLMG_RS04390-MONOMER
MCMAT2,LLMG_RS08945-MONOMER
MCMAT3,LLMG_RS08945-MONOMER
AHSERL2,LLMG_RS00495-MONOMER
OCDMAT8,LLMG_RS02820-MONOMER
METAT,LLMG_RS10795-MONOMER_mod_k(4)_mod_mg2(1) OR LLMG_RS10795-MONOMER_mod_k(4)_mod_mn2(1) OR LLMG_RS10795-MONOMER_mod_k(4)_mod_cobalt2(1) OR LLMG_RS10795-MONOMER_mod_k(4)_mod_zn2(1) OR LLMG_RS10795-MONOMER_mod_k(4)_mod_cd2(1) OR LLMG_RS10795-MONOMER_mod_k(4)_mod_ni2(1) OR LLMG_RS10795-MONOMER_mod_k(4)_mod_ca2(1) OR LLMG_RS10795-MONOMER_mod_nh4(4)_mod_mg2(1) OR LLMG_RS10795-MONOMER_mod_nh4(4)_mod_mn2(1) OR LLMG_RS10795-MONOMER_mod_nh4(4)_mod_cobalt2(1) OR LLMG_RS10795-MONOMER_mod_nh4(4)_mod_zn2(1) OR LLMG_RS10795-MONOMER_mod_nh4(4)_mod_cd2(1) OR LLMG_RS10795-MONOMER_mod_nh4(4)_mod_ni2(1) OR LLMG_RS10795-MONOMER_mod_nh4(4)_mod_ca2(1) OR LLMG_RS10795-MONOMER_mod_tl(4)_mod_mg2(1) OR LLMG_RS10795-MONOMER_mod_tl(4)_mod_mn2(1) OR LLMG_RS10795-MONOMER_mod_tl(4)_mod_cobalt2(1) OR LLMG_RS10795-MONOMER_mod_tl(4)_mod_zn2(1) OR LLMG_RS10795-MONOMER_mod_tl(4)_mod_cd2(1) OR LLMG_RS10795-MONOMER_mod_tl(4)_mod_ni2(1) OR LLMG_RS10795-MONOMER_mod_tl(4)_mod_ca2(1) OR LLMG_RS10795-MONOMER_mod_cs(4)_mod_mg2(1) OR LLMG_RS10795-MONOMER_mod_cs(4)_mod_mn2(1) OR LLMG_RS10795-MONOMER_mod_cs(4)_mod_cobalt2(1) OR LLMG_RS10795-MONOMER_mod_cs(4)_mod_zn2(1) OR LLMG_RS10795-MONOMER_mod_cs(4)_mod_cd2(1) OR LLMG_RS10795-MONOMER_mod_cs(4)_mod_ni2(1) OR LLMG_RS10795-MONOMER_mod_cs(4)_mod_ca2(1) OR LLMG_RS10795-MONOMER_mod_LI(4)_mod_mg2(1) OR LLMG_RS10795-MONOMER_mod_LI(4)_mod_mn2(1) OR LLMG_RS10795-MONOMER_mod_LI(4)_mod_cobalt2(1) OR LLMG_RS10795-MONOMER_mod_LI(4)_mod_zn2(1) OR LLMG_RS10795-MONOMER_mod_LI(4)_mod_cd2(1) OR LLMG_RS10795-MONOMER_mod_LI(4)_mod_ni2(1) OR LLMG_RS10795-MONOMER_mod_LI(4)_mod_ca2(1) OR LLMG_RS10795-MONOMER_mod_na1(4)_mod_mg2(1) OR LLMG_RS10795-MONOMER_mod_na1(4)_mod_mn2(1) OR LLMG_RS10795-MONOMER_mod_na1(4)_mod_cobalt2(1) OR LLMG_RS10795-MONOMER_mod_na1(4)_mod_zn2(1) OR LLMG_RS10795-MONOMER_mod_na1(4)_mod_cd2(1) OR LLMG_RS10795-MONOMER_mod_na1(4)_mod_ni2(1) OR LLMG_RS10795-MONOMER_mod_na1(4)_mod_ca2(1)
MTHFR3,LLMG_RS06195-MONOMER_mod_fad(1)
METabc,CPLX_METabc-0 OR CPLX_METabc-1 OR CPLX_METabc-2 OR CPLX_METabc-3
METTRS_1,LLMG_RS08860-MONOMER_mod_zn2(2)
MEVK1,LLMG_RS02170-MONOMER
PFK_2,LLMG_RS07905-MONOMER_mod_mg2(1)
PGI,LLMG_RS12290-MONOMER
MI1PP,LLMG_RS02625-MONOMER_mod_mg2(1)
MNNH,LLMG_RS04395-MONOMER
MTHFC,LLMG_RS08520-MONOMER
MTHFD,LLMG_RS08520-MONOMER
MNabc,CPLX_MNabc-0
MHPGLUT,LLMG_RS06190-MONOMER_mod_zn2(1)
PHETA1_copy2,LLMG_RS06585-MONOMER_mod_pydx5p(1)
PROabc,CPLX_GLYBabc-0
NADK,LLMG_RS01965-MONOMER_mod_mg2(1)
NADH4,LLMG_RS08720-MONOMER OR LLMG_RS08715-MONOMER_mod_mg2(1)_mod_cu(1)_mod_fad(1)
PMPK,LLMG_RS02355-MONOMER OR LLMG_RS06150-MONOMER
OHPBAT,LLMG_RS02940-MONOMER_mod_pydx5p(1)
NADS1,LLMG_RS07415-MONOMER_mod_mg2(1) OR LLMG_RS07415-MONOMER_mod_mn2(1)
NAPRT,LLMG_RS07425-MONOMER
NDPK1,LLMG_RS05685-MONOMER_mod_mg2(1)_mod_k(1) OR LLMG_RS05685-MONOMER_mod_mn2(1)_mod_k(1)
OCBT_1,LLMG_RS11590-MONOMER OR LLMG_RS08815-MONOMER
OMPDC,LLMG_RS05620-MONOMER
ORNCD_1,LLMG_RS05835-MONOMER
ORNTAC_1,LLMG_RS08830-MONOMER
NDPK3,LLMG_RS05685-MONOMER_mod_mg2(1)_mod_k(1) OR LLMG_RS05685-MONOMER_mod_mn2(1)_mod_k(1)
NH4t,LLMG_RS04645-MONOMER
NMNP,LLMG_RS08645-MONOMER
NNAM,LLMG_RS01445-MONOMER
NMNAT,LLMG_RS01240-MONOMER OR LLMG_RS07435-MONOMER_mod_mg2(1)
ORPT,LLMG_RS07605-MONOMER
P5CR,LLMG_RS10365-MONOMER
NNATr,LLMG_RS01240-MONOMER OR LLMG_RS07435-MONOMER_mod_mg2(1)
NPHS,LLMG_RS09170-MONOMER_mod_hco3(1)
PAPPT1,LLMG_RS08440-MONOMER
PC,LLMG_RS03310-MONOMER
PFK,LLMG_RS05680-MONOMER_mod_mg2(1)
NOX,LLMG_RS08890-MONOMER OR LLMG_RS02085-MONOMER
NOX2,LLMG_RS02085-MONOMER OR LLMG_RS08890-MONOMER
PGAMT,LLMG_RS02290-MONOMER
PFL,CPLX_PFL-0
PGMT,LLMG_RS02290-MONOMER
PGK,LLMG_RS01325-MONOMER
NADHPO,LLMG_RS02085-MONOMER
PGCD,LLMG_RS02945-MONOMER OR LLMG_RS11240-MONOMER
GND,LLMG_RS12405-MONOMER OR LLMG_RS03045-MONOMER
PGGT2,CPLX_PGGT2-0 OR CPLX_PGGT2-1
PGL,LLMG_RS12210-MONOMER
PGM,LLMG_RS01830-MONOMER_mod_23bpg(1) OR LLMG_RS09625-MONOMER OR LLMG_RS07955-MONOMER
PGMT_B,LLMG_RS02315-MONOMER
PGSA_LLA,LLMG_RS11155-MONOMER_mod_mg2(1)
PPYRDC,LLMG_RS11035-MONOMER
PHETRS_1,CPLX-tRNA-PHE-LIGASE_mod_mg2(1)
PMEVK,LLMG_RS02180-MONOMER
araphe1,LLMG_RS00370-MONOMER
SBTpts,CPLX_SBTpts-0
PNTK,LLMG_RS05370-MONOMER_mod_mg2(1)
PPIabc,CPLX_PPIabc-0
PIabc,CPLX_PPIabc-0
POR,LLMG_RS02275-MONOMER_mod_thmpp(1)
RBK,LLMG_RS04050-MONOMER_mod_k(1)_mod_mg2(1)
PPA,LLMG_RS10000-MONOMER
DSERt2,LLMG_RS01925-MONOMER OR LLMG_RS01930-MONOMER
PYNP2r,LLMG_RS08650-MONOMER
PPNCL,LLMG_RS02840-MONOMER_mod_fmn(1) OR LLMG_RS02840-MONOMER_mod_mg2(1)
RBFK,LLMG_RS07215-MONOMER
SUCR,LLMG_RS03845-MONOMER
PYK,LLMG_RS05685-MONOMER_mod_mg2(1)_mod_k(1) OR LLMG_RS05685-MONOMER_mod_mn2(1)_mod_k(1)
PSCVT,LLMG_RS09640-MONOMER
PPCDC,LLMG_RS02840-MONOMER_mod_fmn(1) OR LLMG_RS02840-MONOMER_mod_mg2(1)
PPM2,LLMG_RS08060-MONOMER_mod_mn2(1)
PPM,LLMG_RS08060-MONOMER_mod_mn2(1)
PPND,LLMG_RS09645-MONOMER
PPNDH,LLMG_RS09630-MONOMER
PRAGSr,LLMG_RS05075-MONOMER_mod_mg2(1)
PRPPS,LLMG_RS08760-MONOMER_mod_mg2(1)_mod_pi(1) OR LLMG_RS08760-MONOMER_mod_mn2(1)_mod_pi(1) OR LLMG_RS10225-MONOMER
PSP_L,LLMG_RS02950-MONOMER_mod_mg2(1)
PTAILE,LLMG_RS03945-MONOMER
PRAIi,LLMG_RS05270-MONOMER
PRAIS_1,LLMG_RS05020-MONOMER_mod_k(1)_mod_mg2(1)
PRATPP,LLMG_RS06535-MONOMER
PRAMPC_1,LLMG_RS06535-MONOMER
PTALEU,LLMG_RS03945-MONOMER
PTAVAL,LLMG_RS03945-MONOMER
PTAr,LLMG_RS03945-MONOMER
PTPATi,LLMG_RS12260-MONOMER_mod_mg2(1)
PUNP1,LLMG_RS08050-MONOMER
PRASCSi,LLMG_RS04950-MONOMER
PREN,LLMG_RS01035-MONOMER_mod_mg2(1)
PRFGS_1,CPLX_PRFGS_1-0
PUNP2,LLMG_RS08050-MONOMER
PRMICI,LLMG_RS06545-MONOMER
PROTRS_1,LLMG_RS12095-MONOMER
PTRCabc,CPLX_PTRCabc-0
PUNP3,LLMG_RS08050-MONOMER
PUNP4,LLMG_RS08050-MONOMER
PYNP4,LLMG_RS05380-MONOMER
PYNP1_copy1,LLMG_RS05380-MONOMER
PYNP1_copy2,LLMG_RS05380-MONOMER
PYROX_1,LLMG_RS11635-MONOMER_mod_mg2(1)_mod_thmpp(1)_mod_fad(1)
RBFSa,LLMG_RS07705-MONOMER
RBFSb,LLMG_RS07695-MONOMER
RIBabc,CPLX_RIBabc-0
S7PI_1,LLMG_RS11765-MONOMER
RPE,LLMG_RS04875-MONOMER OR LLMG_RS11000-MONOMER
RPI,LLMG_RS12615-MONOMER OR LLMG_RS04880-MONOMER
SERAT,LLMG_RS10205-MONOMER
RNDR4,CPLX_RNDR4-0
RNDR1,CPLX_RNDR4-0
RNDR2,CPLX_RNDR4-0
RNDR3,CPLX_RNDR4-0
FBA,LLMG_RS10835-MONOMER
RNTR1,LLMG_RS07755-MONOMER OR LLMG_RS01465-MONOMER
RNTR2,LLMG_RS07755-MONOMER OR LLMG_RS01465-MONOMER
FBP,LLMG_RS01385-MONOMER
RNTR3,LLMG_RS07755-MONOMER OR LLMG_RS01465-MONOMER
RNTR4,LLMG_RS07755-MONOMER OR LLMG_RS01465-MONOMER
SERTRS_1,LLMG_RS03735-MONOMER_mod_mg2(1)
SERD_L,CPLX_SERD_L-0
THRD_L,LLMG_RS06480-MONOMER OR LLMG_RS06485-MONOMER OR LLMG_RS06470-MONOMER_mod_pydx5p(1)
URIK1,LLMG_RS03940-MONOMER_mod_mg2(1)
URIK2,LLMG_RS03940-MONOMER_mod_mg2(1)
SHK3Dr,LLMG_RS09705-MONOMER
