Modified_enzyme,Core_enzyme,Modifications,Source
ALW85_RS03450-MONOMER_mod_nh4(4)_mod_ni2(1),ALW85_RS03450-MONOMER,nh4(4) AND ni2(1),Homology
ALW85_RS03450-MONOMER_mod_nh4(4)_mod_ca2(1),ALW85_RS03450-MONOMER,nh4(4) AND ca2(1),Homology
ALW85_RS03450-MONOMER_mod_tl(4)_mod_mg2(1),ALW85_RS03450-MONOMER,tl(4) AND mg2(1),Homology
ALW85_RS03450-MONOMER_mod_tl(4)_mod_mn2(1),ALW85_RS03450-MONOMER,tl(4) AND mn2(1),Homology
ALW85_RS03450-MONOMER_mod_tl(4)_mod_cobalt2(1),ALW85_RS03450-MONOMER,tl(4) AND cobalt2(1),Homology
ALW85_RS03450-MONOMER_mod_tl(4)_mod_zn2(1),ALW85_RS03450-MONOMER,tl(4) AND zn2(1),Homology
ALW85_RS03450-MONOMER_mod_tl(4)_mod_cd2(1),ALW85_RS03450-MONOMER,tl(4) AND cd2(1),Homology
ALW85_RS03450-MONOMER_mod_tl(4)_mod_ni2(1),ALW85_RS03450-MONOMER,tl(4) AND ni2(1),Homology
ALW85_RS03450-MONOMER_mod_tl(4)_mod_ca2(1),ALW85_RS03450-MONOMER,tl(4) AND ca2(1),Homology
ALW85_RS03450-MONOMER_mod_cs(4)_mod_mg2(1),ALW85_RS03450-MONOMER,cs(4) AND mg2(1),Homology
ALW85_RS03450-MONOMER_mod_cs(4)_mod_mn2(1),ALW85_RS03450-MONOMER,cs(4) AND mn2(1),Homology
ALW85_RS03450-MONOMER_mod_cs(4)_mod_cobalt2(1),ALW85_RS03450-MONOMER,cs(4) AND cobalt2(1),Homology
ALW85_RS03450-MONOMER_mod_cs(4)_mod_zn2(1),ALW85_RS03450-MONOMER,cs(4) AND zn2(1),Homology
ALW85_RS03450-MONOMER_mod_cs(4)_mod_cd2(1),ALW85_RS03450-MONOMER,cs(4) AND cd2(1),Homology
ALW85_RS03450-MONOMER_mod_cs(4)_mod_ni2(1),ALW85_RS03450-MONOMER,cs(4) AND ni2(1),Homology
ALW85_RS03450-MONOMER_mod_cs(4)_mod_ca2(1),ALW85_RS03450-MONOMER,cs(4) AND ca2(1),Homology
ALW85_RS03450-MONOMER_mod_LI(4)_mod_mg2(1),ALW85_RS03450-MONOMER,LI(4) AND mg2(1),Homology
ALW85_RS03450-MONOMER_mod_LI(4)_mod_mn2(1),ALW85_RS03450-MONOMER,LI(4) AND mn2(1),Homology
ALW85_RS03450-MONOMER_mod_LI(4)_mod_cobalt2(1),ALW85_RS03450-MONOMER,LI(4) AND cobalt2(1),Homology
ALW85_RS03450-MONOMER_mod_LI(4)_mod_zn2(1),ALW85_RS03450-MONOMER,LI(4) AND zn2(1),Homology
ALW85_RS03450-MONOMER_mod_LI(4)_mod_cd2(1),ALW85_RS03450-MONOMER,LI(4) AND cd2(1),Homology
ALW85_RS03450-MONOMER_mod_LI(4)_mod_ni2(1),ALW85_RS03450-MONOMER,LI(4) AND ni2(1),Homology
ALW85_RS03450-MONOMER_mod_LI(4)_mod_ca2(1),ALW85_RS03450-MONOMER,LI(4) AND ca2(1),Homology
ALW85_RS03450-MONOMER_mod_na1(4)_mod_mg2(1),ALW85_RS03450-MONOMER,na1(4) AND mg2(1),Homology
ALW85_RS03450-MONOMER_mod_na1(4)_mod_mn2(1),ALW85_RS03450-MONOMER,na1(4) AND mn2(1),Homology
ALW85_RS03450-MONOMER_mod_na1(4)_mod_cobalt2(1),ALW85_RS03450-MONOMER,na1(4) AND cobalt2(1),Homology
ALW85_RS03450-MONOMER_mod_na1(4)_mod_zn2(1),ALW85_RS03450-MONOMER,na1(4) AND zn2(1),Homology
ALW85_RS03450-MONOMER_mod_na1(4)_mod_cd2(1),ALW85_RS03450-MONOMER,na1(4) AND cd2(1),Homology
ALW85_RS03450-MONOMER_mod_na1(4)_mod_ni2(1),ALW85_RS03450-MONOMER,na1(4) AND ni2(1),Homology
ALW85_RS03450-MONOMER_mod_na1(4)_mod_ca2(1),ALW85_RS03450-MONOMER,na1(4) AND ca2(1),Homology
ALW85_RS12280-MONOMER_mod_mg2(6),ALW85_RS12280-MONOMER,mg2(6),Homology
ALW85_RS12280-MONOMER_mod_lys__L(1),ALW85_RS12280-MONOMER,lys__L(1),Homology
ALW85_RS03255-MONOMER_mod_fe2(1),ALW85_RS03255-MONOMER,fe2(1),Homology
ALW85_RS09770-MONOMER_mod_mn2(1),ALW85_RS09770-MONOMER,mn2(1),Homology
ALW85_RS07340-MONOMER_mod_mn2(1),ALW85_RS07340-MONOMER,mn2(1),Homology
ALW85_RS12335-MONOMER_mod_mg2(1),ALW85_RS12335-MONOMER,mg2(1),Homology
ALW85_RS09775-MONOMER_mod_fmnh2(1),ALW85_RS09775-MONOMER,fmnh2(1),Homology
ALW85_RS09775-MONOMER_mod_fadh2(1),ALW85_RS09775-MONOMER,fadh2(1),Homology
ALW85_RS12355-MONOMER_mod_pydx5p(1),ALW85_RS12355-MONOMER,pydx5p(1),Homology
ALW85_RS03460-MONOMER_mod_fad(1),ALW85_RS03460-MONOMER,fad(1),Homology
ALW85_RS05175-MONOMER_mod_mg2(1),ALW85_RS05175-MONOMER,mg2(1),Homology
ALW85_RS12450-MONOMER_mod_Oxidized(1),ALW85_RS12450-MONOMER,Oxidized(1),Homology
ALW85_RS09820-MONOMER_mod_hemed(6),ALW85_RS09820-MONOMER,hemed(6),Homology
ALW85_RS01920-MONOMER_mod_mg2(1),ALW85_RS01920-MONOMER,mg2(1),Homology
ALW85_RS04745-MONOMER_mod_zn2(1),ALW85_RS04745-MONOMER,zn2(1),Homology
ALW85_RS07395-MONOMER_mod_mg2(1),ALW85_RS07395-MONOMER,mg2(1),Homology
ALW85_RS07395-MONOMER_mod_mn2(1),ALW85_RS07395-MONOMER,mn2(1),Homology
ALW85_RS07395-MONOMER_mod_cobalt2(1),ALW85_RS07395-MONOMER,cobalt2(1),Homology
ALW85_RS08475-MONOMER_mod_zn2(1)_mod_cbl1(1),ALW85_RS08475-MONOMER,zn2(1) AND cbl1(1),Homology
ALW85_RS00145-MONOMER_mod_pydx5p(1),ALW85_RS00145-MONOMER,pydx5p(1),Homology
ALW85_RS09850-MONOMER_mod_fad(1),ALW85_RS09850-MONOMER,fad(1),Homology
ALW85_RS08480-MONOMER_mod_mg2(1)_mod_zn2(1),ALW85_RS08480-MONOMER,mg2(1) AND zn2(1),Homology
ALW85_RS09855-MONOMER_mod_pydx5p(6),ALW85_RS09855-MONOMER,pydx5p(6),Homology
ALW85_RS09855-MONOMER_mod_pydx5p(1),ALW85_RS09855-MONOMER,pydx5p(1),Homology
ALW85_RS05180-MONOMER_mod_fad(1),ALW85_RS05180-MONOMER,fad(1),Homology
ALW85_RS07420-MONOMER_mod_pydx5p(1),ALW85_RS07420-MONOMER,pydx5p(1),Homology
ALW85_RS05055-MONOMER_mod_mg2(1),ALW85_RS05055-MONOMER,mg2(1),Homology
ALW85_RS05840-MONOMER_mod_mg2(1),ALW85_RS05840-MONOMER,mg2(1),Homology
ALW85_RS03805-MONOMER_mod_zn2(2),ALW85_RS03805-MONOMER,zn2(2),Homology
ALW85_RS00750-MONOMER_mod_pydx5p(1),ALW85_RS00750-MONOMER,pydx5p(1),Homology
ALW85_RS04585-MONOMER_mod_mg2(1),ALW85_RS04585-MONOMER,mg2(1),Homology
ALW85_RS07450-MONOMER_mod_pydx5p(1),ALW85_RS07450-MONOMER,pydx5p(1),Homology
ALW85_RS07455-MONOMER_mod_mg2(1),ALW85_RS07455-MONOMER,mg2(1),Homology
ALW85_RS09950-MONOMER_mod_Oxidized(1),ALW85_RS09950-MONOMER,Oxidized(1),Homology
ALW85_RS05915-MONOMER_mod_zn2(6),ALW85_RS05915-MONOMER,zn2(6),Homology
ALW85_RS07470-MONOMER_mod_ni2(1),ALW85_RS07470-MONOMER,ni2(1),Homology
ALW85_RS07475-MONOMER_mod_2fe2s(1),ALW85_RS07475-MONOMER,2fe2s(1),Homology
ALW85_RS07475-MONOMER_mod_4fe4s(1),ALW85_RS07475-MONOMER,4fe4s(1),Homology
ALW85_RS07480-MONOMER_mod_mg2(1),ALW85_RS07480-MONOMER,mg2(1),Homology
ALW85_RS03650-MONOMER_mod_mg2(1),ALW85_RS03650-MONOMER,mg2(1),Homology
ALW85_RS03280-MONOMER_mod_zn2(2),ALW85_RS03280-MONOMER,zn2(2),Homology
ALW85_RS07515-MONOMER_mod_zn2(1),ALW85_RS07515-MONOMER,zn2(1),Homology
ALW85_RS07520-MONOMER_mod_mg2(1),ALW85_RS07520-MONOMER,mg2(1),Homology
ALW85_RS03655-MONOMER_mod_pydx5p(1),ALW85_RS03655-MONOMER,pydx5p(1),Homology
ALW85_RS07530-MONOMER_mod_pydx5p(1),ALW85_RS07530-MONOMER,pydx5p(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1),ALW85_RS08605-MONOMER,pan4p(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_ac(1),ALW85_RS08605-MONOMER,pan4p(1) AND ac(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_mal(1),ALW85_RS08605-MONOMER,pan4p(1) AND mal(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_but2e(1),ALW85_RS08605-MONOMER,pan4p(1) AND but2e(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_act(1),ALW85_RS08605-MONOMER,pan4p(1) AND act(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_but(1),ALW85_RS08605-MONOMER,pan4p(1) AND but(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_3ha(1),ALW85_RS08605-MONOMER,pan4p(1) AND 3ha(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_egme(1),ALW85_RS08605-MONOMER,pan4p(1) AND egme(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_ogme(1),ALW85_RS08605-MONOMER,pan4p(1) AND ogme(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_gme(1),ALW85_RS08605-MONOMER,pan4p(1) AND gme(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_hgme(1),ALW85_RS08605-MONOMER,pan4p(1) AND hgme(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_thex2e(1),ALW85_RS08605-MONOMER,pan4p(1) AND thex2e(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_3ohex(1),ALW85_RS08605-MONOMER,pan4p(1) AND 3ohex(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_hex(1),ALW85_RS08605-MONOMER,pan4p(1) AND hex(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_3hhex(1),ALW85_RS08605-MONOMER,pan4p(1) AND 3hhex(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_pim(1),ALW85_RS08605-MONOMER,pan4p(1) AND pim(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_epme(1),ALW85_RS08605-MONOMER,pan4p(1) AND epme(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_opme(1),ALW85_RS08605-MONOMER,pan4p(1) AND opme(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_pme(1),ALW85_RS08605-MONOMER,pan4p(1) AND pme(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_hpme(1),ALW85_RS08605-MONOMER,pan4p(1) AND hpme(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_toct2e(1),ALW85_RS08605-MONOMER,pan4p(1) AND toct2e(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_3ooct(1),ALW85_RS08605-MONOMER,pan4p(1) AND 3ooct(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_oc(1),ALW85_RS08605-MONOMER,pan4p(1) AND oc(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_3hoct(1),ALW85_RS08605-MONOMER,pan4p(1) AND 3hoct(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_tdec2e(1),ALW85_RS08605-MONOMER,pan4p(1) AND tdec2e(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_cdec3e(1),ALW85_RS08605-MONOMER,pan4p(1) AND cdec3e(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_3odec(1),ALW85_RS08605-MONOMER,pan4p(1) AND 3odec(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_dca(1),ALW85_RS08605-MONOMER,pan4p(1) AND dca(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_3hdec(1),ALW85_RS08605-MONOMER,pan4p(1) AND 3hdec(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_t3c5ddece(1),ALW85_RS08605-MONOMER,pan4p(1) AND t3c5ddece(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_3ocddec5e(1),ALW85_RS08605-MONOMER,pan4p(1) AND 3ocddec5e(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_tddec2e(1),ALW85_RS08605-MONOMER,pan4p(1) AND tddec2e(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_cddec5e(1),ALW85_RS08605-MONOMER,pan4p(1) AND cddec5e(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_3oddec(1),ALW85_RS08605-MONOMER,pan4p(1) AND 3oddec(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_3hcddec5e(1),ALW85_RS08605-MONOMER,pan4p(1) AND 3hcddec5e(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_ddca(1),ALW85_RS08605-MONOMER,pan4p(1) AND ddca(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_3hddec(1),ALW85_RS08605-MONOMER,pan4p(1) AND 3hddec(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_t3c7mrse(1),ALW85_RS08605-MONOMER,pan4p(1) AND t3c7mrse(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_3ocmrs7e(1),ALW85_RS08605-MONOMER,pan4p(1) AND 3ocmrs7e(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_tde(1),ALW85_RS08605-MONOMER,pan4p(1) AND tde(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_tmrs2e(1),ALW85_RS08605-MONOMER,pan4p(1) AND tmrs2e(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_3omrs(1),ALW85_RS08605-MONOMER,pan4p(1) AND 3omrs(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_3hcmrs7e(1),ALW85_RS08605-MONOMER,pan4p(1) AND 3hcmrs7e(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_myrs(1),ALW85_RS08605-MONOMER,pan4p(1) AND myrs(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_3hmrs(1),ALW85_RS08605-MONOMER,pan4p(1) AND 3hmrs(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_t3c9palme(1),ALW85_RS08605-MONOMER,pan4p(1) AND t3c9palme(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_3ocpalm9e(1),ALW85_RS08605-MONOMER,pan4p(1) AND 3ocpalm9e(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_hde(1),ALW85_RS08605-MONOMER,pan4p(1) AND hde(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_tpalm2e(1),ALW85_RS08605-MONOMER,pan4p(1) AND tpalm2e(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_3opalm(1),ALW85_RS08605-MONOMER,pan4p(1) AND 3opalm(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_3hcpalm9e(1),ALW85_RS08605-MONOMER,pan4p(1) AND 3hcpalm9e(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_palm(1),ALW85_RS08605-MONOMER,pan4p(1) AND palm(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_3hpalm(1),ALW85_RS08605-MONOMER,pan4p(1) AND 3hpalm(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_t3c11vace(1),ALW85_RS08605-MONOMER,pan4p(1) AND t3c11vace(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_3ocvac11e(1),ALW85_RS08605-MONOMER,pan4p(1) AND 3ocvac11e(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_toctd2e(1),ALW85_RS08605-MONOMER,pan4p(1) AND toctd2e(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_octe(1),ALW85_RS08605-MONOMER,pan4p(1) AND octe(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_3ooctd(1),ALW85_RS08605-MONOMER,pan4p(1) AND 3ooctd(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_3hcvac11e(1),ALW85_RS08605-MONOMER,pan4p(1) AND 3hcvac11e(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_ocdca(1),ALW85_RS08605-MONOMER,pan4p(1) AND ocdca(1),Homology
ALW85_RS08605-MONOMER_mod_pan4p(1)_mod_3hocta(1),ALW85_RS08605-MONOMER,pan4p(1) AND 3hocta(1),Homology
ALW85_RS01940-MONOMER_mod_mn2(1),ALW85_RS01940-MONOMER,mn2(1),Homology
ALW85_RS07550-MONOMER_mod_pydx5p(1),ALW85_RS07550-MONOMER,pydx5p(1),Homology
ALW85_RS00760-MONOMER_mod_mg2(1),ALW85_RS00760-MONOMER,mg2(1),Homology
ALW85_RS00760-MONOMER_mod_mn2(1),ALW85_RS00760-MONOMER,mn2(1),Homology
ALW85_RS00760-MONOMER_mod_ca2(1),ALW85_RS00760-MONOMER,ca2(1),Homology
ALW85_RS07565-MONOMER_mod_fe2(1),ALW85_RS07565-MONOMER,fe2(1),Homology
ALW85_RS07565-MONOMER_mod_fe2(2),ALW85_RS07565-MONOMER,fe2(2),Homology
ALW85_RS03660-MONOMER_mod_pydx5p(1),ALW85_RS03660-MONOMER,pydx5p(1),Homology
ALW85_RS09970-MONOMER_mod_mg2(1),ALW85_RS09970-MONOMER,mg2(1),Homology
ALW85_RS00235-MONOMER_mod_zn2(1),ALW85_RS00235-MONOMER,zn2(1),Homology
ALW85_RS05945-MONOMER_mod_mn2(2),ALW85_RS05945-MONOMER,mn2(2),Homology
ALW85_RS05955-MONOMER_mod_zn2(2),ALW85_RS05955-MONOMER,zn2(2),Homology
ALW85_RS00765-MONOMER_mod_4fe4s(1),ALW85_RS00765-MONOMER,4fe4s(1),Homology
ALW85_RS07610-MONOMER_mod_ca2(1),ALW85_RS07610-MONOMER,ca2(1),Homology
ALW85_RS10030-MONOMER_mod_zn2(1),ALW85_RS10030-MONOMER,zn2(1),Homology
ALW85_RS06025-MONOMER_mod_mg2(1),ALW85_RS06025-MONOMER,mg2(1),Homology
ALW85_RS06025-MONOMER_mod_mn2(1),ALW85_RS06025-MONOMER,mn2(1),Homology
ALW85_RS08680-MONOMER_mod_cobalt2(1)_mod_zn2(1),ALW85_RS08680-MONOMER,cobalt2(1) AND zn2(1),Homology
ALW85_RS08680-MONOMER_mod_mn2(1)_mod_zn2(1),ALW85_RS08680-MONOMER,mn2(1) AND zn2(1),Homology
ALW85_RS08680-MONOMER_mod_ni2(1)_mod_zn2(1),ALW85_RS08680-MONOMER,ni2(1) AND zn2(1),Homology
ALW85_RS06030-MONOMER_mod_thmpp(1),ALW85_RS06030-MONOMER,thmpp(1),Homology
ALW85_RS01955-MONOMER_mod_fad(1),ALW85_RS01955-MONOMER,fad(1),Homology
ALW85_RS07625-MONOMER_mod_zn2(2),ALW85_RS07625-MONOMER,zn2(2),Homology
ALW85_RS10050-MONOMER_mod_zn2(4),ALW85_RS10050-MONOMER,zn2(4),Homology
ALW85_RS10065-MONOMER_mod_mg2(1),ALW85_RS10065-MONOMER,mg2(1),Homology
ALW85_RS00055-MONOMER_mod_mg2(1),ALW85_RS00055-MONOMER,mg2(1),Homology
ALW85_RS01715-MONOMER_mod_mg2(1)_mod_k(1),ALW85_RS01715-MONOMER,mg2(1) AND k(1),Homology
ALW85_RS01715-MONOMER_mod_mn2(1)_mod_k(1),ALW85_RS01715-MONOMER,mn2(1) AND k(1),Homology
ALW85_RS07650-MONOMER_mod_zn2(1),ALW85_RS07650-MONOMER,zn2(1),Homology
