id	me_id	name	formula	compartment	type
3hpalmACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_3hpalm(1)				REPLACE
3ocddec5eACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_3ocddec5e(1)				REPLACE
3ocmrs7eACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_3ocmrs7e(1)				REPLACE
3ocvac11eACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_3ocvac11e(1)				REPLACE
3oddecACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_3oddec(1)				REPLACE
3odecACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_3odec(1)				REPLACE
3ohexACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_3ohex(1)				REPLACE
3omrsACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_3omrs(1)				REPLACE
3ooctACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_3ooct(1)				REPLACE
3ooctdACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_3ooctd(1)				REPLACE
3opalmACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_3opalm(1)				REPLACE
acACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_ac(1)				REPLACE
actACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_act(1)				REPLACE
butACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_but(1)				REPLACE
but2eACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_but2e(1)				REPLACE
cddec5eACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_cddec5e(1)				REPLACE
cdec3eACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_cdec3e(1)				REPLACE
dcaACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_dca(1)				REPLACE
ddcaACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_ddca(1)				REPLACE
egmeACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_egme(1)				REPLACE
epmeACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_epme(1)				REPLACE
gmeACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_gme(1)				REPLACE
hdeACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_hde(1)				REPLACE
hexACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_hex(1)				REPLACE
hgmeACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_hgme(1)				REPLACE
hpmeACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_hpme(1)				REPLACE
malACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_mal(1)				REPLACE
myrsACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_myrs(1)				REPLACE
octapb_c	TM0662-MONOMER_mod_pan4p(1)_mod_oc(1)				REPLACE
ocdcaACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_ocdca(1)				REPLACE
octeACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_octe(1)				REPLACE
ogmeACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_ogme(1)				REPLACE
opmeACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_opme(1)				REPLACE
palmACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_palm(1)				REPLACE
pimACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_pim(1)				REPLACE
pmeACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_pme(1)				REPLACE
behenACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_behen(1)				REPLACE
beheneACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_behene(1)				REPLACE
dmosACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_dmos(1)				REPLACE
dmtaACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_dmta(1)				REPLACE
lgnACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_lgn(1)				REPLACE
arachACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_arach(1)				REPLACE
aracheACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_arache(1)				REPLACE
ocdcyaACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_ocdcya(1)				REPLACE
t3c11vaceACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_t3c11vace(1)				REPLACE
t3c5ddeceACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_t3c5ddece(1)				REPLACE
t3c7mrseACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_t3c7mrse(1)				REPLACE
t3c9palmeACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_t3c9palme(1)				REPLACE
tddec2eACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_tddec2e(1)				REPLACE
tdeACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_tde(1)				REPLACE
tdec2eACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_tdec2e(1)				REPLACE
thex2eACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_thex2e(1)				REPLACE
tmrs2eACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_tmrs2e(1)				REPLACE
toct2eACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_toct2e(1)				REPLACE
toctd2eACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_toctd2e(1)				REPLACE
tpalm2eACP_c	TM0662-MONOMER_mod_pan4p(1)_mod_tpalm2e(1)				REPLACE
grxrd_c	TM1031-MONOMER				REPLACE
grxox_c	TM1031-MONOMER_mod_Oxidized(1)				REPLACE
iscs_c	TM1692-MONOMER_mod_pydx5p(2)				REPLACE
iscssh_c	TM1692-MONOMER_mod_pydx5p(2)_mod_SH(1)				REPLACE
iscu_c	TM1372-MONOMER				REPLACE
trdrd_c	TM0996-MONOMER				REPLACE
trdox_c	TM0996-MONOMER_mod_Oxidized(1)				REPLACE
