Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
TM0720-MONOMER	Membrane	TM0720()	Membrane	s
TM0721-MONOMER	Membrane	TM0721()	Membrane	s
TM1693-MONOMER	Inner_Membrane	TM1693()	Inner_Membrane	s
TM0232-MONOMER	Inner_Membrane	TM0232()	Inner_Membrane	s
TM0889-MONOMER	Inner_Membrane	TM0889()	Inner_Membrane	s
TM1606-MONOMER	Inner_Membrane	TM1606()	Inner_Membrane	s
TM1653-MONOMER	Membrane	TM1653()	Membrane	s
TM0775-MONOMER	Membrane	TM0775()	Membrane	s
TM0133-MONOMER	Inner_Membrane	TM0133()	Inner_Membrane	s
TM1470-MONOMER	Membrane	TM1470()	Membrane	s
TM0877-MONOMER	Membrane	TM0877()	Membrane	s
TM0943-MONOMER	Membrane	TM0943()	Membrane	s
TM1096-MONOMER	Membrane	TM1096()	Membrane	s
TM0688-MONOMER	Membrane	TM0688()	Membrane	s
TM0444-MONOMER	Membrane	TM0444()	Membrane	s
TM1867-MONOMER	Membrane	TM1867()	Membrane	s
TM1504-MONOMER	Membrane	TM1504()	Membrane	s
TM1085-MONOMER	Membrane	TM1085()	Membrane	s
TM1177-MONOMER	Inner_Membrane	TM1177()	Inner_Membrane	s
TM0274-MONOMER	Membrane	TM0274()	Membrane	s
TM1605-MONOMER	Membrane	TM1605()	Membrane	s
TM1502-MONOMER	Inner_Membrane	TM1502()	Inner_Membrane	s
TM0373-MONOMER	Inner_Membrane	TM0373()	Inner_Membrane	s
TM1590-MONOMER	Membrane	TM1590()	Membrane	s
TM0849-MONOMER	Membrane	TM0849()	Membrane	s
TM0017-MONOMER	Inner_Membrane	TM0017()	Inner_Membrane	s
TM1243-MONOMER	Membrane	TM1243()	Membrane	s
TM1578-MONOMER	Inner_Membrane	TM1578()	Inner_Membrane	s
TM0570-MONOMER	Inner_Membrane	TM0570()	Inner_Membrane	s
CPLX_Kt1-0	Inner_Membrane	TM1089()	Inner_Membrane	p
CPLX_RIBabc-0	Inner_Membrane	TM0958()	Periplasm	s
CPLX_RIBabc-0	Inner_Membrane	TM0955()	Inner_Membrane	r
CPLX_ATPS1-0	Inner_Membrane	TM1614()	Inner_Membrane	r
CPLX_ALAabc-0	Inner_Membrane	TM1137()	Inner_Membrane	p
CPLX_ALAabc-0	Inner_Membrane	TM1136()	Inner_Membrane	r
CPLX_SPMDabc-0	Inner_Membrane	TM1378()	Inner_Membrane	r
CPLX_SPMDabc-0	Inner_Membrane	TM1377()	Inner_Membrane	r
CPLX_SPMDabc-0	Inner_Membrane	TM1375()	Periplasm	s
CPLX_PIabc-0	Inner_Membrane	TM1262()	Inner_Membrane	r
CPLX_GLYC3Pabc-0	Inner_Membrane	TM1121()	Inner_Membrane	r
CPLX_GLYC3Pabc-0	Inner_Membrane	TM1120()	Periplasm	s
CPLX_GLYC3Pabc-0	Inner_Membrane	TM1122()	Inner_Membrane	r
CPLX_FE3abc-1	Inner_Membrane	TM0080()	Periplasm	s
CPLX_FE3abc-0	Inner_Membrane	TM0190()	Inner_Membrane	r
CPLX_ALAabc-0	Inner_Membrane	TM1135()	Periplasm	s
CPLX_ZNabc-0	Inner_Membrane	TM0125()	Inner_Membrane	r
CPLX_ZNabc-0	Inner_Membrane	TM0123()	Periplasm	s
CPLX_GLCMAN6abc-0	Inner_Membrane	TM1747()	Inner_Membrane	r
CPLX_GALabc-0	Inner_Membrane	TM1204()	Periplasm	s
CPLX_GALabc-0	Inner_Membrane	TM1203()	Inner_Membrane	r
CPLX_GALabc-0	Inner_Membrane	TM1202()	Inner_Membrane	r
CPLX_FE3abc-1	Inner_Membrane	TM0079()	Inner_Membrane	r
CPLX_DHORD_NAD-0	Inner_Membrane	TM0333()	Inner_Membrane	s
TM_RS09715-MONOMER	Membrane	TM_RS09715()	Membrane	s
CPLX_POR-0	Inner_Membrane	TM0017()	Inner_Membrane	s
