Reaction,Complexes
DUTPDP,TM0913-MONOMER_mod_mg2(1)
ARGSS,TM1780-MONOMER_mod_mg2(1)
ARGTRS,TM1093-MONOMER_mod_mg2(1)
ASAD,TM1523-MONOMER
ASNTRAT,CPLX_ASNTRAT-0
ASP1DC,TM0939-MONOMER
ASPCT,TM1642-MONOMER
ASPO2,TM1643-MONOMER
ASPK,TM1518-MONOMER OR TM0547-MONOMER
ASPTA6,TM1400-MONOMER
EDA,TM0066-MONOMER
FPGS_tm,TM0166-MONOMER
DXPRIi,TM0889-MONOMER_mod_mn2(1) OR TM0889-MONOMER_mod_cobalt2(1) OR TM0889-MONOMER_mod_mg2(1)
ASPTRS_Asn,TM1441-MONOMER
DXPS,TM1770-MONOMER_mod_thmpp(1)
ASPTRS,TM1441-MONOMER
FE3abc,CPLX_FE3abc-0 OR CPLX_FE3abc-1
ASPT,TM0444-MONOMER_mod_mg2(1) OR TM0444-MONOMER_mod_mn2(1) OR TM0444-MONOMER_mod_cobalt2(1)
EGLUCe,TM1525-MONOMER OR TM0305-MONOMER
ENO,TM0877-MONOMER_mod_mg2(4)
FBA,TM0273-MONOMER
ATPPRT,CPLX_ATPPRT-0
FBA2,TM0273-MONOMER
FBA3,TM0273-MONOMER
FBP,TM1415-MONOMER
FCI,TM0307-MONOMER_mod_mn2(1)
FMETTRS,TM0528-MONOMER_mod_mg2(1)_mod_k(1)
FMNAT,TM0857-MONOMER
FOLD3,TM0040-MONOMER_mod_mg2(1)
FRUK,TM0828-MONOMER_mod_mg2(1)
GALM2,TM0282-MONOMER
GLYCOe,TM1840-MONOMER
GLNTRAT,CPLX_ASNTRAT-0
GLU5K,TM0294-MONOMER_mod_mg2(1)
GTPCII,TM1826-MONOMER_mod_mg2(1)
GRTT,TM0161-MONOMER_mod_mg2(1) OR TM0161-MONOMER_mod_mn2(1)
FTCD,TM1560-MONOMER
FTHFLi,TM1766-MONOMER
GalMr,TM0282-MONOMER
FUCASE2,TM0306-MONOMER
FUCASE,TM0306-MONOMER
FUM,CPLX_FUM-0
G1PACT,TM1629-MONOMER_mod_mg2(1)
GALS3,TM1192-MONOMER
GLS3e,TM1525-MONOMER OR TM0305-MONOMER
GLSe,TM0305-MONOMER OR TM1525-MONOMER
GLCMAN4,CPLX_GLCMAN4-0
G3PD1ir,TM1432-MONOMER OR TM0378-MONOMER
G5SD,TM0293-MONOMER
G6PDA,TM0813-MONOMER
GLCMAN6abc,CPLX_GLCMAN6abc-0
GLCMAN4abc,CPLX_GLCMAN6abc-0
GLCMAN6,CPLX_GLCMAN4-0
GALUi,TM0862-MONOMER_mod_mg2(1)
G6PDH2r,TM1155-MONOMER
GALKr,TM1190-MONOMER_mod_mg2(1)
GALM1,TM0282-MONOMER
GALMAN6abc,CPLX_GLCMAN6abc-0
GALMAN4abc,CPLX_GLCMAN6abc-0
GALMAN4,CPLX_GALMAN4-0
GALT,TM1191-MONOMER_mod_fe2(1)_mod_zn2(1) OR TM0896-MONOMER OR TM1191-MONOMER_mod_fe2(1)_mod_zn2(1) OR TM0896-MONOMER
GALMAN6,CPLX_GALMAN4-0
GALMAN600b_e,TM1227-MONOMER
GALMAN600c_e,TM1227-MONOMER
GALMAN600a_e,TM1227-MONOMER
GALabc,CPLX_GALabc-0
KAS14,TM0802-MONOMER
GLCabc,CPLX_GALabc-0
IMPC,TM1249-MONOMER
GAPD,TM0688-MONOMER
GARFT,TM1248-MONOMER
LEUabc,CPLX_ALAabc-0
GF6PTA,TM0148-MONOMER
GHMT2r,TM0720-MONOMER
GLCAASE3,TM1062-MONOMER
GLCS1,TM0895-MONOMER
ILEabc,CPLX_ALAabc-0
HSDy,TM0547-MONOMER
LMNe,TM0024-MONOMER
LMN2,TM0025-MONOMER OR TM0076-MONOMER
KARA2,TM0550-MONOMER_mod_mg2(1)
KARA1,TM0550-MONOMER_mod_mg2(1)
IMP,TM1415-MONOMER
GLNS,TM0943-MONOMER_mod_mn2(1)
GLCURS1,TM0055-MONOMER OR TM0434-MONOMER
GLGC,TM0240-MONOMER_mod_mg2(1) OR TM0239-MONOMER
GLNSP2,TM0943-MONOMER_mod_mn2(1)
GLS,TM0024-MONOMER OR TM0025-MONOMER OR TM0076-MONOMER OR TM1524-MONOMER
MANA2,TM1624-MONOMER
GLUCAN2abc,CPLX_GLUCAN2abc-0
GLUCANabc,CPLX_GLUCAN2abc-0
GluForTx,TM0843-MONOMER
MANA3,TM1624-MONOMER
GLUFT,TM0843-MONOMER
GLUPRT,TM1247-MONOMER_mod_mg2(1)
MANA1,TM1624-MONOMER
GLUSy,CPLX_GLUSy-0 OR CPLX_GLUSy-1
LMN2abc,CPLX_CELLBabc-0 OR CPLX_GALabc-0
GLYC3Pabc,CPLX_GLYC3Pabc-0
GLYCDx,TM0423-MONOMER
MALTTRabc,CPLX_MALTTRabc-0 OR CPLX_GALabc-0
GLUTRS,TM1875-MONOMER OR TM1351-MONOMER_mod_mg2(1)_mod_zn2(1)
GLUTRS_Gln,TM1875-MONOMER OR TM1351-MONOMER_mod_mg2(1)_mod_zn2(1)
HCO3abc,CPLX_HCO3abc-0
GLYCK2,TM1585-MONOMER
HEX1,TM1469-MONOMER
MCOATA,TM0798-MONOMER
HEX7,TM0296-MONOMER
GLYCL_2,TM0211-MONOMER
GLYCt,TM1429-MONOMER
NTPP1,TM0913-MONOMER_mod_mg2(1)
NTPP2,TM0913-MONOMER_mod_mg2(1)
NTPP3,TM0913-MONOMER_mod_mg2(1)
HPYRRx,TM1401-MONOMER
GMPS2,TM1820-MONOMER_mod_mg2(1)
HISTD,TM1041-MONOMER_mod_mn2(1)
GLYK,TM0952-MONOMER OR TM1430-MONOMER_mod_mg2(1) OR TM1430-MONOMER_mod_mn2(1)
GLYTRS,CPLX-tRNA-GLY-LIGASE
GND,TM0438-MONOMER
NTPP4,TM0913-MONOMER_mod_mg2(1)
NTPP5,TM0913-MONOMER_mod_mg2(1)
MELIBabc,CPLX_GALabc-0
MDH,TM1867-MONOMER
GNK,TM0443-MONOMER
MCLORi,TM1867-MONOMER
GPDDA1,TM1621-MONOMER
HISTP,TM0804-MONOMER
GPDDA2,TM1621-MONOMER
GTPCI,TM0039-MONOMER
ME1,TM0542-MONOMER_mod_mn2(1) OR TM0542-MONOMER_mod_mg2(1)
HISTRS,TM1090-MONOMER_mod_mg2(4)
GUI1,TM0064-MONOMER_mod_zn2(1)
HMPK1,TM0790-MONOMER
GUI2,TM0064-MONOMER_mod_zn2(1)
MECDPDH2,TM0891-MONOMER_mod_mn2(1)
MECDPS,TM0647-MONOMER_mod_mn2(1)
HPPK,TM0041-MONOMER_mod_mg2(1)
MEPCT,TM1393-MONOMER_mod_mg2(1) OR TM1393-MONOMER_mod_mn2(1) OR TM1393-MONOMER_mod_cobalt2(1)
HPROb,TM0578-MONOMER
METAT,TM1658-MONOMER_mod_k(4)_mod_mg2(1) OR TM1658-MONOMER_mod_k(4)_mod_mn2(1) OR TM1658-MONOMER_mod_k(4)_mod_cobalt2(1) OR TM1658-MONOMER_mod_k(4)_mod_zn2(1) OR TM1658-MONOMER_mod_k(4)_mod_cd2(1) OR TM1658-MONOMER_mod_k(4)_mod_ni2(1) OR TM1658-MONOMER_mod_k(4)_mod_ca2(1) OR TM1658-MONOMER_mod_nh4(4)_mod_mg2(1) OR TM1658-MONOMER_mod_nh4(4)_mod_mn2(1) OR TM1658-MONOMER_mod_nh4(4)_mod_cobalt2(1) OR TM1658-MONOMER_mod_nh4(4)_mod_zn2(1) OR TM1658-MONOMER_mod_nh4(4)_mod_cd2(1) OR TM1658-MONOMER_mod_nh4(4)_mod_ni2(1) OR TM1658-MONOMER_mod_nh4(4)_mod_ca2(1) OR TM1658-MONOMER_mod_tl(4)_mod_mg2(1) OR TM1658-MONOMER_mod_tl(4)_mod_mn2(1) OR TM1658-MONOMER_mod_tl(4)_mod_cobalt2(1) OR TM1658-MONOMER_mod_tl(4)_mod_zn2(1) OR TM1658-MONOMER_mod_tl(4)_mod_cd2(1) OR TM1658-MONOMER_mod_tl(4)_mod_ni2(1) OR TM1658-MONOMER_mod_tl(4)_mod_ca2(1) OR TM1658-MONOMER_mod_cs(4)_mod_mg2(1) OR TM1658-MONOMER_mod_cs(4)_mod_mn2(1) OR TM1658-MONOMER_mod_cs(4)_mod_cobalt2(1) OR TM1658-MONOMER_mod_cs(4)_mod_zn2(1) OR TM1658-MONOMER_mod_cs(4)_mod_cd2(1) OR TM1658-MONOMER_mod_cs(4)_mod_ni2(1) OR TM1658-MONOMER_mod_cs(4)_mod_ca2(1) OR TM1658-MONOMER_mod_LI(4)_mod_mg2(1) OR TM1658-MONOMER_mod_LI(4)_mod_mn2(1) OR TM1658-MONOMER_mod_LI(4)_mod_cobalt2(1) OR TM1658-MONOMER_mod_LI(4)_mod_zn2(1) OR TM1658-MONOMER_mod_LI(4)_mod_cd2(1) OR TM1658-MONOMER_mod_LI(4)_mod_ni2(1) OR TM1658-MONOMER_mod_LI(4)_mod_ca2(1) OR TM1658-MONOMER_mod_na1(4)_mod_mg2(1) OR TM1658-MONOMER_mod_na1(4)_mod_mn2(1) OR TM1658-MONOMER_mod_na1(4)_mod_cobalt2(1) OR TM1658-MONOMER_mod_na1(4)_mod_zn2(1) OR TM1658-MONOMER_mod_na1(4)_mod_cd2(1) OR TM1658-MONOMER_mod_na1(4)_mod_ni2(1) OR TM1658-MONOMER_mod_na1(4)_mod_ca2(1)
METB1,TM1270-MONOMER_mod_pydx5p(1)
HSERTA,TM0881-MONOMER
MHPGLUT,TM1286-MONOMER_mod_zn2(1)
HSK,TM0545-MONOMER_mod_k(1)_mod_mg2(1)
METS,TM0268-MONOMER_mod_zn2(1)_mod_cbl1(1) OR TM0269-MONOMER OR TM1286-MONOMER_mod_zn2(1)
METTRS,TM1085-MONOMER_mod_zn2(2)
MGSA,TM1185-MONOMER
MI1PS2,TM1419-MONOMER
MGt5,TM1161-MONOMER OR TM0561-MONOMER
HSTPT,TM1040-MONOMER_mod_pydx5p(1)
MLTG1,TM1835-MONOMER
MLTG2,TM1835-MONOMER
HXPRT,TM0206-MONOMER
MNLDH2,TM0298-MONOMER
MNLDHr,TM0298-MONOMER
HYDFDN,CPLX_HYDFDN-0
ORNTAC,TM1783-MONOMER
MNNH,TM0069-MONOMER
MOHMT,TM1728-MONOMER_mod_mg2(1)
ICDHyr,TM1148-MONOMER
MTHFC,TM1767-MONOMER
MTHFD,TM1767-MONOMER
PPCOAC,CPLX_ACCOAC-0
MTHFR2,TM0270-MONOMER
IGPDH,TM1039-MONOMER_mod_mg2(1) OR TM1039-MONOMER_mod_mn2(1)
ORNTA,TM1785-MONOMER_mod_pydx5p(1)
IG3PS,CPLX_IG3PS-0
PULLe,TM1845-MONOMER
IGPS,TM0140-MONOMER
MTRI,TM0911-MONOMER
ILETA,TM0831-MONOMER_mod_pydx5p(6) OR TM0831-MONOMER_mod_pydx5p(1)
NADHDH,TM1216-MONOMER OR TM1215-MONOMER OR TM0201-MONOMER OR TM1213-MONOMER OR TM1105-MONOMER OR TM1212-MONOMER OR TM1214-MONOMER OR TM1211-MONOMER OR TM0228-MONOMER OR TM0010-MONOMER OR TM0012-MONOMER
NTPP6,TM0913-MONOMER_mod_mg2(1)
OAADC,CPLX_DDPGA-0
PMPK,TM0790-MONOMER
P5CR,TM0578-MONOMER
NADK,TM1733-MONOMER_mod_mg2(1)
EDD,TM0428-MONOMER
OCBT,TM1097-MONOMER
LEUTA,TM0831-MONOMER_mod_pydx5p(6) OR TM0831-MONOMER_mod_pydx5p(1)
OCTDPS,TM1535-MONOMER_mod_mg2(1)
NH4t,TM0402-MONOMER
NADS1,TM0645-MONOMER_mod_mg2(1) OR TM0645-MONOMER_mod_mn2(1) OR TM1253-MONOMER
ILETRS,TM1361-MONOMER_mod_zn2(2)
IMPD,TM1347-MONOMER
PUNP1,TM1737-MONOMER OR TM1596-MONOMER
IPDPS,TM1444-MONOMER_mod_nadph(1)_mod_nadh(1)_mod_fad(1)_mod_cobalt2(1)
PNP,TM1737-MONOMER OR TM1596-MONOMER
NMNAT,TM0097-MONOMER_mod_mg2(1)
NNATr,TM0097-MONOMER_mod_mg2(1)
OMPDC,TM0332-MONOMER
INSTabc,CPLX_INSTabc-0
ORNDC,TM1873-MONOMER
NNAM,TM0475-MONOMER
NNDPR,TM1645-MONOMER_mod_mg2(1)
OOR2r,CPLX_OOR2r-0 OR CPLX_OOR2r-1
IPMD,TM0556-MONOMER_mod_mg2(1)_mod_mn2(1)
ORPT,TM0331-MONOMER
NOX,CPLX_NOX-0
NP1,TM1737-MONOMER OR TM1596-MONOMER
LCTSabc,CPLX_LCTSabc-0
NTD8,TM1662-MONOMER_mod_cobalt2(1)
NTD1,TM1662-MONOMER_mod_cobalt2(1)
IPPS,TM0552-MONOMER OR TM0553-MONOMER
NTD3,TM1662-MONOMER_mod_cobalt2(1)
NTD7,TM1662-MONOMER_mod_cobalt2(1) OR TM1878-MONOMER_mod_zn2(1) OR TM1878-MONOMER_mod_cobalt2(1)
IPPMIa,CPLX_IPPMIa-0
NTD9,TM1662-MONOMER_mod_cobalt2(1) OR TM1878-MONOMER_mod_zn2(1) OR TM1878-MONOMER_mod_cobalt2(1)
IPPMIb,CPLX_IPPMIa-0
NT5C,TM1878-MONOMER_mod_zn2(1) OR TM1878-MONOMER_mod_cobalt2(1) OR TM1662-MONOMER_mod_cobalt2(1)
Kt1,CPLX_Kt1-0
LACZ,TM1195-MONOMER OR TM1193-MONOMER
LDH_L,TM1867-MONOMER
LEUTRS,TM0168-MONOMER
LYSTRS,TM1705-MONOMER_mod_mg2(6) OR TM1705-MONOMER_mod_lys__L(1)
MALT,TM1834-MONOMER
MAN6PI,TM0736-MONOMER
MANAO,TM0068-MONOMER
GLUDxi,TM1015-MONOMER
SPTc,TM1400-MONOMER
ASPTA,TM1698-MONOMER OR TM1255-MONOMER
SHKK,TM0348-MONOMER_mod_cobalt2(1)_mod_nad(1)
CYSTA,TM1698-MONOMER OR TM1255-MONOMER
RBK,TM0960-MONOMER_mod_k(1)_mod_mg2(1)
UAAGLS2,TM0237-MONOMER
TMDK1,TM0401-MONOMER_mod_mg2(1)
OXADC,TM1287-MONOMER
3SALATAi,TM1698-MONOMER OR TM1255-MONOMER
PANTS,TM1077-MONOMER_mod_mg2(1)_mod_k(1) OR TM1077-MONOMER_mod_mg2(1)_mod_nh4(1) OR TM1077-MONOMER_mod_mn2(1)_mod_k(1) OR TM1077-MONOMER_mod_mn2(1)_mod_nh4(1)
PAPPT2,TM0235-MONOMER
RAFFabc,CPLX_GALabc-0
SHSL2r,TM1270-MONOMER_mod_pydx5p(1)
SHSL4r,TM1270-MONOMER_mod_pydx5p(1)
TALA,TM0295-MONOMER
EHGLAT,TM1698-MONOMER OR TM1255-MONOMER
SUCR,TM1414-MONOMER OR TM1068-MONOMER OR TM0752-MONOMER_mod_mn2(1)
TPI,TM0689-MONOMER
PBUTT,TM1755-MONOMER
PFK,TM0209-MONOMER_mod_mg2(1)
PFK_ppi,TM0289-MONOMER
PGAMT,TM0184-MONOMER
PYK,TM0208-MONOMER_mod_mg2(1)_mod_k(1) OR TM0208-MONOMER_mod_mn2(1)_mod_k(1)
PUNP2,TM1737-MONOMER OR TM1596-MONOMER
LCYSTAT,TM1698-MONOMER OR TM1255-MONOMER
PUNP3,TM1737-MONOMER OR TM1596-MONOMER
SPMDabc,CPLX_SPMDabc-0
PYNP1,TM1653-MONOMER
TMDPP,TM1653-MONOMER
QULNS,TM1644-MONOMER_mod_4fe4s(1)
THPAT,TM1519-MONOMER
PGCD,TM0327-MONOMER
PGI,TM1385-MONOMER
PGK,TM0689-MONOMER
PGL,TM1154-MONOMER
PGSA160,TM1861-MONOMER_mod_mg2(1)
PGM,TM1774-MONOMER OR TM1374-MONOMER
PNTK,TM0883-MONOMER
PHETRS,CPLX-tRNA-PHE-LIGASE_mod_mg2(1)
RAFH,TM1414-MONOMER
RBK_L1,TM0284-MONOMER
TREabc,CPLX_MALTTRabc-0
RBP4E,TM0283-MONOMER
RBFSb,CPLX_RBFSb-0
RBFSa,CPLX_RBFSb-0
PIabc,CPLX_PIabc-0
PIt2r,TM0261-MONOMER OR TM0917-MONOMER
PLPS,CPLX_PLPS-0
RMI,TM1071-MONOMER
RIBabc,CPLX_RIBabc-0
PPANA,TM0174-MONOMER
VALabc,CPLX_ALAabc-0
POR,CPLX_POR-0
PPNCL2,TM1687-MONOMER_mod_fmn(1) OR TM1687-MONOMER_mod_mg2(1)
PPCDC,TM1687-MONOMER_mod_fmn(1) OR TM1687-MONOMER_mod_mg2(1)
PPDK,TM0272-MONOMER
RMK,TM1073-MONOMER_mod_mg2(1)
RMNabc,CPLX_RMNabc-0
RMPA,TM1072-MONOMER_mod_k(1)_mod_zn2(1)
RNDR1,TM0118-MONOMER
RNDR2,TM0118-MONOMER
PPM,TM0167-MONOMER_mod_mn2(1)
RNDR3,TM0118-MONOMER
RNDR4,TM0118-MONOMER
PPM2,TM0167-MONOMER_mod_mn2(1)
FASC201ACP,CPLX_FASC201ACP-0 OR CPLX_FASC201ACP-1
PPND,TM0344-MONOMER
PRAGSr,TM1250-MONOMER_mod_mg2(1)
PRAIi,TM0139-MONOMER
RNTR4,TM0385-MONOMER
RNTR1,TM0385-MONOMER
RNTR2,TM0385-MONOMER
RNTR3,TM0385-MONOMER
PRAIS,TM1251-MONOMER_mod_k(1)_mod_mg2(1)
PRATPP,TM1035-MONOMER
PRAMPC,TM1035-MONOMER
RPE,TM1718-MONOMER
PRASCSi,TM1243-MONOMER
RPI,TM1080-MONOMER
XYLOS1,TM0025-MONOMER OR TM0076-MONOMER
SERAT,TM0666-MONOMER
SERTRS,TM1379-MONOMER_mod_mg2(1)
PRFGS,CPLX_PRFGS-0
PRMICI,TM1037-MONOMER
THRD_L,TM0356-MONOMER_mod_pydx5p(1)
URIK1,TM0751-MONOMER_mod_mg2(1)
SERD_L,TM0356-MONOMER_mod_pydx5p(1)
SHK3Dr,TM0346-MONOMER
SPMS,TM0654-MONOMER
SUCD3,TM0427-MONOMER OR TM0428-MONOMER
SUCD1,TM0427-MONOMER OR TM0428-MONOMER
PROTRS,TM0514-MONOMER
PRPPS,TM1628-MONOMER_mod_mg2(1)_mod_pi(1) OR TM1628-MONOMER_mod_mn2(1)_mod_pi(1)
PSCVT,TM0345-MONOMER
PTAr,TM1130-MONOMER
PTHPS,TM0038-MONOMER
THRA2,TM1744-MONOMER_mod_pydx5p(1)
THRA,TM1744-MONOMER_mod_pydx5p(1)
URIK2,TM0751-MONOMER_mod_mg2(1)
THRS,TM0546-MONOMER
THRTRS,TM0740-MONOMER_mod_zn2(1)
PTPATi,TM0741-MONOMER_mod_mg2(1)
PTRCabc,CPLX_SPMDabc-0
URIDK2r,TM1443-MONOMER_mod_mg2(1)
THZPSN,TM1267-MONOMER
TKT2,TM1762-MONOMER OR CPLX_TKT2-0
TKT1,TM1762-MONOMER OR CPLX_TKT2-0
TMDS3,TM0449-MONOMER
ACONT,CPLX_ACONT-0
TRDR,TM0134-MONOMER OR TM0869-MONOMER
UMPK,TM1443-MONOMER_mod_mg2(1)
UAGDP,TM1629-MONOMER_mod_mg2(1)
GLS2e,TM0305-MONOMER OR TM1525-MONOMER
ACOTA,TM1785-MONOMER_mod_pydx5p(1)
ACPS1,TM0692-MONOMER_mod_mg2(1) OR TM0692-MONOMER_mod_mn2(1)
GLCMAN600a_e,CPLX_GLCMAN600a_e-0
TYRTA,TM1040-MONOMER_mod_pydx5p(1) OR TM1698-MONOMER OR TM1255-MONOMER
GLCMAN600b_e,CPLX_GLCMAN600a_e-0
GLCMAN600c_e,CPLX_GLCMAN600a_e-0
FASC181ACP,CPLX_FASC201ACP-0 OR CPLX_FASC201ACP-1
GK1,TM1689-MONOMER_mod_mg2(1)
GUAPRT,TM1384-MONOMER_mod_mg2(1) OR TM1384-MONOMER_mod_mn2(1)
FASC220ACP,CPLX_FASC201ACP-0 OR CPLX_FASC201ACP-1
FASC221ACP,CPLX_FASC201ACP-0 OR CPLX_FASC201ACP-1
FASC240ACP,CPLX_FASC201ACP-0 OR CPLX_FASC201ACP-1
MTAN,TM1129-MONOMER
FASC120ACP,CPLX_FASC201ACP-0 OR CPLX_FASC201ACP-1
FASC140ACP,CPLX_FASC201ACP-0 OR CPLX_FASC201ACP-1
ATPS10_3,CPLX_ATPS1-0
MALTTTRabc,CPLX_GALabc-0
PHETA1,TM1040-MONOMER_mod_pydx5p(1) OR TM1698-MONOMER OR TM1255-MONOMER
MALTabc,CPLX_GALabc-0 OR CPLX_MALTTRabc-0
MANBabc,CPLX_MANBabc-0 OR CPLX_CEL6abc-0
PUNP4,TM1737-MONOMER OR TM1596-MONOMER
THRabc,CPLX_ALAabc-0
ATPS4r,CPLX_ATPS1-0
PUNP5,TM1737-MONOMER OR TM1596-MONOMER
XPPT,TM0206-MONOMER
MANTRabc,CPLX_CEL6abc-0
XYLOS2,TM0025-MONOMER OR TM0076-MONOMER
XYLOS3,TM0025-MONOMER OR TM0076-MONOMER
SHSL1,TM1270-MONOMER_mod_pydx5p(1) OR TM0882-MONOMER_mod_pydx5p(1)
C100SN,CPLX_FASC201ACP-0 OR CPLX_FASC201ACP-1
MANTTRabc,CPLX_CEL6abc-0
NTPP7,TM0913-MONOMER_mod_mg2(1)
VALTA,TM0831-MONOMER_mod_pydx5p(6) OR TM0831-MONOMER_mod_pydx5p(1)
NTPP8,TM0913-MONOMER_mod_mg2(1)
NTD5,TM1662-MONOMER_mod_cobalt2(1)
NTD6,TM1662-MONOMER_mod_cobalt2(1)
FASC160ACP,CPLX_FASC201ACP-0 OR CPLX_FASC201ACP-1
FASC141ACP,CPLX_FASC201ACP-0 OR CPLX_FASC201ACP-1
FASC161ACP,CPLX_FASC201ACP-0 OR CPLX_FASC201ACP-1
FASC180ACP,CPLX_FASC201ACP-0 OR CPLX_FASC201ACP-1
FASC182ACP,CPLX_FASC201ACP-0 OR CPLX_FASC201ACP-1
FASC200ACP,CPLX_FASC201ACP-0 OR CPLX_FASC201ACP-1
GLS2,TM1524-MONOMER OR TM0025-MONOMER OR TM0076-MONOMER OR TM0024-MONOMER
NTD10,TM1662-MONOMER_mod_cobalt2(1) OR TM1878-MONOMER_mod_zn2(1) OR TM1878-MONOMER_mod_cobalt2(1)
NTD11,TM1662-MONOMER_mod_cobalt2(1) OR TM1878-MONOMER_mod_zn2(1) OR TM1878-MONOMER_mod_cobalt2(1)
NTD2,TM1662-MONOMER_mod_cobalt2(1) OR TM1878-MONOMER_mod_zn2(1) OR TM1878-MONOMER_mod_cobalt2(1)
NTD4,TM1662-MONOMER_mod_cobalt2(1) OR TM1878-MONOMER_mod_zn2(1) OR TM1878-MONOMER_mod_cobalt2(1)
NMNHYD,TM1662-MONOMER_mod_cobalt2(1) OR TM1878-MONOMER_mod_zn2(1) OR TM1878-MONOMER_mod_cobalt2(1)
KAS_HP,CPLX_FASC201ACP-0 OR CPLX_FASC201ACP-1
TRPS2,TM0138-MONOMER OR TM0539-MONOMER
