,query,evalue
BSU08860,YPO3625,1.2299999999999999e-172
BSU08880,YPO0222a,3.2099999999999997e-24
BSU08910,YPO0367,8.52e-44
BSU08930,YPO0071,2.48e-40
BSU08970,YPO2153,1.83e-84
BSU08980,YPO2152,2.6699999999999998e-39
BSU09000,YPO3267,9.89e-19
BSU09010,YPO3268,6.15e-58
BSU09020,YPO1857,2.64e-23
BSU09100,YPO1655,9.3e-26
BSU09120,YPO0449,2.1000000000000002e-29
BSU09130,YPO1716,1.6899999999999999e-147
BSU09240,YPO2446,1.66e-22
BSU09280,YPO0091,2.93e-36
BSU09290,YPO0090,5.48e-174
BSU09300,YPO3937,1.02e-50
BSU09310,YPO2686,4.83e-19
BSU09370,YPO2385,1.25e-25
BSU09380,YPO0379,2.4e-41
BSU09400,YPO2145,4.65e-60
BSU09480,YPO2845,2.48e-83
BSU09590,YPO3298,1.42e-38
BSU09600,YPO2596,4.14e-14
BSU09620,YPO3792,5.7e-36
BSU09640,YPO0919,7.31e-19
BSU09650,YPO1630,1.06e-30
BSU09710,YPO3145,1.18e-158
BSU09720,YPO3144,1.17e-117
BSU09850,YPO3094,3.49e-23
BSU09950,YPO3873,3.71e-17
BSU10020,YPO1389,2.51e-96
BSU10030,YPO1611,2.24e-13
BSU10120,YPO3734,4.71e-85
BSU10220,YPO0254,8.469999999999999e-158
BSU10250,YPO2414,2.7800000000000003e-57
BSU10320,YPO3663,7.82e-92
BSU10340,YPO0455,1.76e-22
BSU10450,YPO3002,2.32e-174
BSU10460,YPO3003,2.62e-13
BSU10500,YPO0908,2.24e-11
BSU10590,YPO0524,2.64e-39
BSU10630,YPO1020,3.06e-18
BSU10640,YPO3206,3.68e-31
BSU10650,YPO3207,1.08e-18
BSU10750,YPO1566,1.7599999999999998e-46
BSU10820,YPO1571,3.37e-48
BSU10870,YPO0918,1.29e-14
BSU10880,YPO1936,1.21e-45
BSU10900,YPO0129,8.37e-15
BSU10910,YPO3364,4.73e-84
BSU11010,YPO3722,9.580000000000001e-31
BSU11020,YPO3170,7.2e-37
BSU11140,YPO1148,1.73e-30
BSU11150,YPO3541,1.59e-44
BSU11190,YPO3927,4.12e-72
BSU11210,YPO3925,6.58e-29
BSU11220,YPO1962,9.99e-97
BSU11250,YPO3446,6.34e-68
BSU11330,YPO1597,5.89e-91
BSU11340,YPO1601,1.97e-153
BSU11360,YPO4000,7.57e-106
BSU11390,YPO4002,2.3499999999999997e-67
BSU11400,YPO4001,9.4e-62
BSU11420,YPO0157,6.81e-120
BSU11430,YPO2182,2.27e-87
BSU11440,YPO2183,8.06e-105
BSU11450,YPO2184,8.420000000000001e-79
BSU11460,YPO2185,8.18e-110
BSU11570,YPO0452,1.72e-17
BSU11610,YPO1106,4.79e-13
BSU11640,YPO0191,2e-14
BSU11690,YPO3742,7.29e-69
BSU11700,YPO3741,6.030000000000001e-36
BSU11710,YPO2859,9.109999999999999e-61
BSU11890,YPO2041,4.3599999999999997e-23
BSU12060,YPO3088,1.75e-28
BSU12080,YPO3168,7.87e-65
BSU12160,YPO0344,3.54e-145
BSU12290,YPO1617,1.4e-41
BSU12300,YPO0579,0.0
BSU12340,YPO1283,3.13e-69
BSU12380,YPO0580,2.88e-148
BSU12390,YPO0581,0.0
BSU12510,YPO3612,1.14e-11
BSU12840,YPO3967,1.9300000000000002e-31
BSU12890,YPO2421,1.27e-49
BSU12900,YPO3566,2.05e-52
BSU12980,YPO2341,2.19e-22
BSU13000,YPO2186,9.220000000000001e-121
BSU13010,YPO1149,2.31e-36
BSU13030,YPO2195,3.41e-16
BSU13040,YPO2908,6.5699999999999995e-112
BSU13110,YPO2171,3.22e-73
BSU13120,YPO3222,3.54e-79
BSU13130,YPO3221,2.4300000000000004e-122
BSU13180,YPO3788,0.0
BSU13250,YPO2001,2.2799999999999998e-54
BSU13300,YPO2839,1.08e-52
BSU13340,YPO3266,6.47e-11
BSU13420,YPO0998,2.93e-100
BSU13490,YPO1706,1.2199999999999999e-74
BSU13530,YPO3965,4.03e-27
BSU13540,YPO2299,8.08e-33
BSU13570,YPO3671,4.38e-18
BSU13580,YPO2975,2.22e-92
BSU13690,YPO1664,8.24e-23
BSU13700,YPO1368,9.039999999999999e-172
BSU13720,YPO3150,3.47e-94
BSU13730,YPO3373,1.82e-16
BSU13740,YPO3374,8.99e-15
BSU13750,YPO1034,2.45e-15
BSU13860,YPO3004,4.95e-29
BSU13890,YPO2628,5.11e-153
BSU13910,YPO2994,0.0
BSU13960,YPO3648,4.24e-41
BSU14040,YPO2398,1.21e-13
BSU14170,YPO2635,8.92e-16
BSU14180,YPO1041,1.03e-16
BSU14220,YPO3194,1.1e-46
BSU14280,YPO1495,5.46e-44
BSU14300,YPO1162,8.66e-20
BSU14310,YPO1161,4.84e-11
BSU14390,YPO1299,2.74e-39
BSU14400,YPO1300,2.0499999999999998e-140
BSU14430,YPO1491,2.63e-177
BSU14600,YPO3418,8.98e-68
BSU14610,YPO3417,1.8299999999999999e-134
BSU14630,YPO0960,7.61e-30
BSU14670,YPO2899,2.32e-45
BSU14770,YPO0026,0.0
BSU14830,YPO0949,1.32e-76
BSU15010,YPO3816,2.2e-30
BSU15020,YPO0053,8.68e-49
BSU15110,YPO3171,3.23e-18
BSU15130,YPO0546,1.4700000000000002e-27
BSU15140,YPO0547,1.0099999999999999e-81
BSU15170,YPO0549,4.8999999999999995e-62
BSU15180,YPO0550,6.78e-91
BSU15190,YPO0552,6.979999999999999e-91
BSU15200,YPO0553,8.85e-50
BSU15210,YPO0554,3.8200000000000005e-71
BSU15220,YPO0555,1.08e-48
BSU15230,YPO3760,3.64e-19
BSU15280,YPO0559,3.48e-72
BSU15290,YPO0560,7.35e-100
BSU15340,YPO1142,2.66e-28
BSU15370,YPO3276,2.94e-29
BSU15380,YPO0941,1.12e-31
BSU15430,YPO0475,0.0
BSU15450,YPO0476,7.87e-24
BSU15460,YPO3277,1.65e-73
BSU15490,YPO3588,2.29e-43
BSU15510,YPO0481,3.12e-103
BSU15520,YPO0482,0.0
BSU15540,YPO1415,2.23e-14
BSU15550,YPO2227,5.08e-50
BSU15610,YPO0158,6.69e-77
BSU15650,YPO0451,0.0
BSU15660,YPO0043,4.79e-35
BSU15680,YPO0040,1.5499999999999999e-46
BSU15700,YPO0048,2.96e-112
BSU15710,YPO0110,2.9499999999999996e-138
BSU15720,YPO0242,6.49e-40
BSU15730,YPO0241,1.41e-88
BSU15740,YPO0240,4.29e-71
BSU15750,YPO2882,1.3400000000000002e-79
BSU15780,YPO0365,8.59e-49
BSU15790,YPO0155,7.58e-75
BSU15820,YPO0050,5.28e-12
BSU15860,YPO1771,2.1699999999999998e-45
BSU15870,YPO0036,6.62e-137
BSU15890,YPO1596,7.71e-67
BSU15900,YPO1598,9.81e-85
BSU15910,YPO1599,1.13e-81
BSU15920,YPO1600,1.8600000000000002e-26
BSU15930,YPO2718,5.52e-31
BSU15950,YPO3814,8.58e-91
BSU15980,YPO3296,1.56e-165
BSU15990,YPO3295,1.71e-19
BSU16020,YPO3294,1.26e-18
BSU16030,YPO3293,9.989999999999999e-74
BSU16040,YPO3292,1.8e-41
BSU16060,YPO1058,2.2e-53
BSU16090,YPO1115,4.99e-155
BSU16100,YPO1116,9.37e-135
BSU16110,YPO0243,2.9699999999999997e-46
BSU16120,YPO2218,3.5399999999999997e-165
BSU16150,YPO0106,3.6899999999999996e-61
BSU16160,YPO0105,9.34e-166
BSU16190,YPO1800,7.6200000000000005e-31
BSU16210,YPO1830,9.35e-37
BSU16220,YPO1829,1.31e-64
BSU16240,YPO0267,1.0900000000000001e-129
BSU16290,YPO1804,1.83e-51
BSU16310,YPO1823,1.47e-37
BSU16320,YPO1822,3.87e-29
BSU16330,YPO1680,1.6999999999999997e-23
BSU16350,YPO1820,2.02e-78
BSU16360,YPO0708,2.08e-19
BSU16370,YPO0707,9.270000000000001e-21
BSU16380,YPO1790,3.43e-79
BSU16390,YPO1791,3.86e-161
BSU16420,YPO1679,1.41e-78
BSU16430,YPO1666,9.31e-119
BSU16440,YPO1667,6.48e-18
BSU16470,YPO1843,3.3399999999999997e-45
BSU16490,YPO1044,6.46e-91
BSU16500,YPO1045,2.47e-80
BSU16510,YPO1046,6.830000000000001e-80
BSU16520,YPO1047,2.47e-64
BSU16530,YPO1049,7.609999999999999e-74
BSU16540,YPO1050,8.43e-30
BSU16550,YPO1048,4.5200000000000004e-97
BSU16560,YPO1051,2.39e-43
BSU16570,YPO1068,0.0
BSU16590,YPO3498,3.0599999999999998e-24
BSU16600,YPO3497,2.9199999999999996e-89
BSU16630,YPO3496,0.0
BSU16650,YPO3495,4.0399999999999994e-23
BSU16660,YPO3494,1.01e-56
BSU16670,YPO0474,1.91e-54
BSU16680,YPO3493,1.18e-31
BSU16690,YPO3490,0.0
BSU16750,YPO2765,4.79e-52
BSU16770,YPO3062,7.949999999999999e-81
BSU16920,YPO1867,6.07e-23
BSU16930,YPO1210,3.5399999999999997e-28
BSU16940,YPO3307,6.5199999999999996e-152
BSU16950,YPO1224,3.84e-14
BSU16990,YPO0060,1.4600000000000002e-110
BSU17000,YPO0059,3.05e-107
BSU17010,YPO2620,1.5499999999999997e-126
BSU17040,YPO3354,0.0
BSU17050,YPO0371,2.9099999999999997e-67
BSU17080,YPO1167,2.73e-13
BSU17100,YPO1463,4.6600000000000004e-79
BSU17150,YPO1457,1.94e-70
BSU17160,YPO1458,2.36e-13
BSU17170,YPO1459,2.86e-42
BSU17180,YPO1910,1.55e-91
BSU17330,YPO0372,5.279999999999999e-68
BSU17340,YPO0373,7.44e-18
BSU17380,YPO2649,0.0
BSU17390,YPO2648,4.66e-86
BSU17430,YPO0374,5.22e-87
BSU17460,YPO0024,2.38e-101
BSU17590,YPO2625,2.09e-51
BSU17600,YPO4038,1.6e-160
BSU17610,YPO1291,9.719999999999999e-104
BSU17640,YPO0321,1e-48
BSU17850,YPO0314,9.87e-32
BSU17890,YPO0926,0.0
BSU18000,YPO2221,0.0
BSU18010,YPO1947,2.0900000000000002e-21
BSU18070,YPO0647,7.91e-31
BSU18080,YPO1443,2.0799999999999997e-23
BSU18280,YPO2538,2.5199999999999997e-104
BSU18320,YPO0777,1.6199999999999999e-74
BSU18330,YPO1911,1.2e-70
BSU18350,YPO3506,6.2e-38
BSU18410,YPO3198,1.08e-12
BSU18430,YPO1653,1.31e-31
BSU18440,YPO3558,7.200000000000001e-86
BSU18450,YPO3557,0.0
BSU18530,YPO2830,1e-13
BSU18570,YPO3325,1.3999999999999999e-67
BSU18620,YPO1769,7.04e-57
BSU18770,YPO1203,5.53e-14
BSU18830,YPO2409,4.28e-50
BSU19220,YPO3833,3.57e-150
BSU19230,YPO2323,7.780000000000001e-33
BSU19310,YPO1166,2.05e-135
BSU19360,YPO1114,1.15e-119
BSU19370,YPO1113,0.0
BSU19440,YPO2392,4.7299999999999995e-94
BSU19480,YPO3836,2.4e-77
BSU19590,YPO1705,1.32e-35
BSU19630,YPO0440,4.04e-102
BSU19690,YPO0353,4.75e-54
BSU19710,YPO3928,6.129999999999999e-23
BSU20070,YPO2650,3.83e-16
BSU21350,YPO2062,5.64e-20
BSU21680,YPO2158,1.25e-38
BSU21690,YPO3525,2.5499999999999998e-40
BSU21770,YPO3896,1.7199999999999998e-68
BSU21790,YPO0900,8.08e-54
BSU21810,YPO0486,1.6700000000000002e-47
BSU21820,YPO0783,1.2300000000000001e-132
BSU21870,YPO3897,0.0
BSU21900,YPO2424,2.24e-44
BSU21910,YPO3727,1.14e-104
BSU22060,YPO0034,1.05e-61
BSU22080,YPO2310,7.779999999999999e-104
BSU22100,YPO2067,4.3e-28
BSU22130,YPO1725,6.09e-97
BSU22140,YPO1724,4.2899999999999997e-94
BSU22170,YPO1418,4.8399999999999994e-52
BSU22230,YPO2995,1.12e-37
BSU22340,YPO2239,2.27e-56
BSU22360,YPO1412,5.249999999999999e-90
BSU22370,YPO2558,2.27e-52
BSU22400,YPO2071,1.38e-43
BSU22410,YPO3403,6.360000000000001e-37
BSU22420,YPO3402,8.900000000000001e-72
BSU22430,YPO3401,1.8099999999999998e-82
BSU22440,YPO3759,2.86e-29
BSU22450,YPO3399,6.67e-38
BSU22480,YPO1441,2.62e-40
BSU22490,YPO0480,1.1900000000000001e-27
BSU22600,YPO1390,1.12e-42
BSU22620,YPO1547,1.87e-38
BSU22630,YPO2203,2.78e-38
BSU22640,YPO2204,1.1099999999999999e-152
BSU22660,YPO2205,2.2499999999999998e-34
BSU22680,YPO2208,2.75e-74
BSU22700,YPO0152,3.04e-74
BSU22710,YPO2751,1.6000000000000002e-56
BSU22720,YPO1678,4.31e-28
BSU22730,YPO2883,2.9700000000000003e-47
BSU22740,YPO3513,4.62e-50
BSU22750,YPO3781,1.7e-55
BSU22780,YPO1505,1.8e-36
BSU22790,YPO3154,2.34e-35
BSU22830,YPO0068,1.7e-86
BSU22840,YPO2875,4.97e-99
BSU22880,YPO1392,2.59e-63
BSU22890,YPO1391,3.13e-59
BSU23070,YPO0914,9.48e-53
BSU23120,YPO3205,2.03e-59
BSU23160,YPO2213,3.14e-45
BSU23250,YPO3182,4.33e-55
BSU23260,YPO2222,1.08e-62
BSU23270,YPO2391,7.25e-38
BSU23280,YPO3183,1.1000000000000001e-100
BSU23360,YPO0167,3.16e-15
BSU23380,YPO0796,1.89e-42
BSU23480,YPO1320,2.0299999999999998e-62
BSU23490,YPO1171,5.77e-85
BSU23500,YPO0439,8.03e-112
BSU23510,YPO0892,5.27e-85
BSU23520,YPO2634,7.98e-22
BSU23560,YPO0624,3.07e-13
BSU23570,YPO0348,1.78e-151
BSU23580,YPO2161,4.719999999999999e-52
BSU23610,YPO3035,1.37e-11
BSU23730,YPO1515,7.91e-28
BSU23760,YPO3758,3.99e-101
BSU23780,YPO3081,2.34e-28
BSU23800,YPO0942,5.16e-36
BSU23820,YPO2379,3.08e-46
BSU23850,YPO2066,5.1599999999999995e-126
BSU23860,YPO1541,0.0
BSU23870,YPO3231,1.8300000000000002e-56
BSU23980,YPO2512,1.5300000000000002e-36
BSU24120,YPO3725,2.48e-19
BSU24150,YPO3244,7.56e-22
BSU24160,YPO2747,8.44e-56
BSU24190,YPO0370,4.570000000000001e-22
BSU24240,YPO1105,2.21e-93
BSU24250,YPO3517,2.47e-11
BSU24270,YPO3177,0.0
BSU24280,YPO3176,3.99e-53
BSU24290,YPO3175,1.36e-11
BSU24300,YPO2872,4.29e-100
BSU24310,YPO2824,6.95e-93
BSU24320,YPO3181,2.59e-19
BSU24340,YPO3658,7.32e-173
BSU24350,YPO3659,5.83e-23
BSU24450,YPO0354,3.5900000000000004e-47
BSU24460,YPO0910,1.1900000000000001e-32
BSU24470,YPO3660,1.9600000000000002e-32
BSU24550,YPO0905,2.45e-93
BSU24570,YPO0907,2.58e-83
BSU24580,YPO0517,9.48e-24
BSU24730,YPO0815,8.320000000000001e-59
BSU24790,YPO1409,3.27e-37
BSU24890,YPO0913,9.07e-25
BSU24960,YPO4114,1.0700000000000001e-109
BSU24970,YPO4115,1.5500000000000001e-27
BSU24980,YPO4116,1.12e-36
BSU24990,YPO3203,6.89e-11
BSU25020,YPO4061,3.7700000000000003e-88
BSU25070,YPO2879,7.01e-114
BSU25130,YPO1306,6.3e-35
BSU25160,YPO0477,6.2699999999999996e-52
BSU25200,YPO0643,2.61e-116
BSU25210,YPO0644,2.9600000000000004e-88
BSU25230,YPO3033,5.21e-17
BSU25240,YPO2410,1.2300000000000002e-21
BSU25260,YPO4071,4.35e-136
BSU25270,YPO4072,7.92e-136
BSU25290,YPO2719,4.3299999999999997e-82
BSU25320,YPO2618,4.44e-16
BSU25340,YPO2619,2.66e-87
BSU25410,YPO0645,3.28e-14
BSU25440,YPO0934,5.02e-32
BSU25450,YPO3656,1.85e-38
BSU25460,YPO0469,6.78e-123
BSU25470,YPO0468,0.0
BSU25480,YPO1107,1.45e-28
BSU25500,YPO0946,7.400000000000001e-59
BSU25510,YPO2715,0.0
BSU25550,YPO0472,2.75e-18
BSU25570,YPO1394,1.1e-31
BSU25620,YPO2606,1.3700000000000002e-21
BSU25640,YPO2607,1.94e-37
BSU25650,YPO3504,5.8e-17
BSU25660,YPO0246,1.83e-36
BSU26410,YPO3717,2.8599999999999997e-34
BSU26470,YPO0190,6.940000000000001e-43
BSU26500,YPO3821,2.89e-13
BSU26650,YPO1129,1.57e-76
BSU26710,YPO3264,2.3e-15
BSU26720,YPO1375,1.8099999999999999e-28
BSU26850,YPO2461,1.48e-52
BSU27009,YPO1999,6.55e-14
BSU27040,YPO1756,1.4800000000000001e-121
BSU27050,YPO1757,1.4e-92
BSU27060,YPO1758,1.92e-51
BSU27100,YPO0483,2.1900000000000003e-27
BSU27200,YPO1384,2.58e-35
BSU27250,YPO0115,9.090000000000001e-85
BSU27270,YPO3384,1.19e-78
BSU27320,YPO3505,6.07e-38
BSU27330,YPO1524,5.1300000000000003e-79
BSU27340,YPO2855,1.7200000000000002e-72
BSU27370,YPO1604,9.18e-47
BSU27390,YPO0937,2.16e-20
BSU27410,YPO3305,0.0
BSU27430,YPO2514,3.53e-102
BSU27440,YPO4111,6.52e-36
BSU27480,YPO1021,7.24e-14
BSU27500,YPO1638,4.13e-143
BSU27510,YPO2896,4.1e-93
BSU27520,YPO2897,4.64e-21
BSU27530,YPO1378,2.1799999999999997e-89
BSU27540,YPO1026,1.0999999999999999e-48
BSU27550,YPO2053,0.0
BSU27560,YPO2878,1.18e-123
BSU27590,YPO0029,8.36e-38
BSU27600,YPO0038,0.0
BSU27610,YPO3123,1.7800000000000002e-56
BSU27620,YPO0890,8.95e-81
BSU27650,YPO3189,1.0399999999999999e-45
BSU27700,YPO3190,6.61e-11
BSU27710,YPO3191,1.7299999999999999e-153
BSU27720,YPO3192,7.54e-102
BSU27730,YPO2058,4.5399999999999996e-147
BSU27740,YPO2057,3.7e-32
BSU27770,YPO2579,2.59e-30
BSU27820,YPO2055,7.72e-78
BSU27850,YPO1127,3.6500000000000004e-27
BSU27860,YPO3424,6.609999999999999e-60
BSU27870,YPO2710,8.61e-90
BSU27900,YPO3281,4.47e-25
BSU27920,YPO3509,3.79e-93
BSU27940,YPO3511,8.7e-25
BSU27960,YPO3512,5.39e-27
BSU27990,YPO2077,1.34e-77
BSU28020,YPO3666,3.7e-13
BSU28030,YPO3665,5.85e-133
BSU28040,YPO0049,6.08e-41
BSU28050,YPO3668,5.97e-53
BSU28080,YPO2769,4.43e-44
BSU28090,YPO3443,0.0
BSU28120,YPO3389,8.33e-174
BSU28130,YPO3771,1.13e-103
BSU28150,YPO3849,3.2e-84
BSU28170,YPO2016,7.1e-85
BSU28190,YPO0019,4.0900000000000004e-37
BSU28200,YPO3155,0.0
BSU28220,YPO3156,0.0
BSU28230,YPO3158,2.26e-59
BSU28250,YPO0530,4.919999999999999e-68
BSU28260,YPO0531,0.0
BSU28270,YPO0532,3.7e-128
BSU28280,YPO0533,3.1e-148
BSU28290,YPO3888,3.26e-36
