Complex,Complex_compartment,Protein,Protein_compartment,translocase_pathway
CLJU_RS17640-MONOMER,Plasma_Membrane,CLJU_c35850(),Plasma_Membrane,s
CLJU_RS12330-MONOMER,Plasma_Membrane,CLJU_c25030(),Plasma_Membrane,s
CLJU_RS17445-MONOMER,Plasma_Membrane,CLJU_c35420(),Plasma_Membrane,s
CLJU_RS10690-MONOMER,Plasma_Membrane,CLJU_c21780(),Plasma_Membrane,s
CLJU_RS10685-MONOMER,Plasma_Membrane,CLJU_c21770(),Plasma_Membrane,s
CLJU_RS03235-MONOMER,Plasma_Membrane,CLJU_c06580(),Plasma_Membrane,s
CLJU_RS15855-MONOMER,Plasma_Membrane,CLJU_c32170(),Plasma_Membrane,s
CLJU_RS18710-MONOMER,Plasma_Membrane,CLJU_c37990(),Plasma_Membrane,s
CLJU_RS08035-MONOMER,Plasma_Membrane,CLJU_c16390(),Plasma_Membrane,s
CLJU_RS04100-MONOMER,Plasma_Membrane,CLJU_c08330(),Plasma_Membrane,s
CLJU_RS17615-MONOMER,Plasma_Membrane,CLJU_c35770(),Plasma_Membrane,s
CLJU_RS03865-MONOMER,Plasma_Membrane,CLJU_c07860(),Plasma_Membrane,s
CLJU_RS12160-MONOMER,Plasma_Membrane,CLJU_c24690(),Plasma_Membrane,s
CLJU_RS04170-MONOMER,Plasma_Membrane,CLJU_c08480(),Plasma_Membrane,s
CLJU_RS02760-MONOMER,Plasma_Membrane,CLJU_c05620(),Plasma_Membrane,s
CLJU_RS10075-MONOMER,Plasma_Membrane,CLJU_c20530(),Plasma_Membrane,s
CLJU_RS11455-MONOMER,Plasma_Membrane,CLJU_c23280(),Plasma_Membrane,s
CLJU_RS05820-MONOMER,Plasma_Membrane,CLJU_c11860(),Plasma_Membrane,s
CLJU_RS19310-MONOMER,Plasma_Membrane,CLJU_c39220(),Plasma_Membrane,s
CLJU_RS08595-MONOMER,Plasma_Membrane,CLJU_c17500(),Plasma_Membrane,s
CLJU_RS02865-MONOMER,Plasma_Membrane,CLJU_c05840(),Plasma_Membrane,s
CLJU_RS13920-MONOMER,Plasma_Membrane,CLJU_c28190(),Plasma_Membrane,s
CLJU_RS12355-MONOMER,Plasma_Membrane,CLJU_c25080(),Plasma_Membrane,s
CLJU_RS19190-MONOMER,Plasma_Membrane,CLJU_c38980(),Plasma_Membrane,s
CLJU_RS14165-MONOMER,Plasma_Membrane,CLJU_c28710(),Plasma_Membrane,s
CLJU_RS19360-MONOMER,Plasma_Membrane,CLJU_c39320(),Plasma_Membrane,s
CLJU_RS04500-MONOMER,Plasma_Membrane,CLJU_c09130(),Plasma_Membrane,s
CLJU_RS04395-MONOMER,Plasma_Membrane,CLJU_c08910(),Plasma_Membrane,s
CLJU_RS04400-MONOMER,Plasma_Membrane,CLJU_c08920(),Plasma_Membrane,s
CLJU_RS07735-MONOMER,Plasma_Membrane,CLJU_c15780(),Plasma_Membrane,s
CLJU_RS16775-MONOMER,Plasma_Membrane,CLJU_c34030(),Plasma_Membrane,s
CLJU_RS02315-MONOMER,Plasma_Membrane,CLJU_c04730(),Plasma_Membrane,s
CLJU_RS12600-MONOMER,Plasma_Membrane,CLJU_c25580(),Plasma_Membrane,s
CLJU_RS08995-MONOMER,Plasma_Membrane,CLJU_c18320(),Plasma_Membrane,s
CLJU_RS09000-MONOMER,Plasma_Membrane,CLJU_c18330(),Plasma_Membrane,s
CLJU_RS08990-MONOMER,Plasma_Membrane,CLJU_c18310(),Plasma_Membrane,s
CLJU_RS02140-MONOMER,Plasma_Membrane,CLJU_c04380(),Plasma_Membrane,s
CLJU_RS09015-MONOMER,Plasma_Membrane,CLJU_c18360(),Plasma_Membrane,s
CLJU_RS13220-MONOMER,Plasma_Membrane,CLJU_c26820(),Plasma_Membrane,s
CLJU_RS07630-MONOMER,Plasma_Membrane,CLJU_c15570(),Plasma_Membrane,s
CLJU_RS11520-MONOMER,Plasma_Membrane,CLJU_c23430(),Plasma_Membrane,s
CLJU_RS03245-MONOMER,Plasma_Membrane,CLJU_c06600(),Plasma_Membrane,s
CLJU_RS11485-MONOMER,Plasma_Membrane,CLJU_c23340(),Plasma_Membrane,s
CLJU_RS18925-MONOMER,Plasma_Membrane,CLJU_c38420(),Plasma_Membrane,s
CLJU_RS00575-MONOMER,Plasma_Membrane,CLJU_c01180(),Plasma_Membrane,s
CLJU_RS14305-MONOMER,Plasma_Membrane,CLJU_c29000(),Plasma_Membrane,s
CLJU_RS07800-MONOMER,Plasma_Membrane,CLJU_c15910(),Plasma_Membrane,s
CLJU_RS15805-MONOMER,Plasma_Membrane,CLJU_c32070(),Plasma_Membrane,s
CLJU_RS10210-MONOMER,Plasma_Membrane,CLJU_c20790(),Plasma_Membrane,s
CLJU_RS12040-MONOMER,Plasma_Membrane,CLJU_c24470(),Plasma_Membrane,s
CLJU_RS16540-MONOMER,Plasma_Membrane,CLJU_c33560(),Plasma_Membrane,s
CLJU_RS19515-MONOMER,Plasma_Membrane,CLJU_c39630(),Plasma_Membrane,s
CLJU_RS11100-MONOMER,Plasma_Membrane,CLJU_c22560(),Plasma_Membrane,s
CLJU_RS11120-MONOMER,Plasma_Membrane,CLJU_c22600(),Plasma_Membrane,s
CLJU_RS05915-MONOMER,Plasma_Membrane,CLJU_c12060(),Plasma_Membrane,s
CLJU_RS18165-MONOMER,Plasma_Membrane,CLJU_c36890(),Plasma_Membrane,s
CLJU_RS05920-MONOMER,Plasma_Membrane,CLJU_c12070(),Plasma_Membrane,s
CLJU_RS05925-MONOMER,Plasma_Membrane,CLJU_c12080(),Plasma_Membrane,s
CLJU_RS12285-MONOMER,Plasma_Membrane,CLJU_c24940(),Plasma_Membrane,s
CLJU_RS18225-MONOMER,Extracellular_Space,CLJU_c37010(),Extracellular_Space,s
CLJU_RS04420-MONOMER,Plasma_Membrane,CLJU_c08970(),Plasma_Membrane,s
CPLX_NAt3_2-0,Plasma_Membrane,CLJU_c08970(),Plasma_Membrane,s
CPLX_NAt3_2-1,Plasma_Membrane,CLJU_c08970(),Plasma_Membrane,s
CLJU_RS11380-MONOMER,Plasma_Membrane,CLJU_c23130(),Plasma_Membrane,s
CLJU_RS06110-MONOMER,Plasma_Membrane,CLJU_c12450(),Plasma_Membrane,s
CLJU_RS11965-MONOMER,Plasma_Membrane,CLJU_c24320(),Plasma_Membrane,s
CLJU_RS02175-MONOMER,Plasma_Membrane,CLJU_c04450(),Plasma_Membrane,s
CLJU_RS10955-MONOMER,Plasma_Membrane,CLJU_c22310(),Plasma_Membrane,s
CLJU_RS07750-MONOMER,Plasma_Membrane,CLJU_c15810(),Plasma_Membrane,s
CLJU_RS01455-MONOMER,Plasma_Membrane,CLJU_c02970(),Plasma_Membrane,s
CLJU_RS09130-MONOMER,Plasma_Membrane,CLJU_c18610(),Plasma_Membrane,s
CLJU_RS09660-MONOMER,Plasma_Membrane,CLJU_c19710(),Plasma_Membrane,s
CLJU_RS09665-MONOMER,Plasma_Membrane,CLJU_c19720(),Plasma_Membrane,s
CLJU_RS20650-MONOMER,Plasma_Membrane,CLJU_c41910(),Plasma_Membrane,s
CLJU_RS06610-MONOMER,Plasma_Membrane,CLJU_c13460(),Plasma_Membrane,s
CLJU_RS17025-MONOMER,Cell_Wall,CLJU_c34530(),Cell_Wall,s
CLJU_RS11940-MONOMER,Cell_Wall,CLJU_c24270(),Cell_Wall,s
CLJU_RS21090-MONOMER,Plasma_Membrane,CLJU_c42810(),Plasma_Membrane,s
CLJU_RS08890-MONOMER,Plasma_Membrane,CLJU_c18090(),Plasma_Membrane,s
CLJU_RS10110-MONOMER,Plasma_Membrane,CLJU_c20590(),Plasma_Membrane,s
CLJU_RS06250-MONOMER,Plasma_Membrane,CLJU_c12740(),Plasma_Membrane,s
CLJU_RS05185-MONOMER,Plasma_Membrane,CLJU_c10560(),Plasma_Membrane,s
CLJU_RS05200-MONOMER,Plasma_Membrane,CLJU_c10590(),Plasma_Membrane,s
CLJU_RS05205-MONOMER,Plasma_Membrane,CLJU_c10600(),Plasma_Membrane,s
CLJU_RS04600-MONOMER,Plasma_Membrane,CLJU_c09330(),Plasma_Membrane,s
CLJU_RS05220-MONOMER,Plasma_Membrane,CLJU_c10630(),Plasma_Membrane,s
CLJU_RS06030-MONOMER,Plasma_Membrane,CLJU_c12290(),Plasma_Membrane,s
CLJU_RS05260-MONOMER,Plasma_Membrane,CLJU_c10710(),Plasma_Membrane,s
CLJU_RS05270-MONOMER,Plasma_Membrane,CLJU_c10730(),Plasma_Membrane,s
CLJU_RS05140-MONOMER,Plasma_Membrane,CLJU_c10480(),Plasma_Membrane,s
CLJU_RS06195-MONOMER,Plasma_Membrane,CLJU_c12620(),Plasma_Membrane,s
CLJU_RS06305-MONOMER,Plasma_Membrane,CLJU_c12860(),Plasma_Membrane,s
CLJU_RS01325-MONOMER,Plasma_Membrane,CLJU_c02710(),Plasma_Membrane,s
CLJU_RS05015-MONOMER,Plasma_Membrane,CLJU_c10220(),Plasma_Membrane,s
CLJU_RS05020-MONOMER,Plasma_Membrane,CLJU_c10230(),Plasma_Membrane,s
CLJU_RS05030-MONOMER,Plasma_Membrane,CLJU_c10250(),Plasma_Membrane,s
CLJU_RS04670-MONOMER,Plasma_Membrane,CLJU_c09470(),Plasma_Membrane,s
CLJU_RS04675-MONOMER,Plasma_Membrane,CLJU_c09480(),Plasma_Membrane,s
CLJU_RS05075-MONOMER,Plasma_Membrane,CLJU_c10340(),Plasma_Membrane,s
CLJU_RS05080-MONOMER,Plasma_Membrane,CLJU_c10350(),Plasma_Membrane,s
CLJU_RS05085-MONOMER,Plasma_Membrane,CLJU_c10360(),Plasma_Membrane,s
CLJU_RS05090-MONOMER,Plasma_Membrane,CLJU_c10370(),Plasma_Membrane,s
CLJU_RS05095-MONOMER,Plasma_Membrane,CLJU_c10380(),Plasma_Membrane,s
CLJU_RS05100-MONOMER,Plasma_Membrane,CLJU_c10390(),Plasma_Membrane,s
CLJU_RS04650-MONOMER,Plasma_Membrane,CLJU_c09430(),Plasma_Membrane,s
CLJU_RS06415-MONOMER,Plasma_Membrane,CLJU_c13070(),Plasma_Membrane,s
CLJU_RS06425-MONOMER,Plasma_Membrane,CLJU_c13090(),Plasma_Membrane,s
CLJU_RS06505-MONOMER,Plasma_Membrane,CLJU_c13250(),Plasma_Membrane,s
CLJU_RS06515-MONOMER,Plasma_Membrane,CLJU_c13270(),Plasma_Membrane,s
CLJU_RS06525-MONOMER,Plasma_Membrane,CLJU_c13290(),Plasma_Membrane,s
CLJU_RS12740-MONOMER,Plasma_Membrane,CLJU_c25860(),Plasma_Membrane,s
CLJU_RS02180-MONOMER,Plasma_Membrane,CLJU_c04460(),Plasma_Membrane,s
CLJU_RS00930-MONOMER,Plasma_Membrane,CLJU_c01910(),Plasma_Membrane,s
CLJU_RS11080-MONOMER,Plasma_Membrane,CLJU_c22520(),Plasma_Membrane,s
CLJU_RS06890-MONOMER,Plasma_Membrane,CLJU_c14050(),Plasma_Membrane,s
CLJU_RS11415-MONOMER,Plasma_Membrane,CLJU_c23200(),Plasma_Membrane,s
CLJU_RS14690-MONOMER,Plasma_Membrane,CLJU_c29780(),Plasma_Membrane,s
CLJU_RS07705-MONOMER,Plasma_Membrane,CLJU_c15720(),Plasma_Membrane,s
CLJU_RS08325-MONOMER,Plasma_Membrane,CLJU_c16970(),Plasma_Membrane,s
CLJU_RS16580-MONOMER,Plasma_Membrane,CLJU_c33640(),Plasma_Membrane,s
CLJU_RS01055-MONOMER,Plasma_Membrane,CLJU_c02160(),Plasma_Membrane,s
CLJU_RS11730-MONOMER,Plasma_Membrane,CLJU_c23850(),Plasma_Membrane,s
CLJU_RS16730-MONOMER,Plasma_Membrane,CLJU_c33940(),Plasma_Membrane,s
CLJU_RS06130-MONOMER,Cell_Wall,CLJU_c12490(),Cell_Wall,s
CLJU_RS01315-MONOMER,Plasma_Membrane,CLJU_c02690(),Plasma_Membrane,s
CLJU_RS07695-MONOMER,Plasma_Membrane,CLJU_c15700(),Plasma_Membrane,s
CLJU_RS14600-MONOMER,Plasma_Membrane,CLJU_c29610(),Plasma_Membrane,s
CLJU_RS00830-MONOMER,Plasma_Membrane,CLJU_c01710(),Plasma_Membrane,s
CLJU_RS00825-MONOMER,Plasma_Membrane,CLJU_c01700(),Plasma_Membrane,s
CLJU_RS05555-MONOMER,Plasma_Membrane,CLJU_c11330(),Plasma_Membrane,s
CLJU_RS06345-MONOMER,Plasma_Membrane,CLJU_c12940(),Plasma_Membrane,s
CLJU_RS10275-MONOMER,Cell_Wall,CLJU_RS10275(),Cell_Wall,s
CLJU_RS10270-MONOMER,Plasma_Membrane,CLJU_c20910(),Plasma_Membrane,s
CLJU_RS05525-MONOMER,Extracellular_Space,CLJU_c11270(),Extracellular_Space,s
CLJU_RS05510-MONOMER,Plasma_Membrane,CLJU_c11250(),Plasma_Membrane,s
CLJU_RS19870-MONOMER,Plasma_Membrane,CLJU_c40350(),Plasma_Membrane,s
CPLX_NAt3_2-1,Plasma_Membrane,CLJU_c40350(),Plasma_Membrane,s
CLJU_RS12320-MONOMER,Plasma_Membrane,CLJU_c25010(),Plasma_Membrane,s
CLJU_RS05435-MONOMER,Plasma_Membrane,CLJU_c11090(),Plasma_Membrane,s
CLJU_RS05430-MONOMER,Plasma_Membrane,CLJU_c11080(),Plasma_Membrane,s
CLJU_RS05425-MONOMER,Plasma_Membrane,CLJU_c11070(),Plasma_Membrane,s
CLJU_RS05420-MONOMER,Plasma_Membrane,CLJU_c11060(),Plasma_Membrane,s
CLJU_RS05415-MONOMER,Plasma_Membrane,CLJU_c11050(),Plasma_Membrane,s
CLJU_RS01095-MONOMER,Plasma_Membrane,CLJU_c02240(),Plasma_Membrane,s
CLJU_RS10235-MONOMER,Plasma_Membrane,CLJU_c20840(),Plasma_Membrane,s
CLJU_RS05340-MONOMER,Plasma_Membrane,CLJU_c10900(),Plasma_Membrane,s
CLJU_RS03375-MONOMER,Extracellular_Space,CLJU_c06860(),Extracellular_Space,s
CLJU_RS04325-MONOMER,Plasma_Membrane,CLJU_c08770(),Plasma_Membrane,s
CLJU_RS06095-MONOMER,Plasma_Membrane,CLJU_c12420(),Plasma_Membrane,s
CLJU_RS06090-MONOMER,Plasma_Membrane,CLJU_c12410(),Plasma_Membrane,s
CPLX271D-26,Plasma_Membrane,CLJU_c12410(),Plasma_Membrane,s
CPLX271D-26,Plasma_Membrane,CLJU_c12400(),Plasma_Membrane,s
CLJU_RS06085-MONOMER,Plasma_Membrane,CLJU_c12400(),Plasma_Membrane,s
CPLX271D-26,Plasma_Membrane,CLJU_c12390(),Plasma_Membrane,s
CLJU_RS06080-MONOMER,Plasma_Membrane,CLJU_c12390(),Plasma_Membrane,s
CLJU_RS09390-MONOMER,Plasma_Membrane,CLJU_c19150(),Plasma_Membrane,s
CLJU_RS03990-MONOMER,Plasma_Membrane,CLJU_c08100(),Plasma_Membrane,s
CLJU_RS03985-MONOMER,Plasma_Membrane,CLJU_c08090(),Plasma_Membrane,s
CLJU_RS03975-MONOMER,Plasma_Membrane,CLJU_c08070(),Plasma_Membrane,s
CLJU_RS03970-MONOMER,Plasma_Membrane,CLJU_RS03970(),Plasma_Membrane,s
CLJU_RS03905-MONOMER,Plasma_Membrane,CLJU_c07940(),Plasma_Membrane,s
CLJU_RS03240-MONOMER,Plasma_Membrane,CLJU_c06590(),Plasma_Membrane,s
CLJU_RS03670-MONOMER,Plasma_Membrane,CLJU_c07450(),Plasma_Membrane,s
CLJU_RS14625-MONOMER,Plasma_Membrane,CLJU_c29650(),Plasma_Membrane,s
CLJU_RS01825-MONOMER,Extracellular_Space,CLJU_c03740(),Extracellular_Space,s
CLJU_RS07680-MONOMER,Plasma_Membrane,CLJU_c15670(),Plasma_Membrane,s
CLJU_RS06935-MONOMER,Plasma_Membrane,CLJU_c14140(),Plasma_Membrane,s
CLJU_RS06715-MONOMER,Plasma_Membrane,CLJU_c13690(),Plasma_Membrane,s
CLJU_RS18460-MONOMER,Plasma_Membrane,CLJU_c37490(),Plasma_Membrane,s
CLJU_RS16690-MONOMER,Plasma_Membrane,CLJU_c33860(),Plasma_Membrane,s
CLJU_RS05955-MONOMER,Plasma_Membrane,CLJU_c12140(),Plasma_Membrane,s
CPLX271D-27,Plasma_Membrane,CLJU_c06690(),Plasma_Membrane,s
CLJU_RS03290-MONOMER,Plasma_Membrane,CLJU_c06690(),Plasma_Membrane,s
CLJU_RS16635-MONOMER,Plasma_Membrane,CLJU_c33750(),Plasma_Membrane,s
CLJU_RS20540-MONOMER,Plasma_Membrane,CLJU_c41690(),Plasma_Membrane,s
CLJU_RS16655-MONOMER,Plasma_Membrane,CLJU_c33790(),Plasma_Membrane,s
CLJU_RS03580-MONOMER,Plasma_Membrane,CLJU_c07270(),Plasma_Membrane,s
CLJU_RS03560-MONOMER,Plasma_Membrane,CLJU_c07230(),Plasma_Membrane,s
CLJU_RS02755-MONOMER,Plasma_Membrane,CLJU_c05610(),Plasma_Membrane,s
CLJU_RS10590-MONOMER,Plasma_Membrane,CLJU_c21570(),Plasma_Membrane,s
CLJU_RS18390-MONOMER,Plasma_Membrane,CLJU_c37350(),Plasma_Membrane,s
CLJU_RS00965-MONOMER,Plasma_Membrane,CLJU_c01980(),Plasma_Membrane,s
CLJU_RS18380-MONOMER,Plasma_Membrane,CLJU_c37330(),Plasma_Membrane,s
CLJU_RS18320-MONOMER,Plasma_Membrane,CLJU_c37210(),Plasma_Membrane,s
CLJU_RS02870-MONOMER,Plasma_Membrane,CLJU_c05850(),Plasma_Membrane,s
CLJU_RS04955-MONOMER,Plasma_Membrane,CLJU_c10100(),Plasma_Membrane,s
CLJU_RS21100-MONOMER,Plasma_Membrane,CLJU_c42830(),Plasma_Membrane,s
CLJU_RS08715-MONOMER,Plasma_Membrane,CLJU_c17740(),Plasma_Membrane,s
CLJU_RS16350-MONOMER,Plasma_Membrane,CLJU_c33170(),Plasma_Membrane,s
CLJU_RS00715-MONOMER,Plasma_Membrane,CLJU_c01460(),Plasma_Membrane,s
CLJU_RS13485-MONOMER,Plasma_Membrane,CLJU_c27340(),Plasma_Membrane,s
CLJU_RS07075-MONOMER,Plasma_Membrane,CLJU_c14420(),Plasma_Membrane,s
CLJU_RS07065-MONOMER,Plasma_Membrane,CLJU_c14400(),Plasma_Membrane,s
CLJU_RS07850-MONOMER,Plasma_Membrane,CLJU_c16020(),Plasma_Membrane,s
CLJU_RS17115-MONOMER,Plasma_Membrane,CLJU_c34710(),Plasma_Membrane,s
CLJU_RS17410-MONOMER,Plasma_Membrane,CLJU_c35340(),Plasma_Membrane,s
CLJU_RS17415-MONOMER,Plasma_Membrane,CLJU_c35350(),Plasma_Membrane,s
CLJU_RS21160-MONOMER,Plasma_Membrane,CLJU_c42950(),Plasma_Membrane,s
CLJU_RS03055-MONOMER,Plasma_Membrane,CLJU_c06220(),Plasma_Membrane,s
CLJU_RS14035-MONOMER,Plasma_Membrane,CLJU_c28430(),Plasma_Membrane,s
CLJU_RS06175-MONOMER,Plasma_Membrane,CLJU_c12580(),Plasma_Membrane,s
CLJU_RS03305-MONOMER,Plasma_Membrane,CLJU_c06720(),Plasma_Membrane,s
CLJU_RS15885-MONOMER,Plasma_Membrane,CLJU_c32230(),Plasma_Membrane,s
CLJU_RS18950-MONOMER,Plasma_Membrane,CLJU_c38480(),Plasma_Membrane,s
CLJU_RS19510-MONOMER,Plasma_Membrane,CLJU_c39620(),Plasma_Membrane,s
CLJU_RS19505-MONOMER,Plasma_Membrane,CLJU_c39610(),Plasma_Membrane,s
CLJU_RS19500-MONOMER,Plasma_Membrane,CLJU_c39600(),Plasma_Membrane,s
CLJU_RS18935-MONOMER,Plasma_Membrane,CLJU_c38450(),Plasma_Membrane,s
CLJU_RS16725-MONOMER,Plasma_Membrane,CLJU_c33930(),Plasma_Membrane,s
CLJU_RS16420-MONOMER,Plasma_Membrane,CLJU_c33310(),Plasma_Membrane,s
CLJU_RS10680-MONOMER,Plasma_Membrane,CLJU_c21760(),Plasma_Membrane,s
CPLX_PTRCabc-0,Plasma_Membrane,CLJU_c21760(),Plasma_Membrane,s
CLJU_RS10670-MONOMER,Plasma_Membrane,CLJU_c21740(),Plasma_Membrane,s
CPLX_PTRCabc-0,Plasma_Membrane,CLJU_c21740(),Plasma_Membrane,s
CLJU_RS15820-MONOMER,Plasma_Membrane,CLJU_c32100(),Plasma_Membrane,s
CLJU_RS02255-MONOMER,Plasma_Membrane,CLJU_c04610(),Plasma_Membrane,s
CLJU_RS03085-MONOMER,Plasma_Membrane,CLJU_c06280(),Plasma_Membrane,s
CLJU_RS01045-MONOMER,Plasma_Membrane,CLJU_c02140(),Plasma_Membrane,s
CLJU_RS21715-MONOMER,Plasma_Membrane,CLJU_c27550(),Plasma_Membrane,s
CLJU_RS02860-MONOMER,Plasma_Membrane,CLJU_c05830(),Plasma_Membrane,s
CLJU_RS02855-MONOMER,Plasma_Membrane,CLJU_c05820(),Plasma_Membrane,s
CLJU_RS06760-MONOMER,Plasma_Membrane,CLJU_c13770(),Plasma_Membrane,s
CLJU_RS07595-MONOMER,Plasma_Membrane,CLJU_c15500(),Plasma_Membrane,s
CLJU_RS07590-MONOMER,Plasma_Membrane,CLJU_c15490(),Plasma_Membrane,s
CLJU_RS04580-MONOMER,Plasma_Membrane,CLJU_c09290(),Plasma_Membrane,s
CPLX271D-31,Plasma_Membrane,CLJU_c22170(),Plasma_Membrane,s
CLJU_RS10880-MONOMER,Plasma_Membrane,CLJU_c22170(),Plasma_Membrane,s
CPLX_MOBDabc-0,Plasma_Membrane,CLJU_c22170(),Plasma_Membrane,s
CPLX_MOBDabc-4,Plasma_Membrane,CLJU_c22170(),Plasma_Membrane,s
CPLX271D-31,Plasma_Membrane,CLJU_c22160(),Plasma_Membrane,s
CLJU_RS10875-MONOMER,Plasma_Membrane,CLJU_c22160(),Plasma_Membrane,s
CPLX_MOBDabc-0,Plasma_Membrane,CLJU_c22160(),Plasma_Membrane,s
CPLX_MOBDabc-4,Plasma_Membrane,CLJU_c22160(),Plasma_Membrane,s
CLJU_RS19865-MONOMER,Plasma_Membrane,CLJU_c40340(),Plasma_Membrane,s
CLJU_RS14340-MONOMER,Plasma_Membrane,CLJU_c29070(),Plasma_Membrane,s
CLJU_RS12265-MONOMER,Plasma_Membrane,CLJU_c24900(),Plasma_Membrane,s
CLJU_RS07565-MONOMER,Plasma_Membrane,CLJU_c15440(),Plasma_Membrane,s
CLJU_RS19250-MONOMER,Plasma_Membrane,CLJU_c39100(),Plasma_Membrane,s
CLJU_RS17810-MONOMER,Plasma_Membrane,CLJU_c36200(),Plasma_Membrane,s
CLJU_RS04915-MONOMER,Plasma_Membrane,CLJU_c10020(),Plasma_Membrane,s
