Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
G185E-5168	Rv1010	1129152	1130105	G185E-5168-MONOMER
G185E-5066	Rv0912	1016236	1016685	G185E-5066-MONOMER
G185E-8075	Rv3779	4224985	4226985	G185E-8075-MONOMER
G185E-6089	Rv1892	2140165	2140476	G185E-6089-MONOMER
G185E-6604	Rv2378c	2656408	2657703	G185E-6604-MONOMER
G185E-4147	Rv0033	36607	36870	G185E-4147-MONOMER
G185E-7102	Rv2851c	3160051	3160521	G185E-7102-MONOMER
G185E-4591	Rv0464c	554313	554885	G185E-4591-MONOMER
G185E-7567	Rv3293	3673602	3675086	G185E-7567-MONOMER
G185E-5146	Rv0989c	1106405	1107382	G185E-5146-MONOMER
G185E-5046	Rv0892	993853	995340	G185E-5046-MONOMER
G185E-8051	Rv3760	4205538	4205840	G185E-8051-MONOMER
G185E-6062	Rv1867	2115764	2117248	G185E-6062-MONOMER
G185E-6580	Rv2354	2635628	2635954	G185E-6580-MONOMER
G185E-4123	Rv0010c	13133	13558	G185E-4123-MONOMER
G185E-4571	Rv0446c	534445	535215	G185E-4571-MONOMER
G185E-7547	Rv3273	3654637	3656931	G185E-7547-MONOMER
G185E-5025	Rv0871	967898	968305	G185E-5025-MONOMER
G185E-8031	Rv3741c	4192179	4192853	G185E-8031-MONOMER
G185E-5604	Rv1421	1595979	1596884	G185E-5604-MONOMER
G185E-6046	Rv1851	2099694	2100329	G185E-6046-MONOMER
G185E-6559	Rv2334	2608796	2609728	G185E-6559-MONOMER
G185E-7043	Rv2794c	3103257	3103940	G185E-7043-MONOMER
G185E-4551	Rv0426c	515373	515816	G185E-4551-MONOMER
G185E-7523	Rv3249c	3629752	3630387	G185E-7523-MONOMER
G185E-5006	Rv0852	948559	949395	G185E-5006-MONOMER
G185E-8012	Rv3723	4168536	4169300	G185E-8012-MONOMER
G185E-5586	Rv1403c	1579598	1580422	G185E-5586-MONOMER
G185E-6033	Rv1838c	2087257	2087652	G185E-6033-MONOMER
G185E-4533	Rv0408	491786	493858	G185E-4533-MONOMER
G185E-7030	Rv2781c	3087950	3088984	G185E-7030-MONOMER
G185E-7505	Rv3231c	3608364	3608873	G185E-7505-MONOMER
G185E-4986	Rv0832	924951	925364	G185E-4986-MONOMER
G185E-7991	Rv3705c	4148318	4148962	G185E-7991-MONOMER
G185E-5570	Rv1387	1561769	1563388	G185E-5570-MONOMER
G185E-6014	Rv1819c	2062809	2064728	G185E-6014-MONOMER
G185E-6515	Rv2297	2568438	2568890	G185E-6515-MONOMER
G185E-6011	Rv1816	2058256	2058960	G185E-6011-MONOMER
G185E-6509	Rv2291	2563174	2564028	G185E-6509-MONOMER
G185E-4510	Rv0386	463411	466668	G185E-4510-MONOMER
G185E-7005	Rv2756c	3068461	3070083	G185E-7005-MONOMER
G185E-7480	Rv3209	3586274	3586834	G185E-7480-MONOMER
G185E-4960	Rv0811c	905234	906340	G185E-4960-MONOMER
G185E-7970	Rv3685c	4127295	4128725	G185E-7970-MONOMER
G185E-5542	Rv1362c	1533948	1534610	G185E-5542-MONOMER
G185E-5992	Rv1797	2035483	2036703	G185E-5992-MONOMER
G185E-6483	Rv2266	2540104	2541390	G185E-6483-MONOMER
G185E-6986	Rv2737A	3051619	3051792	G185E-6986-MONOMER
G185E-7461	Rv3194c	3563264	3564286	G185E-7461-MONOMER
G185E-4940	Rv0791c	884797	885840	G185E-4940-MONOMER
G185E-7951	Rv3668c	4109783	4110481	G185E-7951-MONOMER
G185E-5518	Rv1339	1505917	1506738	G185E-5518-MONOMER
G185E-5975	Rv1779c	2012686	2014479	G185E-5975-MONOMER
G185E-6453	Rv2238c	2510715	2511176	G185E-6453-MONOMER
G185E-4468	Rv0344c	414381	414941	G185E-4468-MONOMER
G185E-6966	Rv2718c	3030413	3030877	G185E-6966-MONOMER
G185E-7436	Rv3171c	3539846	3540745	G185E-7436-MONOMER
G185E-4919	Rv0771	864140	864574	G185E-4919-MONOMER
G185E-7915	Rv3636	4075752	4076099	G185E-7915-MONOMER
G185E-5495	Rv1317c	1477628	1479118	G185E-5495-MONOMER
G185E-5954	Rv1759c	1989833	1992577	G185E-5954-MONOMER
G185E-6434	Rv2223c	2493837	2495399	G185E-6434-MONOMER
G185E-4448	Rv0324	391352	392032	G185E-4448-MONOMER
G185E-6944	Rv2696c	3012829	3013608	G185E-6944-MONOMER
G185E-7419	Rv3154	3521139	3521927	G185E-7419-MONOMER
G185E-4899	Rv0753c	844421	845953	G185E-4899-MONOMER
G185E-7897	Rv3618	4058698	4059885	G185E-7897-MONOMER
G185E-5473	Rv1299	1455495	1456568	G185E-5473-MONOMER
G185E-6418	Rv2208	2472493	2473242	G185E-6418-MONOMER
G185E-4430	Rv0307c	376573	377055	G185E-4430-MONOMER
G185E-6925	Rv2677c	2992634	2993992	G185E-6925-MONOMER
G185E-7402	Rv3137	3503393	3504175	G185E-7402-MONOMER
G185E-4878	Rv0733	826122	826667	G185E-4878-MONOMER
G185E-7879	Rv3600c	4043041	4043859	G185E-7879-MONOMER
G185E-5906	Rv1714	1941853	1942665	G185E-5906-MONOMER
G185E-6398	Rv2188c	2449993	2451150	G185E-6398-MONOMER
G185E-4411	Rv0288	351848	352138	G185E-4411-MONOMER
G185E-6901	Rv2653c	2976586	2976909	G185E-6901-MONOMER
G185E-7380	Rv3116	3482776	3483945	G185E-7380-MONOMER
G185E-4860	Rv0716	812059	812622	G185E-4860-MONOMER
G185E-7860	Rv3582c	4024344	4025039	G185E-7860-MONOMER
G185E-5432	Rv1261c	1409484	1409933	G185E-5432-MONOMER
G185E-5886	Rv1695	1918746	1919669	G185E-5886-MONOMER
G185E-6378	Rv2169c	2431565	2431969	G185E-6378-MONOMER
G185E-4393	Rv0271c	326266	328461	G185E-4393-MONOMER
G185E-6870	Rv2626c	2952562	2952993	G185E-6870-MONOMER
G185E-7361	Rv3098A	3467606	3467926	G185E-7361-MONOMER
G185E-4844	Rv0700	800487	800792	G185E-4844-MONOMER
G185E-7834	Rv3557c	3997029	3997631	G185E-7834-MONOMER
G185E-5414	Rv1243c	1384989	1386677	G185E-5414-MONOMER
G185E-6352	Rv2144c	2404165	2404521	G185E-6352-MONOMER
G185E-4368	Rv0246	296809	298119	G185E-4368-MONOMER
G185E-6851	Rv2608	2935046	2936788	G185E-6851-MONOMER
G185E-7341	Rv3079c	3441770	3442597	G185E-7341-MONOMER
G185E-4822	Rv0679c	779543	780040	G185E-4822-MONOMER
G185E-7801	Rv3524	3960755	3961786	G185E-7801-MONOMER
G185E-5395	Rv1224	1367463	1367858	G185E-5395-MONOMER
G185E-5842	Rv1652	1865576	1866634	G185E-5842-MONOMER
G185E-6329	Rv2123	2381071	2382492	G185E-6329-MONOMER
G185E-4349	Rv0229c	274306	274986	G185E-4349-MONOMER
G185E-6834	Rv2592c	2923199	2924233	G185E-6834-MONOMER
G185E-7318	Rv3057c	3417799	3418662	G185E-7318-MONOMER
G185E-4805	Rv0662c	755769	756023	G185E-4805-MONOMER
G185E-5378	Rv1208	1352144	1353118	G185E-5378-MONOMER
G185E-5824	Rv1635c	1840572	1842242	G185E-5824-MONOMER
G185E-6307	Rv2101	2360240	2363281	G185E-6307-MONOMER
G185E-4333	Rv0213c	254637	255950	G185E-4333-MONOMER
G185E-6817	Rv2575	2899339	2900220	G185E-6817-MONOMER
G185E-7300	Rv3039c	3399419	3400183	G185E-7300-MONOMER
G185E-4789	Rv0646c	740234	741139	G185E-4789-MONOMER
G185E-7760	Rv3483c	3902150	3902812	G185E-7760-MONOMER
G185E-5356	Rv1187	1329390	1331021	G185E-5356-MONOMER
G185E-5806	Rv1618	1817615	1818517	G185E-5806-MONOMER
G185E-6277	Rv2072c	2328974	2330146	G185E-6277-MONOMER
G185E-4312	Rv0192A	223607	223909	G185E-4312-MONOMER
G185E-6792	Rv2552c	2871206	2872015	G185E-6792-MONOMER
G185E-7282	Rv3022A	3380679	3380993	G185E-7282-MONOMER
G185E-4764	Rv0626	718025	718285	G185E-4764-MONOMER
G185E-7740	Rv3463	3880907	3881764	G185E-7740-MONOMER
G185E-5334	Rv1165	1294168	1296054	G185E-5334-MONOMER
G185E-5790	Rv1602	1802664	1803284	G185E-5790-MONOMER
G185E-6260	Rv2056c	2314354	2314659	G185E-6260-MONOMER
G185E-4291	Rv0173	204065	205237	G185E-4291-MONOMER
G185E-6774	Rv2535c	2859300	2860418	G185E-6774-MONOMER
G185E-7261	Rv3003c	3361130	3362986	G185E-7261-MONOMER
G185E-4739	Rv0604	700239	701189	G185E-4739-MONOMER
G185E-7724	Rv3447c	3864528	3868238	G185E-7724-MONOMER
G185E-5314	Rv1147	1274900	1275550	G185E-5314-MONOMER
G185E-5771	Rv1583c	1785912	1786310	G185E-5771-MONOMER
G185E-6237	Rv2034	2281294	2281617	G185E-6237-MONOMER
G185E-4274	Rv0157	185052	186479	G185E-4274-MONOMER
G185E-6749	Rv2512c	2828556	2829803	G185E-6749-MONOMER
G185E-7240	Rv2985	3342165	3343118	G185E-7240-MONOMER
G185E-4722	Rv0588	685928	686815	G185E-4722-MONOMER
G185E-7707	Rv3430c	3847642	3848805	G185E-7707-MONOMER
G185E-5293	Rv1127c	1249932	1251404	G185E-5293-MONOMER
G185E-8208	Rv3910	4396597	4400151	G185E-8208-MONOMER
G185E-5754	Rv1566c	1773928	1774620	G185E-5754-MONOMER
G185E-6213	Rv2011c	2258854	2259285	G185E-6213-MONOMER
G185E-4256	Rv0139	165827	166849	G185E-4256-MONOMER
G185E-6731	Rv2495c	2808758	2809939	G185E-6731-MONOMER
G185E-7221	Rv2967c	3319663	3323046	G185E-7221-MONOMER
G185E-4703	Rv0569	661003	661269	G185E-4703-MONOMER
G185E-7686	Rv3409c	3826991	3828727	G185E-7686-MONOMER
G185E-5272	Rv1107c	1233966	1234223	G185E-5272-MONOMER
G185E-8186	Rv3888c	4371681	4372706	G185E-8186-MONOMER
G185E-5738	Rv1550	1753716	1755431	G185E-5738-MONOMER
G185E-6193	Rv1991A	2234643	2234891	G185E-6193-MONOMER
G185E-6708	Rv2473	2775568	2776284	G185E-6708-MONOMER
G185E-4241	Rv0124	149533	150996	G185E-4241-MONOMER
G185E-7193	Rv2940c	3276380	3282715	G185E-7193-MONOMER
G185E-4686	Rv0553	644490	645470	G185E-4686-MONOMER
G185E-7663	Rv3387	3800786	3801463	G185E-7663-MONOMER
G185E-5253	Rv1089A	1215517	1215621	G185E-5253-MONOMER
G185E-8170	Rv3872	4350745	4351044	G185E-8170-MONOMER
G185E-5721	Rv1533	1733610	1734737	G185E-5721-MONOMER
G185E-6172	Rv1973	2217164	2217646	G185E-6172-MONOMER
G185E-7173	Rv2921c	3232871	3234139	G185E-7173-MONOMER
G185E-4668	Rv0535	626457	627251	G185E-4668-MONOMER
G185E-7643	Rv3367	3778568	3780334	G185E-7643-MONOMER
G185E-5230	Rv1068c	1190757	1192148	G185E-5230-MONOMER
G185E-5124	Rv0968	1078391	1078687	G185E-5124-MONOMER
G185E-8152	Rv3854c	4326004	4327473	G185E-8152-MONOMER
G185E-5700	Rv1512	1704093	1705061	G185E-5700-MONOMER
G185E-6153	Rv1955	2201719	2202096	G185E-6153-MONOMER
G185E-6668	Rv2437	2734376	2734795	G185E-6668-MONOMER
G185E-4201	Rv0084	92328	93278	G185E-4201-MONOMER
G185E-7155	Rv2903c	3212970	3213854	G185E-7155-MONOMER
G185E-4651	Rv0519c	611172	612074	G185E-4651-MONOMER
G185E-7622	Rv3346c	3743198	3743455	G185E-7622-MONOMER
G185E-5199	Rv1039c	1161297	1162472	G185E-5199-MONOMER
G185E-5100	Rv0945	1054247	1055008	G185E-5100-MONOMER
G185E-8130	Rv3834c	4307655	4308914	G185E-8130-MONOMER
G185E-5674	Rv1489A	1678942	1679172	G185E-5674-MONOMER
G185E-6129	Rv1932	2183372	2183869	G185E-6129-MONOMER
G185E-6640	Rv2410c	2707333	2708310	G185E-6640-MONOMER
G185E-4183	Rv0068	75301	76212	G185E-4183-MONOMER
G185E-7135	Rv2883c	3192373	3193158	G185E-7135-MONOMER
G185E-4634	Rv0502	592791	593867	G185E-4634-MONOMER
G185E-7601	Rv3325	3710433	3710759	G185E-7601-MONOMER
G185E-5183	Rv1024	1145858	1146544	G185E-5183-MONOMER
G185E-5082	Rv0927c	1033840	1034631	G185E-5082-MONOMER
G185E-8108	Rv3812	4276571	4278085	G185E-8108-MONOMER
G185E-5653	Rv1470	1658980	1659354	G185E-5653-MONOMER
G185E-6109	Rv1912c	2158087	2159091	G185E-6109-MONOMER
G185E-6618	Rv2392	2686367	2687131	G185E-6618-MONOMER
G185E-4162	Rv0048c	51828	52697	G185E-4162-MONOMER
G185E-7117	Rv2865	3177537	3177818	G185E-7117-MONOMER
G185E-4608	Rv0480c	568964	569806	G185E-4608-MONOMER
G185E-7582	Rv3308	3694864	3696468	G185E-7582-MONOMER
G185E-5165	Rv1007c	1125444	1127003	G185E-5165-MONOMER
G185E-5061	Rv0907	1010136	1011734	G185E-5061-MONOMER
G185E-8069	Rv3774	4218849	4219673	G185E-8069-MONOMER
G185E-5636	Rv1453	1638381	1639646	G185E-5636-MONOMER
G185E-6080	Rv1885c	2134273	2134872	G185E-6080-MONOMER
G185E-6600	Rv2374c	2654062	2655093	G185E-6600-MONOMER
G185E-4138	Rv0024	28362	29207	G185E-4138-MONOMER
G185E-7099	Rv2848c	3156148	3157521	G185E-7099-MONOMER
G185E-4786	Rv0643c	737268	738149	G185E-4786-MONOMER
G185E-4588	Rv0461	552026	552550	G185E-4588-MONOMER
G185E-8095	Rv3799c	4254380	4255948	G185E-8095-MONOMER
G185E-7563	Rv3289c	3670034	3670411	G185E-7563-MONOMER
G185E-4597	Rv0470c	560848	561711	G185E-4597-MONOMER
G185E-5043	Rv0889c	988740	989861	G185E-5043-MONOMER
G185E-7554	Rv3280	3662062	3663708	G185E-7554-MONOMER
G185E-5620	Rv1437	1614329	1615567	G185E-5620-MONOMER
G185E-6461	Rv2245	2518115	2519365	G185E-6461-MONOMER
G185E-6059	Rv1864c	2111354	2112109	G185E-6059-MONOMER
G185E-5668	Rv1484	1674202	1675011	G185E-5668-MONOMER
G185E-6577	Rv2351c	2630537	2632075	G185E-6577-MONOMER
G185E-5308	Rv1141c	1268203	1269009	G185E-5308-MONOMER
G185E-4118	Rv0007	9914	10828	G185E-4118-MONOMER
G185E-8097	Rv3801c	4261153	4263066	G185E-8097-MONOMER
G185E-7082	Rv2831	3137271	3138020	G185E-7082-MONOMER
G185E-4666	Rv0533c	624473	625480	G185E-4666-MONOMER
G185E-4568	Rv0443	532396	532911	G185E-4568-MONOMER
G185E-7677	Rv3400	3817239	3818027	G185E-7677-MONOMER
G185E-7543	Rv3269	3650234	3650515	G185E-7543-MONOMER
G185E-6462	Rv2246	2519396	2520712	G185E-6462-MONOMER
G185E-5022	Rv0868c	965983	966261	G185E-5022-MONOMER
G185E-6208	Rv2006	2252002	2255985	G185E-6208-MONOMER
G185E-8028	Rv3738c	4189285	4190232	G185E-8028-MONOMER
G185E-5309	Rv1142c	1269152	1269958	G185E-5309-MONOMER
G185E-5601	Rv1418	1592639	1593325	G185E-5601-MONOMER
G185E-4785	Rv0642c	736298	737203	G185E-4785-MONOMER
G185E-6554	Rv2330c	2603695	2604222	G185E-6554-MONOMER
G185E-8070	Rv3775	4219685	4220932	G185E-8070-MONOMER
G185E-7040	Rv2791c	3100202	3101581	G185E-7040-MONOMER
G185E-4279	Rv0161	190607	191956	G185E-4279-MONOMER
G185E-4547	Rv0422c	507758	508555	G185E-4547-MONOMER
G185E-6762	Rv2524c	2840123	2849332	G185E-6762-MONOMER
G185E-7519	Rv3245c	3624910	3626613	G185E-7519-MONOMER
G185E-6458	Rv2243	2516787	2517695	G185E-6458-MONOMER
G185E-8007	Rv3720	4163736	4164998	G185E-8007-MONOMER
G185E-5667	Rv1483	1673440	1674183	G185E-5667-MONOMER
G185E-5583	Rv1400c	1575834	1576796	G185E-5583-MONOMER
G185E-6029	Rv1834	2079830	2080696	G185E-6029-MONOMER
G185E-6534	Rv2310	2583435	2583779	G185E-6534-MONOMER
G185E-4529	Rv0404	483977	485734	G185E-4529-MONOMER
G185E-7027	Rv2778c	3085713	3086183	G185E-7027-MONOMER
G185E-7501	Rv3227	3603377	3604729	G185E-7501-MONOMER
G185E-4979	Rv0829	921575	921865	G185E-4979-MONOMER
G185E-7984	Rv3698	4140493	4142022	G185E-7984-MONOMER
G185E-5567	Rv1384	1557101	1560448	G185E-5567-MONOMER
G185E-6007	Rv1812c	2054157	2055359	G185E-6007-MONOMER
G185E-4506	Rv0382c	457841	458380	G185E-4506-MONOMER
G185E-7000	Rv2751	3063638	3064528	G185E-7000-MONOMER
G185E-7477	Rv3207c	3583801	3584658	G185E-7477-MONOMER
G185E-4955	Rv0806c	899732	901330	G185E-4955-MONOMER
G185E-7966	Rv3682	4121916	4124348	G185E-7966-MONOMER
G185E-5539	Rv1359	1530173	1530925	G185E-5539-MONOMER
G185E-5989	Rv1794	2031066	2031968	G185E-5989-MONOMER
G185E-6480	Rv2263	2535641	2536594	G185E-6480-MONOMER
G185E-4483	Rv0359	437518	438297	G185E-4483-MONOMER
G185E-6981	Rv2733c	3044986	3046524	G185E-6981-MONOMER
G185E-7457	Rv3191c	3557311	3558345	G185E-7457-MONOMER
G185E-4935	Rv0787	881459	882418	G185E-4935-MONOMER
G185E-7938	Rv3657c	4095540	4096115	G185E-7938-MONOMER
G185E-5511	Rv1332	1500926	1501582	G185E-5511-MONOMER
G185E-5972	Rv1776c	2009995	2010555	G185E-5972-MONOMER
G185E-6449	Rv2236c	2508434	2509375	G185E-6449-MONOMER
G185E-4465	Rv0341	409362	410801	G185E-4465-MONOMER
G185E-6963	Rv2715	3028098	3029123	G185E-6963-MONOMER
G185E-7433	Rv3168	3536102	3537238	G185E-7433-MONOMER
G185E-4916	Rv0768	860912	862381	G185E-4916-MONOMER
G185E-7911	Rv3632	4071236	4071580	G185E-7911-MONOMER
G185E-5487	Rv1313c	1468171	1469505	G185E-5487-MONOMER
G185E-5949	Rv1754c	1984979	1986670	G185E-5949-MONOMER
G185E-6431	Rv2220	2487615	2489051	G185E-6431-MONOMER
G185E-4444	Rv0320	387888	388550	G185E-4444-MONOMER
G185E-6941	Rv2693c	3010697	3011368	G185E-6941-MONOMER
G185E-4778	Rv0636	732393	732821	G185E-4778-MONOMER
G185E-7416	Rv3151	3516746	3519166	G185E-7416-MONOMER
G185E-4779	Rv0637	732825	733325	G185E-4779-MONOMER
G185E-4895	Rv0749A	841737	841874	G185E-4895-MONOMER
G185E-6745	Rv2509	2824678	2825484	G185E-6745-MONOMER
G185E-7894	Rv3615c	4054812	4055123	G185E-7894-MONOMER
G185E-4777	Rv0635	731930	732406	G185E-4777-MONOMER
G185E-5470	Rv1296	1451997	1452947	G185E-5470-MONOMER
G185E-5930	Rv1735c	1961291	1961788	G185E-5930-MONOMER
G185E-6414	Rv2204c	2468931	2469287	G185E-6414-MONOMER
G185E-4427	Rv0304c	366150	372764	G185E-4427-MONOMER
G185E-6920	Rv2672	2987682	2989268	G185E-6920-MONOMER
G185E-7399	Rv3135	3501334	3501732	G185E-7399-MONOMER
G185E-4875	Rv0730	822866	823594	G185E-4875-MONOMER
G185E-7876	Rv3597c	4040981	4041319	G185E-7876-MONOMER
G185E-5451	Rv1279	1430062	1431648	G185E-5451-MONOMER
G185E-5902	Rv1710	1938146	1938841	G185E-5902-MONOMER
G185E-8383				
G185E-6393	Rv2183c	2445415	2445810	G185E-6393-MONOMER
G185E-8088	Rv3792	4237932	4239863	G185E-8088-MONOMER
G185E-4408	Rv0285	349624	349932	G185E-4408-MONOMER
G185E-7822	Rv3545c	3984144	3985445	G185E-7822-MONOMER
G185E-6898	Rv2650c	2973795	2975234	G185E-6898-MONOMER
G185E-7675	Rv3398c	3815027	3816106	G185E-7675-MONOMER
G185E-7376	Rv3112	3479700	3479951	G185E-7376-MONOMER
G185E-7208	Rv2954c	3306666	3307391	G185E-7208-MONOMER
G185E-4857	Rv0713	809946	810887	G185E-4857-MONOMER
G185E-6463	Rv2247	2520743	2522164	G185E-6463-MONOMER
G185E-7857	Rv3579c	4021425	4022393	G185E-7857-MONOMER
G185E-5529	Rv1349	1515623	1517362	G185E-5529-MONOMER
G185E-5879	Rv1689	1913602	1914876	G185E-5879-MONOMER
G185E-5271	Rv1106c	1232844	1233956	G185E-5271-MONOMER
G185E-6374	Rv2165c	2428235	2429425	G185E-6374-MONOMER
G185E-8120	Rv3824c	4291639	4293174	G185E-8120-MONOMER
G185E-4388	Rv0266c	317525	321154	G185E-4388-MONOMER
G185E-8078	Rv3782	4228347	4229261	G185E-8078-MONOMER
G185E-6867	Rv2623	2949593	2950486	G185E-6867-MONOMER
G185E-7819	Rv3542c	3981045	3981980	G185E-7819-MONOMER
G185E-7355	Rv3093c	3461760	3462764	G185E-7355-MONOMER
G185E-7615	Rv3339c	3724615	3725844	G185E-7615-MONOMER
G185E-4838	Rv0694	793335	794525	G185E-4838-MONOMER
G185E-7205	Rv2951c	3303103	3304248	G185E-7205-MONOMER
G185E-7831	Rv3554	3992685	3994742	G185E-7831-MONOMER
G185E-6364	Rv2156c	2416396	2417475	G185E-6364-MONOMER
G185E-6347	Rv2141c	2400376	2401722	G185E-6347-MONOMER
G185E-5515	Rv1336	1503394	1504365	G185E-5515-MONOMER
G185E-4363	Rv0242c	290665	292029	G185E-4363-MONOMER
G185E-5233	Rv1071c	1195055	1196092	G185E-5233-MONOMER
G185E-6848	Rv2605c	2932297	2933142	G185E-6848-MONOMER
G185E-8105	Rv3809c	4272276	4273475	G185E-8105-MONOMER
G185E-7337	Rv3075c	3438050	3438973	G185E-7337-MONOMER
G185E-7849	Rv3571	4012417	4013493	G185E-7849-MONOMER
G185E-4819	Rv0676c	775586	778480	G185E-4819-MONOMER
G185E-7814	Rv3537	3975369	3977060	G185E-7814-MONOMER
G185E-7797	Rv3520c	3956325	3957368	G185E-7797-MONOMER
G185E-7526	Rv3252c	3630738	3631988	G185E-7526-MONOMER
G185E-5391	Rv1221	1364413	1365186	G185E-5391-MONOMER
G185E-7181	Rv2928	3242198	3242983	G185E-7181-MONOMER
G185E-5839	Rv1649	1858733	1859758	G185E-5839-MONOMER
G185E-6360	Rv2152c	2410638	2412122	G185E-6360-MONOMER
G185E-6326	Rv2120c	2379245	2379727	G185E-6326-MONOMER
G185E-5489	Rv1315	1470321	1471577	G185E-5489-MONOMER
G185E-4346	Rv0226c	269834	271564	G185E-4346-MONOMER
G185E-5050	Rv0896	999472	1000767	G185E-5050-MONOMER
G185E-6831	Rv2589	2916360	2917709	G185E-6831-MONOMER
G185E-8101	Rv3805c	4266953	4268836	G185E-8101-MONOMER
G185E-7314	Rv3053c	3414719	3414958	G185E-7314-MONOMER
G185E-7846	Rv3568c	4009297	4010199	G185E-7846-MONOMER
G185E-4802	Rv0659c	754685	754993	G185E-4802-MONOMER
G185E-7811	Rv3534c	3972552	3973592	G185E-7811-MONOMER
G185E-7774	Rv3497c	3915883	3916956	G185E-7774-MONOMER
G185E-7236	Rv2981c	3336796	3337917	G185E-7236-MONOMER
G185E-5372	Rv1202	1345260	1346324	G185E-5372-MONOMER
G185E-6921	Rv2673	2989291	2990592	G185E-6921-MONOMER
G185E-5820	Rv1631	1835013	1836236	G185E-5820-MONOMER
G185E-6081	Rv1886c	2134890	2135867	G185E-6081-MONOMER
G185E-6300	Rv2094c	2353046	2353297	G185E-6300-MONOMER
G185E-5419	Rv1248c	1389357	1393052	G185E-5419-MONOMER
G185E-4328	Rv0208c	248115	248906	G185E-4328-MONOMER
G185E-4594	Rv0467	557527	558813	G185E-4594-MONOMER
G185E-6813	Rv2571c	2894893	2895960	G185E-6813-MONOMER
G185E-8096	Rv3800c	4255945	4261146	G185E-8096-MONOMER
G185E-7296	Rv3035	3395379	3396461	G185E-7296-MONOMER
G185E-7837	Rv3560c	4000432	4001589	G185E-7837-MONOMER
G185E-4784	Rv0641	735517	736224	G185E-4784-MONOMER
G185E-7792	Rv3515c	3950824	3952470	G185E-7792-MONOMER
G185E-7757	Rv3480c	3898909	3900402	G185E-7757-MONOMER
G185E-7212	Rv2958c	3310714	3312000	G185E-7212-MONOMER
G185E-5803	Rv1615	1815253	1815693	G185E-5803-MONOMER
G185E-6686	Rv2454c	2753625	2754746	G185E-6686-MONOMER
G185E-6274	Rv2069	2326944	2327501	G185E-6274-MONOMER
