Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
ABAYE_RS13985	ABAYE_RS13985	2818908	2820986	ABAYE_RS13985-MONOMER
ABAYE_RS14145	ABAYE_RS14145	2859895	2861535	ABAYE_RS14145-MONOMER
ABAYE_RS12725	ABAYE_RS12725	2571623	2572240	ABAYE_RS12725-MONOMER
ABAYE_RS07270	ABAYE_RS07270	1429545	1430450	ABAYE_RS07270-MONOMER
ABAYE_RS02090	ABAYE_RS02090	335765	336394	ABAYE_RS02090-MONOMER
ABAYE_RS17125	ABAYE_RS17125	3497344	3498138	ABAYE_RS17125-MONOMER
ABAYE_RS18070	ABAYE_RS18070	3673544	3674758	ABAYE_RS18070-MONOMER
ABAYE_RS10955	ABAYE_RS10955	2200291	2201040	ABAYE_RS10955-MONOMER
ABAYE_RS08150	ABAYE_RS08150	1626579	1626947	ABAYE_RS08150-MONOMER
ABAYE_RS14070	ABAYE_RS14070	2840091	2841722	ABAYE_RS14070-MONOMER
ABAYE_RS00870	ABAYE_RS00870	69470	69943	ABAYE_RS00870-MONOMER
ABAYE_RS20090	ABAYE_RS20090	3913836	3914048	ABAYE_RS20090-MONOMER
ABAYE_RS02280	ABAYE_RS02280	374205	375419	ABAYE_RS02280-MONOMER
ABAYE_RS16845	ABAYE_RS16845	3433816	3434196	ABAYE_RS16845-MONOMER
ABAYE_RS08580	ABAYE_RS08580	1712287	1712967	ABAYE_RS08580-MONOMER
ABAYE_RS11855	ABAYE_RS11855	2395300	2395521	ABAYE_RS11855-MONOMER
ABAYE_RS03275	ABAYE_RS03275	556503	557318	ABAYE_RS03275-MONOMER
ABAYE_RS04520	ABAYE_RS04520	842898	843530	ABAYE_RS04520-MONOMER
ABAYE_RS03600	ABAYE_RS03600	620918	621793	ABAYE_RS03600-MONOMER
ABAYE_RS03865	ABAYE_RS03865	679752	680870	ABAYE_RS03865-MONOMER
ABAYE_RS14440	ABAYE_RS14440	2925287	2925496	ABAYE_RS14440-MONOMER
ABAYE_RS15555	ABAYE_RS15555	3155233	3157158	ABAYE_RS15555-MONOMER
ABAYE_RS02815	ABAYE_RS02815	472418	473131	ABAYE_RS02815-MONOMER
ABAYE_RS18110	ABAYE_RS18110	3678820	3679656	ABAYE_RS18110-MONOMER
ABAYE_RS05375	ABAYE_RS05375	1030715	1031965	ABAYE_RS05375-MONOMER
ABAYE_RS11410	ABAYE_RS11410	2296157	2297092	ABAYE_RS11410-MONOMER
ABAYE_RS03620	ABAYE_RS03620	624901	626187	ABAYE_RS03620-MONOMER
ABAYE_RS17715	ABAYE_RS17715	3617779	3618162	ABAYE_RS17715-MONOMER
ABAYE_RS02470	ABAYE_RS02470	415355	415936	ABAYE_RS02470-MONOMER
ABAYE_RS04400	ABAYE_RS04400	790104	791036	ABAYE_RS04400-MONOMER
ABAYE_RS09320	ABAYE_RS09320	1869363	1872359	ABAYE_RS09320-MONOMER
ABAYE_RS15430	ABAYE_RS15430	3134818	3135765	ABAYE_RS15430-MONOMER
ABAYE_RS11880	ABAYE_RS11880	2398201	2398521	ABAYE_RS11880-MONOMER
ABAYE_RS11220	ABAYE_RS11220	2256845	2257714	ABAYE_RS11220-MONOMER
ABAYE_RS15385	ABAYE_RS15385	3123318	3124247	ABAYE_RS15385-MONOMER
ABAYE_RS08750	ABAYE_RS08750	1747402	1749831	ABAYE_RS08750-MONOMER
ABAYE_RS12000	ABAYE_RS12000	2425002	2426291	ABAYE_RS12000-MONOMER
ABAYE_RS06350	ABAYE_RS06350	1265978	1266241	ABAYE_RS06350-MONOMER
ABAYE_RS00025	ABAYE_RS00025	3101	3364	ABAYE_RS00025-MONOMER
ABAYE_RS07660	ABAYE_RS07660	1516367	1518094	ABAYE_RS07660-MONOMER
ABAYE_RS04425	ABAYE_RS04425	794711	796546	ABAYE_RS04425-MONOMER
ABAYE_RS11025	ABAYE_RS11025	2214806	2215465	ABAYE_RS11025-MONOMER
ABAYE_RS15710	ABAYE_RS15710	3192262	3192831	ABAYE_RS15710-MONOMER
ABAYE_RS18360	ABAYE_RS18360	3731579	3731654	ABAYE_RS18360-tRNA
ABAYE_RS10590	ABAYE_RS10590	2128943	2129716	ABAYE_RS10590-MONOMER
ABAYE_RS00150	ABAYE_RS00150	10181	10432	ABAYE_RS00150-MONOMER
ABAYE_RS14480	ABAYE_RS14480	2934651	2935664	ABAYE_RS14480-MONOMER
ABAYE_RS04850	ABAYE_RS04850	922547	923296	ABAYE_RS04850-MONOMER
ABAYE_RS08175	ABAYE_RS08175	1630915	1631406	ABAYE_RS08175-MONOMER
ABAYE_RS13390	ABAYE_RS13390	2716554	2716955	ABAYE_RS13390-MONOMER
ABAYE_RS14860	ABAYE_RS14860	3010152	3011102	ABAYE_RS14860-MONOMER
ABAYE_RS17660	ABAYE_RS17660	3608281	3608619	ABAYE_RS17660-MONOMER
ABAYE_RS16255	ABAYE_RS16255	3307330	3308562	ABAYE_RS16255-MONOMER
ABAYE_RS10460	ABAYE_RS10460	2104741	2107455	ABAYE_RS10460-MONOMER
ABAYE_RS14435	ABAYE_RS14435	2924736	2925290	ABAYE_RS14435-MONOMER
ABAYE_RS01700	ABAYE_RS01700	253542	253985	ABAYE_RS01700-MONOMER
ABAYE_RS14280	ABAYE_RS14280	2884830	2886896	ABAYE_RS14280-MONOMER
ABAYE_RS11160	ABAYE_RS11160	2245261	2246163	ABAYE_RS11160-MONOMER
ABAYE_RS04090	ABAYE_RS04090	724624	726009	ABAYE_RS04090-MONOMER
ABAYE_RS10625	ABAYE_RS10625	2135031	2135666	ABAYE_RS10625-MONOMER
ABAYE_RS04470	ABAYE_RS04470	807762	808775	ABAYE_RS04470-MONOMER
ABAYE_RS00905	ABAYE_RS00905	77067	77750	ABAYE_RS00905-MONOMER
ABAYE_RS04680	ABAYE_RS04680	887595	888170	ABAYE_RS04680-MONOMER
ABAYE_RS02285	ABAYE_RS02285	375438	376469	ABAYE_RS02285-MONOMER
ABAYE_RS09600	ABAYE_RS09600	1924560	1926431	ABAYE_RS09600-MONOMER
ABAYE_RS06220	ABAYE_RS06220	1240254	1240739	ABAYE_RS06220-MONOMER
ABAYE_RS08385	ABAYE_RS08385	1673881	1674387	ABAYE_RS08385-MONOMER
ABAYE_RS11150	ABAYE_RS11150	2244078	2244599	ABAYE_RS11150-MONOMER
ABAYE_RS14680	ABAYE_RS14680	2977261	2977635	ABAYE_RS14680-MONOMER
ABAYE_RS19250	ABAYE_RS19250	3921366	3922421	ABAYE_RS19250-MONOMER
ABAYE_RS05310	ABAYE_RS05310	1016544	1017278	ABAYE_RS05310-MONOMER
ABAYE_RS14405	ABAYE_RS14405	2919067	2920509	ABAYE_RS14405-MONOMER
ABAYE_RS18475	ABAYE_RS18475	3752962	3753432	ABAYE_RS18475-MONOMER
ABAYE_RS18315	ABAYE_RS18315	3722192	3723451	ABAYE_RS18315-MONOMER
ABAYE_RS05330	ABAYE_RS05330	1020525	1021181	ABAYE_RS05330-MONOMER
ABAYE_RS08825	ABAYE_RS08825	1763477	1764643	ABAYE_RS08825-MONOMER
ABAYE_RS16565	ABAYE_RS16565	3372425	3372664	ABAYE_RS16565-MONOMER
ABAYE_RS03965	ABAYE_RS03965	697467	697542	ABAYE_RS03965-tRNA
ABAYE_RS14375	ABAYE_RS14375	2908503	2909831	ABAYE_RS14375-MONOMER
ABAYE_RS10350	ABAYE_RS10350	2078690	2079208	ABAYE_RS10350-MONOMER
ABAYE_RS04270	ABAYE_RS04270	764163	764597	ABAYE_RS04270-MONOMER
ABAYE_RS02225	ABAYE_RS02225	360860	363010	ABAYE_RS02225-MONOMER
ABAYE_RS09330	ABAYE_RS09330	1873793	1874233	ABAYE_RS09330-MONOMER
ABAYE_RS16015	ABAYE_RS16015	3254984	3255232	ABAYE_RS16015-MONOMER
ABAYE_RS11460	ABAYE_RS11460	2308231	2308686	ABAYE_RS11460-MONOMER
ABAYE_RS16225	ABAYE_RS16225	3301434	3302579	ABAYE_RS16225-MONOMER
ABAYE_RS10270	ABAYE_RS10270	2062266	2064050	ABAYE_RS10270-MONOMER
ABAYE_RS15185	ABAYE_RS15185	3076737	3077030	ABAYE_RS15185-MONOMER
ABAYE_RS12465	ABAYE_RS12465	2529030	2529698	ABAYE_RS12465-MONOMER
ABAYE_RS13810	ABAYE_RS13810	2783095	2784483	ABAYE_RS13810-MONOMER
ABAYE_RS10925	ABAYE_RS10925	2194554	2195453	ABAYE_RS10925-MONOMER
ABAYE_RS04620	ABAYE_RS04620	861617	863125	ABAYE_RS04620-MONOMER
ABAYE_RS11605	ABAYE_RS11605	2340346	2341149	ABAYE_RS11605-MONOMER
ABAYE_RS05760	ABAYE_RS05760	1127257	1127333	ABAYE_RS05760-tRNA
ABAYE_RS19070	ABAYE_RS19070	3884606	3885172	ABAYE_RS19070-MONOMER
ABAYE_RS12935	ABAYE_RS12935	2613582	2615786	ABAYE_RS12935-MONOMER
ABAYE_RS08700	ABAYE_RS08700	1737015	1738226	ABAYE_RS08700-MONOMER
ABAYE_RS13650	ABAYE_RS13650	2759950	2760702	ABAYE_RS13650-MONOMER
ABAYE_RS08940	ABAYE_RS08940	1788667	1790400	ABAYE_RS08940-MONOMER
ABAYE_RS06410	ABAYE_RS06410	1277771	1279129	ABAYE_RS06410-MONOMER
ABAYE_RS01805	ABAYE_RS01805	268185	268616	ABAYE_RS01805-MONOMER
ABAYE_RS16380	ABAYE_RS16380	3340451	3342148	ABAYE_RS16380-MONOMER
ABAYE_RS00975	ABAYE_RS00975	94321	95388	ABAYE_RS00975-MONOMER
ABAYE_RS04240	ABAYE_RS04240	757191	758207	ABAYE_RS04240-MONOMER
ABAYE_RS06805	ABAYE_RS06805	1342865	1343344	ABAYE_RS06805-MONOMER
ABAYE_RS15525	ABAYE_RS15525	3150156	3151607	ABAYE_RS15525-MONOMER
ABAYE_RS04825	ABAYE_RS04825	917577	918827	ABAYE_RS04825-MONOMER
ABAYE_RS10485	ABAYE_RS10485	2110114	2110275	ABAYE_RS10485-MONOMER
ABAYE_RS12160	ABAYE_RS12160	2460713	2461189	ABAYE_RS12160-MONOMER
ABAYE_RS00730	ABAYE_RS00730	45353	46465	ABAYE_RS00730-MONOMER
ABAYE_RS18710	ABAYE_RS18710	3802940	3804457	ABAYE_RS18710-MONOMER
ABAYE_RS07915	ABAYE_RS07915	1571710	1572699	ABAYE_RS07915-MONOMER
ABAYE_RS03415	ABAYE_RS03415	577089	578876	ABAYE_RS03415-MONOMER
ABAYE_RS19040	ABAYE_RS19040	3878857	3879825	ABAYE_RS19040-MONOMER
ABAYE_RS04960	ABAYE_RS04960	948880	949950	ABAYE_RS04960-MONOMER
ABAYE_RS14365	ABAYE_RS14365	2907465	2907743	ABAYE_RS14365-MONOMER
ABAYE_RS19175	ABAYE_RS19175	3904763	3905317	ABAYE_RS19175-MONOMER
ABAYE_RS01930	ABAYE_RS01930	298089	298388	ABAYE_RS01930-MONOMER
ABAYE_RS16930	ABAYE_RS16930	3447883	3448464	ABAYE_RS16930-MONOMER
ABAYE_RS01890	ABAYE_RS01890	292324	293271	ABAYE_RS01890-MONOMER
ABAYE_RS04315	ABAYE_RS04315	775290	775601	ABAYE_RS04315-MONOMER
ABAYE_RS09695	ABAYE_RS09695	1942786	1944597	ABAYE_RS09695-MONOMER
ABAYE_RS18155	ABAYE_RS18155	3685510	3685983	ABAYE_RS18155-MONOMER
ABAYE_RS17015	ABAYE_RS17015	3475180	3475887	ABAYE_RS17015-MONOMER
ABAYE_RS05115	ABAYE_RS05115	980188	980871	ABAYE_RS05115-MONOMER
ABAYE_RS05940	ABAYE_RS05940	1172312	1173922	ABAYE_RS05940-MONOMER
ABAYE_RS13685	ABAYE_RS13685	2762842	2763291	ABAYE_RS13685-MONOMER
ABAYE_RS00425	ABAYE_RS00425	72293	72511	ABAYE_RS00425-MONOMER
ABAYE_RS06485	ABAYE_RS06485	1296002	1296958	ABAYE_RS06485-MONOMER
ABAYE_RS19815	ABAYE_RS19815	2696179	2696301	ABAYE_RS19815-MONOMER
ABAYE_RS17265	ABAYE_RS17265	3527303	3527668	ABAYE_RS17265-MONOMER
ABAYE_RS18465	ABAYE_RS18465	3750822	3752366	ABAYE_RS18465-MONOMER
ABAYE_RS03805	ABAYE_RS03805	665728	667932	ABAYE_RS03805-MONOMER
ABAYE_RS02750	ABAYE_RS02750	461415	461491	ABAYE_RS02750-tRNA
ABAYE_RS01975	ABAYE_RS01975	307553	308359	ABAYE_RS01975-MONOMER
ABAYE_RS14775	ABAYE_RS14775	2997406	2997482	ABAYE_RS14775-tRNA
ABAYE_RS03950	ABAYE_RS03950	697111	697187	ABAYE_RS03950-tRNA
ABAYE_RS08860	ABAYE_RS08860	1769157	1770110	ABAYE_RS08860-MONOMER
ABAYE_RS18985	ABAYE_RS18985	3868983	3870131	ABAYE_RS18985-MONOMER
ABAYE_RS17940	ABAYE_RS17940	3650617	3651456	ABAYE_RS17940-MONOMER
ABAYE_RS07865	ABAYE_RS07865	1561119	1562702	ABAYE_RS07865-MONOMER
ABAYE_RS05495	ABAYE_RS05495	1062178	1063428	ABAYE_RS05495-MONOMER
ABAYE_RS10640	ABAYE_RS10640	2137404	2138036	ABAYE_RS10640-MONOMER
ABAYE_RS03120	ABAYE_RS03120	531734	532228	ABAYE_RS03120-MONOMER
ABAYE_RS01750	ABAYE_RS01750	261629	262024	ABAYE_RS01750-MONOMER
ABAYE_RS16635	ABAYE_RS16635	3388613	3389734	ABAYE_RS16635-MONOMER
ABAYE_RS06785	ABAYE_RS06785	1340347	1340724	ABAYE_RS06785-MONOMER
ABAYE_RS01695	ABAYE_RS01695	251609	253486	ABAYE_RS01695-MONOMER
ABAYE_RS07205	ABAYE_RS07205	1416220	1416672	ABAYE_RS07205-MONOMER
ABAYE_RS09440	ABAYE_RS09440	1898762	1899034	ABAYE_RS09440-MONOMER
ABAYE_RS14710	ABAYE_RS14710	2983225	2984850	ABAYE_RS14710-MONOMER
ABAYE_RS18220	ABAYE_RS18220	3699287	3700165	ABAYE_RS18220-MONOMER
ABAYE_RS03930	ABAYE_RS03930	695658	696026	ABAYE_RS03930-MONOMER
ABAYE_RS08590	ABAYE_RS08590	1714673	1715722	ABAYE_RS08590-MONOMER
ABAYE_RS07400	ABAYE_RS07400	1458845	1459849	ABAYE_RS07400-MONOMER
ABAYE_RS05500	ABAYE_RS05500	1063428	1064312	ABAYE_RS05500-MONOMER
ABAYE_RS06975	ABAYE_RS06975	1373561	1374796	ABAYE_RS06975-MONOMER
ABAYE_RS18830	ABAYE_RS18830	3830896	3832110	ABAYE_RS18830-MONOMER
ABAYE_RS18820	ABAYE_RS18820	3828793	3829677	ABAYE_RS18820-MONOMER
ABAYE_RS05110	ABAYE_RS05110	979758	980174	ABAYE_RS05110-MONOMER
ABAYE_RS19205	ABAYE_RS19205	3912208	3913329	ABAYE_RS19205-MONOMER
ABAYE_RS14040	ABAYE_RS14040	2832723	2833340	ABAYE_RS14040-MONOMER
ABAYE_RS11685	ABAYE_RS11685	2358493	2359302	ABAYE_RS11685-MONOMER
ABAYE_RS09960	ABAYE_RS09960	1999629	2000687	ABAYE_RS09960-MONOMER
ABAYE_RS18740	ABAYE_RS18740	3810459	3811724	ABAYE_RS18740-MONOMER
ABAYE_RS12325	ABAYE_RS12325	2494775	2495293	ABAYE_RS12325-MONOMER
ABAYE_RS19920	ABAYE_RS19920	3620039	3620218	ABAYE_RS19920-MONOMER
ABAYE_RS04100	ABAYE_RS04100	727099	727716	ABAYE_RS04100-MONOMER
ABAYE_RS19675	ABAYE_RS19675	1875234	1875425	ABAYE_RS19675-MONOMER
ABAYE_RS19475	ABAYE_RS19475	2997547	2997901	ABAYE_RS19475-RNA
ABAYE_RS15625	ABAYE_RS15625	3172217	3172331	ABAYE_RS15625-rRNA
ABAYE_RS11765	ABAYE_RS11765	2376797	2377180	ABAYE_RS11765-MONOMER
ABAYE_RS14790	ABAYE_RS14790	2998821	2999297	ABAYE_RS14790-MONOMER
ABAYE_RS13140	ABAYE_RS13140	2661068	2661748	ABAYE_RS13140-MONOMER
ABAYE_RS08000	ABAYE_RS08000	1592956	1593984	ABAYE_RS08000-MONOMER
ABAYE_RS05180	ABAYE_RS05180	992038	992454	ABAYE_RS05180-MONOMER
ABAYE_RS00200	ABAYE_RS00200	20005	20307	ABAYE_RS00200-MONOMER
ABAYE_RS14845	ABAYE_RS14845	3009779	3009853	ABAYE_RS14845-tRNA
ABAYE_RS11770	ABAYE_RS11770	2377177	2378634	ABAYE_RS11770-MONOMER
ABAYE_RS07280	ABAYE_RS07280	1431070	1432950	ABAYE_RS07280-MONOMER
ABAYE_RS13510	ABAYE_RS13510	2741207	2741665	ABAYE_RS13510-MONOMER
ABAYE_RS01825	ABAYE_RS01825	273348	275696	ABAYE_RS01825-MONOMER
ABAYE_RS04115	ABAYE_RS04115	730675	731709	ABAYE_RS04115-MONOMER
ABAYE_RS14700	ABAYE_RS14700	2981329	2982189	ABAYE_RS14700-MONOMER
ABAYE_RS18810	ABAYE_RS18810	3824770	3827376	ABAYE_RS18810-MONOMER
ABAYE_RS09155	ABAYE_RS09155	1829862	1830674	ABAYE_RS09155-MONOMER
ABAYE_RS03985	ABAYE_RS03985	702049	704223	ABAYE_RS03985-MONOMER
ABAYE_RS18600	ABAYE_RS18600	3774923	3775765	ABAYE_RS18600-MONOMER
ABAYE_RS18935	ABAYE_RS18935	3857497	3857925	ABAYE_RS18935-MONOMER
ABAYE_RS03085	ABAYE_RS03085	526674	527867	ABAYE_RS03085-MONOMER
ABAYE_RS01115	ABAYE_RS01115	126365	127942	ABAYE_RS01115-MONOMER
ABAYE_RS14545	ABAYE_RS14545	2948856	2949179	ABAYE_RS14545-MONOMER
ABAYE_RS00415	ABAYE_RS00415	70940	71872	ABAYE_RS00415-MONOMER
ABAYE_RS19905	ABAYE_RS19905	3348149	3349239	ABAYE_RS19905-MONOMER
ABAYE_RS06700	ABAYE_RS06700	1319748	1319978	ABAYE_RS06700-MONOMER
ABAYE_RS15565	ABAYE_RS15565	3158503	3160173	ABAYE_RS15565-MONOMER
ABAYE_RS01520	ABAYE_RS01520	219834	220508	ABAYE_RS01520-MONOMER
ABAYE_RS18260	ABAYE_RS18260	3709299	3710618	ABAYE_RS18260-MONOMER
ABAYE_RS15050	ABAYE_RS15050	3047477	3048421	ABAYE_RS15050-MONOMER
ABAYE_RS06655	ABAYE_RS06655	1316206	1316862	ABAYE_RS06655-MONOMER
ABAYE_RS06815	ABAYE_RS06815	1344445	1345032	ABAYE_RS06815-MONOMER
ABAYE_RS11790	ABAYE_RS11790	2383160	2384197	ABAYE_RS11790-MONOMER
ABAYE_RS17085	ABAYE_RS17085	3491203	3491604	ABAYE_RS17085-MONOMER
ABAYE_RS06910	ABAYE_RS06910	1361507	1363075	ABAYE_RS06910-MONOMER
ABAYE_RS01540	ABAYE_RS01540	224038	224361	ABAYE_RS01540-MONOMER
ABAYE_RS09680	ABAYE_RS09680	1938383	1939141	ABAYE_RS09680-MONOMER
ABAYE_RS11590	ABAYE_RS11590	2334503	2335405	ABAYE_RS11590-MONOMER
ABAYE_RS04790	ABAYE_RS04790	910252	910644	ABAYE_RS04790-MONOMER
ABAYE_RS06250	ABAYE_RS06250	1244748	1245749	ABAYE_RS06250-MONOMER
ABAYE_RS09555	ABAYE_RS09555	1913718	1914950	ABAYE_RS09555-MONOMER
ABAYE_RS00295	ABAYE_RS00295	40251	40559	ABAYE_RS00295-MONOMER
ABAYE_RS09265	ABAYE_RS09265	1856106	1856825	ABAYE_RS09265-MONOMER
ABAYE_RS12600	ABAYE_RS12600	2552157	2552789	ABAYE_RS12600-MONOMER
ABAYE_RS18255	ABAYE_RS18255	3706927	3709146	ABAYE_RS18255-MONOMER
ABAYE_RS19010	ABAYE_RS19010	3873653	3874366	ABAYE_RS19010-MONOMER
ABAYE_RS06770	ABAYE_RS06770	1335694	1336002	ABAYE_RS06770-MONOMER
ABAYE_RS10240	ABAYE_RS10240	2054223	2054837	ABAYE_RS10240-MONOMER
ABAYE_RS19330	ABAYE_RS19330	3934903	3935223	ABAYE_RS19330-MONOMER
ABAYE_RS11710	ABAYE_RS11710	2364638	2365453	ABAYE_RS11710-MONOMER
ABAYE_RS16610	ABAYE_RS16610	3381472	3383382	ABAYE_RS16610-MONOMER
ABAYE_RS08765	ABAYE_RS08765	1751482	1751895	ABAYE_RS08765-MONOMER
ABAYE_RS18195	ABAYE_RS18195	3693499	3695409	ABAYE_RS18195-MONOMER
ABAYE_RS02705	ABAYE_RS02705	450335	450724	ABAYE_RS02705-MONOMER
ABAYE_RS19620	ABAYE_RS19620	1211772	1212862	ABAYE_RS19620-MONOMER
ABAYE_RS19530	ABAYE_RS19530	75284	75460	ABAYE_RS19530-MONOMER
ABAYE_RS07635	ABAYE_RS07635	1512400	1512906	ABAYE_RS07635-MONOMER
ABAYE_RS18420	ABAYE_RS18420	3742725	3743633	ABAYE_RS18420-MONOMER
ABAYE_RS11380	ABAYE_RS11380	2289236	2289973	ABAYE_RS11380-MONOMER
ABAYE_RS02125	ABAYE_RS02125	344358	344840	ABAYE_RS02125-MONOMER
ABAYE_RS18960	ABAYE_RS18960	3863455	3864024	ABAYE_RS18960-MONOMER
ABAYE_RS17810	ABAYE_RS17810	3628463	3629167	ABAYE_RS17810-MONOMER
ABAYE_RS10225	ABAYE_RS10225	2049917	2051440	ABAYE_RS10225-MONOMER
ABAYE_RS00095	ABAYE_RS00095	1907	2224	ABAYE_RS00095-MONOMER
ABAYE_RS10550	ABAYE_RS10550	2122992	2124113	ABAYE_RS10550-MONOMER
ABAYE_RS00715	ABAYE_RS00715	40503	41603	ABAYE_RS00715-MONOMER
ABAYE_RS09375	ABAYE_RS09375	1881782	1882807	ABAYE_RS09375-MONOMER
ABAYE_RS12445	ABAYE_RS12445	2524130	2526775	ABAYE_RS12445-MONOMER
ABAYE_RS05590	ABAYE_RS05590	1085536	1087068	ABAYE_RS05590-MONOMER
ABAYE_RS07330	ABAYE_RS07330	1441767	1442150	ABAYE_RS07330-MONOMER
ABAYE_RS11210	ABAYE_RS11210	2255153	2255887	ABAYE_RS11210-MONOMER
ABAYE_RS14320	ABAYE_RS14320	2896560	2897894	ABAYE_RS14320-MONOMER
ABAYE_RS19225	ABAYE_RS19225	3916082	3917332	ABAYE_RS19225-MONOMER
ABAYE_RS10480	ABAYE_RS10480	2109661	2110074	ABAYE_RS10480-MONOMER
ABAYE_RS08330	ABAYE_RS08330	1659018	1660268	ABAYE_RS08330-MONOMER
ABAYE_RS07150	ABAYE_RS07150	1405852	1407051	ABAYE_RS07150-MONOMER
ABAYE_RS10870	ABAYE_RS10870	2183521	2184261	ABAYE_RS10870-MONOMER
ABAYE_RS08785	ABAYE_RS08785	1754723	1755967	ABAYE_RS08785-MONOMER
ABAYE_RS11085	ABAYE_RS11085	2226034	2226666	ABAYE_RS11085-MONOMER
ABAYE_RS01275	ABAYE_RS01275	160655	161752	ABAYE_RS01275-MONOMER
ABAYE_RS04875	ABAYE_RS04875	929414	930394	ABAYE_RS04875-MONOMER
ABAYE_RS09775	ABAYE_RS09775	1958455	1959704	ABAYE_RS09775-MONOMER
ABAYE_RS04890	ABAYE_RS04890	932538	933608	ABAYE_RS04890-MONOMER
ABAYE_RS11440	ABAYE_RS11440	2301514	2301798	ABAYE_RS11440-MONOMER
ABAYE_RS10805	ABAYE_RS10805	2173602	2173850	ABAYE_RS10805-MONOMER
ABAYE_RS12055	ABAYE_RS12055	2435948	2436235	ABAYE_RS12055-MONOMER
ABAYE_RS15970	ABAYE_RS15970	3246077	3246760	ABAYE_RS15970-MONOMER
ABAYE_RS16175	ABAYE_RS16175	3292674	3294080	ABAYE_RS16175-MONOMER
ABAYE_RS12730	ABAYE_RS12730	2572307	2572852	ABAYE_RS12730-MONOMER
ABAYE_RS02805	ABAYE_RS02805	471124	471717	ABAYE_RS02805-MONOMER
ABAYE_RS13225	ABAYE_RS13225	2679956	2680783	ABAYE_RS13225-MONOMER
ABAYE_RS07560	ABAYE_RS07560	1499635	1500069	ABAYE_RS07560-MONOMER
ABAYE_RS10545	ABAYE_RS10545	2122482	2122985	ABAYE_RS10545-MONOMER
ABAYE_RS08650	ABAYE_RS08650	1727205	1728050	ABAYE_RS08650-MONOMER
ABAYE_RS15730	ABAYE_RS15730	3195841	3197361	ABAYE_RS15730-MONOMER
ABAYE_RS08905	ABAYE_RS08905	1782601	1783272	ABAYE_RS08905-MONOMER
ABAYE_RS17420	ABAYE_RS17420	3559093	3559929	ABAYE_RS17420-MONOMER
ABAYE_RS12345	ABAYE_RS12345	2497926	2500115	ABAYE_RS12345-MONOMER
ABAYE_RS17450	ABAYE_RS17450	3564025	3564792	ABAYE_RS17450-MONOMER
ABAYE_RS01915	ABAYE_RS01915	296230	296305	ABAYE_RS01915-tRNA
ABAYE_RS09105	ABAYE_RS09105	1823857	1824336	ABAYE_RS09105-MONOMER
ABAYE_RS17710	ABAYE_RS17710	3617459	3617722	ABAYE_RS17710-MONOMER
ABAYE_RS15985	ABAYE_RS15985	3250833	3251213	ABAYE_RS15985-MONOMER
ABAYE_RS09790	ABAYE_RS09790	1962757	1963542	ABAYE_RS09790-MONOMER
ABAYE_RS06530	ABAYE_RS06530	1302315	1303466	ABAYE_RS06530-MONOMER
ABAYE_RS07530	ABAYE_RS07530	1486623	1487258	ABAYE_RS07530-MONOMER
ABAYE_RS10165	ABAYE_RS10165	2038314	2038610	ABAYE_RS10165-MONOMER
ABAYE_RS18630	ABAYE_RS18630	3777836	3779701	ABAYE_RS18630-MONOMER
ABAYE_RS09385	ABAYE_RS09385	1883328	1884413	ABAYE_RS09385-MONOMER
ABAYE_RS15775	ABAYE_RS15775	3205906	3206265	ABAYE_RS15775-MONOMER
