id	me_id	name	formula	compartment	type
3ocvac11eACP_c	ACP_mod_pan4p(1)_mod_3ocvac11e(1)				REPLACE
3oddecACP_c	ACP_mod_pan4p(1)_mod_3oddec(1)				REPLACE
3odecACP_c	ACP_mod_pan4p(1)_mod_3odec(1)				REPLACE
3ohexACP_c	ACP_mod_pan4p(1)_mod_3ohex(1)				REPLACE
3omrsACP_c	ACP_mod_pan4p(1)_mod_3omrs(1)				REPLACE
3ooctACP_c	ACP_mod_pan4p(1)_mod_3ooct(1)				REPLACE
3ooctdACP_c	ACP_mod_pan4p(1)_mod_3ooctd(1)				REPLACE
3opalmACP_c	ACP_mod_pan4p(1)_mod_3opalm(1)				REPLACE
acACP_c	ACP_mod_pan4p(1)_mod_ac(1)				REPLACE
actACP_c	ACP_mod_pan4p(1)_mod_act(1)				REPLACE
butACP_c	ACP_mod_pan4p(1)_mod_but(1)				REPLACE
but2eACP_c	ACP_mod_pan4p(1)_mod_but2e(1)				REPLACE
cddec5eACP_c	ACP_mod_pan4p(1)_mod_cddec5e(1)				REPLACE
cdec3eACP_c	ACP_mod_pan4p(1)_mod_cdec3e(1)				REPLACE
dcaACP_c	ACP_mod_pan4p(1)_mod_dca(1)				REPLACE
ddcaACP_c	ACP_mod_pan4p(1)_mod_ddca(1)				REPLACE
egmeACP_c	ACP_mod_pan4p(1)_mod_egme(1)				REPLACE
epmeACP_c	ACP_mod_pan4p(1)_mod_epme(1)				REPLACE
gmeACP_c	ACP_mod_pan4p(1)_mod_gme(1)				REPLACE
hdeACP_c	ACP_mod_pan4p(1)_mod_hde(1)				REPLACE
hexACP_c	ACP_mod_pan4p(1)_mod_hex(1)				REPLACE
hgmeACP_c	ACP_mod_pan4p(1)_mod_hgme(1)				REPLACE
hpmeACP_c	ACP_mod_pan4p(1)_mod_hpme(1)				REPLACE
malACP_c	ACP_mod_pan4p(1)_mod_mal(1)				REPLACE
myrsACP_c	ACP_mod_pan4p(1)_mod_myrs(1)				REPLACE
ocACP_c	ACP_mod_pan4p(1)_mod_oc(1)				REPLACE
ocdcaACP_c	ACP_mod_pan4p(1)_mod_ocdca(1)				REPLACE
octeACP_c	ACP_mod_pan4p(1)_mod_octe(1)				REPLACE
ogmeACP_c	ACP_mod_pan4p(1)_mod_ogme(1)				REPLACE
opmeACP_c	ACP_mod_pan4p(1)_mod_opme(1)				REPLACE
palmACP_c	ACP_mod_pan4p(1)_mod_palm(1)				REPLACE
pimACP_c	ACP_mod_pan4p(1)_mod_pim(1)				REPLACE
pmeACP_c	ACP_mod_pan4p(1)_mod_pme(1)				REPLACE
t3c11vaceACP_c	ACP_mod_pan4p(1)_mod_t3c11vace(1)				REPLACE
t3c5ddeceACP_c	ACP_mod_pan4p(1)_mod_t3c5ddece(1)				REPLACE
t3c7mrseACP_c	ACP_mod_pan4p(1)_mod_t3c7mrse(1)				REPLACE
t3c9palmeACP_c	ACP_mod_pan4p(1)_mod_t3c9palme(1)				REPLACE
tddec2eACP_c	ACP_mod_pan4p(1)_mod_tddec2e(1)				REPLACE
tdeACP_c	ACP_mod_pan4p(1)_mod_tde(1)				REPLACE
tdec2eACP_c	ACP_mod_pan4p(1)_mod_tdec2e(1)				REPLACE
thex2eACP_c	ACP_mod_pan4p(1)_mod_thex2e(1)				REPLACE
tmrs2eACP_c	ACP_mod_pan4p(1)_mod_tmrs2e(1)				REPLACE
toct2eACP_c	ACP_mod_pan4p(1)_mod_toct2e(1)				REPLACE
toctd2eACP_c	ACP_mod_pan4p(1)_mod_toctd2e(1)				REPLACE
tpalm2eACP_c	ACP_mod_pan4p(1)_mod_tpalm2e(1)				REPLACE
iscs_c	CLJU_RS05940-MONOMER_mod_pydx5p(2)				REPLACE
iscssh_c	CLJU_RS05940-MONOMER_mod_pydx5p(2)_mod_SH(1)				REPLACE
iscu_c	CLJU_RS05945-MONOMER				REPLACE
trdrd_c	generic_thioredoxin				REPLACE
trdox_c	generic_thioredoxin_mod_Oxidized(1)				REPLACE
fdxr__42_c	generic_ferredoxin				REPLACE
fdxo__42_c	generic_ferredoxin_mod_Oxidized(1)				REPLACE
3hcpalm9eACP_c	ACP_mod_pan4p(1)_mod_3hcpalm9e(1)				REPLACE
3ocpalm9eACP_c	ACP_mod_pan4p(1)_mod_3ocpalm9e(1)				REPLACE

mecfsp_c	AcsCD_CPLX_mod_ch3(1)				REPLACE
cfesp_c	AcsCD_CPLX				REPLACE
lpro_c				REMOVE
alpro_c				REMOVE
dhlpro_c				REMOVE
