Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
HP_RS06615	HP1340	1399533	1399922	HP_RS06615-MONOMER
HP_RS04460	HP0913	966746	968335	HP_RS04460-MONOMER
HP_RS01890	HP0384	394337	395089	HP_RS01890-MONOMER
HP_RS06520	HP1321	1381426	1382514	HP_RS06520-MONOMER
HP_RS04340	HP0890	944087	944935	HP_RS04340-MONOMER
HP_RS01775	HP0361	371188	371916	HP_RS01775-MONOMER
HP_RS06440	HP1305	1374460	1374855	HP_RS06440-MONOMER
HP_RS04225	HP0866	917923	918417	HP_RS04225-MONOMER
HP_RS01635	HP0331	346571	347377	HP_RS01635-MONOMER
HP_RS06350	HP1287	1363131	1363784	HP_RS06350-MONOMER
HP_RS04120	HP0844	895171	895980	HP_RS04120-MONOMER
HP_RS01530	HP0310	326681	327562	HP_RS01530-MONOMER
HP_RS06265	HP1270	1342665	1342967	HP_RS06265-MONOMER
HP_RS04005	HP0821	873393	875177	HP_RS04005-MONOMER
HP_RS01445	HP0293	309151	310830	HP_RS01445-MONOMER
HP_RS03900	HP0801	856324	856545	HP_RS03900-MONOMER
HP_RS01380	HP0280	287766	288752	HP_RS01380-MONOMER
HP_RS03805	HP0781	835102	836391	HP_RS03805-MONOMER
HP_RS01270	HP0258	267021	268067	HP_RS01270-MONOMER
HP_RS03695	HP0758	811424	812737	HP_RS03695-MONOMER
HP_RS03680	HP0754	809303	809542	HP_RS03680-MONOMER
HP_RS06130	HP1243	1317838	1320039	HP_RS06130-MONOMER
HP_RS01145	HP0233	242677	243849	HP_RS01145-MONOMER
HP_RS03595	HP0739	794021	794746	HP_RS03595-MONOMER
HP_RS06045	HP1225	1301104	1301496	HP_RS06045-MONOMER
HP_RS01055	HP0215	223891	224691	HP_RS01055-MONOMER
HP_RS03495	HP0717	770469	772205	HP_RS03495-MONOMER
HP_RS05925	HP1204	1280485	1280643	HP_RS05925-MONOMER
HP_RS00945	HP0194	200992	201696	HP_RS00945-MONOMER
HP_RS03385	HP0692	742440	743063	HP_RS03385-MONOMER
HP_RS05825	HP1185	1254325	1255500	HP_RS05825-MONOMER
HP_RS00855	HP0175	181865	182764	HP_RS00855-MONOMER
HP_RS03260	HP0661	709533	709964	HP_RS03260-MONOMER
HP_RS07860	HP1588	1666029	1666790	HP_RS07860-MONOMER
HP_RS05730	HP1166	1230660	1232297	HP_RS05730-MONOMER
HP_RS00755	HP0153	162928	163971	HP_RS00755-MONOMER
HP_RS03165	HP0642	687928	688581	HP_RS03165-MONOMER
HP_RS07760	HP1568	1650094	1650645	HP_RS07760-MONOMER
HP_RS05645	HP1149	1212299	1212853	HP_RS05645-MONOMER
HP_RS00655	HP0132	142227	143594	HP_RS00655-MONOMER
HP_RS03060	HP0621	666410	668659	HP_RS03060-MONOMER
HP_RS07665	HP1550	1629255	1630832	HP_RS07665-MONOMER
HP_RS05550	HP1130	1193311	1193880	HP_RS05550-MONOMER
HP_RS00560	HP0110	118254	118823	HP_RS00560-MONOMER
HP_RS02960	HP0600	635337	637118	HP_RS02960-MONOMER
HP_RS07545	HP1526	1605024	1605776	HP_RS07545-MONOMER
HP_RS05440	HP1108	1170138	1170698	HP_RS05440-MONOMER
HP_RS00450	HP0089	95191	95886	HP_RS00450-MONOMER
HP_RS02875	HP0584	614856	615227	HP_RS02875-MONOMER
HP_RS07430	HP1501	1573068	1574231	HP_RS07430-MONOMER
HP_RS05330	HP1084	1143527	1144450	HP_RS05330-MONOMER
HP_RS00355	HP0070	74233	74745	HP_RS00355-MONOMER
HP_RS02785	HP0566	598047	598868	HP_RS02785-MONOMER
HP_RS07340	HP1482	1556249	1556509	HP_RS07340-MONOMER
HP_RS05215	HP1061	1122276	1123037	HP_RS05215-MONOMER
HP_RS00230	HP0044	42105	43250	HP_RS00230-MONOMER
HP_RS02680	HP0545	578115	578738	HP_RS02680-MONOMER
HP_RS07240	HP1462	1533923	1534510	HP_RS07240-MONOMER
HP_RS05130	HP1044	1105773	1106885	HP_RS05130-MONOMER
HP_RS00125	HP0021	20569	21141	HP_RS00125-MONOMER
HP_RS02600	HP0528	560004	561572	HP_RS02600-MONOMER
HP_RS07155	HP1445	1516045	1516497	HP_RS07155-MONOMER
HP_RS05045	HP1027	1090212	1090664	HP_RS05045-MONOMER
HP_RS00005	HP0001	217	633	HP_RS00005-MONOMER
HP_RS02510	HP0509	535211	536590	HP_RS02510-MONOMER
HP_RS07035	HP1421	1490990	1491904	HP_RS07035-MONOMER
HP_RS04910	HP1000	1062687	1063343	HP_RS04910-MONOMER
HP_RS02425	HP0490	517000	518136	HP_RS02425-MONOMER
HP_RS06920	HP1401	1464048	1464755	HP_RS06920-MONOMER
HP_RS04755	HP0972	1032528	1034633	HP_RS04755-MONOMER
HP_RS02325	HP0470	490975	492711	HP_RS02325-MONOMER
HP_RS06795	HP1376	1440245	1440724	HP_RS06795-MONOMER
HP_RS04660	HP0952	1012263	1012919	HP_RS04660-MONOMER
HP_RS02085	HP0421	435098	436267	HP_RS02085-MONOMER
HP_RS06700	HP1356	1417889	1418899	HP_RS06700-MONOMER
HP_RS04535	HP0930	992713	993516	HP_RS04535-MONOMER
HP_RS01970	HP0400	411222	412046	HP_RS01970-MONOMER
HP_RS06600	HP1337	1397819	1398334	HP_RS06600-MONOMER
HP_RS04445	HP0910	961476	962627	HP_RS04445-MONOMER
HP_RS01870	HP0380	390125	391471	HP_RS01870-MONOMER
HP_RS06505	HP1318	1379608	1380255	HP_RS06505-MONOMER
HP_RS04325	HP0887	938415	942287	HP_RS04325-MONOMER
HP_RS01745	HP0356	366226	366984	HP_RS01745-MONOMER
HP_RS06425	HP1302	1373085	1373528	HP_RS06425-MONOMER
HP_RS04205	HP0862	914534	915205	HP_RS04205-MONOMER
HP_RS01615	HP0328	343588	344526	HP_RS01615-MONOMER
HP_RS06335	HP1284	1360547	1361587	HP_RS06335-MONOMER
HP_RS04100	HP0840	891500	892483	HP_RS04100-MONOMER
HP_RS01510	HP0306	323725	325017	HP_RS01510-MONOMER
HP_RS06250	HP1267	1340465	1341454	HP_RS06250-MONOMER
HP_RS03975	HP0816	869157	869930	HP_RS03975-MONOMER
HP_RS01430	HP0290	306753	307970	HP_RS01430-MONOMER
HP_RS03885	HP0798	854858	855334	HP_RS03885-MONOMER
HP_RS01365	HP0277	285032	285286	HP_RS01365-MONOMER
HP_RS03785	HP0777	830282	831004	HP_RS03785-MONOMER
HP_RS01255	HP0255	264709	265944	HP_RS01255-MONOMER
HP_RS01230	HP0250	258801	260351	HP_RS01230-MONOMER
HP_RS03665	HP0751	806464	806823	HP_RS03665-MONOMER
HP_RS06115	HP1240	1313614	1314186	HP_RS06115-MONOMER
HP_RS01130	HP0230	240354	241085	HP_RS01130-MONOMER
HP_RS03580	HP0736	791168	792277	HP_RS03580-MONOMER
HP_RS06030	HP1222	1297129	1299969	HP_RS06030-MONOMER
HP_RS01040	HP0212	219098	220249	HP_RS01040-MONOMER
HP_RS03480	HP0714	768089	769333	HP_RS03480-MONOMER
HP_RS05905	HP1202	1279048	1279473	HP_RS05905-MONOMER
HP_RS00930	HP0191	197126	197863	HP_RS00930-MONOMER
HP_RS03365	HP0687	737394	739322	HP_RS03365-MONOMER
HP_RS05810	HP1182	1250838	1251599	HP_RS05810-MONOMER
HP_RS00840	HP0172	178712	179887	HP_RS00840-MONOMER
HP_RS03235	HP0656	703487	704548	HP_RS03235-MONOMER
HP_RS07835	HP1583	1661400	1662323	HP_RS07835-MONOMER
HP_RS05710	HP1162	1227531	1228112	HP_RS05710-MONOMER
HP_RS00725	HP0147	158742	159602	HP_RS00725-MONOMER
HP_RS03145	HP0638	684774	685691	HP_RS03145-MONOMER
HP_RS07740	HP1564	1645960	1646775	HP_RS07740-MONOMER
HP_RS05615	HP1143	1205325	1206626	HP_RS05615-MONOMER
HP_RS00630	HP0125	137569	137763	HP_RS00630-MONOMER
HP_RS03045	HP_RS03045	664443	665048	HP_RS03045-MONOMER
HP_RS07640	HP1545	1623814	1624998	HP_RS07640-MONOMER
HP_RS05530	HP1125	1190157	1190696	HP_RS05530-MONOMER
HP_RS00540	HP0106	113333	114475	HP_RS00540-MONOMER
HP_RS02945	HP0597	630840	632819	HP_RS02945-MONOMER
HP_RS07505	HP1517	1590649	1594488	HP_RS07505-MONOMER
HP_RS05415	HP1103	1164156	1165166	HP_RS05415-MONOMER
HP_RS00435	HP0086	90152	91504	HP_RS00435-MONOMER
HP_RS02855	HP0580	610903	612021	HP_RS02855-MONOMER
HP_RS07410	HP1496	1569509	1570045	HP_RS07410-MONOMER
HP_RS05310	HP1080	1138896	1139465	HP_RS05310-MONOMER
HP_RS00340	HP0067	72021	72818	HP_RS00340-MONOMER
HP_RS02765	HP0562	595289	595501	HP_RS02765-MONOMER
HP_RS07320	HP1478	1549611	1551659	HP_RS07320-MONOMER
HP_RS05200	HP1058	1119911	1120723	HP_RS05200-MONOMER
HP_RS00200	HP0037	36556	37611	HP_RS00200-MONOMER
HP_RS02665	HP0542	573864	574292	HP_RS02665-MONOMER
HP_RS07225	HP1459	1528141	1528929	HP_RS07225-MONOMER
HP_RS05115	HP1041	1100927	1103128	HP_RS05115-MONOMER
HP_RS00110	HP0018	16932	18272	HP_RS00110-MONOMER
HP_RS02585	HP0525	552472	553464	HP_RS02585-MONOMER
HP_RS07140	HP1442	1514554	1514784	HP_RS07140-MONOMER
HP_RS05030	HP1024	1087633	1088499	HP_RS05030-MONOMER
HP_RS02495	HP0506	531991	533202	HP_RS02495-MONOMER
HP_RS07020	HP1418	1488625	1489404	HP_RS07020-MONOMER
HP_RS04885	HP0995	1056158	1057225	HP_RS04885-MONOMER
HP_RS02405	HP0486	509352	510938	HP_RS02405-MONOMER
HP_RS06905	HP1398	1458582	1459724	HP_RS06905-MONOMER
HP_RS04740	HP0969	1027102	1030161	HP_RS04740-MONOMER
HP_RS02300	HP0465	485990	487885	HP_RS02300-MONOMER
HP_RS06780	HP1373	1437001	1438044	HP_RS06780-MONOMER
HP_RS04645	HP0949	1010222	1010674	HP_RS04645-MONOMER
HP_RS02065	HP0417	430899	432851	HP_RS02065-MONOMER
HP_RS06665	HP1350	1409757	1411121	HP_RS06665-MONOMER
HP_RS04520	HP0927	990296	991246	HP_RS04520-MONOMER
HP_RS01950	HP0396	405404	407254	HP_RS01950-MONOMER
HP_RS06585	HP1334	1395156	1395830	HP_RS06585-MONOMER
HP_RS04425	HP0906	956485	958068	HP_RS04425-MONOMER
HP_RS01855	HP0377	385340	386005	HP_RS01855-MONOMER
HP_RS06490	HP1315	1378184	1378465	HP_RS06490-MONOMER
HP_RS04310	HP0884	933395	935239	HP_RS04310-MONOMER
HP_RS01730	HP0353	361777	362553	HP_RS01730-MONOMER
HP_RS06410	HP1299	1370598	1371359	HP_RS06410-MONOMER
HP_RS04190	HP0859	912291	913283	HP_RS04190-MONOMER
HP_RS01600	HP0325	340832	341545	HP_RS01600-MONOMER
HP_RS06320	HP1281	1356686	1357270	HP_RS06320-MONOMER
HP_RS04060	HP0832	884232	885020	HP_RS04060-MONOMER
HP_RS01495	HP0303	320804	321886	HP_RS01495-MONOMER
HP_RS06230	HP1263	1335492	1336721	HP_RS06230-MONOMER
HP_RS03960	HP0813	866980	867597	HP_RS03960-MONOMER
HP_RS01415	HP0287	296953	297471	HP_RS01415-MONOMER
HP_RS03865	HP0794	851017	851604	HP_RS03865-MONOMER
HP_RS01330	HP0270	279998	280651	HP_RS01330-MONOMER
HP_RS03770	HP0774	826470	827678	HP_RS03770-MONOMER
HP_RS06195	HP1256	1331404	1331961	HP_RS06195-MONOMER
HP_RS01210	HP0246	254368	255396	HP_RS01210-MONOMER
HP_RS03650	HP0748	803712	804383	HP_RS03650-MONOMER
HP_RS06100	HP1236	1310312	1310863	HP_RS06100-MONOMER
HP_RS01110	HP0227	234973	237048	HP_RS01110-MONOMER
HP_RS03560	HP0731	785676	787397	HP_RS03560-MONOMER
HP_RS06015	HP1218	1294117	1295391	HP_RS06015-MONOMER
HP_RS01025	HP0209	214745	216097	HP_RS01025-MONOMER
HP_RS03450	HP0707	761272	762198	HP_RS03450-MONOMER
HP_RS05890	HP1199	1277273	1277650	HP_RS05890-MONOMER
HP_RS00910	HP0186	193210	194454	HP_RS00910-MONOMER
HP_RS03335	HP0680	729049	731415	HP_RS03335-MONOMER
HP_RS05785	HP1178	1245964	1246665	HP_RS05785-MONOMER
HP_RS00820	HP0168	175143	175406	HP_RS00820-MONOMER
HP_RS03220	HP0653	698770	699273	HP_RS03220-MONOMER
HP_RS07820	HP1580	1658880	1659476	HP_RS07820-MONOMER
HP_RS05695	HP1159	1225846	1226379	HP_RS05695-MONOMER
HP_RS00710	HP0144	156334	157800	HP_RS00710-MONOMER
HP_RS03120	HP0633	680871	681545	HP_RS03120-MONOMER
HP_RS07725	HP1561	1642774	1643781	HP_RS07725-MONOMER
HP_RS05600	HP1140	1201436	1202074	HP_RS05600-MONOMER
HP_RS00615	HP0121	132346	134784	HP_RS00615-MONOMER
HP_RS03030	HP0616	661117	662058	HP_RS03030-MONOMER
HP_RS07625	HP1542	1621612	1622022	HP_RS07625-MONOMER
HP_RS05505	HP1121	1187005	1187961	HP_RS05505-MONOMER
HP_RS00525	HP0103	109025	110722	HP_RS00525-MONOMER
HP_RS02925	HP0593	626246	628042	HP_RS02925-MONOMER
HP_RS07485	HP1512	1584447	1587080	HP_RS07485-MONOMER
HP_RS05400	HP1100	1160306	1162132	HP_RS05400-MONOMER
HP_RS00420	HP0083	88833	89222	HP_RS00420-MONOMER
HP_RS02840	HP0577	607348	608220	HP_RS02840-MONOMER
HP_RS07390	HP1492	1566261	1566530	HP_RS07390-MONOMER
HP_RS05290	HP1076	1135386	1135901	HP_RS05290-MONOMER
HP_RS00320	HP0063	67310	68800	HP_RS00320-MONOMER
HP_RS02750	HP0558	592491	593729	HP_RS02750-MONOMER
HP_RS07305	HP1475	1547912	1548385	HP_RS07305-MONOMER
HP_RS05180	HP1054	1115923	1117245	HP_RS05180-MONOMER
HP_RS00185	HP0034	34895	35248	HP_RS00185-MONOMER
HP_RS02650	HP0539	570870	571583	HP_RS02650-MONOMER
HP_RS07210	HP1456	1526219	1526746	HP_RS07210-MONOMER
HP_RS05100	HP1038	1098562	1099065	HP_RS05100-MONOMER
HP_RS00080	HP0013	11587	12639	HP_RS00080-MONOMER
HP_RS02570	HP0522	548134	549579	HP_RS02570-MONOMER
HP_RS07100	HP1435	1507001	1507879	HP_RS07100-MONOMER
HP_RS05010	HP1020	1082890	1084110	HP_RS05010-MONOMER
HP_RS02475	HP0500	526549	527673	HP_RS02475-MONOMER
HP_RS07005	HP1416	1485782	1486885	HP_RS07005-MONOMER
HP_RS04835	HP0986	1048714	1049427	HP_RS04835-MONOMER
HP_RS02375	HP0480	502628	504427	HP_RS02375-MONOMER
HP_RS06880	HP1392	1452072	1453379	HP_RS06880-MONOMER
HP_RS04715	HP0963	1020909	1022252	HP_RS04715-MONOMER
HP_RS02275	HP0459	476337	478913	HP_RS02275-MONOMER
HP_RS06760	HP1368	1429744	1430607	HP_RS06760-MONOMER
HP_RS04610	HP0944a	1005802	1006101	HP_RS04610-MONOMER
HP_RS02050	HP0414	426876	427292	HP_RS02050-MONOMER
HP_RS06650	HP1347	1407180	1407881	HP_RS06650-MONOMER
HP_RS04505	HP0924	988242	988448	HP_RS04505-MONOMER
HP_RS01935	HP0393	403014	403949	HP_RS01935-MONOMER
HP_RS06565	HP1330	1391527	1391874	HP_RS06565-MONOMER
HP_RS04395	HP0899	951858	952091	HP_RS04395-MONOMER
HP_RS01830	HP0372	380240	380806	HP_RS01830-MONOMER
HP_RS06475	HP1312	1376670	1377095	HP_RS06475-MONOMER
HP_RS04275	HP0876	927411	929786	HP_RS04275-MONOMER
HP_RS01710	HP0349	356450	358066	HP_RS01710-MONOMER
HP_RS06395	HP1296	1369822	1370184	HP_RS06395-MONOMER
HP_RS04170	HP0855	907648	909231	HP_RS04170-MONOMER
HP_RS01575	HP0320	336832	337071	HP_RS01575-MONOMER
HP_RS06305	HP1278	1353148	1354329	HP_RS06305-MONOMER
HP_RS04045	HP0829	880765	882210	HP_RS04045-MONOMER
HP_RS01480	HP0300	318249	319106	HP_RS01480-MONOMER
HP_RS06215	HP1260	1333813	1334214	HP_RS06215-MONOMER
HP_RS03940	HP0809	863917	864468	HP_RS03940-MONOMER
HP_RS03850	HP0791	846877	848937	HP_RS03850-MONOMER
HP_RS01315	HP0267	277103	278332	HP_RS01315-MONOMER
HP_RS03750	HP0770	822128	823204	HP_RS03750-MONOMER
HP_RS06180	HP1253	1328909	1329889	HP_RS06180-MONOMER
HP_RS01190	HP0242	251967	252251	HP_RS01190-MONOMER
HP_RS03635	HP0745	800330	801313	HP_RS03635-MONOMER
HP_RS06080	HP1232	1305995	1307137	HP_RS06080-MONOMER
HP_RS01095	HP0223	230997	232343	HP_RS01095-MONOMER
HP_RS03535	HP0726	781184	782101	HP_RS03535-MONOMER
HP_RS05995	HP1213	1288538	1290604	HP_RS05995-MONOMER
HP_RS00985	HP0202	206915	207910	HP_RS00985-MONOMER
HP_RS03435	HP0703	755465	756610	HP_RS03435-MONOMER
HP_RS05875	HP1196	1267398	1267865	HP_RS05875-MONOMER
HP_RS00890	HP0182	188681	190186	HP_RS00890-MONOMER
HP_RS03315	HP0675	725498	726586	HP_RS03315-MONOMER
HP_RS05770	HP1174	1240473	1241696	HP_RS05770-MONOMER
HP_RS00795	HP0162	170704	171426	HP_RS00795-MONOMER
HP_RS03205	HP0650	696063	696653	HP_RS03205-MONOMER
HP_RS07800	HP1576	1655611	1656594	HP_RS07800-MONOMER
HP_RS05680	HP1156	1219226	1221316	HP_RS05680-MONOMER
HP_RS00690	HP0140	150342	151991	HP_RS00690-MONOMER
HP_RS03105	HP0630	677214	677798	HP_RS03105-MONOMER
HP_RS07705	HP1557	1639999	1640328	HP_RS07705-MONOMER
HP_RS05585	HP1137	1199219	1199653	HP_RS05585-MONOMER
HP_RS00600	HP0118	127931	129118	HP_RS00600-MONOMER
HP_RS03000	HP0608	646543	647112	HP_RS03000-MONOMER
HP_RS07610	HP1539	1616732	1617970	HP_RS07610-MONOMER
HP_RS05485	HP1117	1181667	1182437	HP_RS05485-MONOMER
HP_RS00510	HP0100	106152	107258	HP_RS00510-MONOMER
HP_RS02910	HP0590	621689	622510	HP_RS02910-MONOMER
HP_RS07465	HP1508	1581489	1582865	HP_RS07465-MONOMER
HP_RS05385	HP1096	1158059	1158505	HP_RS05385-MONOMER
HP_RS00395	HP0077	80589	81647	HP_RS00395-MONOMER
HP_RS02825	HP0574	605293	605748	HP_RS02825-MONOMER
HP_RS07375	HP1489	1561539	1563071	HP_RS07375-MONOMER
HP_RS05270	HP1072	1130508	1132745	HP_RS05270-MONOMER
HP_RS00275	HP0054	53715	56186	HP_RS00275-MONOMER
HP_RS02720	HP0552	587196	588059	HP_RS02720-MONOMER
HP_RS07290	HP1472	1544702	1546741	HP_RS07290-MONOMER
HP_RS05165	HP1051	1113954	1114427	HP_RS05165-MONOMER
HP_RS00170	HP0031	31961	32374	HP_RS00170-MONOMER
HP_RS02635	HP0536	567955	568299	HP_RS02635-MONOMER
HP_RS07190	HP1452	1520336	1521688	HP_RS07190-MONOMER
HP_RS05085	HP1035	1095614	1096990	HP_RS05085-MONOMER
HP_RS00065	HP0010	7603	9243	HP_RS00065-MONOMER
HP_RS02555	HP0518	545241	546233	HP_RS02555-MONOMER
HP_RS07080	HP1431	1501517	1502332	HP_RS07080-MONOMER
HP_RS04985	HP1014	1077793	1078581	HP_RS04985-MONOMER
HP_RS02460	HP0497	522742	524070	HP_RS02460-MONOMER
HP_RS06990	HP1413	1484029	1484475	HP_RS06990-MONOMER
HP_RS04795	HP0980	1044552	1044854	HP_RS04795-MONOMER
HP_RS02360	HP0477	499019	500122	HP_RS02360-MONOMER
HP_RS06840	HP1385	1447156	1448028	HP_RS06840-MONOMER
HP_RS04700	HP0960	1018460	1019371	HP_RS04700-MONOMER
HP_RS02175	HP0440	457297	459330	HP_RS02175-MONOMER
HP_RS06745	HP1365	1426963	1427604	HP_RS06745-MONOMER
HP_RS04590	HP0942	1002282	1003634	HP_RS04590-MONOMER
HP_RS02005	HP0407	419077	421467	HP_RS02005-MONOMER
HP_RS06635	HP1344	1403903	1404859	HP_RS06635-MONOMER
HP_RS04490	HP0921	978353	979351	HP_RS04490-MONOMER
HP_RS01920	HP0390	399297	399797	HP_RS01920-MONOMER
HP_RS06550	HP1327	1386165	1387403	HP_RS06550-MONOMER
HP_RS04360	HP0894	946345	946611	HP_RS04360-MONOMER
HP_RS01800	HP0366	374950	376077	HP_RS01800-MONOMER
HP_RS06460	HP1309	1375839	1376207	HP_RS06460-MONOMER
HP_RS04255	HP0872	923867	924196	HP_RS04255-MONOMER
HP_RS01680	HP0342	351602	351988	HP_RS01680-MONOMER
HP_RS06380	HP1293	1367722	1368756	HP_RS06380-MONOMER
HP_RS04155	HP0852	903788	904729	HP_RS04155-MONOMER
HP_RS01560	HP0317	331854	334091	HP_RS01560-MONOMER
HP_RS06285	HP1274	1347799	1350204	HP_RS06285-MONOMER
HP_RS04025	HP0825	877212	878147	HP_RS04025-MONOMER
HP_RS01465	HP0297	315202	315468	HP_RS01465-MONOMER
HP_RS03920	HP0805	859421	860275	HP_RS03920-MONOMER
HP_RS01400	HP0284	292487	294058	HP_RS01400-MONOMER
HP_RS03835	HP0787	842167	843399	HP_RS03835-MONOMER
HP_RS01300	HP0264	272626	275196	HP_RS01300-MONOMER
HP_RS03725	HP0764	817773	818924	HP_RS03725-MONOMER
HP_RS06165	HP1250	1325494	1326072	HP_RS06165-MONOMER
HP_RS06150	HP1247	1321749	1322771	HP_RS06150-MONOMER
HP_RS01170	HP0238	247560	249293	HP_RS01170-MONOMER
HP_RS03620	HP0743	797791	798936	HP_RS03620-MONOMER
HP_RS06065	HP1229	1303589	1304806	HP_RS06065-MONOMER
HP_RS01080	HP0220	228339	229502	HP_RS01080-MONOMER
HP_RS03520	HP0723	776481	777527	HP_RS03520-MONOMER
HP_RS05965	HP1208	1285193	1286182	HP_RS05965-MONOMER
HP_RS00965	HP0198	204842	205255	HP_RS00965-MONOMER
HP_RS03410	HP0697	750268	750768	HP_RS03410-MONOMER
HP_RS05855	HP1191	1262036	1263085	HP_RS05855-MONOMER
HP_RS00875	HP0179	185824	186465	HP_RS00875-MONOMER
HP_RS03280	HP0665	712342	713715	HP_RS03280-MONOMER
HP_RS05750	HP1170	1237227	1237898	HP_RS05750-MONOMER
HP_RS00780	HP0158	166660	167616	HP_RS00780-MONOMER
HP_RS03185	HP0646	692043	692864	HP_RS03185-MONOMER
HP_RS07785	HP1573	1653857	1654621	HP_RS07785-MONOMER
HP_RS05665	HP1153	1214883	1217501	HP_RS05665-MONOMER
HP_RS00675	HP0137	147281	147916	HP_RS00675-MONOMER
HP_RS03085	HP0626	672692	673897	HP_RS03085-MONOMER
HP_RS07685	HP1554	1635686	1636480	HP_RS07685-MONOMER
HP_RS05570	HP1134	1196625	1198136	HP_RS05570-MONOMER
HP_RS00585	HP0115	122948	124492	HP_RS00585-MONOMER
HP_RS02985	HP0605	641299	642732	HP_RS02985-MONOMER
HP_RS07580	HP1533	1611791	1612417	HP_RS07580-MONOMER
HP_RS05460	HP1112	1173406	1174728	HP_RS05460-MONOMER
HP_RS00490	HP0096	100542	101486	HP_RS00490-MONOMER
HP_RS02895	HP0587	619045	620034	HP_RS02895-MONOMER
HP_RS07450	HP1505	1577937	1578971	HP_RS07450-MONOMER
HP_RS05355	HP1089	1148516	1150852	HP_RS05355-MONOMER
HP_RS00380	HP0074	78302	78775	HP_RS00380-MONOMER
HP_RS02805	HP0570	602181	603671	HP_RS02805-MONOMER
HP_RS07360	HP1486	1558302	1559432	HP_RS07360-MONOMER
HP_RS05255	HP1068	1126655	1127644	HP_RS05255-MONOMER
HP_RS00250	HP0049	48291	49283	HP_RS00250-MONOMER
HP_RS02705	HP0549	584583	585350	HP_RS02705-MONOMER
HP_RS07270	HP1468	1538762	1539784	HP_RS07270-MONOMER
HP_RS05150	HP1048	1109947	1112781	HP_RS05150-MONOMER
HP_RS00150	HP0027	27557	28834	HP_RS00150-MONOMER
