Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,replicon
YPO0022,YPO0022,30408,31821,YPO0022-MONOMER,NC_003143.1
YPO0023,YPO0023,31828,32878,YPO0023-MONOMER,NC_003143.1
YPO0024,YPO0024,33130,34540,YPO0024-MONOMER,NC_003143.1
YPO0026,YPO0026,35101,36925,YPO0026-MONOMER,NC_003143.1
YPO0027,YPO0027,37246,37837,YPO0027-MONOMER,NC_003143.1
YPO0028,YPO0028,37933,38818,YPO0028-MONOMER,NC_003143.1
YPO0029,YPO0029,38824,39262,YPO0029-MONOMER,NC_003143.1
YPO0030,YPO0030,39335,40118,YPO0030-MONOMER,NC_003143.1
YPO0031,YPO0031,40114,41137,YPO0031-MONOMER,NC_003143.1
YPO0032,YPO0032,41406,42330,YPO0032-MONOMER,NC_003143.1
YPO0033,YPO0033,42464,44174,YPO0033-MONOMER,NC_003143.1
YPO0034,YPO0034,44321,45707,YPO0034-MONOMER,NC_003143.1
YPO0035,YPO0035,45944,47159,YPO0035-MONOMER,NC_003143.1
YPO_RS01210,YPO_RS01210,47240,47333,YPO_RS01210-MONOMER,NC_003143.1
YPO0036,YPO0036,47524,49606,YPO0036-MONOMER,NC_003143.1
YPO0037,YPO0037,49606,50299,YPO0037-MONOMER,NC_003143.1
YPO0038,YPO0038,50304,52413,YPO0038-MONOMER,NC_003143.1
YPO0039,YPO0039,52432,52708,YPO0039-MONOMER,NC_003143.1
YPO0040,YPO0040,52762,53386,YPO0040-MONOMER,NC_003143.1
YPO0041,YPO0041,53786,55490,YPO0041-MONOMER,NC_003143.1
YPO0042,YPO0042,55502,56126,YPO0042-MONOMER,NC_003143.1
YPO0043,YPO0043,56528,57392,YPO0043-MONOMER,NC_003143.1
YPO0044,YPO0044,57518,58235,YPO0044-MONOMER,NC_003143.1
YPO0045,YPO0045,58401,59049,YPO0045-MONOMER,NC_003143.1
YPO0046,YPO0046,59183,59780,YPO0046-MONOMER,NC_003143.1
YPO0047,YPO0047,59901,60360,YPO0047-MONOMER,NC_003143.1
YPO0048,YPO0048,60337,61555,YPO0048-MONOMER,NC_003143.1
YPO0049,YPO0049,61748,62417,YPO0049-MONOMER,NC_003143.1
YPO0050,YPO0050,62679,62916,YPO0050-MONOMER,NC_003143.1
YPO0051,YPO0051,62927,63095,YPO0051-MONOMER,NC_003143.1
YPO0052,YPO0052,63177,63987,YPO0052-MONOMER,NC_003143.1
YPO0053,YPO0053,63992,64472,YPO0053-MONOMER,NC_003143.1
YPO0054,YPO0054,64468,65251,YPO0054-MONOMER,NC_003143.1
YPO0055,YPO0055,65251,66526,YPO0055-MONOMER,NC_003143.1
YPO0056,YPO0056,66948,67914,YPO0056-MONOMER,NC_003143.1
YPO0057,YPO0057,67913,68978,YPO0057-MONOMER,NC_003143.1
YPO0058,YPO0058,69008,69941,YPO0058-MONOMER,NC_003143.1
YPO0059,YPO0059,70186,71398,YPO0059-MONOMER,NC_003143.1
YPO0060,YPO0060,71407,72433,YPO0060-MONOMER,NC_003143.1
YPO0061,YPO0061,72570,73505,YPO0061-MONOMER,NC_003143.1
YPO0063,YPO0063,73528,74899,YPO0063-MONOMER,NC_003143.1
YPO0064,YPO0064,74908,76456,YPO0064-MONOMER,NC_003143.1
YPO0065,YPO0065,76852,77287,YPO0065-MONOMER,NC_003143.1
YPO0066,YPO0066,77405,77654,YPO0066-MONOMER,NC_003143.1
YPO0067,YPO0067,77741,78218,YPO0067-MONOMER,NC_003143.1
YPO0068,YPO0068,78217,79237,YPO0068-MONOMER,NC_003143.1
YPO0070,YPO0070,79502,80324,YPO0070-MONOMER,NC_003143.1
YPO0071,YPO0071,80446,80935,YPO0071-MONOMER,NC_003143.1
YPO0072,YPO0072,81123,82188,YPO0072-MONOMER,NC_003143.1
YPO0073,YPO0073,82236,83613,YPO0073-MONOMER,NC_003143.1
YPO0074,YPO0074,83609,84308,YPO0074-MONOMER,NC_003143.1
YPO0075,YPO0075,84481,84970,YPO0075-MONOMER,NC_003143.1
YPO_RS01410,YPO_RS01410,85127,>85460,YPO_RS01410-MONOMER,NC_003143.1
YPO0076,YPO0076,85686,86607,YPO0076-MONOMER,NC_003143.1
YPO_RS21945,YPO_RS21945,<86618,87047,YPO_RS21945-MONOMER,NC_003143.1
YPO0077,YPO0077,87168,88071,YPO0077-MONOMER,NC_003143.1
YPO0078,YPO0078,88288,89272,YPO0078-MONOMER,NC_003143.1
YPO0079,YPO0079,89492,90482,YPO0079-MONOMER,NC_003143.1
YPO0080,YPO0080,90731,91508,YPO0080-MONOMER,NC_003143.1
YPO0081,YPO0081,91625,93053,YPO0081-MONOMER,NC_003143.1
YPO0082,YPO0082,93118,93832,YPO0082-MONOMER,NC_003143.1
YPO0083,YPO0083,93828,94566,YPO0083-MONOMER,NC_003143.1
YPO0084,YPO0084,94702,95938,YPO0084-MONOMER,NC_003143.1
YPO0085,YPO0085,96169,96937,YPO0085-MONOMER,NC_003143.1
YPO0086,YPO0086,97065,97701,YPO0086-MONOMER,NC_003143.1
YPO0087,YPO0087,97848,98283,YPO0087-MONOMER,NC_003143.1
YPO0088,YPO0088,98623,99370,YPO0088-MONOMER,NC_003143.1
YPO0089,YPO0089,99524,>100271,YPO0089-MONOMER,NC_003143.1
YPO0090,YPO0090,<100263,101355,YPO0090-MONOMER,NC_003143.1
YPO0091,YPO0091,101531,102380,YPO0091-MONOMER,NC_003143.1
YPO0093,YPO0093,103007,103247,YPO0093-MONOMER,NC_003143.1
YPO0094,YPO0094,103454,103913,YPO0094-MONOMER,NC_003143.1
YPO_RS01510,YPO_RS01510,104290,>105580,YPO_RS01510-MONOMER,NC_003143.1
YPO0096,YPO0096,105644,106427,YPO0096-MONOMER,NC_003143.1
YPO0097,YPO0097,106423,107446,YPO0097-MONOMER,NC_003143.1
YPO_RS01525,YPO_RS01525,<107534,108365,YPO_RS01525-MONOMER,NC_003143.1
YPO0099,YPO0099,108357,109650,YPO0099-MONOMER,NC_003143.1
YPO0100,YPO0100,109862,110102,YPO0100-MONOMER,NC_003143.1
YPO0102,YPO0102,110731,111316,YPO0102-MONOMER,NC_003143.1
YPO0103,YPO0103,111432,111918,YPO0103-MONOMER,NC_003143.1
YPO0104,YPO0104,112059,112977,YPO0104-MONOMER,NC_003143.1
YPO0105,YPO0105,113212,114544,YPO0105-MONOMER,NC_003143.1
YPO0106,YPO0106,114614,115139,YPO0106-MONOMER,NC_003143.1
YPO0107,YPO0107,115238,116084,YPO0107-MONOMER,NC_003143.1
YPO0108,YPO0108,116149,117178,YPO0108-MONOMER,NC_003143.1
YPO_RS21950,YPO_RS21950,117300,117444,YPO_RS21950-MONOMER,NC_003143.1
YPO0110,YPO0110,117530,119729,YPO0110-MONOMER,NC_003143.1
YPO0111,YPO0111,119971,120187,YPO0111-MONOMER,NC_003143.1
YPO0112,YPO0112,120747,121203,YPO0112-MONOMER,NC_003143.1
YPO0114,YPO0114,121551,121869,YPO0114-MONOMER,NC_003143.1
YPO0115,YPO0115,122246,123406,YPO0115-MONOMER,NC_003143.1
YPO0116,YPO0116,123408,125844,YPO0116-MONOMER,NC_003143.1
YPO0117,YPO0117,126076,126961,YPO0117-MONOMER,NC_003143.1
YPO_RS01610,YPO_RS01610,127138,128493,YPO_RS01610-MONOMER,NC_003143.1
YPO0120,YPO0120,128685,129444,YPO0120-MONOMER,NC_003143.1
YPO0121,YPO0121,129478,130315,YPO0121-MONOMER,NC_003143.1
YPO0122,YPO0122,130332,130662,YPO0122-MONOMER,NC_003143.1
YPO0123,YPO0123,131036,133748,YPO0123-MONOMER,NC_003143.1
YPO0124,YPO0124,134065,136470,YPO0124-MONOMER,NC_003143.1
YPO0126,YPO0126,136482,138579,YPO0126-MONOMER,NC_003143.1
YPO0127,YPO0127,138907,139483,YPO0127-MONOMER,NC_003143.1
YPO0128,YPO0128,139542,140244,YPO0128-MONOMER,NC_003143.1
YPO0129,YPO0129,140330,141107,YPO0129-MONOMER,NC_003143.1
YPO0130,YPO0130,141276,141546,YPO0130-MONOMER,NC_003143.1
YPO0131,YPO0131,141683,141941,YPO0131-MONOMER,NC_003143.1
YPO0132,YPO0132,141976,144292,YPO0132-MONOMER,NC_003143.1
YPO0133,YPO0133,144383,144611,YPO0133-MONOMER,NC_003143.1
YPO0134,YPO0134,145134,147510,YPO0134-MONOMER,NC_003143.1
YPO0135,YPO0135,148043,148559,YPO0135-MONOMER,NC_003143.1
YPO0136,YPO0136,148694,149414,YPO0136-MONOMER,NC_003143.1
YPO0137,YPO0137,149410,150763,YPO0137-MONOMER,NC_003143.1
YPO0138,YPO0138,150897,152517,YPO0138-MONOMER,NC_003143.1
YPO0139,YPO0139,152713,153595,YPO0139-MONOMER,NC_003143.1
YPO0140,YPO0140,153757,154165,YPO0140-MONOMER,NC_003143.1
YPO0141,YPO0141,154193,154874,YPO0141-MONOMER,NC_003143.1
YPO0142,YPO0142,155017,157165,YPO0142-MONOMER,NC_003143.1
YPO0144,YPO0144,157751,158297,YPO0144-MONOMER,NC_003143.1
YPO0145,YPO0145,158432,160988,YPO0145-MONOMER,NC_003143.1
YPO0146,YPO0146,161107,162004,YPO0146-MONOMER,NC_003143.1
YPO0147,YPO0147,162003,162609,YPO0147-MONOMER,NC_003143.1
YPO0148,YPO0148,162601,163183,YPO0148-MONOMER,NC_003143.1
YPO0149,YPO0149,163217,163577,YPO0149-MONOMER,NC_003143.1
YPO_RS21955,YPO_RS21955,163579,163969,YPO_RS21955-MONOMER,NC_003143.1
YPO0150,YPO0150,163901,165128,YPO0150-MONOMER,NC_003143.1
YPO0151,YPO0151,165476,165998,YPO0151-MONOMER,NC_003143.1
YPO0152,YPO0152,166054,167143,YPO0152-MONOMER,NC_003143.1
YPO0153,YPO0153,167396,168386,YPO0153-MONOMER,NC_003143.1
YPO0154,YPO0154,168469,169285,YPO0154-MONOMER,NC_003143.1
YPO0155,YPO0155,169587,170265,YPO0155-MONOMER,NC_003143.1
YPO0156,YPO0156,170257,170956,YPO0156-MONOMER,NC_003143.1
YPO0157,YPO0157,170957,171998,YPO0157-MONOMER,NC_003143.1
YPO0158,YPO0158,172152,173565,YPO0158-MONOMER,NC_003143.1
YPO0159,YPO0159,173652,174459,YPO0159-MONOMER,NC_003143.1
YPO0160,YPO0160,174661,174988,YPO0160-MONOMER,NC_003143.1
YPO0161,YPO0161,174984,177531,YPO0161-MONOMER,NC_003143.1
YPO0162,YPO0162,177852,179151,YPO0162-MONOMER,NC_003143.1
YPO0163,YPO0163,179235,180420,YPO0163-MONOMER,NC_003143.1
YPO0164,YPO0164,180905,182966,YPO0164-MONOMER,NC_003143.1
YPO0165,YPO0165,183066,184053,YPO0165-MONOMER,NC_003143.1
YPO0166,YPO0166,184301,185615,YPO0166-MONOMER,NC_003143.1
YPO0167,YPO0167,186130,186700,YPO0167-MONOMER,NC_003143.1
YPO0168,YPO0168,187025,188567,YPO0168-MONOMER,NC_003143.1
YPO0169,YPO0169,188809,189385,YPO0169-MONOMER,NC_003143.1
YPO_RS01860,YPO_RS01860,189517,>190051,YPO_RS01860-MONOMER,NC_003143.1
YPO0171,YPO0171,190136,191159,YPO0171-MONOMER,NC_003143.1
YPO0172,YPO0172,191155,191938,YPO0172-MONOMER,NC_003143.1
YPO_RS01875,YPO_RS01875,<192004,192694,YPO_RS01875-MONOMER,NC_003143.1
YPO0174,YPO0174,192919,195040,YPO0174-MONOMER,NC_003143.1
YPO0175,YPO0175,195125,195758,YPO0175-MONOMER,NC_003143.1
YPO0176,YPO0176,196093,196501,YPO0176-MONOMER,NC_003143.1
YPO0177,YPO0177,196572,197004,YPO0177-MONOMER,NC_003143.1
YPO0178,YPO0178,197181,198051,YPO0178-MONOMER,NC_003143.1
YPO0179,YPO0179,198199,198436,YPO0179-MONOMER,NC_003143.1
YPO0180,YPO0180,198432,199413,YPO0180-MONOMER,NC_003143.1
YPO0181,YPO0181,199514,200117,YPO0181-MONOMER,NC_003143.1
YPO0182,YPO0182,200319,201381,YPO0182-MONOMER,NC_003143.1
YPO0183,YPO0183,201389,202157,YPO0183-MONOMER,NC_003143.1
YPO0184,YPO0184,202153,203008,YPO0184-MONOMER,NC_003143.1
YPO0185,YPO0185,203004,203853,YPO0185-MONOMER,NC_003143.1
YPO0186,YPO0186,203865,204846,YPO0186-MONOMER,NC_003143.1
YPO0187,YPO0187,204938,205928,YPO0187-MONOMER,NC_003143.1
YPO0188,YPO0188,206062,207981,YPO0188-MONOMER,NC_003143.1
YPO0190,YPO0190,208231,208780,YPO0190-MONOMER,NC_003143.1
YPO0191,YPO0191,208783,210592,YPO0191-MONOMER,NC_003143.1
YPO0192,YPO0192,210607,210829,YPO0192-MONOMER,NC_003143.1
YPO0193,YPO0193,210923,211511,YPO0193-MONOMER,NC_003143.1
YPO0194,YPO0194,211731,211950,YPO0194-MONOMER,NC_003143.1
YPO0195,YPO0195,212264,213065,YPO0195-MONOMER,NC_003143.1
YPO0196,YPO0196,213318,214041,YPO0196-MONOMER,NC_003143.1
YPO0197,YPO0197,214040,214436,YPO0197-MONOMER,NC_003143.1
YPO0198,YPO0198,214435,214801,YPO0198-MONOMER,NC_003143.1
YPO0199,YPO0199,214820,215108,YPO0199-MONOMER,NC_003143.1
YPO0200,YPO0200,215245,215620,YPO0200-MONOMER,NC_003143.1
YPO0201,YPO0201,215716,216187,YPO0201-MONOMER,NC_003143.1
YPO0202,YPO0202,216280,218389,YPO0202-MONOMER,NC_003143.1
YPO0203,YPO0203,218461,219646,YPO0203-MONOMER,NC_003143.1
YPO0204,YPO0204,219848,220307,YPO0204-MONOMER,NC_003143.1
YPO0205,YPO0205,220494,220689,YPO0205-MONOMER,NC_003143.1
YPO0206,YPO0206,220767,221241,YPO0206-MONOMER,NC_003143.1
YPO0209,YPO0209,221654,221966,YPO0209-MONOMER,NC_003143.1
YPO0210,YPO0210,221998,222628,YPO0210-MONOMER,NC_003143.1
YPO0211,YPO0211,222644,223250,YPO0211-MONOMER,NC_003143.1
YPO0212,YPO0212,223246,223549,YPO0212-MONOMER,NC_003143.1
YPO0213,YPO0213,223565,224390,YPO0213-MONOMER,NC_003143.1
YPO0214,YPO0214,224404,224683,YPO0214-MONOMER,NC_003143.1
YPO0215,YPO0215,224697,225030,YPO0215-MONOMER,NC_003143.1
YPO0216,YPO0216,225047,225746,YPO0216-MONOMER,NC_003143.1
YPO0217,YPO0217,225758,226169,YPO0217-MONOMER,NC_003143.1
YPO0218,YPO0218,226168,226360,YPO0218-MONOMER,NC_003143.1
YPO0219,YPO0219,226359,226614,YPO0219-MONOMER,NC_003143.1
YPO0220,YPO0220,226794,227166,YPO0220-MONOMER,NC_003143.1
YPO0221,YPO0221,227176,227491,YPO0221-MONOMER,NC_003143.1
YPO0222,YPO0222,227505,228045,YPO0222-MONOMER,NC_003143.1
YPO0222a,YPO0222a,228058,228364,YPO0222a-MONOMER,NC_003143.1
YPO0223,YPO0223,228397,228790,YPO0223-MONOMER,NC_003143.1
YPO0224,YPO0224,228804,229338,YPO0224-MONOMER,NC_003143.1
YPO0225,YPO0225,229347,229701,YPO0225-MONOMER,NC_003143.1
YPO0226,YPO0226,229715,230219,YPO0226-MONOMER,NC_003143.1
YPO0227,YPO0227,230221,230401,YPO0227-MONOMER,NC_003143.1
YPO0228,YPO0228,230404,230839,YPO0228-MONOMER,NC_003143.1
YPO0229,YPO0229,230846,232178,YPO0229-MONOMER,NC_003143.1
YPO0230,YPO0230,232211,232328,YPO0230-MONOMER,NC_003143.1
YPO0231,YPO0231,232475,232832,YPO0231-MONOMER,NC_003143.1
YPO0232,YPO0232,232848,233238,YPO0232-MONOMER,NC_003143.1
YPO0233,YPO0233,233268,233889,YPO0233-MONOMER,NC_003143.1
YPO0234,YPO0234,233914,234904,YPO0234-MONOMER,NC_003143.1
YPO0235,YPO0235,234944,235334,YPO0235-MONOMER,NC_003143.1
YPO0236,YPO0236,235780,236206,YPO0236-MONOMER,NC_003143.1
YPO0237,YPO0237,236293,236494,YPO0237-MONOMER,NC_003143.1
YPO0238,YPO0238,236603,237017,YPO0238-MONOMER,NC_003143.1
YPO0239,YPO0239,237155,238532,YPO0239-MONOMER,NC_003143.1
YPO0240,YPO0240,238587,239877,YPO0240-MONOMER,NC_003143.1
YPO0241,YPO0241,239970,240918,YPO0241-MONOMER,NC_003143.1
YPO0242,YPO0242,240942,241455,YPO0242-MONOMER,NC_003143.1
YPO0243,YPO0243,241589,242711,YPO0243-MONOMER,NC_003143.1
YPO0244,YPO0244,242682,243156,YPO0244-MONOMER,NC_003143.1
YPO0245,YPO0245,243196,243736,YPO0245-MONOMER,NC_003143.1
YPO0245a,YPO0245a,243737,244310,YPO0245a-MONOMER,NC_003143.1
YPO0246,YPO0246,244318,245140,YPO0246-MONOMER,NC_003143.1
YPO0247,YPO0247,245194,245731,YPO0247-MONOMER,NC_003143.1
YPO0248,YPO0248,245791,246574,YPO0248-MONOMER,NC_003143.1
YPO0249,YPO0249,246570,247593,YPO0249-MONOMER,NC_003143.1
YPO0250,YPO0250,247651,248638,YPO0250-MONOMER,NC_003143.1
YPO0251,YPO0251,248711,250367,YPO0251-MONOMER,NC_003143.1
YPO0252,YPO0252,250363,250675,YPO0252-MONOMER,NC_003143.1
YPO0253,YPO0253,250731,252690,YPO0253-MONOMER,NC_003143.1
YPO0254,YPO0254,253544,254861,YPO0254-MONOMER,NC_003143.1
YPO0255,YPO0255,255038,255671,YPO0255-MONOMER,NC_003143.1
YPO0256,YPO0256,255683,258503,YPO0256-MONOMER,NC_003143.1
YPO0257,YPO0257,258746,260246,YPO0257-MONOMER,NC_003143.1
YPO0258,YPO0258,260247,261462,YPO0258-MONOMER,NC_003143.1
YPO0259,YPO0259,261480,261702,YPO0259-MONOMER,NC_003143.1
YPO0260,YPO0260,261808,262496,YPO0260-MONOMER,NC_003143.1
YPO0260a,YPO0260a,262505,262721,YPO0260a-MONOMER,NC_003143.1
YPO0261,YPO0261,262717,262966,YPO0261-MONOMER,NC_003143.1
YPO0262,YPO0262,263063,263315,YPO0262-MONOMER,NC_003143.1
YPO0263,YPO0263,263311,264043,YPO0263-MONOMER,NC_003143.1
YPO0264,YPO0264,264217,264811,YPO0264-MONOMER,NC_003143.1
YPO0265,YPO0265,264807,265455,YPO0265-MONOMER,NC_003143.1
YPO0266,YPO0266,265447,267496,YPO0266-MONOMER,NC_003143.1
YPO0267,YPO0267,267482,268820,YPO0267-MONOMER,NC_003143.1
YPO0268,YPO0268,268816,269218,YPO0268-MONOMER,NC_003143.1
YPO_RS02355,YPO_RS02355,269198,269597,YPO_RS02355-MONOMER,NC_003143.1
YPO0269,YPO0269,269574,270537,YPO0269-MONOMER,NC_003143.1
YPO0270,YPO0270,270663,271314,YPO0270-MONOMER,NC_003143.1
YPO0271,YPO0271,271310,271604,YPO0271-MONOMER,NC_003143.1
YPO0272,YPO0272,271605,272400,YPO0272-MONOMER,NC_003143.1
YPO0273,YPO0273,272389,273457,YPO0273-MONOMER,NC_003143.1
YPO_RS21960,YPO_RS21960,273675,>273747,YPO_RS21960-MONOMER,NC_003143.1
YPO0274,YPO0274,273839,275054,YPO0274-MONOMER,NC_003143.1
YPO0275,YPO0275,275050,275320,YPO0275-MONOMER,NC_003143.1
YPO0276,YPO0276,275397,276381,YPO0276-MONOMER,NC_003143.1
YPO0277,YPO0277,276550,277837,YPO0277-MONOMER,NC_003143.1
YPO0278,YPO0278,277882,279064,YPO0278-MONOMER,NC_003143.1
YPO0279,YPO0279,279204,280005,YPO0279-MONOMER,NC_003143.1
YPO0280,YPO0280,279997,281002,YPO0280-MONOMER,NC_003143.1
YPO0281,YPO0281,280998,281838,YPO0281-MONOMER,NC_003143.1
YPO0282,YPO0282,281834,282872,YPO0282-MONOMER,NC_003143.1
YPO0283,YPO0283,282990,285021,YPO0283-MONOMER,NC_003143.1
YPO_RS21965,YPO_RS21965,285150,285246,YPO_RS21965-MONOMER,NC_003143.1
YPO0284,YPO0284,285435,286086,YPO0284-MONOMER,NC_003143.1
YPO0285,YPO0285,286119,286629,YPO0285-MONOMER,NC_003143.1
YPO0286,YPO0286,286661,287975,YPO0286-MONOMER,NC_003143.1
YPO0287,YPO0287,288315,289116,YPO0287-MONOMER,NC_003143.1
YPO0288,YPO0288,289430,289919,YPO0288-MONOMER,NC_003143.1
YPO0289,YPO0289,290315,291275,YPO0289-MONOMER,NC_003143.1
YPO0290,YPO0290,291274,292354,YPO0290-MONOMER,NC_003143.1
YPO0291,YPO0291,292346,293159,YPO0291-MONOMER,NC_003143.1
YPO0292,YPO0292,293151,294288,YPO0292-MONOMER,NC_003143.1
YPO0293,YPO0293,294299,295361,YPO0293-MONOMER,NC_003143.1
YPO0294,YPO0294,295636,296230,YPO0294-MONOMER,NC_003143.1
YPO0295,YPO0295,296229,297414,YPO0295-MONOMER,NC_003143.1
YPO0296,YPO0296,297446,297902,YPO0296-MONOMER,NC_003143.1
YPO0297,YPO0297,297923,298961,YPO0297-MONOMER,NC_003143.1
YPO0298,YPO0298,299024,299603,YPO0298-MONOMER,NC_003143.1
YPO0299,YPO0299,299786,300362,YPO0299-MONOMER,NC_003143.1
YPO0300,YPO0300,300553,301012,YPO0300-MONOMER,NC_003143.1
YPO0301,YPO0301,301785,302424,YPO0301-MONOMER,NC_003143.1
YPO0302,YPO0302,302674,305053,YPO0302-MONOMER,NC_003143.1
YPO0303,YPO0303,305124,305868,YPO0303-MONOMER,NC_003143.1
YPO0304,YPO0304,305878,306133,YPO0304-MONOMER,NC_003143.1
YPO0306,YPO0306,307325,308645,YPO0306-MONOMER,NC_003143.1
YPO0308,YPO0308,309653,311711,YPO0308-MONOMER,NC_003143.1
YPO0309,YPO0309,312054,315771,YPO0309-MONOMER,NC_003143.1
YPO0310,YPO0310,316695,317220,YPO0310-MONOMER,NC_003143.1
YPO0311,YPO0311,317385,318252,YPO0311-MONOMER,NC_003143.1
YPO0312,YPO0312,318432,320910,YPO0312-MONOMER,NC_003143.1
YPO0313,YPO0313,321037,321409,YPO0313-MONOMER,NC_003143.1
YPO0314,YPO0314,321533,322142,YPO0314-MONOMER,NC_003143.1
YPO0315,YPO0315,322301,322811,YPO0315-MONOMER,NC_003143.1
YPO0316,YPO0316,323065,324103,YPO0316-MONOMER,NC_003143.1
YPO0318,YPO0318,324618,324837,YPO0318-MONOMER,NC_003143.1
YPO0319,YPO0319,325181,326165,YPO0319-MONOMER,NC_003143.1
YPO0320,YPO0320,326496,327903,YPO0320-MONOMER,NC_003143.1
YPO0321,YPO0321,327999,329079,YPO0321-MONOMER,NC_003143.1
YPO0322,YPO0322,329264,330458,YPO0322-MONOMER,NC_003143.1
YPO0323,YPO0323,330984,331344,YPO0323-MONOMER,NC_003143.1
YPO0324,YPO0324,331436,334280,YPO0324-MONOMER,NC_003143.1
YPO0325,YPO0325,334737,335286,YPO0325-MONOMER,NC_003143.1
YPO0326,YPO0326,335532,335847,YPO0326-MONOMER,NC_003143.1
YPO0327,YPO0327,335860,337009,YPO0327-MONOMER,NC_003143.1
YPO0328,YPO0328,337075,337900,YPO0328-MONOMER,NC_003143.1
YPO0329,YPO0329,337912,339169,YPO0329-MONOMER,NC_003143.1
YPO0330,YPO0330,339165,340623,YPO0330-MONOMER,NC_003143.1
YPO0331,YPO0331,340621,340828,YPO0331-MONOMER,NC_003143.1
YPO0332,YPO0332,341049,341871,YPO0332-MONOMER,NC_003143.1
YPO0333,YPO0333,342003,342876,YPO0333-MONOMER,NC_003143.1
YPO0334,YPO0334,343024,344059,YPO0334-MONOMER,NC_003143.1
YPO0336,YPO0336,<344495,>344789,YPO0336-MONOMER,NC_003143.1
YPO0337,YPO0337,344914,345340,YPO0337-MONOMER,NC_003143.1
YPO0339,YPO0339,345766,348322,YPO0339-MONOMER,NC_003143.1
YPt_02,YPt_02,348755,348831,YPt_02-tRNA,NC_003143.1
YPO0341,YPO0341,348975,349551,YPO0341-MONOMER,NC_003143.1
YPO_RS21970,YPO_RS21970,349582,349768,YPO_RS21970-MONOMER,NC_003143.1
YPO0342,YPO0342,349970,351986,YPO0342-MONOMER,NC_003143.1
YPO0343,YPO0343,352008,352566,YPO0343-MONOMER,NC_003143.1
YPO0344,YPO0344,352588,354736,YPO0344-MONOMER,NC_003143.1
YPO0345,YPO0345,354797,356585,YPO0345-MONOMER,NC_003143.1
YPO0346,YPO0346,356560,356920,YPO0346-MONOMER,NC_003143.1
YPO0347,YPO0347,357104,358406,YPO0347-MONOMER,NC_003143.1
YPO0348,YPO0348,358525,359962,YPO0348-MONOMER,NC_003143.1
YPO0349,YPO0349,360409,360988,YPO0349-MONOMER,NC_003143.1
YPO0350,YPO0350,361242,361536,YPO0350-MONOMER,NC_003143.1
YPO0351,YPO0351,361582,363229,YPO0351-MONOMER,NC_003143.1
YPO0352,YPO0352,363852,364251,YPO0352-MONOMER,NC_003143.1
YPO0353,YPO0353,364535,365564,YPO0353-MONOMER,NC_003143.1
YPO0354,YPO0354,365599,366166,YPO0354-MONOMER,NC_003143.1
YPO0355,YPO0355,366412,366727,YPO0355-MONOMER,NC_003143.1
YPO0356,YPO0356,366945,367404,YPO0356-MONOMER,NC_003143.1
YPO0357,YPO0357,367601,367958,YPO0357-MONOMER,NC_003143.1
YPO0358,YPO0358,367974,368367,YPO0358-MONOMER,NC_003143.1
YPO0359,YPO0359,368383,369118,YPO0359-MONOMER,NC_003143.1
YPO0360,YPO0360,369110,370934,YPO0360-MONOMER,NC_003143.1
YPO0361,YPO0361,371040,371232,YPO0361-MONOMER,NC_003143.1
YPO0362,YPO0362,371391,372369,YPO0362-MONOMER,NC_003143.1
YPO0363,YPO0363,372489,375831,YPO0363-MONOMER,NC_003143.1
