Modified_enzyme,Core_enzyme,Modifications,Source
YPO0156-MONOMER_mod_mg2(1)_mod_cl(1),YPO0156-MONOMER,mg2(1) AND cl(1),Homology
YPO0157-MONOMER_mod_mg2(1),YPO0157-MONOMER,mg2(1),Homology
YPO0162-MONOMER_mod_fe2(1)_mod_zn2(1),YPO0162-MONOMER,fe2(1) AND zn2(1),Homology
YPO0162-MONOMER_mod_mn2(1)_mod_zn2(1),YPO0162-MONOMER,mn2(1) AND zn2(1),Homology
YPO0162-MONOMER_mod_cobalt2(1)_mod_zn2(1),YPO0162-MONOMER,cobalt2(1) AND zn2(1),Homology
YPO0185-MONOMER_mod_fe2(1),YPO0185-MONOMER,fe2(1),Homology
YPO0241-MONOMER_mod_mg2(1)_mod_k(1),YPO0241-MONOMER,mg2(1) AND k(1),Homology
YPO0242-MONOMER_mod_fe2(1),YPO0242-MONOMER,fe2(1),Homology
YPO0311-MONOMER_mod_mg2(1),YPO0311-MONOMER,mg2(1),Homology
YPO0313-MONOMER_mod_cd2(1)_mod_zn2(1)_mod_mg2(1)_mod_mn2(1)_mod_cobalt2(1),YPO0313-MONOMER,cd2(1) AND zn2(1) AND mg2(1) AND mn2(1) AND cobalt2(1),Homology
YPO0322-MONOMER_mod_pydx5p(1),YPO0322-MONOMER,pydx5p(1),Homology
YPO0328-MONOMER_mod_k(1)_mod_zn2(1),YPO0328-MONOMER,k(1) AND zn2(1),Homology
YPO0329-MONOMER_mod_mn2(1),YPO0329-MONOMER,mn2(1),Homology
YPO0330-MONOMER_mod_mg2(1),YPO0330-MONOMER,mg2(1),Homology
YPO0345-MONOMER_mod_Oxidized(1),YPO0345-MONOMER,Oxidized(1),Homology
YPO0348-MONOMER_mod_mg2(1),YPO0348-MONOMER,mg2(1),Homology
YPO0348-MONOMER_mod_mn2(1),YPO0348-MONOMER,mn2(1),Homology
YPO0348-MONOMER_mod_cobalt2(1),YPO0348-MONOMER,cobalt2(1),Homology
YPO0366-MONOMER_mod_mg2(2),YPO0366-MONOMER,mg2(2),Homology
YPO0367-MONOMER_mod_adocbl(1),YPO0367-MONOMER,adocbl(1),Homology
YPO0367-MONOMER_mod_4fe4s(2),YPO0367-MONOMER,4fe4s(2),Homology
YPO0372-MONOMER_mod_mg2(2),YPO0372-MONOMER,mg2(2),Homology
YPO0378-MONOMER_mod_mg2(1),YPO0378-MONOMER,mg2(1),Homology
YPO0439-MONOMER_mod_mn2(1),YPO0439-MONOMER,mn2(1),Homology
YPO0442-MONOMER_mod_mg2(1),YPO0442-MONOMER,mg2(1),Homology
YPO0444-MONOMER_mod_mg2(1),YPO0444-MONOMER,mg2(1),Homology
YPO0444-MONOMER_mod_mn2(1),YPO0444-MONOMER,mn2(1),Homology
YPO0444-MONOMER_mod_ca2(1),YPO0444-MONOMER,ca2(1),Homology
YPO0444-MONOMER_mod_zn2(1),YPO0444-MONOMER,zn2(1),Homology
YPO0444-MONOMER_mod_cu2(1),YPO0444-MONOMER,cu2(1),Homology
YPO0444-MONOMER_mod_cd2(1),YPO0444-MONOMER,cd2(1),Homology
YPO0444-MONOMER_mod_cobalt2(1),YPO0444-MONOMER,cobalt2(1),Homology
YPO0444-MONOMER_mod_ni2(1),YPO0444-MONOMER,ni2(1),Homology
YPO0454-MONOMER_mod_mg2(1),YPO0454-MONOMER,mg2(1),Homology
YPO0460-MONOMER_mod_k(1)_mod_mg2(1),YPO0460-MONOMER,k(1) AND mg2(1),Homology
YPO0461-MONOMER_mod_pydx5p(1),YPO0461-MONOMER,pydx5p(1),Homology
YPO0469-MONOMER_mod_zn2(4),YPO0469-MONOMER,zn2(4),Homology
YPO0475-MONOMER_mod_zn2(2),YPO0475-MONOMER,zn2(2),Homology
YPO0477-MONOMER_mod_nadph(1)_mod_nadh(1)_mod_fad(1)_mod_cobalt2(1),YPO0477-MONOMER,nadph(1) AND nadh(1) AND fad(1) AND cobalt2(1),Homology
YPO0532-MONOMER_mod_mg2(1)_mod_mn2(1),YPO0532-MONOMER,mg2(1) AND mn2(1),Homology
YPO0553-MONOMER_mod_k(1)_mod_mg2(1),YPO0553-MONOMER,k(1) AND mg2(1),Homology
YPO0556-MONOMER_mod_mg2(1),YPO0556-MONOMER,mg2(1),Homology
YPO0565-MONOMER_mod_mn2(1)_mod_mg2(1),YPO0565-MONOMER,mn2(1) AND mg2(1),Homology
YPO0579-MONOMER_mod_zn2(1),YPO0579-MONOMER,zn2(1),Homology
YPO0658-MONOMER_mod_mg2(1),YPO0658-MONOMER,mg2(1),Homology
YPO0664-MONOMER_mod_mg2(1),YPO0664-MONOMER,mg2(1),Homology
YPO0670-MONOMER_mod_fad(1),YPO0670-MONOMER,fad(1),Homology
YPO0681-MONOMER_mod_pydx5p(1),YPO0681-MONOMER,pydx5p(1),Homology
YPO0783-MONOMER_mod_mg2(1),YPO0783-MONOMER,mg2(1),Homology
YPO0793-MONOMER_mod_mg2(1),YPO0793-MONOMER,mg2(1),Homology
YPO0796-MONOMER_mod_pydx5p(1),YPO0796-MONOMER,pydx5p(1),Homology
YPO0891-MONOMER_mod_Oxidized(1),YPO0891-MONOMER,Oxidized(1),Homology
YPO0893-MONOMER_mod_Oxidized(1),YPO0893-MONOMER,Oxidized(1),Homology
YPO0926-MONOMER_mod_thmpp(1)_mod_mn2(1)_mod_mg2(1),YPO0926-MONOMER,thmpp(1) AND mn2(1) AND mg2(1),Homology
YPO0929-MONOMER_mod_mg2(1)_mod_pydx5p(4),YPO0929-MONOMER,mg2(1) AND pydx5p(4),Homology
YPO0931-MONOMER_mod_k(4)_mod_mg2(1),YPO0931-MONOMER,k(4) AND mg2(1),Homology
YPO0931-MONOMER_mod_k(4)_mod_mn2(1),YPO0931-MONOMER,k(4) AND mn2(1),Homology
YPO0931-MONOMER_mod_k(4)_mod_cobalt2(1),YPO0931-MONOMER,k(4) AND cobalt2(1),Homology
YPO0931-MONOMER_mod_k(4)_mod_zn2(1),YPO0931-MONOMER,k(4) AND zn2(1),Homology
YPO0931-MONOMER_mod_k(4)_mod_cd2(1),YPO0931-MONOMER,k(4) AND cd2(1),Homology
YPO0931-MONOMER_mod_k(4)_mod_ni2(1),YPO0931-MONOMER,k(4) AND ni2(1),Homology
YPO0931-MONOMER_mod_k(4)_mod_ca2(1),YPO0931-MONOMER,k(4) AND ca2(1),Homology
YPO0931-MONOMER_mod_nh4(4)_mod_mg2(1),YPO0931-MONOMER,nh4(4) AND mg2(1),Homology
YPO0931-MONOMER_mod_nh4(4)_mod_mn2(1),YPO0931-MONOMER,nh4(4) AND mn2(1),Homology
YPO0931-MONOMER_mod_nh4(4)_mod_cobalt2(1),YPO0931-MONOMER,nh4(4) AND cobalt2(1),Homology
YPO0931-MONOMER_mod_nh4(4)_mod_zn2(1),YPO0931-MONOMER,nh4(4) AND zn2(1),Homology
YPO0931-MONOMER_mod_nh4(4)_mod_cd2(1),YPO0931-MONOMER,nh4(4) AND cd2(1),Homology
YPO0931-MONOMER_mod_nh4(4)_mod_ni2(1),YPO0931-MONOMER,nh4(4) AND ni2(1),Homology
YPO0931-MONOMER_mod_nh4(4)_mod_ca2(1),YPO0931-MONOMER,nh4(4) AND ca2(1),Homology
YPO0931-MONOMER_mod_tl(4)_mod_mg2(1),YPO0931-MONOMER,tl(4) AND mg2(1),Homology
YPO0931-MONOMER_mod_tl(4)_mod_mn2(1),YPO0931-MONOMER,tl(4) AND mn2(1),Homology
YPO0931-MONOMER_mod_tl(4)_mod_cobalt2(1),YPO0931-MONOMER,tl(4) AND cobalt2(1),Homology
YPO0931-MONOMER_mod_tl(4)_mod_zn2(1),YPO0931-MONOMER,tl(4) AND zn2(1),Homology
YPO0931-MONOMER_mod_tl(4)_mod_cd2(1),YPO0931-MONOMER,tl(4) AND cd2(1),Homology
YPO0931-MONOMER_mod_tl(4)_mod_ni2(1),YPO0931-MONOMER,tl(4) AND ni2(1),Homology
YPO0931-MONOMER_mod_tl(4)_mod_ca2(1),YPO0931-MONOMER,tl(4) AND ca2(1),Homology
YPO0931-MONOMER_mod_cs(4)_mod_mg2(1),YPO0931-MONOMER,cs(4) AND mg2(1),Homology
YPO0931-MONOMER_mod_cs(4)_mod_mn2(1),YPO0931-MONOMER,cs(4) AND mn2(1),Homology
YPO0931-MONOMER_mod_cs(4)_mod_cobalt2(1),YPO0931-MONOMER,cs(4) AND cobalt2(1),Homology
YPO0931-MONOMER_mod_cs(4)_mod_zn2(1),YPO0931-MONOMER,cs(4) AND zn2(1),Homology
YPO0931-MONOMER_mod_cs(4)_mod_cd2(1),YPO0931-MONOMER,cs(4) AND cd2(1),Homology
YPO0931-MONOMER_mod_cs(4)_mod_ni2(1),YPO0931-MONOMER,cs(4) AND ni2(1),Homology
YPO0931-MONOMER_mod_cs(4)_mod_ca2(1),YPO0931-MONOMER,cs(4) AND ca2(1),Homology
YPO0931-MONOMER_mod_LI(4)_mod_mg2(1),YPO0931-MONOMER,LI(4) AND mg2(1),Homology
YPO0931-MONOMER_mod_LI(4)_mod_mn2(1),YPO0931-MONOMER,LI(4) AND mn2(1),Homology
YPO0931-MONOMER_mod_LI(4)_mod_cobalt2(1),YPO0931-MONOMER,LI(4) AND cobalt2(1),Homology
YPO0931-MONOMER_mod_LI(4)_mod_zn2(1),YPO0931-MONOMER,LI(4) AND zn2(1),Homology
YPO0931-MONOMER_mod_LI(4)_mod_cd2(1),YPO0931-MONOMER,LI(4) AND cd2(1),Homology
YPO0931-MONOMER_mod_LI(4)_mod_ni2(1),YPO0931-MONOMER,LI(4) AND ni2(1),Homology
YPO0931-MONOMER_mod_LI(4)_mod_ca2(1),YPO0931-MONOMER,LI(4) AND ca2(1),Homology
YPO0931-MONOMER_mod_na1(4)_mod_mg2(1),YPO0931-MONOMER,na1(4) AND mg2(1),Homology
YPO0931-MONOMER_mod_na1(4)_mod_mn2(1),YPO0931-MONOMER,na1(4) AND mn2(1),Homology
YPO0931-MONOMER_mod_na1(4)_mod_cobalt2(1),YPO0931-MONOMER,na1(4) AND cobalt2(1),Homology
YPO0931-MONOMER_mod_na1(4)_mod_zn2(1),YPO0931-MONOMER,na1(4) AND zn2(1),Homology
YPO0931-MONOMER_mod_na1(4)_mod_cd2(1),YPO0931-MONOMER,na1(4) AND cd2(1),Homology
YPO0931-MONOMER_mod_na1(4)_mod_ni2(1),YPO0931-MONOMER,na1(4) AND ni2(1),Homology
YPO0931-MONOMER_mod_na1(4)_mod_ca2(1),YPO0931-MONOMER,na1(4) AND ca2(1),Homology
YPO0935-MONOMER_mod_mg2(1),YPO0935-MONOMER,mg2(1),Homology
YPO0945-MONOMER_mod_mg2(1),YPO0945-MONOMER,mg2(1),Homology
YPO0960-MONOMER_mod_pydx5p(1),YPO0960-MONOMER,pydx5p(1),Homology
YPO1028-MONOMER_mod_pydx5p(1),YPO1028-MONOMER,pydx5p(1),Homology
YPO1043-MONOMER_mod_fe2(2),YPO1043-MONOMER,fe2(2),Homology
YPO1048-MONOMER_mod_mn2(1),YPO1048-MONOMER,mn2(1),Homology
YPO1048-MONOMER_mod_cobalt2(1),YPO1048-MONOMER,cobalt2(1),Homology
YPO1048-MONOMER_mod_mg2(1),YPO1048-MONOMER,mg2(1),Homology
YPO1049-MONOMER_mod_mg2(1),YPO1049-MONOMER,mg2(1),Homology
YPO1050-MONOMER_mod_mg2(1)_mod_k(1),YPO1050-MONOMER,mg2(1) AND k(1),Homology
YPO1074-MONOMER_mod_mg2(1),YPO1074-MONOMER,mg2(1),Homology
YPO1079-MONOMER_mod_zn2(1),YPO1079-MONOMER,zn2(1),Homology
YPO1106-MONOMER_mod_mg2(1),YPO1106-MONOMER,mg2(1),Homology
YPO1127-MONOMER_mod_4fe4s(1),YPO1127-MONOMER,4fe4s(1),Homology
YPO1129a-MONOMER_mod_fe2(1),YPO1129a-MONOMER,fe2(1),Homology
YPO1133-MONOMER_mod_23bpg(1),YPO1133-MONOMER,23bpg(1),Homology
YPO1137-MONOMER_mod_mg2(1),YPO1137-MONOMER,mg2(1),Homology
YPO1138-MONOMER_mod_fe2(1)_mod_zn2(1),YPO1138-MONOMER,fe2(1) AND zn2(1),Homology
YPO1139-MONOMER_mod_nad(1),YPO1139-MONOMER,nad(1),Homology
YPO1148-MONOMER_mod_mg2(1),YPO1148-MONOMER,mg2(1),Homology
YPO1150-MONOMER_mod_pydx5p(1),YPO1150-MONOMER,pydx5p(1),Homology
YPO1151-MONOMER_mod_4fe4s(1)_mod_2fe2s(1),YPO1151-MONOMER,4fe4s(1) AND 2fe2s(1),Homology
YPO1154-MONOMER_mod_mg2(1),YPO1154-MONOMER,mg2(1),Homology
YPO1161-MONOMER_mod_amp(1),YPO1161-MONOMER,amp(1),Homology
YPO1161-MONOMER_mod_coo(1),YPO1161-MONOMER,coo(1),Homology
YPO1161-MONOMER_mod_cosh(1),YPO1161-MONOMER,cosh(1),Homology
YPO1177-MONOMER_mod_fad(1),YPO1177-MONOMER,fad(1),Homology
YPO1201-MONOMER_mod_pydx5p(1),YPO1201-MONOMER,pydx5p(1),Homology
YPO1207-MONOMER_mod_hemed(6),YPO1207-MONOMER,hemed(6),Homology
YPO1215-MONOMER_mod_zn2(1),YPO1215-MONOMER,zn2(1),Homology
YPO1299-MONOMER_mod_mg2(1),YPO1299-MONOMER,mg2(1),Homology
YPO1327-MONOMER_mod_Oxidized(1),YPO1327-MONOMER,Oxidized(1),Homology
YPO1336-MONOMER_mod_4fe4s(1),YPO1336-MONOMER,4fe4s(1),Homology
YPO1357-MONOMER_mod_pydx5p(1),YPO1357-MONOMER,pydx5p(1),Homology
YPO1358-MONOMER_mod_mg2(1)_mod_thmpp(1)_mod_fad(1),YPO1358-MONOMER,mg2(1) AND thmpp(1) AND fad(1),Homology
YPO1379-MONOMER_mod_mg2(1),YPO1379-MONOMER,mg2(1),Homology
YPO1383-MONOMER_mod_glycyl(1),YPO1383-MONOMER,glycyl(1),Homology
YPO1389-MONOMER_mod_pydx5p(1),YPO1389-MONOMER,pydx5p(1),Homology
YPO1391-MONOMER_mod_mg2(1),YPO1391-MONOMER,mg2(1),Homology
YPO1395-MONOMER_mod_mg2(1),YPO1395-MONOMER,mg2(1),Homology
YPO1396-MONOMER_mod_mg2(1),YPO1396-MONOMER,mg2(1),Homology
YPO1400-MONOMER_mod_mg2(1),YPO1400-MONOMER,mg2(1),Homology
YPO1410-MONOMER_mod_pydx5p(1),YPO1410-MONOMER,pydx5p(1),Homology
YPO1415-MONOMER_mod_fmn(1),YPO1415-MONOMER,fmn(1),Homology
YPO1502-MONOMER_mod_zn2(1),YPO1502-MONOMER,zn2(1),Homology
YPO1505-MONOMER_mod_zn2(1),YPO1505-MONOMER,zn2(1),Homology
YPO1511-MONOMER_mod_mn2(1),YPO1511-MONOMER,mn2(1),Homology
YPO1511-MONOMER_mod_mg2(1),YPO1511-MONOMER,mg2(1),Homology
YPO1512-MONOMER_mod_zn2(1),YPO1512-MONOMER,zn2(1),Homology
YPO1522-MONOMER_mod_zn2(2),YPO1522-MONOMER,zn2(2),Homology
YPO1524-MONOMER_mod_mg2(1),YPO1524-MONOMER,mg2(1),Homology
YPO1546-MONOMER_mod_mg2(1),YPO1546-MONOMER,mg2(1),Homology
YPO1546-MONOMER_mod_mn2(1),YPO1546-MONOMER,mn2(1),Homology
YPO1547-MONOMER_mod_pydx5p(1),YPO1547-MONOMER,pydx5p(1),Homology
YPO1548-MONOMER_mod_mn2(1),YPO1548-MONOMER,mn2(1),Homology
YPO1569-MONOMER_mod_fmn(1),YPO1569-MONOMER,fmn(1),Homology
YPO1570-MONOMER_mod_mg2(1),YPO1570-MONOMER,mg2(1),Homology
YPO1587-MONOMER_mod_zn2(2),YPO1587-MONOMER,zn2(2),Homology
YPO1590-MONOMER_mod_zn2(2),YPO1590-MONOMER,zn2(2),Homology
YPO1600-MONOMER_mod_pan4p(1),YPO1600-MONOMER,pan4p(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_ac(1),YPO1600-MONOMER,pan4p(1) AND ac(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_mal(1),YPO1600-MONOMER,pan4p(1) AND mal(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_but2e(1),YPO1600-MONOMER,pan4p(1) AND but2e(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_act(1),YPO1600-MONOMER,pan4p(1) AND act(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_but(1),YPO1600-MONOMER,pan4p(1) AND but(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_3ha(1),YPO1600-MONOMER,pan4p(1) AND 3ha(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_egme(1),YPO1600-MONOMER,pan4p(1) AND egme(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_ogme(1),YPO1600-MONOMER,pan4p(1) AND ogme(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_gme(1),YPO1600-MONOMER,pan4p(1) AND gme(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_hgme(1),YPO1600-MONOMER,pan4p(1) AND hgme(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_thex2e(1),YPO1600-MONOMER,pan4p(1) AND thex2e(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_3ohex(1),YPO1600-MONOMER,pan4p(1) AND 3ohex(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_hex(1),YPO1600-MONOMER,pan4p(1) AND hex(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_3hhex(1),YPO1600-MONOMER,pan4p(1) AND 3hhex(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_pim(1),YPO1600-MONOMER,pan4p(1) AND pim(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_epme(1),YPO1600-MONOMER,pan4p(1) AND epme(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_opme(1),YPO1600-MONOMER,pan4p(1) AND opme(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_pme(1),YPO1600-MONOMER,pan4p(1) AND pme(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_hpme(1),YPO1600-MONOMER,pan4p(1) AND hpme(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_toct2e(1),YPO1600-MONOMER,pan4p(1) AND toct2e(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_3ooct(1),YPO1600-MONOMER,pan4p(1) AND 3ooct(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_oc(1),YPO1600-MONOMER,pan4p(1) AND oc(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_3hoct(1),YPO1600-MONOMER,pan4p(1) AND 3hoct(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_tdec2e(1),YPO1600-MONOMER,pan4p(1) AND tdec2e(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_cdec3e(1),YPO1600-MONOMER,pan4p(1) AND cdec3e(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_3odec(1),YPO1600-MONOMER,pan4p(1) AND 3odec(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_dca(1),YPO1600-MONOMER,pan4p(1) AND dca(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_3hdec(1),YPO1600-MONOMER,pan4p(1) AND 3hdec(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_t3c5ddece(1),YPO1600-MONOMER,pan4p(1) AND t3c5ddece(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_3ocddec5e(1),YPO1600-MONOMER,pan4p(1) AND 3ocddec5e(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_tddec2e(1),YPO1600-MONOMER,pan4p(1) AND tddec2e(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_cddec5e(1),YPO1600-MONOMER,pan4p(1) AND cddec5e(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_3oddec(1),YPO1600-MONOMER,pan4p(1) AND 3oddec(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_3hcddec5e(1),YPO1600-MONOMER,pan4p(1) AND 3hcddec5e(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_ddca(1),YPO1600-MONOMER,pan4p(1) AND ddca(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_3hddec(1),YPO1600-MONOMER,pan4p(1) AND 3hddec(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_t3c7mrse(1),YPO1600-MONOMER,pan4p(1) AND t3c7mrse(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_3ocmrs7e(1),YPO1600-MONOMER,pan4p(1) AND 3ocmrs7e(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_tde(1),YPO1600-MONOMER,pan4p(1) AND tde(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_tmrs2e(1),YPO1600-MONOMER,pan4p(1) AND tmrs2e(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_3omrs(1),YPO1600-MONOMER,pan4p(1) AND 3omrs(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_3hcmrs7e(1),YPO1600-MONOMER,pan4p(1) AND 3hcmrs7e(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_myrs(1),YPO1600-MONOMER,pan4p(1) AND myrs(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_3hmrs(1),YPO1600-MONOMER,pan4p(1) AND 3hmrs(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_t3c9palme(1),YPO1600-MONOMER,pan4p(1) AND t3c9palme(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_3ocpalm9e(1),YPO1600-MONOMER,pan4p(1) AND 3ocpalm9e(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_hde(1),YPO1600-MONOMER,pan4p(1) AND hde(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_tpalm2e(1),YPO1600-MONOMER,pan4p(1) AND tpalm2e(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_3opalm(1),YPO1600-MONOMER,pan4p(1) AND 3opalm(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_3hcpalm9e(1),YPO1600-MONOMER,pan4p(1) AND 3hcpalm9e(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_palm(1),YPO1600-MONOMER,pan4p(1) AND palm(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_3hpalm(1),YPO1600-MONOMER,pan4p(1) AND 3hpalm(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_t3c11vace(1),YPO1600-MONOMER,pan4p(1) AND t3c11vace(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_3ocvac11e(1),YPO1600-MONOMER,pan4p(1) AND 3ocvac11e(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_toctd2e(1),YPO1600-MONOMER,pan4p(1) AND toctd2e(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_octe(1),YPO1600-MONOMER,pan4p(1) AND octe(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_3ooctd(1),YPO1600-MONOMER,pan4p(1) AND 3ooctd(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_3hcvac11e(1),YPO1600-MONOMER,pan4p(1) AND 3hcvac11e(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_ocdca(1),YPO1600-MONOMER,pan4p(1) AND ocdca(1),Homology
YPO1600-MONOMER_mod_pan4p(1)_mod_3hocta(1),YPO1600-MONOMER,pan4p(1) AND 3hocta(1),Homology
YPO1603-MONOMER_mod_pydx5p(1),YPO1603-MONOMER,pydx5p(1),Homology
YPO1605-MONOMER_mod_mg2(1),YPO1605-MONOMER,mg2(1),Homology
YPO1614-MONOMER_mod_mg2(1),YPO1614-MONOMER,mg2(1),Homology
YPO1617-MONOMER_mod_mg2(1)_mod_cu(1)_mod_fad(1),YPO1617-MONOMER,mg2(1) AND cu(1) AND fad(1),Homology
YPO1625-MONOMER_mod_mg2(1),YPO1625-MONOMER,mg2(1),Homology
YPO1641-MONOMER_mod_mn2(1),YPO1641-MONOMER,mn2(1),Homology
YPO1641-MONOMER_mod_mg2(1),YPO1641-MONOMER,mg2(1),Homology
YPO1654-MONOMER_mod_mg2(1),YPO1654-MONOMER,mg2(1),Homology
