Reaction,Complexes
3HAD100,YPO1430-MONOMER OR YPO1055-MONOMER
3HAD120,YPO1430-MONOMER OR YPO1055-MONOMER
3HAD121,YPO1430-MONOMER OR YPO1055-MONOMER
3HAD140,YPO1430-MONOMER OR YPO1055-MONOMER
3HAD141,YPO1430-MONOMER OR YPO1055-MONOMER
3HAD160,YPO1430-MONOMER OR YPO1055-MONOMER
ACGAMT,YPO3866-MONOMER_mod_mg2(1)
ACGAptspp,CPLX_GLCptspp-0 OR CPLX_ACGAptspp-0
23PDE7pp,YPO3530-MONOMER
ACGAtex,YPO1222-MONOMER
ACGK,YPO3925-MONOMER_mod_mg2(1)
ACGS,YPO1022-MONOMER
3HAD161,YPO1430-MONOMER OR YPO1055-MONOMER
3HAD180,YPO1430-MONOMER OR YPO1055-MONOMER
3HAD181,YPO1055-MONOMER OR YPO1430-MONOMER
3HAD40,YPO1430-MONOMER OR YPO1055-MONOMER
ACHBS,CPLX_ACHBS-0
ACKr,YPO2566-MONOMER OR YPO1775-MONOMER_mod_mg2(1)
3HAD60,YPO1430-MONOMER OR YPO1055-MONOMER
ACLS,CPLX_ACHBS-0
23PDE9pp,YPO3530-MONOMER
3HAD80,YPO1430-MONOMER OR YPO1055-MONOMER
3KGK_copy1,YPO3334-MONOMER
ACMAMUT,YPO3855-MONOMER
26DAHtex,YPO1222-MONOMER
ACMANAptspp,CPLX_GAMptspp-0
3KGK_copy2,YPO3530-MONOMER
ACMANAtex,YPO1222-MONOMER
ACMUMtex,YPO1222-MONOMER
ACNAMt2pp,YPO3016-MONOMER
3NTD4pp,YPO3530-MONOMER
3NTD7pp,YPO3530-MONOMER
3NTD9pp,YPO3530-MONOMER
3OAR100,YPO1599-MONOMER
ACNAMtex,YPO1222-MONOMER
ACNML,YPO3024-MONOMER
ACOAD1f,YPO3244-MONOMER
3OAR120,YPO1599-MONOMER
2AGPA120tipp,YPO0792-MONOMER
3OAR121,YPO1599-MONOMER
3OAR140,YPO1599-MONOMER
3OAR141,YPO1599-MONOMER
ACOAD2f,YPO3244-MONOMER
ACOAD3f,YPO3244-MONOMER
ACOAD4f,YPO3244-MONOMER
3OAR160,YPO1599-MONOMER
2AGPA140tipp,YPO0792-MONOMER
3OAR161,YPO1599-MONOMER
ACOAD5f,YPO3244-MONOMER
ACOAD6f,YPO3244-MONOMER
ACOAD7f,YPO3244-MONOMER
3OAR180,YPO1599-MONOMER
2AGPA141tipp,YPO0792-MONOMER
3OAR181,YPO1599-MONOMER
3OAR40,YPO1599-MONOMER
ACOAD8f,YPO3244-MONOMER
ACOATA,CPLX_ACOATA-0
ACODA,YPO3928-MONOMER_mod_zn2(1)
3OAR60,YPO1599-MONOMER
2AGPA160tipp,YPO0792-MONOMER
3OAR80,YPO1599-MONOMER
3OAS100,YPO2757-MONOMER OR YPO1601-MONOMER
3OAS120,YPO2757-MONOMER OR YPO1601-MONOMER
3OAS121,YPO2757-MONOMER
3OAS140,YPO2757-MONOMER OR YPO1601-MONOMER
3OAS141,YPO2757-MONOMER
3OAS160,YPO2757-MONOMER OR YPO1601-MONOMER
3OAS161,YPO2757-MONOMER
3OAS180,YPO1601-MONOMER OR YPO2757-MONOMER
3OAS181,YPO1601-MONOMER
3OAS60,YPO2757-MONOMER OR YPO1601-MONOMER
3OAS80,YPO2757-MONOMER OR YPO1601-MONOMER
3PEPTtex,YPO1222-MONOMER
3UMPtex,YPO1222-MONOMER
4HOXPACDtex,YPO1222-MONOMER
4HTHRS,YPO0461-MONOMER
ACONMT,YPO2509-MONOMER
ACONTa,YPO2221-MONOMER_mod_4fe4s(1) OR YPO3415-MONOMER
ACONTb,YPO3415-MONOMER OR YPO2221-MONOMER_mod_4fe4s(1)
ACOTA,YPO1962-MONOMER_mod_pydx5p(1)
ACPS1,YPO2929-MONOMER_mod_mg2(1) OR YPO2929-MONOMER_mod_mn2(1)
ACS,YPO0253-MONOMER
ACSERtex,YPO1222-MONOMER
ACSERtpp,YPO0181-MONOMER
ACt4pp,YPO0251-MONOMER
ACtex,YPO1222-MONOMER
ADCL,YPO1603-MONOMER
ADCS,CPLX_ADCS-0_mod_mg2(1)
ADEtex,YPO1222-MONOMER
ADK3,YPO3118-MONOMER_mod_mg2(1)
ADK4,YPO3118-MONOMER_mod_mg2(1)
ADMDC,YPO3412-MONOMER
ADNCYC,YPO3848-MONOMER
ADNK1,YPO3118-MONOMER_mod_mg2(1)
ADNt2pp,YPO2983-MONOMER
ADOCBLabcpp,CPLX_ADOCBLabcpp-0
4PEPTtex,YPO1222-MONOMER
5DGLCNR,YPO2539-MONOMER
AMALT2,YPO0126-MONOMER
AMALT3,YPO0126-MONOMER
AMALT4,YPO0126-MONOMER
AMANAPEr,YPO3023-MONOMER
ADOCBLtonex,CPLX_ADOCBLtonex-0
ADPRDP,YPO0144-MONOMER
ADPT,YPO3123-MONOMER_mod_mg2(1) OR YPO3123-MONOMER_mod_mn2(1)
ADSK,YPO3364-MONOMER_mod_mg2(1) OR YPO3364-MONOMER_mod_mn2(1) OR YPO3364-MONOMER_mod_cobalt2(1) OR YPO3364-MONOMER_mod_cd2(1)
AMANK,YPO3020-MONOMER
2AGPA161tipp,YPO0792-MONOMER
AMAOTr,YPO1150-MONOMER_mod_pydx5p(1)
AMMQLT8,YPO3781-MONOMER
AMPMS2,YPO3739-MONOMER
AMPN,YPO2288-MONOMER
AMPTASECG,YPO3230-MONOMER OR YPO3441-MONOMER_mod_zn2(1) OR YPO2889-MONOMER OR YPO1414-MONOMER
AMPTASEPG,YPO3441-MONOMER_mod_zn2(1) OR YPO3230-MONOMER OR YPO1414-MONOMER OR YPO2889-MONOMER
ADSL1r,YPO1636-MONOMER
ADSL2r,YPO1636-MONOMER
ADSS,YPO0378-MONOMER_mod_mg2(1)
AGDC,YPO2626-MONOMER
AGM3PA,YPO3423-MONOMER
AGM3PApp,YPO1023-MONOMER
AGM3PH,YPO1615-MONOMER
AGM3Pt2pp,YPO3162-MONOMER
AGM4PA,YPO3423-MONOMER
AGM4PApp,YPO1023-MONOMER
AGM4PH,YPO1615-MONOMER
AGM4Pt2pp,YPO3162-MONOMER
AMPtex,YPO1222-MONOMER
ANHGMtex,YPO1222-MONOMER
ANHMK,YPO2372-MONOMER
ANS,YPO2208-MONOMER
AOXSr,YPO1152-MONOMER
AP4AH,YPO0490-MONOMER
AGMH,YPO1615-MONOMER
AGMHE,YPO0058-MONOMER
AGMt2pp,YPO3162-MONOMER
AGMtex,YPO1222-MONOMER
AP5AH,YPO0490-MONOMER
2AGPA180tipp,YPO0792-MONOMER
APRAUR,YPO3183-MONOMER
ARAI,YPO2253-MONOMER_mod_mn2(1)
ARBabcpp,CPLX_ARBabcpp-0
AGPAT120,YPO0672-MONOMER
AGPAT140,YPO0672-MONOMER
AGPAT141,YPO0672-MONOMER
ARBtex,YPO1222-MONOMER
2AGPA181tipp,YPO0792-MONOMER
ARGabcpp,CPLX_ARGabcpp-0 OR CPLX_ARGabcpp-1
AGPAT160,YPO0672-MONOMER
AGPAT161,YPO0672-MONOMER
AGPAT180,YPO0672-MONOMER
ARGAGMt7pp,YPO1200-MONOMER
ARGDCpp,YPO0929-MONOMER
AGPAT181,YPO0672-MONOMER
2AGPE120tipp,YPO0792-MONOMER
AGPR,YPO3927-MONOMER
AHCYSNS,YPO3384-MONOMER
AICART,YPO3728-MONOMER
AIRC2,YPO3077-MONOMER
AIRC3,YPO3076-MONOMER
ARGORNt7pp,YPO2306-MONOMER
ARGSL,YPO3924-MONOMER
ARGSS,YPO1570-MONOMER_mod_mg2(1)
ARGt3pp,YPO0918-MONOMER
ARGtex,YPO1222-MONOMER
ARGTRS,YPO2046-MONOMER_mod_mg2(1)
ASAD,YPO3949-MONOMER
AKGDH,CPLX_AKGDH-0_mod_mg2(1)_mod_lipo(1) OR CPLX_AKGDH-0_mod_mg2(1)_mod_fad(1)_mod_thmpp(1)_mod_lipoyl(1)
AKGtex,YPO1222-MONOMER
ALAALAabcpp,CPLX_ALAALAabcpp-0
ASCBtex,YPO1222-MONOMER
ALAALAr,YPO0557-MONOMER
2AGPE140tipp,YPO0792-MONOMER
ALAALAtex,YPO1222-MONOMER
ALAR,YPO0321-MONOMER
ALAt2pp,YPO3854-MONOMER
ASNNpp,YPO2161-MONOMER
ASNS1,YPO2623-MONOMER_mod_mg2(1)
ASNS2,YPO0003-MONOMER
ALATA_D2,YPO1357-MONOMER OR YPO2907-MONOMER
ASNtex,YPO1222-MONOMER
ALATA_L2,YPO2907-MONOMER OR YPO1357-MONOMER
ASNTRS,YPO1412-MONOMER
2AGPE141tipp,YPO0792-MONOMER
ASO3t8pp,YPO3347-MONOMER
ASO3tex,YPO1222-MONOMER
ASP1DC,YPO3403-MONOMER
ASPabcpp,CPLX_ASPabcpp-0
ASPCT,CPLX_ASPCT-0
ASPK,YPO0459-MONOMER OR YPO3719-MONOMER OR YPO0116-MONOMER
ALAtex,YPO1222-MONOMER
ALATRS,YPO3305-MONOMER_mod_zn2(4)
ALCD19,YPO1502-MONOMER
ALCD2x,YPO1502-MONOMER OR YPO2180-MONOMER
ALLPI,YPO3353-MONOMER
ALLTAMH,YPO3249-MONOMER_mod_mn2(1) OR YPO3249-MONOMER_mod_2fe2s(1)_mod_mn2(1) OR YPO3249-MONOMER_mod_4fe4s(1)_mod_mn2(1)
ASPO3,YPO2710-MONOMER_mod_fad(1)
ASPO4,YPO2710-MONOMER_mod_fad(1)
ASPO5,YPO2710-MONOMER_mod_fad(1)
ALLtex,YPO1222-MONOMER
ASPO6,YPO2710-MONOMER_mod_fad(1)
ALLTNt2rpp,YPO1083-MONOMER
2AGPE160tipp,YPO0792-MONOMER
ALLTNtex,YPO1222-MONOMER
ALPATE160pp,CPLX_ALPATE160pp-0
ALPATG160pp,CPLX_ALPATE160pp-0
ASPT,YPO0348-MONOMER_mod_mg2(1) OR YPO0348-MONOMER_mod_mn2(1) OR YPO0348-MONOMER_mod_cobalt2(1)
ASPt2_2pp,YPO3992-MONOMER
ASPt2_3pp,YPO0347-MONOMER
ASPt2pp,YPO0254-MONOMER
ALR2,YPO0676-MONOMER OR YPO1075-MONOMER
ALTRH,YPO0581-MONOMER
AM3PA,YPO3423-MONOMER
ASPTA,YPO1410-MONOMER
AM4PA,YPO3423-MONOMER
2AGPE161tipp,YPO0792-MONOMER
AMALT1,YPO0126-MONOMER
ASPtex,YPO1222-MONOMER
ASPTRS,YPO2053-MONOMER
ASR,YPO3070-MONOMER
AST,YPO1963-MONOMER
2AGPE180tipp,YPO0792-MONOMER
ATPPRT,YPO1549-MONOMER
COLIPAabcpp,YPO1395-MONOMER
ATPS4rpp,CPLX_ATPS4rpp-0 OR CPLX_ATPS4rpp-1
BALAt2pp,YPO3854-MONOMER
2AGPE181tipp,YPO0792-MONOMER
BALAtex,YPO1222-MONOMER
BETALDHx,YPO1166-MONOMER
2AGPEAT120,YPO0793-MONOMER
BETALDHy,YPO1166-MONOMER
BSORx,YPO0794-MONOMER
CPGNtonex,CPLX_ADOCBLtonex-0
CPPPGO,YPO3032-MONOMER
BSORy,YPO0794-MONOMER
BTS4,YPO1151-MONOMER_mod_4fe4s(1)_mod_2fe2s(1)
CPPPGO2,YPO0946-MONOMER
2AGPEAT140,YPO0793-MONOMER
CRNabcpp,CPLX_CRNabcpp-0
CRNDabcpp,CPLX_CRNabcpp-0
CRNDt2rpp,YPO0465-MONOMER
CRNt2rpp,YPO0465-MONOMER
BUTSO3abcpp,CPLX_BUTSO3abcpp-0
BUTSO3tex,YPO1222-MONOMER
BUTtex,YPO1222-MONOMER
CRNtex,YPO1222-MONOMER
CS,YPO1108-MONOMER
CSND,YPO0162-MONOMER
CA2t3pp,YPO1958-MONOMER
CA2tex,YPO1222-MONOMER
CAT,YPO1207-MONOMER OR YPO3319-MONOMER
CSNtex,YPO1222-MONOMER
CAt6pp,YPO3576-MONOMER
CTBTabcpp,CPLX_CRNabcpp-0
2AGPEAT141,YPO0793-MONOMER
CTBTt2rpp,YPO0465-MONOMER
CTPS2,YPO3377-MONOMER_mod_mg2(1)
CU1abcpp,YPO3820-MONOMER
CBIAT,YPO2214-MONOMER
CBIuabcpp,CPLX_ADOCBLabcpp-0
CBL1abcpp,CPLX_ADOCBLabcpp-0
CU2abcpp,YPO3820-MONOMER
CU2tex,YPO1222-MONOMER
2AGPEAT160,YPO0793-MONOMER
CUtex,YPO1222-MONOMER
CYANST,YPO0122-MONOMER
CBLAT,YPO2214-MONOMER
CBPS,CPLX_CBPS-0_mod_mg2(1) OR CPLX_CBPS-0_mod_mn2(1) OR CPLX_CBPS-0_mod_cobalt2(1) OR CPLX_CBPS-0_mod_cd2(1) OR CPLX_CBPS-0_mod_zn2(1)
CD2abcpp,YPO3820-MONOMER
CYANtex,YPO1222-MONOMER
2AGPEAT161,YPO0793-MONOMER
CYNTtex,YPO1222-MONOMER
CD2t3pp,YPO1129-MONOMER
CD2tex,YPO1222-MONOMER
CDAPPA120,YPO3986-MONOMER
CDAPPA140,YPO3986-MONOMER
CDAPPA141,YPO3986-MONOMER
CDAPPA160,YPO3986-MONOMER
CDAPPA161,YPO3986-MONOMER
CDAPPA180,YPO3986-MONOMER
CYSDDS,YPO1845-MONOMER
CYSDS,YPO1845-MONOMER
CYSDtex,YPO1222-MONOMER
CYSS,YPO3011-MONOMER
CYSSADS,YPO1028-MONOMER
CDAPPA181,YPO3986-MONOMER
CDPMEK,YPO2014-MONOMER_mod_mg2(1)
CFAS160E,YPO2390-MONOMER
CYStex,YPO1222-MONOMER
CYStpp,YPO0181-MONOMER
CFAS160G,YPO2390-MONOMER
2AGPEAT180,YPO0793-MONOMER
CFAS180E,YPO2390-MONOMER
CFAS180G,YPO2390-MONOMER
CYSTRS,YPO3073-MONOMER_mod_zn2(1)
CYTBD2pp,CPLX_CYTBD2pp-0_mod_pheme(1)_mod_hemed(1)
CYTBDpp,CPLX_CYTBD2pp-0_mod_pheme(1)_mod_hemed(1)
CYTBO3_4pp,CPLX_CYTBO3_4pp-0
CGLYabcpp,CPLX_ALAALAabcpp-0
CGLYtex,YPO1222-MONOMER
2AGPEAT181,YPO0793-MONOMER
CHLt2pp,YPO1168-MONOMER OR YPO2494-MONOMER
CHLtex,YPO1222-MONOMER
CYTD,YPO1512-MONOMER
CYTDK2,YPO1524-MONOMER_mod_mg2(1)
CYTDt2pp_copy1,YPO2983-MONOMER
CYTDtex,YPO1222-MONOMER
CYTK1,YPO1391-MONOMER_mod_mg2(1)
DAAD,YPO2147-MONOMER
CHORM,YPO3285-MONOMER
CHORS,YPO2751-MONOMER_mod_fmnh2(1) OR YPO2751-MONOMER_mod_fadh2(1)
CHRPL,YPO0310-MONOMER
CITtex,YPO1222-MONOMER
CLPNS120pp,YPO2188-MONOMER
CLPNS140pp,YPO2188-MONOMER
CLPNS141pp,YPO2188-MONOMER
DADK_copy1,YPO3118-MONOMER_mod_mg2(1)
DADNt2pp,YPO2983-MONOMER
CLPNS160pp,YPO2188-MONOMER
DAGK120,YPO0313-MONOMER
2AGPG120tipp,YPO0792-MONOMER
DAGK140,YPO0313-MONOMER
DAGK141,YPO0313-MONOMER
CLPNS161pp,YPO2188-MONOMER
CLPNS180pp,YPO2188-MONOMER
CLPNS181pp,YPO2188-MONOMER
DAGK160,YPO0313-MONOMER
DAGK161,YPO0313-MONOMER
2AGPG140tipp,YPO0792-MONOMER
DAGK180,YPO0313-MONOMER
CLt3_2pp,YPO3388-MONOMER
CLtex,YPO1222-MONOMER
CMPtex,YPO1222-MONOMER
DAGK181,YPO0313-MONOMER
DALAt2pp,YPO3854-MONOMER
2AGPG141tipp,YPO0792-MONOMER
DALAtex,YPO1222-MONOMER
DAMPtex,YPO1222-MONOMER
DAPDC,YPO0796-MONOMER_mod_pydx5p(1)
DAPE,YPO3845-MONOMER
DAPtex,YPO1222-MONOMER
DB4PS,YPO0658-MONOMER
CO2tex,YPO1222-MONOMER
COBALT2abcpp,YPO3820-MONOMER
COBALT2t3pp,YPO1129-MONOMER
COBALT2tex,YPO1222-MONOMER
COBALT2tpp,YPO3837-MONOMER
DCAtex,YPO1222-MONOMER
2AGPG160tipp,YPO0792-MONOMER
DCMPtex,YPO1222-MONOMER
DCTPD,YPO1525-MONOMER
DCYTD,YPO1512-MONOMER
DHDPRy,YPO0480-MONOMER
DHDPS,YPO3062-MONOMER
DHFR,YPO0486-MONOMER
DCYTt2pp,YPO2983-MONOMER
2AGPG161tipp,YPO0792-MONOMER
DDCAtexi,YPO2744-MONOMER
DHFS,YPO2769-MONOMER
DHNAOT4,YPO0104-MONOMER_mod_mg2(1)
DHNPA2r,YPO0648-MONOMER
FEENTERtonex,CPLX_ADOCBLtonex-0
DHORD2,YPO1415-MONOMER
DHORD5,YPO1415-MONOMER
DHORTS,YPO1587-MONOMER
DHPPDA2,YPO3183-MONOMER
DHPS2,YPO3501-MONOMER_mod_mg2(1)
DHQS,YPO0152-MONOMER_mod_cobalt2(1)_mod_nad(1)
DIMPtex,YPO1222-MONOMER
DINStex,YPO1222-MONOMER
DKGLCNR1,YPO1075-MONOMER OR YPO0676-MONOMER
ENO,YPO3376-MONOMER_mod_mg2(4)
ETHAtex,YPO1222-MONOMER
ETHSO3abcpp,CPLX_BUTSO3abcpp-0
ETHSO3tex,YPO1222-MONOMER
ETOHtex,YPO1222-MONOMER
F6PA,YPO2232-MONOMER
F6Ptex,YPO1222-MONOMER
FA100ACPHi,YPO3193-MONOMER
DKGLCNR2x,YPO4078-MONOMER
DKGLCNR2y,YPO4078-MONOMER
D_LACtex,YPO1222-MONOMER
DMATT,YPO3176-MONOMER_mod_mg2(1) OR YPO3176-MONOMER_mod_mn2(1)
FA120ACPHi,YPO3193-MONOMER
FA140ACPHi,YPO3193-MONOMER
FA141ACPHi,YPO3193-MONOMER
DMPPS,YPO0477-MONOMER_mod_nadph(1)_mod_nadh(1)_mod_fad(1)_mod_cobalt2(1)
FEOXAMtonex,CPLX_ADOCBLtonex-0
DMQMT,YPO1215-MONOMER
DMSOR1,CPLX_DMSOR1-0
FA160ACPHi,YPO3193-MONOMER
FA161ACPHi,YPO3193-MONOMER
FA80ACPHi,YPO3193-MONOMER
FACOAE100,YPO3141-MONOMER
DMSOR2,CPLX_DMSOR1-0
FACOAE120,YPO3141-MONOMER
FLDR,CPLX_FLDR-0 OR CPLX_FLDR-1
FACOAE140,YPO3141-MONOMER
FACOAE141,YPO3141-MONOMER
FACOAE160,YPO3141-MONOMER
FACOAE161,YPO3141-MONOMER
FACOAE180,YPO3141-MONOMER
FACOAE181,YPO3141-MONOMER
DMSOtex,YPO1222-MONOMER
DMStex,YPO1222-MONOMER
DNTPPA,YPO2054-MONOMER OR YPO0565-MONOMER
DOPAtex,YPO1222-MONOMER
DPCOAK,YPO3430-MONOMER
DPR,YPO3171-MONOMER OR YPO3888-MONOMER_mod_mg2(1)
DRPA,YPO0436-MONOMER
DSBAO1,CPLX_DSBAO1-0
DSBAO2,CPLX_DSBAO1-0
DSBCGT,YPO0891-MONOMER
FACOAE60,YPO3141-MONOMER
FACOAE80,YPO3141-MONOMER
FACOAL100t2pp,YPO2074-MONOMER_mod_mg2(1)
FACOAL120t2pp,YPO2074-MONOMER_mod_mg2(1)
FACOAL140t2pp,YPO2074-MONOMER_mod_mg2(1)
DSBDR,CPLX_DSBDR-0 OR CPLX_DSBDR-1
DSERt2pp,YPO3854-MONOMER
FACOAL141t2pp,YPO2074-MONOMER_mod_mg2(1)
DSERtex,YPO1222-MONOMER
FLVR,CPLX_FLVR-0_mod_4fe4s(1)_mod_sheme(1)_mod_fmn(1)_mod_fad(1) OR YPO3768-MONOMER
DTMPK,YPO1605-MONOMER_mod_mg2(1)
DTMPtex,YPO1222-MONOMER
DUMPtex,YPO1222-MONOMER
FACOAL160t2pp,YPO2074-MONOMER_mod_mg2(1)
FACOAL161t2pp,YPO2074-MONOMER_mod_mg2(1)
FACOAL180t2pp,YPO2074-MONOMER_mod_mg2(1)
FACOAL181t2pp,YPO2074-MONOMER_mod_mg2(1)
FACOAL60t2pp,YPO2074-MONOMER_mod_mg2(1)
FACOAL80t2pp,YPO2074-MONOMER_mod_mg2(1)
DURIK1,YPO2176-MONOMER_mod_mg2(1)
DURIPP,YPO0440-MONOMER
DURIt2pp,YPO2983-MONOMER
DUTPDP,YPO0047-MONOMER
DXPRIi,YPO1048-MONOMER_mod_mn2(1) OR YPO1048-MONOMER_mod_cobalt2(1) OR YPO1048-MONOMER_mod_mg2(1)
DXPS,YPO3177-MONOMER_mod_thmpp(1)
FADRx,YPO3768-MONOMER
FALDH2,YPO1502-MONOMER
FALDtex,YPO1222-MONOMER
DXYLK,YPO4039-MONOMER
E4PD,YPO0922-MONOMER
FBA,YPO0920-MONOMER
FLVRx,YPO3768-MONOMER
FBP,YPO3520-MONOMER
FCLT,YPO3117-MONOMER
ECAP1pp,CPLX_ECAP1pp-0
ECAP2pp,CPLX_ECAP1pp-0
ECAP3pp,CPLX_ECAP1pp-0
ECAtpp,YPO3858-MONOMER
FDH4pp,CPLX_FDH4pp-0
ECOAH1,YPO3766-MONOMER
FDH5pp,CPLX_FDH4pp-0
ECOAH2,YPO3766-MONOMER
FDMO,YPO3625-MONOMER
FMETTRS,YPO0241-MONOMER_mod_mg2(1)_mod_k(1)
FDMO2,YPO3625-MONOMER
ECOAH3,YPO3766-MONOMER
ECOAH4,YPO3766-MONOMER
FDMO3,YPO3625-MONOMER
FDMO4,YPO3625-MONOMER
FDMO6,YPO3625-MONOMER
FE2abcpp,YPO0132-MONOMER
ECOAH5,YPO3766-MONOMER
ECOAH6,YPO3766-MONOMER
ECOAH7,YPO3766-MONOMER
ECOAH8,YPO3766-MONOMER
EDA,YPO2067-MONOMER
EDD,YPO2533-MONOMER
FE2t2pp,YPO2982-MONOMER
FMNAT,YPO0474-MONOMER
FE2tex,YPO1222-MONOMER
FE3DCITabcpp,CPLX_FE3DCITabcpp-0
GLNS,YPO0024-MONOMER_mod_mn2(1)
FMNRx,YPO3623-MONOMER OR YPO3768-MONOMER
GLNtex,YPO1222-MONOMER
GLNTRS,YPO2630-MONOMER
FE3DCITtonex,CPLX_FE3DCITtonex-0
FE3DHBZStonex,CPLX_ADOCBLtonex-0
GLU5K,YPO3222-MONOMER_mod_mg2(1)
FMNRx2,YPO3623-MONOMER OR CPLX_FLVR-0_mod_4fe4s(1)_mod_sheme(1)_mod_fmn(1)_mod_fad(1) OR YPO3768-MONOMER
FE3HOXtonex,CPLX_ADOCBLtonex-0
FE3Ri,YPO3768-MONOMER
GLUabcpp,CPLX_ASPabcpp-0
GLUCYS,YPO3301-MONOMER
GLUDy,YPO3971-MONOMER
FORt2pp,YPO1384-MONOMER
GLUN,YPO1939-MONOMER
GLUNpp,YPO2161-MONOMER
GLUPRT,YPO2772-MONOMER_mod_mg2(1)
GLUR,YPO3909-MONOMER
GLUSy,CPLX_GLUSy-0_mod_fe2(1)_mod_fad(1)
GLUt2rpp,YPO0254-MONOMER
FE3tex,YPO1222-MONOMER
FECRMtonex,CPLX_ADOCBLtonex-0
GTPDPDP,YPO2837-MONOMER
GLUt4pp,YPO0035-MONOMER
GLUtex,YPO1222-MONOMER
GTPDPK,YPO3380-MONOMER
FORtex,YPO1222-MONOMER
GTPtex,YPO1222-MONOMER
GUAPRT,YPO3225-MONOMER OR YPO3408-MONOMER
GLUTRR,YPO2016-MONOMER
GLUTRS,YPO2984-MONOMER_mod_mg2(1)_mod_zn2(1)
GLYALDtex,YPO1222-MONOMER
GUI1,YPO0579-MONOMER_mod_zn2(1)
GLYALDtpp,YPO0091-MONOMER
