complex_id,name,genes,mod,replace
JCVISYN3A_0413-MONOMER,,,mg2(1),
JCVISYN3A_0413-MONOMER,,,mn2(1),
JCVISYN3A_0414-MONOMER,,,mn2(1),
JCVISYN3A_0418-MONOMER,,,mg2(2),
JCVISYN3A_0432-MONOMER,,,k(4) AND mg2(1),
JCVISYN3A_0432-MONOMER,,,k(4) AND mn2(1),
JCVISYN3A_0432-MONOMER,,,k(4) AND cobalt2(1),
JCVISYN3A_0432-MONOMER,,,k(4) AND zn2(1),
JCVISYN3A_0432-MONOMER,,,k(4) AND cd2(1),
JCVISYN3A_0432-MONOMER,,,k(4) AND ni2(1),
JCVISYN3A_0432-MONOMER,,,k(4) AND ca2(1),
JCVISYN3A_0432-MONOMER,,,nh4(4) AND mg2(1),
JCVISYN3A_0432-MONOMER,,,nh4(4) AND mn2(1),
JCVISYN3A_0432-MONOMER,,,nh4(4) AND cobalt2(1),
JCVISYN3A_0432-MONOMER,,,nh4(4) AND zn2(1),
JCVISYN3A_0432-MONOMER,,,nh4(4) AND cd2(1),
JCVISYN3A_0432-MONOMER,,,nh4(4) AND ni2(1),
JCVISYN3A_0432-MONOMER,,,nh4(4) AND ca2(1),
JCVISYN3A_0432-MONOMER,,,tl(4) AND mg2(1),
JCVISYN3A_0432-MONOMER,,,tl(4) AND mn2(1),
JCVISYN3A_0432-MONOMER,,,tl(4) AND cobalt2(1),
JCVISYN3A_0432-MONOMER,,,tl(4) AND zn2(1),
JCVISYN3A_0432-MONOMER,,,tl(4) AND cd2(1),
JCVISYN3A_0432-MONOMER,,,tl(4) AND ni2(1),
JCVISYN3A_0432-MONOMER,,,tl(4) AND ca2(1),
JCVISYN3A_0432-MONOMER,,,cs(4) AND mg2(1),
JCVISYN3A_0432-MONOMER,,,cs(4) AND mn2(1),
JCVISYN3A_0432-MONOMER,,,cs(4) AND cobalt2(1),
JCVISYN3A_0432-MONOMER,,,cs(4) AND zn2(1),
JCVISYN3A_0432-MONOMER,,,cs(4) AND cd2(1),
JCVISYN3A_0432-MONOMER,,,cs(4) AND ni2(1),
JCVISYN3A_0432-MONOMER,,,cs(4) AND ca2(1),
JCVISYN3A_0432-MONOMER,,,LI(4) AND mg2(1),
JCVISYN3A_0432-MONOMER,,,LI(4) AND mn2(1),
JCVISYN3A_0432-MONOMER,,,LI(4) AND cobalt2(1),
JCVISYN3A_0432-MONOMER,,,LI(4) AND zn2(1),
JCVISYN3A_0432-MONOMER,,,LI(4) AND cd2(1),
JCVISYN3A_0432-MONOMER,,,LI(4) AND ni2(1),
JCVISYN3A_0432-MONOMER,,,LI(4) AND ca2(1),
JCVISYN3A_0432-MONOMER,,,na1(4) AND mg2(1),
JCVISYN3A_0432-MONOMER,,,na1(4) AND mn2(1),
JCVISYN3A_0432-MONOMER,,,na1(4) AND cobalt2(1),
JCVISYN3A_0432-MONOMER,,,na1(4) AND zn2(1),
JCVISYN3A_0432-MONOMER,,,na1(4) AND cd2(1),
JCVISYN3A_0432-MONOMER,,,na1(4) AND ni2(1),
JCVISYN3A_0432-MONOMER,,,na1(4) AND ca2(1),
JCVISYN3A_0154-MONOMER,,,zn2(1),
JCVISYN3A_0493-MONOMER,,,zn2(1) AND cobalt2(1),
JCVISYN3A_0517-MONOMER,,,mg2(1),
JCVISYN3A_0519-MONOMER,,,zn2(2),
JCVISYN3A_0535-MONOMER,,,mg2(1),
JCVISYN3A_0541-MONOMER,,,zn2(4),
JCVISYN3A_0549-MONOMER,,,mg2(1),
JCVISYN3A_0931-MONOMER,,,mg2(1),
JCVISYN3A_0931-MONOMER,,,mn2(1),
JCVISYN3A_0931-MONOMER,,,cobalt2(1),
JCVISYN3A_0931-MONOMER,,,cd2(1),
JCVISYN3A_0650-MONOMER,,,fe2(2),
JCVISYN3A_0651-MONOMER,,,mg2(1),
JCVISYN3A_0690-MONOMER,,,mg2(1),
JCVISYN3A_0729-MONOMER,,,mn2(1),
JCVISYN3A_0733-MONOMER,,,mg2(1),
JCVISYN3A_0806-MONOMER,,,acetyl(1),
JCVISYN3A_0813-MONOMER,,,nad(1),
JCVISYN3A_0814-MONOMER,,,fad(1),
JCVISYN3A_0831-MONOMER,,,mg2(1) AND pi(1),
JCVISYN3A_0831-MONOMER,,,mn2(1) AND pi(1),
JCVISYN3A_0837-MONOMER,,,zn2(1),
JCVISYN3A_0875-MONOMER,,,mg2(1),
CPLX-tRNA-PHE-LIGASE,,,mg2(1),
