Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
SGL_RS05620	SGL_RS05620	809450	810658	SGL_RS05620-MONOMER
SGL_RS00145	SGL_RS00145	32865	33350	SGL_RS00145-MONOMER
SGL_RS11070	SGL_RS11070	1942923	1944314	SGL_RS11070-MONOMER
SGL_RS08825	SGL_RS08825	1483391	1484044	SGL_RS08825-MONOMER
SGL_RS10445	SGL_RS10445	1820238	1820837	SGL_RS10445-MONOMER
SGL_RS02325	SGL_RS02325	105151	106539	SGL_RS02325-MONOMER
SGL_RS12430	SGL_RS12430	2243851	2245368	SGL_RS12430-MONOMER
SGL_RS10110	SGL_RS10110	1742545	1743369	SGL_RS10110-MONOMER
SGL_RS12185	SGL_RS12185	2193813	2194040	SGL_RS12185-MONOMER
SGL_RS17955	SGL_RS17955	3479829	3482141	SGL_RS17955-MONOMER
SGL_RS17585	SGL_RS17585	3400402	3401418	SGL_RS17585-MONOMER
SGL_RS02910	SGL_RS02910	223673	224806	SGL_RS02910-MONOMER
SGL_RS13135	SGL_RS13135	2415410	2416018	SGL_RS13135-MONOMER
SGL_RS09050	SGL_RS09050	1535654	1535923	SGL_RS09050-MONOMER
SGL_RS17905	SGL_RS17905	3473513	3474199	SGL_RS17905-MONOMER
SGL_RS12855	SGL_RS12855	2340322	2344056	SGL_RS12855-MONOMER
SGL_RS03265	SGL_RS03265	297493	297888	SGL_RS03265-MONOMER
SGL_RS02970	SGL_RS02970	238344	238745	SGL_RS02970-MONOMER
SGL_RS09185	SGL_RS09185	1562468	1562842	SGL_RS09185-MONOMER
SGL_RS17145	SGL_RS17145	3299421	3299714	SGL_RS17145-MONOMER
SGL_RS08160	SGL_RS08160	1341694	1342110	SGL_RS08160-MONOMER
SGL_RS18575	SGL_RS18575	41056	41903	SGL_RS18575-MONOMER
SGL_RS04005	SGL_RS04005	450740	451651	SGL_RS04005-MONOMER
SGL_RS13230	SGL_RS13230	2434808	2436304	SGL_RS13230-MONOMER
SGL_RS03400	SGL_RS03400	327100	327552	SGL_RS03400-MONOMER
SGL_RS01305	SGL_RS01305	30678	31376	SGL_RS01305-MONOMER
SGL_RS18490	SGL_RS18490	69121	69348	SGL_RS18490-MONOMER
SGL_RS03935	SGL_RS03935	434320	436158	SGL_RS03935-MONOMER
SGL_RS16175	SGL_RS16175	3075896	3078550	SGL_RS16175-MONOMER
SGL_RS13360	SGL_RS13360	2463555	2464304	SGL_RS13360-MONOMER
SGL_RS11240	SGL_RS11240	1982049	1982273	SGL_RS11240-MONOMER
SGL_RS05005	SGL_RS05005	672899	673612	SGL_RS05005-MONOMER
SGL_RS07490	SGL_RS07490	1208020	1208697	SGL_RS07490-MONOMER
SGL_RS07155	SGL_RS07155	1135337	1135588	SGL_RS07155-MONOMER
SGL_RS02120	SGL_RS02120	60524	61522	SGL_RS02120-MONOMER
SGL_RS05700	SGL_RS05700	824584	825915	SGL_RS05700-MONOMER
SGL_RS04500	SGL_RS04500	563105	563290	SGL_RS04500-MONOMER
SGL_RS15255	SGL_RS15255	2873258	2874028	SGL_RS15255-MONOMER
SGL_RS14645	SGL_RS14645	2738712	2738915	SGL_RS14645-MONOMER
SGL_RS00860	SGL_RS00860	41845	42492	SGL_RS00860-MONOMER
SGL_RS01130	SGL_RS01130	1920	2966	SGL_RS01130-MONOMER
SGL_RS09420	SGL_RS09420	1617376	1617813	SGL_RS09420-MONOMER
SGL_RS08450	SGL_RS08450	1400488	1400901	SGL_RS08450-MONOMER
SGL_RS10800	SGL_RS10800	1889872	1890474	SGL_RS10800-MONOMER
SGL_RS18765	SGL_RS18765	1141803	1141946	SGL_RS18765-MONOMER
SGL_RS08710	SGL_RS08710	1460815	1462101	SGL_RS08710-MONOMER
SGL_RS09695	SGL_RS09695	1663554	1664690	SGL_RS09695-MONOMER
SGL_RS15440	SGL_RS15440	2914828	2915796	SGL_RS15440-MONOMER
SGL_RS09985	SGL_RS09985	1719644	1720576	SGL_RS09985-MONOMER
SGL_RS11510	SGL_RS11510	2039078	2039530	SGL_RS11510-MONOMER
SGL_RS01685	SGL_RS01685	64238	64903	SGL_RS01685-MONOMER
SGL_RS07890	SGL_RS07890	1286868	1288763	SGL_RS07890-MONOMER
SGL_RS07105	SGL_RS07105	1119916	1120509	SGL_RS07105-MONOMER
SGL_RS08035	SGL_RS08035	1317712	1318470	SGL_RS08035-MONOMER
SGL_RS07640	SGL_RS07640	1234509	1235123	SGL_RS07640-MONOMER
SGL_RS16245	SGL_RS16245	3095044	3095586	SGL_RS16245-MONOMER
SGL_RS11115	SGL_RS11115	1955690	1956181	SGL_RS11115-MONOMER
SGL_RS05475	SGL_RS05475	772511	773905	SGL_RS05475-MONOMER
SGL_RS06210	SGL_RS06210	924889	925314	SGL_RS06210-MONOMER
SGL_RS18345	SGL_RS18345	3561946	3564639	SGL_RS18345-MONOMER
SGL_RS16420	SGL_RS16420	3128387	3131986	SGL_RS16420-MONOMER
SGL_RS10470	SGL_RS10470	1823366	1823439	SGL_RS10470-tRNA
SGL_RS14795	SGL_RS14795	2773454	2774497	SGL_RS14795-MONOMER
SGL_RS10630	SGL_RS10630	1850707	1853742	SGL_RS10630-MONOMER
SGL_RS06670	SGL_RS06670	1025519	1026442	SGL_RS06670-MONOMER
SGL_RS01480	SGL_RS01480	24263	24442	SGL_RS01480-MONOMER
SGL_RS03570	SGL_RS03570	357748	358608	SGL_RS03570-MONOMER
SGL_RS15185	SGL_RS15185	2857507	2857755	SGL_RS15185-MONOMER
SGL_RS16520	SGL_RS16520	3158106	3159116	SGL_RS16520-MONOMER
SGL_RS17765	SGL_RS17765	3436529	3441844	SGL_RS17765-MONOMER
SGL_RS02015	SGL_RS02015	36721	38538	SGL_RS02015-MONOMER
SGL_RS17860	SGL_RS17860	3462883	3463341	SGL_RS17860-MONOMER
SGL_RS09190	SGL_RS09190	1563115	1566900	SGL_RS09190-MONOMER
SGL_RS18405	SGL_RS18405	282510	282821	SGL_RS18405-MONOMER
SGL_RS10685	SGL_RS10685	1865658	1866761	SGL_RS10685-MONOMER
SGL_RS15650	SGL_RS15650	2961120	2961443	SGL_RS15650-MONOMER
SGL_RS15955	SGL_RS15955	3030725	3031828	SGL_RS15955-MONOMER
SGL_RS04275	SGL_RS04275	508515	512510	SGL_RS04275-MONOMER
SGL_RS05555	SGL_RS05555	794362	794691	SGL_RS05555-MONOMER
SGL_RS15575	SGL_RS15575	2943000	2943734	SGL_RS15575-MONOMER
SGL_RS13465	SGL_RS13465	2488028	2489428	SGL_RS13465-MONOMER
SGL_RS02150	SGL_RS02150	67606	68361	SGL_RS02150-MONOMER
SGL_RS10270	SGL_RS10270	1776983	1777537	SGL_RS10270-MONOMER
SGL_RS05795	SGL_RS05795	837001	837348	SGL_RS05795-MONOMER
SGL_RS00510	SGL_RS00510	100798	102288	SGL_RS00510-MONOMER
SGL_RS12000	SGL_RS12000	2144979	2145812	SGL_RS12000-MONOMER
SGL_RS06570	SGL_RS06570	1002141	1002617	SGL_RS06570-MONOMER
SGL_RS08600	SGL_RS08600	1432976	1434556	SGL_RS08600-MONOMER
SGL_RS09570	SGL_RS09570	1638381	1639247	SGL_RS09570-MONOMER
SGL_RS08935	SGL_RS08935	1512016	1513125	SGL_RS08935-MONOMER
SGL_RS01930	SGL_RS01930	13498	14529	SGL_RS01930-MONOMER
SGL_RS15995	SGL_RS15995	3039858	3040721	SGL_RS15995-MONOMER
SGL_RS09860	SGL_RS09860	1695886	1696797	SGL_RS09860-MONOMER
SGL_RS06220	SGL_RS06220	926313	926558	SGL_RS06220-MONOMER
SGL_RS05390	SGL_RS05390	752532	753179	SGL_RS05390-MONOMER
SGL_RS19435	SGL_RS19435	645696	645833	SGL_RS19435-MONOMER
SGL_RS07895	SGL_RS07895	1288732	1289112	SGL_RS07895-MONOMER
SGL_RS10210	SGL_RS10210	1762454	1762879	SGL_RS10210-MONOMER
SGL_RS13725	SGL_RS13725	2548133	2549341	SGL_RS13725-MONOMER
SGL_RS02710	SGL_RS02710	178237	179682	SGL_RS02710-MONOMER
SGL_RS11230	SGL_RS11230	1979144	1980193	SGL_RS11230-MONOMER
SGL_RS13040	SGL_RS13040	2397478	2399118	SGL_RS13040-MONOMER
SGL_RS03830	SGL_RS03830	410315	414544	SGL_RS03830-MONOMER
SGL_RS08305	SGL_RS08305	1370437	1370733	SGL_RS08305-MONOMER
SGL_RS15335	SGL_RS15335	2891201	2893012	SGL_RS15335-MONOMER
SGL_RS13560	SGL_RS13560	2512467	2513564	SGL_RS13560-MONOMER
SGL_RS05120	SGL_RS05120	698723	698962	SGL_RS05120-MONOMER
SGL_RS14065	SGL_RS14065	2615100	2616599	SGL_RS14065-MONOMER
SGL_RS01980	SGL_RS01980	27990	29030	SGL_RS01980-MONOMER
SGL_RS06950	SGL_RS06950	1087772	1089190	SGL_RS06950-MONOMER
SGL_RS17740	SGL_RS17740	3431317	3432972	SGL_RS17740-MONOMER
SGL_RS08830	SGL_RS08830	1484212	1484538	SGL_RS08830-MONOMER
SGL_RS11755	SGL_RS11755	2088680	2090023	SGL_RS11755-MONOMER
SGL_RS12155	SGL_RS12155	2185870	2188077	SGL_RS12155-MONOMER
SGL_RS06495	SGL_RS06495	986297	986377	SGL_RS06495-tRNA
SGL_RS06865	SGL_RS06865	1062238	1065204	SGL_RS06865-MONOMER
SGL_RS10115	SGL_RS10115	1743443	1744192	SGL_RS10115-MONOMER
SGL_RS17070	SGL_RS17070	3283104	3283352	SGL_RS17070-MONOMER
SGL_RS16500	SGL_RS16500	3153452	3154660	SGL_RS16500-MONOMER
SGL_RS03510	SGL_RS03510	348384	348734	SGL_RS03510-MONOMER
SGL_RS01365	SGL_RS01365	105009	255	SGL_RS01365-MONOMER
SGL_RS07535	SGL_RS07535	1216281	1217168	SGL_RS07535-MONOMER
SGL_RS12625	SGL_RS12625	2287948	2289525	SGL_RS12625-MONOMER
SGL_RS15720	SGL_RS15720	2977086	2978162	SGL_RS15720-MONOMER
SGL_RS01545	SGL_RS01545	34784	35374	SGL_RS01545-MONOMER
SGL_RS15795	SGL_RS15795	2993505	2994062	SGL_RS15795-MONOMER
SGL_RS10325	SGL_RS10325	1790235	1791359	SGL_RS10325-MONOMER
SGL_RS03620	SGL_RS03620	365716	367785	SGL_RS03620-MONOMER
SGL_RS01825	SGL_RS01825	93820	94140	SGL_RS01825-MONOMER
SGL_RS00435	SGL_RS00435	91316	92692	SGL_RS00435-MONOMER
SGL_RS03150	SGL_RS03150	273381	273761	SGL_RS03150-MONOMER
SGL_RS09195	SGL_RS09195	1566990	1568090	SGL_RS09195-MONOMER
SGL_RS00585	SGL_RS00585	112352	113182	SGL_RS00585-MONOMER
SGL_RS04400	SGL_RS04400	545591	546556	SGL_RS04400-MONOMER
SGL_RS18890	SGL_RS18890	1826764	1826901	SGL_RS18890-MONOMER
SGL_RS06440	SGL_RS06440	977932	978867	SGL_RS06440-MONOMER
SGL_RS02815	SGL_RS02815	200405	202525	SGL_RS02815-MONOMER
SGL_RS01065	SGL_RS01065	89620	89898	SGL_RS01065-MONOMER
SGL_RS05315	SGL_RS05315	738909	739640	SGL_RS05315-MONOMER
SGL_RS14690	SGL_RS14690	2747604	2748857	SGL_RS14690-MONOMER
SGL_RS04450	SGL_RS04450	554289	554546	SGL_RS04450-MONOMER
SGL_RS12135	SGL_RS12135	2180577	2180888	SGL_RS12135-MONOMER
SGL_RS12700	SGL_RS12700	2304094	2304561	SGL_RS12700-MONOMER
SGL_RS14955	SGL_RS14955	2807211	2808932	SGL_RS14955-MONOMER
SGL_RS13425	SGL_RS13425	2480477	2480818	SGL_RS13425-MONOMER
SGL_RS02700	SGL_RS02700	176693	177445	SGL_RS02700-MONOMER
SGL_RS11170	SGL_RS11170	1966146	1969118	SGL_RS11170-MONOMER
SGL_RS07435	SGL_RS07435	1194653	1196776	SGL_RS07435-MONOMER
SGL_RS02830	SGL_RS02830	206650	206853	SGL_RS02830-MONOMER
SGL_RS13525	SGL_RS13525	2506131	2507405	SGL_RS13525-MONOMER
SGL_RS06245	SGL_RS06245	928806	929885	SGL_RS06245-MONOMER
SGL_RS04300	SGL_RS04300	518287	520272	SGL_RS04300-MONOMER
SGL_RS13995	SGL_RS13995	2600705	2601697	SGL_RS13995-MONOMER
SGL_RS00025	SGL_RS00025	14343	14558	SGL_RS00025-MONOMER
SGL_RS09425	SGL_RS09425	1617806	1618096	SGL_RS09425-MONOMER
SGL_RS08455	SGL_RS08455	1401059	1401361	SGL_RS08455-MONOMER
SGL_RS06385	SGL_RS06385	965938	967473	SGL_RS06385-MONOMER
SGL_RS07365	SGL_RS07365	1182665	1183645	SGL_RS07365-MONOMER
SGL_RS09700	SGL_RS09700	1664798	1666699	SGL_RS09700-MONOMER
SGL_RS19340	SGL_RS19340	1517230	1517409	SGL_RS19340-MONOMER
SGL_RS08105	SGL_RS08105	1329388	1329990	SGL_RS08105-MONOMER
SGL_RS08715	SGL_RS08715	1462136	1463245	SGL_RS08715-MONOMER
SGL_RS12440	SGL_RS12440	2245699	2246631	SGL_RS12440-MONOMER
SGL_RS19240	SGL_RS19240	2227654	2227752	SGL_RS19240-MONOMER
SGL_RS17285	SGL_RS17285	3333014	3333097	SGL_RS17285-tRNA
SGL_RS00650	SGL_RS00650	2399	2965	SGL_RS00650-MONOMER
SGL_RS09990	SGL_RS09990	1720640	1721125	SGL_RS09990-MONOMER
SGL_RS01010	SGL_RS01010	77632	78591	SGL_RS01010-MONOMER
SGL_RS16905	SGL_RS16905	3244079	3245416	SGL_RS16905-MONOMER
SGL_RS08540	SGL_RS08540	1417284	1418681	SGL_RS08540-MONOMER
SGL_RS04525	SGL_RS04525	569544	570572	SGL_RS04525-MONOMER
SGL_RS07740	SGL_RS07740	1254783	1255739	SGL_RS07740-MONOMER
SGL_RS08215	SGL_RS08215	1351634	1352239	SGL_RS08215-MONOMER
SGL_RS11815	SGL_RS11815	2100463	2101980	SGL_RS11815-MONOMER
SGL_RS16295	SGL_RS16295	3107285	3108493	SGL_RS16295-MONOMER
SGL_RS07900	SGL_RS07900	1289389	1290354	SGL_RS07900-MONOMER
SGL_RS15010	SGL_RS15010	2816517	2816960	SGL_RS15010-MONOMER
SGL_RS02185	SGL_RS02185	74498	74785	SGL_RS02185-MONOMER
SGL_RS11265	SGL_RS11265	1987100	1988242	SGL_RS11265-MONOMER
SGL_RS09785	SGL_RS09785	1683583	1684260	SGL_RS09785-MONOMER
SGL_RS19500	SGL_RS19500	3449321	3449461	SGL_RS19500-MONOMER
SGL_RS07645	SGL_RS07645	1235136	1236056	SGL_RS07645-MONOMER
SGL_RS01745	SGL_RS01745	78616	78828	SGL_RS01745-MONOMER
SGL_RS12540	SGL_RS12540	2269126	2270112	SGL_RS12540-MONOMER
SGL_RS13850	SGL_RS13850	2573649	2574203	SGL_RS13850-MONOMER
SGL_RS00120	SGL_RS00120	27859	28053	SGL_RS00120-MONOMER
SGL_RS16645	SGL_RS16645	3189929	3190768	SGL_RS16645-MONOMER
SGL_RS11715	SGL_RS11715	2084922	2085206	SGL_RS11715-MONOMER
SGL_RS13795	SGL_RS13795	2561499	2561993	SGL_RS13795-MONOMER
SGL_RS02280	SGL_RS02280	93128	95152	SGL_RS02280-MONOMER
SGL_RS19475	SGL_RS19475	2658858	2659025	SGL_RS19475-MONOMER
SGL_RS14235	SGL_RS14235	2646623	2647282	SGL_RS14235-MONOMER
SGL_RS17345	SGL_RS17345	3346910	3347656	SGL_RS17345-MONOMER
SGL_RS03180	SGL_RS03180	279512	280087	SGL_RS03180-MONOMER
SGL_RS13065	SGL_RS13065	2404615	2404968	SGL_RS13065-MONOMER
SGL_RS06675	SGL_RS06675	1026511	1027737	SGL_RS06675-MONOMER
SGL_RS01235	SGL_RS01235	18529	19311	SGL_RS01235-MONOMER
SGL_RS04100	SGL_RS04100	467836	468666	SGL_RS04100-MONOMER
SGL_RS18185	SGL_RS18185	3531885	3532400	SGL_RS18185-MONOMER
SGL_RS03100	SGL_RS03100	264190	264477	SGL_RS03100-MONOMER
SGL_RS03405	SGL_RS03405	327604	327981	SGL_RS03405-MONOMER
SGL_RS19020	SGL_RS19020	2534106	2534954	SGL_RS19020-MONOMER
SGL_RS10385	SGL_RS10385	1804403	1805155	SGL_RS10385-MONOMER
SGL_RS09200	SGL_RS09200	1568317	1569423	SGL_RS09200-MONOMER
SGL_RS02220	SGL_RS02220	78467	80773	SGL_RS02220-MONOMER
SGL_RS03760	SGL_RS03760	390353	390634	SGL_RS03760-MONOMER
SGL_RS10690	SGL_RS10690	1866843	1867697	SGL_RS10690-MONOMER
SGL_RS11455	SGL_RS11455	2028157	2028744	SGL_RS11455-MONOMER
SGL_RS13285	SGL_RS13285	2446395	2447339	SGL_RS13285-MONOMER
SGL_RS02075	SGL_RS02075	50246	51895	SGL_RS02075-MONOMER
SGL_RS14590	SGL_RS14590	2726676	2727059	SGL_RS14590-MONOMER
SGL_RS11290	SGL_RS11290	1994147	1997251	SGL_RS11290-MONOMER
SGL_RS03455	SGL_RS03455	337861	338331	SGL_RS03455-MONOMER
SGL_RS04350	SGL_RS04350	537471	538418	SGL_RS04350-MONOMER
SGL_RS12320	SGL_RS12320	2225278	2225709	SGL_RS12320-MONOMER
SGL_RS03345	SGL_RS03345	315882	316904	SGL_RS03345-MONOMER
SGL_RS11025	SGL_RS11025	1935912	1937069	SGL_RS11025-MONOMER
SGL_RS11210	SGL_RS11210	1975575	1975874	SGL_RS11210-MONOMER
SGL_RS14340	SGL_RS14340	2671895	2673970	SGL_RS14340-MONOMER
SGL_RS18485	SGL_RS18485	66782	67072	SGL_RS18485-MONOMER
SGL_RS13300	SGL_RS13300	2448838	2451722	SGL_RS13300-rRNA
SGL_RS05585	SGL_RS05585	799596	799958	SGL_RS05585-MONOMER
