Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
S0376-MONOMER	Inner_Membrane	S0376()	Inner_Membrane	r
S4018-MONOMER	Inner_Membrane	S4018()	Inner_Membrane	r
S4695-MONOMER	Periplasm	S4695()	Periplasm	s
S3841-MONOMER	Inner_Membrane	S3841()	Inner_Membrane	r
S3049-MONOMER	Inner_Membrane	S3049()	Inner_Membrane	r
S2046-MONOMER	Inner_Membrane	S2046()	Inner_Membrane	r
S0625-MONOMER	Inner_Membrane	S0625()	Inner_Membrane	r
CPLX_ACGAptspp-1	Inner_Membrane	S0625()	Inner_Membrane	r
S3419-MONOMER	Inner_Membrane	S3419()	Inner_Membrane	r
S3752-MONOMER	Inner_Membrane	S3752()	Periplasm	s
CPLX_MOBDabcpp-1	Inner_Membrane	S3752()	Periplasm	s
S2624-MONOMER	Inner_Membrane	S2624()	Inner_Membrane	r
CPLX_MOBDabcpp-1	Inner_Membrane	S2624()	Inner_Membrane	r
CPLX_MOBDabcpp-2	Inner_Membrane	S2624()	Inner_Membrane	r
S2625-MONOMER	Inner_Membrane	S2625()	Inner_Membrane	r
CPLX_MOBDabcpp-1	Inner_Membrane	S2625()	Inner_Membrane	r
CPLX_MOBDabcpp-2	Inner_Membrane	S2625()	Inner_Membrane	r
S3742-MONOMER	Inner_Membrane	S3742()	Inner_Membrane	r
S3340-MONOMER	Inner_Membrane	S3340()	Inner_Membrane	r
S1906-MONOMER	Inner_Membrane	S1906()	Inner_Membrane	p
S1395-MONOMER	Periplasm	S1395()	Periplasm	s
S0168-MONOMER	Inner_Membrane	S0168()	Inner_Membrane	r
S0346-MONOMER	Inner_Membrane	S0346()	Inner_Membrane	r
S1153-MONOMER	Inner_Membrane	S1153()	Inner_Membrane	r
CPLX_MPTG-0	Inner_Membrane	S1153()	Inner_Membrane	r
CPLX_MPTG-1	Inner_Membrane	S1153()	Inner_Membrane	r
S2626-MONOMER	Inner_Membrane	S2626()	Periplasm	s
CPLX_MOBDabcpp-2	Inner_Membrane	S2626()	Periplasm	s
S0561-MONOMER	Inner_Membrane	S0561()	Inner_Membrane	r
S1284-MONOMER	Periplasm	S1284()	Periplasm	s
S2996-MONOMER	Inner_Membrane	S2996()	Inner_Membrane	r
S4394-MONOMER	Inner_Membrane	S4394()	Inner_Membrane	r
S4276-MONOMER	Inner_Membrane	S4276()	Inner_Membrane	r
S1341-MONOMER	Outer_Membrane	S1341()	Inner_Membrane	r
CPLX_ADOCBLtonex-0	Outer_Membrane	S1341()	Inner_Membrane	r
CPLX_FE3DHBZStonex-0	Outer_Membrane	S1341()	Inner_Membrane	r
CPLX_FE3HOXtonex-0	Outer_Membrane	S1341()	Inner_Membrane	r
CPLX_FEENTERtonex-0	Outer_Membrane	S1341()	Inner_Membrane	r
S3253-MONOMER	Outer_Membrane	S3253()	Inner_Membrane	s
CPLX_ADOCBLtonex-0	Outer_Membrane	S3253()	Inner_Membrane	s
CPLX_FE3DHBZStonex-0	Outer_Membrane	S3253()	Inner_Membrane	s
CPLX_FE3HOXtonex-0	Outer_Membrane	S3253()	Inner_Membrane	s
CPLX_FEENTERtonex-0	Outer_Membrane	S3253()	Inner_Membrane	s
S0502-MONOMER	Outer_Membrane	S0502()	Outer_Membrane	sb
CPLX_FEENTERtonex-0	Outer_Membrane	S0502()	Outer_Membrane	sb
S3254-MONOMER	Outer_Membrane	S3254()	Inner_Membrane	p
CPLX_ADOCBLtonex-0	Outer_Membrane	S3254()	Inner_Membrane	p
CPLX_FE3DHBZStonex-0	Outer_Membrane	S3254()	Inner_Membrane	p
CPLX_FE3HOXtonex-0	Outer_Membrane	S3254()	Inner_Membrane	p
CPLX_FEENTERtonex-0	Outer_Membrane	S3254()	Inner_Membrane	p
S2931-MONOMER	Inner_Membrane	S2931()	Inner_Membrane	r
S2932-MONOMER	Inner_Membrane	S2932()	Inner_Membrane	r
S0589-MONOMER	Inner_Membrane	S0589()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	S0589()	Inner_Membrane	r
S0588-MONOMER	Inner_Membrane	S0588()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	S0588()	Inner_Membrane	r
S3044-MONOMER	Inner_Membrane	S3044()	Inner_Membrane	r
CPLX_AACPS1-0	Inner_Membrane	S3044()	Inner_Membrane	r
S3043-MONOMER	Inner_Membrane	S3043()	Inner_Membrane	r
S4552-MONOMER	Inner_Membrane	S4552()	Inner_Membrane	r
S0990-MONOMER	Outer_Membrane	S0990()	Outer_Membrane	sb
S3627-MONOMER	Inner_Membrane	S3627()	Inner_Membrane	r
S2499-MONOMER	Inner_Membrane	S2499()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	S2499()	Inner_Membrane	p
S2488-MONOMER	Inner_Membrane	S2488()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	S2488()	Inner_Membrane	r
S2491-MONOMER	Inner_Membrane	S2491()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	S2491()	Inner_Membrane	r
S2490-MONOMER	Inner_Membrane	S2490()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	S2490()	Inner_Membrane	p
S2489-MONOMER	Inner_Membrane	S2489()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	S2489()	Inner_Membrane	r
S2493-MONOMER	Inner_Membrane	S2493()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	S2493()	Inner_Membrane	r
S2487-MONOMER	Inner_Membrane	S2487()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	S2487()	Inner_Membrane	r
S2003-MONOMER	Inner_Membrane	S2003()	Periplasm	t
CPLX_DMSOR1pp-0	Inner_Membrane	S2003()	Periplasm	t
S2004-MONOMER	Inner_Membrane	S2004()	Inner_Membrane	s
CPLX_DMSOR1pp-0	Inner_Membrane	S2004()	Inner_Membrane	s
S3568-MONOMER	Inner_Membrane	S3568()	Inner_Membrane	r
S2557-MONOMER	Outer_Membrane	S2557()	Outer_Membrane	sb
S4618-MONOMER	Inner_Membrane	S4618()	Inner_Membrane	r
CPLX_ASCBptspp-0	Inner_Membrane	S4618()	Inner_Membrane	r
S2755-MONOMER	Inner_Membrane	S2755()	Inner_Membrane	r
S0432-MONOMER	Periplasm	S0432()	Periplasm	s
S3242-MONOMER	Inner_Membrane	S3242()	Periplasm	t
CPLX_HYD1pp-1	Inner_Membrane	S3242()	Periplasm	t
S3243-MONOMER	Inner_Membrane	S3243()	Inner_Membrane	p
CPLX_HYD1pp-1	Inner_Membrane	S3243()	Inner_Membrane	p
S3244-MONOMER	Inner_Membrane	S3244()	Periplasm	t
CPLX_HYD1pp-1	Inner_Membrane	S3244()	Periplasm	t
S3245-MONOMER	Inner_Membrane	S3245()	Periplasm	t
CPLX_HYD1pp-1	Inner_Membrane	S3245()	Periplasm	t
S3861-MONOMER	Inner_Membrane	S3861()	Inner_Membrane	p
S3303-MONOMER	Inner_Membrane	S3303()	Inner_Membrane	r
S0436-MONOMER	Inner_Membrane	S0436()	Inner_Membrane	r
S1885-MONOMER	Inner_Membrane	S1885()	Inner_Membrane	r
S0415-MONOMER	Outer_Membrane	S0415()	Inner_Membrane	pa
CPLX_CMtpp-0	Outer_Membrane	S0415()	Inner_Membrane	pa
S2663-MONOMER	Outer_Membrane	S2663()	Inner_Membrane	r
CPLX_CMtpp-0	Outer_Membrane	S2663()	Inner_Membrane	r
S0111-MONOMER	Inner_Membrane	S0111()	Inner_Membrane	r
S3827-MONOMER	Inner_Membrane	S3827()	Inner_Membrane	r
CPLX_Kt2pp-0	Inner_Membrane	S3827()	Inner_Membrane	r
S3594-MONOMER	Inner_Membrane	S3594()	Inner_Membrane	r
S4510-MONOMER	Inner_Membrane	S4510()	Inner_Membrane	r
S2822-MONOMER	Inner_Membrane	S2822()	Inner_Membrane	r
S0374-MONOMER	Inner_Membrane	S0374()	Inner_Membrane	r
S0682-MONOMER	Inner_Membrane	S0682()	Inner_Membrane	r
S1791-MONOMER	Inner_Membrane	S1791()	Inner_Membrane	r
S2777-MONOMER	Periplasm	S2777()	Periplasm	s
S1048-MONOMER	Periplasm	S1048()	Periplasm	s
S0511-MONOMER	Inner_Membrane	S0511()	Inner_Membrane	r
S1046-MONOMER	Inner_Membrane	S1046()	Inner_Membrane	r
CPLX_CYTBD2pp-0	Inner_Membrane	S1046()	Inner_Membrane	r
S1047-MONOMER	Inner_Membrane	S1047()	Inner_Membrane	r
CPLX_CYTBD2pp-0	Inner_Membrane	S1047()	Inner_Membrane	r
S2597-MONOMER	Inner_Membrane	S2597()	Inner_Membrane	r
S3164-MONOMER	Inner_Membrane	S3164()	Inner_Membrane	r
S0577-MONOMER	Inner_Membrane	S0577()	Inner_Membrane	r
CPLX_CYTBDpp-0	Inner_Membrane	S0577()	Inner_Membrane	r
S0576-MONOMER	Inner_Membrane	S0576()	Inner_Membrane	r
CPLX_CYTBDpp-0	Inner_Membrane	S0576()	Inner_Membrane	r
S3336-MONOMER	Inner_Membrane	S3336()	Inner_Membrane	r
S3853-MONOMER	Inner_Membrane	S3853()	Inner_Membrane	r
S3604-MONOMER	Inner_Membrane	S3604()	Inner_Membrane	r
S0363-MONOMER	Inner_Membrane	S0363()	Inner_Membrane	r
S3285-MONOMER	Inner_Membrane	S3285()	Inner_Membrane	r
S4304-MONOMER	Inner_Membrane	S4304()	Inner_Membrane	r
S2346-MONOMER	Periplasm	S2346()	Periplasm	s
S0560-MONOMER	Inner_Membrane	S0560()	Inner_Membrane	r
S1079-MONOMER	Inner_Membrane	S1079()	Inner_Membrane	r
S3934-MONOMER	Inner_Membrane	S3934()	Inner_Membrane	r
S3780-MONOMER	Inner_Membrane	S3780()	Inner_Membrane	r
CPLX_FDH4pp-0	Inner_Membrane	S3780()	Inner_Membrane	r
S3779-MONOMER	Inner_Membrane	S3779()	Inner_Membrane	t
CPLX_FDH4pp-0	Inner_Membrane	S3779()	Inner_Membrane	t
S3778-MONOMER	Inner_Membrane	S3778()	Periplasm	t
S2364-MONOMER	Inner_Membrane	S2364()	Periplasm	s
CPLX_GALabcpp-0	Inner_Membrane	S2364()	Periplasm	s
S2362-MONOMER	Inner_Membrane	S2362()	Inner_Membrane	r
CPLX_GALabcpp-0	Inner_Membrane	S2362()	Inner_Membrane	r
S1314-MONOMER	Inner_Membrane	S1314()	Inner_Membrane	r
CPLX_NO3R1pp-0	Inner_Membrane	S1314()	Inner_Membrane	r
S3952-MONOMER	Inner_Membrane	S3952()	Inner_Membrane	r
CPLX_ATPS4rpp-0	Inner_Membrane	S3952()	Inner_Membrane	r
CPLX_ATPS4rpp-1	Inner_Membrane	S3952()	Inner_Membrane	r
S3957-MONOMER	Inner_Membrane	S3957()	Inner_Membrane	y
CPLX_ATPS4rpp-0	Inner_Membrane	S3957()	Inner_Membrane	y
CPLX_ATPS4rpp-1	Inner_Membrane	S3957()	Inner_Membrane	y
S3949-MONOMER	Inner_Membrane	S3949()	Inner_Membrane	r
CPLX_ATPS4rpp-0	Inner_Membrane	S3949()	Inner_Membrane	r
S3950-MONOMER	Inner_Membrane	S3950()	Inner_Membrane	p
CPLX_ATPS4rpp-0	Inner_Membrane	S3950()	Inner_Membrane	p
CPLX_ATPS4rpp-1	Inner_Membrane	S3950()	Inner_Membrane	p
S3951-MONOMER	Inner_Membrane	S3951()	Inner_Membrane	r
CPLX_ATPS4rpp-0	Inner_Membrane	S3951()	Inner_Membrane	r
CPLX_ATPS4rpp-1	Inner_Membrane	S3951()	Inner_Membrane	r
S3739-MONOMER	Inner_Membrane	S3739()	Inner_Membrane	r
S3598-MONOMER	Inner_Membrane	S3598()	Periplasm	s
CPLX_NTRIR3pp-0	Inner_Membrane	S3598()	Periplasm	s
S3597-MONOMER	Inner_Membrane	S3597()	Periplasm	s
CPLX_NTRIR3pp-0	Inner_Membrane	S3597()	Periplasm	s
S3600-MONOMER	Inner_Membrane	S3600()	Inner_Membrane	r
CPLX_NTRIR3pp-0	Inner_Membrane	S3600()	Inner_Membrane	r
S3599-MONOMER	Inner_Membrane	S3599()	Periplasm	t
CPLX_NTRIR3pp-0	Inner_Membrane	S3599()	Periplasm	t
S0837-MONOMER	Inner_Membrane	S0837()	Inner_Membrane	r
S1337-MONOMER	Inner_Membrane	S1337()	Inner_Membrane	r
S0824-MONOMER	Inner_Membrane	S0824()	Inner_Membrane	r
CPLX_GTHRDabcpp-0	Inner_Membrane	S0824()	Inner_Membrane	r
S0825-MONOMER	Inner_Membrane	S0825()	Inner_Membrane	r
CPLX_GTHRDabcpp-0	Inner_Membrane	S0825()	Inner_Membrane	r
S4285-MONOMER	Inner_Membrane	S4285()	Periplasm	s
CPLX_ALAabcpp-0	Inner_Membrane	S4285()	Periplasm	s
S4289-MONOMER	Inner_Membrane	S4289()	Inner_Membrane	p
CPLX_ALAabcpp-0	Inner_Membrane	S4289()	Inner_Membrane	p
CPLX_LEUabcpp-0	Inner_Membrane	S4289()	Inner_Membrane	p
S4288-MONOMER	Inner_Membrane	S4288()	Inner_Membrane	r
CPLX_ALAabcpp-0	Inner_Membrane	S4288()	Inner_Membrane	r
CPLX_LEUabcpp-0	Inner_Membrane	S4288()	Inner_Membrane	r
S3973-MONOMER	Inner_Membrane	S3973()	Inner_Membrane	r
S0039-MONOMER	Inner_Membrane	S0039()	Inner_Membrane	r
S4244-MONOMER	Inner_Membrane	S4244()	Inner_Membrane	r
S1262-MONOMER	Inner_Membrane	S1262()	Inner_Membrane	r
CPLX_DSBAO1-0	Inner_Membrane	S1262()	Inner_Membrane	r
S3901-MONOMER	Inner_Membrane	S3901()	Inner_Membrane	r
CPLX_ECAP1pp-0	Inner_Membrane	S3901()	Inner_Membrane	r
S3892-MONOMER	Inner_Membrane	S3892()	Inner_Membrane	r
CPLX_ECAP1pp-0	Inner_Membrane	S3892()	Inner_Membrane	r
S2539-MONOMER	Periplasm	S2539()	Periplasm	s
S3454-MONOMER	Inner_Membrane	S3454()	Inner_Membrane	r
S2630-MONOMER	Inner_Membrane	S2630()	Inner_Membrane	r
CPLX_ACMUMptspp-0	Inner_Membrane	S2630()	Inner_Membrane	r
S2917-MONOMER	Inner_Membrane	S2917()	Inner_Membrane	r
S1042-MONOMER	Inner_Membrane	S1042()	Inner_Membrane	r
CPLX_HYD1pp-0	Inner_Membrane	S1042()	Inner_Membrane	r
S1040-MONOMER	Inner_Membrane	S1040()	Inner_Membrane	t
CPLX_HYD1pp-0	Inner_Membrane	S1040()	Inner_Membrane	t
S1041-MONOMER	Inner_Membrane	S1041()	Periplasm	t
CPLX_HYD1pp-0	Inner_Membrane	S1041()	Periplasm	t
S1931-MONOMER	Inner_Membrane	S1931()	Inner_Membrane	y
S2051-MONOMER	Inner_Membrane	S2051()	Inner_Membrane	r
S1206-MONOMER	Inner_Membrane	S1206()	Inner_Membrane	r
CPLX_PTRCabcpp-1	Inner_Membrane	S1206()	Inner_Membrane	r
S1207-MONOMER	Inner_Membrane	S1207()	Inner_Membrane	r
CPLX_PTRCabcpp-1	Inner_Membrane	S1207()	Inner_Membrane	r
S1205-MONOMER	Inner_Membrane	S1205()	Periplasm	s
CPLX_PTRCabcpp-1	Inner_Membrane	S1205()	Periplasm	s
S3557-MONOMER	Inner_Membrane	S3557()	Inner_Membrane	p
S3477-MONOMER	Inner_Membrane	S3477()	Inner_Membrane	r
S1688-MONOMER	Inner_Membrane	S1688()	Inner_Membrane	r
S0528-MONOMER	Periplasm	S0528()	Periplasm	s
CPLX_TDSR2-0	Periplasm	S0528()	Periplasm	s
S2471-MONOMER	Inner_Membrane	S2471()	Inner_Membrane	r
CPLX_ULA4Ntppi-0	Inner_Membrane	S2471()	Inner_Membrane	r
S2567-MONOMER	Inner_Membrane	S2567()	Inner_Membrane	r
CPLX_ULA4Ntppi-0	Inner_Membrane	S2567()	Inner_Membrane	r
S2370-MONOMER	Inner_Membrane	S2370()	Inner_Membrane	r
S2038-MONOMER	Inner_Membrane	S2038()	Inner_Membrane	r
S2280-MONOMER	Inner_Membrane	S2280()	Inner_Membrane	r
CPLX_GALTptspp-0	Inner_Membrane	S2280()	Inner_Membrane	r
S4269-MONOMER	Inner_Membrane	S4269()	Periplasm	s
CPLX_NI2uabcpp-0	Inner_Membrane	S4269()	Periplasm	s
S4268-MONOMER	Inner_Membrane	S4268()	Inner_Membrane	r
CPLX_NI2uabcpp-0	Inner_Membrane	S4268()	Inner_Membrane	r
S4267-MONOMER	Inner_Membrane	S4267()	Inner_Membrane	r
CPLX_NI2uabcpp-0	Inner_Membrane	S4267()	Inner_Membrane	r
S4377-MONOMER	Inner_Membrane	S4377()	Inner_Membrane	r
S0145-MONOMER	Outer_Membrane	S0145()	Outer_Membrane	sb
CPLX_FE3HOXtonex-0	Outer_Membrane	S0145()	Outer_Membrane	sb
S2455-MONOMER	Inner_Membrane	S2455()	Inner_Membrane	r
S3622-MONOMER	Inner_Membrane	S3622()	Inner_Membrane	r
S0491-MONOMER	Inner_Membrane	S0491()	Inner_Membrane	r
S1303-MONOMER	Inner_Membrane	S1303()	Inner_Membrane	r
S0804-MONOMER	Inner_Membrane	S0804()	Periplasm	s
CPLX_GLNabcpp-0	Inner_Membrane	S0804()	Periplasm	s
S0803-MONOMER	Inner_Membrane	S0803()	Inner_Membrane	r
CPLX_GLNabcpp-0	Inner_Membrane	S0803()	Inner_Membrane	r
S3580-MONOMER	Periplasm	S3580()	Periplasm	s
S0873-MONOMER	Inner_Membrane	S0873()	Inner_Membrane	r
S0067-MONOMER	Inner_Membrane	S0067()	Inner_Membrane	r
S2915-MONOMER	Outer_Membrane	S2915()	Outer_Membrane	pla
S2466-MONOMER	Inner_Membrane	S2466()	Inner_Membrane	r
S2875-MONOMER	Inner_Membrane	S2875()	Inner_Membrane	r
S0481-MONOMER	Outer_Membrane	S0481()	Outer_Membrane	pla
CPLX_AGt3-0	Outer_Membrane	S0481()	Outer_Membrane	pla
S0482-MONOMER	Outer_Membrane	S0482()	Periplasm	s
CPLX_AGt3-0	Outer_Membrane	S0482()	Periplasm	s
S0490-MONOMER	Outer_Membrane	S0490()	Inner_Membrane	r
CPLX_AGt3-0	Outer_Membrane	S0490()	Inner_Membrane	r
S2677-MONOMER	Inner_Membrane	S2677()	Inner_Membrane	r
S2679-MONOMER	Inner_Membrane	S2679()	Inner_Membrane	r
S2678-MONOMER	Inner_Membrane	S2678()	Inner_Membrane	r
S2676-MONOMER	Inner_Membrane	S2676()	Inner_Membrane	r
S1263-MONOMER	Inner_Membrane	S1263()	Inner_Membrane	r
S2384-MONOMER	Inner_Membrane	S2384()	Inner_Membrane	r
S3854-MONOMER	Inner_Membrane	S3854()	Inner_Membrane	r
S0609-MONOMER	Inner_Membrane	S0609()	Inner_Membrane	r
S0147-MONOMER	Inner_Membrane	S0147()	Periplasm	t
CPLX_ARBTNabcpp-0	Inner_Membrane	S0147()	Periplasm	t
S0148-MONOMER	Inner_Membrane	S0148()	Inner_Membrane	r
CPLX_ARBTNabcpp-0	Inner_Membrane	S0148()	Inner_Membrane	r
S2520-MONOMER	Inner_Membrane	S2520()	Periplasm	s
CPLX_HISabcpp-0	Inner_Membrane	S2520()	Periplasm	s
S0046-MONOMER	Inner_Membrane	S0046()	Inner_Membrane	r
S1293-MONOMER	Inner_Membrane	S1293()	Inner_Membrane	r
S4045-MONOMER	Inner_Membrane	S4045()	Periplasm	s
CPLX_PIuabcpp-0	Inner_Membrane	S4045()	Periplasm	s
S4043-MONOMER	Inner_Membrane	S4043()	Inner_Membrane	r
CPLX_PIuabcpp-0	Inner_Membrane	S4043()	Inner_Membrane	r
S4044-MONOMER	Inner_Membrane	S4044()	Inner_Membrane	r
CPLX_PIuabcpp-0	Inner_Membrane	S4044()	Inner_Membrane	r
S4348-MONOMER	Inner_Membrane	S4348()	Inner_Membrane	s
CPLX_MPTG-0	Inner_Membrane	S4348()	Inner_Membrane	s
S1383-MONOMER	Inner_Membrane	S1383()	Inner_Membrane	r
S1000-MONOMER	Inner_Membrane	S1000()	Periplasm	s
CPLX_BUTSO3abcpp-0	Inner_Membrane	S1000()	Periplasm	s
S0601-MONOMER	Inner_Membrane	S0601()	Inner_Membrane	p
S0681-MONOMER	Outer_Membrane	S0681()	Outer_Membrane	sb
S0123-MONOMER	Inner_Membrane	S0123()	Inner_Membrane	r
S4327-MONOMER	Inner_Membrane	S4327()	Inner_Membrane	r
S3856-MONOMER	Outer_Membrane	S3856()	Outer_Membrane	sb
S4207-MONOMER	Inner_Membrane	S4207()	Inner_Membrane	r
S1185-MONOMER	Inner_Membrane	S1185()	Inner_Membrane	r
CPLX_ACGAptspp-0	Inner_Membrane	S1185()	Inner_Membrane	r
S0579-MONOMER	Inner_Membrane	S0579()	Inner_Membrane	r
CPLX_MANGLYCptspp-0	Inner_Membrane	S0579()	Inner_Membrane	r
S3138-MONOMER	Inner_Membrane	S3138()	Inner_Membrane	r
S0556-MONOMER	Periplasm	S0556()	Periplasm	s
S0963-MONOMER	Inner_Membrane	S0963()	Inner_Membrane	r
S4512-MONOMER	Inner_Membrane	S4512()	Inner_Membrane	r
CPLX_TREptspp-0	Inner_Membrane	S4512()	Inner_Membrane	r
S0668-MONOMER	Inner_Membrane	S0668()	Inner_Membrane	r
S4293-MONOMER	Inner_Membrane	S4293()	Inner_Membrane	r
S4292-MONOMER	Inner_Membrane	S4292()	Periplasm	s
S4294-MONOMER	Inner_Membrane	S4294()	Inner_Membrane	r
S3152-MONOMER	Inner_Membrane	S3152()	Periplasm	s
S4145-MONOMER	Inner_Membrane	S4145()	Inner_Membrane	r
S2598-MONOMER	Inner_Membrane	S2598()	Inner_Membrane	r
S2892-MONOMER	Inner_Membrane	S2892()	Inner_Membrane	p
CPLX_CRNDabcpp-0	Inner_Membrane	S2892()	Inner_Membrane	p
S2893-MONOMER	Inner_Membrane	S2893()	Periplasm	s
CPLX_CRNDabcpp-0	Inner_Membrane	S2893()	Periplasm	s
S1270-MONOMER	Outer_Membrane	S1270()	Outer_Membrane	pla
S3078-MONOMER	Periplasm	S3078()	Periplasm	s
CPLX_TDSR1-0	Periplasm	S3078()	Periplasm	s
S1755-MONOMER	Inner_Membrane	S1755()	Inner_Membrane	r
CPLX_NADTRHD-0	Inner_Membrane	S1755()	Inner_Membrane	r
S1756-MONOMER	Inner_Membrane	S1756()	Inner_Membrane	r
CPLX_NADTRHD-0	Inner_Membrane	S1756()	Inner_Membrane	r
S0853-MONOMER	Inner_Membrane	S0853()	Inner_Membrane	p
CPLX_PTRCabcpp-0	Inner_Membrane	S0853()	Inner_Membrane	p
S0852-MONOMER	Inner_Membrane	S0852()	Inner_Membrane	r
CPLX_PTRCabcpp-0	Inner_Membrane	S0852()	Inner_Membrane	r
S0850-MONOMER	Inner_Membrane	S0850()	Periplasm	s
CPLX_PTRCabcpp-0	Inner_Membrane	S0850()	Periplasm	s
S4159-MONOMER	Inner_Membrane	S4159()	Periplasm	s
CPLX_XYLabcpp-0	Inner_Membrane	S4159()	Periplasm	s
S4157-MONOMER	Inner_Membrane	S4157()	Inner_Membrane	r
CPLX_XYLabcpp-0	Inner_Membrane	S4157()	Inner_Membrane	r
S4575-MONOMER	Inner_Membrane	S4575()	Inner_Membrane	r
CPLX_FRD2-0	Inner_Membrane	S4575()	Inner_Membrane	r
S4574-MONOMER	Inner_Membrane	S4574()	Inner_Membrane	r
CPLX_FRD2-0	Inner_Membrane	S4574()	Inner_Membrane	r
S0615-MONOMER	Inner_Membrane	S0615()	Inner_Membrane	r
S4126-MONOMER	Inner_Membrane	S4126()	Inner_Membrane	r
S1805-MONOMER	Periplasm	S1805()	Periplasm	s
S0838-MONOMER	Inner_Membrane	S0838()	Inner_Membrane	p
S1778-MONOMER	Inner_Membrane	S1778()	Inner_Membrane	r
CPLX_MALTptspp-0	Inner_Membrane	S1778()	Inner_Membrane	r
S1365-MONOMER	Inner_Membrane	S1365()	Inner_Membrane	r
S2416-MONOMER	Inner_Membrane	S2416()	Inner_Membrane	r
CPLX_NO3R1bpp-0	Inner_Membrane	S2416()	Inner_Membrane	r
CPLX_NO3R2bpp-0	Inner_Membrane	S2416()	Inner_Membrane	r
S2417-MONOMER	Inner_Membrane	S2417()	Periplasm	s
CPLX_NO3R1bpp-0	Inner_Membrane	S2417()	Periplasm	s
CPLX_NO3R2bpp-0	Inner_Membrane	S2417()	Periplasm	s
S2418-MONOMER	Inner_Membrane	S2418()	Inner_Membrane	r
CPLX_NO3R1bpp-0	Inner_Membrane	S2418()	Inner_Membrane	r
S2419-MONOMER	Inner_Membrane	S2419()	Periplasm	t
CPLX_NO3R1bpp-0	Inner_Membrane	S2419()	Periplasm	t
S2420-MONOMER	Inner_Membrane	S2420()	Periplasm	t
CPLX_NO3R1bpp-0	Inner_Membrane	S2420()	Periplasm	t
CPLX_NO3R2bpp-0	Inner_Membrane	S2420()	Periplasm	t
S0153-MONOMER	Inner_Membrane	S0153()	Periplasm	s
CPLX_ADOCBLabcpp-0	Inner_Membrane	S0153()	Periplasm	s
