Reaction	Complexes
AMID3_1	SGL_RS15160-MONOMER
AMID_2	SGL_RS15160-MONOMER
AMPD2	SGL_RS13900-MONOMER
AMPTASECG	CPLX_AMPTASECG-0
AMYLS	SGL_RS12525-MONOMER OR SGL_RS02105-MONOMER
ANPRT	SGL_RS07485-MONOMER
ANS	CPLX_ANS-0
ANSN	CPLX_ANS-0
AOXSr2	SGL_RS14860-MONOMER_mod_pydx5p(1)
APRAUR	SGL_RS13965-MONOMER
ARGDC	CPLX_ARGDC-0
ARGDI_1	SGL_RS17085-MONOMER
ARGN	SGL_RS07800-MONOMER
ARGOXp	SGL_RS13165-MONOMER
ARGOXu	SGL_RS13165-MONOMER
ARGSL	SGL_RS05520-MONOMER
ARGSS	SGL_RS18195-MONOMER_mod_mg2(1)
ARGTRS	SGL_RS16720-MONOMER_mod_mg2(1)
ARGabcpp	CPLX_ARGabcpp-0
ARSNR	SGL_RS11365-MONOMER
ASAD	SGL_RS16920-MONOMER
ASNN_1	SGL_RS11775-MONOMER OR SGL_RS15655-MONOMER
ASNTRAT	CPLX_ASNTRAT-0
ASNTRS	SGL_RS16775-MONOMER
ASP1DC	SGL_RS14880-MONOMER OR SGL_RS04385-MONOMER_mod_pydx5p(1)
ASPCT	SGL_RS10555-MONOMER
ASPK	SGL_RS17290-MONOMER
ASPO5_2	SGL_RS17230-MONOMER_mod_fad(1)
ASPO6	SGL_RS17230-MONOMER_mod_fad(1)
ASPTA	SGL_RS13785-MONOMER OR SGL_RS16530-MONOMER
ASPTRS	SGL_RS08775-MONOMER
ATPADT	SGL_RS16680-MONOMER
ATPPRT	CPLX_ATPPRT-0
ATPS4rpp_1	CPLX_ATPS4rpp_1-0
ATPSu_1	CPLX_ATPS4rpp_1-0
BAMPPALDOX	SGL_RS15360-MONOMER
BCAROHX11	SGL_RS06460-MONOMER
BCAROHX21	SGL_RS06460-MONOMER
BCAROKE	SGL_RS15345-MONOMER
BCAROKE2	SGL_RS15345-MONOMER
BCT1_syn	CPLX220H-13
BILIRED	SGL_RS02995-MONOMER
BPNT	SGL_RS16880-MONOMER_mod_mg2(1)
BPNT2	SGL_RS16880-MONOMER_mod_mg2(1)
BioU	SGL_RS13315-MONOMER
CA2abcpp	SGL_RS16270-MONOMER OR SGL_RS08700-MONOMER
CA2t3pp	SGL_RS10015-MONOMER
CA2tex	SGL_RS10015-MONOMER
CAT	SGL_RS09095-MONOMER_mod_pheme(1)
CBFC2pb	CPLX_CBFCpa-0
CBFC2ub	CPLX_CBFCpa-0
CBFCpa	CPLX_CBFCpa-0
CBFCpb	CPLX_CBFCpa-0
CBFCpc	CPLX_CBFCpa-0
CBFCpd	CPLX_CBFCpa-0
CBFCpe	CPLX_CBFCpa-0
CBFCpf	CPLX_CBFCpa-0
CBFCua	CPLX_CBFCpa-0
CBFCub	CPLX_CBFCpa-0
CBFCuc	CPLX_CBFCpa-0
CBFCud	CPLX_CBFCpa-0
CBFCue	CPLX_CBFCpa-0
CBFCuf	CPLX_CBFCpa-0
CBIAT	SGL_RS08905-MONOMER
CBMK4	SGL_RS18255-MONOMER
CBPS	CPLX_CBPS-0
CDPMEK	SGL_RS02315-MONOMER_mod_mg2(1)
CHORM	SGL_RS15675-MONOMER
CHORS	SGL_RS06190-MONOMER_mod_fmnh2(1) OR SGL_RS06190-MONOMER_mod_fadh2(1)
CHPHYS	SGL_RS13885-MONOMER
CHRPL	SGL_RS05860-MONOMER
CLt3_2pp	SGL_RS08170-MONOMER
COBALT2abcpp	CPLX_COBALT2abcpp-0 OR SGL_RS16085-MONOMER
COCHL	SGL_RS10270-MONOMER OR SGL_RS06070-MONOMER
CPPPGO	SGL_RS03345-MONOMER_mod_mn2(1)
CPPPGO2	SGL_RS10380-MONOMER_mod_4fe4s(1) OR SGL_RS05455-MONOMER
CS	SGL_RS13790-MONOMER
CSND_1	SGL_RS06770-MONOMER_mod_fe2(1)_mod_zn2(1) OR SGL_RS06770-MONOMER_mod_mn2(1)_mod_zn2(1) OR SGL_RS06770-MONOMER_mod_cobalt2(1)_mod_zn2(1)
CSPMDDC	SGL_RS07180-MONOMER
CTPS1_2	SGL_RS10805-MONOMER_mod_mg2(1)
CTPS2	SGL_RS10805-MONOMER_mod_mg2(1)
CU2abcu_syn	SGL_RS05435-MONOMER
CUabcpp	SGL_RS05435-MONOMER OR SGL_RS12475-MONOMER
CYNTAH_1	SGL_RS14780-MONOMER
CYO1b2_syn_1	CPLX_CYO1b_syn_1-5 OR CPLX_CYO1b_syn_1-4 OR CPLX_CYO1b_syn_1-1 OR CPLX_CYO1b_syn_1-0 OR CPLX_CYO1b_syn_1-7 OR CPLX_CYO1b_syn_1-6 OR CPLX_CYO1b_syn_1-3 OR CPLX_CYO1b_syn_1-2
CYO1b2pp_syn_1	CPLX_CYO1b_syn_1-5 OR CPLX_CYO1b_syn_1-4 OR CPLX_CYO1b_syn_1-1 OR CPLX_CYO1b_syn_1-0 OR CPLX_CYO1b_syn_1-7 OR CPLX_CYO1b_syn_1-6 OR CPLX_CYO1b_syn_1-3 OR CPLX_CYO1b_syn_1-2
CYO1b_syn_1	CPLX_CYO1b_syn_1-0 OR CPLX_CYO1b_syn_1-1 OR CPLX_CYO1b_syn_1-2 OR CPLX_CYO1b_syn_1-3 OR CPLX_CYO1b_syn_1-4 OR CPLX_CYO1b_syn_1-5 OR CPLX_CYO1b_syn_1-6 OR CPLX_CYO1b_syn_1-7
CYO1bpp_syn_1	CPLX_CYO1b_syn_1-0 OR CPLX_CYO1b_syn_1-1 OR CPLX_CYO1b_syn_1-2 OR CPLX_CYO1b_syn_1-3 OR CPLX_CYO1b_syn_1-4 OR CPLX_CYO1b_syn_1-5 OR CPLX_CYO1b_syn_1-6 OR CPLX_CYO1b_syn_1-7
CYPHYC	SGL_RS08655-MONOMER
CYPHYS	SGL_RS08660-MONOMER
CYRDAAT	SGL_RS08905-MONOMER
CYRDACAT	SGL_RS08905-MONOMER
CYSS	SGL_RS02310-MONOMER OR SGL_RS06370-MONOMER_mod_pydx5p(2)
CYSTA	SGL_RS13785-MONOMER
CYSTRS	SGL_RS11450-MONOMER_mod_zn2(1)
CYTBDpp_2	CPLX220H-7
CYTBDu_1	CPLX220H-7
CYTK1	SGL_RS10105-MONOMER_mod_mg2(1)_mod_k(1) OR SGL_RS10105-MONOMER_mod_mg2(1)_mod_nh4(1) OR SGL_RS10105-MONOMER_mod_mn2(1)_mod_k(1) OR SGL_RS10105-MONOMER_mod_mn2(1)_mod_nh4(1)
Cobalt2abcppI	CPLX_COBALT2abcpp-0
CupAS	CPLX_CupAS-0
CupB	SGL_RS03305-MONOMER
DADK	SGL_RS02195-MONOMER OR SGL_RS05755-MONOMER_mod_mg2(1)
DAMPPH	SGL_RS18120-MONOMER_mod_cobalt2(1) OR SGL_RS06530-MONOMER
DAPDC	SGL_RS16710-MONOMER_mod_pydx5p(1)
DAPE	SGL_RS17890-MONOMER
DASYN160	SGL_RS07110-MONOMER_mod_mg2(1)_mod_k(1)
DASYN161	SGL_RS07110-MONOMER_mod_mg2(1)_mod_k(1)
DASYN180	SGL_RS07110-MONOMER_mod_mg2(1)_mod_k(1)
DASYN181	SGL_RS07110-MONOMER_mod_mg2(1)_mod_k(1)
DASYN181_9	SGL_RS07110-MONOMER_mod_mg2(1)_mod_k(1)
DASYN182_9_12	SGL_RS07110-MONOMER_mod_mg2(1)_mod_k(1)
DASYN183_6_9_12	SGL_RS07110-MONOMER_mod_mg2(1)_mod_k(1)
DASYN183_9_12_15	SGL_RS07110-MONOMER_mod_mg2(1)_mod_k(1)
DASYN184_6_9_12_15	SGL_RS07110-MONOMER_mod_mg2(1)_mod_k(1)
DB4PS	SGL_RS10240-MONOMER_mod_mg2(1)
DBTS	SGL_RS15560-MONOMER_mod_mg2(1)
DCPLD1	SGL_RS13805-MONOMER
DCTPD2_1	SGL_RS10020-MONOMER
DCTPD_1	SGL_RS10020-MONOMER
DDPA	SGL_RS03435-MONOMER
DDPGA	SGL_RS15700-MONOMER
DES2_12	SGL_RS10130-MONOMER
DES2_15	SGL_RS10825-MONOMER
DES2_6	SGL_RS11885-MONOMER
DES2_6B	SGL_RS11885-MONOMER
DES2_9	SGL_RS15040-MONOMER
DES2_C16	SGL_RS15040-MONOMER
DGDG160	SGL_RS09310-MONOMER
DGDG161	SGL_RS09310-MONOMER
DGDG180	SGL_RS09310-MONOMER
DGDG181	SGL_RS09310-MONOMER
DGDG181_9	SGL_RS09310-MONOMER
DGDG182_9_12	SGL_RS09310-MONOMER
DGDG183_6_9_12	SGL_RS09310-MONOMER
DGDG183_9_12_15	SGL_RS09310-MONOMER
DGDG184_6_9_12_15	SGL_RS09310-MONOMER
DHAD1	SGL_RS18015-MONOMER_mod_4fe4s(1)
DHAD2	SGL_RS18015-MONOMER_mod_4fe4s(1)
DHDPRy	SGL_RS02200-MONOMER
DHDPS	SGL_RS16925-MONOMER
DHFR	SGL_RS05470-MONOMER_mod_mg2(1)
DHFS	SGL_RS08710-MONOMER
DHNAPHT1-mod	SGL_RS09385-MONOMER_mod_mg2(1)
DHNPA_1	SGL_RS11510-MONOMER
DHORDfum	SGL_RS16405-MONOMER OR SGL_RS17005-MONOMER_mod_fmn(1)
DHORTS	SGL_RS03805-MONOMER_mod_cobalt2(1)_mod_zn2(1) OR SGL_RS03805-MONOMER_mod_mn2(1)_mod_zn2(1) OR SGL_RS03805-MONOMER_mod_ni2(1)_mod_zn2(1) OR SGL_RS12080-MONOMER_mod_zn2(2)
DHPPDA_2	SGL_RS13965-MONOMER
DHPS	SGL_RS05470-MONOMER_mod_mg2(1)
DHPTNR2	SGL_RS04815-MONOMER
DHQS	SGL_RS09600-MONOMER_mod_cobalt2(1)_mod_nad(1)
DHQTi	SGL_RS06095-MONOMER
DMATT	SGL_RS02445-MONOMER_mod_mg2(1) OR SGL_RS02445-MONOMER_mod_mn2(1)
DMBZS1	SGL_RS08770-MONOMER OR SGL_RS13365-MONOMER
DMPPS_syn	SGL_RS13250-MONOMER_mod_nadph(1)_mod_nadh(1)_mod_fad(1)_mod_cobalt2(1)
DMTPHT	SGL_RS03195-MONOMER
DNMPPA	SGL_RS05605-MONOMER OR SGL_RS16030-MONOMER OR SGL_RS14875-MONOMER
DNTPPA	SGL_RS05605-MONOMER OR SGL_RS16030-MONOMER OR SGL_RS14875-MONOMER
DPCOAK	SGL_RS16940-MONOMER
DPGM	SGL_RS12450-MONOMER_mod_mn2(1)
DPPS	SGL_RS16700-MONOMER_mod_mg2(1)
DPR	SGL_RS17215-MONOMER_mod_mg2(1)
DRPA	SGL_RS07490-MONOMER
DTMPK	SGL_RS12945-MONOMER
DVOCHR	SGL_RS12255-MONOMER
DXPRIi	SGL_RS13380-MONOMER_mod_mn2(1) OR SGL_RS13380-MONOMER_mod_cobalt2(1) OR SGL_RS13380-MONOMER_mod_mg2(1)
DXPS	SGL_RS04515-MONOMER_mod_thmpp(1)
EAR100y	SGL_RS04250-MONOMER
EAR120y	SGL_RS04250-MONOMER
EAR121y	SGL_RS04250-MONOMER
EAR140y	SGL_RS04250-MONOMER
EAR141y	SGL_RS04250-MONOMER
EAR160y	SGL_RS04250-MONOMER
EAR161y	SGL_RS04250-MONOMER
EAR180y	SGL_RS04250-MONOMER
EAR181y	SGL_RS04250-MONOMER
EAR40y	SGL_RS04250-MONOMER
EAR60y	SGL_RS04250-MONOMER
EAR80y	SGL_RS04250-MONOMER
ECHINH	SGL_RS06460-MONOMER
EHGLAT	SGL_RS13785-MONOMER OR SGL_RS16530-MONOMER
ENO	SGL_RS17675-MONOMER_mod_mg2(4)
ETAK	SGL_RS13855-MONOMER
FBA	SGL_RS13385-MONOMER OR SGL_RS11345-MONOMER
FBA2	SGL_RS13385-MONOMER OR SGL_RS11345-MONOMER
FBA3	SGL_RS13385-MONOMER OR SGL_RS11345-MONOMER
FBP	SGL_RS11420-MONOMER_mod_mg2(1) OR SGL_RS09170-MONOMER_mod_mn2(1)
FCLT	SGL_RS15155-MONOMER
FDH6_1	SGL_RS06885-MONOMER
FDH6pp	SGL_RS06885-MONOMER
FE2Gabcpp	SGL_RS05125-MONOMER
FE2abcpp	SGL_RS05125-MONOMER
FE2tex	SGL_RS05125-MONOMER
FE3abcpp	CPLX_FE3abcpp-0 OR CPLX_FE3abcpp-1
FECHEabcpp	CPLX_FECHEabcpp-0
FMETTRS	SGL_RS13995-MONOMER_mod_mg2(1)_mod_k(1)
FMNAT	SGL_RS07670-MONOMER
FMNRx2	SGL_RS11360-MONOMER
FNOR	CPLX_FNOR-0 OR CPLX_FNOR-1 OR CPLX_FNOR-2 OR CPLX_FNOR-3
FOLD3	SGL_RS05470-MONOMER_mod_mg2(1)
FOMETRi	SGL_RS12745-MONOMER
FRTT	SGL_RS02445-MONOMER_mod_mg2(1) OR SGL_RS02445-MONOMER_mod_mn2(1)
FRUt3	SGL_RS13045-MONOMER
FTHFCL	SGL_RS04360-MONOMER
FTHFD	SGL_RS13830-MONOMER
FTR	CPLX_FTR-0
FUM	SGL_RS13465-MONOMER
G1PACT	SGL_RS16850-MONOMER_mod_mg2(1)
G1PCTYT	SGL_RS03545-MONOMER
G1PTT	SGL_RS13560-MONOMER
G1SAT	SGL_RS13390-MONOMER_mod_pydx5p(1)
G3PAT160	SGL_RS04070-MONOMER OR SGL_RS09225-MONOMER
G3PAT161	SGL_RS04070-MONOMER OR SGL_RS09225-MONOMER
G3PAT180	SGL_RS04070-MONOMER OR SGL_RS09225-MONOMER
G3PAT181	SGL_RS04070-MONOMER OR SGL_RS09225-MONOMER
G3PAT181_9	SGL_RS04070-MONOMER OR SGL_RS09225-MONOMER
G3PAT182_9_12	SGL_RS04070-MONOMER OR SGL_RS09225-MONOMER
G3PAT183_6_9_12	SGL_RS04070-MONOMER OR SGL_RS09225-MONOMER
G3PAT183_9_12_15	SGL_RS04070-MONOMER OR SGL_RS09225-MONOMER
G3PAT184_6_9_12_15	SGL_RS04070-MONOMER OR SGL_RS09225-MONOMER
G3PD	SGL_RS11080-MONOMER_mod_fad(1)
G3PD1ir	SGL_RS04330-MONOMER
G3PDap	SGL_RS11080-MONOMER_mod_fad(1)
G3PDau	SGL_RS11080-MONOMER_mod_fad(1)
G5SD	SGL_RS14505-MONOMER OR SGL_RS14025-MONOMER
G6PBDH	SGL_RS06375-MONOMER
G6PDH2r	SGL_RS06375-MONOMER
G6PI3	SGL_RS10125-MONOMER
GALUi	SGL_RS15915-MONOMER_mod_zn2(1) OR SGL_RS15915-MONOMER_mod_cobalt2(1)
GAPD	SGL_RS07215-MONOMER
GAPDi_nadp	SGL_RS17045-MONOMER
GARFT	SGL_RS14055-MONOMER
GART	SGL_RS08220-MONOMER_mod_mg2(1)
GCALDD	SGL_RS15360-MONOMER
GCATENEC	SGL_RS12160-MONOMER
GDH2	SGL_RS07840-MONOMER
GDOCBIK	SGL_RS13535-MONOMER
GF6PTA	SGL_RS02630-MONOMER
GFUCS	SGL_RS01900-MONOMER
GGDPR	SGL_RS11020-MONOMER
GGGT_PALM_PALM_4_c	SGL_RS09310-MONOMER
GGPP	SGL_RS17630-MONOMER
GGPS	SGL_RS11085-MONOMER
GHMT2r	SGL_RS04690-MONOMER
GK1	SGL_RS02240-MONOMER_mod_mg2(1)
GLBRAN2	SGL_RS12820-MONOMER
GLCGLYCabcpp_syn	CPLX_GLCGLYCabcpp_syn-0
GLCP	SGL_RS06895-MONOMER_mod_pydx5p(1) OR SGL_RS07100-MONOMER
GLCP2	SGL_RS06895-MONOMER_mod_pydx5p(1) OR SGL_RS07100-MONOMER
GLCS1	SGL_RS12525-MONOMER OR SGL_RS02105-MONOMER
GLCt2pp	SGL_RS13045-MONOMER
GLGC	SGL_RS18090-MONOMER_mod_mg2(1)
GLMS_syn	SGL_RS17380-MONOMER
GLNS_1	SGL_RS11925-MONOMER OR SGL_RS04340-MONOMER_mod_mn2(1)
GLNTRAT	CPLX_ASNTRAT-0
GLNabcpp	CPLX_ARGabcpp-0
GLU5K	SGL_RS04550-MONOMER_mod_mg2(1)
GLUCYS	SGL_RS12490-MONOMER
GLUDC	SGL_RS04385-MONOMER_mod_pydx5p(1)
GLUDy_1	SGL_RS16330-MONOMER
GLUK_syn	SGL_RS15590-MONOMER
GLUN_1	SGL_RS09060-MONOMER
GLUPRT	SGL_RS13120-MONOMER_mod_mg2(1)
GLUR	SGL_RS08125-MONOMER
GLUSx	CPLX_GLUSx-0
GLUTRR	SGL_RS07880-MONOMER
GLUTRS	SGL_RS14665-MONOMER_mod_mg2(1)_mod_zn2(1)
GLUt2rpp	CPLX_GLUt2rpp-0
GLUt4pp	CPLX_GLUt2rpp-0 OR SGL_RS05620-MONOMER
GLXCL	SGL_RS09150-MONOMER
GLXO3r	SGL_RS11230-MONOMER
GLYALDDr	SGL_RS15360-MONOMER
GLYCDx	SGL_RS11025-MONOMER
GLYCK	SGL_RS06360-MONOMER_mod_mg2(1) OR SGL_RS06360-MONOMER_mod_cobalt2(1) OR SGL_RS06360-MONOMER_mod_mn2(1) OR SGL_RS06360-MONOMER_mod_fe2(1) OR SGL_RS06360-MONOMER_mod_ca2(1)
GLYCK2	SGL_RS06360-MONOMER_mod_mg2(1) OR SGL_RS06360-MONOMER_mod_cobalt2(1) OR SGL_RS06360-MONOMER_mod_mn2(1) OR SGL_RS06360-MONOMER_mod_fe2(1) OR SGL_RS06360-MONOMER_mod_ca2(1)
GLYCLTDx	CPLX_GLYCLTDx-0 OR CPLX_GLYCLTDx-1
GLYCLa	CPLX_GLYCLa-0
GLYCLb	SGL_RS12745-MONOMER
GLYCLc	SGL_RS12745-MONOMER
GLYCTO1	CPLX_GLYCLTDx-0 OR CPLX_GLYCLTDx-1
GLYK	SGL_RS11095-MONOMER_mod_mg2(1) OR SGL_RS11095-MONOMER_mod_mn2(1)
GLYOX	SGL_RS03800-MONOMER_mod_zn2(1) OR SGL_RS08475-MONOMER
GLYTA	SGL_RS11200-MONOMER
GLYTRS	CPLX-tRNA-GLY-LIGASE
GLYabcpp	CPLX_ALAabcpp-0
GMAND	SGL_RS01905-MONOMER_mod_nadp(1) OR SGL_RS03665-MONOMER
GMPS	SGL_RS13520-MONOMER_mod_mg2(1)
GMPS2	SGL_RS13520-MONOMER_mod_mg2(1)
GND	SGL_RS12985-MONOMER
GOR1	SGL_RS02960-MONOMER
GOX	SGL_RS14260-MONOMER
GRDPTT5	SGL_RS01875-MONOMER_mod_mg2(1)
GRDPTT7	SGL_RS01875-MONOMER_mod_mg2(1)
GRTT	SGL_RS02445-MONOMER_mod_mg2(1) OR SGL_RS02445-MONOMER_mod_mn2(1)
GTHOr	CPLX_GTHOr-0
GTHPi	SGL_RS11045-MONOMER OR SGL_RS08615-MONOMER
GTHRDH_syn	SGL_RS10660-MONOMER
GTHS	SGL_RS06800-MONOMER_mod_mg2(1)
GTPCI	SGL_RS14545-MONOMER_mod_zn2(1)
GTPCII	SGL_RS10240-MONOMER_mod_mg2(1)
GUACYC	SGL_RS03900-MONOMER OR SGL_RS08610-MONOMER OR SGL_RS08340-MONOMER
GUDBUTNAH	SGL_RS05590-MONOMER_mod_mn2(2) OR SGL_RS02550-MONOMER
H2ASE_syn	CPLX220H-24
H2CO3_NAt_syn	SGL_RS09335-MONOMER OR SGL_RS15100-MONOMER
H2Otly	SGL_RS08525-MONOMER
H2Otpp	SGL_RS08525-MONOMER
H2tex	CPLX220H-24
H2tpp	CPLX220H-24
HBZNPT	SGL_RS16820-MONOMER_mod_mg2(1)
HCO3E1	SGL_RS10110-MONOMER_mod_zn2(1)
HEMEAS	SGL_RS10200-MONOMER
HEMEOS	SGL_RS10195-MONOMER_mod_mg2(1) OR SGL_RS10195-MONOMER_mod_ca2(1)
HEX1	SGL_RS15590-MONOMER OR SGL_RS12595-MONOMER
HEX7	SGL_RS06955-MONOMER_mod_mg2(1)
HGPHT	SGL_RS08065-MONOMER
HIBDkt	SGL_RS13640-MONOMER
HISTDa_1	SGL_RS03870-MONOMER OR SGL_RS04465-MONOMER_mod_mn2(1)
HISTDb_1	SGL_RS03870-MONOMER OR SGL_RS04465-MONOMER_mod_mn2(1)
HISTP	SGL_RS15280-MONOMER_mod_mg2(1)
HISTRS	SGL_RS13330-MONOMER_mod_mg2(4)
HISabcpp	CPLX_ALAabcpp-0
HMBS_1	SGL_RS07710-MONOMER_mod_dpm(1)
HOXG	SGL_RS03350-MONOMER OR SGL_RS10385-MONOMER
HPPK	SGL_RS02755-MONOMER_mod_mg2(1)
HPROa	SGL_RS17305-MONOMER
HPROb	SGL_RS17305-MONOMER
HPYRRx	SGL_RS08600-MONOMER OR SGL_RS17385-MONOMER
HPYRRy	SGL_RS08600-MONOMER
HSDxi	SGL_RS14120-MONOMER
HSDy	SGL_RS14120-MONOMER
HSK	SGL_RS07645-MONOMER_mod_k(1)_mod_mg2(1)
HSTPT	SGL_RS08515-MONOMER_mod_pydx5p(1)
IACAH	SGL_RS16150-MONOMER
ICDHyr	SGL_RS03210-MONOMER_mod_mn2(1) OR SGL_RS03210-MONOMER_mod_mg2(1)
ICHORS	SGL_RS09915-MONOMER_mod_mg2(1)
IG3PS	SGL_RS10250-MONOMER OR SGL_RS15330-MONOMER
IGPDH	SGL_RS15395-MONOMER_mod_mg2(1) OR SGL_RS15395-MONOMER_mod_mn2(1)
IGPS	SGL_RS16890-MONOMER
