Modified_enzyme,Core_enzyme,Modifications,Source
S0855-MONOMER_mod_4fe4s(1),S0855-MONOMER,4fe4s(1),Homology
S0866-MONOMER_mod_pydx5p(1),S0866-MONOMER,pydx5p(1),Homology
S0867-MONOMER_mod_mg2(1)_mod_thmpp(1)_mod_fad(1),S0867-MONOMER,mg2(1) AND thmpp(1) AND fad(1),Homology
S0893-MONOMER_mod_mg2(1),S0893-MONOMER,mg2(1),Homology
S0962-MONOMER_mod_glycyl(1),S0962-MONOMER,glycyl(1),Homology
S0966-MONOMER_mod_pydx5p(1),S0966-MONOMER,pydx5p(1),Homology
S0970-MONOMER_mod_mg2(1),S0970-MONOMER,mg2(1),Homology
S0974-MONOMER_mod_mg2(1),S0974-MONOMER,mg2(1),Homology
S0975-MONOMER_mod_mg2(1),S0975-MONOMER,mg2(1),Homology
S0978-MONOMER_mod_mg2(1),S0978-MONOMER,mg2(1),Homology
S0989-MONOMER_mod_pydx5p(1),S0989-MONOMER,pydx5p(1),Homology
S1011-MONOMER_mod_fmn(1),S1011-MONOMER,fmn(1),Homology
S1143-MONOMER_mod_fad(1),S1143-MONOMER,fad(1),Homology
S1146-MONOMER_mod_zn2(2),S1146-MONOMER,zn2(2),Homology
S1148-MONOMER_mod_Oxidized(1),S1148-MONOMER,Oxidized(1),Homology
S1168-MONOMER_mod_zn2(2),S1168-MONOMER,zn2(2),Homology
S1178-MONOMER_mod_pan4p(1),S1178-MONOMER,pan4p(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_ac(1),S1178-MONOMER,pan4p(1) AND ac(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_mal(1),S1178-MONOMER,pan4p(1) AND mal(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_but2e(1),S1178-MONOMER,pan4p(1) AND but2e(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_act(1),S1178-MONOMER,pan4p(1) AND act(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_but(1),S1178-MONOMER,pan4p(1) AND but(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_3ha(1),S1178-MONOMER,pan4p(1) AND 3ha(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_egme(1),S1178-MONOMER,pan4p(1) AND egme(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_ogme(1),S1178-MONOMER,pan4p(1) AND ogme(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_gme(1),S1178-MONOMER,pan4p(1) AND gme(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_hgme(1),S1178-MONOMER,pan4p(1) AND hgme(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_thex2e(1),S1178-MONOMER,pan4p(1) AND thex2e(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_3ohex(1),S1178-MONOMER,pan4p(1) AND 3ohex(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_hex(1),S1178-MONOMER,pan4p(1) AND hex(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_3hhex(1),S1178-MONOMER,pan4p(1) AND 3hhex(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_pim(1),S1178-MONOMER,pan4p(1) AND pim(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_epme(1),S1178-MONOMER,pan4p(1) AND epme(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_opme(1),S1178-MONOMER,pan4p(1) AND opme(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_pme(1),S1178-MONOMER,pan4p(1) AND pme(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_hpme(1),S1178-MONOMER,pan4p(1) AND hpme(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_toct2e(1),S1178-MONOMER,pan4p(1) AND toct2e(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_3ooct(1),S1178-MONOMER,pan4p(1) AND 3ooct(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_oc(1),S1178-MONOMER,pan4p(1) AND oc(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_3hoct(1),S1178-MONOMER,pan4p(1) AND 3hoct(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_tdec2e(1),S1178-MONOMER,pan4p(1) AND tdec2e(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_cdec3e(1),S1178-MONOMER,pan4p(1) AND cdec3e(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_3odec(1),S1178-MONOMER,pan4p(1) AND 3odec(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_dca(1),S1178-MONOMER,pan4p(1) AND dca(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_3hdec(1),S1178-MONOMER,pan4p(1) AND 3hdec(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_t3c5ddece(1),S1178-MONOMER,pan4p(1) AND t3c5ddece(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_3ocddec5e(1),S1178-MONOMER,pan4p(1) AND 3ocddec5e(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_tddec2e(1),S1178-MONOMER,pan4p(1) AND tddec2e(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_cddec5e(1),S1178-MONOMER,pan4p(1) AND cddec5e(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_3oddec(1),S1178-MONOMER,pan4p(1) AND 3oddec(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_3hcddec5e(1),S1178-MONOMER,pan4p(1) AND 3hcddec5e(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_ddca(1),S1178-MONOMER,pan4p(1) AND ddca(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_3hddec(1),S1178-MONOMER,pan4p(1) AND 3hddec(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_t3c7mrse(1),S1178-MONOMER,pan4p(1) AND t3c7mrse(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_3ocmrs7e(1),S1178-MONOMER,pan4p(1) AND 3ocmrs7e(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_tde(1),S1178-MONOMER,pan4p(1) AND tde(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_tmrs2e(1),S1178-MONOMER,pan4p(1) AND tmrs2e(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_3omrs(1),S1178-MONOMER,pan4p(1) AND 3omrs(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_3hcmrs7e(1),S1178-MONOMER,pan4p(1) AND 3hcmrs7e(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_myrs(1),S1178-MONOMER,pan4p(1) AND myrs(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_3hmrs(1),S1178-MONOMER,pan4p(1) AND 3hmrs(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_t3c9palme(1),S1178-MONOMER,pan4p(1) AND t3c9palme(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_3ocpalm9e(1),S1178-MONOMER,pan4p(1) AND 3ocpalm9e(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_hde(1),S1178-MONOMER,pan4p(1) AND hde(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_tpalm2e(1),S1178-MONOMER,pan4p(1) AND tpalm2e(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_3opalm(1),S1178-MONOMER,pan4p(1) AND 3opalm(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_3hcpalm9e(1),S1178-MONOMER,pan4p(1) AND 3hcpalm9e(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_palm(1),S1178-MONOMER,pan4p(1) AND palm(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_3hpalm(1),S1178-MONOMER,pan4p(1) AND 3hpalm(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_t3c11vace(1),S1178-MONOMER,pan4p(1) AND t3c11vace(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_3ocvac11e(1),S1178-MONOMER,pan4p(1) AND 3ocvac11e(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_toctd2e(1),S1178-MONOMER,pan4p(1) AND toctd2e(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_octe(1),S1178-MONOMER,pan4p(1) AND octe(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_3ooctd(1),S1178-MONOMER,pan4p(1) AND 3ooctd(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_3hcvac11e(1),S1178-MONOMER,pan4p(1) AND 3hcvac11e(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_ocdca(1),S1178-MONOMER,pan4p(1) AND ocdca(1),Homology
S1178-MONOMER_mod_pan4p(1)_mod_3hocta(1),S1178-MONOMER,pan4p(1) AND 3hocta(1),Homology
S1180-MONOMER_mod_pydx5p(1),S1180-MONOMER,pydx5p(1),Homology
S1182-MONOMER_mod_mg2(1),S1182-MONOMER,mg2(1),Homology
S1190-MONOMER_mod_mg2(1),S1190-MONOMER,mg2(1),Homology
S1193-MONOMER_mod_mg2(1)_mod_cu(1)_mod_fad(1),S1193-MONOMER,mg2(1) AND cu(1) AND fad(1),Homology
S1198-MONOMER_mod_mg2(1),S1198-MONOMER,mg2(1),Homology
S1238-MONOMER_mod_mn2(1),S1238-MONOMER,mn2(1),Homology
S1238-MONOMER_mod_mg2(1),S1238-MONOMER,mg2(1),Homology
S1267-MONOMER_mod_pydx5p(1),S1267-MONOMER,pydx5p(1),Homology
S1294-MONOMER_mod_mg2(1)_mod_pi(1),S1294-MONOMER,mg2(1) AND pi(1),Homology
S1294-MONOMER_mod_mn2(1)_mod_pi(1),S1294-MONOMER,mn2(1) AND pi(1),Homology
S1295-MONOMER_mod_mg2(1),S1295-MONOMER,mg2(1),Homology
S1324-MONOMER_mod_mg2(1),S1324-MONOMER,mg2(1),Homology
S1326-MONOMER_mod_fe2(1),S1326-MONOMER,fe2(1),Homology
S1363-MONOMER_mod_4fe4s(1),S1363-MONOMER,4fe4s(1),Homology
S1364-MONOMER_mod_mg2(1),S1364-MONOMER,mg2(1),Homology
S1373-MONOMER_mod_mg2(1),S1373-MONOMER,mg2(1),Homology
S1384-MONOMER_mod_mg2(1),S1384-MONOMER,mg2(1),Homology
S1389-MONOMER_mod_pydx5p(1),S1389-MONOMER,pydx5p(1),Homology
S1448-MONOMER_mod_4fe4s(1),S1448-MONOMER,4fe4s(1),Homology
S1451-MONOMER_mod_thmpp(1),S1451-MONOMER,thmpp(1),Homology
S1519-MONOMER_mod_zn2(2),S1519-MONOMER,zn2(2),Homology
S1529-MONOMER_mod_4fe4s(1),S1529-MONOMER,4fe4s(1),Homology
S1538-MONOMER_mod_mg2(1),S1538-MONOMER,mg2(1),Homology
S1539-MONOMER_mod_mg2(5),S1539-MONOMER,mg2(5),Homology
S1574-MONOMER_mod_mg2(1),S1574-MONOMER,mg2(1),Homology
S1581-MONOMER_mod_mg2(1),S1581-MONOMER,mg2(1),Homology
S1581-MONOMER_mod_mn2(1),S1581-MONOMER,mn2(1),Homology
S1603-MONOMER_mod_mg2(1),S1603-MONOMER,mg2(1),Homology
S1603-MONOMER_mod_mn2(1),S1603-MONOMER,mn2(1),Homology
S1613-MONOMER_mod_hemed(6),S1613-MONOMER,hemed(6),Homology
S1624-MONOMER_mod_mg2(1),S1624-MONOMER,mg2(1),Homology
S1630-MONOMER_mod_zn2(1),S1630-MONOMER,zn2(1),Homology
S1644-MONOMER_mod_fe3(1),S1644-MONOMER,fe3(1),Homology
S1646-MONOMER_mod_mg2(1),S1646-MONOMER,mg2(1),Homology
S1766-MONOMER_mod_4fe4s(1),S1766-MONOMER,4fe4s(1),Homology
S1795-MONOMER_mod_fmn(1),S1795-MONOMER,fmn(1),Homology
S1799-MONOMER_mod_mg2(1),S1799-MONOMER,mg2(1),Homology
S1805-MONOMER_mod_cu2(1),S1805-MONOMER,cu2(1),Homology
S1810-MONOMER_mod_ni2(1),S1810-MONOMER,ni2(1),Homology
S1811-MONOMER_mod_mg2(4),S1811-MONOMER,mg2(4),Homology
S1814-MONOMER_mod_Oxidized(1),S1814-MONOMER,Oxidized(1),Homology
S1816-MONOMER_mod_fe3(1),S1816-MONOMER,fe3(1),Homology
S1821-MONOMER_mod_hco3(1),S1821-MONOMER,hco3(1),Homology
S1838-MONOMER_mod_mg2(1)_mod_k(1),S1838-MONOMER,mg2(1) AND k(1),Homology
S1838-MONOMER_mod_mn2(1)_mod_k(1),S1838-MONOMER,mn2(1) AND k(1),Homology
S1839-MONOMER_mod_palmitate(1),S1839-MONOMER,palmitate(1),Homology
S1867-MONOMER_mod_pydx5p(1),S1867-MONOMER,pydx5p(1),Homology
S1879-MONOMER_mod_mn2(1),S1879-MONOMER,mn2(1),Homology
S1879-MONOMER_mod_mg2(1),S1879-MONOMER,mg2(1),Homology
S1925-MONOMER_mod_mg2(1),S1925-MONOMER,mg2(1),Homology
S1930-MONOMER_mod_mg2(1)_mod_k(1),S1930-MONOMER,mg2(1) AND k(1),Homology
S1930-MONOMER_mod_mn2(1)_mod_k(1),S1930-MONOMER,mn2(1) AND k(1),Homology
S1941-MONOMER_mod_mg2(1),S1941-MONOMER,mg2(1),Homology
S2007-MONOMER_mod_mg2(1),S2007-MONOMER,mg2(1),Homology
S2036-MONOMER_mod_mg2(1),S2036-MONOMER,mg2(1),Homology
S2051-MONOMER_mod_mg2(1),S2051-MONOMER,mg2(1),Homology
S2058-MONOMER_mod_pydx5p(1),S2058-MONOMER,pydx5p(1),Homology
S2203-MONOMER_mod_mn2(1),S2203-MONOMER,mn2(1),Homology
S2204-MONOMER_mod_pydx5p(1),S2204-MONOMER,pydx5p(1),Homology
S2205-MONOMER_mod_mg2(1),S2205-MONOMER,mg2(1),Homology
S2205-MONOMER_mod_mn2(1),S2205-MONOMER,mn2(1),Homology
S2225-MONOMER_mod_mg2(1),S2225-MONOMER,mg2(1),Homology
S2227-MONOMER_mod_nad(1),S2227-MONOMER,nad(1),Homology
S2237-MONOMER_mod_mg2(1),S2237-MONOMER,mg2(1),Homology
S2237-MONOMER_mod_mn2(1),S2237-MONOMER,mn2(1),Homology
S2239-MONOMER_mod_nadp(1),S2239-MONOMER,nadp(1),Homology
S2254-MONOMER_mod_mg2(1),S2254-MONOMER,mg2(1),Homology
S2303-MONOMER_mod_zn2(2),S2303-MONOMER,zn2(2),Homology
S2347-MONOMER_mod_fad(1),S2347-MONOMER,fad(1),Homology
S2357-MONOMER_mod_zn2(1),S2357-MONOMER,zn2(1),Homology
S2367-MONOMER_mod_zn2(1),S2367-MONOMER,zn2(1),Homology
S2376-MONOMER_mod_ca2(1),S2376-MONOMER,ca2(1),Homology
S2382-MONOMER_mod_mg2(1),S2382-MONOMER,mg2(1),Homology
S2445-MONOMER_mod_zn2(1),S2445-MONOMER,zn2(1),Homology
S2454-MONOMER_mod_ca2(1),S2454-MONOMER,ca2(1),Homology
S2465-MONOMER_mod_pydx5p(1),S2465-MONOMER,pydx5p(1),Homology
S2473-MONOMER_mod_mg2(1),S2473-MONOMER,mg2(1),Homology
S2474-MONOMER_mod_mg2(1),S2474-MONOMER,mg2(1),Homology
S2475-MONOMER_mod_hco3(1),S2475-MONOMER,hco3(1),Homology
S2477-MONOMER_mod_mg2(1)_mod_mn2(1)_mod_thmpp(1),S2477-MONOMER,mg2(1) AND mn2(1) AND thmpp(1),Homology
S2478-MONOMER_mod_mg2(1),S2478-MONOMER,mg2(1),Homology
S2481-MONOMER_mod_zn2(2),S2481-MONOMER,zn2(2),Homology
S2502-MONOMER_mod_cobalt2(1),S2502-MONOMER,cobalt2(1),Homology
S2507-MONOMER_mod_mg2(1),S2507-MONOMER,mg2(1),Homology
S2514-MONOMER_mod_mg2(1),S2514-MONOMER,mg2(1),Homology
S2514-MONOMER_mod_mn2(1),S2514-MONOMER,mn2(1),Homology
S2514-MONOMER_mod_ca2(1),S2514-MONOMER,ca2(1),Homology
S2523-MONOMER_mod_mg2(1),S2523-MONOMER,mg2(1),Homology
S2535-MONOMER_mod_fad(1),S2535-MONOMER,fad(1),Homology
S2540-MONOMER_mod_fmnh2(1),S2540-MONOMER,fmnh2(1),Homology
S2540-MONOMER_mod_fadh2(1),S2540-MONOMER,fadh2(1),Homology
S2570-MONOMER_mod_pydx5p(1),S2570-MONOMER,pydx5p(1),Homology
S2605-MONOMER_mod_mg2(1)_mod_zn2(1),S2605-MONOMER,mg2(1) AND zn2(1),Homology
S2612-MONOMER_mod_mg2(1),S2612-MONOMER,mg2(1),Homology
S2615-MONOMER_mod_pydx5p(2),S2615-MONOMER,pydx5p(2),Homology
S2619-MONOMER_mod_zn2(1),S2619-MONOMER,zn2(1),Homology
S2619-MONOMER_mod_mg2(1),S2619-MONOMER,mg2(1),Homology
S2622-MONOMER_mod_pydx5p(1),S2622-MONOMER,pydx5p(1),Homology
S2656-MONOMER_mod_mn2(1),S2656-MONOMER,mn2(1),Homology
S2656-MONOMER_mod_mg2(1),S2656-MONOMER,mg2(1),Homology
S2658-MONOMER_mod_thmpp(1),S2658-MONOMER,thmpp(1),Homology
S2665-MONOMER_mod_zn2(1)_mod_cobalt2(1),S2665-MONOMER,zn2(1) AND cobalt2(1),Homology
S2692-MONOMER_mod_k(1)_mod_mg2(1),S2692-MONOMER,k(1) AND mg2(1),Homology
S2695-MONOMER_mod_mg2(1),S2695-MONOMER,mg2(1),Homology
S2725-MONOMER_mod_mg2(1),S2725-MONOMER,mg2(1),Homology
S2732-MONOMER_mod_mg2(4),S2732-MONOMER,mg2(4),Homology
S2733-MONOMER_mod_mn2(1),S2733-MONOMER,mn2(1),Homology
S2735-MONOMER_mod_4fe4s(1),S2735-MONOMER,4fe4s(1),Homology
S2736-MONOMER_mod_mg2(1),S2736-MONOMER,mg2(1),Homology
S2736-MONOMER_mod_mn2(1),S2736-MONOMER,mn2(1),Homology
S2736-MONOMER_mod_ca2(1),S2736-MONOMER,ca2(1),Homology
S2748-MONOMER_mod_fe2(1),S2748-MONOMER,fe2(1),Homology
S2748-MONOMER_mod_fe2(2),S2748-MONOMER,fe2(2),Homology
S2749-MONOMER_mod_pydx5p(2),S2749-MONOMER,pydx5p(2),Homology
S2752-MONOMER_mod_mg2(1),S2752-MONOMER,mg2(1),Homology
S2771-MONOMER_mod_fad(1)_mod_pheme(1),S2771-MONOMER,fad(1) AND pheme(1),Homology
S2776-MONOMER_mod_mg2(1),S2776-MONOMER,mg2(1),Homology
S2778-MONOMER_mod_zn2(2),S2778-MONOMER,zn2(2),Homology
S2798-MONOMER_mod_mg2(1),S2798-MONOMER,mg2(1),Homology
S2798-MONOMER_mod_mn2(1),S2798-MONOMER,mn2(1),Homology
S2802-MONOMER_mod_mg2(2),S2802-MONOMER,mg2(2),Homology
S2817-MONOMER_mod_Oxidized(1),S2817-MONOMER,Oxidized(1),Homology
S2829-MONOMER_mod_mg2(1),S2829-MONOMER,mg2(1),Homology
S2838-MONOMER_mod_fe2(2),S2838-MONOMER,fe2(2),Homology
S2852-MONOMER_mod_mg2(1),S2852-MONOMER,mg2(1),Homology
S2874-MONOMER_mod_pydx5p(1),S2874-MONOMER,pydx5p(1),Homology
S2902-MONOMER_mod_mg2(1),S2902-MONOMER,mg2(1),Homology
S2904-MONOMER_mod_mg2(1),S2904-MONOMER,mg2(1),Homology
S2911-MONOMER_mod_zn2(4),S2911-MONOMER,zn2(4),Homology
S2924-MONOMER_mod_fad(1),S2924-MONOMER,fad(1),Homology
S2960-MONOMER_mod_cobalt2(1),S2960-MONOMER,cobalt2(1),Homology
S2962-MONOMER_mod_mn2(1),S2962-MONOMER,mn2(1),Homology
S2963-MONOMER_mod_mg2(1),S2963-MONOMER,mg2(1),Homology
S2963-MONOMER_mod_mn2(1),S2963-MONOMER,mn2(1),Homology
S2963-MONOMER_mod_cobalt2(1),S2963-MONOMER,cobalt2(1),Homology
S2966-MONOMER_mod_mg2(1),S2966-MONOMER,mg2(1),Homology
