Reaction,Complexes
ADCS,ABAYE_RS05165-MONOMER_mod_pydx5p(1)
ADK1,ABAYE_RS13825-MONOMER_mod_mg2(1)
ADOCBIK,ABAYE_RS10200-MONOMER
ADOCBLS,ABAYE_RS10180-MONOMER
ADPRDP,ABAYE_RS17510-MONOMER_mod_mg2(1)
ADPT,ABAYE_RS19265-MONOMER
ADSK,ABAYE_RS13930-MONOMER
ADSL1r,ABAYE_RS05650-MONOMER
ADSL2r,ABAYE_RS05650-MONOMER
ADSS,ABAYE_RS12990-MONOMER_mod_mg2(1)
AEPPYRTA,ABAYE_RS11715-MONOMER
AGLPACTF,ABAYE_RS03025-MONOMER
AGPR,ABAYE_RS08590-MONOMER
AHCYSNS,ABAYE_RS15095-MONOMER OR ABAYE_RS19070-MONOMER
AHEXASE3,ABAYE_RS16285-MONOMER
AHSERL2_1,ABAYE_RS01840-MONOMER
AHSERL4,ABAYE_RS15880-MONOMER_mod_pydx5p(1) OR ABAYE_RS18340-MONOMER_mod_pydx5p(2) OR ABAYE_RS01840-MONOMER
AICART,ABAYE_RS07255-MONOMER
AIRC1,CPLX_AIRC1-0
AIRCr,ABAYE_RS05590-MONOMER
AKGDa,ABAYE_RS04435-MONOMER
AKGDb,ABAYE_RS04440-MONOMER
AKGt2r,ABAYE_RS04615-MONOMER
AKP1,ABAYE_RS04585-MONOMER
ALAALAr,ABAYE_RS01285-MONOMER
ALAR,ABAYE_RS07310-MONOMER OR ABAYE_RS18735-MONOMER_mod_pydx5p(1)
ALATRS,ABAYE_RS13005-MONOMER_mod_zn2(4)
ALAt4,ABAYE_RS04005-MONOMER
ALCD2x,ABAYE_RS04365-MONOMER OR ABAYE_RS07700-MONOMER OR ABAYE_RS07975-MONOMER OR ABAYE_RS09595-MONOMER_mod_zn2(1)
ALCDHYD,ABAYE_RS04365-MONOMER OR ABAYE_RS07700-MONOMER OR ABAYE_RS07975-MONOMER OR ABAYE_RS09595-MONOMER_mod_zn2(1)
ALDD19xr,ABAYE_RS08880-MONOMER
ALDD20x,ABAYE_RS05595-MONOMER OR ABAYE_RS07685-MONOMER_mod_mg2(1) OR ABAYE_RS11785-MONOMER OR ABAYE_RS14150-MONOMER
ALDD20y,ABAYE_RS05595-MONOMER OR ABAYE_RS07685-MONOMER_mod_mg2(1) OR ABAYE_RS11785-MONOMER OR ABAYE_RS14150-MONOMER
ALDD2x,ABAYE_RS05595-MONOMER OR ABAYE_RS07685-MONOMER_mod_mg2(1) OR ABAYE_RS11785-MONOMER OR ABAYE_RS14150-MONOMER
ALDD2y,ABAYE_RS05595-MONOMER OR ABAYE_RS07685-MONOMER_mod_mg2(1) OR ABAYE_RS11785-MONOMER OR ABAYE_RS14150-MONOMER
ALDD32,ABAYE_RS05595-MONOMER OR ABAYE_RS07685-MONOMER_mod_mg2(1) OR ABAYE_RS11785-MONOMER OR ABAYE_RS14150-MONOMER
ALDDHYD,ABAYE_RS05595-MONOMER OR ABAYE_RS07685-MONOMER_mod_mg2(1) OR ABAYE_RS11785-MONOMER OR ABAYE_RS14150-MONOMER
ALPHNH,ABAYE_RS12290-MONOMER
ALR2,ABAYE_RS00775-MONOMER OR ABAYE_RS01085-MONOMER OR ABAYE_RS02940-MONOMER OR ABAYE_RS07200-MONOMER OR ABAYE_RS12975-MONOMER OR ABAYE_RS13055-MONOMER OR ABAYE_RS13080-MONOMER OR ABAYE_RS13105-MONOMER OR ABAYE_RS14190-MONOMER OR ABAYE_RS15895-MONOMER OR ABAYE_RS16800-MONOMER
AMAOTr,ABAYE_RS14975-MONOMER_mod_pydx5p(1)
AMID,ABAYE_RS08820-MONOMER OR ABAYE_RS12205-MONOMER
AMID2,ABAYE_RS08820-MONOMER OR ABAYE_RS12205-MONOMER
AMID3,ABAYE_RS08820-MONOMER OR ABAYE_RS12205-MONOMER
AMMQT8,ABAYE_RS17020-MONOMER
AMPTASECG,ABAYE_RS17615-MONOMER_mod_zn2(1) OR ABAYE_RS07730-MONOMER OR ABAYE_RS06480-MONOMER
ANDO1,CPLX1SOZ-13
ANDO2,CPLX1SOZ-13
ANPRT,ABAYE_RS06035-MONOMER
ANS,ABAYE_RS06050-MONOMER OR ABAYE_RS17400-MONOMER
ANS2,ABAYE_RS06050-MONOMER OR ABAYE_RS17400-MONOMER
AOP,ABAYE_RS03640-MONOMER
AOXSr,ABAYE_RS14970-MONOMER_mod_pydx5p(1)
AP4AH,ABAYE_RS03000-MONOMER
APAT_1,ABAYE_RS01415-MONOMER OR ABAYE_RS07465-MONOMER OR ABAYE_RS18700-MONOMER
APATr,ABAYE_RS06905-MONOMER
APCPT,ABAYE_RS15035-MONOMER
APNPT,ABAYE_RS15035-MONOMER
APRAUR,ABAYE_RS17645-MONOMER
ARGORNt7,ABAYE_RS14320-MONOMER
ARGSL,ABAYE_RS17470-MONOMER
ARGSS,ABAYE_RS13220-MONOMER_mod_mg2(1)
ARGTRS,ABAYE_RS18530-MONOMER_mod_mg2(1)
ARMT,ABAYE_RS03665-MONOMER OR ABAYE_RS12465-MONOMER OR ABAYE_RS12870-MONOMER OR ABAYE_RS13845-MONOMER OR ABAYE_RS14315-MONOMER
AROH,ABAYE_RS06465-MONOMER
ASAD,ABAYE_RS16640-MONOMER
ASNN,ABAYE_RS16655-MONOMER OR ABAYE_RS11115-MONOMER
ASNTRAT,CPLX_ASNTRAT-0
ASP1DC,ABAYE_RS14875-MONOMER
ASPA1,ABAYE_RS05270-MONOMER
ASPA2,ABAYE_RS05270-MONOMER
ASPCT,ABAYE_RS12925-MONOMER
ASPK,ABAYE_RS13010-MONOMER
ASPO1,ABAYE_RS05185-MONOMER_mod_fad(1)
ASPO2,ABAYE_RS14155-MONOMER
ASPO2y,ABAYE_RS14155-MONOMER
ASPO5,ABAYE_RS05185-MONOMER_mod_fad(1)
ASPO6,ABAYE_RS05185-MONOMER_mod_fad(1)
ASPR,ABAYE_RS07190-MONOMER
ASPT,ABAYE_RS09850-MONOMER_mod_mg2(1) OR ABAYE_RS09850-MONOMER_mod_mn2(1) OR ABAYE_RS09850-MONOMER_mod_cobalt2(1)
ASPTA,ABAYE_RS05270-MONOMER
ASPTRS,ABAYE_RS03490-MONOMER
ASPabc,CPLX1SOZ-41
ASPt2r,ABAYE_RS16630-MONOMER
AST,ABAYE_RS02285-MONOMER
ATAH_1,ABAYE_RS11590-MONOMER OR ABAYE_RS11835-MONOMER
ATPB,ABAYE_RS16400-MONOMER_mod_mg2(1)
ATPPRT,ABAYE_RS12995-MONOMER OR ABAYE_RS15600-MONOMER
BACCL,ABAYE_RS15030-MONOMER
BACCL2,ABAYE_RS15030-MONOMER
BAMPPALDOX,ABAYE_RS05595-MONOMER OR ABAYE_RS07685-MONOMER_mod_mg2(1) OR ABAYE_RS11785-MONOMER OR ABAYE_RS14150-MONOMER
BDH,ABAYE_RS09790-MONOMER
BEF,ABAYE_RS14300-MONOMER
BETALDHx,ABAYE_RS05790-MONOMER OR ABAYE_RS14295-MONOMER
BIWLIP,ABAYE_RS04090-MONOMER
BKCT,ABAYE_RS03025-MONOMER OR ABAYE_RS03670-MONOMER OR ABAYE_RS07930-MONOMER OR ABAYE_RS08700-MONOMER OR ABAYE_RS08895-MONOMER OR ABAYE_RS09345-MONOMER OR ABAYE_RS10950-MONOMER OR ABAYE_RS11935-MONOMER OR ABAYE_RS12375-MONOMER OR ABAYE_RS12475-MONOMER OR ABAYE_RS19960-MONOMER OR ABAYE_RS18345-MONOMER OR ABAYE_RS18885-MONOMER
BPNT,ABAYE_RS10415-MONOMER_mod_mg2(1)
BTDD_RR,ABAYE_RS09960-MONOMER
BTS,ABAYE_RS00775-MONOMER OR ABAYE_RS01085-MONOMER OR ABAYE_RS02940-MONOMER OR ABAYE_RS07200-MONOMER OR ABAYE_RS12975-MONOMER OR ABAYE_RS13055-MONOMER OR ABAYE_RS13080-MONOMER OR ABAYE_RS13105-MONOMER OR ABAYE_RS14190-MONOMER OR ABAYE_RS15895-MONOMER OR ABAYE_RS16800-MONOMER
BTS3r,ABAYE_RS10850-MONOMER_mod_4fe4s(1)_mod_2fe2s(1)
CAO,ABAYE_RS08870-MONOMER
CAOPT,ABAYE_RS08870-MONOMER
CAOPT2,ABAYE_RS08870-MONOMER
CAOPT3,ABAYE_RS08870-MONOMER
CAOPTT,ABAYE_RS08870-MONOMER
CBIAT,ABAYE_RS03570-MONOMER
CBLAT,ABAYE_RS03570-MONOMER
CBPS,CPLX1SOZ-8_mod_mg2(1) OR CPLX1SOZ-8_mod_mn2(1) OR CPLX1SOZ-8_mod_cobalt2(1) OR CPLX1SOZ-8_mod_cd2(1) OR CPLX1SOZ-8_mod_zn2(1)
CERMT,ABAYE_RS05955-MONOMER OR ABAYE_RS16215-MONOMER OR ABAYE_RS18625-MONOMER
CHLt2,ABAYE_RS14755-MONOMER OR ABAYE_RS14280-MONOMER OR ABAYE_RS14285-MONOMER OR ABAYE_RS01470-MONOMER
CHORM,ABAYE_RS06465-MONOMER OR ABAYE_RS07770-MONOMER
CHORS,ABAYE_RS10010-MONOMER_mod_fmnh2(1) OR ABAYE_RS10010-MONOMER_mod_fadh2(1)
CHRPL,ABAYE_RS06070-MONOMER
CMHMI,ABAYE_RS07710-MONOMER
CPPPGO,ABAYE_RS02410-MONOMER_mod_mn2(1)
CPPPGO2,ABAYE_RS03905-MONOMER OR ABAYE_RS16805-MONOMER
CS,ABAYE_RS04410-MONOMER
CSNt2,ABAYE_RS11780-MONOMER OR ABAYE_RS10915-MONOMER
CTLSE,ABAYE_RS11495-MONOMER_mod_hemed(6) OR ABAYE_RS11825-MONOMER OR ABAYE_RS16730-MONOMER_mod_pheme(1)
CTPS1,ABAYE_RS08660-MONOMER_mod_mg2(1)
CTPS2,ABAYE_RS08660-MONOMER_mod_mg2(1)
CYRDAAT,ABAYE_RS03570-MONOMER
CYSDDS,ABAYE_RS15140-MONOMER_mod_pydx5p(1)
CYSDS,ABAYE_RS02540-MONOMER_mod_pydx5p(1)
CYSLYSL,ABAYE_RS02540-MONOMER_mod_pydx5p(1)
CYSS,ABAYE_RS15880-MONOMER_mod_pydx5p(1) OR ABAYE_RS18340-MONOMER_mod_pydx5p(2)
CYSTA,ABAYE_RS05270-MONOMER
CYSTL,ABAYE_RS02540-MONOMER_mod_pydx5p(1)
CYSTRS,ABAYE_RS12525-MONOMER_mod_zn2(1)
CYTBD,CPLX_CYTBD-0 OR CPLX_CYTBD-1
CYTK1,ABAYE_RS10535-MONOMER_mod_mg2(1)
CYTK2,ABAYE_RS10535-MONOMER_mod_mg2(1)
CYTOM,ABAYE_RS00975-MONOMER
DAAD,ABAYE_RS08180-MONOMER OR ABAYE_RS18740-MONOMER
DAAO,ABAYE_RS14485-MONOMER
DABAAT,ABAYE_RS05585-MONOMER_mod_pydx5p(1)
DADA,ABAYE_RS13035-MONOMER OR ABAYE_RS15440-MONOMER
DADK,ABAYE_RS13825-MONOMER_mod_mg2(1)
DAGK160,ABAYE_RS04660-MONOMER_mod_cd2(1)_mod_zn2(1)_mod_mg2(1)_mod_mn2(1)_mod_cobalt2(1)
DAPDC,ABAYE_RS04825-MONOMER_mod_pydx5p(1)
DAPE,ABAYE_RS04830-MONOMER
DASYN160,ABAYE_RS08240-MONOMER_mod_mg2(1)_mod_k(1)
DB4PS,ABAYE_RS01020-MONOMER OR ABAYE_RS14890-MONOMER_mod_mg2(1)
DBTS,ABAYE_RS14960-MONOMER_mod_mg2(1)
DCTPD,ABAYE_RS15080-MONOMER
DCTPD2,ABAYE_RS15080-MONOMER
DDPA,ABAYE_RS08615-MONOMER OR ABAYE_RS10175-MONOMER_mod_fe2(2)
DDPGA,ABAYE_RS16320-MONOMER
DECACID,CPLX_DECACID-0
DECACP,ABAYE_RS07935-MONOMER OR ABAYE_RS08850-MONOMER OR ABAYE_RS11380-MONOMER OR CPLX_PPACO-0
DGK1,ABAYE_RS02090-MONOMER_mod_mg2(1)
DHAD1,ABAYE_RS00680-MONOMER_mod_4fe4s(1) OR ABAYE_RS08940-MONOMER OR ABAYE_RS09215-MONOMER
DHAD2,ABAYE_RS00680-MONOMER_mod_4fe4s(1) OR ABAYE_RS08940-MONOMER OR ABAYE_RS09215-MONOMER
DHDPRx_r,ABAYE_RS00740-MONOMER
DHDPRy,ABAYE_RS00740-MONOMER
DHDPS,ABAYE_RS00850-MONOMER OR ABAYE_RS12040-MONOMER OR ABAYE_RS14345-MONOMER OR ABAYE_RS18220-MONOMER
DHFOR,ABAYE_RS16490-MONOMER OR ABAYE_RS19460-MONOMER OR ABAYE_RS18090-MONOMER
DHFR,ABAYE_RS16490-MONOMER OR ABAYE_RS19460-MONOMER OR ABAYE_RS18090-MONOMER
DHFR2i,ABAYE_RS16490-MONOMER OR ABAYE_RS19460-MONOMER OR ABAYE_RS18090-MONOMER
DHFS,ABAYE_RS03620-MONOMER
DHNAOT,ABAYE_RS06075-MONOMER_mod_mg2(1)
DHNPA_1,ABAYE_RS07485-MONOMER
DHORD2,ABAYE_RS06810-MONOMER_mod_fmn(1)
DHORD5,ABAYE_RS06810-MONOMER_mod_fmn(1)
DHPPDA,ABAYE_RS17645-MONOMER
DHPS,ABAYE_RS04565-MONOMER_mod_mg2(1) OR ABAYE_RS17740-MONOMER OR ABAYE_RS17940-MONOMER OR ABAYE_RS17960-MONOMER
DHPSSS,ABAYE_RS04565-MONOMER_mod_mg2(1) OR ABAYE_RS17740-MONOMER OR ABAYE_RS17940-MONOMER OR ABAYE_RS17960-MONOMER
DHQS,ABAYE_RS02015-MONOMER_mod_cobalt2(1)_mod_nad(1)
DHQTi,ABAYE_RS08045-MONOMER OR ABAYE_RS08735-MONOMER
DHR_1,ABAYE_RS01175-MONOMER
DILIP,ABAYE_RS02155-MONOMER OR ABAYE_RS14020-MONOMER
DMALRED,ABAYE_RS14305-MONOMER_mod_fad(1)
DMATT,ABAYE_RS04165-MONOMER_mod_mg2(1) OR ABAYE_RS04165-MONOMER_mod_mn2(1)
DMQMT,ABAYE_RS19010-MONOMER_mod_zn2(1)
DNADDP,ABAYE_RS13345-MONOMER
DNMPPA,ABAYE_RS17045-MONOMER
DODECACID,CPLX_DECACID-0
DODECACP,ABAYE_RS07935-MONOMER OR ABAYE_RS08850-MONOMER OR ABAYE_RS11380-MONOMER OR CPLX_PPACO-0
DPCHR,ABAYE_RS05590-MONOMER
DPCOAK,ABAYE_RS17145-MONOMER
DPR,ABAYE_RS16130-MONOMER_mod_mg2(1)
DTMPK,ABAYE_RS05175-MONOMER_mod_mg2(1)
DUTPDP,ABAYE_RS15855-MONOMER_mod_mg2(1) OR ABAYE_RS14580-MONOMER_mod_zn2(1)
DXPRIi,ABAYE_RS08245-MONOMER_mod_mn2(1) OR ABAYE_RS08245-MONOMER_mod_cobalt2(1) OR ABAYE_RS08245-MONOMER_mod_mg2(1)
DXPS,ABAYE_RS02420-MONOMER_mod_thmpp(1)
E4PD,ABAYE_RS13000-MONOMER
ECOAH12,ABAYE_RS02955-MONOMER OR ABAYE_RS05085-MONOMER OR ABAYE_RS10550-MONOMER OR ABAYE_RS11580-MONOMER OR ABAYE_RS11650-MONOMER OR ABAYE_RS11685-MONOMER OR ABAYE_RS11945-MONOMER OR ABAYE_RS11950-MONOMER OR ABAYE_RS13155-MONOMER OR ABAYE_RS14225-MONOMER OR ABAYE_RS15890-MONOMER OR ABAYE_RS18685-MONOMER OR ABAYE_RS18690-MONOMER
ECOAH9ir,ABAYE_RS02955-MONOMER OR ABAYE_RS05085-MONOMER OR ABAYE_RS10550-MONOMER OR ABAYE_RS11580-MONOMER OR ABAYE_RS11650-MONOMER OR ABAYE_RS11685-MONOMER OR ABAYE_RS11945-MONOMER OR ABAYE_RS11950-MONOMER OR ABAYE_RS13155-MONOMER OR ABAYE_RS14225-MONOMER OR ABAYE_RS15890-MONOMER OR ABAYE_RS18685-MONOMER OR ABAYE_RS18690-MONOMER
EDA,ABAYE_RS16320-MONOMER
EDD,ABAYE_RS16325-MONOMER
EHGLAT,ABAYE_RS05270-MONOMER
EICACP,ABAYE_RS07935-MONOMER OR ABAYE_RS08850-MONOMER OR ABAYE_RS11380-MONOMER OR CPLX_PPACO-0
ENO,ABAYE_RS08670-MONOMER_mod_mg2(4)
ETHAAL,CPLX1SOZ-21_mod_adocbl(1)
FADE233,ABAYE_RS02925-MONOMER OR ABAYE_RS10295-MONOMER
FBA,ABAYE_RS10665-MONOMER
FBA2,ABAYE_RS10665-MONOMER
FBFM2,ABAYE_RS01180-MONOMER OR ABAYE_RS02690-MONOMER OR ABAYE_RS13050-MONOMER OR ABAYE_RS13085-MONOMER
FBFM3,ABAYE_RS01180-MONOMER OR ABAYE_RS02690-MONOMER OR ABAYE_RS13050-MONOMER OR ABAYE_RS13085-MONOMER
FBFMO,ABAYE_RS01180-MONOMER OR ABAYE_RS02690-MONOMER OR ABAYE_RS13050-MONOMER OR ABAYE_RS13085-MONOMER
FBP,ABAYE_RS05005-MONOMER_mod_mg2(1)
FCLPA,ABAYE_RS18215-MONOMER
FCLT,ABAYE_RS16875-MONOMER
FDH,ABAYE_RS04780-MONOMER
FDR,ABAYE_RS14180-MONOMER
FGFT,ABAYE_RS04955-MONOMER OR ABAYE_RS11070-MONOMER_mod_mg2(1)
FGLU,ABAYE_RS00950-MONOMER
FLAVO2,ABAYE_RS15340-MONOMER
FLAVO3,ABAYE_RS01180-MONOMER OR ABAYE_RS02690-MONOMER OR ABAYE_RS13050-MONOMER OR ABAYE_RS13085-MONOMER
FMETTRS,ABAYE_RS00675-MONOMER_mod_mg2(1)_mod_k(1)
FMNAT,ABAYE_RS19090-MONOMER
FOLR2,ABAYE_RS16490-MONOMER OR ABAYE_RS19460-MONOMER OR ABAYE_RS18090-MONOMER
FRD2,CPLX_FRD2-0_mod_3fe4s(1)_mod_fad(1)_mod_2fe2s(1)_mod_4fe4s(1)
FRD3,CPLX_FRD2-0_mod_3fe4s(1)_mod_fad(1)_mod_2fe2s(1)_mod_4fe4s(1)
FRUK,ABAYE_RS08395-MONOMER_mod_mg2(1)
FTHFD,ABAYE_RS16520-MONOMER
FUM,ABAYE_RS08160-MONOMER OR ABAYE_RS16340-MONOMER_mod_4fe4s(1)
FUMAC,ABAYE_RS00895-MONOMER
FUMt2_2,ABAYE_RS07220-MONOMER OR ABAYE_RS06450-MONOMER
FUMt2r,ABAYE_RS14255-MONOMER
G1PACT,ABAYE_RS00995-MONOMER_mod_mg2(1)
G1SAT,ABAYE_RS05520-MONOMER_mod_pydx5p(1)
G3PA,ABAYE_RS02500-MONOMER
G3PD1ir,ABAYE_RS06545-MONOMER
G3PD2,ABAYE_RS06545-MONOMER
G3PD4,ABAYE_RS04625-MONOMER_mod_fad(1)
G3PD5,ABAYE_RS04625-MONOMER_mod_fad(1)
G3PD6,ABAYE_RS04625-MONOMER_mod_fad(1)
G3POACTF,ABAYE_RS02500-MONOMER
G5SD,ABAYE_RS16300-MONOMER
G6PI,ABAYE_RS18860-MONOMER
G6PI3,ABAYE_RS18860-MONOMER
GALM1,ABAYE_RS14110-MONOMER
GALUi,ABAYE_RS18870-MONOMER
GAPD,ABAYE_RS05305-MONOMER
GARFT,ABAYE_RS04955-MONOMER OR ABAYE_RS11070-MONOMER_mod_mg2(1)
GART,ABAYE_RS11070-MONOMER_mod_mg2(1)
GCDH,ABAYE_RS15425-MONOMER
GCN5,ABAYE_RS03025-MONOMER OR ABAYE_RS03670-MONOMER OR ABAYE_RS07930-MONOMER OR ABAYE_RS08700-MONOMER OR ABAYE_RS08895-MONOMER OR ABAYE_RS09345-MONOMER OR ABAYE_RS10950-MONOMER OR ABAYE_RS11935-MONOMER OR ABAYE_RS12375-MONOMER OR ABAYE_RS12475-MONOMER OR ABAYE_RS19960-MONOMER OR ABAYE_RS18345-MONOMER OR ABAYE_RS18885-MONOMER
GDH1,ABAYE_RS02275-MONOMER OR ABAYE_RS13810-MONOMER
GDOCBIK,ABAYE_RS10200-MONOMER
GF6PTA,ABAYE_RS00990-MONOMER
GGGTPP1,ABAYE_RS14460-MONOMER
GGGTPP2,ABAYE_RS14460-MONOMER
GGTP1,ABAYE_RS14460-MONOMER
GGTP2,ABAYE_RS14460-MONOMER
GHMT2r,ABAYE_RS12920-MONOMER_mod_cobalt2(1)_mod_zn2(1) OR ABAYE_RS12920-MONOMER_mod_mn2(1)_mod_zn2(1) OR ABAYE_RS12920-MONOMER_mod_ni2(1)_mod_zn2(1) OR ABAYE_RS13245-MONOMER_mod_zn2(2)
GK2,ABAYE_RS02090-MONOMER_mod_mg2(1)
GLCD,ABAYE_RS02275-MONOMER
GLCOASYNT,ABAYE_RS04440-MONOMER
GLNS,ABAYE_RS06065-MONOMER_mod_mn2(1) OR ABAYE_RS07520-MONOMER_mod_mg2(1)
GLNSP3,ABAYE_RS06065-MONOMER_mod_mn2(1) OR ABAYE_RS07520-MONOMER_mod_mg2(1)
GLNTRAT,CPLX_ASNTRAT-0
GLNTRS,ABAYE_RS07660-MONOMER
GLU5K,ABAYE_RS05325-MONOMER_mod_mg2(1)
GLUCYS,ABAYE_RS01115-MONOMER_mod_mg2(1)
GLUDy,ABAYE_RS02275-MONOMER OR ABAYE_RS13810-MONOMER
GLUN,ABAYE_RS14125-MONOMER OR ABAYE_RS11115-MONOMER
GLUPRT,ABAYE_RS06820-MONOMER_mod_mg2(1)
GLUR,ABAYE_RS00965-MONOMER OR ABAYE_RS16885-MONOMER
GLUSx_copy1,CPLX_GLUSy-0_mod_fe2(1)_mod_fad(1)
GLUSx_copy2,CPLX_GLUSy-0_mod_fe2(1)_mod_fad(1)
GLUSy,CPLX_GLUSy-0_mod_fe2(1)_mod_fad(1)
GLUTRR,ABAYE_RS14820-MONOMER
GLUTRS,ABAYE_RS01925-MONOMER_mod_mg2(1)_mod_zn2(1)
GLUabc,CPLX1SOZ-41
GLUt4,ABAYE_RS06975-MONOMER OR ABAYE_RS11110-MONOMER
GLYALDDr,ABAYE_RS05595-MONOMER OR ABAYE_RS07685-MONOMER_mod_mg2(1) OR ABAYE_RS11785-MONOMER OR ABAYE_RS14150-MONOMER
GLYBabc,ABAYE_RS15395-MONOMER
GLYCK,ABAYE_RS04775-MONOMER
GLYK,ABAYE_RS04620-MONOMER_mod_mg2(1) OR ABAYE_RS04620-MONOMER_mod_mn2(1)
GLYO1,ABAYE_RS14485-MONOMER
GLYOX,ABAYE_RS07230-MONOMER_mod_zn2(1) OR ABAYE_RS09945-MONOMER
GLYTRS,CPLX1SOZ-17
GMNA,ABAYE_RS14125-MONOMER OR ABAYE_RS11115-MONOMER
GMPS2,ABAYE_RS07665-MONOMER OR ABAYE_RS18570-MONOMER_mod_mg2(1)
GNK,ABAYE_RS16310-MONOMER
GPDDA1,ABAYE_RS03565-MONOMER_mod_mg2(1) OR ABAYE_RS04670-MONOMER_mod_ca2(1)
GPDDA2,ABAYE_RS03565-MONOMER_mod_mg2(1) OR ABAYE_RS04670-MONOMER_mod_ca2(1)
GRTT,ABAYE_RS04165-MONOMER_mod_mg2(1) OR ABAYE_RS04165-MONOMER_mod_mn2(1)
GTHPi,ABAYE_RS11095-MONOMER OR ABAYE_RS18440-MONOMER
GTHRDH_syn,ABAYE_RS14460-MONOMER
GTHS,ABAYE_RS01270-MONOMER_mod_mg2(1)
GTPCI,ABAYE_RS06005-MONOMER_mod_zn2(1)
GTPCII,ABAYE_RS01020-MONOMER OR ABAYE_RS02415-MONOMER_mod_mg2(1)
GTPDPK,ABAYE_RS15865-MONOMER
GUAD,ABAYE_RS12080-MONOMER OR ABAYE_RS19255-MONOMER_mod_zn2(1)
HACD1,ABAYE_RS07455-MONOMER OR ABAYE_RS12385-MONOMER OR ABAYE_RS17245-MONOMER
HACD9,ABAYE_RS07455-MONOMER OR ABAYE_RS12385-MONOMER OR ABAYE_RS17245-MONOMER
HACDH,ABAYE_RS07455-MONOMER OR ABAYE_RS12385-MONOMER OR ABAYE_RS17245-MONOMER
