Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
CPLX_ATPS4rpp-0	Inner_Membrane	YPO4127()	Inner_Membrane	p
CPLX_ATPS4rpp-1	Inner_Membrane	YPO4127()	Inner_Membrane	p
YPO4126-MONOMER	Inner_Membrane	YPO4126()	Inner_Membrane	r
CPLX_ATPS4rpp-0	Inner_Membrane	YPO4126()	Inner_Membrane	r
CPLX_ATPS4rpp-1	Inner_Membrane	YPO4126()	Inner_Membrane	r
YPO0104-MONOMER	Inner_Membrane	YPO0104()	Inner_Membrane	r
YPO1324-MONOMER	Inner_Membrane	YPO1324()	Inner_Membrane	r
YPO1168-MONOMER	Inner_Membrane	YPO1168()	Inner_Membrane	r
YPO2675-MONOMER	Inner_Membrane	YPO2675()	Inner_Membrane	r
YPO3806-MONOMER	Inner_Membrane	YPO3806()	Inner_Membrane	p
CPLX_ILEabcpp-0	Inner_Membrane	YPO3806()	Inner_Membrane	p
CPLX_LEUabcpp-0	Inner_Membrane	YPO3806()	Inner_Membrane	p
YPO3807-MONOMER	Inner_Membrane	YPO3807()	Inner_Membrane	r
CPLX_ILEabcpp-0	Inner_Membrane	YPO3807()	Inner_Membrane	r
CPLX_LEUabcpp-0	Inner_Membrane	YPO3807()	Inner_Membrane	r
YPO3967-MONOMER	Inner_Membrane	YPO3967()	Inner_Membrane	r
YPO2141-MONOMER	Inner_Membrane	YPO2141()	Inner_Membrane	r
CPLX_DSBAO1-0	Inner_Membrane	YPO2141()	Inner_Membrane	r
YPO3865-MONOMER	Inner_Membrane	YPO3865()	Inner_Membrane	r
CPLX_ECAP1pp-0	Inner_Membrane	YPO3865()	Inner_Membrane	r
YPO3856-MONOMER	Inner_Membrane	YPO3856()	Inner_Membrane	r
CPLX_ECAP1pp-0	Inner_Membrane	YPO3856()	Inner_Membrane	r
YPO2752-MONOMER	Periplasm	YPO2752()	Periplasm	s
YPO3576-MONOMER	Inner_Membrane	YPO3576()	Inner_Membrane	r
YPO2063-MONOMER	Inner_Membrane	YPO2063()	Inner_Membrane	y
YPO1867-MONOMER	Inner_Membrane	YPO1867()	Inner_Membrane	r
YPO3016-MONOMER	Inner_Membrane	YPO3016()	Inner_Membrane	r
YPO2417-MONOMER	Inner_Membrane	YPO2417()	Inner_Membrane	r
YPO1309-MONOMER	Inner_Membrane	YPO1309()	Inner_Membrane	r
YPO2255-MONOMER	Inner_Membrane	YPO2255()	Periplasm	s
CPLX_ARBabcpp-0	Inner_Membrane	YPO2255()	Periplasm	s
YPO2257-MONOMER	Inner_Membrane	YPO2257()	Inner_Membrane	r
CPLX_ARBabcpp-0	Inner_Membrane	YPO2257()	Inner_Membrane	r
YPO0159-MONOMER	Inner_Membrane	YPO0159()	Inner_Membrane	r
YPO0956-MONOMER	Outer_Membrane	YPO0956()	Outer_Membrane	sb
YPO1200-MONOMER	Inner_Membrane	YPO1200()	Inner_Membrane	r
YPO1958-MONOMER	Inner_Membrane	YPO1958()	Inner_Membrane	r
YPO2512-MONOMER	Inner_Membrane	YPO2512()	Periplasm	s
CPLX_GLNabcpp-0	Inner_Membrane	YPO2512()	Periplasm	s
YPO2513-MONOMER	Inner_Membrane	YPO2513()	Inner_Membrane	r
CPLX_GLNabcpp-0	Inner_Membrane	YPO2513()	Inner_Membrane	r
YPO2957-MONOMER	Outer_Membrane	YPO2957()	Outer_Membrane	pla
YPO2421-MONOMER	Inner_Membrane	YPO2421()	Inner_Membrane	r
YPO3481-MONOMER	Outer_Membrane	YPO3481()	Outer_Membrane	pla
YPO0334-MONOMER	Inner_Membrane	YPO0334()	Inner_Membrane	r
YPO2142-MONOMER	Inner_Membrane	YPO2142()	Inner_Membrane	r
YPO3832-MONOMER	Inner_Membrane	YPO3832()	Inner_Membrane	r
YPO2692-MONOMER	Inner_Membrane	YPO2692()	Inner_Membrane	r
CPLX_Kabcpp-0	Inner_Membrane	YPO2692()	Inner_Membrane	r
YPO2691-MONOMER	Inner_Membrane	YPO2691()	Inner_Membrane	r
CPLX_Kabcpp-0	Inner_Membrane	YPO2691()	Inner_Membrane	r
YPO3391-MONOMER	Inner_Membrane	YPO3391()	Periplasm	t
CPLX_FE3DCITabcpp-0	Inner_Membrane	YPO3391()	Periplasm	t
YPO3390-MONOMER	Inner_Membrane	YPO3390()	Inner_Membrane	r
CPLX_FE3DCITabcpp-0	Inner_Membrane	YPO3390()	Inner_Membrane	r
YPO2774-MONOMER	Inner_Membrane	YPO2774()	Periplasm	s
CPLX_HISabcpp-0	Inner_Membrane	YPO2774()	Periplasm	s
YPO4117-MONOMER	Inner_Membrane	YPO4117()	Periplasm	s
CPLX_PIuabcpp-0	Inner_Membrane	YPO4117()	Periplasm	s
YPO4115-MONOMER	Inner_Membrane	YPO4115()	Inner_Membrane	r
CPLX_PIuabcpp-0	Inner_Membrane	YPO4115()	Inner_Membrane	r
YPO4116-MONOMER	Inner_Membrane	YPO4116()	Inner_Membrane	r
CPLX_PIuabcpp-0	Inner_Membrane	YPO4116()	Inner_Membrane	r
YPO0145-MONOMER	Inner_Membrane	YPO0145()	Inner_Membrane	s
YPO1537-MONOMER	Outer_Membrane	YPO1537()	Outer_Membrane	sb
YPO3626-MONOMER	Inner_Membrane	YPO3626()	Inner_Membrane	r
CPLX_BUTSO3abcpp-0	Inner_Membrane	YPO3626()	Inner_Membrane	r
YPO3624-MONOMER	Inner_Membrane	YPO3624()	Periplasm	s
CPLX_BUTSO3abcpp-0	Inner_Membrane	YPO3624()	Periplasm	s
YPO1744-MONOMER	Outer_Membrane	YPO1744()	Outer_Membrane	sb
YPO3954-MONOMER	Inner_Membrane	YPO3954()	Inner_Membrane	r
YPO3834-MONOMER	Outer_Membrane	YPO3834()	Outer_Membrane	sb
YPO3992-MONOMER	Inner_Membrane	YPO3992()	Inner_Membrane	r
YPO1608-MONOMER	Inner_Membrane	YPO1608()	Inner_Membrane	r
CPLX_GLCptspp-0	Inner_Membrane	YPO1608()	Inner_Membrane	r
YPO1135-MONOMER	Periplasm	YPO1135()	Periplasm	s
YPO1384-MONOMER	Inner_Membrane	YPO1384()	Inner_Membrane	r
YPO3697-MONOMER	Inner_Membrane	YPO3697()	Inner_Membrane	r
CPLX_TREptspp-0	Inner_Membrane	YPO3697()	Inner_Membrane	r
YPO2604-MONOMER	Inner_Membrane	YPO2604()	Inner_Membrane	r
YPO3795-MONOMER	Inner_Membrane	YPO3795()	Inner_Membrane	r
CPLX_GLYC3Pabcpp-0	Inner_Membrane	YPO3795()	Inner_Membrane	r
YPO3796-MONOMER	Inner_Membrane	YPO3796()	Periplasm	s
CPLX_GLYC3Pabcpp-0	Inner_Membrane	YPO3796()	Periplasm	s
YPO3794-MONOMER	Inner_Membrane	YPO3794()	Inner_Membrane	r
CPLX_GLYC3Pabcpp-0	Inner_Membrane	YPO3794()	Inner_Membrane	r
YPO1579-MONOMER	Inner_Membrane	YPO1579()	Periplasm	s
YPO1577-MONOMER	Inner_Membrane	YPO1577()	Inner_Membrane	r
YPO2983-MONOMER	Inner_Membrane	YPO2983()	Inner_Membrane	r
YPO2646-MONOMER	Inner_Membrane	YPO2646()	Inner_Membrane	p
CPLX_CRNabcpp-0	Inner_Membrane	YPO2646()	Inner_Membrane	p
YPO2645-MONOMER	Inner_Membrane	YPO2645()	Periplasm	s
CPLX_CRNabcpp-0	Inner_Membrane	YPO2645()	Periplasm	s
YPO2438-MONOMER	Outer_Membrane	YPO2438()	Outer_Membrane	pla
YPO0891-MONOMER	Periplasm	YPO0891()	Periplasm	s
CPLX_TDSR1-0	Periplasm	YPO0891()	Periplasm	s
YPO2302-MONOMER	Inner_Membrane	YPO2302()	Inner_Membrane	r
CPLX_NADTRHD-0	Inner_Membrane	YPO2302()	Inner_Membrane	r
YPO2303-MONOMER	Inner_Membrane	YPO2303()	Inner_Membrane	r
CPLX_NADTRHD-0	Inner_Membrane	YPO2303()	Inner_Membrane	r
YPO2494-MONOMER	Inner_Membrane	YPO2494()	Inner_Membrane	r
YPO1334-MONOMER	Inner_Membrane	YPO1334()	Inner_Membrane	p
CPLX_PTRCabcpp-0	Inner_Membrane	YPO1334()	Inner_Membrane	p
YPO1333-MONOMER	Inner_Membrane	YPO1333()	Inner_Membrane	r
CPLX_PTRCabcpp-0	Inner_Membrane	YPO1333()	Inner_Membrane	r
YPO1331-MONOMER	Inner_Membrane	YPO1331()	Periplasm	s
CPLX_PTRCabcpp-0	Inner_Membrane	YPO1331()	Periplasm	s
YPO4037-MONOMER	Inner_Membrane	YPO4037()	Periplasm	s
CPLX_XYLabcpp-0	Inner_Membrane	YPO4037()	Periplasm	s
YPO4035-MONOMER	Inner_Membrane	YPO4035()	Inner_Membrane	r
CPLX_XYLabcpp-0	Inner_Membrane	YPO4035()	Inner_Membrane	r
YPO0358-MONOMER	Inner_Membrane	YPO0358()	Inner_Membrane	r
CPLX_FRD2-0	Inner_Membrane	YPO0358()	Inner_Membrane	r
YPO0357-MONOMER	Inner_Membrane	YPO0357()	Inner_Membrane	r
CPLX_FRD2-0	Inner_Membrane	YPO0357()	Inner_Membrane	r
YPO3375-MONOMER	Periplasm	YPO3375()	Periplasm	s
YPO4048-MONOMER	Inner_Membrane	YPO4048()	Inner_Membrane	p
YPO2223-MONOMER	Inner_Membrane	YPO2223()	Inner_Membrane	r
YPO3036-MONOMER	Inner_Membrane	YPO3036()	Inner_Membrane	r
CPLX_NO3R1bpp-0	Inner_Membrane	YPO3036()	Inner_Membrane	r
YPO3037-MONOMER	Inner_Membrane	YPO3037()	Periplasm	s
CPLX_NO3R1bpp-0	Inner_Membrane	YPO3037()	Periplasm	s
YPO3038-MONOMER	Inner_Membrane	YPO3038()	Periplasm	t
CPLX_NO3R1bpp-0	Inner_Membrane	YPO3038()	Periplasm	t
YPO3385-MONOMER	Inner_Membrane	YPO3385()	Periplasm	s
CPLX_ADOCBLabcpp-0	Inner_Membrane	YPO3385()	Periplasm	s
YPO2425-MONOMER	Inner_Membrane	YPO2425()	Inner_Membrane	r
CPLX_ADOCBLabcpp-0	Inner_Membrane	YPO2425()	Inner_Membrane	r
YPO3827-MONOMER	Periplasm	YPO3827()	Periplasm	s
YPO0035-MONOMER	Inner_Membrane	YPO0035()	Inner_Membrane	r
YPO1176-MONOMER	Periplasm	YPO1176()	Periplasm	s
YPO3409-MONOMER	Periplasm	YPO3409()	Periplasm	t
YPO3808-MONOMER	Inner_Membrane	YPO3808()	Periplasm	s
CPLX_ILEabcpp-0	Inner_Membrane	YPO3808()	Periplasm	s
YPO0181-MONOMER	Inner_Membrane	YPO0181()	Inner_Membrane	r
YPO0470-MONOMER	Inner_Membrane	YPO0470()	Inner_Membrane	r
YPO1300-MONOMER	Inner_Membrane	YPO1300()	Inner_Membrane	r
CPLX_FRUptspp-0	Inner_Membrane	YPO1300()	Inner_Membrane	r
YPO2059-MONOMER	Inner_Membrane	YPO2059()	Inner_Membrane	r
CPLX_ZNabcpp-0	Inner_Membrane	YPO2059()	Inner_Membrane	r
YPO2061-MONOMER	Inner_Membrane	YPO2061()	Periplasm	s
CPLX_ZNabcpp-0	Inner_Membrane	YPO2061()	Periplasm	s
YPO3530-MONOMER	Periplasm	YPO3530()	Periplasm	s
YPO1023-MONOMER	Periplasm	YPO1023()	Periplasm	t
YPO1757-MONOMER	Inner_Membrane	YPO1757()	Inner_Membrane	r
CPLX_GAMptspp-0	Inner_Membrane	YPO1757()	Inner_Membrane	r
YPO1756-MONOMER	Inner_Membrane	YPO1756()	Inner_Membrane	r
CPLX_GAMptspp-0	Inner_Membrane	YPO1756()	Inner_Membrane	r
YPO2735-MONOMER	Inner_Membrane	YPO2735()	Inner_Membrane	r
CPLX_PHEMEabcpp-0	Inner_Membrane	YPO2735()	Inner_Membrane	r
YPO2738-MONOMER	Inner_Membrane	YPO2738()	Periplasm	s
YPO2737-MONOMER	Inner_Membrane	YPO2737()	Inner_Membrane	r
YPO2736-MONOMER	Inner_Membrane	YPO2736()	Inner_Membrane	p
CPLX_PHEMEabcpp-0	Inner_Membrane	YPO2736()	Inner_Membrane	p
YPO3393-MONOMER	Inner_Membrane	YPO3393()	Inner_Membrane	s
YPO2616-MONOMER	Inner_Membrane	YPO2616()	Inner_Membrane	r
CPLX_ALPATE160pp-0	Inner_Membrane	YPO2616()	Inner_Membrane	r
YPO1435-MONOMER	Outer_Membrane	YPO1435()	Outer_Membrane	sb
YPO2298-MONOMER	Periplasm	YPO2298()	Periplasm	s
YPO2270-MONOMER	Inner_Membrane	YPO2270()	Inner_Membrane	r
YPO1350-MONOMER	Inner_Membrane	YPO1350()	Inner_Membrane	p
CPLX_ARGabcpp-1	Inner_Membrane	YPO1350()	Inner_Membrane	p
YPO1351-MONOMER	Inner_Membrane	YPO1351()	Periplasm	s
CPLX_ARGabcpp-1	Inner_Membrane	YPO1351()	Periplasm	s
YPO1349-MONOMER	Inner_Membrane	YPO1349()	Inner_Membrane	p
CPLX_ARGabcpp-1	Inner_Membrane	YPO1349()	Inner_Membrane	p
YPO1395-MONOMER	Inner_Membrane	YPO1395()	Inner_Membrane	r
YPO2615-MONOMER	Inner_Membrane	YPO2615()	Periplasm	s
CPLX_ASPabcpp-0	Inner_Membrane	YPO2615()	Periplasm	s
YPO2614-MONOMER	Inner_Membrane	YPO2614()	Inner_Membrane	r
CPLX_ASPabcpp-0	Inner_Membrane	YPO2614()	Inner_Membrane	r
YPO2613-MONOMER	Inner_Membrane	YPO2613()	Inner_Membrane	r
CPLX_ASPabcpp-0	Inner_Membrane	YPO2613()	Inner_Membrane	r
YPO2601-MONOMER	Inner_Membrane	YPO2601()	Inner_Membrane	r
YPO4001-MONOMER	Inner_Membrane	YPO4001()	Inner_Membrane	r
CPLX_ALAALAabcpp-0	Inner_Membrane	YPO4001()	Inner_Membrane	r
YPO4003-MONOMER	Inner_Membrane	YPO4003()	Periplasm	s
CPLX_ALAALAabcpp-0	Inner_Membrane	YPO4003()	Periplasm	s
YPO1276-MONOMER	Inner_Membrane	YPO1276()	Inner_Membrane	r
YPO1199-MONOMER	Inner_Membrane	YPO1199()	Inner_Membrane	r
CPLX_GLYBabcpp-0	Inner_Membrane	YPO1199()	Inner_Membrane	r
YPO1197-MONOMER	Inner_Membrane	YPO1197()	Inner_Membrane	r
YPO2184-MONOMER	Inner_Membrane	YPO2184()	Inner_Membrane	r
YPO2183-MONOMER	Inner_Membrane	YPO2183()	Inner_Membrane	r
YPO2182-MONOMER	Inner_Membrane	YPO2182()	Periplasm	s
YPO2306-MONOMER	Inner_Membrane	YPO2306()	Inner_Membrane	r
YPO0521-MONOMER	Inner_Membrane	YPO0521()	Inner_Membrane	r
CPLX_THMabcpp-0	Inner_Membrane	YPO0521()	Inner_Membrane	r
YPO0522-MONOMER	Inner_Membrane	YPO0522()	Inner_Membrane	r
CPLX_THMabcpp-0	Inner_Membrane	YPO0522()	Inner_Membrane	r
YPO2339-MONOMER	Inner_Membrane	YPO2339()	Periplasm	s
YPO4107-MONOMER	Inner_Membrane	YPO4107()	Inner_Membrane	r
YPO3133-MONOMER	Outer_Membrane	YPO3133()	Inner_Membrane	r
YPO2418-MONOMER	Inner_Membrane	YPO2418()	Inner_Membrane	r
YPO0701-MONOMER	Inner_Membrane	YPO0701()	Periplasm	s
YPO1535-MONOMER	Inner_Membrane	YPO1535()	Inner_Membrane	r
YPO0918-MONOMER	Inner_Membrane	YPO0918()	Inner_Membrane	r
YPO1320-MONOMER	Inner_Membrane	YPO1320()	Inner_Membrane	r
YPO3244-MONOMER	Inner_Membrane	YPO3244()	Inner_Membrane	r
YPO3080-MONOMER	Periplasm	YPO3080()	Periplasm	s
YPO1321-MONOMER	Inner_Membrane	YPO1321()	Inner_Membrane	r
YPO3657-MONOMER	Inner_Membrane	YPO3657()	Inner_Membrane	r
YPO4013-MONOMER	Inner_Membrane	YPO4013()	Inner_Membrane	r
YPO3347-MONOMER	Inner_Membrane	YPO3347()	Inner_Membrane	r
YPO1205-MONOMER	Outer_Membrane	YPO1205()	Outer_Membrane	sb
YPO3162-MONOMER	Inner_Membrane	YPO3162()	Inner_Membrane	p
YPO3323-MONOMER	Inner_Membrane	YPO3323()	Inner_Membrane	r
CPLX_DMSOR1-0	Inner_Membrane	YPO3323()	Inner_Membrane	r
YPO3325-MONOMER	Inner_Membrane	YPO3325()	Periplasm	t
CPLX_DMSOR1-0	Inner_Membrane	YPO3325()	Periplasm	t
YPO1222-MONOMER	Outer_Membrane	YPO1222()	Outer_Membrane	sb
YPO3711-MONOMER	Outer_Membrane	YPO3711()	Outer_Membrane	sb
YPO1396-MONOMER	Inner_Membrane	YPO1396()	Inner_Membrane	r
YPO4068-MONOMER	Inner_Membrane	YPO4068()	Inner_Membrane	r
CPLX_MNLptspp-0	Inner_Membrane	YPO4068()	Inner_Membrane	r
YPO1025-MONOMER	Outer_Membrane	YPO1025()	Outer_Membrane	pla
