complex_id,name,genes,mod,replace
CPLX_HISabcpp-0,L-histidine transport via ABC system (periplasm),YPO2774() AND YPO2776() AND YPO2777() AND YPO2775(),,
CPLX_IG3PS-0,Imidazole-glycerol-3-phosphate synthase,YPO1543(1) AND YPO1545(1),,
CPLX_ILEabcpp-0,L-isoleucine transport via ABC system (periplasm),YPO3804() AND YPO3805() AND YPO3807() AND YPO3808() AND YPO3806(),,
CPLX_IPPMIa-0,3-isopropylmalate dehydratase,YPO0530(1) AND YPO0531(1),,
CPLX_Kabcpp-0,Potassium ABC transporter (periplasm),YPO2692() AND YPO2691() AND YPO2690(),,
CPLX_Kt2pp-0,Potassium transport in via proton symport (periplasm),YPO0239() AND YPO3762(),,
CPLX_LEUabcpp-0,L-leucine transport via ABC system (periplasm),YPO3804() AND YPO3805() AND YPO3807() AND YPO3806(),,
CPLX_LPS_YPtetra-0,Tetra-acyl LPS biosynthesis,YPO0056() AND YPO0057() AND YPO0416(),,
CPLX_MCOATA-0,Malonyl-CoA-ACP transacylase,YPO1600() AND YPO1598(),,
CPLX_METSOXR1-0,L-methionine-S-oxide reductase,YPO3525() AND YPO3270(),,
CPLX_METSOXR1-1,L-methionine-S-oxide reductase,YPO3525() AND YPO3868(),,
CPLX_METSOXR2-0,L-methionine-R-sulfoxide reductase,YPO2158() AND YPO3270(),,
CPLX_METSOXR2-1,L-methionine-R-sulfoxide reductase,YPO2158() AND YPO3868(),,
CPLX_METabcpp-0,L-methionine transport via ABC system (periplasm),YPO1072() AND YPO1073(),,
CPLX_MNLptspp-0,Mannitol transport via PEP:Pyr PTS (periplasm),YPO4068() AND YPO2993(),,
CPLX_MOBDabcpp-0,Molybdate transport via ABC system (periplasm),YPO1145() AND YPO1146() AND YPO1147(),,
CPLX_MOBDabcpp-1,Molybdate transport via ABC system (periplasm),YPO3012() AND YPO3014() AND YPO3013() AND YPO3015(),,
CPLX_MOBDabcpp-2,Molybdate transport via ABC system (periplasm),YPO3012() AND YPO3014() AND YPO3013(),,
CPLX_NADH16pp-0,NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm),YPO2543() AND YPO2544() AND YPO2545() AND YPO2546() AND YPO2547() AND YPO2548() AND YPO2549() AND YPO2550() AND YPO2551() AND YPO2552() AND YPO2553() AND YPO2554() AND YPO2555(),,
CPLX_NADTRHD-0,NAD transhydrogenase,YPO2302() AND YPO2303(),,
CPLX_NO3R1bpp-0,Nitrate reductase (Ubiquinol-8),YPO3037() AND YPO3038() AND YPO3036(),,
CPLX_NTRIR2x-0,Nitrite Reductase (NADH),YPO0161() AND YPO0160(),,
CPLX_PDH-0,Pyruvate dehydrogenase,YPO3419() AND YPO3418() AND YPO3417(),,
CPLX_PDX5PS-0,Pyridoxine 5'-phosphate synthase,YPO0493() AND YPO2930(),,
CPLX_PFL-0,Pyruvate formate lyase,YPO1383() AND YPO1381(),,
CPLX_PHEMEabcpp-0,Protoheme transport via ABC system (periplasm),YPO2734() AND YPO2735() AND YPO2736(),,
CPLX_PIuabcpp-0,"Phosphate transport via ABC system (uptake, periplasm)",YPO4115() AND YPO4114() AND YPO4116() AND YPO4117(),,
CPLX_PTRCabcpp-0,Putrescine transport via ABC system (periplasm),YPO1331() AND YPO1332() AND YPO1333() AND YPO1334(),,
CPLX_RIBabcpp-0,D-ribose transport via ABC system (periplasm),YPO3906() AND YPO3908() AND YPO3907(),,
CPLX_RIBabcpp-1,D-ribose transport via ABC system (periplasm),YPO3964() AND YPO3318() AND YPO2499() AND YPO0007(),,
CPLX_RNDR4b-0,Ribonucleoside-diphosphate reductase (UDP) (glutaredoxin),YPO0066() AND YPO2649() AND YPO2648(),,
CPLX_RNDR4b-1,Ribonucleoside-diphosphate reductase (UDP) (glutaredoxin),YPO2383() AND YPO2649() AND YPO2648(),,
CPLX_RNDR4b-2,Ribonucleoside-diphosphate reductase (UDP) (glutaredoxin),YPO1327() AND YPO2649() AND YPO2648(),,
CPLX_RNTR1c-0,Ribonucleoside-triphosphate reductase (ATP) (flavodoxin),YPO0893() AND YPO0088() AND YPO3454() AND YPO3455(),,
CPLX_RNTR1c-1,Ribonucleoside-triphosphate reductase (ATP) (flavodoxin),YPO0893() AND YPO3454(),,
CPLX_RNTR1c-2,Ribonucleoside-triphosphate reductase (ATP) (flavodoxin),YPO2635() AND YPO3454(),,
CPLX_RNTR1c-3,Ribonucleoside-triphosphate reductase (ATP) (flavodoxin),YPO2635() AND YPO0088() AND YPO3454() AND YPO3455(),,
CPLX_SADT2-0,Sulfate adenyltransferase,YPO3365() AND YPO3366(),,
CPLX_SUCDi-0,Succinate dehydrogenase (irreversible),YPO1109() AND YPO1110() AND YPO1111() AND YPO1112(),,
CPLX_SUCOAS-0,Succinyl-CoA synthetase (ADP-forming),YPO1115(2) AND YPO1116(2),,
CPLX_TDSR1-0,Thiol:disulfide reductase (DsbC),YPO0891() AND YPO0345(),,
CPLX_TGBPA-0,Tagatose-bisphosphate aldolase,YPO0832() AND YPO0844(),,
CPLX_THIORDXi-0,Hydrogen peroxide reductase (thioredoxin),YPO3064() AND YPO3270(),,
CPLX_THIORDXi-1,Hydrogen peroxide reductase (thioredoxin),YPO3064() AND YPO3868(),,
CPLX_THMabcpp-0,Thiamine transport via ABC system (periplasm),YPO0522() AND YPO0521() AND YPO0520(),,
CPLX_THZPSN-0,Thiazole phosphate synthesis,YPO3172() AND YPO3741() AND YPO3743() AND YPO3742() AND YPO3173(),,
CPLX_TRDR-0,Thioredoxin reductase (NADPH),YPO3868() AND YPO1374() AND YPO1374(),,
CPLX_TREptspp-0,Trehalose transport via PEP:Pyr PTS (periplasm),YPO2995() AND YPO2993() AND YPO3697(),,
CPLX_TRPS1-0,,,pydx5p(1),
CPLX_TRPS1-0,Tryptophan synthase (indoleglycerol phosphate),YPO2203(2) AND YPO2204(2),,
CPLX_UAGAAT-0,UDP-N-acetylglucosamine acyltransferase,YPO1600() AND YPO1056(),,
CPLX_XYLabcpp-0,D-xylose transport via ABC system (periplasm),YPO4037() AND YPO4036() AND YPO4035(),,
CPLX_ZNabcpp-0,Zinc (Zn+2) transport via ABC system (periplasm),YPO2061() AND YPO2059() AND YPO2060(),,
YPO0008-MONOMER,,,k(1) AND mg2(1),
YPO0024-MONOMER,,,mn2(1),
YPO0038-MONOMER,,,mn2(1),
YPO0040-MONOMER,,,mg2(1),
YPO0044-MONOMER,,,mg2(1),
YPO0048-MONOMER,,,fmn(1),
YPO0048-MONOMER,,,mg2(1),
YPO0053-MONOMER,,,mg2(1),
YPO0059-MONOMER,,,pydx5p(1),
YPO0060-MONOMER,,,zn2(1),
YPO0064-MONOMER,,,mn2(1),
YPO0078-MONOMER,,,mg2(1),
YPO0089-MONOMER,,,mn2(1),
YPO0090-MONOMER,,,mn2(1),
YPO0090-MONOMER,,,mg2(1),
YPO0104-MONOMER,,,mg2(1),
YPO0115-MONOMER,,,pydx5p(1),
YPO0138-MONOMER,,,mn2(1),
YPO0138-MONOMER,,,mg2(1),
YPO0138-MONOMER,,,ca2(1),
YPO0151-MONOMER,,,mg2(1),
YPO0151-MONOMER,,,mn2(1),
YPO0151-MONOMER,,,cobalt2(1),
YPO0151-MONOMER,,,fe2(1),
YPO0151-MONOMER,,,k(1),
YPO0151-MONOMER,,,ca2(1),
YPO0152-MONOMER,,,cobalt2(1) AND nad(1),
YPO0156-MONOMER,,,mg2(1) AND cl(1),
YPO0157-MONOMER,,,mg2(1),
YPO0241-MONOMER,,,mg2(1) AND k(1),
YPO0242-MONOMER,,,fe2(1),
YPO0329-MONOMER,,,mn2(1),
YPO0330-MONOMER,,,mg2(1),
YPO0348-MONOMER,,,mn2(1),
YPO0348-MONOMER,,,mg2(1),
YPO0348-MONOMER,,,cobalt2(1),
YPO0367-MONOMER,,,adocbl(1),
YPO0367-MONOMER,,,4fe4s(2),
YPO0372-MONOMER,,,mg2(2),
YPO0378-MONOMER,,,mg2(1),
YPO0439-MONOMER,,,mn2(1),
YPO0460-MONOMER,,,k(1) AND mg2(1),
YPO0469-MONOMER,,,zn2(4),
YPO0475-MONOMER,,,zn2(2),
YPO0477-MONOMER,,,nadph(1) AND nadh(1) AND fad(1) AND cobalt2(1),
YPO0532-MONOMER,,,mg2(1) AND mn2(1),
YPO0553-MONOMER,,,k(1) AND mg2(1),
YPO0556-MONOMER,,,mg2(1),
YPO0579-MONOMER,,,zn2(1),
YPO0783-MONOMER,,,mg2(1),
YPO0796-MONOMER,,,pydx5p(1),
YPO0838-MONOMER,,,zn2(1),
YPO0888-MONOMER,,,mg2(6),
YPO0888-MONOMER,,,lys__L(1),
YPO0926-MONOMER,,,thmpp(1) AND mn2(1) AND mg2(1),
YPO0931-MONOMER,,,na1(4) AND ca2(1),
YPO0931-MONOMER,,,na1(4) AND ni2(1),
YPO0931-MONOMER,,,na1(4) AND cd2(1),
YPO0931-MONOMER,,,na1(4) AND zn2(1),
YPO0931-MONOMER,,,na1(4) AND cobalt2(1),
YPO0931-MONOMER,,,na1(4) AND mn2(1),
YPO0931-MONOMER,,,na1(4) AND mg2(1),
YPO0931-MONOMER,,,LI(4) AND ca2(1),
YPO0931-MONOMER,,,LI(4) AND ni2(1),
YPO0931-MONOMER,,,LI(4) AND cd2(1),
YPO0931-MONOMER,,,LI(4) AND zn2(1),
YPO0931-MONOMER,,,LI(4) AND mn2(1),
YPO0931-MONOMER,,,LI(4) AND cobalt2(1),
YPO0931-MONOMER,,,LI(4) AND mg2(1),
YPO0931-MONOMER,,,cs(4) AND cobalt2(1),
YPO0931-MONOMER,,,cs(4) AND ni2(1),
YPO0931-MONOMER,,,k(4) AND mg2(1),
YPO0931-MONOMER,,,k(4) AND mn2(1),
YPO0931-MONOMER,,,k(4) AND cobalt2(1),
YPO0931-MONOMER,,,k(4) AND zn2(1),
YPO0931-MONOMER,,,k(4) AND cd2(1),
YPO0931-MONOMER,,,k(4) AND ni2(1),
YPO0931-MONOMER,,,k(4) AND ca2(1),
YPO0931-MONOMER,,,nh4(4) AND mg2(1),
YPO0931-MONOMER,,,nh4(4) AND mn2(1),
YPO0931-MONOMER,,,nh4(4) AND cobalt2(1),
YPO0931-MONOMER,,,nh4(4) AND zn2(1),
YPO0931-MONOMER,,,cs(4) AND ca2(1),
YPO0931-MONOMER,,,tl(4) AND cobalt2(1),
YPO0931-MONOMER,,,nh4(4) AND ni2(1),
YPO0931-MONOMER,,,tl(4) AND mn2(1),
YPO0931-MONOMER,,,tl(4) AND zn2(1),
YPO0931-MONOMER,,,tl(4) AND cd2(1),
YPO0931-MONOMER,,,nh4(4) AND cd2(1),
YPO0931-MONOMER,,,tl(4) AND ni2(1),
YPO0931-MONOMER,,,tl(4) AND ca2(1),
YPO0931-MONOMER,,,cs(4) AND mg2(1),
YPO0931-MONOMER,,,cs(4) AND mn2(1),
YPO0931-MONOMER,,,cs(4) AND zn2(1),
YPO0931-MONOMER,,,cs(4) AND cd2(1),
YPO0931-MONOMER,,,nh4(4) AND ca2(1),
YPO0931-MONOMER,,,tl(4) AND mg2(1),
YPO0945-MONOMER,,,mg2(1),
YPO0960-MONOMER,,,pydx5p(1),
YPO1043-MONOMER,,,fe2(2),
YPO1048-MONOMER,,,mg2(1),
YPO1048-MONOMER,,,cobalt2(1),
YPO1048-MONOMER,,,mn2(1),
YPO1049-MONOMER,,,mg2(1),
YPO1050-MONOMER,,,mg2(1) AND k(1),
YPO1106-MONOMER,,,mg2(1),
YPO1127-MONOMER,,,4fe4s(1),
YPO1137-MONOMER,,,mg2(1),
YPO1139-MONOMER,,,nad(1),
YPO1148-MONOMER,,,mg2(1),
YPO1150-MONOMER,,,pydx5p(1),
YPO1151-MONOMER,,,4fe4s(1) AND 2fe2s(1),
YPO1154-MONOMER,,,mg2(1),
YPO1161-MONOMER,,,coo(1),
YPO1161-MONOMER,,,amp(1),
YPO1161-MONOMER,,,cosh(1),
YPO1291-MONOMER,,,mg2(1),
YPO1299-MONOMER,,,mg2(1),
YPO1336-MONOMER,,,4fe4s(1),
YPO1358-MONOMER,,,mg2(1) AND thmpp(1) AND fad(1),
YPO1379-MONOMER,,,mg2(1),
YPO1389-MONOMER,,,pydx5p(1),
YPO1391-MONOMER,,,mg2(1),
YPO1505-MONOMER,,,zn2(1),
YPO1511-MONOMER,,,mn2(1),
YPO1511-MONOMER,,,mg2(1),
YPO1522-MONOMER,,,zn2(2),
YPO1524-MONOMER,,,mg2(1),
YPO1546-MONOMER,,,mg2(1),
YPO1546-MONOMER,,,mn2(1),
YPO1547-MONOMER,,,pydx5p(1),
YPO1548-MONOMER,,,mn2(1),
YPO1570-MONOMER,,,mg2(1),
YPO1600-MONOMER,,,pan4p(1) AND tpalm2e(1),
YPO1600-MONOMER,,,pan4p(1) AND hde(1),
YPO1600-MONOMER,,,pan4p(1) AND 3ocpalm9e(1),
YPO1600-MONOMER,,,pan4p(1),
YPO1600-MONOMER,,,pan4p(1) AND 3hmrs(1),
YPO1600-MONOMER,,,pan4p(1) AND mal(1),
YPO1600-MONOMER,,,pan4p(1) AND 3hcmrs7e(1),
YPO1600-MONOMER,,,pan4p(1) AND 3omrs(1),
YPO1600-MONOMER,,,pan4p(1) AND tmrs2e(1),
YPO1600-MONOMER,,,pan4p(1) AND 3opalm(1),
YPO1600-MONOMER,,,pan4p(1) AND myrs(1),
YPO1600-MONOMER,,,pan4p(1) AND 3hcpalm9e(1),
YPO1600-MONOMER,,,pan4p(1) AND octe(1),
YPO1600-MONOMER,,,pan4p(1) AND 3hpalm(1),
YPO1600-MONOMER,,,pan4p(1) AND t3c11vace(1),
YPO1600-MONOMER,,,pan4p(1) AND 3ocvac11e(1),
YPO1600-MONOMER,,,pan4p(1) AND toctd2e(1),
YPO1600-MONOMER,,,pan4p(1) AND tde(1),
YPO1600-MONOMER,,,pan4p(1) AND 3ooctd(1),
YPO1600-MONOMER,,,pan4p(1) AND 3hcvac11e(1),
YPO1600-MONOMER,,,pan4p(1) AND ocdca(1),
YPO1600-MONOMER,,,pan4p(1) AND 3hocta(1),
YPO1600-MONOMER,,,pan4p(1) AND ac(1),
YPO1600-MONOMER,,,pan4p(1) AND palm(1),
YPO1600-MONOMER,,,pan4p(1) AND 3ocmrs7e(1),
YPO1600-MONOMER,,,pan4p(1) AND t3c9palme(1),
YPO1600-MONOMER,,,pan4p(1) AND 3hddec(1),
YPO1600-MONOMER,,,pan4p(1) AND epme(1),
YPO1600-MONOMER,,,pan4p(1) AND pim(1),
YPO1600-MONOMER,,,pan4p(1) AND hex(1),
YPO1600-MONOMER,,,pan4p(1) AND 3hhex(1),
YPO1600-MONOMER,,,pan4p(1) AND but2e(1),
YPO1600-MONOMER,,,pan4p(1) AND act(1),
YPO1600-MONOMER,,,pan4p(1) AND opme(1),
YPO1600-MONOMER,,,pan4p(1) AND but(1),
YPO1600-MONOMER,,,pan4p(1) AND egme(1),
YPO1600-MONOMER,,,pan4p(1) AND ogme(1),
YPO1600-MONOMER,,,pan4p(1) AND gme(1),
YPO1600-MONOMER,,,pan4p(1) AND hgme(1),
YPO1600-MONOMER,,,pan4p(1) AND thex2e(1),
YPO1600-MONOMER,,,pan4p(1) AND 3ohex(1),
YPO1600-MONOMER,,,pan4p(1) AND 3ha(1),
YPO1600-MONOMER,,,pan4p(1) AND pme(1),
YPO1600-MONOMER,,,pan4p(1) AND t3c7mrse(1),
YPO1600-MONOMER,,,pan4p(1) AND toct2e(1),
YPO1600-MONOMER,,,pan4p(1) AND dca(1),
YPO1600-MONOMER,,,pan4p(1) AND hpme(1),
YPO1600-MONOMER,,,pan4p(1) AND 3hdec(1),
YPO1600-MONOMER,,,pan4p(1) AND t3c5ddece(1),
YPO1600-MONOMER,,,pan4p(1) AND 3ocddec5e(1),
YPO1600-MONOMER,,,pan4p(1) AND tddec2e(1),
YPO1600-MONOMER,,,pan4p(1) AND cddec5e(1),
YPO1600-MONOMER,,,pan4p(1) AND 3oddec(1),
YPO1600-MONOMER,,,pan4p(1) AND 3hcddec5e(1),
YPO1600-MONOMER,,,pan4p(1) AND ddca(1),
YPO1600-MONOMER,,,pan4p(1) AND tdec2e(1),
YPO1600-MONOMER,,,pan4p(1) AND 3odec(1),
YPO1600-MONOMER,,,pan4p(1) AND cdec3e(1),
YPO1600-MONOMER,,,pan4p(1) AND 3ooct(1),
YPO1600-MONOMER,,,pan4p(1) AND oc(1),
YPO1600-MONOMER,,,pan4p(1) AND 3hoct(1),
YPO1605-MONOMER,,,mg2(1),
YPO1617-MONOMER,,,mg2(1) AND cu(1) AND fad(1),
YPO1625-MONOMER,,,mg2(1),
YPO1641-MONOMER,,,mg2(1),
YPO1641-MONOMER,,,mn2(1),
YPO1748-MONOMER,,,zn2(2),
YPO1771-MONOMER,,,4fe4s(1),
YPO1775-MONOMER,,,mg2(1),
YPO1867-MONOMER,,,mg2(1),
YPO1962-MONOMER,,,pydx5p(1),
YPO2013-MONOMER,,,mg2(1) AND pi(1),
YPO2013-MONOMER,,,mn2(1) AND pi(1),
YPO2014-MONOMER,,,mg2(1),
YPO2046-MONOMER,,,mg2(1),
YPO2074-MONOMER,,,mg2(1),
YPO2176-MONOMER,,,mg2(1),
YPO2221-MONOMER,,,4fe4s(1),
YPO2222-MONOMER,,,mg2(1),
YPO2230-MONOMER,,,zn2(1),
YPO2253-MONOMER,,,mn2(1),
YPO2295-MONOMER,,,mn2(1),
YPO2393-MONOMER,,,mg2(1) AND k(1),
YPO2393-MONOMER,,,mn2(1) AND k(1),
YPO2409-MONOMER,,,mg2(1),
YPO2422-MONOMER,,,pydx5p(1),
YPO2433-MONOMER,,,zn2(1),
YPO2496-MONOMER,,,k(1) AND mg2(1),
YPO2525-MONOMER,,,hco3(1),
YPO2527-MONOMER,,,mg2(1) AND mn2(1) AND thmpp(1),
YPO2585-MONOMER,,,mg2(1),
YPO2598-MONOMER,,,4fe4s(2),
YPO2607-MONOMER,,,mg2(1),
YPO2620-MONOMER,,,4fe4s(1),
YPO2623-MONOMER,,,mg2(1),
YPO2635-MONOMER,,,Oxidized(1),
YPO2686-MONOMER,,,mg2(1),
YPO2710-MONOMER,,,fad(1),
YPO2718-MONOMER,,,mg2(2),
YPO2751-MONOMER,,,fadh2(1),
YPO2751-MONOMER,,,fmnh2(1),
YPO2772-MONOMER,,,mg2(1),
YPO2828-MONOMER,,,k(1) AND mg2(1),
YPO2844-MONOMER,,,pydx5p(1),
YPO2870-MONOMER,,,mg2(1),
YPO2878-MONOMER,,,mg2(4),
YPO2879-MONOMER,,,mn2(1),
YPO2882-MONOMER,,,4fe4s(1),
YPO2883-MONOMER,,,mg2(1),
YPO2883-MONOMER,,,mn2(1),
YPO2883-MONOMER,,,ca2(1),
YPO2895-MONOMER,,,2fe2s(1),
YPO2895-MONOMER,,,4fe4s(1),
YPO2895-MONOMER,,,fe2(1),
YPO2895-MONOMER,,,fe2(2),
YPO2896-MONOMER,,,pydx5p(2),
YPO2899-MONOMER,,,mg2(1),
YPO2908-MONOMER,,,fad(1) AND pheme(1),
YPO2912-MONOMER,,,mg2(1),
YPO2912-MONOMER,,,mn2(1),
YPO2921-MONOMER,,,mg2(1),
YPO2923-MONOMER,,,zn2(2),
YPO2929-MONOMER,,,mn2(1),
YPO2929-MONOMER,,,mg2(1),
YPO2984-MONOMER,,,mg2(1) AND zn2(1),
YPO2989-MONOMER,,,mg2(1),
YPO2992-MONOMER,,,pydx5p(2),
YPO3034-MONOMER,,,mn2(1),
YPO3034-MONOMER,,,mg2(1),
YPO3073-MONOMER,,,zn2(1),
YPO3118-MONOMER,,,mg2(1),
YPO3123-MONOMER,,,mn2(1),
YPO3123-MONOMER,,,mg2(1),
YPO3168-MONOMER,,,ca2(1),
YPO3168-MONOMER,,,mg2(1),
YPO3176-MONOMER,,,mn2(1),
YPO3176-MONOMER,,,mg2(1),
YPO3177-MONOMER,,,thmpp(1),
YPO3180-MONOMER,,,mg2(1),
YPO3191-MONOMER,,,zn2(6),
YPO3222-MONOMER,,,mg2(1),
YPO3249-MONOMER,,,mn2(1),
YPO3249-MONOMER,,,2fe2s(1) AND mn2(1),
YPO3249-MONOMER,,,4fe4s(1) AND mn2(1),
YPO3277-MONOMER,,,mg2(1),
YPO3305-MONOMER,,,zn2(4),
YPO3360-MONOMER,,,mn2(1),
YPO3361-MONOMER,,,mg2(1),
YPO3361-MONOMER,,,mn2(1),
YPO3361-MONOMER,,,cobalt2(1),
YPO3364-MONOMER,,,cd2(1),
YPO3364-MONOMER,,,mg2(1),
YPO3364-MONOMER,,,cobalt2(1),
YPO3364-MONOMER,,,mn2(1),
YPO3376-MONOMER,,,mg2(4),
YPO3377-MONOMER,,,mg2(1),
YPO3378-MONOMER,,,mg2(1),
