,query,evalue
B488_RS03105,BSU17330,7.799999999999999e-54
B488_RS03110,BSU00820,1.75e-137
B488_RS03115,BSU00920,8.9e-106
B488_RS03145,BSU37560,0.0
B488_RS03150,BSU21930,5.68e-16
B488_RS03165,BSU15560,1.8e-39
B488_RS03185,BSU25820,4.6899999999999994e-54
B488_RS03195,BSU06610,1.88e-164
B488_RS03225,BSU15750,4e-65
B488_RS03240,BSU04000,5.98e-58
B488_RS03295,BSU00550,3.26e-176
B488_RS03305,BSU15870,8.549999999999999e-136
B488_RS03310,BSU39470,8.2e-122
B488_RS03320,BSU01780,4.11e-134
B488_RS03325,BSU00500,1.4399999999999999e-92
B488_RS03330,BSU25290,2.2300000000000003e-56
B488_RS03335,BSU15930,9.01e-30
B488_RS03340,BSU14410,2.4e-26
B488_RS03345,BSU04620,4.33e-17
B488_RS03350,BSU27600,3.34e-141
B488_RS03365,BSU10340,3.93e-12
B488_RS03370,BSU22490,1.53e-17
B488_RS03380,BSU25450,4.15e-21
B488_RS03415,BSU22450,2.03e-31
B488_RS03425,BSU15230,4.2799999999999995e-48
B488_RS03430,BSU29790,4.07e-52
B488_RS03435,BSU15220,9.19e-38
B488_RS03440,BSU14850,1.69e-39
B488_RS03445,BSU15200,3.58e-56
B488_RS03450,BSU15190,1.5700000000000003e-73
B488_RS03455,BSU04570,1.41e-50
B488_RS03460,BSU15180,6.79e-67
B488_RS03465,BSU15170,6.89e-60
B488_RS03475,BSU15140,2.49e-59
B488_RS03490,BSU22870,1.74e-56
B488_RS03495,BSU17150,5.2999999999999994e-48
B488_RS03550,BSU36870,2.51e-12
B488_RS03575,BSU14610,2e-114
B488_RS03580,BSU19360,1.5800000000000002e-124
B488_RS03585,BSU19370,0.0
B488_RS03590,BSU16100,2.33e-124
B488_RS03595,BSU16090,3.38e-142
B488_RS03600,BSU29120,8.330000000000001e-109
B488_RS03615,BSU28430,6.83e-19
B488_RS03620,BSU28440,3.96e-70
B488_RS03640,BSU22830,1.87e-60
B488_RS03645,BSU05940,7.6e-84
B488_RS03650,BSU28150,8.789999999999999e-67
B488_RS03680,BSU13720,1.4199999999999999e-67
B488_RS03815,BSU30770,3.85e-41
B488_RS03825,BSU00390,6.36e-66
B488_RS03830,BSU00380,5.66e-142
B488_RS03840,BSU00280,2.9399999999999997e-38
B488_RS03860,BSU00790,5.55e-31
B488_RS03865,BSU00780,1.56e-12
B488_RS03870,BSU00770,1.7599999999999998e-61
B488_RS03890,BSU27480,7.23e-21
B488_RS03900,BSU25260,1.44e-98
B488_RS03910,BSU06530,9.56e-147
B488_RS03945,BSU35170,0.0
B488_RS03960,BSU29220,3.44e-122
B488_RS04000,BSU11670,4.67e-11
B488_RS04005,BSU02950,3.88e-57
B488_RS04015,BSU31060,7.84e-102
B488_RS04020,BSU37970,6.5300000000000006e-77
B488_RS04035,BSU01080,0.0
B488_RS04040,BSU01070,0.0
B488_RS04045,BSU01050,1.0300000000000001e-22
B488_RS04050,BSU01040,3.58e-16
B488_RS04055,BSU01030,4.6500000000000005e-73
B488_RS04060,BSU01020,2.76e-46
B488_RS04065,BSU01010,7.7e-48
B488_RS04085,BSU01130,0.0
B488_RS04095,BSU27500,1.34e-80
B488_RS04100,BSU23070,1.4e-142
B488_RS04110,BSU29720,4.84e-16
B488_RS04120,BSU14670,9.99e-38
B488_RS04130,BSU06420,7.61e-60
B488_RS04135,BSU06430,1.79e-76
B488_RS04160,BSU11160,7.78e-25
B488_RS04165,BSU32690,1.67e-142
B488_RS04175,BSU32710,4.8299999999999997e-82
B488_RS04180,BSU32670,5.84e-134
B488_RS04185,BSU27510,2.72e-56
B488_RS04210,BSU30810,5.39e-21
B488_RS04220,BSU07230,3.02e-12
B488_RS04225,BSU27440,1.67e-19
B488_RS04235,BSU27460,2.18e-32
B488_RS04240,BSU27430,3.96e-108
B488_RS04355,BSU24350,7.150000000000001e-21
B488_RS04360,BSU24340,0.0
B488_RS04370,BSU22790,2.83e-28
B488_RS04375,BSU28200,0.0
B488_RS04380,BSU28220,0.0
B488_RS04385,BSU34540,2.3399999999999997e-81
B488_RS04390,BSU01490,1.96e-49
B488_RS04395,BSU01500,9.17e-39
B488_RS04425,BSU29100,2.7399999999999997e-40
B488_RS04440,BSU27710,2.61e-128
B488_RS04445,BSU27720,2.01e-86
B488_RS04460,BSU38280,6.64e-11
B488_RS04470,BSU29090,5.11e-120
B488_RS04500,BSU16390,1.11e-114
B488_RS04505,BSU16360,1.27e-18
B488_RS04510,BSU16280,3.37e-13
B488_RS04575,BSU37170,2.58e-17
B488_RS04580,BSU15490,1.9e-64
B488_RS04585,BSU15500,2.86e-71
B488_RS04590,BSU18070,4.91e-28
B488_RS04595,BSU16110,2.6e-38
B488_RS04600,BSU37110,2.2e-13
B488_RS04605,BSU26670,6.15e-19
B488_RS04610,BSU34790,8.39e-71
B488_RS04620,BSU37330,1.1000000000000001e-125
B488_RS04630,BSU32160,1.2399999999999999e-23
B488_RS04635,BSU40880,4.44e-27
B488_RS04645,BSU28090,0.0
B488_RS04680,BSU18430,7.25e-33
B488_RS04705,BSU06690,1.67e-132
B488_RS04710,BSU06680,3.34e-148
B488_RS04715,BSU06670,6.66e-15
B488_RS04720,BSU29410,3.47e-44
B488_RS04725,BSU27390,1.01e-30
B488_RS04740,BSU01540,1.44e-61
B488_RS04795,BSU27560,1.8200000000000001e-31
B488_RS04805,BSU34920,1.73e-13
B488_RS04810,BSU34910,1.26e-132
B488_RS04815,BSU36760,1.3900000000000002e-117
B488_RS04830,BSU27650,1.2e-100
B488_RS04835,BSU09850,3.4e-14
B488_RS04840,BSU37840,3.97e-63
B488_RS04845,BSU37820,1.14e-53
B488_RS04850,BSU37830,2.78e-94
B488_RS04865,BSU34330,2.18e-15
B488_RS04870,BSU08690,6.12e-107
B488_RS04885,BSU13110,1.1500000000000001e-80
B488_RS04890,BSU15680,2.19e-48
B488_RS04895,BSU27370,4.6599999999999997e-38
B488_RS04900,BSU11340,6.83e-129
B488_RS04905,BSU15920,1.88e-22
B488_RS04910,BSU15910,1.53e-64
B488_RS04915,BSU15900,3.93e-86
B488_RS04925,BSU30760,2.3400000000000002e-64
B488_RS04930,BSU30740,6.37e-28
B488_RS04955,BSU14770,0.0
B488_RS04960,BSU29450,3.08e-114
B488_RS04965,BSU21690,5.75e-38
B488_RS04975,BSU28230,8.8e-28
B488_RS05010,BSU02550,1.26e-40
B488_RS05040,BSU00090,0.0
B488_RS05060,BSU34860,6.81e-24
B488_RS05065,BSU22780,9.469999999999999e-54
B488_RS05070,BSU30680,6.36e-18
B488_RS05085,BSU16750,3.05e-90
B488_RS05105,BSU29640,4.08e-44
B488_RS05110,BSU18280,9.01e-107
B488_RS05120,BSU32750,4.0699999999999997e-98
B488_RS05125,BSU32740,1.92e-39
B488_RS05130,BSU32730,4.08e-40
B488_RS05175,BSU28630,3.9200000000000003e-109
B488_RS05180,BSU28640,2.7000000000000003e-99
B488_RS05185,BSU28850,2.37e-33
B488_RS05195,BSU28870,1.12e-48
B488_RS05200,BSU25510,0.0
B488_RS05225,BSU06500,2.73e-112
B488_RS05230,BSU06510,1.18e-39
B488_RS05245,BSU02980,1.0800000000000001e-85
B488_RS05250,BSU02990,1.24e-64
B488_RS05255,BSU03000,2.2e-15
B488_RS05265,BSU05470,3.23e-20
B488_RS05270,BSU13750,8.86e-36
B488_RS05275,BSU24320,4.25e-19
B488_RS05280,BSU23250,6.01e-17
B488_RS05285,BSU23270,1.5600000000000002e-37
B488_RS05290,BSU23280,6.8499999999999995e-68
B488_RS05295,BSU36900,6.070000000000001e-163
B488_RS05315,BSU28130,1.59e-91
B488_RS05325,BSU29140,2.36e-65
B488_RS05335,BSU17850,8.790000000000001e-35
B488_RS05340,BSU29750,1.31e-18
B488_RS05345,BSU33900,0.0
B488_RS05355,BSU08060,5.11e-80
B488_RS05360,BSU24040,2.45e-84
B488_RS05370,BSU24060,3.1e-119
B488_RS05375,BSU32330,4.53e-95
B488_RS05405,BSU00130,2.31e-126
B488_RS05435,BSU02270,1.21e-21
B488_RS05445,BSU35260,1.4799999999999999e-55
B488_RS05470,BSU22610,1.84e-44
B488_RS05475,BSU22620,7.47e-67
B488_RS05485,BSU17090,2.85e-16
B488_RS05510,BSU22700,1.1700000000000001e-65
B488_RS05515,BSU03150,9.31e-25
B488_RS05520,BSU23510,4.29e-59
B488_RS05525,BSU29200,2.85e-101
B488_RS05575,BSU31150,2.44e-46
B488_RS05590,BSU08830,1.7899999999999998e-52
B488_RS05605,BSU28490,4.68e-96
B488_RS05610,BSU16920,4.14e-25
B488_RS05620,BSU22370,9.74e-113
B488_RS05625,BSU11190,6.6500000000000005e-22
B488_RS05640,BSU00960,1.61e-28
B488_RS05645,BSU17430,2.72e-71
B488_RS05665,BSU30220,1.53e-76
B488_RS05670,BSU24460,2.3999999999999997e-23
B488_RS05695,BSU15460,2.91e-81
B488_RS05710,BSU40420,2.8000000000000003e-133
B488_RS05725,BSU36810,0.0
B488_RS05730,BSU36820,5.0999999999999995e-53
B488_RS05735,BSU36830,0.0
B488_RS05745,BSU15710,4.4200000000000006e-132
B488_RS05760,BSU09380,2.37e-17
B488_RS05775,BSU15700,5.01e-78
B488_RS05785,BSU22750,5.1999999999999996e-46
B488_RS05790,BSU29080,1.31e-58
B488_RS05800,BSU00010,1.54e-98
B488_RS05805,BSU25500,1.12e-69
B488_RS05810,BSU28360,7.84e-42
B488_RS05815,BSU28370,5.41e-87
B488_RS05820,BSU25490,3.7399999999999997e-42
B488_RS05830,BSU15740,8.25e-33
B488_RS05850,BSU10110,1.2299999999999998e-89
B488_RS05855,BSU25470,0.0
B488_RS05860,BSU25460,3.2400000000000003e-97
B488_RS05870,BSU27960,9.67e-25
B488_RS05875,BSU27940,3.85e-25
B488_RS05880,BSU27920,1.66e-83
B488_RS05885,BSU18470,7.140000000000001e-72
B488_RS05890,BSU13130,5.519999999999999e-119
B488_RS05895,BSU25640,7.27e-19
B488_RS05925,BSU33930,1.13e-108
B488_RS05930,BSU33940,1.48e-118
B488_RS05935,BSU17890,0.0
B488_RS05950,BSU24890,1.69e-11
B488_RS05955,BSU16970,2.68e-77
B488_RS05960,BSU27820,6.55e-63
B488_RS05965,BSU14230,5.26e-15
B488_RS05975,BSU21680,7.490000000000001e-32
B488_RS05990,BSU12100,1.54e-21
B488_RS06010,BSU06520,4.3500000000000006e-167
B488_RS06025,BSU00510,4.8599999999999995e-104
B488_RS06040,BSU15370,1.1799999999999999e-30
B488_RS06050,BSU34990,1.21e-17
B488_RS06060,BSU18480,8.52e-38
B488_RS06080,BSU33000,1.5099999999999998e-45
B488_RS06120,BSU26720,9.31e-22
B488_RS06125,BSU25480,3.73e-29
B488_RS06135,BSU24950,5.6199999999999995e-106
B488_RS06140,BSU24970,5.6999999999999995e-28
B488_RS06145,BSU24980,2e-40
B488_RS06170,BSU32170,5.4e-41
B488_RS06175,BSU15980,4.47e-137
B488_RS06180,BSU15990,2.19e-20
B488_RS06190,BSU16030,2.36e-62
B488_RS06195,BSU16040,4.34e-39
B488_RS06200,BSU23860,1.33e-152
B488_RS06220,BSU10750,6e-30
B488_RS06225,BSU31350,5.08e-22
B488_RS06340,BSU29530,1.75e-41
B488_RS06350,BSU28650,1.8899999999999998e-34
B488_RS06360,BSU22630,1.02e-44
B488_RS06365,BSU22640,6.52e-144
B488_RS06370,BSU22660,4.97e-33
B488_RS06375,BSU22670,1.38e-57
B488_RS06380,BSU00750,1.8200000000000001e-47
B488_RS06385,BSU22680,9.249999999999999e-67
B488_RS06390,BSU17040,1.34e-156
B488_RS06410,BSU08630,9.58e-68
B488_RS06430,BSU41040,3.22e-19
B488_RS06435,BSU28190,1.33e-32
B488_RS06440,BSU11210,2.58e-48
B488_RS06445,BSU30200,6.08e-68
B488_RS06455,BSU30210,1.0099999999999999e-24
B488_RS06460,BSU30230,2.89e-80
B488_RS06470,BSU13160,1.42e-31
B488_RS06475,BSU01480,3.33e-44
B488_RS06480,BSU15730,4.8399999999999994e-52
B488_RS06485,BSU15720,1.4199999999999999e-25
B488_RS06505,BSU25200,4.97e-113
B488_RS06515,BSU06710,1.97e-56
B488_RS06535,BSU27010,5.1e-14
B488_RS06590,BSU16160,8.799999999999999e-142
B488_RS06595,BSU16150,5.89e-64
B488_RS06600,BSU34900,1.75e-59
B488_RS06605,BSU34890,1.67e-43
B488_RS06610,BSU34880,1.4400000000000001e-64
B488_RS06615,BSU34870,1.51e-85
B488_RS06625,BSU23760,1.1e-102
B488_RS06630,BSU30560,2.51e-164
B488_RS06635,BSU03750,3.99e-45
B488_RS06645,BSU35000,3.91e-12
B488_RS06655,BSU13900,6.39e-12
B488_RS06665,BSU05910,9.97e-21
B488_RS06675,BSU10630,1.06e-25
B488_RS06680,BSU28500,8.79e-29
B488_RS06685,BSU28080,6.96e-42
B488_RS06690,BSU29210,1.6000000000000002e-73
B488_RS06700,BSU00060,0.0
B488_RS06715,BSU16580,2.39e-19
B488_RS06720,BSU29060,1.11e-22
B488_RS06725,BSU25660,7.64e-33
B488_RS06735,BSU10120,3.19e-56
B488_RS06745,BSU37080,1.2e-161
B488_RS06775,BSU16320,2.36e-17
B488_RS06945,BSU36550,8.58e-16
BSU00010,B488_RS05800,4.92e-99
BSU00020,B488_RS00570,4.82e-37
BSU00040,B488_RS00265,4.49e-31
BSU00060,B488_RS06700,0.0
BSU00070,B488_RS01890,0.0
BSU00090,B488_RS05040,0.0
BSU00130,B488_RS05405,8.2e-127
BSU00180,B488_RS01115,4.2700000000000004e-32
BSU00190,B488_RS00285,1.9100000000000002e-66
BSU00200,B488_RS00290,3.27e-17
BSU00210,B488_RS00295,4.08e-56
BSU00280,B488_RS03840,1.0099999999999999e-38
BSU00360,B488_RS00460,7.9e-61
BSU00380,B488_RS03830,2.01e-142
BSU00390,B488_RS03825,2.2200000000000002e-66
BSU00420,B488_RS01175,9.66e-38
BSU00500,B488_RS03325,5.1499999999999995e-93
BSU00510,B488_RS06025,1.7799999999999998e-104
BSU00520,B488_RS00850,9.6e-24
BSU00530,B488_RS03020,1.5100000000000001e-43
BSU00550,B488_RS03295,1.1699999999999999e-176
BSU00670,B488_RS01745,2.93e-18
BSU00690,B488_RS01750,0.0
BSU00730,B488_RS02875,1.31e-107
BSU00750,B488_RS06380,6.589999999999999e-48
BSU00770,B488_RS03870,6.18e-62
BSU00780,B488_RS03865,5.48e-13
BSU00790,B488_RS03860,2.18e-31
BSU00810,B488_RS02940,6.67e-24
BSU00820,B488_RS03110,6.28e-138
BSU00860,B488_RS01410,0.0
BSU00870,B488_RS01570,2.06e-130
BSU00920,B488_RS03115,5.52e-105
BSU00930,B488_RS02880,1.86e-46
BSU00940,B488_RS01550,5.83e-106
BSU00960,B488_RS05640,5.14e-29
BSU01010,B488_RS04065,1.26e-50
BSU01020,B488_RS04060,2.7e-50
BSU01030,B488_RS04055,1.9000000000000002e-80
BSU01040,B488_RS04050,1.25e-16
BSU01050,B488_RS04045,4.5800000000000004e-33
BSU01070,B488_RS04040,0.0
BSU01080,B488_RS04035,0.0
BSU01100,B488_RS01975,4.84e-56
BSU01110,B488_RS01980,6.36e-59
BSU01120,B488_RS01985,0.0
BSU01130,B488_RS04085,0.0
BSU01150,B488_RS01995,1.06e-36
BSU01160,B488_RS02000,3.17e-45
BSU01170,B488_RS02005,2.63e-49
BSU01180,B488_RS02010,7.87e-12
BSU01190,B488_RS02015,2.19e-96
BSU01200,B488_RS02020,1.7800000000000002e-33
BSU01210,B488_RS02025,4.47e-26
BSU01220,B488_RS02030,2.0999999999999997e-82
BSU01230,B488_RS02035,2.07e-53
BSU01240,B488_RS02040,1.24e-14
BSU01250,B488_RS02045,5.49e-19
BSU01260,B488_RS02050,3.17e-35
BSU01270,B488_RS02055,1.62e-26
BSU01280,B488_RS02060,6.74e-77
BSU01300,B488_RS02070,8.57e-32
BSU01310,B488_RS02075,1.91e-48
BSU01320,B488_RS02080,3.61e-34
BSU01330,B488_RS02085,6.270000000000001e-51
BSU01350,B488_RS02095,9.08e-37
BSU01360,B488_RS02100,2.3700000000000002e-105
BSU01370,B488_RS02105,1.25e-41
BSU01380,B488_RS02140,4.9299999999999994e-68
BSU01390,B488_RS00425,3.49e-22
