,query,evalue
USA300HOU_RS01050,b0829,2.1000000000000002e-154
USA300HOU_RS01060,b0832,3.2799999999999995e-67
USA300HOU_RS01070,b3447,1.64e-98
USA300HOU_RS01080,b1412,1.62e-24
USA300HOU_RS01090,b3450,1.65e-125
USA300HOU_RS01095,b4034,1.1399999999999998e-42
USA300HOU_RS01100,b4033,1.1099999999999999e-55
USA300HOU_RS01105,b4032,7.189999999999999e-48
USA300HOU_RS01110,b1315,2.66e-75
USA300HOU_RS01130,b3666,1.5e-145
USA300HOU_RS01150,b0903,0.0
USA300HOU_RS01155,b0902,1.77e-78
USA300HOU_RS01190,b3845,2.73e-91
USA300HOU_RS01195,b1395,7.21e-26
USA300HOU_RS01200,b0039,1.43e-18
USA300HOU_RS01205,b1805,3.79e-55
USA300HOU_RS01210,b1694,6.939999999999999e-89
USA300HOU_RS01220,b0830,1.9700000000000002e-33
USA300HOU_RS01225,b1792,1.16e-24
USA300HOU_RS01235,b2552,3.74e-60
USA300HOU_RS01245,b3236,2.73e-14
USA300HOU_RS01255,b1621,1.71e-129
USA300HOU_RS01260,b0651,4.06e-83
USA300HOU_RS01280,b2093,6.18e-20
USA300HOU_RS01285,b2092,8.1e-125
USA300HOU_RS01290,b1776,3.2799999999999995e-48
USA300HOU_RS01300,b2091,1.1399999999999999e-67
USA300HOU_RS01305,b2747,2.03e-16
USA300HOU_RS01345,b4209,1.6999999999999997e-23
USA300HOU_RS01350,b2380,4.5700000000000005e-86
USA300HOU_RS01355,b2381,3.1899999999999997e-40
USA300HOU_RS01370,b3684,2.96e-20
USA300HOU_RS01380,b2901,0.0
USA300HOU_RS01400,b3752,1.8e-70
USA300HOU_RS01405,b3748,1.93e-36
USA300HOU_RS01415,b1658,9.71e-46
USA300HOU_RS01445,b1856,6.07e-18
USA300HOU_RS01620,b0904,2.08e-14
USA300HOU_RS01655,b2160,9.09e-40
USA300HOU_RS01660,b2165,1.3600000000000001e-117
USA300HOU_RS01670,b3679,1.0099999999999999e-24
USA300HOU_RS01675,b3225,9.43e-69
USA300HOU_RS01685,b4089,6.6e-20
USA300HOU_RS01690,b3223,2.9700000000000002e-33
USA300HOU_RS01710,b3081,6.05e-23
USA300HOU_RS01730,b1045,4.0699999999999995e-30
USA300HOU_RS01750,b4193,9.339999999999999e-42
USA300HOU_RS01760,b2934,2.23e-20
USA300HOU_RS01785,b2240,0.0
USA300HOU_RS01800,b0937,1.26e-13
USA300HOU_RS01805,b2158,2.06e-46
USA300HOU_RS01815,b1427,2.2799999999999998e-24
USA300HOU_RS01820,b1018,4.3e-56
USA300HOU_RS01825,b1019,4.99e-69
USA300HOU_RS01835,b3839,1.7599999999999997e-23
USA300HOU_RS01880,b2844,9.429999999999999e-146
USA300HOU_RS01890,b3829,0.0
USA300HOU_RS01895,b4019,3.4299999999999996e-23
USA300HOU_RS01915,b0808,1.8399999999999998e-23
USA300HOU_RS01925,b1203,2.42e-152
USA300HOU_RS01935,b4200,1.13e-13
USA300HOU_RS01945,b4202,2.88e-26
USA300HOU_RS01995,b4395,2.3e-15
USA300HOU_RS02015,b0606,0.0
USA300HOU_RS02020,b0605,5.87e-91
USA300HOU_RS02025,b0851,3.31e-47
USA300HOU_RS02030,b1729,1.5e-138
USA300HOU_RS02060,b2888,1.7e-93
USA300HOU_RS02065,b2508,8.44e-169
USA300HOU_RS02070,b2507,0.0
USA300HOU_RS02100,b4211,1.45e-22
USA300HOU_RS02265,b4352,7.05e-31
USA300HOU_RS02320,b3939,7.12e-99
USA300HOU_RS02325,b0199,3.01e-102
USA300HOU_RS02330,b0198,4e-52
USA300HOU_RS02370,b0208,8.51e-14
USA300HOU_RS02375,b3212,0.0
USA300HOU_RS02380,b3213,5.1300000000000006e-70
USA300HOU_RS02390,b4240,4.5300000000000004e-99
USA300HOU_RS02395,b4239,0.0
USA300HOU_RS02415,b0470,1.1e-85
USA300HOU_RS02425,b0472,1.94e-53
USA300HOU_RS02455,b1098,1.83e-30
USA300HOU_RS02490,b3155,1.03e-14
USA300HOU_RS02495,b3146,2.91e-65
USA300HOU_RS02505,b2114,4.2e-80
USA300HOU_RS02510,b1100,6.32e-54
USA300HOU_RS02520,b0051,5.99e-44
USA300HOU_RS02530,b1208,1.23e-27
USA300HOU_RS02540,b3113,4.62e-41
USA300HOU_RS02555,b3730,9.340000000000001e-116
USA300HOU_RS02560,b1207,7.050000000000001e-109
USA300HOU_RS02575,b1204,5.61e-30
USA300HOU_RS02580,b1114,0.0
USA300HOU_RS02590,b2781,1.66e-24
USA300HOU_RS02610,b0188,2e-28
USA300HOU_RS02615,b0125,2.4699999999999996e-54
USA300HOU_RS02620,b3178,0.0
USA300HOU_RS02625,b3401,8.84e-24
USA300HOU_RS02630,b2414,1.75e-90
USA300HOU_RS02635,b3177,5.29e-49
USA300HOU_RS02645,b0142,5.82e-34
USA300HOU_RS02655,b4129,0.0
USA300HOU_RS02740,b2393,4.29e-141
USA300HOU_RS02770,b4389,1.72e-142
USA300HOU_RS02780,b2400,1.88e-109
USA300HOU_RS02785,b3607,6.85e-42
USA300HOU_RS02790,b0526,3.3299999999999997e-131
USA300HOU_RS02800,b4180,4.7700000000000003e-51
USA300HOU_RS02820,b3982,2.24e-45
USA300HOU_RS02825,b3983,2.35e-63
USA300HOU_RS02830,b3984,1.7799999999999998e-74
USA300HOU_RS02835,b3985,2.4500000000000002e-29
USA300HOU_RS02840,b3986,2.05e-28
USA300HOU_RS02845,b4371,2.08e-18
USA300HOU_RS02850,b3987,0.0
USA300HOU_RS02855,b3988,0.0
USA300HOU_RS02865,b3342,4.89e-59
USA300HOU_RS02870,b3341,7.789999999999999e-69
USA300HOU_RS02875,b3340,0.0
USA300HOU_RS02880,b3980,0.0
USA300HOU_RS02885,b1338,1.23e-28
USA300HOU_RS02890,b3617,1.1e-106
USA300HOU_RS02895,b1967,8.66e-116
USA300HOU_RS02900,b0063,2.93e-71
USA300HOU_RS02910,b3770,1.5e-45
USA300HOU_RS02930,b2559,3.54e-42
USA300HOU_RS02965,b2044,1.02e-14
USA300HOU_RS02985,b0678,1.01e-39
USA300HOU_RS02990,b3581,8.21e-20
USA300HOU_RS03000,b3385,1.19e-16
USA300HOU_RS03005,b4111,1.24e-113
USA300HOU_RS03040,b2580,1.5499999999999999e-74
USA300HOU_RS03050,b2807,3.96e-15
USA300HOU_RS03075,b2297,1.5e-80
USA300HOU_RS03105,b0304,3.97e-143
USA300HOU_RS03190,b1771,1.54e-50
USA300HOU_RS03215,b1478,3.34e-153
USA300HOU_RS03230,b1876,2.08e-37
USA300HOU_RS03240,b0158,1.4e-25
USA300HOU_RS03270,b0686,1.36e-11
USA300HOU_RS03285,b0256,5.69e-24
USA300HOU_RS03380,b2278,3.07e-55
USA300HOU_RS03420,b1857,4.61e-11
USA300HOU_RS03425,b1859,1.82e-28
USA300HOU_RS03445,b3794,1.16e-21
USA300HOU_RS03475,b0632,1.4e-22
USA300HOU_RS03500,b0588,1.9199999999999998e-95
USA300HOU_RS03505,b4289,3.4099999999999996e-48
USA300HOU_RS03515,b1200,1.75e-80
USA300HOU_RS03520,b1199,3.01e-33
USA300HOU_RS03540,b0476,1.91e-12
USA300HOU_RS03555,b3441,2.39e-14
USA300HOU_RS03590,b2987,1.21e-33
USA300HOU_RS03615,b1983,7.06e-93
USA300HOU_RS03645,b3659,5.6e-39
USA300HOU_RS03685,b0387,1.49e-11
USA300HOU_RS03695,b3057,2.4e-74
USA300HOU_RS03700,b0887,1.92e-63
USA300HOU_RS03705,b0886,3.2199999999999995e-67
USA300HOU_RS03720,b1647,2.92e-84
USA300HOU_RS03735,b0708,3.62e-66
USA300HOU_RS03765,b0481,1.42e-26
USA300HOU_RS03770,b2735,2.76e-32
USA300HOU_RS03775,b1723,9.31e-41
USA300HOU_RS03790,b0677,5.14e-45
USA300HOU_RS03795,b4218,1.2299999999999999e-46
USA300HOU_RS03800,b3012,2.0800000000000002e-88
USA300HOU_RS03805,b2351,8.6e-81
USA300HOU_RS03835,b2777,3.77e-13
USA300HOU_RS03840,b2765,3.54e-19
USA300HOU_RS03845,b0444,5.73e-91
USA300HOU_RS03850,b3360,3.01e-51
USA300HOU_RS03890,b4391,4.65e-118
USA300HOU_RS03895,b3822,7.07e-137
USA300HOU_RS03910,b2021,2.1700000000000002e-32
USA300HOU_RS03930,b1634,5.7e-48
USA300HOU_RS03935,b2794,4.02e-17
USA300HOU_RS03945,b2674,3.02e-17
USA300HOU_RS03950,b2675,0.0
USA300HOU_RS03955,b2676,1.4099999999999999e-61
USA300HOU_RS03995,b3972,3.79e-22
USA300HOU_RS04020,b1127,1.89e-150
USA300HOU_RS04035,b1490,2.6899999999999997e-24
USA300HOU_RS04040,b3784,1.8899999999999999e-28
USA300HOU_RS04045,b3848,4.03e-18
USA300HOU_RS04065,b3203,1.71e-11
USA300HOU_RS04070,b0098,0.0
USA300HOU_RS04080,b2891,8.89e-106
USA300HOU_RS04095,b2291,2.37e-13
USA300HOU_RS04105,b0779,0.0
USA300HOU_RS04110,b4058,0.0
USA300HOU_RS04120,b2828,1.63e-29
USA300HOU_RS04135,b0888,2.07e-71
USA300HOU_RS04145,b3205,8.73e-67
USA300HOU_RS04150,b0780,4.28e-40
USA300HOU_RS04165,b0437,3.77e-96
USA300HOU_RS04170,b2304,9.22e-64
USA300HOU_RS04180,b1512,1.5e-11
USA300HOU_RS04190,b2926,1.77e-101
USA300HOU_RS04195,b3919,3.4100000000000005e-64
USA300HOU_RS04200,b3612,1.29e-165
USA300HOU_RS04205,b2779,2.5e-174
USA300HOU_RS04225,b4179,3.05e-146
USA300HOU_RS04230,b2620,3.6699999999999996e-42
USA300HOU_RS04265,b4307,7.59e-13
USA300HOU_RS04295,b3556,8.18e-26
USA300HOU_RS04335,b0638,6.12e-12
USA300HOU_RS04340,b2923,5.21e-21
USA300HOU_RS04355,b1693,8.78e-33
USA300HOU_RS04375,b2904,5.19e-42
USA300HOU_RS04415,b0197,1.85e-51
USA300HOU_RS04515,b1682,4.99e-90
USA300HOU_RS04525,b1680,5.45e-143
USA300HOU_RS04530,b2529,2.43e-19
USA300HOU_RS04535,b1683,1.08e-128
USA300HOU_RS04550,b4461,2.03e-38
USA300HOU_RS04580,b0628,1.99e-102
USA300HOU_RS04600,b0675,1.25e-39
USA300HOU_RS04605,b3553,6.3e-79
USA300HOU_RS04660,b0156,4.84e-21
USA300HOU_RS04665,b1109,5.43e-34
USA300HOU_RS04670,b4260,5.94e-64
USA300HOU_RS04680,b1686,6.01e-23
USA300HOU_RS04730,b0525,7.02e-21
USA300HOU_RS04740,b1650,4.97e-26
USA300HOU_RS04750,b1761,1.95e-53
USA300HOU_RS04760,b2239,4.74e-25
USA300HOU_RS04765,b3960,7.13e-158
USA300HOU_RS04770,b3172,1.05e-39
USA300HOU_RS04780,b1752,2.38e-13
USA300HOU_RS04790,b2568,3.7e-11
USA300HOU_RS04805,b1180,5.4899999999999995e-24
USA300HOU_RS04835,b2592,0.0
USA300HOU_RS04875,b1091,3.19e-84
USA300HOU_RS04880,b1095,1.77e-137
USA300HOU_RS04890,b1244,8.23e-86
USA300HOU_RS04895,b1245,4.27e-58
USA300HOU_RS04900,b1246,3.2900000000000004e-109
USA300HOU_RS04910,b1243,9.969999999999999e-52
USA300HOU_RS04920,b3541,2.01e-96
USA300HOU_RS04925,b3540,5.86e-111
USA300HOU_RS04940,b3384,4.08e-122
USA300HOU_RS04990,b2615,1.56e-11
USA300HOU_RS05005,b0047,1.73e-13
USA300HOU_RS05010,b1288,2.1e-72
USA300HOU_RS05045,b0085,5.1199999999999996e-54
USA300HOU_RS05055,b4375,6.58e-168
USA300HOU_RS05060,b2832,1.4e-12
USA300HOU_RS05100,b4386,1.6e-58
USA300HOU_RS05160,b4290,2.4400000000000002e-58
USA300HOU_RS05180,b3930,1.77e-16
USA300HOU_RS05185,b0593,1.44e-33
USA300HOU_RS05190,b2264,1.1900000000000001e-63
USA300HOU_RS05195,b2263,2.3e-26
USA300HOU_RS05200,b2262,8.03e-132
USA300HOU_RS05220,b0600,3.1899999999999994e-42
USA300HOU_RS05245,b2267,5.65e-13
USA300HOU_RS05270,b0430,4.7100000000000005e-50
USA300HOU_RS05275,b0431,0.0
USA300HOU_RS05280,b0432,2.74e-44
USA300HOU_RS05295,b0529,9.47e-87
USA300HOU_RS05300,b0523,1.09e-43
USA300HOU_RS05305,b0522,1.02e-43
USA300HOU_RS05310,b2476,1.5599999999999999e-60
USA300HOU_RS05325,b2557,4.8200000000000005e-32
USA300HOU_RS05330,b2312,1.8199999999999998e-89
USA300HOU_RS05335,b2499,6.32e-119
USA300HOU_RS05340,b2500,6.41e-38
USA300HOU_RS05345,b4006,6.69e-156
USA300HOU_RS05350,b4005,1.28e-115
USA300HOU_RS05385,b0967,2.08e-44
USA300HOU_RS05400,b2416,0.0
USA300HOU_RS05410,b0733,5.67e-37
USA300HOU_RS05445,b3287,8.41e-17
USA300HOU_RS05470,b0116,1.75e-121
USA300HOU_RS05485,b1126,2.55e-102
USA300HOU_RS05490,b1125,4.89e-41
USA300HOU_RS05495,b1124,6.78e-48
USA300HOU_RS05500,b1123,1.08e-77
USA300HOU_RS05515,b2392,4.48e-84
USA300HOU_RS05525,b2533,1.5e-37
USA300HOU_RS05535,b3871,0.0
USA300HOU_RS05555,b0089,1.52e-54
USA300HOU_RS05570,b0428,2.32e-43
USA300HOU_RS05610,b3465,5.54e-22
USA300HOU_RS05615,b3634,4.3e-51
USA300HOU_RS05690,b1714,2.3800000000000002e-117
USA300HOU_RS05695,b1713,1.0800000000000001e-157
USA300HOU_RS05725,b3781,2.65e-34
USA300HOU_RS05735,b1913,1.72e-118
USA300HOU_RS05745,b4154,4.52e-81
USA300HOU_RS05750,b4153,1.98e-24
USA300HOU_RS05755,b3967,1.4e-23
USA300HOU_RS05760,b2954,1.22e-46
USA300HOU_RS05860,b4254,8.88e-145
USA300HOU_RS05865,b2874,8.63e-106
USA300HOU_RS05870,b2298,8.33e-63
USA300HOU_RS05905,b4374,2.0500000000000003e-31
USA300HOU_RS05920,b0081,7.49e-24
USA300HOU_RS05925,b0082,3.61e-78
USA300HOU_RS05935,b0084,9.47e-40
USA300HOU_RS05940,b0087,2.5000000000000003e-72
USA300HOU_RS05945,b0088,1.7299999999999997e-52
USA300HOU_RS05955,b0094,1.57e-32
USA300HOU_RS05960,b0095,8.349999999999999e-89
USA300HOU_RS05965,b2593,1.6e-17
USA300HOU_RS05970,b2951,2.84e-28
USA300HOU_RS05995,b0026,0.0
USA300HOU_RS06010,b0027,1.14e-18
USA300HOU_RS06015,b2594,2.1599999999999998e-69
USA300HOU_RS06025,b2497,1.39e-111
USA300HOU_RS06030,b4245,6.58e-41
USA300HOU_RS06035,b0512,7.67e-53
USA300HOU_RS06040,b0032,1.67e-101
USA300HOU_RS06045,b0033,0.0
USA300HOU_RS06050,b1281,1.47e-53
USA300HOU_RS06075,b3648,4.87e-49
USA300HOU_RS06085,b3639,8.75e-98
USA300HOU_RS06090,b3935,5.24e-142
USA300HOU_RS06110,b3288,8.93e-78
USA300HOU_RS06115,b3289,2.29e-53
USA300HOU_RS06120,b2517,1.29e-81
USA300HOU_RS06135,b4161,7.2699999999999995e-40
USA300HOU_RS06140,b3386,4.83e-58
USA300HOU_RS06165,b3652,3.1400000000000003e-122
USA300HOU_RS06175,b1090,1.29e-63
USA300HOU_RS06180,b1092,1.63e-71
USA300HOU_RS06185,b1093,6.86e-91
USA300HOU_RS06195,b1094,8.28e-25
USA300HOU_RS06200,b2567,2.31e-31
USA300HOU_RS06210,b3464,1.67e-95
USA300HOU_RS06220,b2610,5.51e-155
USA300HOU_RS06225,b2609,2.32e-16
USA300HOU_RS06230,b2608,9.74e-14
USA300HOU_RS06235,b2607,9.73e-72
USA300HOU_RS06240,b2606,5.32e-42
USA300HOU_RS06260,b0183,1.62e-49
USA300HOU_RS06265,b0728,1.21e-138
USA300HOU_RS06270,b0729,5.47e-131
USA300HOU_RS06285,b4473,1.9299999999999997e-42
USA300HOU_RS06290,b1274,1.75e-175
USA300HOU_RS06305,b3932,2.42e-63
USA300HOU_RS06310,b3931,4.2e-152
USA300HOU_RS06325,b0169,1.07e-85
USA300HOU_RS06335,b0170,1.31e-76
USA300HOU_RS06340,b0171,3.2500000000000003e-72
USA300HOU_RS06345,b0172,2.21e-55
USA300HOU_RS06350,b0174,4.199999999999999e-68
USA300HOU_RS06355,b0175,3.01e-35
USA300HOU_RS06360,b0176,1.93e-20
USA300HOU_RS06365,b0194,0.0
USA300HOU_RS06375,b3170,3.12e-25
USA300HOU_RS06380,b3169,2.4e-80
USA300HOU_RS06395,b3168,0.0
USA300HOU_RS06400,b3167,1.5e-25
USA300HOU_RS06405,b3166,2.5e-50
USA300HOU_RS06410,b0025,1.22e-50
USA300HOU_RS06415,b3165,1.3600000000000001e-31
USA300HOU_RS06420,b3164,0.0
USA300HOU_RS06430,b0890,8.22e-127
USA300HOU_RS06445,b1494,2.65e-16
USA300HOU_RS06465,b1912,6.15e-29
USA300HOU_RS06470,b2249,4.2400000000000006e-27
USA300HOU_RS06475,b2699,6.5800000000000004e-155
USA300HOU_RS06510,b0661,7.450000000000001e-122
USA300HOU_RS06525,b2733,0.0
USA300HOU_RS06530,b4170,3.16e-66
USA300HOU_RS06535,b2768,2.96e-22
USA300HOU_RS06540,b3927,2.98e-34
USA300HOU_RS06545,b3926,0.0
USA300HOU_RS06550,b3426,2.38e-51
USA300HOU_RS06560,b4171,2.52e-57
USA300HOU_RS06570,b1710,2.06e-43
USA300HOU_RS06575,b4173,2.2e-81
USA300HOU_RS06590,b3870,5.99e-88
USA300HOU_RS06700,b1249,6.07e-63
USA300HOU_RS06745,b0002,2.6999999999999997e-42
USA300HOU_RS06760,b0003,3.26e-25
USA300HOU_RS06765,b3697,1.0200000000000001e-29
USA300HOU_RS06785,b1732,3.37e-103
USA300HOU_RS06795,b3307,2.99e-26
USA300HOU_RS06800,b0104,3.04e-47
USA300HOU_RS06815,b4043,1.2900000000000001e-31
USA300HOU_RS06830,b2935,0.0
USA300HOU_RS06850,b0398,5.2e-24
USA300HOU_RS06855,b0397,2.36e-18
USA300HOU_RS06860,b3291,6.36e-36
USA300HOU_RS06865,b0314,7.91e-101
USA300HOU_RS06870,b1276,0.0
USA300HOU_RS06885,b3059,9.430000000000001e-27
USA300HOU_RS06905,b0007,2.33e-111
USA300HOU_RS06910,b3723,1.84e-41
USA300HOU_RS06920,b2493,8.55e-27
USA300HOU_RS06930,b4219,2.95e-33
USA300HOU_RS06945,b1184,1.12e-20
USA300HOU_RS06960,b1264,6.49e-60
USA300HOU_RS06970,b1263,3.2700000000000002e-43
USA300HOU_RS06975,b1262,1.96e-39
USA300HOU_RS06985,b1261,4.89e-142
USA300HOU_RS06990,b1260,1.1300000000000001e-26
USA300HOU_RS07050,b3724,3.84e-26
USA300HOU_RS07055,b3725,2.9399999999999997e-104
USA300HOU_RS07060,b3726,4.29e-39
USA300HOU_RS07065,b3727,5.5899999999999995e-30
USA300HOU_RS07090,b0820,3.54e-177
USA300HOU_RS07100,b2319,1.27e-41
USA300HOU_RS07105,b2478,1.3999999999999998e-54
USA300HOU_RS07110,b0031,1.53e-31
USA300HOU_RS07115,b0166,1.72e-19
USA300HOU_RS07130,b2838,2.1200000000000003e-43
USA300HOU_RS07155,b0968,1.09e-13
USA300HOU_RS07205,b0727,8.08e-112
USA300HOU_RS07210,b0726,0.0
USA300HOU_RS07215,b0570,2.54e-31
USA300HOU_RS07220,b1969,2.5299999999999998e-55
USA300HOU_RS07245,b0090,1.2299999999999999e-30
USA300HOU_RS07255,b1830,3.91e-35
USA300HOU_RS07270,b2417,6.9e-42
USA300HOU_RS07275,b1778,2.54e-33
USA300HOU_RS07290,b0048,8.63e-32
USA300HOU_RS07295,b2827,6.29e-106
USA300HOU_RS07350,b3370,8.41e-37
USA300HOU_RS07355,b3117,1.95e-107
USA300HOU_RS07390,b0948,2.62e-47
USA300HOU_RS07420,b3396,2.97e-44
USA300HOU_RS07430,b1633,4.77e-58
USA300HOU_RS07440,b0930,9.17e-96
USA300HOU_RS07445,b1808,1.19e-38
USA300HOU_RS07450,b3973,4.9699999999999995e-24
USA300HOU_RS07455,b0143,2.42e-32
USA300HOU_RS07490,b0908,1.57e-32
USA300HOU_RS07495,b3389,4.95e-58
USA300HOU_RS07500,b2329,2.96e-41
USA300HOU_RS07510,b2518,2.19e-44
USA300HOU_RS07515,b3187,8.8e-45
USA300HOU_RS07520,b3833,2.25e-60
USA300HOU_RS07535,b0440,4.41e-36
USA300HOU_RS07540,b3608,4.8e-80
USA300HOU_RS07545,b2511,4.47e-117
USA300HOU_RS07550,b0911,5.96e-57
USA300HOU_RS07570,b0910,4.67e-44
USA300HOU_RS07575,b2957,1.2800000000000002e-43
USA300HOU_RS07980,b0399,4.8900000000000004e-58
USA300HOU_RS07985,b1269,3.68e-39
USA300HOU_RS08005,b2894,6.02e-84
USA300HOU_RS08010,b0683,2.5600000000000003e-22
USA300HOU_RS08015,b2467,2.7e-16
USA300HOU_RS08035,b0386,3.3900000000000003e-31
USA300HOU_RS08040,b2268,4.06e-79
USA300HOU_RS08045,b1852,5.08e-119
USA300HOU_RS08075,b2029,0.0
USA300HOU_RS08105,b0420,8.89e-15
USA300HOU_RS08120,b2616,1.22e-91
USA300HOU_RS08125,b3237,3.77e-11
USA300HOU_RS08130,b0421,5.4599999999999995e-52
USA300HOU_RS08140,b2509,1.61e-87
USA300HOU_RS08145,b0416,1.57e-18
USA300HOU_RS08155,b3256,1.9e-162
USA300HOU_RS08160,b3255,3.14e-30
USA300HOU_RS08165,b4147,1.11e-44
USA300HOU_RS08170,b2385,2.11e-87
USA300HOU_RS08190,b3611,6.31e-12
USA300HOU_RS08195,b2903,5.62e-90
USA300HOU_RS08205,b2905,2.39e-90
USA300HOU_RS08210,b0388,3.28e-22
USA300HOU_RS08245,b0107,1.04e-53
USA300HOU_RS08250,b0927,5.79e-39
USA300HOU_RS08260,b1594,2.1900000000000003e-27
USA300HOU_RS08290,b3908,8.14e-80
USA300HOU_RS08305,b1858,7.49e-41
USA300HOU_RS08310,b2159,6.130000000000001e-44
USA300HOU_RS08330,b3067,4.5099999999999996e-114
USA300HOU_RS08335,b3066,3.16e-74
USA300HOU_RS08340,b1703,7.14e-17
USA300HOU_RS08360,b2566,2.32e-78
USA300HOU_RS08370,b4042,3.89e-16
USA300HOU_RS08375,b0659,2.7e-19
USA300HOU_RS08380,b0660,1.4900000000000002e-85
USA300HOU_RS08400,b3065,8.15e-15
USA300HOU_RS08410,b2946,1.2e-26
USA300HOU_RS08415,b3259,3.23e-31
USA300HOU_RS08420,b0015,8.71e-112
USA300HOU_RS08425,b0014,0.0
USA300HOU_RS08430,b2614,5.61e-27
USA300HOU_RS08440,b2955,5.7799999999999995e-55
USA300HOU_RS08450,b2569,0.0
USA300HOU_RS08465,b0913,2.86e-21
USA300HOU_RS08485,b0637,3.2e-22
USA300HOU_RS08495,b0639,1.01e-20
USA300HOU_RS08500,b3180,2.42e-18
USA300HOU_RS08505,b1692,1.89e-39
USA300HOU_RS08520,b0159,6.74e-78
USA300HOU_RS08550,b0713,4.88e-79
USA300HOU_RS08565,b0712,3.38e-55
USA300HOU_RS08570,b0711,1.3199999999999999e-45
USA300HOU_RS08575,b3181,2.8900000000000003e-37
USA300HOU_RS08580,b2066,2.0600000000000003e-73
USA300HOU_RS08585,b2081,1.2600000000000001e-64
USA300HOU_RS08605,b2949,1.29e-11
USA300HOU_RS08615,b2697,0.0
USA300HOU_RS08620,b2819,2.48e-22
USA300HOU_RS08630,b1133,4.05e-143
USA300HOU_RS08635,b2530,1.46e-94
USA300HOU_RS08640,b3160,2.4499999999999996e-89
USA300HOU_RS08655,b2531,1.75e-16
USA300HOU_RS08660,b0892,3.61e-86
USA300HOU_RS08665,b2812,2.2799999999999998e-46
USA300HOU_RS08675,b1866,0.0
USA300HOU_RS08680,b2514,6.140000000000001e-109
USA300HOU_RS08685,b2817,3.14e-21
USA300HOU_RS08690,b3887,1.4100000000000001e-36
USA300HOU_RS08695,b3650,0.0
USA300HOU_RS08700,b0469,6.14e-59
USA300HOU_RS08705,b2892,2.65e-78
USA300HOU_RS08710,b0409,1.63e-47
USA300HOU_RS08715,b0407,6.65e-14
USA300HOU_RS08720,b0406,3.69e-148
USA300HOU_RS08725,b0405,7.04e-103
USA300HOU_RS08730,b1860,3.62e-145
USA300HOU_RS08735,b1861,1.07e-37
USA300HOU_RS08745,b3183,1.67e-84
USA300HOU_RS08750,b3185,5.24e-26
USA300HOU_RS08760,b3186,3.98e-27
USA300HOU_RS08790,b3638,5.26e-40
USA300HOU_RS08805,b2315,1.8700000000000002e-29
USA300HOU_RS08810,b4258,0.0
USA300HOU_RS08815,b3549,5.440000000000001e-57
USA300HOU_RS08820,b0715,1.15e-15
USA300HOU_RS08830,b0154,9.19e-163
USA300HOU_RS08835,b0369,6.98e-103
USA300HOU_RS08845,b3805,2.17e-83
USA300HOU_RS08855,b1210,1.81e-67
USA300HOU_RS08860,b3865,1.3e-33
USA300HOU_RS08865,b0438,2.98e-177
USA300HOU_RS08870,b0436,1.03e-62
USA300HOU_RS08895,b1716,2.37e-39
USA300HOU_RS08900,b1717,5.98e-14
