Reaction	Complexes
PGK4	JCVISYN3A_0606-MONOMER
PGM	JCVISYN3A_0729-MONOMER_mod_mn2(1)
PGMT	JCVISYN3A_0733-MONOMER_mod_mg2(1)
PGPP	JCVISYN3A_0214-MONOMER
PGSA	JCVISYN3A_0875-MONOMER_mod_mg2(1)
PHE4abc	CPLX_ARG4abc-0
PHETRS	CPLX_PHETRS-0_mod_mg2(1)
PHEt2r	JCVISYN3A_0876-MONOMER OR JCVISYN3A_0878-MONOMER
PIabc	CPLX_PIabc-0
PPA	JCVISYN3A_0344-MONOMER_mod_mg2(1)
PPM	JCVISYN3A_0733-MONOMER_mod_mg2(1)
PPM2	JCVISYN3A_0733-MONOMER_mod_mg2(1)
PRO4abc	CPLX_ARG4abc-0
PROTRS	JCVISYN3A_0282-MONOMER
PROt2r	JCVISYN3A_0876-MONOMER OR JCVISYN3A_0878-MONOMER
PRPPS	JCVISYN3A_0831-MONOMER_mod_mg2(1)_mod_pi(1) OR JCVISYN3A_0831-MONOMER_mod_mn2(1)_mod_pi(1)
PSSYN	JCVISYN3A_0113-MONOMER
PTAr	JCVISYN3A_0229-MONOMER
PUNP1	JCVISYN3A_0747-MONOMER
PUNP2	JCVISYN3A_0747-MONOMER
PUNP3	JCVISYN3A_0747-MONOMER
PUNP4	JCVISYN3A_0747-MONOMER
PYK	JCVISYN3A_0221-MONOMER_mod_mg2(1)_mod_k(1) OR JCVISYN3A_0221-MONOMER_mod_mn2(1)_mod_k(1)
PYK2	JCVISYN3A_0221-MONOMER_mod_mg2(1)_mod_k(1) OR JCVISYN3A_0221-MONOMER_mod_mn2(1)_mod_k(1)
PYK3	JCVISYN3A_0221-MONOMER_mod_mg2(1)_mod_k(1) OR JCVISYN3A_0221-MONOMER_mod_mn2(1)_mod_k(1)
PYK4	JCVISYN3A_0221-MONOMER_mod_mg2(1)_mod_k(1) OR JCVISYN3A_0221-MONOMER_mod_mn2(1)_mod_k(1)
PYK5	JCVISYN3A_0221-MONOMER_mod_mg2(1)_mod_k(1) OR JCVISYN3A_0221-MONOMER_mod_mn2(1)_mod_k(1)
PYK6	JCVISYN3A_0221-MONOMER_mod_mg2(1)_mod_k(1) OR JCVISYN3A_0221-MONOMER_mod_mn2(1)_mod_k(1)
PYK7	JCVISYN3A_0221-MONOMER_mod_mg2(1)_mod_k(1) OR JCVISYN3A_0221-MONOMER_mod_mn2(1)_mod_k(1)
PYK8	JCVISYN3A_0221-MONOMER_mod_mg2(1)_mod_k(1) OR JCVISYN3A_0221-MONOMER_mod_mn2(1)_mod_k(1)
PYK9	JCVISYN3A_0221-MONOMER_mod_mg2(1)_mod_k(1) OR JCVISYN3A_0221-MONOMER_mod_mn2(1)_mod_k(1)
PdhC_transl	CPLX_PdhC_transl-0
Protein_degrad	JCVISYN3A_0394-MONOMER
Protein_transl	CPLX_Protein_transl-0
RBFK	JCVISYN3A_0291-MONOMER
RIBFLVabc	CPLX_RIBFLVabc-0
RNDR1	CPLX_RNDR1-0
RNDR2	CPLX_RNDR1-0
RNDR3	CPLX_RNDR1-0
RNDR4	CPLX_RNDR1-0
RPE	JCVISYN3A_0262-MONOMER
RPI	JCVISYN3A_0800-MONOMER
SER4abc	CPLX_ARG4abc-0
SERTRS	JCVISYN3A_0061-MONOMER_mod_mg2(1)
SERt2r	JCVISYN3A_0876-MONOMER OR JCVISYN3A_0878-MONOMER
SPRMabc	CPLX_SPRMabc-0
THMDabc	CPLX_CYTDabc-0
THMPPabc	CPLX_THMPPabc-0
THR4abc	CPLX_ARG4abc-0
THRTRS	JCVISYN3A_0222-MONOMER_mod_zn2(1)
THRt2r	JCVISYN3A_0876-MONOMER OR JCVISYN3A_0878-MONOMER
TKT1	JCVISYN3A_0316-MONOMER_mod_thmpp(1)_mod_mn2(1)_mod_mg2(1)
TKT2	JCVISYN3A_0316-MONOMER_mod_thmpp(1)_mod_mn2(1)_mod_mg2(1)
TMDK1	JCVISYN3A_0140-MONOMER_mod_mg2(1)
TMPK	JCVISYN3A_0045-MONOMER_mod_mg2(1)
TPI	JCVISYN3A_0727-MONOMER
TRDR	CPLX_TRDR-0
TRP4abc	CPLX_ARG4abc-0
TRPTRS	JCVISYN3A_0308-MONOMER_mod_mg2(1)
TRPt2r	JCVISYN3A_0876-MONOMER OR JCVISYN3A_0878-MONOMER
TYR4abc	CPLX_ARG4abc-0
TYRTRS	JCVISYN3A_0613-MONOMER
TYRt2r	JCVISYN3A_0876-MONOMER OR JCVISYN3A_0878-MONOMER
UDPG4E	JCVISYN3A_0813-MONOMER_mod_nad(1)
UDPGALM	JCVISYN3A_0814-MONOMER_mod_fad(1)
UMPK	JCVISYN3A_0537-MONOMER
UPPRT	JCVISYN3A_0798-MONOMER
URIabc	CPLX_CYTDabc-0
VAL4abc	CPLX_ARG4abc-0
VALTRS	JCVISYN3A_0260-MONOMER_mod_mg2(1)
VALt2r	JCVISYN3A_0876-MONOMER OR JCVISYN3A_0878-MONOMER
dUTPase_transl	CPLX_dUTPase_transl-0
