TU_id	replicon	genes	start	stop	tss	strand	rho_dependent	rnapol
TU27KH-425_from_B488_RS06505-MONOMER	CP003789.1,CP003789.1,B488_RS07020,B488_RS03495,CP003789.1,CP003789.1	B488_RS03505,B488_RS03500,B488_RS07020,B488_RS03495,B488_RS03490,B488_RS03485	1	810360		+	True	B488_RS06505-MONOMER
TU27KH-861_from_B488_RS06505-MONOMER	CP003789.1	B488_RS03360	773164	773748		+	True	B488_RS06505-MONOMER
TU27KH-442_from_B488_RS06505-MONOMER	CP003789.1,CP003789.1,CP003789.1	B488_RS03665,B488_RS03660,B488_RS06860	842767	845116		+	True	B488_RS06505-MONOMER
TU27KH-342_from_B488_RS06505-MONOMER	CP003789.1	B488_RS02820	634589	635674		-	True	B488_RS06505-MONOMER
TU27KH-720_from_B488_RS06505-MONOMER	CP003789.1	B488_RS06010	1349263	1350879		-	True	B488_RS06505-MONOMER
TU27KH-392_from_B488_RS06505-MONOMER	CP003789.1	B488_RS03200	727908	728576		+	True	B488_RS06505-MONOMER
TU27KH-60_from_B488_RS06505-MONOMER	CP003789.1	B488_RS00440	105462	105534		+	True	B488_RS06505-MONOMER
TU27KH-563_from_B488_RS06505-MONOMER	CP003789.1	B488_RS04670	1050790	1050863		-	True	B488_RS06505-MONOMER
TU27KH-802_from_B488_RS06505-MONOMER	CP003789.1	B488_RS06495	1446973	1447045		-	True	B488_RS06505-MONOMER
TU27KH-358_from_B488_RS06505-MONOMER	CP003789.1	B488_RS02945	668895	669941		-	True	B488_RS06505-MONOMER
TU27KH-99_from_B488_RS06505-MONOMER	CP003789.1,CP003789.1,CP003789.1	B488_RS00730,B488_RS00725,B488_RS00720	178291	181151		+	True	B488_RS06505-MONOMER
TU27KH-159_from_B488_RS06505-MONOMER	CP003789.1	B488_RS01225	283855	284265		+	True	B488_RS06505-MONOMER
TU27KH-884_from_B488_RS06505-MONOMER	CP003789.1	B488_RS02715	606062	606802		-	True	B488_RS06505-MONOMER
TU27KH-188_from_B488_RS06505-MONOMER	B488_RS06980	B488_RS06980	1	732		+	True	B488_RS06505-MONOMER
TU27KH-126_from_B488_RS06505-MONOMER	CP003789.1	B488_RS00935	227134	228459		+	True	B488_RS06505-MONOMER
TU27KH-513_from_B488_RS06505-MONOMER	CP003789.1	B488_RS04260	966265	967098		-	True	B488_RS06505-MONOMER
TU27KH-611_from_B488_RS06505-MONOMER	CP003789.1,CP003789.1	B488_RS05065,B488_RS05060	1137779	1138853		-	True	B488_RS06505-MONOMER
TU27KH-217_from_B488_RS06505-MONOMER	CP003789.1	B488_RS01755	406193	407539		+	True	B488_RS06505-MONOMER
TU27KH-705_from_B488_RS06505-MONOMER	CP003789.1,CP003789.1	B488_RS05860,B488_RS05855	1314126	1317305		+	True	B488_RS06505-MONOMER
TU27KH-895_from_B488_RS06505-MONOMER	CP003789.1	B488_RS02200	506076	508616		+	True	B488_RS06505-MONOMER
TU27KH-930_from_B488_RS06505-MONOMER	CP003789.1	B488_RS00660	163977	164945		+	True	B488_RS06505-MONOMER
TU27KH-580_from_B488_RS06505-MONOMER	CP003789.1	B488_RS04820	1085119	1085319		-	True	B488_RS06505-MONOMER
TU27KH-243_from_B488_RS06505-MONOMER	CP003789.1,CP003789.1,CP003789.1	B488_RS01955,B488_RS01950,B488_RS01945	461468	463784		+	True	B488_RS06505-MONOMER
TU27KH-773_from_B488_RS06505-MONOMER	CP003789.1,CP003789.1,CP003789.1	B488_RS06435,B488_RS06430,B488_RS06425	1433509	1436330		+	True	B488_RS06505-MONOMER
TU27KH-391_from_B488_RS06505-MONOMER	CP003789.1,CP003789.1,CP003789.1	B488_RS03190,B488_RS03185,B488_RS03180	723146	725420		+	True	B488_RS06505-MONOMER
TU27KH-640_from_B488_RS06505-MONOMER	CP003789.1	B488_RS05295	1183830	1185125		-	True	B488_RS06505-MONOMER
TU27KH-303_from_B488_RS06505-MONOMER	CP003789.1	B488_RS02475	554275	554865		+	True	B488_RS06505-MONOMER
TU27KH-676_from_B488_RS06505-MONOMER	CP003789.1	B488_RS05605	1249371	1251296		+	True	B488_RS06505-MONOMER
TU27KH-537_from_B488_RS06505-MONOMER	CP003789.1,CP003789.1	B488_RS04430,B488_RS04425	996600	998697		+	True	B488_RS06505-MONOMER
TU27KH-274_from_B488_RS06505-MONOMER	CP003789.1	B488_RS02240	519174	519944		+	True	B488_RS06505-MONOMER
TU27KH-49_from_B488_RS06505-MONOMER	CP003789.1	B488_RS00345	82611	83630		+	True	B488_RS06505-MONOMER
TU27KH-831_from_B488_RS06505-MONOMER	CP003789.1	B488_RS05485	1226899	1227666		+	True	B488_RS06505-MONOMER
TU27KH-331_from_B488_RS06505-MONOMER	B488_RS06825	B488_RS06825	1	405		-	True	B488_RS06505-MONOMER
TU27KH-860_from_B488_RS06505-MONOMER	CP003789.1	B488_RS03510	810409	811017		-	True	B488_RS06505-MONOMER
TU27KH-2_from_B488_RS06505-MONOMER	CP003789.1	B488_RS06745	1503359	1504633		+	True	B488_RS06505-MONOMER
TU27KH-455_from_B488_RS06505-MONOMER	B488_RS03780,CP003789.1	B488_RS03780,B488_RS07095	1	863937		-	True	B488_RS06505-MONOMER
TU27KH-19_from_B488_RS06505-MONOMER	CP003789.1	B488_RS00130	36307	38091		-	True	B488_RS06505-MONOMER
TU27KH-490_from_B488_RS06505-MONOMER	CP003789.1	B488_RS04050	929930	930484		-	True	B488_RS06505-MONOMER
TU27KH-390_from_B488_RS06505-MONOMER	CP003789.1	B488_RS03175	721992	723167		+	True	B488_RS06505-MONOMER
TU27KH-734_from_B488_RS06505-MONOMER	B488_RS06085	B488_RS06085	1	393		-	True	B488_RS06505-MONOMER
TU27KH-34_from_B488_RS06505-MONOMER	CP003789.1	B488_RS00235	59726	62062		+	True	B488_RS06505-MONOMER
TU27KH-550_from_B488_RS06505-MONOMER	CP003789.1	B488_RS04575	1026281	1027936		-	True	B488_RS06505-MONOMER
TU27KH-74_from_B488_RS06505-MONOMER	CP003789.1,CP003789.1	B488_RS00550,B488_RS00545	128235	130239		+	True	B488_RS06505-MONOMER
TU27KH-158_from_B488_RS06505-MONOMER	CP003789.1	B488_RS01220	282205	283542		+	True	B488_RS06505-MONOMER
TU27KH-596_from_B488_RS06505-MONOMER	CP003789.1	B488_RS04955	1115049	1116872		-	True	B488_RS06505-MONOMER
TU27KH-113_from_B488_RS06505-MONOMER	CP003789.1	B488_RS00850	206004	206606		-	True	B488_RS06505-MONOMER
TU27KH-187_from_B488_RS06505-MONOMER	CP003789.1	B488_RS01515	347407	349293		+	True	B488_RS06505-MONOMER
TU27KH-216_from_B488_RS06505-MONOMER	CP003789.1	B488_RS01750	404032	405972		+	True	B488_RS06505-MONOMER
TU27KH-743_from_B488_RS06505-MONOMER	CP003789.1	B488_RS06170	1382340	1383218		-	True	B488_RS06505-MONOMER
TU27KH-140_from_B488_RS06505-MONOMER	B488_RS01065	B488_RS01065	1	77		-	True	B488_RS06505-MONOMER
TU27KH-625_from_B488_RS06505-MONOMER	CP003789.1	B488_RS05165	1155909	1157408		-	True	B488_RS06505-MONOMER
TU27KH-242_from_B488_RS06505-MONOMER	CP003789.1	B488_RS01940	459589	461055		-	True	B488_RS06505-MONOMER
TU27KH-288_from_B488_RS06505-MONOMER	CP003789.1	B488_RS02335	534096	534716		-	True	B488_RS06505-MONOMER
TU27KH-772_from_B488_RS06505-MONOMER	CP003789.1	B488_RS06420	1433291	1433425		+	True	B488_RS06505-MONOMER
TU27KH-389_from_B488_RS06505-MONOMER	CP003789.1,CP003789.1	B488_RS03170,B488_RS03165	719665	721475		-	True	B488_RS06505-MONOMER
TU27KH-587_from_B488_RS06505-MONOMER	CP003789.1	B488_RS04895	1103929	1105086		-	True	B488_RS06505-MONOMER
TU27KH-801_from_B488_RS06505-MONOMER	CP003789.1	B488_RS06500	1447204	1447911		+	True	B488_RS06505-MONOMER
TU27KH-259_from_B488_RS06505-MONOMER	CP003789.1	B488_RS02145	492711	493469		-	True	B488_RS06505-MONOMER
TU27KH-317_from_B488_RS06505-MONOMER	CP003789.1	B488_RS06985	586092	586853		-	True	B488_RS06505-MONOMER
TU27KH-790_from_B488_RS06505-MONOMER	CP003789.1,CP003789.1	B488_RS06675,B488_RS06670	1484006	1490681		+	True	B488_RS06505-MONOMER
TU27KH-648_from_B488_RS06505-MONOMER	CP003789.1	B488_RS05350	1198923	1199240		+	True	B488_RS06505-MONOMER
TU27KH-830_from_B488_RS06505-MONOMER	CP003789.1	B488_RS05490	1227744	1228499		-	True	B488_RS06505-MONOMER
TU27KH-690_from_B488_RS06505-MONOMER	CP003789.1,CP003789.1,CP003789.1,CP003789.1,CP003789.1	B488_RS05740,B488_RS05735,B488_RS05730,B488_RS05725,B488_RS05720	1282271	1287212		-	True	B488_RS06505-MONOMER
TU27KH-544_from_B488_RS06505-MONOMER	CP003789.1,CP003789.1,CP003789.1	B488_RS04500,B488_RS04495,B488_RS04490	1010080	1013324		-	True	B488_RS06505-MONOMER
TU27KH-424_from_B488_RS06505-MONOMER	B488_RS06955	B488_RS06955	1	410		-	True	B488_RS06505-MONOMER
TU27KH-659_from_B488_RS06505-MONOMER	CP003789.1,CP003789.1,CP003789.1,CP003789.1	B488_RS05460,B488_RS05455,B488_RS05450,B488_RS05445	1219538	1222652		+	True	B488_RS06505-MONOMER
TU27KH-859_from_B488_RS06505-MONOMER	B488_RS07030	B488_RS07030	1	600		+	True	B488_RS06505-MONOMER
TU27KH-441_from_B488_RS06505-MONOMER	CP003789.1,CP003789.1	B488_RS03655,B488_RS03650	840852	842484		+	True	B488_RS06505-MONOMER
TU27KH-85_from_B488_RS06505-MONOMER	CP003789.1	B488_RS00615	149660	150034		-	True	B488_RS06505-MONOMER
TU27KH-719_from_B488_RS06505-MONOMER	B488_RS05995	B488_RS05995	1	567		+	True	B488_RS06505-MONOMER
TU27KH-908_from_B488_RS06505-MONOMER	CP003789.1	B488_RS01495	342423	343076		+	True	B488_RS06505-MONOMER
TU27KH-59_from_B488_RS06505-MONOMER	CP003789.1,B488_RS00430,CP003789.1	B488_RS00435,B488_RS00430,B488_RS00425	1	105345		+	True	B488_RS06505-MONOMER
TU27KH-469_from_B488_RS06505-MONOMER	CP003789.1	B488_RS06880	888287	888946		-	True	B488_RS06505-MONOMER
TU27KH-33_from_B488_RS06505-MONOMER	CP003789.1	B488_RS00230	58444	59565		+	True	B488_RS06505-MONOMER
TU27KH-157_from_B488_RS06505-MONOMER	CP003789.1	B488_RS01215	281541	281990		+	True	B488_RS06505-MONOMER
TU27KH-557_from_B488_RS06505-MONOMER	CP003789.1,CP003789.1	B488_RS04635,B488_RS04630	1041676	1042822		+	True	B488_RS06505-MONOMER
TU27KH-577_from_B488_RS06505-MONOMER	CP003789.1,CP003789.1,CP003789.1	B488_RS04805,B488_RS04800,B488_RS04795	1078895	1082221		+	True	B488_RS06505-MONOMER
TU27KH-570_from_B488_RS06505-MONOMER	CP003789.1	B488_RS04740	1065129	1066190		-	True	B488_RS06505-MONOMER
TU27KH-186_from_B488_RS06505-MONOMER	CP003789.1	B488_RS01510	345868	347133		+	True	B488_RS06505-MONOMER
TU27KH-125_from_B488_RS06505-MONOMER	CP003789.1	B488_RS00930	226360	227088		+	True	B488_RS06505-MONOMER
TU27KH-512_from_B488_RS06505-MONOMER	CP003789.1,CP003789.1,CP003789.1	B488_RS04255,B488_RS04250,B488_RS04245	965595	966166		+	True	B488_RS06505-MONOMER
TU27KH-610_from_B488_RS06505-MONOMER	B488_RS05055	B488_RS05055	1	627		-	True	B488_RS06505-MONOMER
TU27KH-215_from_B488_RS06505-MONOMER	CP003789.1,CP003789.1	B488_RS01745,B488_RS01740	401738	403935		+	True	B488_RS06505-MONOMER
TU27KH-742_from_B488_RS06505-MONOMER	B488_RS06165,CP003789.1	B488_RS06165,B488_RS06160	1	1381061		-	True	B488_RS06505-MONOMER
TU27KH-522_from_B488_RS06505-MONOMER	CP003789.1	B488_RS04310	972635	972964		-	True	B488_RS06505-MONOMER
TU27KH-241_from_B488_RS06505-MONOMER	CP003789.1	B488_RS01935	457986	459389		-	True	B488_RS06505-MONOMER
TU27KH-771_from_B488_RS06505-MONOMER	B488_RS06405,CP003789.1	B488_RS06405,B488_RS06400	1	1429389		-	True	B488_RS06505-MONOMER
TU27KH-388_from_B488_RS06505-MONOMER	CP003789.1	B488_RS03160	719113	719619		+	True	B488_RS06505-MONOMER
TU27KH-639_from_B488_RS06505-MONOMER	CP003789.1,CP003789.1,CP003789.1,CP003789.1	B488_RS05290,B488_RS05285,B488_RS05280,B488_RS05275	1180935	1183661		-	True	B488_RS06505-MONOMER
TU27KH-800_from_B488_RS06505-MONOMER	CP003789.1	B488_RS06505	1448003	1450003		-	True	B488_RS06505-MONOMER
TU27KH-675_from_B488_RS06505-MONOMER	CP003789.1	B488_RS05600	1248050	1248706		-	True	B488_RS06505-MONOMER
TU27KH-302_from_B488_RS06505-MONOMER	CP003789.1,CP003789.1,CP003789.1,CP003789.1,CP003789.1,CP003789.1	B488_RS02470,B488_RS02465,B488_RS02460,B488_RS02455,B488_RS02450,B488_RS02445	550738	554278		+	True	B488_RS06505-MONOMER
TU27KH-273_from_B488_RS06505-MONOMER	CP003789.1	B488_RS02235	516750	518831		-	True	B488_RS06505-MONOMER
TU27KH-881_from_B488_RS06505-MONOMER	CP003789.1	B488_RS02730	609825	610871		+	True	B488_RS06505-MONOMER
TU27KH-48_from_B488_RS06505-MONOMER	CP003789.1	B488_RS00340	81683	82456		-	True	B488_RS06505-MONOMER
TU27KH-829_from_B488_RS06505-MONOMER	CP003789.1	B488_RS05495	1228746	1229036		+	True	B488_RS06505-MONOMER
TU27KH-936_from_B488_RS06505-MONOMER	CP003789.1	B488_RS00055	12532	13107		-	True	B488_RS06505-MONOMER
TU27KH-330_from_B488_RS06505-MONOMER	CP003789.1	B488_RS02700	604543	604809		-	True	B488_RS06505-MONOMER
