Gene Name,Accession-2,Left-End-Position,Right-End-Position,Product,Accession-1,replicon
GMET_RS15375,GMET_RS15375,3465910,3467617,GMET_RS15375-MONOMER,Gmet_3068,CP000148.1
GMET_RS03340,GMET_RS03340,729287,730163,GMET_RS03340-MONOMER,Gmet_0665,CP000148.1
GMET_RS04000,GMET_RS04000,879100,880267,GMET_RS04000-MONOMER,Gmet_0799,CP000148.1
GMET_RS15380,GMET_RS15380,0,927,GMET_RS15380-MONOMER,Gmet_3069,Gmet_3069
GMET_RS09105,GMET_RS09105,2023766,2024027,GMET_RS09105-MONOMER,Gmet_1808,CP000148.1
GMET_RS18960,GMET_RS18960,0,360,GMET_RS18960-MONOMER,GMET_RS18960,GMET_RS18960
GMET_RS00795,GMET_RS00795,188384,188954,GMET_RS00795-MONOMER,Gmet_0158,CP000148.1
GMET_RS15385,GMET_RS15385,3468585,3469536,GMET_RS15385-MONOMER,Gmet_3070,CP000148.1
GMET_RS02245,GMET_RS02245,495312,496527,GMET_RS02245-MONOMER,Gmet_0449,CP000148.1
GMET_RS09110,GMET_RS09110,2024369,2024885,GMET_RS09110-MONOMER,Gmet_1809,CP000148.1
GMET_RS15390,GMET_RS15390,3469678,3470683,GMET_RS15390-MONOMER,Gmet_3071,CP000148.1
GMET_RS15395,GMET_RS15395,3470701,3471910,GMET_RS15395-MONOMER,Gmet_3072,CP000148.1
GMET_RS09115,GMET_RS09115,2024895,2027088,GMET_RS09115-MONOMER,Gmet_1810,CP000148.1
GMET_RS18965,GMET_RS18965,0,393,GMET_RS18965-MONOMER,GMET_RS18965,GMET_RS18965
GMET_RS06595,GMET_RS06595,1471253,1471328,GMET_RS06595-tRNA,Gmet_R0017,CP000148.1
GMET_RS01390,GMET_RS01390,309542,309872,GMET_RS01390-MONOMER,Gmet_0277,CP000148.1
GMET_RS15400,GMET_RS15400,3471860,3472586,GMET_RS15400-MONOMER,Gmet_3073,CP000148.1
GMET_RS02255,GMET_RS02255,497402,498824,GMET_RS02255-MONOMER,Gmet_0451,CP000148.1
GMET_RS09120,GMET_RS09120,2027125,2027839,GMET_RS09120-MONOMER,Gmet_1811,CP000148.1
GMET_RS06680,GMET_RS06680,1481247,1482354,GMET_RS06680-MONOMER,Gmet_1325,CP000148.1
GMET_RS15405,GMET_RS15405,3472705,3473491,GMET_RS15405-MONOMER,Gmet_3074,CP000148.1
GMET_RS01140,GMET_RS01140,258616,259876,GMET_RS01140-MONOMER,Gmet_0227,CP000148.1
GMET_RS04005,GMET_RS04005,880276,881500,GMET_RS04005-MONOMER,Gmet_0800,CP000148.1
GMET_RS02925,GMET_RS02925,651592,652645,GMET_RS02925-MONOMER,Gmet_0586,CP000148.1
GMET_RS15410,GMET_RS15410,3473549,3474263,GMET_RS15410-MONOMER,Gmet_3075,CP000148.1
GMET_RS09125,GMET_RS09125,2027831,2029202,GMET_RS09125-MONOMER,Gmet_1812,CP000148.1
GMET_RS15415,GMET_RS15415,3474291,3474720,GMET_RS15415-MONOMER,Gmet_3076,CP000148.1
GMET_RS02250,GMET_RS02250,496573,497398,GMET_RS02250-MONOMER,Gmet_0450,CP000148.1
GMET_RS06600,GMET_RS06600,1471389,1471464,GMET_RS06600-tRNA,Gmet_R0018,CP000148.1
GMET_RS09130,GMET_RS09130,2029206,2029791,GMET_RS09130-MONOMER,Gmet_1813,CP000148.1
GMET_RS06685,GMET_RS06685,1482350,1483619,GMET_RS06685-MONOMER,Gmet_1326,CP000148.1
GMET_RS15420,GMET_RS15420,3474716,3474977,GMET_RS15420-MONOMER,Gmet_3077,CP000148.1
GMET_RS00710,GMET_RS00710,170134,170854,GMET_RS00710-MONOMER,Gmet_0141,CP000148.1
GMET_RS15425,GMET_RS15425,3475061,3476252,GMET_RS15425-MONOMER,Gmet_3078,CP000148.1
GMET_RS09135,GMET_RS09135,2029787,2030243,GMET_RS09135-MONOMER,Gmet_1814,CP000148.1
GMET_RS06690,GMET_RS06690,1483640,1484876,GMET_RS06690-MONOMER,Gmet_1327,CP000148.1
GMET_RS15430,GMET_RS15430,3476376,3476577,GMET_RS15430-MONOMER,Gmet_3079,CP000148.1
GMET_RS09140,GMET_RS09140,2030552,2031227,GMET_RS09140-MONOMER,Gmet_1815,CP000148.1
GMET_RS18135,GMET_RS18135,1485078,1485963,GMET_RS18135-MONOMER,Gmet_1328,CP000148.1
GMET_RS15435,GMET_RS15435,3476629,3476854,GMET_RS15435-MONOMER,Gmet_3080,CP000148.1
GMET_RS06825,GMET_RS06825,1518768,1518855,GMET_RS06825-tRNA,Gmet_R0019,CP000148.1
GMET_RS03345,GMET_RS03345,730315,732172,GMET_RS03345-MONOMER,Gmet_0666,CP000148.1
GMET_RS04010,GMET_RS04010,881800,882142,GMET_RS04010-MONOMER,Gmet_0801,CP000148.1
GMET_RS15440,GMET_RS15440,3477078,3478248,GMET_RS15440-MONOMER,Gmet_3081,CP000148.1
GMET_RS09145,GMET_RS09145,2031223,2031670,GMET_RS09145-MONOMER,Gmet_1816,CP000148.1
GMET_RS06695,GMET_RS06695,1485941,1487294,GMET_RS06695-MONOMER,Gmet_1329,CP000148.1
GMET_RS00085,GMET_RS00085,24471,24675,GMET_RS00085-MONOMER,Gmet_0017,CP000148.1
GMET_RS17660,GMET_RS17660,3956193,3956847,GMET_RS17660-MONOMER,Gmet_3523,CP000148.1
GMET_RS15445,GMET_RS15445,3478369,3479779,GMET_RS15445-MONOMER,Gmet_3082,CP000148.1
GMET_RS00260,GMET_RS00260,64385,65684,GMET_RS00260-MONOMER,Gmet_0052,CP000148.1
GMET_RS09150,GMET_RS09150,2031693,2031972,GMET_RS09150-MONOMER,Gmet_1817,CP000148.1
GMET_RS06700,GMET_RS06700,1487368,1488487,GMET_RS06700-MONOMER,Gmet_1330,CP000148.1
GMET_RS15450,GMET_RS15450,3479818,3480910,GMET_RS15450-MONOMER,Gmet_3083,CP000148.1
GMET_RS00020,GMET_RS00020,4148,6536,GMET_RS00020-MONOMER,Gmet_0004,CP000148.1
GMET_RS01145,GMET_RS01145,259960,260143,GMET_RS01145-MONOMER,Gmet_3647,CP000148.1
GMET_RS16865,GMET_RS16865,3781896,3783459,GMET_RS16865-MONOMER,Gmet_3365,CP000148.1
GMET_RS15455,GMET_RS15455,3480959,3482117,GMET_RS15455-MONOMER,Gmet_3084,CP000148.1
GMET_RS09155,GMET_RS09155,2032013,2033315,GMET_RS09155-MONOMER,Gmet_1818,CP000148.1
GMET_RS06705,GMET_RS06705,1488512,1489592,GMET_RS06705-MONOMER,Gmet_1331,CP000148.1
GMET_RS15460,GMET_RS15460,3482223,3484941,GMET_RS15460-MONOMER,Gmet_3085,CP000148.1
GMET_RS09160,GMET_RS09160,2033328,2034072,GMET_RS09160-MONOMER,Gmet_1819,CP000148.1
GMET_RS06710,GMET_RS06710,1489651,1490641,GMET_RS06710-MONOMER,Gmet_1332,CP000148.1
GMET_RS18115,GMET_RS18115,24716,26162,GMET_RS18115-MONOMER,Gmet_0018,CP000148.1
GMET_RS15465,GMET_RS15465,3485050,3486055,GMET_RS15465-MONOMER,Gmet_3086,CP000148.1
GMET_RS00715,GMET_RS00715,171025,172267,GMET_RS00715-MONOMER,Gmet_0142,CP000148.1
GMET_RS06830,GMET_RS06830,1518980,1519056,GMET_RS06830-tRNA,Gmet_R0020,CP000148.1
GMET_RS04015,GMET_RS04015,882240,882900,GMET_RS04015-MONOMER,Gmet_0802,CP000148.1
GMET_RS15470,GMET_RS15470,3486131,3488555,GMET_RS15470-MONOMER,Gmet_3087,CP000148.1
GMET_RS09165,GMET_RS09165,2034075,2034828,GMET_RS09165-MONOMER,Gmet_1820,CP000148.1
GMET_RS15475,GMET_RS15475,3488746,3490111,GMET_RS15475-MONOMER,Gmet_3088,CP000148.1
GMET_RS02260,GMET_RS02260,498873,499758,GMET_RS02260-MONOMER,Gmet_0452,CP000148.1
GMET_RS09170,GMET_RS09170,2034820,2035807,GMET_RS09170-MONOMER,Gmet_1821,CP000148.1
GMET_RS06715,GMET_RS06715,1490890,1492144,GMET_RS06715-MONOMER,Gmet_1333,CP000148.1
GMET_RS00095,GMET_RS00095,26343,27297,GMET_RS00095-MONOMER,Gmet_0019,CP000148.1
GMET_RS15480,GMET_RS15480,3490258,3490555,GMET_RS15480-MONOMER,Gmet_3089,CP000148.1
GMET_RS15485,GMET_RS15485,3490636,3492253,GMET_RS15485-MONOMER,Gmet_3090,CP000148.1
GMET_RS09175,GMET_RS09175,2035825,2036710,GMET_RS09175-MONOMER,Gmet_1822,CP000148.1
GMET_RS07105,GMET_RS07105,1579287,1579362,GMET_RS07105-tRNA,Gmet_R0021,CP000148.1
GMET_RS15495,GMET_RS15495,3492845,3493886,GMET_RS15495-MONOMER,Gmet_3091,CP000148.1
GMET_RS09180,GMET_RS09180,2036800,2037943,GMET_RS09180-MONOMER,Gmet_1823,CP000148.1
GMET_RS18280,GMET_RS18280,1492252,1493155,GMET_RS18280-MONOMER,Gmet_1334,CP000148.1
GMET_RS15500,GMET_RS15500,3493963,3494308,GMET_RS15500-MONOMER,Gmet_3092,CP000148.1
GMET_RS01150,GMET_RS01150,260208,260928,GMET_RS01150-MONOMER,Gmet_0228,CP000148.1
GMET_RS03350,GMET_RS03350,732346,732922,GMET_RS03350-MONOMER,Gmet_0667,CP000148.1
GMET_RS04020,GMET_RS04020,883022,883613,GMET_RS04020-MONOMER,Gmet_0803,CP000148.1
GMET_RS15505,GMET_RS15505,3494304,3494526,GMET_RS15505-MONOMER,Gmet_3093,CP000148.1
GMET_RS09185,GMET_RS09185,2038019,2038451,GMET_RS09185-MONOMER,Gmet_1824,CP000148.1
GMET_RS06720,GMET_RS06720,1493176,1494193,GMET_RS06720-MONOMER,Gmet_1335,CP000148.1
GMET_RS15510,GMET_RS15510,3494879,3495941,GMET_RS15510-MONOMER,Gmet_3094,CP000148.1
GMET_RS02265,GMET_RS02265,499768,500686,GMET_RS02265-MONOMER,Gmet_0453,CP000148.1
GMET_RS07150,GMET_RS07150,1586937,1587014,GMET_RS07150-tRNA,Gmet_R0022,CP000148.1
GMET_RS09190,GMET_RS09190,2038525,2039833,GMET_RS09190-MONOMER,Gmet_1825,CP000148.1
GMET_RS06725,GMET_RS06725,1494287,1495472,GMET_RS06725-MONOMER,Gmet_1336,CP000148.1
GMET_RS00105,GMET_RS00105,27494,28313,GMET_RS00105-MONOMER,Gmet_0021,CP000148.1
GMET_RS15515,GMET_RS15515,3495940,3496735,GMET_RS15515-MONOMER,Gmet_3095,CP000148.1
GMET_RS00735,GMET_RS00735,175544,175769,GMET_RS00735-MONOMER,Gmet_0146,CP000148.1
GMET_RS15520,GMET_RS15520,3496818,3497088,GMET_RS15520-MONOMER,Gmet_3096,CP000148.1
GMET_RS09195,GMET_RS09195,2039851,2040430,GMET_RS09195-MONOMER,Gmet_1826,CP000148.1
GMET_RS06730,GMET_RS06730,1495497,1496058,GMET_RS06730-MONOMER,Gmet_1337,CP000148.1
GMET_RS15525,GMET_RS15525,3497166,3497919,GMET_RS15525-MONOMER,Gmet_3097,CP000148.1
GMET_RS00110,GMET_RS00110,28316,30281,GMET_RS00110-MONOMER,Gmet_0022,CP000148.1
GMET_RS09200,GMET_RS09200,2040426,2042184,GMET_RS09200-MONOMER,Gmet_1827,CP000148.1
GMET_RS06735,GMET_RS06735,1496120,1498040,GMET_RS06735-MONOMER,Gmet_1338,CP000148.1
GMET_RS17665,GMET_RS17665,3957023,3957539,GMET_RS17665-MONOMER,Gmet_3524,CP000148.1
GMET_RS15530,GMET_RS15530,3497938,3498415,GMET_RS15530-MONOMER,Gmet_3098,CP000148.1
GMET_RS07175,GMET_RS07175,1590260,1590337,GMET_RS07175-tRNA,Gmet_R0023,CP000148.1
GMET_RS04025,GMET_RS04025,883666,884671,GMET_RS04025-MONOMER,Gmet_0804,CP000148.1
GMET_RS02930,GMET_RS02930,652644,653775,GMET_RS02930-MONOMER,Gmet_0587,CP000148.1
GMET_RS15535,GMET_RS15535,3498426,3498732,GMET_RS15535-MONOMER,Gmet_3099,CP000148.1
GMET_RS09205,GMET_RS09205,2042313,2043228,GMET_RS09205-MONOMER,Gmet_1828,CP000148.1
GMET_RS06740,GMET_RS06740,1498143,1498413,GMET_RS06740-MONOMER,Gmet_1339,CP000148.1
GMET_RS16870,GMET_RS16870,3783439,3784651,GMET_RS16870-MONOMER,Gmet_3366,CP000148.1
GMET_RS15540,GMET_RS15540,3498728,3499712,GMET_RS15540-MONOMER,Gmet_3100,CP000148.1
GMET_RS02270,GMET_RS02270,500678,502460,GMET_RS02270-MONOMER,Gmet_0454,CP000148.1
GMET_RS09210,GMET_RS09210,2043227,2044859,GMET_RS09210-MONOMER,Gmet_1829,CP000148.1
GMET_RS06745,GMET_RS06745,1498409,1498799,GMET_RS06745-MONOMER,Gmet_1340,CP000148.1
GMET_RS15545,GMET_RS15545,3499757,3500282,GMET_RS15545-MONOMER,Gmet_3101,CP000148.1
GMET_RS15550,GMET_RS15550,3500751,3501975,GMET_RS15550-MONOMER,Gmet_3102,CP000148.1
GMET_RS09215,GMET_RS09215,2044880,2045519,GMET_RS09215-MONOMER,Gmet_1830,CP000148.1
GMET_RS00295,GMET_RS00295,73855,74329,GMET_RS00295-MONOMER,Gmet_0059,CP000148.1
GMET_RS07235,GMET_RS07235,1605844,1605921,GMET_RS07235-tRNA,Gmet_R0024,CP000148.1
GMET_RS01400,GMET_RS01400,310457,311936,GMET_RS01400-MONOMER,Gmet_0279,CP000148.1
GMET_RS09225,GMET_RS09225,2046112,2047684,GMET_RS09225-MONOMER,Gmet_1832,CP000148.1
GMET_RS03355,GMET_RS03355,732977,733478,GMET_RS03355-MONOMER,Gmet_0668,CP000148.1
GMET_RS00120,GMET_RS00120,31849,32884,GMET_RS00120-MONOMER,Gmet_0024,CP000148.1
GMET_RS15555,GMET_RS15555,3502022,3503282,GMET_RS15555-MONOMER,Gmet_3103,CP000148.1
GMET_RS00725,GMET_RS00725,173598,175206,GMET_RS00725-MONOMER,Gmet_0144,CP000148.1
GMET_RS04030,GMET_RS04030,884698,885265,GMET_RS04030-MONOMER,Gmet_0805,CP000148.1
GMET_RS09230,GMET_RS09230,2047813,2048095,GMET_RS09230-MONOMER,Gmet_1833,CP000148.1
GMET_RS18765,GMET_RS18765,0,147,GMET_RS18765-MONOMER,GMET_RS18765,GMET_RS18765
GMET_RS15560,GMET_RS15560,3503440,3503830,GMET_RS15560-MONOMER,Gmet_3104,CP000148.1
GMET_RS02275,GMET_RS02275,502452,503313,GMET_RS02275-MONOMER,Gmet_0455,CP000148.1
GMET_RS07900,GMET_RS07900,1773331,1773406,GMET_RS07900-tRNA,Gmet_R0025,CP000148.1
GMET_RS09235,GMET_RS09235,2048205,2049225,GMET_RS09235-MONOMER,Gmet_1834,CP000148.1
GMET_RS15565,GMET_RS15565,3503837,3504494,GMET_RS15565-MONOMER,Gmet_3105,CP000148.1
GMET_RS19010,GMET_RS19010,0,192,GMET_RS19010-MONOMER,GMET_RS19010,GMET_RS19010
GMET_RS06755,GMET_RS06755,1499015,1500695,GMET_RS06755-MONOMER,Gmet_1341,CP000148.1
GMET_RS15570,GMET_RS15570,3504556,3505996,GMET_RS15570-MONOMER,Gmet_3106,CP000148.1
GMET_RS09240,GMET_RS09240,2049287,2050610,GMET_RS09240-MONOMER,Gmet_1835,CP000148.1
GMET_RS18285,GMET_RS18285,0,234,GMET_RS18285-MONOMER,GMET_RS18285,GMET_RS18285
GMET_RS18920,GMET_RS18920,0,588,GMET_RS18920-MONOMER,GMET_RS18920,GMET_RS18920
GMET_RS04035,GMET_RS04035,885297,886488,GMET_RS04035-MONOMER,Gmet_0806,CP000148.1
GMET_RS15575,GMET_RS15575,3506210,3506759,GMET_RS15575-MONOMER,Gmet_3107,CP000148.1
GMET_RS09245,GMET_RS09245,2050602,2051001,GMET_RS09245-MONOMER,Gmet_1836,CP000148.1
GMET_RS06760,GMET_RS06760,1500963,1502382,GMET_RS06760-MONOMER,Gmet_1343,CP000148.1
GMET_RS00135,GMET_RS00135,33626,34214,GMET_RS00135-MONOMER,Gmet_0027,CP000148.1
GMET_RS15580,GMET_RS15580,3506762,3507209,GMET_RS15580-MONOMER,Gmet_3108,CP000148.1
GMET_RS02280,GMET_RS02280,503534,505553,GMET_RS02280-MONOMER,Gmet_0456,CP000148.1
GMET_RS09250,GMET_RS09250,2051237,2051456,GMET_RS09250-MONOMER,Gmet_1837,CP000148.1
GMET_RS18970,GMET_RS18970,1502587,1503865,GMET_RS18970-MONOMER,Gmet_1344,CP000148.1
GMET_RS15585,GMET_RS15585,3507268,3508600,GMET_RS15585-MONOMER,Gmet_3109,CP000148.1
GMET_RS00730,GMET_RS00730,175223,175526,GMET_RS00730-MONOMER,Gmet_0145,CP000148.1
GMET_RS17670,GMET_RS17670,3957562,3958666,GMET_RS17670-MONOMER,Gmet_3525,CP000148.1
GMET_RS03360,GMET_RS03360,733827,736587,GMET_RS03360-MONOMER,Gmet_0669,CP000148.1
GMET_RS15590,GMET_RS15590,3508586,3509501,GMET_RS15590-MONOMER,Gmet_3110,CP000148.1
GMET_RS09255,GMET_RS09255,2051756,2052320,GMET_RS09255-MONOMER,Gmet_1838,CP000148.1
GMET_RS18975,GMET_RS18975,1503855,1505562,GMET_RS18975-MONOMER,Gmet_1345,CP000148.1
GMET_RS15595,GMET_RS15595,3509487,3510480,GMET_RS15595-MONOMER,Gmet_3111,CP000148.1
GMET_RS00140,GMET_RS00140,34353,34641,GMET_RS00140-MONOMER,Gmet_0028,CP000148.1
GMET_RS09260,GMET_RS09260,2052324,2053248,GMET_RS09260-MONOMER,Gmet_1839,CP000148.1
GMET_RS06770,GMET_RS06770,1505574,1506780,GMET_RS06770-MONOMER,Gmet_1346,CP000148.1
GMET_RS16875,GMET_RS16875,3784673,3785117,GMET_RS16875-MONOMER,Gmet_3367,CP000148.1
GMET_RS15600,GMET_RS15600,3510530,3512114,GMET_RS15600-MONOMER,Gmet_3112,CP000148.1
GMET_RS04040,GMET_RS04040,886499,887312,GMET_RS04040-MONOMER,Gmet_0807,CP000148.1
GMET_RS02935,GMET_RS02935,653771,655613,GMET_RS02935-MONOMER,Gmet_0588,CP000148.1
GMET_RS15605,GMET_RS15605,3512283,3512589,GMET_RS15605-MONOMER,Gmet_3113,CP000148.1
GMET_RS09265,GMET_RS09265,2053260,2054295,GMET_RS09265-MONOMER,Gmet_1840,CP000148.1
GMET_RS18330,GMET_RS18330,1848573,1848929,GMET_RS18330-tmRNA,Gmet_R0026,CP000148.1
GMET_RS00190,GMET_RS00190,47801,49619,GMET_RS00190-MONOMER,Gmet_0038,CP000148.1
GMET_RS02400,GMET_RS02400,524985,525336,GMET_RS02400-MONOMER,Gmet_0480,CP000148.1
GMET_RS15610,GMET_RS15610,3512693,3513137,GMET_RS15610-MONOMER,Gmet_3114,CP000148.1
GMET_RS09270,GMET_RS09270,2054376,2055294,GMET_RS09270-MONOMER,Gmet_1841,CP000148.1
GMET_RS06775,GMET_RS06775,1506810,1507989,GMET_RS06775-MONOMER,Gmet_1347,CP000148.1
GMET_RS00145,GMET_RS00145,34747,36388,GMET_RS00145-MONOMER,Gmet_0029,CP000148.1
GMET_RS01165,GMET_RS01165,263105,264068,GMET_RS01165-MONOMER,Gmet_0231,CP000148.1
GMET_RS15615,GMET_RS15615,3513136,3513559,GMET_RS15615-MONOMER,Gmet_3115,CP000148.1
GMET_RS09275,GMET_RS09275,2055304,2056120,GMET_RS09275-MONOMER,Gmet_1842,CP000148.1
GMET_RS06780,GMET_RS06780,1508060,1508741,GMET_RS06780-MONOMER,Gmet_1348,CP000148.1
GMET_RS18680,GMET_RS18680,45336,45489,GMET_RS18680-MONOMER,Gmet_3645,CP000148.1
GMET_RS01445,GMET_RS01445,320789,321503,GMET_RS01445-MONOMER,Gmet_0288,CP000148.1
GMET_RS09280,GMET_RS09280,2056109,2056592,GMET_RS09280-MONOMER,Gmet_1843,CP000148.1
GMET_RS06785,GMET_RS06785,1508873,1511402,GMET_RS06785-MONOMER,Gmet_1349,CP000148.1
GMET_RS00160,GMET_RS00160,40192,41821,GMET_RS00160-MONOMER,Gmet_0032,CP000148.1
GMET_RS15620,GMET_RS15620,3513710,3515813,GMET_RS15620-MONOMER,Gmet_3116,CP000148.1
GMET_RS08280,GMET_RS08280,1850859,1850936,GMET_RS08280-tRNA,Gmet_R0027,CP000148.1
GMET_RS04045,GMET_RS04045,887393,887969,GMET_RS04045-MONOMER,Gmet_0808,CP000148.1
GMET_RS09285,GMET_RS09285,2056725,2057772,GMET_RS09285-MONOMER,Gmet_1844,CP000148.1
GMET_RS06790,GMET_RS06790,1511427,1512150,GMET_RS06790-MONOMER,Gmet_1350,CP000148.1
GMET_RS15625,GMET_RS15625,3515996,3517094,GMET_RS15625-MONOMER,Gmet_3117,CP000148.1
GMET_RS02290,GMET_RS02290,506786,507815,GMET_RS02290-MONOMER,Gmet_0458,CP000148.1
GMET_RS06795,GMET_RS06795,1512483,1512822,GMET_RS06795-MONOMER,Gmet_1351,CP000148.1
GMET_RS00155,GMET_RS00155,38869,40108,GMET_RS00155-MONOMER,Gmet_0031,CP000148.1
GMET_RS03365,GMET_RS03365,736869,737826,GMET_RS03365-MONOMER,Gmet_0670,CP000148.1
GMET_RS15630,GMET_RS15630,3517118,3517625,GMET_RS15630-MONOMER,Gmet_3118,CP000148.1
GMET_RS09290,GMET_RS09290,2057785,2058406,GMET_RS09290-MONOMER,Gmet_1845,CP000148.1
GMET_RS06800,GMET_RS06800,1512871,1514284,GMET_RS06800-MONOMER,Gmet_1352,CP000148.1
GMET_RS09295,GMET_RS09295,2058490,2058763,GMET_RS09295-MONOMER,Gmet_1846,CP000148.1
GMET_RS06805,GMET_RS06805,1514413,1515481,GMET_RS06805-MONOMER,Gmet_1353,CP000148.1
GMET_RS15635,GMET_RS15635,3517621,3517984,GMET_RS15635-MONOMER,Gmet_3119,CP000148.1
GMET_RS08975,GMET_RS08975,1999408,1999483,GMET_RS08975-tRNA,Gmet_R0028,CP000148.1
GMET_RS04050,GMET_RS04050,888023,889211,GMET_RS04050-MONOMER,Gmet_0809,CP000148.1
GMET_RS02940,GMET_RS02940,655691,656372,GMET_RS02940-MONOMER,Gmet_0589,CP000148.1
GMET_RS17680,GMET_RS17680,3958924,3959416,GMET_RS17680-MONOMER,Gmet_3526,CP000148.1
GMET_RS09300,GMET_RS09300,2058843,2059161,GMET_RS09300-MONOMER,Gmet_1847,CP000148.1
GMET_RS06810,GMET_RS06810,1515492,1517205,GMET_RS06810-MONOMER,Gmet_1354,CP000148.1
GMET_RS16880,GMET_RS16880,3785085,3785622,GMET_RS16880-MONOMER,Gmet_3368,CP000148.1
GMET_RS15640,GMET_RS15640,3518062,3518332,GMET_RS15640-MONOMER,Gmet_3120,CP000148.1
GMET_RS02295,GMET_RS02295,508185,508965,GMET_RS02295-MONOMER,Gmet_0459,CP000148.1
GMET_RS09305,GMET_RS09305,2059257,2060619,GMET_RS09305-MONOMER,Gmet_1848,CP000148.1
GMET_RS06815,GMET_RS06815,1517232,1517952,GMET_RS06815-MONOMER,Gmet_1355,CP000148.1
GMET_RS15645,GMET_RS15645,3518391,3518799,GMET_RS15645-MONOMER,Gmet_3121,CP000148.1
GMET_RS09310,GMET_RS09310,2060714,2062124,GMET_RS09310-MONOMER,Gmet_1849,CP000148.1
GMET_RS06820,GMET_RS06820,1517971,1518724,GMET_RS06820-MONOMER,Gmet_1356,CP000148.1
GMET_RS00185,GMET_RS00185,47307,47718,GMET_RS00185-MONOMER,Gmet_0037,CP000148.1
GMET_RS04055,GMET_RS04055,889351,892513,GMET_RS04055-MONOMER,Gmet_0810,CP000148.1
GMET_RS09315,GMET_RS09315,2062134,2063097,GMET_RS09315-MONOMER,Gmet_1850,CP000148.1
GMET_RS06835,GMET_RS06835,1519233,1521018,GMET_RS06835-MONOMER,Gmet_1357,CP000148.1
GMET_RS00170,GMET_RS00170,44148,45276,GMET_RS00170-MONOMER,Gmet_0034,CP000148.1
