reaction,keff
LA4NTGM1pp,65
LA4NTGM2pp,65
LACD,65
LCD,65
LCYSTabcpp,65
LCYSTtex,65
LDAPAT,65
LEUTA,65
LEUTRS,65
LEUabcpp,65
LEUtex,65
LIPA3ODAex,65
LIPAabcpp,65
LIPAabctex,65
LPADSS,65
LPADSSN,65
LPD5,65
LYSTRS,65
LYSt3pp,65
LYStex,65
LacR,65
MACPD,65
MALCOAMT,65
MAN1PT,65
MAN1PT2,65
MAN6PI,65
MBCOAi,65
MCCC,65
MCITD,65
MCITL2,65
MCITS,65
MCOATA,65
MCSNAH,65
MCTP1App,65
MCTP1Bpp,65
MCTP2App,65
MDH,65
ME2,65
MECDPDH4,65
MECDPS,65
MEOHtex,65
MEPCT,65
METAT,65
METS,65
METSOXR1,65
METSOXR2,65
METTRS,65
MG2tex,65
MG2uabcpp,65
MGCH,65
MGt2pp,65
MICITDr,65
MLDEP1pp,65
MLDEP2pp,65
MLTGY1pp,65
MLTGY2pp,65
MLTGY3pp,65
MLTGY4pp,65
MME,65
MMM2,65
MNCYT,65
MNabc_1,65
MNtex,65
MOADSUx,65
MOAT,65
MOAT2,65
MOAT2N,65
MOATN,65
MOBDabcpp,65
MOBDtex,65
MOCOS,65
MOGDS,65
MOHMT,65
MOTH1,65
MOTH2,65
MOTH3,65
MOTH4,65
MOTS1,65
MOTS2,65
MOTS3,65
MOTS4,65
MPTAT,65
MPTG,65
MPTG2,65
MPTS,65
MPTSS,65
MSO3abcpp,65
MSO3tex,65
MTAP,65
MTHFC,65
MTHFD,65
MTHFR,65
MTHFR3,65
MTI,65
MTRI,65
N2OR,65
N2tex,65
NADFADOR,65
NADH10,65
NADH17pp,65
NADK,65
NADPC,65
NADPHQR3,65
NADS1,65
NAD_H2,65
NAMNPP,65
NAt3_2pp,65
NAtex,65
NDPK1,65
NDPK2,65
NDPK3,65
NDPK4,65
NDPK5,65
NDPK6,65
NDPK7,65
NDPK8,65
NH4t4pp,65
NH4tex,65
NI2t4pp,65
NI2tex,65
NI2uabcpp,65
NIT1b,65
NNAM,65
NNATr,65
NNDMBRT,65
NNDPR,65
NO2tex,65
NO3R2pp,65
NO3R3pp,65
NO3t2pp,65
NO3t7pp,65
NO3tex,65
NORRDX,65
NORZpp,65
NPPDO,65
NTPP1,65
NTPP10,65
NTPP11,65
NTPP2,65
NTPP3,65
NTPP4,65
NTPP5,65
NTPP6,65
NTPP7,65
NTPP8,65
NTPTP1,65
NTRIR4pp,65
NTRIRfcpp,65
OBDHc,65
OCBT,65
OCDCAtexi,65
OCDCEAtexi,65
OCHCCH,65
OCOAT1,65
OCOAT2r,65
OCOAT3r,65
OCTDPS,65
OGCOAAT,65
OGMEACPD,65
OGMEACPR,65
OGMEACPS,65
OHPBAT,65
OIVD1r,65
OIVD2,65
OIVD3,65
OMCPPCO,65
OMPDC,65
OOR2r,65
OPMEACPD,65
OPMEACPR,65
OPMEACPS,65
ORNTAC,65
ORPT,65
OXFOt4pp,65
OXFOtex,65
P5CD,65
P5CR,65
PA120abcpp,65
PA140abcpp,65
PA141abcpp,65
PA160abcpp,65
PA161abcpp,65
PA180abcpp,65
PA181abcpp,65
PACCOAL,65
PACCOAL2,65
PACCOAL3,65
PANTS,65
PAPPT3,65
PBUTT,65
PC,65
PCMEH2pp,65
PCMEH3pp,65
PDH,65
PDX5PS,65
PE120abcpp,65
PE140abcpp,65
PE141abcpp,65
PE160abcpp,65
PE161abcpp,65
PE180abcpp,65
PE181abcpp,65
PEPCK_re,65
PERD,65
PFK,65
PG120abcpp,65
PG140abcpp,65
PG141abcpp,65
PG160abcpp,65
PG161abcpp,65
PG180abcpp,65
PG181abcpp,65
PGAMT,65
PGCD,65
PGI,65
PGK,65
PGL,65
PGLUSYN,65
PGM,65
PGMT,65
PGP120abcpp,65
PGP140abcpp,65
PGP141abcpp,65
PGP160abcpp,65
PGP161abcpp,65
PGP180abcpp,65
PGP181abcpp,65
PGPP120,65
PGPP120pp,65
PGPP140,65
PGPP140pp,65
PGPP141,65
PGPP141pp,65
PGPP160,65
PGPP160pp,65
PGPP161,65
PGPP161pp,65
PGPP180,65
PGPP180pp,65
PGPP181,65
PGPP181pp,65
PGSA120,65
PGSA140,65
PGSA141,65
PGSA160,65
PGSA161,65
PGSA180,65
PGSA181,65
PHENOLtex,65
PHEPC,65
PHEPS,65
PHETA1,65
PHETRS,65
PICH,65
PIt2rpp,65
PIt7ipp,65
PItex,65
PIuabcpp,65
PMANM,65
PMEACPE,65
PMPK,65
PNTK,65
POR,65
POR3b,65
POR5,65
PPA,65
PPA2,65
PPAAFDOR,65
PPAKr,65
PPA_1pp,65
PPAt2pp,65
PPAt4pp,65
PPAtex,65
PPBNGS,65
PPC,65
PPCCYTC1pp,65
PPCDC,65
PPCK,65
PPCOAC,65
PPCSCT,65
PPDK,65
PPGPPDP,65
PPK,65
PPK2,65
PPM,65
PPNCL,65
PPND,65
PPNDH,65
PPOHtex,65
PPPGO2,65
PPPGO4,65
PPS,65
PRAGSr,65
PRAIS,65
PRAIi,65
PRAMPC,65
PRASCSi,65
PRATPP,65
PRFGS,65
PRMICI,65
PRO1y,65
PROTRS,65
PRPPS,65
PS120abcpp,65
PS140abcpp,65
PS141abcpp,65
PS160abcpp,65
PS161abcpp,65
PS180abcpp,65
PS181abcpp,65
PSCVT,65
PSD120,65
PSD140,65
PSD141,65
PSD160,65
PSD161,65
PSD180,65
PSD181,65
PSERT,65
PSP_L,65
PSSA120,65
PSSA140,65
PSSA141,65
PSSA160,65
PSSA161,65
PSSA180,65
PSSA181,65
PTA2,65
PTAr,65
PTAtex,65
PTPATi,65
PUNP1,65
PUTA3,65
PYK,65
PYRt2rpp,65
PYRt4pp,65
PYRtex,65
QULNS,65
RBFK,65
RBFSa,65
RBFSb,65
RBK,65
RDXR,65
RNDR1,65
RNDR2,65
RNDR3,65
RNDR4,65
ROO,65
RPE,65
RPI,65
RZ5PP,65
S7PI,65
SADT2,65
SELCYSLY3,65
SELCYSS,65
SELNPS,65
SERAT,65
SERD_L,65
SERTRS,65
SHCHCC,65
SHCHD2,65
SHCHF,65
SHK3Dr,65
SHKK,65
SO3abcpp,65
SO3tex,65
SO4tex,65
SPMS,65
SPODM,65
SSALy,65
SSCOARy,65
STPT1,65
STPT2,65
SUCBZT1,65
SUCBZT2,65
SUCOAACTr,65
SUCOAS,65
SULFACabcpp,65
SULFACtex,65
SULR,65
SULR2pp,65
SULR3,65
SULRpp,65
SULabcpp,65
T2DECAI,65
TALA,65
TAURabcpp,65
TAURtex,65
TCFERCYT,65
TCURCYT,65
TDPDRE,65
TDPDRR,65
TDPGDH,65
TDSK,65
TDSKN,65
THRA,65
THRA2,65
THRD_L,65
THRPDC,65
THRS,65
THRTRS,65
THZPSN3,65
TKT1,65
TKT2,65
TMDS,65
TMPK,65
TMPPP,65
TOLtex,65
TPI,65
TRDR,65
TRPS1,65
TRPTA,65
TRPTRS,65
TSULabcpp,65
TSULtex,65
TTDCAtexi,65
TTDCEAtexi,65
TUNGSabcpp,65
TUNGStex,65
TYRL,65
TYRTA,65
TYRTRS,65
U23GAAT,65
U23GAATN,65
UAAGDS,65
UACGAMDH,65
UACGAMOAT,65
UACMAMO,65
UAG2E,65
UAGAAT,65
UAGAATN,65
UAGCVT,65
UAGDP,65
UAGPT3,65
UAMAGS,65
UAMAS,65
UAPGR,65
UDCPDP,65
UDCPDPS,65
UDCPDPpp,65
UDPG4E,65
UDPGD,65
UDPGDC,65
UDPGLDC,65
UDPKAAT,65
UGLT,65
UGMDDS,65
UHGADA,65
UHGADAN,65
ULA4NFT,65
UMPK,65
UPLA4FNF,65
UPLA4FNT,65
UPP3MT,65
UPP3S,65
UPPDC1,65
UPPRT,65
URCYT,65
USHD,65
USHDN,65
VACOAI,65
VALTA,65
VALTRS,65
VALabcpp,65
VALtex,65
VANCYT,65
VCACT,65
VCOAD,65
VECOAH,65
VNDH_2,65
VOR1b,65
VOR2b,65
VOR3b,65
WCOS,65
ZN2t4pp,65
ZNabcpp,65
Zn2tex,65
