Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
YRBG-MONOMER	Inner_Membrane	b3196()	Inner_Membrane	s
B0260-MONOMER	Inner_Membrane	b0260()	Inner_Membrane	s
MYRISTOYLACYLTRAN-MONOMER	Inner_Membrane	b1855()	Inner_Membrane	s
PHOSPHAGLYPSYN-MONOMER	Inner_Membrane	b1912()	Inner_Membrane	s
XYLE-MONOMER	Inner_Membrane	b4031()	Inner_Membrane	s
NANT-MONOMER	Inner_Membrane	b3224()	Inner_Membrane	s
EG11639-MONOMER	Inner_Membrane	b1533()	Inner_Membrane	s
CPLX0-1622	Inner_Membrane	b1489()	Inner_Membrane	s
DSBG-CPLX	Periplasm	b0604()	Periplasm	s
CPLX0-7525	Inner_Membrane	b2264()	Inner_Membrane	s
SHIA-MONOMER	Inner_Membrane	b1981()	Inner_Membrane	s
PYRUVOXID-CPLX	Inner_Membrane	b0871()	Inner_Membrane	s
LYSP-MONOMER	Periplasm	b2156()	Periplasm	s
YAAJ-MONOMER	Inner_Membrane	b0007()	Inner_Membrane	s
NIRC-MONOMER	Inner_Membrane	b3367()	Inner_Membrane	s
CPLX0-7811	Inner_Membrane	b3850()	Inner_Membrane	s
GLPT-MONOMER	Inner_Membrane	b2240()	Inner_Membrane	s
CPLX0-7535	Inner_Membrane	b4115()	Inner_Membrane	s
G6782-MONOMER	Periplasm	b1488()	Periplasm	s
DEOA-CPLX	Membrane	b4382()	Membrane	s
PHEP-MONOMER	Inner_Membrane	b0576()	Inner_Membrane	s
HEMX-MONOMER	Inner_Membrane	b3803()	Inner_Membrane	s
CHAA-MONOMER	Inner_Membrane	b1216()	Inner_Membrane	s
InfB_mono	Membrane	b3168()	Membrane	s
EG11189-MONOMER	Inner_Membrane	b3621()	Inner_Membrane	s
APHA-CPLX	Periplasm	b4055()	Periplasm	s
APO-ENTB	Inner_Membrane	b0595()	Inner_Membrane	s
CPLX0-7653	Inner_Membrane	b0875()	Inner_Membrane	s
B0070-MONOMER	Inner_Membrane	b0070()	Inner_Membrane	s
G7410-MONOMER	Periplasm	b2701()	Periplasm	s
G7167-MONOMER	Inner_Membrane	b2254()	Inner_Membrane	s
GABP-MONOMER	Inner_Membrane	b2663()	Inner_Membrane	s
RHAT-MONOMER	Inner_Membrane	b3907()	Inner_Membrane	s
DHPDIOXYGEN-CPLX	Inner_Membrane	b0348()	Inner_Membrane	s
ADHE-CPLX	Membrane	b1241()	Membrane	s
NHAB-MONOMER	Inner_Membrane	b1186()	Inner_Membrane	s
B2170-MONOMER	Inner_Membrane	b2170()	Inner_Membrane	s
RHTC-MONOMER	Inner_Membrane	b3823()	Inner_Membrane	s
Rho_hexa	Membrane	b3783()	Membrane	s
Tig_mono	Membrane	b0436()	Membrane	s
CPLX0-7819	Inner_Membrane	b0047()	Inner_Membrane	s
RNase_E_tetra	Inner_Membrane	b1084()	Inner_Membrane	s
YCHM-MONOMER	Inner_Membrane	b1206()	Inner_Membrane	s
CPLX0-7717	Inner_Membrane	b3396()	Inner_Membrane	s
B1296-MONOMER	Inner_Membrane	b1296()	Inner_Membrane	s
RFBX-MONOMER	Inner_Membrane	b2037()	Inner_Membrane	s
B0709-MONOMER	Inner_Membrane	b0709()	Inner_Membrane	s
CPLX0-1581	Outer_Membrane	b0622()	Outer_Membrane	s
GLUCDEHYDROG-MONOMER	Periplasm	b0124()	Periplasm	s
CPLX0-1669	Inner_Membrane	b1701()	Inner_Membrane	s
GNTT-MONOMER	Inner_Membrane	b3415()	Inner_Membrane	s
MONOMER0-341	Outer_Membrane	b3821()	Outer_Membrane	s
CPLX0-7717_G6561-MONOMER	Inner_Membrane	b3396()	Inner_Membrane	s
DCTA-MONOMER	Inner_Membrane	b3528()	Inner_Membrane	s
GALP-MONOMER	Inner_Membrane	b2943()	Inner_Membrane	s
AMINEOXID-CPLX	Periplasm	b1386()	Periplasm	s
CPLX0-7843	Inner_Membrane	b0904()	Inner_Membrane	s
Eno_dim	Membrane	b2779()	Membrane	s
GLUTAMINESYN-OLIGOMER	Membrane	b3870()	Membrane	s
EG10606-MONOMER	Periplasm	b0635()	Periplasm	s
L-LACTDEHYDROGFMN-MONOMER	Inner_Membrane	b3605()	Inner_Membrane	s
EG11110-MONOMER	Inner_Membrane	b0736()	Inner_Membrane	s
NUPC-MONOMER	Inner_Membrane	b2393()	Inner_Membrane	s
G6622-MONOMER	Outer_Membrane	b1193()	Outer_Membrane	s
DSBC-CPLX	Periplasm	b2893()	Periplasm	s
YEAV-MONOMER	Inner_Membrane	b1801()	Inner_Membrane	s
EG12407-MONOMER	Periplasm	b0828()	Periplasm	s
CPLX0-301	Inner_Membrane	b3843()	Inner_Membrane	s
DLACTDEHYDROGFAD-MONOMER	Inner_Membrane	b2133()	Inner_Membrane	s
POTE-MONOMER	Inner_Membrane	b0692()	Inner_Membrane	s
LCTP-MONOMER	Inner_Membrane	b3603()	Inner_Membrane	s
G6886-MONOMER	Periplasm	b1646()	Periplasm	s
ADENYLOSUCCINATE-SYN-DIMER	Membrane	b4177()	Membrane	s
CMR-MONOMER	Inner_Membrane	b0842()	Inner_Membrane	s
PGPPHOSPHAB-MONOMER	Outer_Membrane	b1278()	Outer_Membrane	s
GLYCPDIESTER-PERI-CPLX	Periplasm	b2239()	Periplasm	s
GAPDH-A-CPLX	Membrane	b1779()	Membrane	s
GLTS-MONOMER	Inner_Membrane	b3653()	Inner_Membrane	s
EG12015-MONOMER	Periplasm	b2134()	Periplasm	s
EG12318-MONOMER	Periplasm	b0123()	Periplasm	s
EG12445-MONOMER	Inner_Membrane	b2578()	Inner_Membrane	s
CPLX0-7629	Inner_Membrane	b0019()	Inner_Membrane	s
CPLX0-2141	Periplasm	b3035()	Periplasm	s
G7949-MONOMER	Inner_Membrane	b4367()	Inner_Membrane	s
ASPARTASE-CPLX	Membrane	b4139()	Membrane	s
EG11035-MONOMER	Outer_Membrane	b0411()	Outer_Membrane	s
CPDB-MONOMER	Periplasm	b4213()	Periplasm	s
MALATE-DEHASE	Membrane	b3236()	Membrane	s
G7458-MONOMER	Periplasm	b2817()	Periplasm	s
ENOYL-ACP-REDUCT-NADH-MONOMER	Membrane	b1288()	Membrane	s
PSD-MONOMER	Inner_Membrane	b4160()	Inner_Membrane	s
CPLX0-3951	Periplasm	b0149()	Periplasm	s
EG10168-MONOMER	Periplasm	b0657()	Periplasm	s
CODB-MONOMER	Inner_Membrane	b0336()	Inner_Membrane	s
TmcA_mono	Inner_Membrane	b2474()	Inner_Membrane	s
EG10669-MONOMER	Periplasm	b0957()	Periplasm	s
PPX-CPLX	Inner_Membrane	b2502()	Inner_Membrane	s
ALKAPHOSPHA-CPLX	Periplasm	b0383()	Periplasm	s
YNFJ-MONOMER	Inner_Membrane	b1592()	Inner_Membrane	s
RpsG_mono	Membrane	b3341()	Membrane	s
CPLX0-3681	Membrane	b3619()	Membrane	s
CDPDIGLYPYPHOSPHA-MONOMER	Inner_Membrane	b3918()	Inner_Membrane	s
CPLX0-7704	Inner_Membrane	b0914()	Inner_Membrane	s
EG10201-MONOMER	Periplasm	b0632()	Periplasm	s
Met_RS_dim	Membrane	b2114()	Membrane	s
TPI-CPLX	Membrane	b3919()	Membrane	s
RpsA_mono	Membrane	b0911()	Membrane	s
DIHYDROPTERIREDUCT-CPLX	Membrane	b0578()	Membrane	s
EG12115-MONOMER	Inner_Membrane	b4374()	Inner_Membrane	s
G7146-MONOMER	Inner_Membrane	b2174()	Inner_Membrane	s
NADH-DHII-MONOMER	Inner_Membrane	b1109()	Inner_Membrane	s
URAA-MONOMER	Inner_Membrane	b2497()	Inner_Membrane	s
YHAU-MONOMER	Inner_Membrane	b3127()	Inner_Membrane	s
ENTD-MONOMER	Inner_Membrane	b0583()	Inner_Membrane	s
ARCD-MONOMER	Inner_Membrane	b1605()	Inner_Membrane	s
EG11724-MONOMER	Inner_Membrane	b3714()	Inner_Membrane	s
TRANS-CPLX-201	Periplasm	b3035()	Periplasm	s
MHPT-MONOMER	Inner_Membrane	b0353()	Inner_Membrane	s
PITB-MONOMER	Inner_Membrane	b2987()	Inner_Membrane	s
TDCC-MONOMER	Inner_Membrane	b3116()	Inner_Membrane	s
DEOD-CPLX	Membrane	b4384()	Membrane	s
COBS-MONOMER	Inner_Membrane	b1992()	Inner_Membrane	s
KDGT-MONOMER	Inner_Membrane	b3909()	Inner_Membrane	s
G7170-MONOMER	Inner_Membrane	b2257()	Inner_Membrane	s
PHOSPHASERSYN-CPLX	Inner_Membrane	b2585()	Inner_Membrane	s
EG10696-MONOMER	Inner_Membrane	b0932()	Inner_Membrane	s
YGGA-MONOMER	Inner_Membrane	b2923()	Inner_Membrane	s
ACETATEKINA-MONOMER	Membrane	b2296()	Membrane	s
EG10203-MONOMER	Periplasm	b0839()	Periplasm	s
ACYLCOADEHYDROG-MONOMER	Inner_Membrane	b0221()	Inner_Membrane	s
G6849-MONOMER	Inner_Membrane	b1591()	Inner_Membrane	s
CPLX0-7630	Periplasm	b0494()	Periplasm	s
FUCP-MONOMER	Inner_Membrane	b2801()	Inner_Membrane	s
SDAC-MONOMER	Inner_Membrane	b2796()	Inner_Membrane	s
PANF-MONOMER	Inner_Membrane	b3258()	Inner_Membrane	s
YGJE-MONOMER	Inner_Membrane	b3063()	Inner_Membrane	s
DISULFOXRED-MONOMER	Periplasm	b3860()	Periplasm	s
EG12267-MONOMER	Inner_Membrane	b3546()	Inner_Membrane	s
Tsf_mono	Membrane	b0170()	Membrane	s
CPLX-7	Inner_Membrane	b3502()	Inner_Membrane	s
CPLX0-7530	Outer_Membrane	b0241()	Outer_Membrane	s
AMPG-MONOMER	Inner_Membrane	b0433()	Inner_Membrane	s
PALMITOTRANS-MONOMER	Inner_Membrane	b2378()	Inner_Membrane	s
CPLX0-7533	Outer_Membrane	b2215()	Outer_Membrane	s
CPLX0-7655	Outer_Membrane	b4036()	Outer_Membrane	s
RPOA-MONOMER	Periplasm	b2010()	Periplasm	s
TufB_mono	Inner_Membrane	b3980()	Inner_Membrane	s
ENTF-MONOMER	Inner_Membrane	b0586()	Inner_Membrane	s
G6700-MONOMER	Outer_Membrane	b1377()	Outer_Membrane	s
G7921-MONOMER	Outer_Membrane	b4311()	Outer_Membrane	s
TETRAACYLDISACC4KIN-MONOMER	Inner_Membrane	b0915()	Inner_Membrane	s
G7457-MONOMER	Periplasm	b2813()	Periplasm	s
ANSP-MONOMER	Inner_Membrane	b1453()	Inner_Membrane	s
NARK-MONOMER	Inner_Membrane	b1223()	Inner_Membrane	s
GNTP-MONOMER	Inner_Membrane	b4321()	Inner_Membrane	s
BTUE-MONOMER	Periplasm	b1710()	Periplasm	s
CPLX0-3951_G6561-MONOMER	Periplasm	b0149()	Periplasm	s
EG10456-MONOMER	Periplasm	b2552()	Periplasm	s
CPLX0-7641	Inner_Membrane	b3915()	Inner_Membrane	s
PUTP-MONOMER	Inner_Membrane	b1015()	Inner_Membrane	s
UBIX-MONOMER_DHHB-METHYLTRANSFER-MONOMER	Inner_Membrane	b2232()	Inner_Membrane	s
NACMURLALAAMI1-MONOMER	Periplasm	b2435()	Periplasm	s
PYRUVFORMLY-INACTIVE-CPLX	Membrane	b0903()	Membrane	s
YIDK-MONOMER	Inner_Membrane	b3679()	Inner_Membrane	s
CPLX0-7532	Inner_Membrane	b0451()	Inner_Membrane	s
DnaK_mono	Inner_Membrane	b0014()	Inner_Membrane	s
CFA-CPLX	Inner_Membrane	b1661()	Inner_Membrane	s
KETOBUTFORMLY-INACT-MONOMER	Membrane	b3114()	Membrane	s
EG10341-MONOMER	Inner_Membrane	b0084()	Inner_Membrane	s
G6880-MONOMER	Inner_Membrane	b1640()	Inner_Membrane	s
EG10043-MONOMER	Inner_Membrane	b4214()	Inner_Membrane	s
InfC_mono	Membrane	b1718()	Membrane	s
XASA-MONOMER	Inner_Membrane	b1492()	Inner_Membrane	s
CYCA-MONOMER	Inner_Membrane	b4208()	Inner_Membrane	s
GLUCOSE-1-PHOSPHAT-CPLX	Periplasm	b1002()	Periplasm	s
B2975-MONOMER	Inner_Membrane	b2975()	Inner_Membrane	s
CPLX0-7642	Inner_Membrane	b4111()	Inner_Membrane	s
G7800-MONOMER	Inner_Membrane	b4481()	Inner_Membrane	s
EG12134-MONOMER	Inner_Membrane	b0813()	Inner_Membrane	s
DnaJ_dim	Membrane	b0015()	Membrane	s
CARDIOLIPSYN-MONOMER	Inner_Membrane	b1249()	Inner_Membrane	s
G7814-MONOMER	Outer_Membrane	b3875()	Outer_Membrane	s
EG11671-MONOMER	Inner_Membrane	b2223()	Inner_Membrane	s
YJIZ-MONOMER	Inner_Membrane	b4356()	Inner_Membrane	s
EG11350-MONOMER	Inner_Membrane	b3629()	Inner_Membrane	s
FEOB-MONOMER	Inner_Membrane	b3409()	Inner_Membrane	s
CPLX0-7695	Inner_Membrane	b1524()	Inner_Membrane	s
GLCNACPTRANS-MONOMER	Inner_Membrane	b3784()	Inner_Membrane	s
GLUTATHIONE-REDUCT-NADPH-CPLX	Membrane	b3500()	Membrane	s
YICE-MONOMER	Inner_Membrane	b3654()	Inner_Membrane	s
EG11985-MONOMER	Inner_Membrane	b2032()	Inner_Membrane	s
EG10544-MONOMER	Periplasm	b1677()	Periplasm	s
NACMURLALAAMI2-MONOMER	Periplasm	b4169()	Periplasm	s
PPK-CPLX	Outer_Membrane	b2501()	Outer_Membrane	s
G6701-MONOMER	Inner_Membrane	b1378()	Inner_Membrane	s
FOCB-MONOMER	Inner_Membrane	b2492()	Inner_Membrane	s
EG10374-MONOMER	Periplasm	b3447()	Periplasm	s
G6657-MONOMER	Outer_Membrane	b1319()	Outer_Membrane	s
YHFM-MONOMER	Inner_Membrane	b3370()	Inner_Membrane	s
YADQ-MONOMER	Inner_Membrane	b0155()	Inner_Membrane	s
LACY-MONOMER	Inner_Membrane	b0343()	Inner_Membrane	s
EG11674-MONOMER	Inner_Membrane	b3059()	Inner_Membrane	s
YIDT-MONOMER	Inner_Membrane	b3691()	Inner_Membrane	s
SAICARSYN-CPLX	Membrane	b2476()	Membrane	s
MnmEG_cplx	Inner_Membrane	b3706()	Inner_Membrane	s
TatA_MONOMER	Inner_Membrane	b3836()	Inner_Membrane	s
TatE_MONOMER	Inner_Membrane	b0627()	Inner_Membrane	s
SecA_MONOMER	Inner_Membrane	b0098()	Inner_Membrane	s
LolA_MONOMER	Periplasm	b0891()	Periplasm	s
LolB_MONOMER	Periplasm	b1209()	Periplasm	s
YidC_MONOMER	Inner_Membrane	b3705()	Inner_Membrane	s
SurA_MONOMER	Periplasm	b0053()	Periplasm	s
Lgt_MONOMER	Inner_Membrane	b2828()	Inner_Membrane	s
LspA_MONOMER	Inner_Membrane	b0027()	Inner_Membrane	s
FtsY_MONOMER	Inner_Membrane	b3464()	Inner_Membrane	s
CPLX0-1601	Inner_Membrane	b1587()	Periplasm	t
G6845-MONOMER	Inner_Membrane	b1587()	Periplasm	t
CPLX0-1601	Inner_Membrane	b1590()	Inner_Membrane	r
G6848-MONOMER	Inner_Membrane	b1590()	Inner_Membrane	r
CPLX0-1601	Inner_Membrane	b1588()	Periplasm	t
G6846-MONOMER	Inner_Membrane	b1588()	Periplasm	t
CPLX0-1601	Inner_Membrane	b1589()	Periplasm	t
G6847-MONOMER	Inner_Membrane	b1589()	Periplasm	t
YDGEF-CPLX	Inner_Membrane	b1599()	Inner_Membrane	r
B1599-MONOMER	Inner_Membrane	b1599()	Inner_Membrane	r
YDGEF-CPLX	Inner_Membrane	b1600()	Inner_Membrane	r
B1600-MONOMER	Inner_Membrane	b1600()	Inner_Membrane	r
ANSB-MONOMER	Periplasm	b2957()	Periplasm	s
CPLX_DSBDR-0	Inner_Membrane	b4136()	Inner_Membrane	r
CPLX_DSBDR-1	Inner_Membrane	b4136()	Inner_Membrane	r
CPLX_TDSR1-0	Inner_Membrane	b4136()	Inner_Membrane	r
CPLX_TDSR2-0	Inner_Membrane	b4136()	Inner_Membrane	r
NITRATREDUCTZ-CPLX	Inner_Membrane	b1465()	Inner_Membrane	r
NARV-MONOMER	Inner_Membrane	b1465()	Inner_Membrane	r
CPLX_NO3R1pp-0	Inner_Membrane	b1465()	Inner_Membrane	r
ABC-3-CPLX	Inner_Membrane	b2308()	Inner_Membrane	r
ABC-14-CPLX	Inner_Membrane	b2308()	Inner_Membrane	r
HISQ-MONOMER	Inner_Membrane	b2308()	Inner_Membrane	r
ABC-3-CPLX	Inner_Membrane	b2310()	Periplasm	s
ARGT-MONOMER	Inner_Membrane	b2310()	Periplasm	s
ABC-3-CPLX	Inner_Membrane	b2307()	Inner_Membrane	r
ABC-14-CPLX	Inner_Membrane	b2307()	Inner_Membrane	r
HISM-MONOMER	Inner_Membrane	b2307()	Inner_Membrane	r
CYT-O-UBIOX-CPLX	Inner_Membrane	b0429()	Inner_Membrane	r
CYOD-MONOMER	Inner_Membrane	b0429()	Inner_Membrane	r
CYT-O-UBIOX-CPLX	Inner_Membrane	b0431()	Inner_Membrane	p
CYOB-MONOMER	Inner_Membrane	b0431()	Inner_Membrane	p
CYT-O-UBIOX-CPLX	Inner_Membrane	b0430()	Inner_Membrane	r
CYOC-MONOMER	Inner_Membrane	b0430()	Inner_Membrane	r
CYT-O-UBIOX-CPLX	Inner_Membrane	b0432()	Inner_Membrane	p
CYOA-MONOMER	Inner_Membrane	b0432()	Inner_Membrane	p
CPLX-167	Inner_Membrane	b0679()	Inner_Membrane	r
NAGE-MONOMER	Inner_Membrane	b0679()	Inner_Membrane	r
ABC-70-CPLX	Inner_Membrane	b3917()	Periplasm	s
SBP-MONOMER	Inner_Membrane	b3917()	Periplasm	s
