,query,evalue
HP1292,b3294,3.0699999999999998e-30
HP1293,b3295,1.38e-41
HP1294,b3296,1.0800000000000001e-64
HP1295,b3297,8.829999999999999e-48
HP1296,b3298,4.02e-42
HP1297,b3299,2.64e-15
HP1298,b0884,5.5e-29
HP1299,b0168,5.6599999999999994e-61
HP1300,b3300,1.35e-98
HP1301,b3301,2.39e-22
HP1302,b3303,8.19e-49
HP1304,b3305,4.81e-45
HP1305,b3306,9.7e-30
HP1306,b3307,7.03e-12
HP1307,b3308,8.720000000000001e-56
HP1309,b3310,7.39e-56
HP1310,b3311,6.1900000000000006e-21
HP1312,b3313,6.26e-57
HP1313,b3314,4.1799999999999994e-89
HP1314,b3315,4.8e-16
HP1315,b3316,5.76e-38
HP1316,b3317,1e-91
HP1318,b3319,4e-32
HP1319,b3320,2.2900000000000002e-29
HP1320,b3321,1.4799999999999998e-42
HP1323,b0183,1.23e-27
HP1325,b1611,0.0
HP1328,b0574,1.7199999999999998e-23
HP1329,b0575,0.0
HP1331,b2682,4.57e-15
HP1332,b0015,3.36e-89
HP1335,b1133,4.48e-61
HP1337,b0639,6.53e-11
HP1338,b3481,2.82e-15
HP1343,b2832,1.03e-56
HP1344,b3816,8.86e-39
HP1345,b2926,1.19e-101
HP1346,b1779,3.53e-86
HP1347,b2580,2.9400000000000004e-47
HP1350,b1830,2.35e-33
HP1352,b3262,4.6799999999999996e-34
HP1355,b0109,1.12e-43
HP1356,b0750,1.8e-36
HP1357,b4160,6.69e-30
HP1360,b4040,1.94e-11
HP1362,b4052,1.51e-80
HP1363,b4167,6.440000000000001e-31
HP1365,b3025,4.92e-25
HP1373,b3251,7.350000000000001e-124
HP1374,b0438,1.62e-146
HP1375,b0181,1.13e-59
HP1376,b0180,5.91e-41
HP1379,b0439,0.0
HP1385,b4232,1.4700000000000001e-21
HP1386,b3386,1.8899999999999998e-54
HP1393,b2616,1.4e-19
HP1394,b2615,2.42e-28
HP1398,b1603,7.290000000000001e-21
HP1403,b4349,9.06e-28
HP1406,b0775,1.74e-42
HP1413,b2794,6.21e-18
HP1414,b0637,5.11e-12
HP1415,b4171,3.67e-39
HP1419,b1949,2.86e-17
HP1420,b1941,1.76e-105
HP1421,b3326,1.93e-14
HP1422,b0026,0.0
HP1428,b2517,2.0099999999999997e-61
HP1429,b3197,5.37e-73
HP1431,b0051,2.33e-24
HP1434,b1232,1.2e-79
HP1435,b1766,1.82e-22
HP1441,b3363,2.16e-22
HP1444,b2620,2.35e-27
HP1450,b3705,1.0199999999999999e-74
HP1452,b3706,4.81e-69
HP1459,b1269,1.74e-26
HP1460,b0184,0.0
HP1461,b3518,4.76e-50
HP1466,b3194,1.59e-22
HP1468,b3770,6.87e-34
HP1470,b3863,1.67e-117
HP1474,b1098,4.65e-19
HP1475,b3634,2.6400000000000003e-59
HP1476,b2311,1.04e-28
HP1478,b3813,1.39e-111
HP1480,b0893,9.279999999999998e-128
HP1483,b3833,6.1e-29
HP1488,b0795,9.27e-13
HP1490,b4218,1.47e-43
HP1494,b0085,1.1099999999999999e-48
HP1497,b1204,2.32e-20
HP1504,b2575,1.86e-11
HP1505,b0414,1.32e-12
HP1506,b3653,3.84e-134
HP1509,b3059,9.08e-14
HP1513,b3591,1.17e-42
HP1514,b3169,5.91e-38
HP1523,b3652,1.4e-65
HP1526,b1749,2.5000000000000002e-29
HP1529,b3702,2.13e-76
HP1532,b3729,2.37e-145
HP1541,b1114,2.59e-147
HP1543,b1856,3.57e-26
HP1545,b2315,6.119999999999999e-34
HP1547,b0642,0.0
HP1549,b0409,1.48e-65
HP1550,b0408,6.1399999999999995e-90
HP1551,b0407,5.33e-20
HP1552,b0019,4.6699999999999995e-95
HP1553,b2820,4.91e-12
HP1554,b0169,1.3800000000000002e-79
HP1555,b0170,1.4700000000000001e-56
HP1556,b0084,5.63e-32
HP1558,b1074,7.270000000000001e-21
HP1563,b0605,7.370000000000001e-27
HP1564,b0197,6.09e-59
HP1565,b0635,1.68e-84
HP1567,b3865,4.9e-25
HP1570,b3198,1.74e-37
HP1571,b0633,4.64e-13
HP1572,b0211,3.92e-28
HP1573,b1100,5.3e-50
HP1574,b1662,1.32e-23
HP1576,b0199,4.01e-98
HP1577,b0198,5.4599999999999994e-48
HP1582,b2564,8.51e-51
HP1583,b0052,9.229999999999999e-42
HP1584,b3064,5.89e-55
HP1585,b1078,1.76e-83
HP1588,b0011,4.43e-22
b0002,HP1229,6.4599999999999994e-46
b0003,HP1050,2.25e-19
b0004,HP0098,4.7799999999999997e-42
b0007,HP0942,9.500000000000001e-70
b0009,HP0799,6.96e-62
b0011,HP1588,8.089999999999999e-28
b0014,HP0109,0.0
b0015,HP1332,2.86e-92
b0019,HP1552,9.34e-103
b0025,HP1087,5.26e-26
b0026,HP1422,0.0
b0029,HP0400,4.51e-39
b0031,HP0510,2.94e-36
b0032,HP1237,8.2e-87
b0033,HP0919,0.0
b0047,HP0471,5.67e-39
b0051,HP1431,1.61e-23
b0052,HP1583,3.55e-42
b0066,HP0819,1.7e-36
b0082,HP0707,7.49e-51
b0084,HP1556,3.76e-30
b0085,HP1494,1.59e-60
b0087,HP0493,8.16e-97
b0088,HP0494,3.1400000000000002e-31
b0090,HP1155,7.090000000000001e-27
b0091,HP0623,8.91e-52
b0094,HP0978,8.540000000000001e-43
b0095,HP0979,1.7600000000000003e-58
b0096,HP1052,8.89e-84
b0098,HP0786,0.0
b0103,HP0831,9.45e-27
b0104,HP0854,7.149999999999999e-42
b0109,HP1355,2.64e-50
b0118,HP0779,0.0
b0131,HP0034,4.44e-25
b0133,HP0006,5.83e-58
b0134,HP1058,4.54e-66
b0142,HP1036,4.52e-17
b0143,HP0640,1.21e-25
b0149,HP0597,1.38e-72
b0151,HP0888,5.38e-26
b0154,HP0306,2.89e-155
b0159,HP0089,1.76e-36
b0168,HP1299,2.12e-61
b0169,HP1554,4.52e-80
b0170,HP1555,4.1900000000000004e-57
b0171,HP0777,5.4199999999999996e-67
b0172,HP1256,2.92e-51
b0173,HP0216,6.75e-60
b0174,HP1221,2.63e-64
b0175,HP0215,8.549999999999999e-24
b0176,HP0258,1.93e-25
b0177,HP0655,4.01e-25
b0179,HP0196,1.66e-42
b0180,HP1376,2.01e-41
b0181,HP1375,3.94e-60
b0182,HP0867,4.97e-36
b0183,HP1323,4.4900000000000005e-21
b0184,HP1460,0.0
b0185,HP0557,7.25e-101
b0188,HP0728,1.08e-13
b0194,HP0238,5.06e-137
b0197,HP1564,2.18e-59
b0198,HP1577,9.440000000000001e-32
b0199,HP1576,1.51e-98
b0200,HP0860,7.93e-42
b0211,HP1572,1.71e-28
b0214,HP0661,9.22e-50
b0219,HP0309,6.11e-16
b0225,HP0892,1.06e-14
b0260,HP1017,7.140000000000001e-122
b0301,HP0565,2.1800000000000002e-29
b0306,HP0139,2.67e-46
b0307,HP0138,1.3100000000000001e-123
b0325,HP1104,3.22e-91
b0339,HP0004,2.44e-34
b0369,HP0163,1.45e-112
b0381,HP0738,6.149999999999999e-28
b0386,HP1158,6.35e-17
b0405,HP1062,1.19e-69
b0406,HP0281,1.46e-120
b0407,HP1551,2.06e-18
b0408,HP1550,1.17e-87
b0409,HP1549,3.2500000000000003e-56
b0414,HP1505,5.05e-13
b0415,HP0002,2.68e-51
b0416,HP0001,1.81e-17
b0418,HP0737,6.33e-19
b0419,HP1193,6.09e-38
b0420,HP0354,4.13e-150
b0421,HP0929,1.92e-46
b0427,HP1181,2.38e-39
b0436,HP0795,1.0499999999999999e-42
b0437,HP0794,1.18e-102
b0438,HP1374,1.7e-144
b0439,HP1379,0.0
b0440,HP0835,2.43e-14
b0441,HP0977,1.2e-15
b0444,HP0639,2.85e-53
b0469,HP0572,4.2999999999999994e-54
b0470,HP0717,9.62e-76
b0472,HP0925,4.14e-38
b0473,HP0210,0.0
b0474,HP0618,4.85e-13
b0475,HP0376,4.0899999999999997e-23
b0484,HP1072,1.05e-125
b0493,HP0890,6.88e-40
b0495,HP0179,1.62e-39
b0512,HP0266,2.09e-12
b0526,HP0886,1.2400000000000001e-118
b0529,HP0577,4.52e-93
b0571,HP0166,6.98e-36
b0574,HP1328,7.42e-24
b0575,HP1329,0.0
b0578,HP0954,2.1e-18
b0598,HP1168,0.0
b0600,HP0672,1.71e-47
b0605,HP1563,2.5e-27
b0633,HP1571,1.26e-13
b0634,HP0743,4.5399999999999995e-54
b0635,HP1565,6.48e-85
b0637,HP1414,1.7e-12
b0639,HP1337,2.92e-11
b0642,HP1547,0.0
b0644,HP1117,4.6899999999999996e-24
b0659,HP1160,5.27e-13
b0661,HP0269,6.31e-88
b0683,HP1027,2.0899999999999997e-23
b0684,HP1161,1.74e-45
b0720,HP0026,2.9800000000000002e-123
b0723,HP0192,6.7e-108
b0736,HP0496,4.07e-21
b0741,HP1125,1.54e-17
b0750,HP1356,4.03e-34
b0759,HP0360,3.1399999999999997e-54
b0763,HP0473,1.49e-19
b0774,HP0976,6.14e-77
b0775,HP1406,7.64e-43
b0776,HP0598,7.28e-39
b0778,HP0029,4.58e-14
b0779,HP1114,0.0
b0781,HP0768,7.31e-52
b0783,HP0798,2.7699999999999997e-41
b0795,HP1488,3.1e-16
b0820,HP0853,2.09e-155
b0826,HP0814,3.5899999999999998e-40
b0827,HP0172,2.06e-62
b0835,HP0734,4.37e-57
b0860,HP1172,2.18e-19
b0881,HP0032,1.2e-15
b0882,HP0033,0.0
b0884,HP1298,1.9700000000000002e-29
b0888,HP0825,6.98e-64
b0890,HP1090,1.71e-131
b0892,HP1026,7.06e-65
b0893,HP1480,3.45e-128
b0908,HP0401,2.79e-30
b0911,HP0399,6.09e-76
b0914,HP1082,3.74e-95
b0918,HP0230,3.92e-44
b0927,HP0813,1.06e-19
b0945,HP1011,1.72e-77
b0970,HP0920,6.39e-22
b0972,HP0631,8.2e-98
b0973,HP0632,9.19e-153
b0974,HP0633,6.51e-16
b1000,HP1024,2.32e-46
b1014,HP0056,2.28e-63
b1015,HP0055,1.3900000000000001e-164
b1046,HP0190,3.01e-70
b1056,HP1286,9.01e-28
b1062,HP0581,2.5599999999999997e-52
b1069,HP0885,3.79e-49
b1074,HP1558,2.17e-21
b1076,HP0870,6.079999999999999e-38
b1078,HP1585,6.25e-84
b1079,HP0325,1.06e-19
b1080,HP0246,9.27e-75
b1082,HP1119,3.3099999999999997e-23
b1090,HP0201,6.0100000000000005e-64
b1091,HP0202,1.3199999999999998e-89
b1092,HP0090,1.64e-47
b1093,HP0561,7.89e-67
b1094,HP0559,3.62e-22
b1095,HP0558,6.58e-130
b1097,HP0587,2.22e-19
b1098,HP1474,1.86e-19
b1100,HP1573,1.98e-50
b1103,HP0404,1.52e-22
b1114,HP1541,1.07e-147
b1116,HP0787,2.9e-33
b1131,HP1112,1.33e-18
b1133,HP1335,7.620000000000001e-64
b1136,HP0027,0.0
b1175,HP0331,1.23e-91
b1189,HP0943,1.2900000000000001e-31
b1203,HP0569,3.34e-134
b1204,HP1497,1.78e-21
b1206,HP0228,7.83e-30
b1207,HP0742,2.04e-122
b1210,HP0239,1.46e-49
