Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,replicon
HP_RS06700,HP1356,1417888,1418899,HP_RS06700-MONOMER,NC_000915.1
HP_RS04535,HP0930,992712,993516,HP_RS04535-MONOMER,NC_000915.1
HP_RS01970,HP0400,411221,412046,HP_RS01970-MONOMER,NC_000915.1
HP_RS06600,HP1337,1397818,1398334,HP_RS06600-MONOMER,NC_000915.1
HP_RS04445,HP0910,961475,962627,HP_RS04445-MONOMER,NC_000915.1
HP_RS01870,HP0380,390124,391471,HP_RS01870-MONOMER,NC_000915.1
HP_RS06505,HP1318,1379607,1380255,HP_RS06505-MONOMER,NC_000915.1
HP_RS04325,HP0887,938414,942287,HP_RS04325-MONOMER,NC_000915.1
HP_RS01745,HP0356,366225,366984,HP_RS01745-MONOMER,NC_000915.1
HP_RS06425,HP1302,1373084,1373528,HP_RS06425-MONOMER,NC_000915.1
HP_RS04205,HP0862,914533,915205,HP_RS04205-MONOMER,NC_000915.1
HP_RS01615,HP0328,343587,344526,HP_RS01615-MONOMER,NC_000915.1
HP_RS06335,HP1284,1360546,1361587,HP_RS06335-MONOMER,NC_000915.1
HP_RS04100,HP0840,891499,892483,HP_RS04100-MONOMER,NC_000915.1
HP_RS01510,HP0306,323724,325017,HP_RS01510-MONOMER,NC_000915.1
HP_RS06250,HP1267,1340464,1341454,HP_RS06250-MONOMER,NC_000915.1
HP_RS03975,HP0816,869156,869930,HP_RS03975-MONOMER,NC_000915.1
HP_RS01430,HP0290,306752,307970,HP_RS01430-MONOMER,NC_000915.1
HP_RS03885,HP0798,854857,855334,HP_RS03885-MONOMER,NC_000915.1
HP_RS01365,HP0277,285031,285286,HP_RS01365-MONOMER,NC_000915.1
HP_RS03785,HP0777,830281,831004,HP_RS03785-MONOMER,NC_000915.1
HP_RS01255,HP0255,264708,265944,HP_RS01255-MONOMER,NC_000915.1
HP_RS01230,HP0250,258800,260351,HP_RS01230-MONOMER,NC_000915.1
HP_RS03665,HP0751,806463,806823,HP_RS03665-MONOMER,NC_000915.1
HP_RS06115,HP1240,1313613,1314186,HP_RS06115-MONOMER,NC_000915.1
HP_RS01130,HP0230,240353,241085,HP_RS01130-MONOMER,NC_000915.1
HP_RS03580,HP0736,791167,792277,HP_RS03580-MONOMER,NC_000915.1
HP_RS06030,HP1222,1297128,1299969,HP_RS06030-MONOMER,NC_000915.1
HP_RS01040,HP0212,219097,220249,HP_RS01040-MONOMER,NC_000915.1
HP_RS03480,HP0714,768088,769333,HP_RS03480-MONOMER,NC_000915.1
HP_RS05905,HP1202,1279047,1279473,HP_RS05905-MONOMER,NC_000915.1
HP_RS00930,HP0191,197125,197863,HP_RS00930-MONOMER,NC_000915.1
HP_RS03365,HP0687,737393,739322,HP_RS03365-MONOMER,NC_000915.1
HP_RS05810,HP1182,1250837,1251599,HP_RS05810-MONOMER,NC_000915.1
HP_RS00840,HP0172,178711,179887,HP_RS00840-MONOMER,NC_000915.1
HP_RS03235,HP0656,703486,704548,HP_RS03235-MONOMER,NC_000915.1
HP_RS07835,HP1583,1661399,1662323,HP_RS07835-MONOMER,NC_000915.1
HP_RS05710,HP1162,1227530,1228112,HP_RS05710-MONOMER,NC_000915.1
HP_RS00725,HP0147,158741,159602,HP_RS00725-MONOMER,NC_000915.1
HP_RS03145,HP0638,684773,685691,HP_RS03145-MONOMER,NC_000915.1
HP_RS07740,HP1564,1645959,1646775,HP_RS07740-MONOMER,NC_000915.1
HP_RS05615,HP1143,1205324,1206626,HP_RS05615-MONOMER,NC_000915.1
HP_RS00630,HP0125,137568,137763,HP_RS00630-MONOMER,NC_000915.1
HP_RS03045,HP_RS03045,664442,665048,HP_RS03045-MONOMER,NC_000915.1
HP_RS07640,HP1545,1623813,1624998,HP_RS07640-MONOMER,NC_000915.1
HP_RS05530,HP1125,1190156,1190696,HP_RS05530-MONOMER,NC_000915.1
HP_RS00540,HP0106,113332,114475,HP_RS00540-MONOMER,NC_000915.1
HP_RS02945,HP0597,630839,632819,HP_RS02945-MONOMER,NC_000915.1
HP_RS07505,HP1517,1590648,1594488,HP_RS07505-MONOMER,NC_000915.1
HP_RS05415,HP1103,1164155,1165166,HP_RS05415-MONOMER,NC_000915.1
HP_RS00435,HP0086,90151,91504,HP_RS00435-MONOMER,NC_000915.1
HP_RS02855,HP0580,610902,612021,HP_RS02855-MONOMER,NC_000915.1
HP_RS07410,HP1496,1569508,1570045,HP_RS07410-MONOMER,NC_000915.1
HP_RS05310,HP1080,1138895,1139465,HP_RS05310-MONOMER,NC_000915.1
HP_RS00340,HP0067,72020,72818,HP_RS00340-MONOMER,NC_000915.1
HP_RS02765,HP0562,595288,595501,HP_RS02765-MONOMER,NC_000915.1
HP_RS07320,HP1478,1549610,1551659,HP_RS07320-MONOMER,NC_000915.1
HP_RS05200,HP1058,1119910,1120723,HP_RS05200-MONOMER,NC_000915.1
HP_RS00200,HP0037,36555,37611,HP_RS00200-MONOMER,NC_000915.1
HP_RS02665,HP0542,573863,574292,HP_RS02665-MONOMER,NC_000915.1
HP_RS07225,HP1459,1528140,1528929,HP_RS07225-MONOMER,NC_000915.1
HP_RS05115,HP1041,1100926,1103128,HP_RS05115-MONOMER,NC_000915.1
HP_RS00110,HP0018,16931,18272,HP_RS00110-MONOMER,NC_000915.1
HP_RS02585,HP0525,552471,553464,HP_RS02585-MONOMER,NC_000915.1
HP_RS07140,HP1442,1514553,1514784,HP_RS07140-MONOMER,NC_000915.1
HP_RS05030,HP1024,1087632,1088499,HP_RS05030-MONOMER,NC_000915.1
HP_RS02495,HP0506,531990,533202,HP_RS02495-MONOMER,NC_000915.1
HP_RS07020,HP1418,1488624,1489404,HP_RS07020-MONOMER,NC_000915.1
HP_RS04885,HP0995,1056157,1057225,HP_RS04885-MONOMER,NC_000915.1
HP_RS02405,HP0486,509351,510938,HP_RS02405-MONOMER,NC_000915.1
HP_RS06905,HP1398,1458581,1459724,HP_RS06905-MONOMER,NC_000915.1
HP_RS04740,HP0969,1027101,1030161,HP_RS04740-MONOMER,NC_000915.1
HP_RS02300,HP0465,485989,487885,HP_RS02300-MONOMER,NC_000915.1
HP_RS06780,HP1373,1437000,1438044,HP_RS06780-MONOMER,NC_000915.1
HP_RS04645,HP0949,1010221,1010674,HP_RS04645-MONOMER,NC_000915.1
HP_RS02065,HP0417,430898,432851,HP_RS02065-MONOMER,NC_000915.1
HP_RS06665,HP1350,1409756,1411121,HP_RS06665-MONOMER,NC_000915.1
HP_RS04520,HP0927,990295,991246,HP_RS04520-MONOMER,NC_000915.1
HP_RS01950,HP0396,405403,407254,HP_RS01950-MONOMER,NC_000915.1
HP_RS06585,HP1334,1395155,1395830,HP_RS06585-MONOMER,NC_000915.1
HP_RS04425,HP0906,956484,958068,HP_RS04425-MONOMER,NC_000915.1
HP_RS01855,HP0377,385339,386005,HP_RS01855-MONOMER,NC_000915.1
HP_RS06490,HP1315,1378183,1378465,HP_RS06490-MONOMER,NC_000915.1
HP_RS04310,HP0884,933394,935239,HP_RS04310-MONOMER,NC_000915.1
HP_RS01730,HP0353,361776,362553,HP_RS01730-MONOMER,NC_000915.1
HP_RS06410,HP1299,1370597,1371359,HP_RS06410-MONOMER,NC_000915.1
HP_RS04190,HP0859,912290,913283,HP_RS04190-MONOMER,NC_000915.1
HP_RS01600,HP0325,340831,341545,HP_RS01600-MONOMER,NC_000915.1
HP_RS06320,HP1281,1356685,1357270,HP_RS06320-MONOMER,NC_000915.1
HP_RS04060,HP0832,884231,885020,HP_RS04060-MONOMER,NC_000915.1
HP_RS01495,HP0303,320803,321886,HP_RS01495-MONOMER,NC_000915.1
HP_RS06230,HP1263,1335491,1336721,HP_RS06230-MONOMER,NC_000915.1
HP_RS03960,HP0813,866979,867597,HP_RS03960-MONOMER,NC_000915.1
HP_RS01415,HP0287,296952,297471,HP_RS01415-MONOMER,NC_000915.1
HP_RS03865,HP0794,851016,851604,HP_RS03865-MONOMER,NC_000915.1
HP_RS01330,HP0270,279997,280651,HP_RS01330-MONOMER,NC_000915.1
HP_RS03770,HP0774,826469,827678,HP_RS03770-MONOMER,NC_000915.1
HP_RS06195,HP1256,1331403,1331961,HP_RS06195-MONOMER,NC_000915.1
HP_RS01210,HP0246,254367,255396,HP_RS01210-MONOMER,NC_000915.1
HP_RS03650,HP0748,803711,804383,HP_RS03650-MONOMER,NC_000915.1
HP_RS06100,HP1236,1310311,1310863,HP_RS06100-MONOMER,NC_000915.1
HP_RS01110,HP0227,234972,237048,HP_RS01110-MONOMER,NC_000915.1
HP_RS03560,HP0731,785675,787397,HP_RS03560-MONOMER,NC_000915.1
HP_RS06015,HP1218,1294116,1295391,HP_RS06015-MONOMER,NC_000915.1
HP_RS01025,HP0209,214744,216097,HP_RS01025-MONOMER,NC_000915.1
HP_RS03450,HP0707,761271,762198,HP_RS03450-MONOMER,NC_000915.1
HP_RS05890,HP1199,1277272,1277650,HP_RS05890-MONOMER,NC_000915.1
HP_RS00910,HP0186,193209,194454,HP_RS00910-MONOMER,NC_000915.1
HP_RS03335,HP0680,729048,731415,HP_RS03335-MONOMER,NC_000915.1
HP_RS05785,HP1178,1245963,1246665,HP_RS05785-MONOMER,NC_000915.1
HP_RS00820,HP0168,175142,175406,HP_RS00820-MONOMER,NC_000915.1
HP_RS03220,HP0653,698769,699273,HP_RS03220-MONOMER,NC_000915.1
HP_RS07820,HP1580,1658879,1659476,HP_RS07820-MONOMER,NC_000915.1
HP_RS05695,HP1159,1225845,1226379,HP_RS05695-MONOMER,NC_000915.1
HP_RS00710,HP0144,156333,157800,HP_RS00710-MONOMER,NC_000915.1
HP_RS03120,HP0633,680870,681545,HP_RS03120-MONOMER,NC_000915.1
HP_RS07725,HP1561,1642773,1643781,HP_RS07725-MONOMER,NC_000915.1
HP_RS05600,HP1140,1201435,1202074,HP_RS05600-MONOMER,NC_000915.1
HP_RS00615,HP0121,132345,134784,HP_RS00615-MONOMER,NC_000915.1
HP_RS03030,HP0616,661116,662058,HP_RS03030-MONOMER,NC_000915.1
HP_RS07625,HP1542,1621611,1622022,HP_RS07625-MONOMER,NC_000915.1
HP_RS05505,HP1121,1187004,1187961,HP_RS05505-MONOMER,NC_000915.1
HP_RS00525,HP0103,109024,110722,HP_RS00525-MONOMER,NC_000915.1
HP_RS02925,HP0593,626245,628042,HP_RS02925-MONOMER,NC_000915.1
HP_RS07485,HP1512,1584446,1587080,HP_RS07485-MONOMER,NC_000915.1
HP_RS05400,HP1100,1160305,1162132,HP_RS05400-MONOMER,NC_000915.1
HP_RS00420,HP0083,88832,89222,HP_RS00420-MONOMER,NC_000915.1
HP_RS02840,HP0577,607347,608220,HP_RS02840-MONOMER,NC_000915.1
HP_RS07390,HP1492,1566260,1566530,HP_RS07390-MONOMER,NC_000915.1
HP_RS05290,HP1076,1135385,1135901,HP_RS05290-MONOMER,NC_000915.1
HP_RS00320,HP0063,67309,68800,HP_RS00320-MONOMER,NC_000915.1
HP_RS02750,HP0558,592490,593729,HP_RS02750-MONOMER,NC_000915.1
HP_RS07305,HP1475,1547911,1548385,HP_RS07305-MONOMER,NC_000915.1
HP_RS05180,HP1054,1115922,1117245,HP_RS05180-MONOMER,NC_000915.1
HP_RS00185,HP0034,34894,35248,HP_RS00185-MONOMER,NC_000915.1
HP_RS02650,HP0539,570869,571583,HP_RS02650-MONOMER,NC_000915.1
HP_RS07210,HP1456,1526218,1526746,HP_RS07210-MONOMER,NC_000915.1
HP_RS05100,HP1038,1098561,1099065,HP_RS05100-MONOMER,NC_000915.1
HP_RS00080,HP0013,11586,12639,HP_RS00080-MONOMER,NC_000915.1
HP_RS02570,HP0522,548133,549579,HP_RS02570-MONOMER,NC_000915.1
HP_RS07100,HP1435,1507000,1507879,HP_RS07100-MONOMER,NC_000915.1
HP_RS05010,HP1020,1082889,1084110,HP_RS05010-MONOMER,NC_000915.1
HP_RS02475,HP0500,526548,527673,HP_RS02475-MONOMER,NC_000915.1
HP_RS07005,HP1416,1485781,1486885,HP_RS07005-MONOMER,NC_000915.1
HP_RS04835,HP0986,1048713,1049427,HP_RS04835-MONOMER,NC_000915.1
HP_RS02375,HP0480,502627,504427,HP_RS02375-MONOMER,NC_000915.1
HP_RS06880,HP1392,1452071,1453379,HP_RS06880-MONOMER,NC_000915.1
HP_RS04715,HP0963,1020908,1022252,HP_RS04715-MONOMER,NC_000915.1
HP_RS02275,HP0459,476336,478913,HP_RS02275-MONOMER,NC_000915.1
HP_RS06760,HP1368,1429743,1430607,HP_RS06760-MONOMER,NC_000915.1
HP_RS04610,HP0944a,1005801,1006101,HP_RS04610-MONOMER,NC_000915.1
HP_RS02050,HP0414,426875,427292,HP_RS02050-MONOMER,NC_000915.1
HP_RS06650,HP1347,1407179,1407881,HP_RS06650-MONOMER,NC_000915.1
HP_RS04505,HP0924,988241,988448,HP_RS04505-MONOMER,NC_000915.1
HP_RS01935,HP0393,403013,403949,HP_RS01935-MONOMER,NC_000915.1
HP_RS06565,HP1330,1391526,1391874,HP_RS06565-MONOMER,NC_000915.1
HP_RS04395,HP0899,951857,952091,HP_RS04395-MONOMER,NC_000915.1
HP_RS01830,HP0372,380239,380806,HP_RS01830-MONOMER,NC_000915.1
HP_RS06475,HP1312,1376669,1377095,HP_RS06475-MONOMER,NC_000915.1
HP_RS04275,HP0876,927410,929786,HP_RS04275-MONOMER,NC_000915.1
HP_RS01710,HP0349,356449,358066,HP_RS01710-MONOMER,NC_000915.1
HP_RS06395,HP1296,1369821,1370184,HP_RS06395-MONOMER,NC_000915.1
HP_RS04170,HP0855,907647,909231,HP_RS04170-MONOMER,NC_000915.1
HP_RS01575,HP0320,336831,337071,HP_RS01575-MONOMER,NC_000915.1
HP_RS06305,HP1278,1353147,1354329,HP_RS06305-MONOMER,NC_000915.1
HP_RS04045,HP0829,880764,882210,HP_RS04045-MONOMER,NC_000915.1
HP_RS01480,HP0300,318248,319106,HP_RS01480-MONOMER,NC_000915.1
HP_RS06215,HP1260,1333812,1334214,HP_RS06215-MONOMER,NC_000915.1
HP_RS03940,HP0809,863916,864468,HP_RS03940-MONOMER,NC_000915.1
HP_RS03850,HP0791,846876,848937,HP_RS03850-MONOMER,NC_000915.1
HP_RS01315,HP0267,277102,278332,HP_RS01315-MONOMER,NC_000915.1
HP_RS03750,HP0770,822127,823204,HP_RS03750-MONOMER,NC_000915.1
HP_RS06180,HP1253,1328908,1329889,HP_RS06180-MONOMER,NC_000915.1
HP_RS01190,HP0242,251966,252251,HP_RS01190-MONOMER,NC_000915.1
HP_RS03635,HP0745,800329,801313,HP_RS03635-MONOMER,NC_000915.1
HP_RS06080,HP1232,1305994,1307137,HP_RS06080-MONOMER,NC_000915.1
HP_RS01095,HP0223,230996,232343,HP_RS01095-MONOMER,NC_000915.1
HP_RS03535,HP0726,781183,782101,HP_RS03535-MONOMER,NC_000915.1
HP_RS05995,HP1213,1288537,1290604,HP_RS05995-MONOMER,NC_000915.1
HP_RS00985,HP0202,206914,207910,HP_RS00985-MONOMER,NC_000915.1
HP_RS03435,HP0703,755464,756610,HP_RS03435-MONOMER,NC_000915.1
HP_RS05875,HP1196,1267397,1267865,HP_RS05875-MONOMER,NC_000915.1
HP_RS00890,HP0182,188680,190186,HP_RS00890-MONOMER,NC_000915.1
HP_RS03315,HP0675,725497,726586,HP_RS03315-MONOMER,NC_000915.1
HP_RS05770,HP1174,1240472,1241696,HP_RS05770-MONOMER,NC_000915.1
HP_RS00795,HP0162,170703,171426,HP_RS00795-MONOMER,NC_000915.1
HP_RS03205,HP0650,696062,696653,HP_RS03205-MONOMER,NC_000915.1
HP_RS07800,HP1576,1655610,1656594,HP_RS07800-MONOMER,NC_000915.1
HP_RS05680,HP1156,1219225,1221316,HP_RS05680-MONOMER,NC_000915.1
HP_RS00690,HP0140,150341,151991,HP_RS00690-MONOMER,NC_000915.1
HP_RS03105,HP0630,677213,677798,HP_RS03105-MONOMER,NC_000915.1
HP_RS07705,HP1557,1639998,1640328,HP_RS07705-MONOMER,NC_000915.1
HP_RS05585,HP1137,1199218,1199653,HP_RS05585-MONOMER,NC_000915.1
HP_RS00600,HP0118,127930,129118,HP_RS00600-MONOMER,NC_000915.1
HP_RS03000,HP0608,646542,647112,HP_RS03000-MONOMER,NC_000915.1
HP_RS07610,HP1539,1616731,1617970,HP_RS07610-MONOMER,NC_000915.1
HP_RS05485,HP1117,1181666,1182437,HP_RS05485-MONOMER,NC_000915.1
HP_RS00510,HP0100,106151,107258,HP_RS00510-MONOMER,NC_000915.1
HP_RS02910,HP0590,621688,622510,HP_RS02910-MONOMER,NC_000915.1
HP_RS07465,HP1508,1581488,1582865,HP_RS07465-MONOMER,NC_000915.1
HP_RS05385,HP1096,1158058,1158505,HP_RS05385-MONOMER,NC_000915.1
HP_RS00395,HP0077,80588,81647,HP_RS00395-MONOMER,NC_000915.1
HP_RS02825,HP0574,605292,605748,HP_RS02825-MONOMER,NC_000915.1
HP_RS07375,HP1489,1561538,1563071,HP_RS07375-MONOMER,NC_000915.1
HP_RS05270,HP1072,1130507,1132745,HP_RS05270-MONOMER,NC_000915.1
HP_RS00275,HP0054,53714,56186,HP_RS00275-MONOMER,NC_000915.1
HP_RS02720,HP0552,587195,588059,HP_RS02720-MONOMER,NC_000915.1
