,value
TU2DNV-2194,['HP_RS01910']
TU2DNV-2195,['HP_RS01915']
TU2DNV-2196,"['HP_RS01930', 'HP_RS01925']"
TU2DNV-2197,"['HP_RS01965', 'HP_RS01960', 'HP_RS01955', 'HP_RS01950', 'HP_RS01945', 'HP_RS01940', 'HP_RS01935']"
TU2DNV-2198,"['HP_RS01985', 'HP_RS01980', 'HP_RS01975', 'HP_RS01970']"
TU2DNV-2199,"['HP_RS02000', 'HP_RS01995', 'HP_RS01990']"
TU2DNV-2200,['HP_RS02005']
TU2DNV-2201,"['HP_RS02015', 'HP_RS02010']"
TU2DNV-2202,['HP_RS02020']
TU2DNV-2203,"['HP_RS02040', 'HP_RS02035', 'HP_RS02030', 'HP_RS02025']"
TU2DNV-2204,['HP_RS02050']
TU2DNV-2205,['HP_RS02055']
TU2DNV-2206,"['HP_RS02090', 'HP_RS02085', 'HP_RS02080', 'HP_RS02075', 'HP_RS02070', 'HP_RS02065']"
TU2DNV-2207,['HP_RS02095']
TU2DNV-2208,['HP_RS02100']
TU2DNV-2209,"['HP_RS02110', 'HP_RS02105']"
TU2DNV-2210,['HP_RS02115']
TU2DNV-2211,"['HP_RS02125', 'HP_RS02120']"
TU2DNV-2213,['HP_RS02130']
TU2DNV-2214,"['HP_RS02145', 'HP_RS02140', 'HP_RS02135']"
TU2DNV-2215,"['HP_RS02155', 'HP_RS02150']"
TU2DNV-2216,['HP_RS02170']
TU2DNV-2217,"['HP_RS02205', 'HP_RS02200', 'HP_RS02195', 'HP_RS02190', 'HP_RS02185', 'HP_RS02180', 'HP_RS02175']"
TU2DNV-2218,"['HP_RS02215', 'HP_RS02210']"
TU2DNV-2219,"['HP_RS02225', 'HP_RS07935', 'HP_RS02220']"
TU2DNV-2220,"['HP_RS02240', 'HP_RS02235', 'HP_RS02230']"
TU2DNV-2221,"['HP_RS02280', 'HP_RS02275', 'HP_RS02270', 'HP_RS02265', 'HP_RS02260', 'HP_RS02255', 'HP_RS02250', 'HP_RS02245']"
TU2DNV-2223,"['HP_RS02295', 'HP_RS02290', 'HP_RS02285']"
TU2DNV-2224,"['HP_RS02325', 'HP_RS02320', 'HP_RS02315', 'HP_RS02310', 'HP_RS02305', 'HP_RS02300']"
TU2DNV-2225,['HP_RS02330']
TU2DNV-2226,['HP_RS02335']
TU2DNV-2227,"['HP_RS02350', 'HP_RS02345', 'HP_RS02340']"
TU2DNV-2228,"['HP_RS02370', 'HP_RS02365', 'HP_RS02360']"
TU2DNV-2229,"['HP_RS02385', 'HP_RS02380', 'HP_RS02375']"
TU2DNV-2230,"['HP_RS02395', 'HP_RS02390']"
TU2DNV-2231,"['HP_RS02410', 'HP_RS02405']"
TU2DNV-2232,"['HP_RS02420', 'HP_RS02415']"
TU2DNV-2233,['HP_RS02425']
TU2DNV-2234,['HP_RS02430']
TU2DNV-2235,['HP_RS02435']
TU2DNV-2236,"['HP_RS02445', 'HP_RS02440']"
TU2DNV-2237,"['HP_RS02455', 'HP_RS02450']"
TU2DNV-2238,"['HP_RS02470', 'HP_RS02465', 'HP_RS02460']"
TU2DNV-2239,"['HP_RS02490', 'HP_RS02485', 'HP_RS07915', 'HP_RS02480', 'HP_RS02475']"
TU2DNV-2240,"['HP_RS02515', 'HP_RS02510', 'HP_RS02505', 'HP_RS02500', 'HP_RS02495']"
TU2DNV-2241,['HP_RS02520']
TU2DNV-2242,['HP_RS02530']
TU2DNV-2243,"['HP_RS02555', 'HP_RS02550', 'HP_RS02545', 'HP_RS02540', 'HP_RS02535']"
TU2DNV-2244,['HP_RS02565']
TU2DNV-2245,"['HP_RS02575', 'HP_RS02570', 'HP_RS07870']"
TU2DNV-2246,"['HP_RS02610', 'HP_RS02605', 'HP_RS02600', 'HP_RS02595', 'HP_RS02590', 'HP_RS02585', 'HP_RS02580']"
TU2DNV-2247,"['HP_RS02620', 'HP_RS02615']"
TU2DNV-2248,"['HP_RS02635', 'HP_RS02630', 'HP_RS02625']"
TU2DNV-2249,"['HP_RS02645', 'HP_RS02640']"
TU2DNV-2250,"['HP_RS02685', 'HP_RS02680', 'HP_RS02675', 'HP_RS02670', 'HP_RS02665', 'HP_RS02660', 'HP_RS02655', 'HP_RS02650']"
TU2DNV-2251,['HP_RS02690']
TU2DNV-2252,['HP_RS02695']
TU2DNV-2253,['HP_RS02700']
TU2DNV-2254,"['HP_RS02710', 'HP_RS02705']"
TU2DNV-2255,"['HP_RS02735', 'HP_RS02730', 'HP_RS02725', 'HP_RS02720', 'HP_RS02715']"
TU2DNV-2256,['HP_RS02740']
TU2DNV-2257,"['HP_RS02750', 'HP_RS02745']"
TU2DNV-2258,['HP_RS02755']
TU2DNV-2259,['HP_RS02760']
TU2DNV-2260,['HP_RS02765']
TU2DNV-2261,['HP_RS02770']
TU2DNV-2262,['HP_RS02780']
TU2DNV-2263,['HP_RS02785']
TU2DNV-2264,"['HP_RS02805', 'HP_RS02800', 'HP_RS02795']"
TU2DNV-2265,"['HP_RS02815', 'HP_RS02810']"
TU2DNV-2266,['HP_RS02820']
TU2DNV-2267,"['HP_RS02840', 'HP_RS02835', 'HP_RS02830', 'HP_RS02825']"
TU2DNV-2268,"['HP_RS02855', 'HP_RS02850', 'HP_RS02845']"
TU2DNV-2269,"['HP_RS02875', 'HP_RS02870', 'HP_RS02865', 'HP_RS02860']"
TU2DNV-2270,"['HP_RS02890', 'HP_RS02885', 'HP_RS02880']"
TU2DNV-2271,['HP_RS02895']
TU2DNV-2272,"['HP_RS02915', 'HP_RS02910', 'HP_RS02905', 'HP_RS02900']"
TU2DNV-2273,['HP_RS02920']
TU2DNV-2274,['HP_RS02925']
TU2DNV-2275,"['HP_RS02935', 'HP_RS02930', 'HP_RS07875']"
TU2DNV-2276,['HP_RS02940']
TU2DNV-2277,"['HP_RS02955', 'HP_RS02950', 'HP_RS02945']"
TU2DNV-2278,['HP_RS02960']
TU2DNV-2279,['HP_RS02965']
TU2DNV-2280,"['HP_RS02975', 'HP_RS02970']"
TU2DNV-2281,"['HP_RS03000', 'HP_RS02995', 'HP_RS02990', 'HP_RS02985', 'HP_RS02980']"
TU2DNV-2282,['HP_RS03005']
TU2DNV-2283,['HP_RS03010']
TU2DNV-2284,['HP_RS03015']
TU2DNV-2285,['HP_RS03020']
TU2DNV-2286,['HP_RS03025']
TU2DNV-2287,"['HP_RS03050', 'HP_RS03045', 'HP_RS03040', 'HP_RS03035', 'HP_RS03030']"
TU2DNV-2288,['HP_RS03055']
TU2DNV-2289,"['HP_RS03075', 'HP_RS03070', 'HP_RS03065', 'HP_RS03060']"
TU2DNV-2290,"['HP_RS03090', 'HP_RS03085', 'HP_RS03080']"
TU2DNV-2291,['HP_RS03095']
TU2DNV-2292,['HP_RS03100']
TU2DNV-2293,"['HP_RS03130', 'HP_RS03125', 'HP_RS03120', 'HP_RS03115', 'HP_RS03110']"
TU2DNV-2294,['HP_RS03135']
TU2DNV-2295,['HP_RS03140']
TU2DNV-2296,"['HP_RS03165', 'HP_RS03160', 'HP_RS03155']"
TU2DNV-2297,"['HP_RS03195', 'HP_RS03190', 'HP_RS03185', 'HP_RS03180', 'HP_RS03175', 'HP_RS03170']"
TU2DNV-2298,['HP_RS03200']
TU2DNV-2299,['HP_RS03205']
TU2DNV-2300,"['HP_RS03220', 'HP_RS03215', 'HP_RS03210']"
TU2DNV-2301,"['HP_RS03285', 'HP_RS03280', 'HP_RS03275', 'HP_RS03270', 'HP_RS03265', 'HP_RS03260', 'HP_RS03255', 'HP_RS03250', 'HP_RS03245', 'HP_RS03240', 'HP_RS03235', 'HP_RS03230', 'HP_RS03225']"
TU2DNV-2302,"['HP_RS03295', 'HP_RS03290']"
TU2DNV-2303,['HP_RS03300']
TU2DNV-2304,['HP_RS03305']
TU2DNV-2305,"['HP_RS03315', 'HP_RS03310']"
TU2DNV-2306,"['HP_RS03325', 'HP_RS03320']"
TU2DNV-2307,['HP_RS03330']
TU2DNV-2308,['HP_RS03335']
TU2DNV-2309,"['HP_RS03345', 'HP_RS03340']"
TU2DNV-2310,['HP_RS03350']
TU2DNV-2311,['HP_RS03360']
TU2DNV-2312,['HP_RS03365']
TU2DNV-2313,['HP_RS03370']
TU2DNV-2314,"['HP_RS03390', 'HP_RS03385', 'HP_RS03380', 'HP_RS03375']"
TU2DNV-2315,['HP_RS03395']
TU2DNV-2316,"['HP_RS03410', 'HP_RS03405', 'HP_RS03400']"
TU2DNV-2317,"['HP_RS03435', 'HP_RS03430', 'HP_RS03425', 'HP_RS03420', 'HP_RS03415']"
TU2DNV-2318,['HP_RS03445']
TU2DNV-2319,"['HP_RS03455', 'HP_RS03450']"
TU2DNV-2320,['HP_RS03460']
TU2DNV-2321,['HP_RS03465']
TU2DNV-2322,"['HP_RS03475', 'HP_RS03470']"
TU2DNV-2323,"['HP_RS03495', 'HP_RS03490', 'HP_RS03485', 'HP_RS03480']"
TU2DNV-2324,['HP_RS03500']
TU2DNV-2325,"['HP_RS03510', 'HP_RS03505']"
TU2DNV-2326,['HP_RS03515']
TU2DNV-2327,['HP_RS03530']
TU2DNV-2328,"['HP_RS03540', 'HP_RS03535']"
TU2DNV-2329,"['HP_RS03555', 'HP_RS03550', 'HP_RS03545']"
TU2DNV-2330,"['HP_RS03565', 'HP_RS03560']"
TU2DNV-2331,"['HP_RS03580', 'HP_RS03575', 'HP_RS03570']"
TU2DNV-2332,['HP_RS03585']
TU2DNV-2333,"['HP_RS03605', 'HP_RS03600', 'HP_RS03595', 'HP_RS03590']"
TU2DNV-2334,['HP_RS03610']
TU2DNV-2335,"['HP_RS03630', 'HP_RS03625', 'HP_RS03620', 'HP_RS03615']"
TU2DNV-2336,"['HP_RS03660', 'HP_RS03655', 'HP_RS03650', 'HP_RS03645', 'HP_RS03640', 'HP_RS03635']"
TU2DNV-2337,"['HP_RS03680', 'HP_RS03675', 'HP_RS03670', 'HP_RS03665']"
TU2DNV-2338,"['HP_RS03690', 'HP_RS07880', 'HP_RS03685']"
TU2DNV-2339,"['HP_RS03700', 'HP_RS03695']"
TU2DNV-2340,['HP_RS03705']
TU2DNV-2341,['HP_RS03710']
TU2DNV-2342,"['HP_RS03720', 'HP_RS03715']"
TU2DNV-2343,['HP_RS03725']
TU2DNV-2344,"['HP_RS03735', 'HP_RS03730']"
TU2DNV-2345,['HP_RS03740']
TU2DNV-2346,"['HP_RS03750', 'HP_RS03745']"
TU2DNV-2347,"['HP_RS03780', 'HP_RS03775', 'HP_RS03770', 'HP_RS03765', 'HP_RS03760', 'HP_RS03755']"
TU2DNV-2348,['HP_RS03785']
TU2DNV-2349,['HP_RS03790']
TU2DNV-2350,['HP_RS03795']
TU2DNV-2351,['HP_RS03800']
TU2DNV-2352,['HP_RS03805']
TU2DNV-2353,['HP_RS03810']
TU2DNV-2354,['HP_RS03815']
TU2DNV-2355,['HP_RS03820']
TU2DNV-2356,['HP_RS03825']
TU2DNV-2357,"['HP_RS03835', 'HP_RS03830']"
TU2DNV-2358,['HP_RS03840']
TU2DNV-2359,['HP_RS07885']
TU2DNV-2360,['HP_RS03845']
TU2DNV-2361,"['HP_RS03870', 'HP_RS03865', 'HP_RS03860', 'HP_RS03855', 'HP_RS03850']"
TU2DNV-2362,"['HP_RS03880', 'HP_RS03875']"
TU2DNV-2363,"['HP_RS03900', 'HP_RS03895', 'HP_RS03890', 'HP_RS03885']"
TU2DNV-2364,"['HP_RS03915', 'HP_RS03910', 'HP_RS03905']"
TU2DNV-2365,['HP_RS03920']
TU2DNV-2366,['HP_RS03930']
TU2DNV-2367,"['HP_RS03945', 'HP_RS03940', 'HP_RS03935']"
TU2DNV-2368,['HP_RS03950']
TU2DNV-2369,['HP_RS03955']
TU2DNV-2370,"['HP_RS03980', 'HP_RS03975', 'HP_RS03970', 'HP_RS03965', 'HP_RS03960']"
TU2DNV-2371,"['HP_RS03990', 'HP_RS03985']"
TU2DNV-2372,"['HP_RS04015', 'HP_RS04010', 'HP_RS04005', 'HP_RS04000']"
TU2DNV-2373,"['HP_RS04025', 'HP_RS04020']"
TU2DNV-2374,['HP_RS04030']
TU2DNV-2375,['HP_RS04035']
TU2DNV-2376,['HP_RS04040']
TU2DNV-2377,"['HP_RS04050', 'HP_RS04045']"
TU2DNV-2378,"['HP_RS04060', 'HP_RS04055']"
TU2DNV-2379,['HP_RS04065']
TU2DNV-2380,['HP_RS04070']
TU2DNV-2381,['HP_RS04075']
TU2DNV-2382,['HP_RS04080']
TU2DNV-2383,"['HP_RS04110', 'HP_RS04105', 'HP_RS04100', 'HP_RS04095', 'HP_RS04090', 'HP_RS04085']"
TU2DNV-2384,"['HP_RS04125', 'HP_RS04120', 'HP_RS04115']"
TU2DNV-2385,"['HP_RS07925', 'HP_RS04140', 'HP_RS04135', 'HP_RS04130']"
TU2DNV-2386,"['HP_RS04160', 'HP_RS04155']"
TU2DNV-2387,['HP_RS04165']
TU2DNV-2388,"['HP_RS04175', 'HP_RS04170']"
TU2DNV-2389,"['HP_RS04240', 'HP_RS04235', 'HP_RS04230', 'HP_RS04225', 'HP_RS04220', 'HP_RS04215', 'HP_RS04210', 'HP_RS04205', 'HP_RS04200', 'HP_RS04195', 'HP_RS04190', 'HP_RS04185', 'HP_RS04180']"
TU2DNV-2390,['HP_RS04245']
TU2DNV-2391,['HP_RS04250']
TU2DNV-2392,['HP_RS04260']
TU2DNV-2393,['HP_RS04265']
TU2DNV-2394,['HP_RS04270']
TU2DNV-2395,['HP_RS04290']
TU2DNV-2396,"['HP_RS04300', 'HP_RS04295']"
TU2DNV-2397,"['HP_RS04310', 'HP_RS04305']"
TU2DNV-2398,"['HP_RS04320', 'HP_RS04315']"
TU2DNV-2399,['HP_RS04325']
TU2DNV-2400,"['HP_RS04340', 'HP_RS04335', 'HP_RS04330']"
TU2DNV-2401,"['HP_RS04355', 'HP_RS04350']"
TU2DNV-2402,"['HP_RS04365', 'HP_RS04360']"
TU2DNV-2403,['HP_RS04370']
TU2DNV-2404,"['HP_RS04380', 'HP_RS04375']"
TU2DNV-2405,"['HP_RS04400', 'HP_RS04395', 'HP_RS04390', 'HP_RS04385']"
TU2DNV-2406,['HP_RS04405']
TU2DNV-2407,"['HP_RS04415', 'HP_RS04410']"
TU2DNV-2408,['HP_RS04420']
TU2DNV-2409,['HP_RS04425']
TU2DNV-2410,"['HP_RS04435', 'HP_RS04430']"
TU2DNV-2411,"['HP_RS04450', 'HP_RS04445', 'HP_RS04440']"
TU2DNV-2412,"['HP_RS04460', 'HP_RS04455']"
TU2DNV-2413,['HP_RS04465']
TU2DNV-2414,['HP_RS04470']
TU2DNV-2415,"['HP_RS04480', 'HP_RS04475']"
TU2DNV-2416,['HP_RS04485']
TU2DNV-2417,['HP_RS04490']
TU2DNV-2418,['HP_RS04495']
TU2DNV-2419,['HP_RS04500']
TU2DNV-2420,"['HP_RS04555', 'HP_RS04550', 'HP_RS04545', 'HP_RS04540', 'HP_RS04535', 'HP_RS04530', 'HP_RS04525', 'HP_RS04520', 'HP_RS04515', 'HP_RS04510']"
TU2DNV-2421,['HP_RS04560']
TU2DNV-2422,['HP_RS04565']
TU2DNV-2423,['HP_RS07930']
TU2DNV-2424,['HP_RS07945']
TU2DNV-2425,"['HP_RS04580', 'HP_RS04575']"
TU2DNV-2426,"['HP_RS04600', 'HP_RS04595', 'HP_RS04590', 'HP_RS04585']"
TU2DNV-2427,"['HP_RS04625', 'HP_RS04620', 'HP_RS04615', 'HP_RS04610', 'HP_RS04605']"
TU2DNV-2428,['HP_RS04630']
TU2DNV-2429,['HP_RS04635']
TU2DNV-2430,"['HP_RS04650', 'HP_RS04645', 'HP_RS04640']"
TU2DNV-2431,"['HP_RS04660', 'HP_RS04655']"
TU2DNV-2432,['HP_RS04665']
TU2DNV-2433,"['HP_RS04705', 'HP_RS04700', 'HP_RS04695', 'HP_RS04690', 'HP_RS04685', 'HP_RS04680', 'HP_RS04675', 'HP_RS04670']"
TU2DNV-2434,['HP_RS04710']
TU2DNV-2435,"['HP_RS04725', 'HP_RS04720', 'HP_RS04715']"
TU2DNV-2436,['HP_RS04730']
TU2DNV-2437,"['HP_RS04755', 'HP_RS04750', 'HP_RS04745', 'HP_RS04740', 'HP_RS04735']"
TU2DNV-2438,"['HP_RS04770', 'HP_RS04765', 'HP_RS04760']"
TU2DNV-2439,"['HP_RS04790', 'HP_RS04785', 'HP_RS04780']"
TU2DNV-2440,"['HP_RS04800', 'HP_RS04795']"
TU2DNV-2441,"['HP_RS04810', 'HP_RS04805']"
TU2DNV-2442,['HP_RS04815']
TU2DNV-2443,['HP_RS04820']
TU2DNV-2444,['HP_RS04825']
TU2DNV-2445,"['HP_RS04835', 'HP_RS04830']"
TU2DNV-2446,['HP_RS04840']
TU2DNV-2447,['HP_RS04855']
TU2DNV-2448,['HP_RS04860']
