Modified_enzyme,Core_enzyme,Modifications,Source
HP_RS00960-MONOMER_mod_na1(4)_mod_cobalt2(1),HP_RS00960-MONOMER,na1(4) AND cobalt2(1),Homology
HP_RS00960-MONOMER_mod_na1(4)_mod_zn2(1),HP_RS00960-MONOMER,na1(4) AND zn2(1),Homology
HP_RS00960-MONOMER_mod_na1(4)_mod_cd2(1),HP_RS00960-MONOMER,na1(4) AND cd2(1),Homology
HP_RS00960-MONOMER_mod_na1(4)_mod_ni2(1),HP_RS00960-MONOMER,na1(4) AND ni2(1),Homology
HP_RS00960-MONOMER_mod_na1(4)_mod_ca2(1),HP_RS00960-MONOMER,na1(4) AND ca2(1),Homology
HP_RS02815-MONOMER_mod_mg2(1),HP_RS02815-MONOMER,mg2(1),Homology
HP_RS02815-MONOMER_mod_mn2(1),HP_RS02815-MONOMER,mn2(1),Homology
HP_RS00545-MONOMER_mod_pydx5p(1),HP_RS00545-MONOMER,pydx5p(1),Homology
HP_RS00030-MONOMER_mod_mg2(1)_mod_k(1),HP_RS00030-MONOMER,mg2(1) AND k(1),Homology
HP_RS00030-MONOMER_mod_mg2(1)_mod_nh4(1),HP_RS00030-MONOMER,mg2(1) AND nh4(1),Homology
HP_RS00030-MONOMER_mod_mn2(1)_mod_k(1),HP_RS00030-MONOMER,mn2(1) AND k(1),Homology
HP_RS00030-MONOMER_mod_mn2(1)_mod_nh4(1),HP_RS00030-MONOMER,mn2(1) AND nh4(1),Homology
HP_RS01630-MONOMER_mod_mg2(1),HP_RS01630-MONOMER,mg2(1),Homology
HP_RS07490-MONOMER_mod_pydx5p(1),HP_RS07490-MONOMER,pydx5p(1),Homology
HP_RS01385-MONOMER_mod_zn2(6),HP_RS01385-MONOMER,zn2(6),Homology
HP_RS03215-MONOMER_mod_mg2(1),HP_RS03215-MONOMER,mg2(1),Homology
HP_RS01040-MONOMER_mod_zn2(1)_mod_cobalt2(1),HP_RS01040-MONOMER,zn2(1) AND cobalt2(1),Homology
HP_RS06890-MONOMER_mod_mg2(1),HP_RS06890-MONOMER,mg2(1),Homology
HP_RS00615-MONOMER_mod_mg2(1),HP_RS00615-MONOMER,mg2(1),Homology
HP_RS04525-MONOMER_mod_zn2(1),HP_RS04525-MONOMER,zn2(1),Homology
HP_RS04320-MONOMER_mod_zn2(1),HP_RS04320-MONOMER,zn2(1),Homology
HP_RS01800-MONOMER_mod_pydx5p(1),HP_RS01800-MONOMER,pydx5p(1),Homology
HP_RS01370-MONOMER_mod_nh4(1)_mod_mg2(1),HP_RS01370-MONOMER,nh4(1) AND mg2(1),Homology
HP_RS03280-MONOMER_mod_4fe4s(1),HP_RS03280-MONOMER,4fe4s(1),Homology
HP_RS03200-MONOMER_mod_mg2(1),HP_RS03200-MONOMER,mg2(1),Homology
HP_RS03200-MONOMER_mod_mn2(1),HP_RS03200-MONOMER,mn2(1),Homology
HP_RS03200-MONOMER_mod_cobalt2(1),HP_RS03200-MONOMER,cobalt2(1),Homology
HP_RS02445-MONOMER_mod_k(1)_mod_mg2(1),HP_RS02445-MONOMER,k(1) AND mg2(1),Homology
HP_RS02355-MONOMER_mod_mg2(1)_mod_zn2(1),HP_RS02355-MONOMER,mg2(1) AND zn2(1),Homology
CPLX2DNV-1047_mod_pydx5p(1),CPLX2DNV-1047,pydx5p(1),Homology
CPLX2DNV-983_mod_btn(1),CPLX2DNV-983,btn(1),Homology
CPLX2DNV-967_mod_fad(1)_mod_k(2),CPLX2DNV-967,fad(1) AND k(2),Homology
CPLX2DNV-980_mod_mg2(1),CPLX2DNV-980,mg2(1),Homology
CPLX2DNV-980_mod_mn2(1),CPLX2DNV-980,mn2(1),Homology
CPLX2DNV-980_mod_cobalt2(1),CPLX2DNV-980,cobalt2(1),Homology
CPLX2DNV-980_mod_cd2(1),CPLX2DNV-980,cd2(1),Homology
CPLX2DNV-980_mod_zn2(1),CPLX2DNV-980,zn2(1),Homology
CPLX2DNV-1041_mod_ni2(1)_mod_4fe4s(1),CPLX2DNV-1041,ni2(1) AND 4fe4s(1),Homology
CPLX2DNV-974_mod_mg2(1)_mod_fe2(1),CPLX2DNV-974,mg2(1) AND fe2(1),Homology
CPLX2DNV-1152_mod_nadp(1),CPLX2DNV-1152,nadp(1),Homology
CPLX2DNV-1111_mod_fad(1),CPLX2DNV-1111,fad(1),Homology
CPLX-7740_mod_pydx5p(1),CPLX-7740,pydx5p(1),Homology
CPLX2DNV-968_mod_mg2(1),CPLX2DNV-968,mg2(1),Homology
CPLX2DNV-1160_mod_hemed(6),CPLX2DNV-1160,hemed(6),Homology
CPLX2DNV-1115_mod_pydx5p(1),CPLX2DNV-1115,pydx5p(1),Homology
CPLX2DNV-982_mod_pydx5p(1),CPLX2DNV-982,pydx5p(1),Homology
CPLX2DNV-1156_mod_mg2(1),CPLX2DNV-1156,mg2(1),Homology
CPLX-9124_mod_k(4)_mod_mg2(1),CPLX-9124,k(4) AND mg2(1),Homology
CPLX-9124_mod_k(4)_mod_mn2(1),CPLX-9124,k(4) AND mn2(1),Homology
CPLX-9124_mod_k(4)_mod_cobalt2(1),CPLX-9124,k(4) AND cobalt2(1),Homology
CPLX-9124_mod_k(4)_mod_zn2(1),CPLX-9124,k(4) AND zn2(1),Homology
CPLX-9124_mod_k(4)_mod_cd2(1),CPLX-9124,k(4) AND cd2(1),Homology
CPLX-9124_mod_k(4)_mod_ni2(1),CPLX-9124,k(4) AND ni2(1),Homology
CPLX-9124_mod_k(4)_mod_ca2(1),CPLX-9124,k(4) AND ca2(1),Homology
CPLX-9124_mod_nh4(4)_mod_mg2(1),CPLX-9124,nh4(4) AND mg2(1),Homology
CPLX-9124_mod_nh4(4)_mod_mn2(1),CPLX-9124,nh4(4) AND mn2(1),Homology
CPLX-9124_mod_nh4(4)_mod_cobalt2(1),CPLX-9124,nh4(4) AND cobalt2(1),Homology
CPLX-9124_mod_nh4(4)_mod_zn2(1),CPLX-9124,nh4(4) AND zn2(1),Homology
CPLX-9124_mod_nh4(4)_mod_cd2(1),CPLX-9124,nh4(4) AND cd2(1),Homology
CPLX-9124_mod_nh4(4)_mod_ni2(1),CPLX-9124,nh4(4) AND ni2(1),Homology
CPLX-9124_mod_nh4(4)_mod_ca2(1),CPLX-9124,nh4(4) AND ca2(1),Homology
CPLX-9124_mod_tl(4)_mod_mg2(1),CPLX-9124,tl(4) AND mg2(1),Homology
CPLX-9124_mod_tl(4)_mod_mn2(1),CPLX-9124,tl(4) AND mn2(1),Homology
CPLX-9124_mod_tl(4)_mod_cobalt2(1),CPLX-9124,tl(4) AND cobalt2(1),Homology
CPLX-9124_mod_tl(4)_mod_zn2(1),CPLX-9124,tl(4) AND zn2(1),Homology
CPLX-9124_mod_tl(4)_mod_cd2(1),CPLX-9124,tl(4) AND cd2(1),Homology
CPLX-9124_mod_tl(4)_mod_ni2(1),CPLX-9124,tl(4) AND ni2(1),Homology
CPLX-9124_mod_tl(4)_mod_ca2(1),CPLX-9124,tl(4) AND ca2(1),Homology
CPLX-9124_mod_cs(4)_mod_mg2(1),CPLX-9124,cs(4) AND mg2(1),Homology
CPLX-9124_mod_cs(4)_mod_mn2(1),CPLX-9124,cs(4) AND mn2(1),Homology
CPLX-9124_mod_cs(4)_mod_cobalt2(1),CPLX-9124,cs(4) AND cobalt2(1),Homology
CPLX-9124_mod_cs(4)_mod_zn2(1),CPLX-9124,cs(4) AND zn2(1),Homology
CPLX-9124_mod_cs(4)_mod_cd2(1),CPLX-9124,cs(4) AND cd2(1),Homology
CPLX-9124_mod_cs(4)_mod_ni2(1),CPLX-9124,cs(4) AND ni2(1),Homology
CPLX-9124_mod_cs(4)_mod_ca2(1),CPLX-9124,cs(4) AND ca2(1),Homology
CPLX-9124_mod_LI(4)_mod_mg2(1),CPLX-9124,LI(4) AND mg2(1),Homology
CPLX-9124_mod_LI(4)_mod_mn2(1),CPLX-9124,LI(4) AND mn2(1),Homology
CPLX-9124_mod_LI(4)_mod_cobalt2(1),CPLX-9124,LI(4) AND cobalt2(1),Homology
CPLX-9124_mod_LI(4)_mod_zn2(1),CPLX-9124,LI(4) AND zn2(1),Homology
CPLX-9124_mod_LI(4)_mod_cd2(1),CPLX-9124,LI(4) AND cd2(1),Homology
CPLX-9124_mod_LI(4)_mod_ni2(1),CPLX-9124,LI(4) AND ni2(1),Homology
CPLX-9124_mod_LI(4)_mod_ca2(1),CPLX-9124,LI(4) AND ca2(1),Homology
CPLX-9124_mod_na1(4)_mod_mg2(1),CPLX-9124,na1(4) AND mg2(1),Homology
CPLX-9124_mod_na1(4)_mod_mn2(1),CPLX-9124,na1(4) AND mn2(1),Homology
CPLX-9124_mod_na1(4)_mod_cobalt2(1),CPLX-9124,na1(4) AND cobalt2(1),Homology
CPLX-9124_mod_na1(4)_mod_zn2(1),CPLX-9124,na1(4) AND zn2(1),Homology
CPLX-9124_mod_na1(4)_mod_cd2(1),CPLX-9124,na1(4) AND cd2(1),Homology
CPLX-9124_mod_na1(4)_mod_ni2(1),CPLX-9124,na1(4) AND ni2(1),Homology
CPLX-9124_mod_na1(4)_mod_ca2(1),CPLX-9124,na1(4) AND ca2(1),Homology
HP_RS04220-MONOMER_mod_zn2(1),HP_RS04220-MONOMER,zn2(1),Homology
HP_RS01950-MONOMER_mod_mn2(1),HP_RS01950-MONOMER,mn2(1),Homology
HP_RS03265-MONOMER_mod_mg2(2),HP_RS03265-MONOMER,mg2(2),Homology
HP_RS01180-MONOMER_mod_mg2(1),HP_RS01180-MONOMER,mg2(1),Homology
HP_RS07040-MONOMER_mod_zn2(2),HP_RS07040-MONOMER,zn2(2),Homology
HP_RS06695-MONOMER_mod_mg2(1),HP_RS06695-MONOMER,mg2(1),Homology
HP_RS06600-MONOMER_mod_mg2(1),HP_RS06600-MONOMER,mg2(1),Homology
HP_RS00500-MONOMER_mod_pydx5p(1),HP_RS00500-MONOMER,pydx5p(1),Homology
HP_RS06180-MONOMER_mod_mg2(1),HP_RS06180-MONOMER,mg2(1),Homology
HP_RS02015-MONOMER_mod_mg2(1),HP_RS02015-MONOMER,mg2(1),Homology
HP_RS06015-MONOMER_mod_mg2(1),HP_RS06015-MONOMER,mg2(1),Homology
HP_RS05890-MONOMER_mod_acetyl(1),HP_RS05890-MONOMER,acetyl(1),Homology
HP_RS03775-MONOMER_mod_mn2(1),HP_RS03775-MONOMER,mn2(1),Homology
HP_RS01580-MONOMER_mod_mg2(1),HP_RS01580-MONOMER,mg2(1),Homology
HP_RS01255-MONOMER_mod_mg2(1),HP_RS01255-MONOMER,mg2(1),Homology
HP_RS01165-MONOMER_mod_dpm(1),HP_RS01165-MONOMER,dpm(1),Homology
HP_RS04970-MONOMER_mod_fmn(1),HP_RS04970-MONOMER,fmn(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1),HP_RS02755-MONOMER,pan4p(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_ac(1),HP_RS02755-MONOMER,pan4p(1) AND ac(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_mal(1),HP_RS02755-MONOMER,pan4p(1) AND mal(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_but2e(1),HP_RS02755-MONOMER,pan4p(1) AND but2e(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_act(1),HP_RS02755-MONOMER,pan4p(1) AND act(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_but(1),HP_RS02755-MONOMER,pan4p(1) AND but(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_3ha(1),HP_RS02755-MONOMER,pan4p(1) AND 3ha(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_egme(1),HP_RS02755-MONOMER,pan4p(1) AND egme(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_ogme(1),HP_RS02755-MONOMER,pan4p(1) AND ogme(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_gme(1),HP_RS02755-MONOMER,pan4p(1) AND gme(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_hgme(1),HP_RS02755-MONOMER,pan4p(1) AND hgme(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_thex2e(1),HP_RS02755-MONOMER,pan4p(1) AND thex2e(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_3ohex(1),HP_RS02755-MONOMER,pan4p(1) AND 3ohex(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_hex(1),HP_RS02755-MONOMER,pan4p(1) AND hex(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_3hhex(1),HP_RS02755-MONOMER,pan4p(1) AND 3hhex(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_pim(1),HP_RS02755-MONOMER,pan4p(1) AND pim(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_epme(1),HP_RS02755-MONOMER,pan4p(1) AND epme(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_opme(1),HP_RS02755-MONOMER,pan4p(1) AND opme(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_pme(1),HP_RS02755-MONOMER,pan4p(1) AND pme(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_hpme(1),HP_RS02755-MONOMER,pan4p(1) AND hpme(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_toct2e(1),HP_RS02755-MONOMER,pan4p(1) AND toct2e(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_3ooct(1),HP_RS02755-MONOMER,pan4p(1) AND 3ooct(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_oc(1),HP_RS02755-MONOMER,pan4p(1) AND oc(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_3hoct(1),HP_RS02755-MONOMER,pan4p(1) AND 3hoct(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_tdec2e(1),HP_RS02755-MONOMER,pan4p(1) AND tdec2e(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_cdec3e(1),HP_RS02755-MONOMER,pan4p(1) AND cdec3e(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_3odec(1),HP_RS02755-MONOMER,pan4p(1) AND 3odec(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_dca(1),HP_RS02755-MONOMER,pan4p(1) AND dca(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_3hdec(1),HP_RS02755-MONOMER,pan4p(1) AND 3hdec(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_t3c5ddece(1),HP_RS02755-MONOMER,pan4p(1) AND t3c5ddece(1),Homology
HP_RS02755-MONOMER_mod_pan4p(1)_mod_3ocddec5e(1),HP_RS02755-MONOMER,pan4p(1) AND 3ocddec5e(1),Homology
