Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
ALW85_RS04720	ALW85_RS04720	982940	984049	ALW85_RS04720-MONOMER
ALW85_RS10695	ALW85_RS10695	2228137	2229327	ALW85_RS10695-MONOMER
ALW85_RS04725	ALW85_RS04725	984210	985487	ALW85_RS04725-MONOMER
ALW85_RS04730	ALW85_RS04730	985484	986203	ALW85_RS04730-MONOMER
ALW85_RS04735	ALW85_RS04735	986283	986708	ALW85_RS04735-MONOMER
ALW85_RS04740	ALW85_RS04740	986691	988532	ALW85_RS04740-MONOMER
ALW85_RS10700	ALW85_RS10700	2229358	2231448	ALW85_RS10700-MONOMER
ALW85_RS04745	ALW85_RS04745	988710	989816	ALW85_RS04745-MONOMER
ALW85_RS04750	ALW85_RS04750	989841	990695	ALW85_RS04750-MONOMER
ALW85_RS04755	ALW85_RS04755	990845	992020	ALW85_RS04755-MONOMER
ALW85_RS08420	ALW85_RS08420	1738567	1740297	ALW85_RS08420-MONOMER
ALW85_RS04760	ALW85_RS04760	992286	992489	ALW85_RS04760-MONOMER
ALW85_RS10705	ALW85_RS10705	2231521	2231991	ALW85_RS10705-MONOMER
ALW85_RS04765	ALW85_RS04765	992515	992781	ALW85_RS04765-MONOMER
ALW85_RS04770	ALW85_RS04770	993053	994396	ALW85_RS04770-MONOMER
ALW85_RS04775	ALW85_RS04775	994522	995295	ALW85_RS04775-MONOMER
ALW85_RS04780	ALW85_RS04780	995548	995889	ALW85_RS04780-MONOMER
ALW85_RS10710	ALW85_RS10710	2232068	2232445	ALW85_RS10710-MONOMER
ALW85_RS04785	ALW85_RS04785	995942	996571	ALW85_RS04785-MONOMER
ALW85_RS04790	ALW85_RS04790	996615	997457	ALW85_RS04790-MONOMER
ALW85_RS04795	ALW85_RS04795	997469	997969	ALW85_RS04795-MONOMER
ALW85_RS08425	ALW85_RS08425	1740272	1741510	ALW85_RS08425-MONOMER
ALW85_RS04800	ALW85_RS04800	998204	998779	ALW85_RS04800-MONOMER
ALW85_RS10715	ALW85_RS10715	2232831	2233379	ALW85_RS10715-MONOMER
ALW85_RS04805	ALW85_RS04805	998776	999465	ALW85_RS04805-MONOMER
ALW85_RS04810	ALW85_RS04810	999579	1001864	ALW85_RS04810-MONOMER
ALW85_RS04815	ALW85_RS04815	1001861	1002328	ALW85_RS04815-MONOMER
ALW85_RS04820	ALW85_RS04820	1002360	1002710	ALW85_RS04820-MONOMER
ALW85_RS10720	ALW85_RS10720	2233804	2234361	ALW85_RS10720-MONOMER
ALW85_RS04825	ALW85_RS04825	1002700	1002930	ALW85_RS04825-MONOMER
ALW85_RS04830	ALW85_RS04830	1003119	1005425	ALW85_RS04830-MONOMER
ALW85_RS04835	ALW85_RS04835	1005452	1008022	ALW85_RS04835-MONOMER
ALW85_RS08430	ALW85_RS08430	1741519	1743426	ALW85_RS08430-MONOMER
ALW85_RS04840	ALW85_RS04840	1008210	1009139	ALW85_RS04840-MONOMER
ALW85_RS10725	ALW85_RS10725	2234477	2236624	ALW85_RS10725-MONOMER
ALW85_RS04845	ALW85_RS04845	1009158	1009553	ALW85_RS04845-MONOMER
ALW85_RS04850	ALW85_RS04850	1009550	1010248	ALW85_RS04850-MONOMER
ALW85_RS04855	ALW85_RS04855	1010277	1011335	ALW85_RS04855-MONOMER
ALW85_RS04860	ALW85_RS04860	1011569	1012024	ALW85_RS04860-MONOMER
ALW85_RS10730	ALW85_RS10730	2236643	2237065	ALW85_RS10730-MONOMER
ALW85_RS04865	ALW85_RS04865	1012021	1015995	ALW85_RS04865-MONOMER
ALW85_RS04870	ALW85_RS04870	1015997	1017661	ALW85_RS04870-MONOMER
ALW85_RS04875	ALW85_RS04875	1017952	1018605	ALW85_RS04875-MONOMER
ALW85_RS08435	ALW85_RS08435	1743624	1744967	ALW85_RS08435-MONOMER
ALW85_RS04880	ALW85_RS04880	1018622	1018810	ALW85_RS04880-MONOMER
ALW85_RS00315	ALW85_RS00315	74041	74153	ALW85_RS00315-rRNA
ALW85_RS10735	ALW85_RS10735	2237159	2237713	ALW85_RS10735-MONOMER
ALW85_RS04885	ALW85_RS04885	1018826	1020640	ALW85_RS04885-MONOMER
ALW85_RS04895	ALW85_RS04895	1021050	1022041	ALW85_RS04895-MONOMER
ALW85_RS04900	ALW85_RS04900	1022005	1022994	ALW85_RS04900-MONOMER
ALW85_RS10740	ALW85_RS10740	2237798	2238370	ALW85_RS10740-MONOMER
ALW85_RS04905	ALW85_RS04905	1023190	1023927	ALW85_RS04905-MONOMER
ALW85_RS04910	ALW85_RS04910	1023924	1024496	ALW85_RS04910-MONOMER
ALW85_RS04915	ALW85_RS04915	1024553	1025596	ALW85_RS04915-MONOMER
ALW85_RS08440	ALW85_RS08440	1745225	1745785	ALW85_RS08440-MONOMER
ALW85_RS04920	ALW85_RS04920	1025874	1026158	ALW85_RS04920-MONOMER
ALW85_RS10745	ALW85_RS10745	2238597	2239859	ALW85_RS10745-MONOMER
ALW85_RS04925	ALW85_RS04925	1026940	1027494	ALW85_RS04925-MONOMER
ALW85_RS04930	ALW85_RS04930	1027579	1028151	ALW85_RS04930-MONOMER
ALW85_RS04935	ALW85_RS04935	1028378	1029640	ALW85_RS04935-MONOMER
ALW85_RS04940	ALW85_RS04940	1029642	1030466	ALW85_RS04940-MONOMER
ALW85_RS10750	ALW85_RS10750	2239861	2240685	ALW85_RS10750-MONOMER
ALW85_RS04945	ALW85_RS04945	1030636	1031451	ALW85_RS04945-MONOMER
ALW85_RS14165	ALW85_RS14165	1031512	1031685	ALW85_RS14165-MONOMER
ALW85_RS04950	ALW85_RS04950	1031893	1032912	ALW85_RS04950-MONOMER
ALW85_RS04955	ALW85_RS04955	1032928	1033677	ALW85_RS04955-MONOMER
ALW85_RS10755	ALW85_RS10755	2240855	2241670	ALW85_RS10755-MONOMER
ALW85_RS04960	ALW85_RS04960	1033717	1034691	ALW85_RS04960-MONOMER
ALW85_RS04965	ALW85_RS04965	1034799	1035467	ALW85_RS04965-MONOMER
ALW85_RS04970	ALW85_RS04970	1035582	1036325	ALW85_RS04970-MONOMER
ALW85_RS13550	ALW85_RS13550	1036708	1037103	ALW85_RS13550-MONOMER
ALW85_RS14210	ALW85_RS14210	2241731	2241904	ALW85_RS14210-MONOMER
ALW85_RS04980	ALW85_RS04980	1037078	1037386	ALW85_RS04980-MONOMER
ALW85_RS04985	ALW85_RS04985	1037437	1039803	ALW85_RS04985-MONOMER
ALW85_RS04990	ALW85_RS04990	1039822	1040841	ALW85_RS04990-MONOMER
ALW85_RS08445	ALW85_RS08445	1745833	1746804	ALW85_RS08445-MONOMER
ALW85_RS04995	ALW85_RS04995	1040928	1041287	ALW85_RS04995-MONOMER
ALW85_RS13725	ALW85_RS13725	2242377	2242691	ALW85_RS13725-MONOMER
ALW85_RS05000	ALW85_RS05000	1041299	1041496	ALW85_RS05000-MONOMER
ALW85_RS05005	ALW85_RS05005	1041621	1042205	ALW85_RS05005-MONOMER
ALW85_RS10280	ALW85_RS10280	2134754	2134829	ALW85_RS10280-tRNA
ALW85_RS05010	ALW85_RS05010	1042241	1044148	ALW85_RS05010-MONOMER
ALW85_RS05015	ALW85_RS05015	1044459	1045160	ALW85_RS05015-MONOMER
ALW85_RS10760	ALW85_RS10760	2243003	2243923	ALW85_RS10760-MONOMER
ALW85_RS05020	ALW85_RS05020	1045163	1045870	ALW85_RS05020-MONOMER
ALW85_RS05025	ALW85_RS05025	1045926	1047035	ALW85_RS05025-MONOMER
ALW85_RS05030	ALW85_RS05030	1047032	1048744	ALW85_RS05030-MONOMER
ALW85_RS05035	ALW85_RS05035	1049051	1050139	ALW85_RS05035-MONOMER
ALW85_RS10765	ALW85_RS10765	2243928	2245037	ALW85_RS10765-MONOMER
ALW85_RS05040	ALW85_RS05040	1050142	1051278	ALW85_RS05040-MONOMER
ALW85_RS05045	ALW85_RS05045	1051295	1052338	ALW85_RS05045-MONOMER
ALW85_RS05050	ALW85_RS05050	1052535	1053251	ALW85_RS05050-MONOMER
ALW85_RS13555	ALW85_RS13555	1053220	1053489	ALW85_RS13555-MONOMER
ALW85_RS10770	ALW85_RS10770	2245148	2247025	ALW85_RS10770-MONOMER
ALW85_RS05055	ALW85_RS05055	1053509	1053988	ALW85_RS05055-MONOMER
ALW85_RS05060	ALW85_RS05060	1053981	1054532	ALW85_RS05060-MONOMER
ALW85_RS05065	ALW85_RS05065	1054542	1055846	ALW85_RS05065-MONOMER
ALW85_RS13660	ALW85_RS13660	1747277	1749716	ALW85_RS13660-MONOMER
ALW85_RS05070	ALW85_RS05070	1056001	1056420	ALW85_RS05070-MONOMER
ALW85_RS10775	ALW85_RS10775	2247022	2247573	ALW85_RS10775-MONOMER
ALW85_RS05075	ALW85_RS05075	1056451	1056849	ALW85_RS05075-MONOMER
ALW85_RS05080	ALW85_RS05080	1057024	1057683	ALW85_RS05080-MONOMER
ALW85_RS05085	ALW85_RS05085	1057892	1058239	ALW85_RS05085-MONOMER
ALW85_RS05090	ALW85_RS05090	1058239	1058484	ALW85_RS05090-MONOMER
ALW85_RS10780	ALW85_RS10780	2247530	2248432	ALW85_RS10780-MONOMER
ALW85_RS05095	ALW85_RS05095	1058875	1060161	ALW85_RS05095-MONOMER
ALW85_RS05100	ALW85_RS05100	1060189	1061931	ALW85_RS05100-MONOMER
ALW85_RS05105	ALW85_RS05105	1062258	1064459	ALW85_RS05105-MONOMER
ALW85_RS05110	ALW85_RS05110	1064834	1065877	ALW85_RS05110-MONOMER
ALW85_RS10790	ALW85_RS10790	2248810	2249871	ALW85_RS10790-MONOMER
ALW85_RS05115	ALW85_RS05115	1065883	1066386	ALW85_RS05115-MONOMER
ALW85_RS05120	ALW85_RS05120	1066782	1067399	ALW85_RS05120-MONOMER
ALW85_RS05125	ALW85_RS05125	1067680	1068126	ALW85_RS05125-MONOMER
ALW85_RS05130	ALW85_RS05130	1068142	1069095	ALW85_RS05130-MONOMER
ALW85_RS10795	ALW85_RS10795	2250030	2250317	ALW85_RS10795-MONOMER
ALW85_RS05135	ALW85_RS05135	1069092	1069382	ALW85_RS05135-MONOMER
ALW85_RS05140	ALW85_RS05140	1069379	1071121	ALW85_RS05140-MONOMER
ALW85_RS05145	ALW85_RS05145	1071118	1072683	ALW85_RS05145-MONOMER
ALW85_RS08460	ALW85_RS08460	1749839	1749937	ALW85_RS08460-MONOMER
ALW85_RS05150	ALW85_RS05150	1072680	1074038	ALW85_RS05150-MONOMER
ALW85_RS10800	ALW85_RS10800	2250380	2251840	ALW85_RS10800-MONOMER
ALW85_RS05155	ALW85_RS05155	1074125	1075210	ALW85_RS05155-MONOMER
ALW85_RS05160	ALW85_RS05160	1075207	1076622	ALW85_RS05160-MONOMER
ALW85_RS05165	ALW85_RS05165	1076627	1077793	ALW85_RS05165-MONOMER
ALW85_RS05170	ALW85_RS05170	1077858	1078931	ALW85_RS05170-MONOMER
ALW85_RS06830	ALW85_RS06830	1432428	1432503	ALW85_RS06830-tRNA
ALW85_RS10805	ALW85_RS10805	2251896	2253332	ALW85_RS10805-MONOMER
ALW85_RS05175	ALW85_RS05175	1078921	1080342	ALW85_RS05175-MONOMER
ALW85_RS05180	ALW85_RS05180	1080353	1081348	ALW85_RS05180-MONOMER
ALW85_RS05185	ALW85_RS05185	1081345	1082262	ALW85_RS05185-MONOMER
ALW85_RS08465	ALW85_RS08465	1749937	1750350	ALW85_RS08465-MONOMER
ALW85_RS05190	ALW85_RS05190	1082349	1083140	ALW85_RS05190-MONOMER
ALW85_RS01190	ALW85_RS01190	263039	263115	ALW85_RS01190-tRNA
ALW85_RS13730	ALW85_RS13730	2253519	2253707	ALW85_RS13730-MONOMER
ALW85_RS05195	ALW85_RS05195	1083137	1084375	ALW85_RS05195-MONOMER
ALW85_RS05200	ALW85_RS05200	1084445	1085593	ALW85_RS05200-MONOMER
ALW85_RS05205	ALW85_RS05205	1085754	1085996	ALW85_RS05205-MONOMER
ALW85_RS05210	ALW85_RS05210	1086200	1087129	ALW85_RS05210-MONOMER
ALW85_RS10810	ALW85_RS10810	2253952	2254386	ALW85_RS10810-MONOMER
ALW85_RS05215	ALW85_RS05215	1087144	1088070	ALW85_RS05215-MONOMER
ALW85_RS05220	ALW85_RS05220	1088080	1088880	ALW85_RS05220-MONOMER
ALW85_RS05225	ALW85_RS05225	1089057	1091909	ALW85_RS05225-MONOMER
ALW85_RS08475	ALW85_RS08475	1750574	1754287	ALW85_RS08475-MONOMER
ALW85_RS05230	ALW85_RS05230	1092047	1092952	ALW85_RS05230-MONOMER
ALW85_RS10815	ALW85_RS10815	2254620	2257505	ALW85_RS10815-MONOMER
ALW85_RS05235	ALW85_RS05235	1092987	1093550	ALW85_RS05235-MONOMER
ALW85_RS05240	ALW85_RS05240	1093776	1094663	ALW85_RS05240-MONOMER
ALW85_RS05245	ALW85_RS05245	1094754	1095251	ALW85_RS05245-MONOMER
ALW85_RS05250	ALW85_RS05250	1095273	1095638	ALW85_RS05250-MONOMER
ALW85_RS10820	ALW85_RS10820	2257505	2259127	ALW85_RS10820-MONOMER
ALW85_RS05255	ALW85_RS05255	1096002	1096517	ALW85_RS05255-MONOMER
ALW85_RS05260	ALW85_RS05260	1096562	1097929	ALW85_RS05260-MONOMER
ALW85_RS05265	ALW85_RS05265	1098002	1098898	ALW85_RS05265-MONOMER
ALW85_RS08480	ALW85_RS08480	1754414	1755805	ALW85_RS08480-MONOMER
ALW85_RS05270	ALW85_RS05270	1099007	1099588	ALW85_RS05270-MONOMER
ALW85_RS10825	ALW85_RS10825	2259410	2260438	ALW85_RS10825-MONOMER
ALW85_RS05275	ALW85_RS05275	1099563	1100282	ALW85_RS05275-MONOMER
ALW85_RS05280	ALW85_RS05280	1100390	1101235	ALW85_RS05280-MONOMER
ALW85_RS05285	ALW85_RS05285	1101260	1101448	ALW85_RS05285-MONOMER
ALW85_RS05290	ALW85_RS05290	1101508	1102032	ALW85_RS05290-MONOMER
ALW85_RS10830	ALW85_RS10830	2260425	2260784	ALW85_RS10830-MONOMER
ALW85_RS05295	ALW85_RS05295	1102158	1103735	ALW85_RS05295-MONOMER
ALW85_RS05300	ALW85_RS05300	1103790	1104632	ALW85_RS05300-MONOMER
ALW85_RS05310	ALW85_RS05310	1105100	1105795	ALW85_RS05310-MONOMER
ALW85_RS14015	ALW85_RS14015	1756463	1756624	ALW85_RS14015-MONOMER
ALW85_RS05315	ALW85_RS05315	1105818	1108214	ALW85_RS05315-MONOMER
ALW85_RS10835	ALW85_RS10835	2260927	2261724	ALW85_RS10835-MONOMER
ALW85_RS05320	ALW85_RS05320	1108246	1108455	ALW85_RS05320-MONOMER
ALW85_RS05325	ALW85_RS05325	1108610	1109578	ALW85_RS05325-MONOMER
ALW85_RS05330	ALW85_RS05330	1109547	1110923	ALW85_RS05330-MONOMER
ALW85_RS05335	ALW85_RS05335	1111000	1111893	ALW85_RS05335-MONOMER
ALW85_RS10840	ALW85_RS10840	2261756	2262085	ALW85_RS10840-MONOMER
ALW85_RS05340	ALW85_RS05340	1111913	1112866	ALW85_RS05340-MONOMER
ALW85_RS05345	ALW85_RS05345	1112895	1113557	ALW85_RS05345-MONOMER
ALW85_RS05350	ALW85_RS05350	1113712	1114473	ALW85_RS05350-MONOMER
ALW85_RS08485	ALW85_RS08485	1756638	1758497	ALW85_RS08485-MONOMER
ALW85_RS05355	ALW85_RS05355	1114709	1115584	ALW85_RS05355-MONOMER
ALW85_RS10845	ALW85_RS10845	2262244	2263557	ALW85_RS10845-MONOMER
ALW85_RS05360	ALW85_RS05360	1115622	1116068	ALW85_RS05360-MONOMER
ALW85_RS05365	ALW85_RS05365	1116258	1117289	ALW85_RS05365-MONOMER
ALW85_RS05370	ALW85_RS05370	1117383	1118984	ALW85_RS05370-MONOMER
ALW85_RS05375	ALW85_RS05375	1118992	1120062	ALW85_RS05375-MONOMER
ALW85_RS10850	ALW85_RS10850	2263571	2264806	ALW85_RS10850-MONOMER
ALW85_RS05380	ALW85_RS05380	1120085	1120405	ALW85_RS05380-MONOMER
ALW85_RS05385	ALW85_RS05385	1120428	1121486	ALW85_RS05385-MONOMER
ALW85_RS05390	ALW85_RS05390	1122055	1122381	ALW85_RS05390-MONOMER
ALW85_RS08490	ALW85_RS08490	1758534	1759418	ALW85_RS08490-MONOMER
ALW85_RS05395	ALW85_RS05395	1122604	1123863	ALW85_RS05395-MONOMER
ALW85_RS10855	ALW85_RS10855	2265038	2266684	ALW85_RS10855-MONOMER
ALW85_RS05400	ALW85_RS05400	1124143	1124367	ALW85_RS05400-MONOMER
ALW85_RS13565	ALW85_RS13565	1124651	1126970	ALW85_RS13565-MONOMER
ALW85_RS05415	ALW85_RS05415	1127143	1127442	ALW85_RS05415-MONOMER
ALW85_RS10860	ALW85_RS10860	2266674	2267669	ALW85_RS10860-MONOMER
ALW85_RS05420	ALW85_RS05420	1127439	1128329	ALW85_RS05420-MONOMER
ALW85_RS05425	ALW85_RS05425	1128429	1128902	ALW85_RS05425-MONOMER
ALW85_RS05430	ALW85_RS05430	1129516	1129797	ALW85_RS05430-MONOMER
ALW85_RS08495	ALW85_RS08495	1759452	1760282	ALW85_RS08495-MONOMER
ALW85_RS05435	ALW85_RS05435	1129794	1131080	ALW85_RS05435-MONOMER
ALW85_RS10865	ALW85_RS10865	2267867	2268586	ALW85_RS10865-MONOMER
ALW85_RS05440	ALW85_RS05440	1131521	1133215	ALW85_RS05440-MONOMER
ALW85_RS05445	ALW85_RS05445	1133399	1133791	ALW85_RS05445-MONOMER
ALW85_RS05450	ALW85_RS05450	1133785	1134138	ALW85_RS05450-MONOMER
ALW85_RS05455	ALW85_RS05455	1134140	1135903	ALW85_RS05455-MONOMER
ALW85_RS10870	ALW85_RS10870	2268613	2270019	ALW85_RS10870-MONOMER
ALW85_RS05460	ALW85_RS05460	1135985	1136959	ALW85_RS05460-MONOMER
ALW85_RS05470	ALW85_RS05470	1137182	1139485	ALW85_RS05470-MONOMER
ALW85_RS05475	ALW85_RS05475	1139545	1140165	ALW85_RS05475-MONOMER
ALW85_RS08500	ALW85_RS08500	1760279	1761013	ALW85_RS08500-MONOMER
ALW85_RS05480	ALW85_RS05480	1140158	1141477	ALW85_RS05480-MONOMER
ALW85_RS10875	ALW85_RS10875	2270037	2270489	ALW85_RS10875-MONOMER
ALW85_RS05485	ALW85_RS05485	1141610	1143109	ALW85_RS05485-MONOMER
ALW85_RS05490	ALW85_RS05490	1143121	1144644	ALW85_RS05490-MONOMER
ALW85_RS05495	ALW85_RS05495	1144671	1145345	ALW85_RS05495-MONOMER
ALW85_RS05500	ALW85_RS05500	1145338	1146585	ALW85_RS05500-MONOMER
ALW85_RS10880	ALW85_RS10880	2270548	2271693	ALW85_RS10880-MONOMER
ALW85_RS05505	ALW85_RS05505	1146719	1147678	ALW85_RS05505-MONOMER
ALW85_RS05510	ALW85_RS05510	1148274	1149236	ALW85_RS05510-MONOMER
ALW85_RS05515	ALW85_RS05515	1149384	1150850	ALW85_RS05515-MONOMER
ALW85_RS14190	ALW85_RS14190	1761010	1761165	ALW85_RS14190-MONOMER
ALW85_RS05520	ALW85_RS05520	1150861	1151811	ALW85_RS05520-MONOMER
ALW85_RS01530	ALW85_RS01530	317975	318048	ALW85_RS01530-tRNA
ALW85_RS10885	ALW85_RS10885	2272055	2274154	ALW85_RS10885-MONOMER
ALW85_RS05530	ALW85_RS05530	1151747	1154120	ALW85_RS05530-MONOMER
ALW85_RS05535	ALW85_RS05535	1154443	1154874	ALW85_RS05535-MONOMER
ALW85_RS05540	ALW85_RS05540	1154871	1155119	ALW85_RS05540-MONOMER
ALW85_RS10890	ALW85_RS10890	2274372	2274968	ALW85_RS10890-MONOMER
ALW85_RS05545	ALW85_RS05545	1155365	1155622	ALW85_RS05545-MONOMER
ALW85_RS14290	ALW85_RS14290	1155622	1155777	ALW85_RS14290-MONOMER
ALW85_RS14295	ALW85_RS14295	1155808	1156071	ALW85_RS14295-MONOMER
ALW85_RS08505	ALW85_RS08505	1761187	1762383	ALW85_RS08505-MONOMER
ALW85_RS05555	ALW85_RS05555	1156052	1156270	ALW85_RS05555-MONOMER
ALW85_RS10895	ALW85_RS10895	2274961	2275983	ALW85_RS10895-MONOMER
ALW85_RS05560	ALW85_RS05560	1156301	1156630	ALW85_RS05560-MONOMER
ALW85_RS05565	ALW85_RS05565	1156614	1156871	ALW85_RS05565-MONOMER
ALW85_RS05570	ALW85_RS05570	1157077	1158045	ALW85_RS05570-MONOMER
ALW85_RS05575	ALW85_RS05575	1158053	1158583	ALW85_RS05575-MONOMER
ALW85_RS13735	ALW85_RS13735	2276225	2279728	ALW85_RS13735-MONOMER
ALW85_RS05580	ALW85_RS05580	1158860	1161136	ALW85_RS05580-MONOMER
ALW85_RS13575	ALW85_RS13575	1161689	1161938	ALW85_RS13575-MONOMER
ALW85_RS05585	ALW85_RS05585	1161954	1162331	ALW85_RS05585-MONOMER
ALW85_RS10905	ALW85_RS10905	2279703	2280452	ALW85_RS10905-MONOMER
ALW85_RS05590	ALW85_RS05590	1162328	1162618	ALW85_RS05590-MONOMER
ALW85_RS05595	ALW85_RS05595	1162704	1163021	ALW85_RS05595-MONOMER
ALW85_RS05600	ALW85_RS05600	1163165	1163440	ALW85_RS05600-MONOMER
ALW85_RS05605	ALW85_RS05605	1163597	1164640	ALW85_RS05605-MONOMER
ALW85_RS10910	ALW85_RS10910	2280753	2281766	ALW85_RS10910-MONOMER
ALW85_RS05610	ALW85_RS05610	1164645	1165163	ALW85_RS05610-MONOMER
ALW85_RS05615	ALW85_RS05615	1165270	1166652	ALW85_RS05615-MONOMER
ALW85_RS05620	ALW85_RS05620	1166661	1168640	ALW85_RS05620-MONOMER
ALW85_RS14020	ALW85_RS14020	1762568	1763343	ALW85_RS14020-MONOMER
ALW85_RS05625	ALW85_RS05625	1168634	1169830	ALW85_RS05625-MONOMER
ALW85_RS10915	ALW85_RS10915	2281776	2283509	ALW85_RS10915-MONOMER
ALW85_RS05630	ALW85_RS05630	1169990	1170334	ALW85_RS05630-MONOMER
ALW85_RS05635	ALW85_RS05635	1170336	1172282	ALW85_RS05635-MONOMER
ALW85_RS05640	ALW85_RS05640	1172382	1173395	ALW85_RS05640-MONOMER
ALW85_RS05645	ALW85_RS05645	1173454	1173960	ALW85_RS05645-MONOMER
ALW85_RS05650	ALW85_RS05650	1174250	1176751	ALW85_RS05650-MONOMER
ALW85_RS05655	ALW85_RS05655	1176954	1179137	ALW85_RS05655-MONOMER
ALW85_RS05660	ALW85_RS05660	1179531	1181726	ALW85_RS05660-MONOMER
ALW85_RS08520	ALW85_RS08520	1763330	1763608	ALW85_RS08520-MONOMER
ALW85_RS05670	ALW85_RS05670	1182090	1182356	ALW85_RS05670-MONOMER
ALW85_RS10925	ALW85_RS10925	2283635	2284862	ALW85_RS10925-MONOMER
ALW85_RS05675	ALW85_RS05675	1182424	1182879	ALW85_RS05675-MONOMER
ALW85_RS05680	ALW85_RS05680	1183305	1184870	ALW85_RS05680-MONOMER
ALW85_RS05685	ALW85_RS05685	1184983	1186473	ALW85_RS05685-MONOMER
ALW85_RS14215	ALW85_RS14215	2284893	2285030	ALW85_RS14215-MONOMER
ALW85_RS05690	ALW85_RS05690	1186641	1187471	ALW85_RS05690-MONOMER
ALW85_RS05695	ALW85_RS05695	1187647	1188678	ALW85_RS05695-MONOMER
ALW85_RS05700	ALW85_RS05700	1188693	1189208	ALW85_RS05700-MONOMER
ALW85_RS08525	ALW85_RS08525	1764111	1765541	ALW85_RS08525-MONOMER
ALW85_RS05705	ALW85_RS05705	1189452	1191926	ALW85_RS05705-MONOMER
ALW85_RS14220	ALW85_RS14220	2285457	2285603	ALW85_RS14220-MONOMER
ALW85_RS05710	ALW85_RS05710	1192020	1193006	ALW85_RS05710-MONOMER
ALW85_RS05715	ALW85_RS05715	1193020	1193523	ALW85_RS05715-MONOMER
ALW85_RS05720	ALW85_RS05720	1194094	1194585	ALW85_RS05720-MONOMER
ALW85_RS10935	ALW85_RS10935	2285699	2287000	ALW85_RS10935-MONOMER
ALW85_RS05725	ALW85_RS05725	1194736	1195668	ALW85_RS05725-MONOMER
ALW85_RS05730	ALW85_RS05730	1195700	1196194	ALW85_RS05730-MONOMER
ALW85_RS05735	ALW85_RS05735	1196191	1196463	ALW85_RS05735-MONOMER
ALW85_RS05740	ALW85_RS05740	1196708	1198576	ALW85_RS05740-MONOMER
ALW85_RS13940	ALW85_RS13940	1198601	1199376	ALW85_RS13940-MONOMER
ALW85_RS10940	ALW85_RS10940	2287101	2287331	ALW85_RS10940-MONOMER
