TU_id	start	stop	tss	strand	rho_dependent	rnapol	replicon	genes
TU0_8472_from_RpoD_mono	2947178	2948595	2947178.0	+	True	RpoD_mono	NC_000913.2	b2818
TU0_14689_from_RpoD_mono	3053781	3054811	3053781.0	+	True	RpoD_mono	NC_000913.2	b2912,b2911
TU0_14689_from_RPOS_MONOMER	3053781	3054811	3053781.0	+	True	RpoS_mono	NC_000913.2	b2912,b2911
TU0_1545_from_EG11355_MONOMER	1137574	1140209	1137574.0	+	True	FliA_mono	NC_000913.2	b1083,b1082
TU0_13009_from_RpoD_mono	663325	668295	668295.0	-	True	RpoD_mono	NC_000913.2	b0635,b0637,b0634,b0636
TU00431_with_TERM54_from_RpoD_mono	3638006	3638614	3638006.0	+	False	RpoD_mono	NC_000913.2	b3495
TU443_from_RpoD_mono	1149893	1151074		+	True	RpoD_mono	NC_000913.2	b1094
TU00297_with_TERM0141_from_RpoD_mono	1108501	1112783	1108501.0	+	False	RpoD_mono	NC_000913.2	b1049,b1048
TU00025_from_RPOS_MONOMER	787020	791304	791304.0	-	True	RpoS_mono	NC_000913.2	b0758,b0757,b0759
TU00025_from_RpoD_mono	787020	791304	791304.0	-	True	RpoD_mono	NC_000913.2	b0758,b0757,b0759
TU00179_from_RpoD_mono	78848	83735	83735.0	-	True	RpoD_mono	NC_000913.2	b0075,b0073,b0072,b0074
TU00501_from_RpoD_mono	3108387	3108463	3108387.0	+	True	RpoD_mono	NC_000913.2	b2967
TU0_13079_from_RpoD_mono	936592	938560		+	True	RpoD_mono	NC_000913.2	b0891,b0892
TU0_12945_from_RpoD_mono	489334	490036		-	True	RpoD_mono	NC_000913.2	b0467
TU0_12810_from_RpoD_mono	111649	113219		-	True	RpoD_mono	NC_000913.2	b0102,b0103
TU0_14257_from_RpoD_mono	1793277	1800757	1800757.0	-	True	RpoD_mono	NC_000913.2	b1713,b1717,b1714,b1716,b1715,b1718,b1719
TU0_13483_from_RpoD_mono	2072803	2076158		+	True	RpoD_mono	NC_000913.2	b2005,b2003,b2004,b2002,b2006
TU00371_from_RpoD_mono	3845328	3848749		-	True	RpoD_mono	NC_000913.2	b3669,b3668
TU0_14608_from_RpoD_mono	131564	134212	131564.0	+	True	RpoD_mono	NC_000913.2	b0118
TU0_13601_from_RpoD_mono	2465877	2468484		+	True	RpoD_mono	NC_000913.2	b2351,b2352
TU0_4802_from_RpoD_mono	3900312	3904720	3904720.0	-	True	RpoD_mono	NC_000913.2	b3722,b3723
TU0_4802_with_TERM0563_from_RpoD_mono	3900272	3904720	3904720.0	-	False	RpoD_mono	NC_000913.2	b3721,b3722,b3723
TU0_8347_from_RpoD_mono	4347338	4349708	4349708.0	-	True	RpoD_mono	NC_000913.2	b4125
TU0_1022_from_RpoD_mono	2798678	2802483	2798678.0	+	True	RpoD_mono	NC_000913.2	b2675,b2673,b2674,b2676
TU788_from_RPOS_MONOMER	4105497	4106537	4105497.0	+	True	RpoS_mono	NC_000913.2	b3916
TU788_from_RpoD_mono	4105497	4106537	4105497.0	+	True	RpoD_mono	NC_000913.2	b3916
TU00163_from_RpoD_mono	608682	611890	611890.0	-	True	RpoD_mono	NC_000913.2	b0584
TU0_14484_from_RPOH_MONOMER	2763928	2765013	2763928.0	+	True	RpoH_mono	NC_000913.2	b2630
TU0_5081_from_RpoD_mono	1689610	1694176	1694176.0	-	True	RpoD_mono	NC_000913.2	b1617,b1616
TU0_13845_from_RpoD_mono	3192743	3192887	3192887.0	-	True	RpoD_mono	NC_000913.2	b4447,b4664
TU0_8693_from_RpoD_mono	1386898	1387919	1386898.0	+	True	RpoD_mono	NC_000913.2	b1325
TU00246_from_RpoD_mono	1790833	1793176		-	True	RpoD_mono	NC_000913.2	b1711,b1710
TU0_14691_from_RpoD_mono	2356064	2360233		-	True	RpoD_mono	NC_000913.2	b2247,b2248,b2246
TU0_13303_from_RpoD_mono	1609990	1611275		-	True	RpoD_mono	NC_000913.2	b1524
TU461_from_RpoD_mono	1236732	1239172	1236732.0	+	True	RpoD_mono	NC_000913.2	b1189,b1190
TU0_8473_from_RpoD_mono	1710695	1712295	1710695.0	+	True	RpoD_mono	NC_000913.2	b1634
TU0_3465_from_RPOE_MONOMER	4110892	4111744	4110892.0	+	True	RpoE_mono	NC_000913.2	b3923,b3922
TU0_13469_from_RpoD_mono	2037502	2039142		+	True	RpoD_mono	NC_000913.2	b1972
TU0_8677_from_RpoD_mono	1017682	1018160	1017682.0	+	True	RpoD_mono	NC_000913.2	b0956
TU0_13010_from_RpoD_mono	668519	674006		-	True	RpoD_mono	NC_000913.2	b0640,b0642,b0641,b0639
TU00180_from_RpoD_mono	1229961	1231677	1229961.0	+	True	RpoD_mono	NC_000913.2	b1183,b1184
TU00502_from_RpoD_mono	3213619	3213695	3213619.0	+	True	RpoD_mono	NC_000913.2	b3069
TU00432_with_TERM54_from_RpoD_mono	3638021	3638614	3638021.0	+	False	RpoD_mono	NC_000913.2	b3495
TU0_13080_from_RpoD_mono	938588	939943	938588.0	+	True	RpoD_mono	NC_000913.2	b0893
TU0_8349_from_RPOH_MONOMER	919317	921516	919317.0	+	True	RpoH_mono	NC_000913.2	b0879
TU0_14055_from_RpoD_mono	4024466	4025251	4024466.0	+	True	RpoD_mono	NC_000913.2	b3844
TU00298_from_RpoD_mono	2371670	2378665		-	True	RpoD_mono	NC_000913.2	b2263,b2265,b2262,b2264,b2261
TU0_12881_from_RpoD_mono	311598	312029	312029.0	-	True	RpoD_mono	NC_000913.2	b0296
TU00026_from_RpoD_mono	787020	791309	791309.0	-	True	RpoD_mono	NC_000913.2	b0758,b0757,b0759
TU0_14140_from_RpoD_mono	4360756	4363065		-	True	RpoD_mono	NC_000913.2	b4136
TU0_8761_from_RPON_MONOMER	3372605	3374258	3372605.0	+	True	RpoN_mono	NC_000913.2	b3227
TU0_13710_from_RpoD_mono	2795233	2796066		+	True	RpoD_mono	NC_000913.2	b2668
TU361_from_RpoD_mono	960388	962891	960388.0	+	True	RpoD_mono	NC_000913.2	b0911,b0910
TU0_13151_from_RpoD_mono	1202247	1207768		+	True	RpoD_mono	NC_000913.2	b4693,b4692,b1154,b1150,b1151,b1147,b1148,b1153,b1152,b1155
TU0_13411_from_RpoD_mono	1881212	1883813		+	True	RpoD_mono	NC_000913.2	b1802
TU0_12811_from_RpoD_mono	114522	117705	117705.0	-	True	RpoD_mono	NC_000913.2	b0107,b0108
TU0_13484_from_RpoD_mono	2076599	2076955		+	True	RpoD_mono	NC_000913.2	b4538
TU0_1547_from_EG11355_MONOMER	1964417	1970740	1970740.0	-	True	FliA_mono	NC_000913.2	b1883,b1886,b1882,b1884,b1885
TU0_8839_from_RpoD_mono	1403676	1403833		-	True	RpoD_mono	NC_000913.2	b4426
TU0_4823_from_RPOS_MONOMER	2788934	2793675	2788934.0	+	True	RpoS_mono	NC_000913.2	b2662,b2663,b2661
TU0_1041_with_TERM0241_from_RpoD_mono	4103808	4104402	4103808.0	+	False	RpoD_mono	NC_000913.2	b4484
TU0_14692_with_TERM0_1093_from_RPOS_MONOMER	3908466	3909591	3909591.0	-	False	RpoS_mono	NC_000913.2	b3728
TU0_14692_with_TERM0_1093_from_RpoD_mono	3908466	3909591	3909591.0	-	False	RpoD_mono	NC_000913.2	b3728
TU0_14486_from_RpoD_mono	4033379	4038659	4033379.0	+	True	RpoD_mono	NC_000913.2	b3855,b3854,b3851,b3853,b3852
TU0_14609_from_RpoD_mono	194901	195664	194901.0	+	True	RpoD_mono	NC_000913.2	b0174
TU0_13602_from_RpoD_mono	2468825	2469127		+	True	RpoD_mono	NC_000913.2	b2353
TU00247_from_RpoD_mono	34781	42037	42037.0	-	True	RpoD_mono	NC_000913.2	b0039,b0038,b0040,b0036,b0037
TU0_8350_from_RPOH_MONOMER	919560	921516	919560.0	+	True	RpoH_mono	NC_000913.2	b0879
TU462_from_RpoD_mono	1236761	1239172	1236761.0	+	True	RpoD_mono	NC_000913.2	b1189,b1190
TU0_13168_from_RpoD_mono	1222688	1223130		+	True	RpoD_mono	NC_000913.2	b4521
TU0_14393_from_RpoD_mono	179214	180754	179214.0	+	True	RpoD_mono	NC_000913.2	b0160
TU00503_from_RpoD_mono	3980387	3980834	3980387.0	+	True	RpoD_mono	NC_000913.2	b3796,b3797,b3799,b3798
TU00181_from_RpoD_mono	931551	932312	931551.0	+	True	RpoD_mono	NC_000913.2	b0889
TU0_14199_from_RpoD_mono	4556377	4558703		-	True	RpoD_mono	NC_000913.2	b4330,b4329
TU0_8474_with_RPSOT1_from_RpoD_mono	3309394	3309808	3309808.0	-	False	RpoD_mono	NC_000913.2	b3165
TU00094_from_RpoD_mono	4402687	4404008	4402687.0	+	True	RpoD_mono	NC_000913.2	b4177
TU0_13011_from_RpoD_mono	675934	678065		+	True	RpoD_mono	NC_000913.2	b0646
TU00433_with_TERM54_from_RpoD_mono	3638023	3638614	3638023.0	+	False	RpoD_mono	NC_000913.2	b3495
TU0_4881_from_RpoD_mono	3573744	3576772	3576772.0	-	True	RpoD_mono	NC_000913.2	b3437,b3438
TU0_4881_with_TERM0382_from_RpoD_mono	3573711	3576772	3576772.0	-	False	RpoD_mono	NC_000913.2	b3437,b3438,b4476
TU0_3484_from_RPOE_MONOMER	2547668	2549265	2549265.0	-	True	RpoE_mono	NC_000913.2	b2432
TU362_from_RPOS_MONOMER	738203	740148	738203.0	+	True	RpoS_mono	NC_000913.2	b0708,b0707
TU0_14056_from_RpoD_mono	4029170	4033176	4029170.0	+	True	RpoD_mono	NC_000913.2	b3849,b3847,b3850,b3848
TU0_13152_from_RpoD_mono	1207740	1208878		-	True	RpoD_mono	NC_000913.2	b1157
TU00299_from_RpoD_mono	1223502	1225303		-	True	RpoD_mono	NC_000913.2	b1175,b1176
TU0_14_from_RpoD_mono	3644135	3645674	3644135.0	+	True	RpoD_mono	NC_000913.2	b3500
TU00027_from_RpoD_mono	4051892	4056245	4056245.0	-	True	RpoD_mono	NC_000913.2	b3869,b3870
TU0_14141_from_RpoD_mono	4370784	4371185	4370784.0	+	True	RpoD_mono	NC_000913.2	b4144
TU00165_from_RpoD_mono	618607	621457	621457.0	-	True	RpoD_mono	NC_000913.2	b0589,b0590
TU0_13711_from_RpoD_mono	2798143	2798497	2798143.0	+	True	RpoD_mono	NC_000913.2	b2672
TU0_12947_from_RpoD_mono	490534	491187	490534.0	+	True	RpoD_mono	NC_000913.2	b0469
TU0_5121_from_RPOE_MONOMER	3468167	3471707	3471707.0	-	True	RpoE_mono	NC_000913.2	b3340
TU00373_from_RpoD_mono	436385	440597	440597.0	-	True	RpoD_mono	NC_000913.2	b0420,b0422,b0421
TU0_12882_from_RpoD_mono	314506	315677		+	True	RpoD_mono	NC_000913.2	b0298,b0299
TU0_14693_with_TERM0_1094_from_RPOS_MONOMER	3906518	3909591	3909591.0	-	False	RpoS_mono	NC_000913.2	b3728,b3727,b3726
TU0_14693_with_TERM0_1094_from_RpoD_mono	3906518	3909591	3909591.0	-	False	RpoD_mono	NC_000913.2	b3728,b3727,b3726
TU0_6557_from_RpoD_mono	2904665	2907739	2907739.0	-	True	RpoD_mono	NC_000913.2	b2780
TU790_from_RPOH_MONOMER	1664548	1666615	1666615.0	-	True	RpoH_mono	NC_000913.2	b1594
TU790_from_RpoD_mono	1664548	1666615	1666615.0	-	True	RpoD_mono	NC_000913.2	b1594
TU0_1061_from_RpoD_mono	4040414	4042067	4040414.0	+	True	RpoD_mono	NC_000913.2	b3859,b3860
TU0_13242_from_RpoD_mono	1441075	1444230		+	True	RpoD_mono	NC_000913.2	b1382,b1383
TU0_14487_from_RpoD_mono	4205994	4211182	4205994.0	+	True	RpoD_mono	NC_000913.2	b4007,b4009,b4010,b4008
TU482_with_TERM161_from_RpoD_mono	3267981	3272956	3272956.0	-	False	RpoD_mono	NC_000913.2	b3125,b3124,b3127,b3123,b3126
TU0_4901_from_RPOS_MONOMER	3656265	3656916	3656265.0	+	True	RpoS_mono	NC_000913.2	b3512
TU0_13169_from_RpoD_mono	1226832	1227230	1226832.0	+	True	RpoD_mono	NC_000913.2	b1179
TU0_12827_from_RpoD_mono	185123	189506		-	True	RpoD_mono	NC_000913.2	b0168,b0167
TU0_3501_from_RpoD_mono	3382624	3383195	3382624.0	+	True	RpoD_mono	NC_000913.2	b3237
TU00504_from_RpoD_mono	4173404	4175151	4173404.0	+	True	RpoD_mono	NC_000913.2	b3979,b3977,b3980,b3976,b3978
TU00182_from_RpoD_mono	3352531	3359962	3352531.0	+	True	RpoD_mono	NC_000913.2	b3212,b3214,b3213
TU0_14262_from_RpoD_mono	3924035	3925054	3925054.0	-	True	RpoD_mono	NC_000913.2	b3743
TU00248_from_RpoD_mono	1814410	1819750	1819750.0	-	True	RpoD_mono	NC_000913.2	b1734,b1737,b1738,b1736,b1735
TU0_13603_from_RpoD_mono	2469099	2471268		-	True	RpoD_mono	NC_000913.2	b2355,b2356,b2357
