	cobrame/ecolime fluxes	coralme fluxes
translocation_b1486	0.0	0.0
translocation_b1487	0.0	0.0
translocation_b1492	0.0	0.0
translocation_b1528	0.0	0.0
translocation_b1533	0.0	0.0
translocation_b1587	0.0	0.0
translocation_b1587_alt	0.0	0.0
translocation_b1588	0.0	0.0
translocation_b1588_alt	0.0	0.0
translocation_b1589	0.0	0.0
translocation_b1589_alt	0.0	0.0
translocation_b1590	0.0	0.0
translocation_b1592	0.0	0.0
translocation_b1599	0.0	0.0
translocation_b1600	0.0	0.0
translocation_b1602	0.0	0.0
translocation_b1603	0.0	0.0
translocation_b1605	0.0	0.0
translocation_b1621	0.0	0.0
translocation_b1634	0.0	0.0
translocation_b1677	0.0029973685026168	0.0029447646896839
translocation_b1711	0.0	0.0
translocation_b1801	0.0	0.0
translocation_b1818	0.0	0.0
translocation_b1819	0.0	0.0
translocation_b1855	0.0	0.0
translocation_b1857	0.0	0.0
translocation_b1859	0.0	0.0
translocation_b1872	0.0	0.0
translocation_b1872_alt	0.0	0.0
translocation_b1873	0.0	0.0
translocation_b4460	0.0	0.0
translocation_b1901	0.0	0.0
translocation_b1907	0.0	0.0
translocation_b1912	3.4185284115648064e-08	3.2991117195134734e-08
translocation_b1981	0.0	0.0
translocation_b1992	0.0	0.0
translocation_b2010	0.0	0.0
translocation_b2027	0.0	0.0
translocation_b2035	0.0	0.0
translocation_b2037	0.0	0.0
translocation_b2092	0.0	0.0
translocation_b2128	0.0	0.0
translocation_b2130	0.0	0.0
translocation_b2131	0.0	0.0
translocation_b2132	0.0	0.0
translocation_b2134	0.0	0.0
translocation_b2148	0.0	0.0
translocation_b2150	0.0	0.0
translocation_b2155	0.0	0.0
translocation_b2156	0.0	0.0
translocation_b2167	0.0	0.0
translocation_b2170	0.0	0.0
translocation_b2174	0.0	0.0
translocation_b2197	0.0	0.0
translocation_b2198	0.0	0.0
translocation_b2199	0.0	0.0
translocation_b2200	0.0	0.0
translocation_b2202	0.0	0.0
translocation_b2203	0.0	0.0
translocation_b2204	0.0	0.0
translocation_b2205	0.0	0.0
translocation_b2205_alt	0.0	0.0
translocation_b2206	0.0	0.0
translocation_b2206_alt	0.0	0.0
translocation_b2215	0.0	0.0
translocation_b2223	0.0	0.0
translocation_b2239	0.0	0.0
translocation_b2240	0.0	0.0
translocation_b2254	0.0	0.0
translocation_b2257	0.0	0.0
translocation_b4544	0.0	0.0
translocation_b2258	0.0	0.0
translocation_b2276	2.8204977133725776e-05	2.7370543040628677e-05
translocation_b2277	2.8204977133725776e-05	2.7370543040628677e-05
translocation_b2278	2.8204977133725776e-05	2.7370543040628677e-05
translocation_b2279	2.8204977133725776e-05	2.7370543040628677e-05
translocation_b2280	2.8204977133725776e-05	2.7370543040628677e-05
translocation_b2282	2.8204977133725776e-05	2.7370543040628677e-05
translocation_b2288	2.8204977133725776e-05	2.7370543040628677e-05
translocation_b2307	0.0	0.0
translocation_b2308	0.0	0.0
translocation_b2309	0.0	0.0
translocation_b2310	0.0	0.0
translocation_b2328	0.0	0.0
translocation_b2344	0.0	0.0
translocation_b2392	0.0	0.0
translocation_b2393	0.0	0.0
translocation_b2406	0.0	0.0
translocation_b2423	0.0	0.0
translocation_b2424	0.0	0.0
translocation_b2425	0.0	0.0
translocation_b2429	0.0	0.0
translocation_b2435	0.0	0.0
translocation_b2435_alt	0.0	0.0
translocation_b2470	0.0	0.0
translocation_b2477	3.730841357040885e-06	3.561239867886512e-06
translocation_b2482	0.0	0.0
translocation_b2483	0.0	0.0
translocation_b2484	0.0	0.0
translocation_b2485	0.0	0.0
translocation_b2486	0.0	0.0
translocation_b2492	0.0	0.0
translocation_b2497	0.0	0.0
translocation_b2512	3.730841357040885e-06	3.561239867886512e-06
translocation_b2519	3.124781755675698e-08	3.0160643654277435e-08
translocation_b2536	0.0	0.0
translocation_b2558	0.0	0.0
translocation_b2578	0.0	0.0
translocation_b2587	0.0	0.0
translocation_b2595	3.730841357040885e-06	3.561239867886512e-06
translocation_b2617	3.730841357040885e-06	3.561239867886512e-06
translocation_b2663	0.0	0.0
translocation_b2678	0.0	0.0
translocation_b2679	0.0	0.0
translocation_b2682	0.0	0.0
translocation_b2683	0.0	0.0
translocation_b2701	0.0	0.0
translocation_b2702	0.0	0.0
translocation_b2703	0.0	0.0
translocation_b2715	0.0	0.0
translocation_b2722	0.0	0.0
translocation_b2723	0.0	0.0
translocation_b2789	0.0	0.0
translocation_b2796	0.0	0.0
translocation_b2801	0.0	0.0
translocation_b2813	0.0	0.0
translocation_b2817	0.0	0.0
translocation_b2817_alt	0.0	0.0
translocation_b2828	1.0729824143537738e-08	1.0355007862596755e-08
translocation_b2835	2.0225060427538927e-08	1.9518554726248158e-08
translocation_b2836	1.248950830785589e-06	1.2054932689938082e-06
translocation_b2841	0.0	0.0
translocation_b2882	0.0	0.0
translocation_b2893	0.0	0.0
translocation_b2923	0.0	0.0
translocation_b2938	0.0	0.0
translocation_b2938_alt	0.0	0.0
translocation_b2943	8.494146608469793e-06	1.1484375153363063e-05
translocation_b2957	0.0	0.0
translocation_b2963	0.0	0.0
translocation_b2964	0.0	0.0
translocation_b2975	0.0	0.0
translocation_b2987	0.0	0.0
translocation_b2994	0.0	0.0
translocation_b2994_alt	0.0	0.0
translocation_b2995	0.0	0.0
translocation_b2996	0.0	0.0
translocation_b2996_alt	0.0	0.0
translocation_b2997	0.0	0.0
translocation_b2997_alt	0.0	0.0
translocation_b3005	0.0	0.0
translocation_b3006	0.0	0.0
translocation_b3035	0.0	0.0
translocation_b3040	7.382477627427162e-09	7.076863914532751e-09
translocation_b3057	0.0	0.0
translocation_b3059	0.0	0.0
translocation_b3063	0.0	0.0
translocation_b3089	0.0	0.0
translocation_b3093	0.0	0.0
translocation_b3116	0.0	0.0
translocation_b3127	0.0	0.0
translocation_b3161	0.0	0.0
translocation_b3175	1.476835181635031e-05	2.974280763163918e-05
translocation_b3182	0.0	0.0
translocation_b3196	0.0	0.0
translocation_b3199	3.1350561886071377e-06	3.0259813303431984e-06
translocation_b3200	3.1350561886071377e-06	3.0259813303431984e-06
translocation_b3224	0.0	0.0
translocation_b3258	0.0	0.0
translocation_b3265	0.0	0.0
translocation_b3266	0.0	0.0
translocation_b3300	1.476835181635031e-05	2.974280763163918e-05
translocation_b3350	0.0	0.0
translocation_b3367	0.0	0.0
translocation_b3370	0.0	0.0
translocation_b3396	0.0	0.0
translocation_b3409	0.0	0.0
translocation_b3415	0.0	0.0
translocation_b4476	0.0	0.0
translocation_b3447	0.0	0.0
translocation_b3451	0.0	0.0
translocation_b3452	0.0	0.0
translocation_b3453	0.0	0.0
translocation_b3456	0.0	0.0
translocation_b3457	0.0	0.0
translocation_b3458	0.0	0.0
translocation_b3460	0.0	0.0
translocation_b3469	0.0	0.0
translocation_b3476	0.0	0.0
translocation_b3477	0.0	0.0
translocation_b3478	0.0	0.0
translocation_b3493	4.553199084956628e-06	4.373510849434708e-06
translocation_b3496	0.0	0.0
translocation_b3502	0.0	0.0
translocation_b3528	0.0	0.0
translocation_b3542	0.0	0.0
translocation_b3543	0.0	0.0
translocation_b3544	0.0	0.0
translocation_b3546	0.0	0.0
translocation_b3566	0.0	0.0
translocation_b3568	0.0	0.0
translocation_b3571	0.0	0.0
translocation_b3577	0.0	0.0
translocation_b3578	0.0	0.0
translocation_b3579	0.0	0.0
translocation_b3599	0.0	0.0
translocation_b3603	0.0	0.0
translocation_b3622	0.0	0.0
translocation_b3653	0.0	0.0
translocation_b3654	0.0	0.0
translocation_b3666	0.0	0.0
translocation_b3679	0.0	0.0
translocation_b3691	0.0	0.0
translocation_b3705	3.1969069524154185e-06	3.079736276652871e-06
translocation_b3709	0.0	0.0
translocation_b3714	0.0	0.0
translocation_b3722	0.0	0.0
translocation_b3726	0.0	0.0
translocation_b3727	0.0	0.0
translocation_b3728	0.0	0.0
translocation_b3731	5.227045299229199e-05	5.079428292265785e-05
translocation_b3736	0.0001045409059845	0.0001015885658453
translocation_b3737	0.0005227045299229	0.0005079428292265
translocation_b3738	5.227045299229199e-05	5.079428292265785e-05
translocation_b3739	0.0	0.0
translocation_b3747	1.9923188246969187e-10	1.8877181897427128e-10
translocation_b3750	0.0	0.0
translocation_b3751	0.0	0.0
translocation_b3784	0.0	0.0
translocation_b3785	0.0	0.0
translocation_b3792	0.0	0.0
translocation_b3793	0.0	0.0
translocation_b3816	0.0	0.0
translocation_b3821	0.0	0.0
translocation_b3823	0.0	0.0
translocation_b3824	0.0	0.0
translocation_b3835	9.12379568492291e-10	8.80636063390896e-10
translocation_b3836	0.0	0.0
translocation_b3838	0.0	0.0
translocation_b3839	0.0	0.0
translocation_b3849	0.0	0.0
translocation_b3875	0.0	0.0
translocation_b3892	0.0	0.0
translocation_b3893	0.0	0.0
translocation_b3893_alt	0.0	0.0
translocation_b3894	0.0	0.0
translocation_b3894_alt	0.0	0.0
translocation_b3907	0.0	0.0
translocation_b3909	0.0	0.0
translocation_b3915	0.0	0.0
translocation_b3917	0.0	0.0
translocation_b3927	0.0	0.0
translocation_b3930	0.0	0.0
translocation_b3966	0.0	0.0
translocation_b3981	1.476835181635031e-05	2.974280763163918e-05
translocation_b4031	0.0	0.0
translocation_b4032	0.0	0.0
translocation_b4033	0.0	0.0
translocation_b4034	0.0	0.0
translocation_b4036	0.0	0.0
translocation_b4040	1.502347971087304e-09	1.4500782884561076e-09
translocation_b4042	0.0	0.0
translocation_b4055	0.0	0.0
translocation_b4067	0.0	0.0
translocation_b4070	0.0	0.0
translocation_b4071	0.0	0.0
translocation_b4072	0.0	0.0
translocation_b4072_alt	0.0	0.0
translocation_b4073	0.0	0.0
translocation_b4077	0.0	0.0
translocation_b4086	0.0	0.0
translocation_b4088	0.0	0.0
translocation_b4111	0.0	0.0
translocation_b4115	0.0	0.0
translocation_b4120	0.0	0.0
translocation_b4123	0.0	0.0
translocation_b4130	0.0	0.0
translocation_b4132	0.0	0.0
translocation_b4136	0.0	0.0
translocation_b4138	0.0	0.0
translocation_b4151	0.0	0.0
translocation_b4152	0.0	0.0
translocation_b4169	0.0	0.0
translocation_b4193	0.0	0.0
translocation_b4208	6.61309746371457e-08	6.383014611878746e-08
translocation_b4213	0.0	0.0
translocation_b4227	0.0	0.0
translocation_b4230	0.0	0.0
translocation_b4231	0.0	0.0
translocation_b4240	0.0	0.0
translocation_b4242	0.0	0.0
translocation_b4261	3.1350561886071377e-06	3.0259813303431984e-06
translocation_b4262	3.1350561886071377e-06	3.0259813303431984e-06
translocation_b4265	0.0	0.0
translocation_b4288	0.0	0.0
translocation_b4289	0.0	0.0
translocation_b4290	0.0	0.0
translocation_b4291	0.0	0.0
translocation_b4311	0.0	0.0
translocation_b4321	0.0	0.0
translocation_b4356	0.0	0.0
translocation_b4392	0.0	0.0
