TU_id	start	stop	tss	strand	rho_dependent	rnapol	replicon	genes
TU0_6861_from_RpoD_mono	85420	87848	85420	+	True	RpoD_mono	NC_000913.2	b0077,b0078
TU0_6882_from_RpoD_mono	85534	87848	85534	+	True	RpoD_mono	NC_000913.2	b0077,b0078
TU00081_from_RpoD_mono	85597	87848	85597	+	True	RpoD_mono	NC_000913.2	b0077,b0078
TU0_941_from_RpoD_mono	89596	107474	89596	+	True	RpoD_mono	NC_000913.2	b0081,b0082,b0083,b0084,b0085,b0086,b0087,b0088,b0089,b0090,b0091,b0092,b0093,b0094,b0095,b0096
TU0_14439_from_RpoD_mono	90010	107474	90010	+	True	RpoD_mono	NC_000913.2	b0082,b0083,b0084,b0085,b0086,b0087,b0088,b0089,b0090,b0091,b0092,b0093,b0094,b0095,b0096
TU0_14443_from_RpoD_mono	90688	107474	90688	+	True	RpoD_mono	NC_000913.2	b0083,b0084,b0085,b0086,b0087,b0088,b0089,b0090,b0091,b0092,b0093,b0094,b0095,b0096
TU0_14445_from_RpoD_mono	91012	107474	91012	+	True	RpoD_mono	NC_000913.2	b0083,b0084,b0085,b0086,b0087,b0088,b0089,b0090,b0091,b0092,b0093,b0094,b0095,b0096
TU0_3941_from_RPOS_MONOMER	102742	103985	102742	+	True	RpoS_mono	NC_000913.2	b0093
TU00210_from_RPOS_MONOMER	102867	106456	102867	+	True	RpoS_mono	NC_000913.2	b0093,b0094,b0095
TU00210_from_RpoD_mono	102867	106456	102867	+	True	RpoD_mono	NC_000913.2	b0093,b0094,b0095
TU0_1422_from_RpoD_mono	103561	106456	103561	+	True	RpoD_mono	NC_000913.2	b0094,b0095
TU0_1425_from_RpoD_mono	104636	106456	104636	+	True	RpoD_mono	NC_000913.2	b0095
TU0_1424_from_RpoD_mono	104693	106456	104693	+	True	RpoD_mono	NC_000913.2	b0095
TU0_1423_from_RpoD_mono	105045	106456	105045	+	True	RpoD_mono	NC_000913.2	b0095
TU0_12809_with_TERM0_1064_from_RpoD_mono	106508	107544	106508	+	False	RpoD_mono	NC_000913.2	b0096
TU0_14606_from_RpoD_mono	106530	107474	106530	+	True	RpoD_mono	NC_000913.2	b0096
TU0_4343_from_RpoD_mono	107705	111433		+	True	RpoD_mono	NC_000913.2	b0098,b0099
TU0_12810_from_RpoD_mono	111649	113219		-	True	RpoD_mono	NC_000913.2	b0102,b0103
TU0_8807_from_RpoD_mono	113444	114487		+	True	RpoD_mono	NC_000913.2	b0104
TU0_12811_from_RpoD_mono	114522	117705	117705	-	True	RpoD_mono	NC_000913.2	b0107,b0108
TU0_12812_from_RpoD_mono	117752	118645		-	True	RpoD_mono	NC_000913.2	b0109
TU00237_from_RpoD_mono	118733	120135		+	True	RpoD_mono	NC_000913.2	b0110,b0111
TU00012_with_AROPT1_from_RpoD_mono	120144	121671	121671	-	False	RpoD_mono	NC_000913.2	b0112
TU641_with_AROPT1_from_RpoD_mono	120144	121650	121650	-	False	RpoD_mono	NC_000913.2	b0112
TU00522_with_TERM01021_from_RPOS_MONOMER	122034	129394	122034	+	False	RpoS_mono	NC_000913.2	b0113,b0114,b0115,b0116
TU00522_with_TERM01021_from_RpoD_mono	122034	129394	122034	+	False	RpoD_mono	NC_000913.2	b0113,b0114,b0115,b0116
TU0_6634_with_TERM101_from_RPOS_MONOMER	122969	127619	122969	+	False	RpoS_mono	NC_000913.2	b0114,b0115
TU0_6634_with_TERM101_from_RpoD_mono	122969	127619	122969	+	False	RpoD_mono	NC_000913.2	b0114,b0115
TU00523_with_TERM01021_from_RpoD_mono	127717	129394	127717	+	False	RpoD_mono	NC_000913.2	b0116
TU796_from_RpoD_mono	131519	134212	131519	+	True	RpoD_mono	NC_000913.2	b0118
TU0_14608_from_RpoD_mono	131564	134212	131564	+	True	RpoD_mono	NC_000913.2	b0118
TU0_12813_from_RpoD_mono	134339	134750	134339	+	True	RpoD_mono	NC_000913.2	b0119
TU00359_with_SPEDT1_from_RpoD_mono	134756	136940	136940	-	False	RpoD_mono	NC_000913.2	b0120,b0121,b0122
TU0_3124_from_RpoD_mono	137045	138633	137045	+	True	RpoD_mono	NC_000913.2	b0123
TU0_2042_with_TERM0703_from_RpoD_mono	138801	141263	141263	-	False	RpoD_mono	NC_000913.2	b0124
TU0_7001_with_TERM0703_from_RpoD_mono	138801	141279	141279	-	False	RpoD_mono	NC_000913.2	b0124
TU0_2041_from_RpoD_mono	141360	141967	141360	+	True	RpoD_mono	NC_000913.2	b0125
TU0_8774_from_RPOH_MONOMER	142008	142703	142703	-	True	RpoH_mono	NC_000913.2	b0126
TU0_8774_from_RpoD_mono	142008	142703	142703	-	True	RpoD_mono	NC_000913.2	b0126
TU0_12815_from_RpoD_mono	142779	144472		+	True	RpoD_mono	NC_000913.2	b0128
TU0_8486_from_RpoD_mono	146314	146694		-	True	RpoD_mono	NC_000913.2	b0131
TU00313_from_RpoD_mono	147944	149630	149630	-	True	RpoD_mono	NC_000913.2	b0133,b0134
TU0_14300_from_RpoD_mono	149715	152812		-	True	RpoD_mono	NC_000913.2	b0136,b0137,b0138
TU00263_from_RpoD_mono	152829	156235	156235	-	True	RpoD_mono	NC_000913.2	b0140
TU00403_from_RPOS_MONOMER	152829	156224	156224	-	True	RpoS_mono	NC_000913.2	b0140
TU00404_from_RpoD_mono	152829	156214	156214	-	True	RpoD_mono	NC_000913.2	b0140
TU00315_from_RPOS_MONOMER	157253	159171	159171	-	True	RpoS_mono	NC_000913.2	b0142,b0143
TU00315_from_RpoD_mono	157253	159171	159171	-	True	RpoD_mono	NC_000913.2	b0142,b0143
TU0_36412_from_RPOS_MONOMER	157253	159391	159391	-	True	RpoS_mono	NC_000913.2	b0142,b0143
TU0_8361_from_RpoD_mono	157253	159151	159151	-	True	RpoD_mono	NC_000913.2	b0142,b0143
TU0_8362_from_RpoD_mono	157253	159195	159195	-	True	RpoD_mono	NC_000913.2	b0142,b0143
TU0_14494_from_RpoD_mono	159186	160722	160722	-	True	RpoD_mono	NC_000913.2	b0145
TU0_14681_from_RpoD_mono	159186	160658	160658	-	True	RpoD_mono	NC_000913.2	b0145
TU00358_from_RpoD_mono	160149	161515	161515	-	True	RpoD_mono	NC_000913.2	b0146
TU0_12820_from_RpoD_mono	164721	167264	164721	+	True	RpoD_mono	NC_000913.2	b0149
TU00020_from_RpoD_mono	167442	173444	167442	+	True	RpoD_mono	NC_000913.2	b0150,b0151,b0152,b0153
TU0_14805_from_EG11355_MONOMER	173602	174902	174902	-	True	FliA_mono	NC_000913.2	b0154
TU0_14806_from_EG11355_MONOMER	173602	174941	174941	-	True	FliA_mono	NC_000913.2	b0154
TU0_7806_from_EG11355_MONOMER	173602	174921	174921	-	True	FliA_mono	NC_000913.2	b0154
TU0_12821_from_RpoD_mono	175107	176528		+	True	RpoD_mono	NC_000913.2	b0155
TU0_8480_from_RpoD_mono	176561	176954	176561	+	True	RpoD_mono	NC_000913.2	b0156
TU0_12822_from_RPOS_MONOMER	177001	179183	179183	-	True	RpoS_mono	NC_000913.2	b0158,b0159
TU0_12822_from_RpoD_mono	177001	179183	179183	-	True	RpoD_mono	NC_000913.2	b0158,b0159
TU0_12823_from_RpoD_mono	179196	180754	179196	+	True	RpoD_mono	NC_000913.2	b0160
TU0_14393_from_RpoD_mono	179214	180754	179214	+	True	RpoD_mono	NC_000913.2	b0160
TU584_from_RPOE_MONOMER	180845	182308	180845	+	True	RpoE_mono	NC_000913.2	b0161
TU0_4501_from_RpoD_mono	182447	183620	182447	+	True	RpoD_mono	NC_000913.2	b0162
TU0_6443_with_TERM0_1040_from_RpoD_mono	185090	185977	185977	-	False	RpoD_mono	NC_000913.2	b0166
TU0_12827_from_RpoD_mono	185123	189506		-	True	RpoD_mono	NC_000913.2	b0167,b0168
TU00345_with_TERM0_1132_from_RpoD_mono	189712	191738	189712	+	False	RpoD_mono	NC_000913.2	b0169,b0170
TU0_1021_from_RpoD_mono	191812	192580	191812	+	True	RpoD_mono	NC_000913.2	b0171
TU0_12830_from_RpoD_mono	192872	193429		+	True	RpoD_mono	NC_000913.2	b0172
TU0_12831_from_RpoD_mono	193521	194717		+	True	RpoD_mono	NC_000913.2	b0173
TU0_14339_from_RpoD_mono	194784	195664	194784	+	True	RpoD_mono	NC_000913.2	b0174
TU0_14609_from_RpoD_mono	194901	195664	194901	+	True	RpoD_mono	NC_000913.2	b0174
TU0_14340_from_RpoD_mono	195677	196534		+	True	RpoD_mono	NC_000913.2	b0175
TU0_4222_from_RPOE_MONOMER	196470	197898	196470	+	True	RpoE_mono	NC_000913.2	b0176
TU0_8373_from_RPOE_MONOMER	197026	208608	197026	+	True	RpoE_mono	NC_000913.2	b0177,b0178,b0179,b0180,b0181,b0182,b0183,b0184
TU0_4204_from_RPOE_MONOMER	197821	200360	197821	+	True	RpoE_mono	NC_000913.2	b0177
TU0_4146_from_RPOE_MONOMER	200455	203348	200455	+	True	RpoE_mono	NC_000913.2	b0178,b0179,b0180,b0181
TU0_4184_from_RPOE_MONOMER	200960	201996	200960	+	True	RpoE_mono	NC_000913.2	b0179
TU00267_from_RpoD_mono	202101	202556		+	True	RpoD_mono	NC_000913.2	b0180
TU00230_from_RpoD_mono	208411	209580	208411	+	True	RpoD_mono	NC_000913.2	b0185
TU0_1161_from_RPOS_MONOMER	209679	211820		+	True	RpoS_mono	NC_000913.2	b0186
TU0_12833_from_RpoD_mono	212331	213629		+	True	RpoD_mono	NC_000913.2	b0188
TU0_12834_from_RpoD_mono	213678	214125		-	True	RpoD_mono	NC_000913.2	b4406
TU0_12835_from_RpoD_mono	214291	215979		+	True	RpoD_mono	NC_000913.2	b0191,b0192
TU0_6562_with_PROS_TERMINATOR_from_RpoD_mono	217020	218837	218837	-	False	RpoD_mono	NC_000913.2	b0194
TU0_12837_from_RpoD_mono	218887	219995		-	True	RpoD_mono	NC_000913.2	b0196
TU0_2302_from_RpoD_mono	220113	222714	222714	-	True	RpoD_mono	NC_000913.2	b0198,b0199
TU0_12838_from_RpoD_mono	222806	223408	222806	+	True	RpoD_mono	NC_000913.2	b0200
#TU0_1189_from_RPOH_MONOMER	223485	228875	223485	+	True	RpoH_mono	NC_000913.2	b0201,b0202,b0203,b0204,b0205
TU0_1189_from_RpoD_mono	223485	228875	223485	+	True	RpoD_mono	NC_000913.2	b0201,b0202,b0203,b0204,b0205
TU0_1190_from_RpoD_mono	223593	228875	223593	+	True	RpoD_mono	NC_000913.2	b0201,b0202,b0203,b0204,b0205
TU0_14524_from_RpoD_mono	225759	228875		+	True	RpoD_mono	NC_000913.2	b0205
TU0_14372_from_RpoD_mono	228928	229004		+	True	RpoD_mono	NC_000913.2	b0206
TU0_12839_from_RPOS_MONOMER	229098	229970	229098	+	True	RpoS_mono	NC_000913.2	b0207
TU0_12840_from_RPOH_MONOMER	231064	232549	231064	+	True	RpoH_mono	NC_000913.2	b0209,b0210
TU0_12842_from_RpoD_mono	234027	234782		-	True	RpoD_mono	NC_000913.2	b0212
TU0_6647_from_RpoD_mono	235934	236798	235934	+	True	RpoD_mono	NC_000913.2	b0215
TU0_6648_from_RpoD_mono	236017	236798	236017	+	True	RpoD_mono	NC_000913.2	b0215
TU00489_from_RpoD_mono	236913	237007	236913	+	True	RpoD_mono	NC_000913.2	b0216
TU0_8793_from_RpoD_mono	240859	243406	243406	-	True	RpoD_mono	NC_000913.2	b0221
TU0_12846_from_RpoD_mono	243543	244121		+	True	RpoD_mono	NC_000913.2	b0222
TU0_12849_from_RpoD_mono	245961	246615	246615	-	True	RpoD_mono	NC_000913.2	b0226
TU0_12853_from_RPOS_MONOMER	250880	253161	250880	+	True	RpoS_mono	NC_000913.2	b0231,b0232,b0233,b0234
TU0_12853_from_RpoD_mono	250880	253161	250880	+	True	RpoD_mono	NC_000913.2	b0231,b0232,b0233,b0234
TU0_12854_from_RpoD_mono	251969	253161	251969	+	True	RpoD_mono	NC_000913.2	b0232,b0233,b0234
TU0_6442_from_RpoD_mono	254259	255776	255776	-	True	RpoD_mono	NC_000913.2	b0237
TU0_6556_from_RpoD_mono	254259	255809	255809	-	True	RpoD_mono	NC_000913.2	b0237
TU0_8874_from_RpoD_mono	254259	255737	255737	-	True	RpoD_mono	NC_000913.2	b0237
TU0_14680_with_TERM0_1073_from_RpoD_mono	255914	256474	255914	+	False	RpoD_mono	NC_000913.2	b0238
TU0_12856_from_RpoD_mono	255977	256435		+	True	RpoD_mono	NC_000913.2	b0238
TU0_12857_from_RpoD_mono	256502	257771	256502	+	True	RpoD_mono	NC_000913.2	b0239
TU0_12858_from_RpoD_mono	257810	258230	257810	+	True	RpoD_mono	NC_000913.2	b0240
TU0_14782_from_RPON_MONOMER	257824	258230	257824	+	True	RpoN_mono	NC_000913.2	b0240
TU00086_from_RpoD_mono	258269	259382	259382	-	True	RpoD_mono	NC_000913.2	b0241
TU00325_from_RpoD_mono	259612	261980		+	True	RpoD_mono	NC_000913.2	b0242,b0243
TU00490_from_RpoD_mono	262065	262170	262065	+	True	RpoD_mono	NC_000913.2	b0244
TU0_12859_from_RpoD_mono	262552	265777		-	True	RpoD_mono	NC_000913.2	b0246,b0247,b0248,b0249,b0250,b0251,b4504
TU0_14535_from_RpoD_mono	262552	263956		-	True	RpoD_mono	NC_000913.2	b0246,b0247,b4504
TU0_14802_from_EG11355_MONOMER	262552	265382	265382	-	True	FliA_mono	NC_000913.2	b0246,b0247,b0248,b0249,b0250,b4504
TU0_14803_from_EG11355_MONOMER	262552	265451	265451	-	True	FliA_mono	NC_000913.2	b0246,b0247,b0248,b0249,b0250,b4504
TU0_12860_from_RpoD_mono	266408	268184		-	True	RpoD_mono	NC_000913.2	b0253
TU0_12862_from_RpoD_mono	269466	271479		+	True	RpoD_mono	NC_000913.2	b0256,b4587
TU0_12864_from_RpoD_mono	274549	276871		+	True	RpoD_mono	NC_000913.2	b0261
TU0_12865_from_RpoD_mono	276980	279099		-	True	RpoD_mono	NC_000913.2	b0263,b0264,b0265
TU0_12866_from_RpoD_mono	279248	281207		-	True	RpoD_mono	NC_000913.2	b0266,b0267,b4505
TU0_12867_from_RpoD_mono	281481	284392		+	True	RpoD_mono	NC_000913.2	b0268,b0269
TU0_12868_from_RpoD_mono	284619	287623		+	True	RpoD_mono	NC_000913.2	b0271
TU00005_from_RpoD_mono	288525	289564	289564	-	True	RpoD_mono	NC_000913.2	b0273
TU0_12870_from_RpoD_mono	289872	290570		-	True	RpoD_mono	NC_000913.2	b0274,b0275
TU0_12872_from_RpoD_mono	292444	294023		-	True	RpoD_mono	NC_000913.2	b0279
TU0_12875_from_RpoD_mono	296605	297015		-	True	RpoD_mono	NC_000913.2	b4695
TU0_12876_from_RpoD_mono	296994	301797		-	True	RpoD_mono	NC_000913.2	b0284,b0285,b0286
TU0_12878_from_RpoD_mono	303719	309343	309343	-	True	RpoD_mono	NC_000913.2	b0290,b0291,b0292
TU0_14611_from_RpoD_mono	303719	309300	309300	-	True	RpoD_mono	NC_000913.2	b0290,b0291,b0292
TU0_12881_from_RpoD_mono	311598	312029	312029	-	True	RpoD_mono	NC_000913.2	b0296
TU0_12882_from_RpoD_mono	314506	315677		+	True	RpoD_mono	NC_000913.2	b0298,b0299
TU0_12884_from_RpoD_mono	316950	317791		-	True	RpoD_mono	NC_000913.2	b0303
TU0_12887_from_RpoD_mono	320832	323677		+	True	RpoD_mono	NC_000913.2	b0307,b0308
TU00115_from_RpoD_mono	324801	328585	328585	-	True	RpoD_mono	NC_000913.2	b0312,b0313
TU00116_from_RpoD_mono	328645	330720	328645	+	True	RpoD_mono	NC_000913.2	b0314
TU0_14408_from_RpoD_mono	331097	332683	331097	+	True	RpoD_mono	NC_000913.2	b0315
TU0_12889_from_RpoD_mono	331263	332683	331263	+	True	RpoD_mono	NC_000913.2	b0315
TU0_12892_from_RpoD_mono	334504	338967		+	True	RpoD_mono	NC_000913.2	b0319,b0320,b0321
TU0_14781_from_RPON_MONOMER	334963	336012	334963	+	True	RpoN_mono	NC_000913.2	b0319
TU0_12894_from_RpoD_mono	339389	341731		+	True	RpoD_mono	NC_000913.2	b0323,b0324
TU0_8549_from_RpoD_mono	345656	345983	345656	+	True	RpoD_mono	NC_000913.2	b0329
TU0_3602_from_RPON_MONOMER	347870	353816	347870	+	True	RpoN_mono	NC_000913.2	b0331,b0333,b0334,b0335
TU00197_from_RpoD_mono	354108	356678	354108	+	True	RpoD_mono	NC_000913.2	b0336,b0337
TU00142_with_TERM0222_from_RpoD_mono	357997	360460	357997	+	False	RpoD_mono	NC_000913.2	b0339,b0340,b0341
TU0_14378_with_TERM0_1034_from_RpoD_mono	357997	359502	357997	+	False	RpoD_mono	NC_000913.2	b0339,b0340
TU00036_with_TERM0223_from_RpoD_mono	360364	365567	365567	-	False	RpoD_mono	NC_000913.2	b0342,b0343,b0344
TU0_14521_with_TERM0223_from_RpoD_mono	360364	362403		-	False	RpoD_mono	NC_000913.2	b0342,b0343
TU0_4701_with_TERM0223_from_RpoD_mono	360364	365582	365582	-	False	RpoD_mono	NC_000913.2	b0342,b0343,b0344
TU0_4702_with_TERM0223_from_RpoD_mono	360364	365589	365589	-	False	RpoD_mono	NC_000913.2	b0342,b0343,b0344
TU0_4703_with_TERM0223_from_RpoD_mono	360364	365601	365601	-	False	RpoD_mono	NC_000913.2	b0342,b0343,b0344
TU00036_with_TERM0222_from_RpoD_mono	360436	365567	365567	-	False	RpoD_mono	NC_000913.2	b0342,b0343,b0344
TU0_14521_with_TERM0222_from_RpoD_mono	360436	362403		-	False	RpoD_mono	NC_000913.2	b0342,b0343
TU0_4701_with_TERM0222_from_RpoD_mono	360436	365582	365582	-	False	RpoD_mono	NC_000913.2	b0342,b0343,b0344
TU0_4702_with_TERM0222_from_RpoD_mono	360436	365589	365589	-	False	RpoD_mono	NC_000913.2	b0342,b0343,b0344
TU0_4703_with_TERM0222_from_RpoD_mono	360436	365601	365601	-	False	RpoD_mono	NC_000913.2	b0342,b0343,b0344
TU0_2405_from_RpoD_mono	365652	367752	367752	-	True	RpoD_mono	NC_000913.2	b0346
TU0_2402_from_RpoD_mono	367743	374105	367743	+	True	RpoD_mono	NC_000913.2	b0347,b0348,b0349,b0350,b0351,b0352
TU0_12900_from_RPOH_MONOMER	374610	375894	374610	+	True	RpoH_mono	NC_000913.2	b0353
TU0_12902_from_RpoD_mono	376759	379105		-	True	RpoD_mono	NC_000913.2	b0356,b0357
TU0_12904_from_RpoD_mono	380530	381803		+	True	RpoD_mono	NC_000913.2	b0360,b0361
TU302_from_RpoD_mono	384429	387870	384429	+	True	RpoD_mono	NC_000913.2	b0365,b0366,b0367,b0368
TU0_12908_from_RpoD_mono	387977	388951		-	True	RpoD_mono	NC_000913.2	b0369
TU0_12910_from_RpoD_mono	390963	392134		-	True	RpoD_mono	NC_000913.2	b0373
TU0_12912_from_RpoD_mono	393685	394353		+	True	RpoD_mono	NC_000913.2	b0375
TU0_3426_from_RPOE_MONOMER	395777	398190	395777	+	True	RpoE_mono	NC_000913.2	b0377,b0378
TU0_8784_from_RpoD_mono	399053	400147		-	True	RpoD_mono	NC_000913.2	b0381
TU0_12913_from_RpoD_mono	400543	400870	400543	+	True	RpoD_mono	NC_000913.2	b0382
TU0_14613_from_RpoD_mono	400587	400870	400587	+	True	RpoD_mono	NC_000913.2	b0382
TU00052_from_RpoD_mono	400931	402825	400931	+	True	RpoD_mono	NC_000913.2	b0383,b0384
TU0_8872_from_RPOS_MONOMER	402911	404042	402911	+	True	RpoS_mono	NC_000913.2	b0385
TU0_8493_from_RpoD_mono	404059	404910	404910	-	True	RpoD_mono	NC_000913.2	b0386
TU00011_from_RpoD_mono	405504	407329	405504	+	True	RpoD_mono	NC_000913.2	b0388,b0389,b0390
TU0_14546_from_RpoD_mono	406203	407329		+	True	RpoD_mono	NC_000913.2	b0390
TU0_12915_from_RpoD_mono	407372	407685	407372	+	True	RpoD_mono	NC_000913.2	b0391
TU0_8828_from_RpoD_mono	409368	410276		+	True	RpoD_mono	NC_000913.2	b0394
TU0_12917_from_RpoD_mono	411831	416201	416201	-	True	RpoD_mono	NC_000913.2	b0398
TU00053_from_RpoD_mono	416325	418408	416325	+	True	RpoD_mono	NC_000913.2	b0399,b0400
TU0_12918_from_RpoD_mono	418712	421583	418712	+	True	RpoD_mono	NC_000913.2	b0401,b0402
TU0_5402_with_TERM0582_from_RpoD_mono	421719	423732	421719	+	False	RpoD_mono	NC_000913.2	b0403
TU0_5402_with_TERM0583_from_RpoD_mono	421719	423777	421719	+	False	RpoD_mono	NC_000913.2	b0403
TU0_8764_from_RpoD_mono	423561	424142		-	True	RpoD_mono	NC_000913.2	b0404
TU871_from_RpoD_mono	424209	425305	424209	+	True	RpoD_mono	NC_000913.2	b0405
TU870_with_TERM202_from_RpoD_mono	425279	427010	425279	+	False	RpoD_mono	NC_000913.2	b0406,b0407
TU869_from_RpoD_mono	426429	429700	426429	+	True	RpoD_mono	NC_000913.2	b0407,b0408,b0409
TU00449_with_TERM51_from_RpoD_mono	430320	431469	431469	-	False	RpoD_mono	NC_000913.2	b0411
TU00450_with_TERM51_from_RpoD_mono	430320	431315	431315	-	False	RpoD_mono	NC_000913.2	b0411
TU0_12921_from_RpoD_mono	432201	436331	432201	+	True	RpoD_mono	NC_000913.2	b0413,b0414,b0415,b0416,b0417,b0418
TU0_14466_from_RPOH_MONOMER	433728	436331	433728	+	True	RpoH_mono	NC_000913.2	b0415,b0416,b0417,b0418
TU00373_from_RpoD_mono	436385	440597	440597	-	True	RpoD_mono	NC_000913.2	b0420,b0421,b0422
TU0_8529_from_RpoD_mono	440773	442221		+	True	RpoD_mono	NC_000913.2	b0423
TU0_12924_from_RpoD_mono	442275	443739		-	True	RpoD_mono	NC_000913.2	b0425
TU0_8555_from_RpoD_mono	443882	444398	443882	+	True	RpoD_mono	NC_000913.2	b0426
TU00101_from_RpoD_mono	446039	450877	450877	-	True	RpoD_mono	NC_000913.2	b0428,b0429,b0430,b0431,b0432
TU0_12926_from_RpoD_mono	451294	452769		-	True	RpoD_mono	NC_000913.2	b0433
TU0_14251_with_BOLA_from_RpoD_mono	453573	454089	453573	+	False	RpoD_mono	NC_000913.2	b0435
TU00386_with_BOLA_from_RPOS_MONOMER	453658	454089	453658	+	False	RpoS_mono	NC_000913.2	b0435
TU00386_with_BOLA_from_RpoD_mono	453658	454089	453658	+	False	RpoD_mono	NC_000913.2	b0435
TU0_12928_from_RpoD_mono	454217	455655	454217	+	True	RpoD_mono	NC_000913.2	b0436
TU0_14252_from_RpoD_mono	454218	455655	454218	+	True	RpoD_mono	NC_000913.2	b0436
TU0_14614_from_RpoD_mono	454346	455655	454346	+	True	RpoD_mono	NC_000913.2	b0436
