Reaction,Complexes
PGI,SYNPCC7942_2029-MONOMER
KAS14,SYNPCC7942_0537-MONOMER
OHPBAT,SYNPCC7942_2160-MONOMER
3HAD80,SYNPCC7942_0930-MONOMER
3OAR160,SYNPCC7942_0684-MONOMER
NMNS,SYNPCC7942_0206-MONOMER
PPK,SYNPCC7942_1566-MONOMER
GALUi,SYNPCC7942_1973-MONOMER
PHYTES2_1,SYNPCC7942_1984-MONOMER
IGPDH,SYNPCC7942_0125-MONOMER_mod_mg2(1) OR SYNPCC7942_0125-MONOMER_mod_mn2(1)
OMPDC,SYNPCC7942_2569-MONOMER
DCTPD,SYNPCC7942_0717-MONOMER
GLUSfx,SYNPCC7942_0890-MONOMER
NADS2,SYNPCC7942_0105-MONOMER
GLUTRR,SYNPCC7942_0504-MONOMER
G1PTT,SYNPCC7942_2101-MONOMER_mod_mg2(1)
UAMAGS,SYNPCC7942_1667-MONOMER_mod_k(1)_mod_mg2(1)
SPS,SYNPCC7942_0808-MONOMER
ADCL,SYNPCC7942_1335-MONOMER_mod_pydx5p(1)
CYTK1,SYNPCC7942_1151-MONOMER_mod_mg2(1)_mod_k(1) OR SYNPCC7942_1151-MONOMER_mod_mg2(1)_mod_nh4(1) OR SYNPCC7942_1151-MONOMER_mod_mn2(1)_mod_k(1) OR SYNPCC7942_1151-MONOMER_mod_mn2(1)_mod_nh4(1)
DAPDC,SYNPCC7942_0262-MONOMER_mod_pydx5p(1)
PSIum,CPLX_PSIum-0
R05219,SYNPCC7942_0190-MONOMER
Cobalt2abcppI,CPLX_Cobalt2abcppI-0
PFK_3,SYNPCC7942_0592-MONOMER_mod_mg2(1)
THRS,SYNPCC7942_2612-MONOMER OR SYNPCC7942_1782-MONOMER
NAMNPP,SYNPCC7942_0206-MONOMER
FOLD3,SYNPCC7942_2303-MONOMER_mod_mg2(1)
P5CR,SYNPCC7942_2058-MONOMER
MEHLER_1,CPLX_MEHLER_1-0
ICHORS,SYNPCC7942_2188-MONOMER_mod_mg2(1)
3OAS140,SYNPCC7942_0537-MONOMER
PPK2,SYNPCC7942_1566-MONOMER
IPDPS_syn,SYNPCC7942_0073-MONOMER_mod_nadph(1)_mod_nadh(1)_mod_fad(1)_mod_cobalt2(1)
GLYDHDA,SYNPCC7942_1760-MONOMER
SBP,SYNPCC7942_0505-MONOMER_mod_mn2(1)
H4THDPS,SYNPCC7942_1847-MONOMER
EAR60y,SYNPCC7942_0126-MONOMER
ZNabcpp,CPLX490-3625 OR CPLX490-3624
UAPGR,SYNPCC7942_1740-MONOMER_mod_fad(1)
DHAD1,SYNPCC7942_0626-MONOMER_mod_4fe4s(1)
IPPS,SYNPCC7942_0428-MONOMER
ANS,CPLX490-3582
SUCBZL,SYNPCC7942_1021-MONOMER_mod_mg2(1)
ADSL1r,SYNPCC7942_0315-MONOMER
NNATr,SYNPCC7942_0205-MONOMER OR SYNPCC7942_0106-MONOMER
PERD,SYNPCC7942_1596-MONOMER
PPBNGS,SYNPCC7942_1792-MONOMER_mod_zn2(1)
ADOCBLS,SYNPCC7942_0454-MONOMER
LTHRK,SYNPCC7942_1294-MONOMER OR SYNPCC7942_0600-MONOMER OR SYNPCC7942_0780-MONOMER OR SYNPCC7942_1111-MONOMER OR SYNPCC7942_1121-MONOMER
PPS,SYNPCC7942_0781-MONOMER_mod_mg2(1)
PDS2_1,SYNPCC7942_1983-MONOMER
ALAALAr,SYNPCC7942_2375-MONOMER
ADCPS2,SYNPCC7942_1441-MONOMER
GF6PTA,SYNPCC7942_0534-MONOMER
PGMT,SYNPCC7942_0156-MONOMER_mod_mg2(1)
GLCP2_1,SYNPCC7942_0244-MONOMER_mod_pydx5p(1)
AGDI_1,SYNPCC7942_2402-MONOMER
LPADSS2,SYNPCC7942_0932-MONOMER
GLYCK,SYNPCC7942_0996-MONOMER
DPR,SYNPCC7942_1552-MONOMER_mod_mg2(1)
EAR120y,SYNPCC7942_0126-MONOMER
MAN1PT,SYNPCC7942_1608-MONOMER
NMNAT,SYNPCC7942_0205-MONOMER OR SYNPCC7942_0106-MONOMER
TKT2,SYNPCC7942_0538-MONOMER_mod_thmpp(1)_mod_mn2(1)_mod_mg2(1)
PSP_L,SYNPCC7942_0485-MONOMER
HEX7,SYNPCC7942_0116-MONOMER
PPNCL2,SYNPCC7942_0292-MONOMER_mod_fmn(1) OR SYNPCC7942_0292-MONOMER_mod_mg2(1)
CHORS,SYNPCC7942_0212-MONOMER_mod_fmnh2(1) OR SYNPCC7942_0212-MONOMER_mod_fadh2(1)
CYTBD4cm,CPLX490-3618
PPNCL3,SYNPCC7942_0292-MONOMER_mod_fmn(1) OR SYNPCC7942_0292-MONOMER_mod_mg2(1)
CS,SYNPCC7942_0612-MONOMER
PPCDC,SYNPCC7942_0292-MONOMER_mod_fmn(1) OR SYNPCC7942_0292-MONOMER_mod_mg2(1)
LDH_D,SYNPCC7942_1347-MONOMER
HPYRRy,SYNPCC7942_1857-MONOMER
ADMDC,SYNPCC7942_2043-MONOMER OR SYNPCC7942_2249-MONOMER
PRE3BS,SYNPCC7942_1851-MONOMER
PPPGO2_1,SYNPCC7942_0849-MONOMER
BIOMASS_DNA,CPLX_BIOMASS_DNA-0
DMATT,SYNPCC7942_0776-MONOMER_mod_mg2(1) OR SYNPCC7942_0776-MONOMER_mod_mn2(1)
DNAMTn2r,SYNPCC7942_2460-MONOMER
G3PD2,SYNPCC7942_2522-MONOMER
PHYTES,SYNPCC7942_1984-MONOMER
MI3PP,SYNPCC7942_2582-MONOMER_mod_mg2(1)
MOHMT,SYNPCC7942_2381-MONOMER_mod_mg2(1)
FBA,SYNPCC7942_1443-MONOMER
PROAKGOX1,SYNPCC7942_2480-MONOMER
ASAD,SYNPCC7942_1848-MONOMER
CYSS_2,SYNPCC7942_0171-MONOMER OR SYNPCC7942_B2623-MONOMER OR SYNPCC7942_B2664-MONOMER_mod_pydx5p(2) OR SYNPCC7942_1466-MONOMER
LYCOPC,SYNPCC7942_2062-MONOMER
ACOTA,SYNPCC7942_0943-MONOMER_mod_pydx5p(1)
3HAD180,SYNPCC7942_0930-MONOMER
FTHFD,SYNPCC7942_1008-MONOMER
ALDD2y,SYNPCC7942_0489-MONOMER_mod_mg2(1)
3OAS80,SYNPCC7942_0537-MONOMER
PSCVT,SYNPCC7942_0232-MONOMER
CBPS,CPLX490-16_mod_mg2(1) OR CPLX490-16_mod_mn2(1) OR CPLX490-16_mod_cobalt2(1) OR CPLX490-16_mod_cd2(1) OR CPLX490-16_mod_zn2(1)
NTPP8,SYNPCC7942_1493-MONOMER_mod_mg2(1)
MEPCT,SYNPCC7942_0681-MONOMER_mod_mg2(1) OR SYNPCC7942_0681-MONOMER_mod_mn2(1) OR SYNPCC7942_0681-MONOMER_mod_cobalt2(1)
PDX5POi,SYNPCC7942_0070-MONOMER
DHAD2,SYNPCC7942_0626-MONOMER_mod_4fe4s(1)
DHFS,SYNPCC7942_0944-MONOMER
PGCD,SYNPCC7942_1501-MONOMER
SPMDabcpp,SYNPCC7942_2266-MONOMER
NTD6,SYNPCC7942_2063-MONOMER_mod_cobalt2(1)
NNDMBRT,SYNPCC7942_2268-MONOMER
PRATPP,SYNPCC7942_1995-MONOMER
ASNN,SYNPCC7942_0166-MONOMER
SERAT,SYNPCC7942_2420-MONOMER OR SYNPCC7942_B2663-MONOMER
PRAIS,SYNPCC7942_0851-MONOMER_mod_k(1)_mod_mg2(1)
PRAMPC,SYNPCC7942_1995-MONOMER
AMPMS3,SYNPCC7942_1096-MONOMER
G1PCTYT,SYNPCC7942_0062-MONOMER
ACBIPGT,SYNPCC7942_RS13875-MONOMER
SEPHCHCS,SYNPCC7942_1435-MONOMER_mod_mg2(1)_mod_mn2(1)_mod_thmpp(1)
NMNDA,SYNPCC7942_0280-MONOMER
CA2abcpp,SYNPCC7942_1082-MONOMER
ORNTAC,SYNPCC7942_1896-MONOMER
SUCBZS,SYNPCC7942_1020-MONOMER
UHGADA2,SYNPCC7942_0929-MONOMER
DHNANT,CPLX_DHNANT-0
ASPO6,SYNPCC7942_1881-MONOMER_mod_fad(1)
HGYDAS,SYNPCC7942_1855-MONOMER
GGDPR,SYNPCC7942_0385-MONOMER
ASP1DC,SYNPCC7942_2310-MONOMER
PPNDH,SYNPCC7942_0881-MONOMER
ASPK,SYNPCC7942_1001-MONOMER
DXPS,SYNPCC7942_0430-MONOMER_mod_thmpp(1)
ME2,SYNPCC7942_1297-MONOMER_mod_mn2(1) OR SYNPCC7942_1297-MONOMER_mod_mg2(1)
DDPGA,SYNPCC7942_0017-MONOMER
PAPSR,SYNPCC7942_2506-MONOMER
SADT,SYNPCC7942_0295-MONOMER
DPCOAK,SYNPCC7942_0273-MONOMER
NH4tpp,SYNPCC7942_0442-MONOMER OR SYNPCC7942_2279-MONOMER
PC11M,SYNPCC7942_1229-MONOMER
DPOR,CPLX490-10
ARGSL,SYNPCC7942_2475-MONOMER
HSK,SYNPCC7942_1440-MONOMER_mod_k(1)_mod_mg2(1)
MTHFD,SYNPCC7942_0777-MONOMER
PMDPHT,SYNPCC7942_1005-MONOMER
ARGabcpp,CPLX490-3633
3HAD140,SYNPCC7942_0930-MONOMER
ARGOXRum,SYNPCC7942_0369-MONOMER
DAPE,SYNPCC7942_1927-MONOMER
BCAROHX2,SYNPCC7942_2439-MONOMER
HPPK,SYNPCC7942_2272-MONOMER_mod_mg2(1)
PANTS,SYNPCC7942_1151-MONOMER_mod_mg2(1)_mod_k(1) OR SYNPCC7942_1151-MONOMER_mod_mg2(1)_mod_nh4(1) OR SYNPCC7942_1151-MONOMER_mod_mn2(1)_mod_k(1) OR SYNPCC7942_1151-MONOMER_mod_mn2(1)_mod_nh4(1)
AHCi,SYNPCC7942_0618-MONOMER
G6PDH2r,SYNPCC7942_2334-MONOMER
ALAD_L,SYNPCC7942_1760-MONOMER
GTPCII,SYNPCC7942_1432-MONOMER_mod_mg2(1)
GLCBRAN3,SYNPCC7942_1085-MONOMER OR SYNPCC7942_1889-MONOMER
DB4PS,SYNPCC7942_1432-MONOMER_mod_mg2(1)
DXPRIi,SYNPCC7942_1513-MONOMER_mod_mn2(1) OR SYNPCC7942_1513-MONOMER_mod_cobalt2(1) OR SYNPCC7942_1513-MONOMER_mod_mg2(1)
FBA3,SYNPCC7942_1443-MONOMER
RBFSa,SYNPCC7942_2244-MONOMER
GLUTRS,SYNPCC7942_2393-MONOMER_mod_mg2(1)_mod_zn2(1)
MPOMMM,SYNPCC7942_1907-MONOMER
METAT,SYNPCC7942_2463-MONOMER_mod_k(4)_mod_mg2(1) OR SYNPCC7942_2463-MONOMER_mod_k(4)_mod_mn2(1) OR SYNPCC7942_2463-MONOMER_mod_k(4)_mod_cobalt2(1) OR SYNPCC7942_2463-MONOMER_mod_k(4)_mod_zn2(1) OR SYNPCC7942_2463-MONOMER_mod_k(4)_mod_cd2(1) OR SYNPCC7942_2463-MONOMER_mod_k(4)_mod_ni2(1) OR SYNPCC7942_2463-MONOMER_mod_k(4)_mod_ca2(1) OR SYNPCC7942_2463-MONOMER_mod_nh4(4)_mod_mg2(1) OR SYNPCC7942_2463-MONOMER_mod_nh4(4)_mod_mn2(1) OR SYNPCC7942_2463-MONOMER_mod_nh4(4)_mod_cobalt2(1) OR SYNPCC7942_2463-MONOMER_mod_nh4(4)_mod_zn2(1) OR SYNPCC7942_2463-MONOMER_mod_nh4(4)_mod_cd2(1) OR SYNPCC7942_2463-MONOMER_mod_nh4(4)_mod_ni2(1) OR SYNPCC7942_2463-MONOMER_mod_nh4(4)_mod_ca2(1) OR SYNPCC7942_2463-MONOMER_mod_tl(4)_mod_mg2(1) OR SYNPCC7942_2463-MONOMER_mod_tl(4)_mod_mn2(1) OR SYNPCC7942_2463-MONOMER_mod_tl(4)_mod_cobalt2(1) OR SYNPCC7942_2463-MONOMER_mod_tl(4)_mod_zn2(1) OR SYNPCC7942_2463-MONOMER_mod_tl(4)_mod_cd2(1) OR SYNPCC7942_2463-MONOMER_mod_tl(4)_mod_ni2(1) OR SYNPCC7942_2463-MONOMER_mod_tl(4)_mod_ca2(1) OR SYNPCC7942_2463-MONOMER_mod_cs(4)_mod_mg2(1) OR SYNPCC7942_2463-MONOMER_mod_cs(4)_mod_mn2(1) OR SYNPCC7942_2463-MONOMER_mod_cs(4)_mod_cobalt2(1) OR SYNPCC7942_2463-MONOMER_mod_cs(4)_mod_zn2(1) OR SYNPCC7942_2463-MONOMER_mod_cs(4)_mod_cd2(1) OR SYNPCC7942_2463-MONOMER_mod_cs(4)_mod_ni2(1) OR SYNPCC7942_2463-MONOMER_mod_cs(4)_mod_ca2(1) OR SYNPCC7942_2463-MONOMER_mod_LI(4)_mod_mg2(1) OR SYNPCC7942_2463-MONOMER_mod_LI(4)_mod_mn2(1) OR SYNPCC7942_2463-MONOMER_mod_LI(4)_mod_cobalt2(1) OR SYNPCC7942_2463-MONOMER_mod_LI(4)_mod_zn2(1) OR SYNPCC7942_2463-MONOMER_mod_LI(4)_mod_cd2(1) OR SYNPCC7942_2463-MONOMER_mod_LI(4)_mod_ni2(1) OR SYNPCC7942_2463-MONOMER_mod_LI(4)_mod_ca2(1) OR SYNPCC7942_2463-MONOMER_mod_na1(4)_mod_mg2(1) OR SYNPCC7942_2463-MONOMER_mod_na1(4)_mod_mn2(1) OR SYNPCC7942_2463-MONOMER_mod_na1(4)_mod_cobalt2(1) OR SYNPCC7942_2463-MONOMER_mod_na1(4)_mod_zn2(1) OR SYNPCC7942_2463-MONOMER_mod_na1(4)_mod_cd2(1) OR SYNPCC7942_2463-MONOMER_mod_na1(4)_mod_ni2(1) OR SYNPCC7942_2463-MONOMER_mod_na1(4)_mod_ca2(1)
EAR160y,SYNPCC7942_0126-MONOMER
DHORTS,SYNPCC7942_0488-MONOMER_mod_cobalt2(1)_mod_zn2(1) OR SYNPCC7942_0488-MONOMER_mod_mn2(1)_mod_zn2(1) OR SYNPCC7942_0488-MONOMER_mod_ni2(1)_mod_zn2(1)
PDX5PS2,SYNPCC7942_1194-MONOMER
KARI_23dhmp_1,SYNPCC7942_1552-MONOMER_mod_mg2(1)
ARGDC,SYNPCC7942_1037-MONOMER_mod_mg2(1)_mod_pydx5p(4)
GAPDi_nadp,SYNPCC7942_1742-MONOMER
NTD7,SYNPCC7942_2063-MONOMER_mod_cobalt2(1)
AIRC3,SYNPCC7942_0441-MONOMER
UMPK,SYNPCC7942_0506-MONOMER
ASPOb,SYNPCC7942_1881-MONOMER_mod_fad(1)
RBFSb_1,SYNPCC7942_1624-MONOMER
SUCDum,CPLX490-3584
FBP,SYNPCC7942_0505-MONOMER_mod_mn2(1) OR CPLX490-3499_mod_mg2(1)
CITCIb,CPLX490-68
MNabc_1,CPLX490-3625 OR CPLX490-3624
TMPK,SYNPCC7942_2567-MONOMER_mod_mg2(1)
AGPR,SYNPCC7942_1433-MONOMER
IPMD,SYNPCC7942_1505-MONOMER_mod_mg2(1)_mod_mn2(1)
CDPMEK,SYNPCC7942_0310-MONOMER_mod_mg2(1)
DVOCHR_1,SYNPCC7942_1359-MONOMER
H2CO3_NAt_syn,SYNPCC7942_1475-MONOMER
HEMEOS,SYNPCC7942_2600-MONOMER_mod_mg2(1) OR SYNPCC7942_2600-MONOMER_mod_ca2(1)
PMANM,SYNPCC7942_1268-MONOMER
RPE,SYNPCC7942_0604-MONOMER
MPOMT_1,SYNPCC7942_0439-MONOMER
CPPPGO2,SYNPCC7942_2382-MONOMER
PC17M_1,SYNPCC7942_1854-MONOMER
UAMAS,SYNPCC7942_1741-MONOMER_mod_mg2(1)
GLUCYS,SYNPCC7942_2253-MONOMER
NDHPQRum,SYNPCC7942_0198-MONOMER OR SYNPCC7942_0101-MONOMER_mod_mg2(1)_mod_cu(1)_mod_fad(1)
CYNL,SYNPCC7942_2104-MONOMER
DCTPD2,SYNPCC7942_1900-MONOMER
CYOOum,CPLX490-70
BPNT2,SYNPCC7942_0173-MONOMER_mod_mg2(1) OR SYNPCC7942_0965-MONOMER
METS_1,SYNPCC7942_1372-MONOMER_mod_zn2(1)_mod_cbl1(1)
PRUK,SYNPCC7942_0977-MONOMER_mod_mg2(1)
FNOR_1,SYNPCC7942_0978-MONOMER
GART,SYNPCC7942_0588-MONOMER_mod_mg2(1)
IPPMIb,CPLX490-68
DMTPHT,SYNPCC7942_1099-MONOMER
PC6YM_1,SYNPCC7942_1850-MONOMER
PGL,SYNPCC7942_0529-MONOMER
DDPA,SYNPCC7942_2501-MONOMER_mod_fe2(2)
ASPCT,CPLX_ASPCT-0
HSERTA,SYNPCC7942_1714-MONOMER OR SYNPCC7942_0371-MONOMER
CYRDAAT,SYNPCC7942_0957-MONOMER OR SYNPCC7942_1072-MONOMER OR SYNPCC7942_1386-MONOMER
MECDPDHf,SYNPCC7942_0713-MONOMER_mod_mn2(1)
MTHFR3_1,SYNPCC7942_1309-MONOMER
3HAD40_2,SYNPCC7942_0930-MONOMER
ZCAROTDH1,SYNPCC7942_1512-MONOMER
GLYALDDy,SYNPCC7942_0489-MONOMER_mod_mg2(1)
IMPC,SYNPCC7942_0396-MONOMER
LDAPAT,SYNPCC7942_0853-MONOMER
3OAR40_2,SYNPCC7942_0684-MONOMER
RNDR2,SYNPCC7942_1609-MONOMER
GRTT,SYNPCC7942_0776-MONOMER_mod_mg2(1) OR SYNPCC7942_0776-MONOMER_mod_mn2(1)
NPDPS,SYNPCC7942_2362-MONOMER_mod_mg2(1)
3OAS100,SYNPCC7942_0537-MONOMER
ADSL2r,SYNPCC7942_0315-MONOMER
MAN6PI,SYNPCC7942_1608-MONOMER
HPROb,SYNPCC7942_2058-MONOMER
3OAS120,SYNPCC7942_0537-MONOMER
NTPP2,SYNPCC7942_1493-MONOMER_mod_mg2(1)
EAR180y,SYNPCC7942_0126-MONOMER
DHQTi,SYNPCC7942_0915-MONOMER
3OAS60,SYNPCC7942_0537-MONOMER
EAR40y,SYNPCC7942_0126-MONOMER
MG2uabcpp,SYNPCC7942_1269-MONOMER
KARA1,SYNPCC7942_1552-MONOMER_mod_mg2(1)
TKT1,SYNPCC7942_0538-MONOMER_mod_thmpp(1)_mod_mn2(1)_mod_mg2(1)
PTRCabcpp,SYNPCC7942_2266-MONOMER
IPDDI,SYNPCC7942_1933-MONOMER
PKETF,SYNPCC7942_2080-MONOMER
ACODA,SYNPCC7942_0256-MONOMER
ENO,SYNPCC7942_0639-MONOMER_mod_mg2(4)
NDHPQRcm,SYNPCC7942_0198-MONOMER OR SYNPCC7942_0101-MONOMER_mod_mg2(1)_mod_cu(1)_mod_fad(1)
NI2uabcpp,SYNPCC7942_1570-MONOMER OR SYNPCC7942_2317-MONOMER
Kabcpp,CPLX_Kabcpp-0
TDPDRR,SYNPCC7942_2099-MONOMER
UAGCVT,SYNPCC7942_0715-MONOMER
TDPGDH,SYNPCC7942_2100-MONOMER_mod_nad(1)
PRASCSi,SYNPCC7942_0927-MONOMER
PRFGS,CPLX_PRFGS-0
MG2tex,SYNPCC7942_1371-MONOMER
GLU5K,SYNPCC7942_2197-MONOMER_mod_mg2(1)
TRDR,SYNPCC7942_0623-MONOMER
GLUPRT,SYNPCC7942_0004-MONOMER_mod_mg2(1)
PSERT,SYNPCC7942_0191-MONOMER
PC8XM,SYNPCC7942_1852-MONOMER
GMPS2,SYNPCC7942_0189-MONOMER_mod_mg2(1)
RBFK,SYNPCC7942_0492-MONOMER
NTRIRfx,SYNPCC7942_1240-MONOMER
UPP3MT,SYNPCC7942_0271-MONOMER
ACS,SYNPCC7942_1352-MONOMER
DHNCOAS,SYNPCC7942_0597-MONOMER_mod_hco3(1)
MCOATA,SYNPCC7942_1456-MONOMER
GTHPi,SYNPCC7942_1214-MONOMER
ARGSS,SYNPCC7942_0009-MONOMER_mod_mg2(1)
PKETX,SYNPCC7942_2080-MONOMER
PMPK,SYNPCC7942_2379-MONOMER
HMBS,SYNPCC7942_0967-MONOMER_mod_dpm(1)
PTPATi,SYNPCC7942_2007-MONOMER_mod_mg2(1)
PGLYCP,SYNPCC7942_2613-MONOMER_mod_mg2(1)_mod_cl(1)
HTHRPDH,SYNPCC7942_0804-MONOMER
UAGAAT2,SYNPCC7942_0931-MONOMER OR SYNPCC7942_2371-MONOMER
SPTc,SYNPCC7942_2160-MONOMER
GTHOr,SYNPCC7942_0842-MONOMER_mod_fad(1)
TDPDRE,SYNPCC7942_2098-MONOMER OR SYNPCC7942_0058-MONOMER
SHK3Dr,SYNPCC7942_2467-MONOMER
ORPT,SYNPCC7942_2592-MONOMER
PRPPS,SYNPCC7942_2113-MONOMER_mod_mg2(1)_mod_pi(1) OR SYNPCC7942_2113-MONOMER_mod_mn2(1)_mod_pi(1)
CITMS,SYNPCC7942_0428-MONOMER OR SYNPCC7942_1410-MONOMER
BCT1_syn,CPLX490-3492
SPODM,SYNPCC7942_0801-MONOMER_mod_fe3(1)
TRDRf,CPLX490-3528
AMPTASECG,SYNPCC7942_1136-MONOMER OR SYNPCC7942_1190-MONOMER_mod_zn2(1)
SPRMS,SYNPCC7942_0628-MONOMER
PGAMT,SYNPCC7942_2132-MONOMER
NNDPR,SYNPCC7942_0951-MONOMER_mod_mg2(1)
ADSK,SYNPCC7942_0939-MONOMER_mod_mg2(1) OR SYNPCC7942_0939-MONOMER_mod_mn2(1) OR SYNPCC7942_0939-MONOMER_mod_cobalt2(1) OR SYNPCC7942_0939-MONOMER_mod_cd2(1)
MECDPS,SYNPCC7942_1170-MONOMER_mod_mn2(1)
FCLT,SYNPCC7942_0137-MONOMER
SHCHCS3,SYNPCC7942_0774-MONOMER OR SYNPCC7942_2527-MONOMER
PPA,SYNPCC7942_1383-MONOMER_mod_mg2(1)
ADCYRS,SYNPCC7942_0211-MONOMER
ATPPRT,CPLX_ATPPRT-0
CUabcpp,SYNPCC7942_1570-MONOMER OR SYNPCC7942_2317-MONOMER
DHQS,SYNPCC7942_0525-MONOMER_mod_cobalt2(1)_mod_nad(1)
GTHRDH_syn,SYNPCC7942_0185-MONOMER OR SYNPCC7942_B2624-MONOMER
ANPRT,SYNPCC7942_2123-MONOMER
PC6AR_1,SYNPCC7942_0021-MONOMER
ADK1,SYNPCC7942_2213-MONOMER_mod_mg2(1)
PRAIi,SYNPCC7942_0408-MONOMER
TRSARyr,SYNPCC7942_1857-MONOMER
CYNTtabcpp,CPLX_CYNTtabcpp-0
RBPCcx,CPLX_RBPCcx-0
UPP3S,SYNPCC7942_0272-MONOMER
DHNPA_1,SYNPCC7942_0040-MONOMER
MOBDabcpp,CPLX490-3531
NADK,SYNPCC7942_1865-MONOMER OR SYNPCC7942_2304-MONOMER_mod_mg2(1)
NADTRHD,CPLX_NADTRHD-0
PGM,SYNPCC7942_0469-MONOMER_mod_mn2(1) OR SYNPCC7942_2078-MONOMER
FE3abcpp,CPLX_FE3abcpp-0 OR CPLX_FE3abcpp-1
DHNCOAT,SYNPCC7942_1744-MONOMER
NPHBDC,CPLX_NPHBDC-0
HCO3E_1_cx,CPLX_HCO3E_1_cx-0
DESAT16a,SYNPCC7942_2561-MONOMER
UAGDP,SYNPCC7942_0288-MONOMER_mod_mg2(1)
PDS1_1,SYNPCC7942_1983-MONOMER
FRTT,SYNPCC7942_0776-MONOMER_mod_mg2(1) OR SYNPCC7942_0776-MONOMER_mod_mn2(1)
3OAS180,SYNPCC7942_0537-MONOMER
EAR80y,SYNPCC7942_0126-MONOMER
EAR140y,SYNPCC7942_0126-MONOMER
ACGS,SYNPCC7942_1896-MONOMER
CYTBD4um,CPLX490-3618
DHPPDA,SYNPCC7942_0203-MONOMER
DHFR,SYNPCC7942_1186-MONOMER
BCAROHX,SYNPCC7942_2439-MONOMER
MPOMC1_1,SYNPCC7942_1907-MONOMER
ERTHMMOR,SYNPCC7942_1505-MONOMER_mod_mg2(1)_mod_mn2(1)
AFAT,SYNPCC7942_0492-MONOMER
