,query,evalue
BSU03310,S2420,1.2299999999999999e-69
BSU03360,S2389,2.46e-15
BSU03370,S2057,2.41e-72
BSU03460,S4621,1.47e-25
BSU03470,S4540,2.19e-20
BSU03630,S2955,3.5e-80
BSU03640,S2954,1.14e-147
BSU03670,S1791,5.65e-65
BSU03750,S4339,9.7e-55
BSU03760,S2268,2.03e-33
BSU03790,S0002,2.39e-41
BSU03900,S1389,5.78e-125
BSU03910,S1475,7.16e-102
BSU03950,S1917,8.9e-12
BSU03981,S4135,0.0
BSU03990,S4134,1.79e-108
BSU04050,S0597,1.4199999999999998e-89
BSU04080,S0599,9.27e-51
BSU04100,S1514,1.26e-32
BSU04140,S0668,1.14e-47
BSU04150,S1806,8.490000000000001e-105
BSU04210,S1491,3.55e-18
BSU04260,S1575,1.17e-107
BSU04340,S0867,8.28e-120
BSU04360,S2597,4.6e-137
BSU04440,S3152,3.03e-12
BSU04470,S4207,5.83e-160
BSU04560,S0254,7.36e-99
BSU04570,S0085,7.120000000000001e-64
BSU04580,S3420,4.77e-125
BSU04620,S2798,4.6100000000000006e-21
BSU04640,S1267,2.58e-48
BSU04780,S4337,0.0
BSU04800,S0325,5.59e-11
BSU05070,S1570,4.75e-13
BSU05120,S4179,1.93e-27
BSU05310,S2894,2.72e-61
BSU05340,S4233,2.5e-169
BSU05400,S1590,1.24e-13
BSU05470,S3754,1.99e-16
BSU05480,S1081,3.38e-11
BSU05620,S4543,0.0
BSU05680,S2398,1.26e-55
BSU05700,S1680,7.46e-17
BSU05850,S3991,7.770000000000001e-32
BSU05900,S0362,6.9e-53
BSU05910,S4591,5.7499999999999995e-24
BSU05920,S1536,2.07e-20
BSU05930,S4676,4.5399999999999993e-23
BSU05940,S3310,1.1199999999999999e-95
BSU05960,S0774,1.86e-50
BSU05990,S3837,8.25e-41
BSU06020,S4563,3.2400000000000004e-21
BSU06030,S4564,0.0
BSU06160,S3627,1.8e-55
BSU06180,S1391,9.07e-14
BSU06300,S0122,1.0599999999999999e-34
BSU06310,S2875,2.69e-143
BSU06360,S2725,0.0
BSU06420,S0462,4.52e-53
BSU06430,S0461,1.44e-42
BSU06440,S1233,7.67e-24
BSU06450,S2669,1.2600000000000001e-64
BSU06480,S2776,2.1000000000000002e-32
BSU06490,S2523,8.2e-106
BSU06500,S2692,4.22e-121
BSU06510,S2693,1.77e-34
BSU06520,S3657,0.0
BSU06530,S3658,4.37e-149
BSU06550,S4562,1.2599999999999999e-25
BSU06610,S3865,0.0
BSU06620,S2612,0.0
BSU06660,S3513,1.54e-40
BSU06710,S2266,6.13e-90
BSU06720,S2274,6.6400000000000005e-37
BSU06730,S2992,7.619999999999999e-67
BSU06840,S2161,8.89e-99
BSU06860,S1195,9.13e-16
BSU07320,S0431,6.18e-101
BSU07330,S4677,3.0800000000000004e-32
BSU07340,S1383,3.58e-26
BSU07370,S1015,4.8500000000000004e-117
BSU07450,S1898,1.4400000000000002e-103
BSU07520,S0147,6.2e-14
BSU07570,S0938,1.45e-111
BSU07640,S1036,2.7e-15
BSU07650,S3759,1.1899999999999999e-45
BSU07800,S4512,3.3999999999999997e-119
BSU07810,S4513,0.0
BSU07830,S0493,1.77e-18
BSU07840,S4538,1.71e-178
BSU07850,S3411,2.87e-77
BSU07860,S1853,3.43e-72
BSU07880,S2249,4.61e-15
BSU07910,S0898,3.87e-16
BSU08000,S1446,1.16e-12
BSU08100,S2773,3.03e-71
BSU08120,S1719,1.01e-16
BSU08250,S3765,1.04e-14
BSU08310,S0126,3.38e-58
BSU08330,S0784,9.13e-18
BSU08450,S0510,1.9000000000000002e-57
BSU08460,S0509,2.05e-44
BSU08480,S1573,5.6e-12
BSU08510,S2515,1.3200000000000001e-58
BSU08630,S3161,7.04e-64
BSU08690,S0974,7.08e-110
BSU08720,S2673,8.3e-37
BSU08790,S3669,0.0
BSU08830,S0273,1.3999999999999999e-61
BSU08840,S1000,5.86e-47
BSU08850,S0272,1.07e-38
BSU08860,S0999,8.39e-180
BSU08880,S4423,1.68e-24
BSU08910,S4590,2.28e-51
BSU08930,S4123,1.84e-43
BSU08970,S1555,2.46e-66
BSU09000,S1443,9.650000000000001e-21
BSU09010,S2900,2.36e-55
BSU09020,S1077,5.68e-24
BSU09100,S1518,1.71e-25
BSU09120,S1698,5.93e-28
BSU09130,S1762,7.829999999999999e-93
BSU09240,S1620,3.1600000000000003e-21
BSU09280,S3742,9.7e-29
BSU09290,S3743,0.0
BSU09300,S4316,2.78e-53
BSU09310,S0616,2.07e-18
BSU09330,S1308,1.18e-33
BSU09380,S4601,6.74e-39
BSU09400,S1265,6.26e-56
BSU09410,S0252,9.86e-45
BSU09430,S1486,4.4699999999999995e-24
BSU09600,S0679,1.91e-11
BSU09620,S4296,5.38e-38
BSU09640,S1425,7.61e-42
BSU09650,S1204,1.05e-27
BSU09710,S0399,3.38e-161
BSU09720,S0400,4.42e-120
BSU09850,S0430,8.02e-26
BSU09950,S3909,4.32e-16
BSU10020,S0966,9.87e-99
BSU10120,S3666,3.1299999999999997e-81
BSU10130,S0427,1.43e-13
BSU10220,S3604,6.590000000000001e-160
BSU10320,S3508,1.32e-99
BSU10340,S4698,8.18e-25
BSU10390,S1388,7.9e-17
BSU10430,S3251,3.74e-139
BSU10480,S1591,2.27e-14
BSU10500,S3091,7.16e-15
BSU10530,S1404,1.98e-20
BSU10570,S0595,9.07e-11
BSU10590,S0066,6.820000000000001e-37
BSU10640,S0343,1.5100000000000002e-35
BSU10650,S0342,3.12e-28
BSU10750,S4654,4.06e-43
BSU10830,S0061,7.35e-15
BSU10870,S3108,1.36e-15
BSU10900,S4329,1.85e-12
BSU10910,S2966,2.69e-74
BSU11010,S3645,3.47e-30
BSU11020,S0371,1.36e-37
BSU11150,S4615,8.34e-31
BSU11190,S3711,1.59e-62
BSU11210,S3710,3.6499999999999996e-30
BSU11220,S4385,1.53e-95
BSU11250,S4496,3.96e-66
BSU11330,S1175,5.1699999999999996e-89
BSU11340,S1179,3.17e-146
BSU11390,S4192,6.33e-77
BSU11400,S0825,7.17e-70
BSU11420,S4360,1.0599999999999999e-126
BSU11430,S1424,1.3799999999999999e-89
BSU11440,S1331,4.11e-107
BSU11450,S1332,1.05e-80
BSU11570,S4695,8.88e-17
BSU11610,S2852,3.31e-14
BSU11630,S0048,3.06e-13
BSU11640,S0046,3.69e-15
BSU11690,S3672,6.9799999999999996e-74
BSU11700,S3671,6.92e-37
BSU11710,S2290,1.58e-59
BSU11720,S1375,1.6e-88
BSU11890,S1150,9.39e-28
BSU12060,S0433,4.38e-34
BSU12080,S0374,5.26e-67
BSU12240,S0443,4.2999999999999994e-54
BSU12290,S1193,5.27e-41
BSU12300,S3339,0.0
BSU12310,S3798,5.8e-110
BSU12320,S0792,8.4e-31
BSU12340,S4454,5.61e-74
BSU12360,S4657,3.59e-65
BSU12380,S1699,1.12e-142
BSU12390,S3338,0.0
BSU12840,S3235,1.2200000000000001e-29
BSU12860,S0438,1.1e-19
BSU12890,S0320,1.18e-84
BSU12900,S0156,2.11e-52
BSU12950,S1333,7.47e-113
BSU12970,S1271,2.18e-32
BSU12980,S1414,3.33e-21
BSU13000,S1334,1.4900000000000002e-124
BSU13010,S0935,3.51e-32
BSU13030,S1342,8.65e-15
BSU13040,S2771,8.540000000000001e-100
BSU13110,S1318,2.63e-80
BSU13120,S0313,4e-85
BSU13130,S0314,9.95e-124
BSU13140,S1876,8.18e-12
BSU13180,S3848,0.0
BSU13250,S2113,7.54e-58
BSU13340,S2898,7.27e-12
BSU13420,S4206,5.84e-58
BSU13490,S1512,8.69e-78
BSU13530,S3660,1.1e-40
BSU13540,S1435,4.19e-30
BSU13570,S0290,1.18e-38
BSU13580,S2583,3.71e-92
BSU13690,S2030,4.34e-20
BSU13720,S0395,1.9e-92
BSU13730,S2974,2.76e-17
BSU13740,S2984,6.7e-14
BSU13750,S3002,2.4e-16
BSU13890,S1185,2.6899999999999998e-149
BSU13910,S2617,0.0
BSU13960,S3377,1.62e-61
BSU14040,S1840,1.04e-12
BSU14170,S0620,6.87e-15
BSU14180,S0159,8.35e-18
BSU14260,S3819,2.3e-12
BSU14280,S0820,5.95e-50
BSU14300,S0776,4.59e-20
BSU14310,S0775,1.38e-11
BSU14390,S2382,1.93e-39
BSU14400,S2381,1.54e-132
BSU14410,S2803,7.28e-15
BSU14430,S0813,0.0
BSU14520,S3972,7.43e-106
BSU14600,S0114,9.529999999999999e-69
BSU14610,S0115,4.51e-137
BSU14630,S0179,1.32e-29
BSU14670,S2752,1.4900000000000001e-43
BSU14770,S3805,0.0
BSU14830,S1696,9.75e-77
BSU15010,S4280,1.27e-27
BSU15020,S4095,2.36e-49
BSU15040,S1320,3.3e-40
BSU15110,S0370,4.5e-18
BSU15130,S0080,1.22e-25
BSU15140,S0081,5.6e-87
BSU15170,S0083,3.9500000000000004e-65
BSU15180,S0084,2.9299999999999997e-91
BSU15190,S0086,5.8e-82
BSU15200,S0087,8.22e-53
BSU15210,S0088,2.12e-81
BSU15220,S0089,1.33e-49
BSU15230,S3690,6.91e-22
BSU15280,S0093,1.0900000000000001e-73
BSU15290,S0094,1.42e-97
BSU15340,S0552,1.63e-29
BSU15370,S2830,5.25e-31
BSU15380,S3145,4.67e-32
BSU15430,S0025,0.0
BSU15450,S0026,1.92e-22
BSU15460,S2829,7.99e-77
BSU15480,S2690,8.02e-120
BSU15490,S4507,9.79e-45
BSU15510,S0031,1.9299999999999997e-104
BSU15520,S0032,0.0
BSU15540,S1011,5.46e-15
BSU15550,S1368,9.97e-49
BSU15570,S2971,1.84e-25
BSU15610,S4376,8.9e-78
BSU15650,S4510,2e-106
BSU15660,S4085,6.64e-34
BSU15680,S4081,5.81e-53
BSU15700,S4090,9.74e-92
BSU15710,S3734,2.9099999999999998e-139
BSU15720,S3543,2.6e-41
BSU15730,S3544,1.46e-88
BSU15740,S3545,7.45e-61
BSU15750,S2735,4.35e-80
BSU15780,S4583,1.06e-51
BSU15790,S4358,2.18e-76
BSU15860,S1529,3.7999999999999994e-48
BSU15870,S4077,9.3e-135
BSU15890,S1174,1.06e-64
BSU15900,S1176,5.59e-79
BSU15910,S1177,6.63e-85
BSU15920,S1178,2.8499999999999997e-25
BSU15930,S2802,1.22e-36
BSU15950,S4281,2.83e-96
BSU15980,S2847,9.65e-165
BSU15990,S2846,2.64e-20
BSU16020,S2845,4.27e-23
BSU16030,S2844,8.55e-78
BSU16040,S2843,8.079999999999999e-42
BSU16060,S0176,2.67e-53
BSU16090,S0582,1.09e-153
BSU16100,S0581,1.41e-133
BSU16110,S3542,4.11e-46
BSU16120,S1361,5.8700000000000004e-173
BSU16150,S3737,4.37e-62
BSU16160,S3738,2.99e-165
BSU16220,S2078,3.33e-54
BSU16240,S2080,5.1700000000000006e-133
BSU16290,S1162,6.88e-55
BSU16310,S2084,6.42e-40
BSU16320,S2085,4.4200000000000004e-29
BSU16330,S2022,3.2200000000000003e-21
BSU16360,S2088,1.11e-14
BSU16370,S2089,4.25e-17
BSU16380,S2014,3.41e-74
BSU16390,S0299,2.81e-121
BSU16420,S2023,3.9399999999999997e-82
BSU16430,S2028,6.800000000000001e-125
BSU16440,S2027,4.83e-19
BSU16490,S0162,3.55e-90
BSU16500,S0163,6.14e-82
BSU16510,S0164,6.22e-78
BSU16520,S0165,6.119999999999999e-61
BSU16530,S0167,2.34e-74
BSU16540,S0168,1.3e-33
BSU16550,S0166,4.5799999999999994e-95
BSU16560,S0169,3.68e-37
BSU16570,S0187,0.0
BSU16590,S3428,4.82e-25
BSU16600,S3427,1.8999999999999997e-89
BSU16630,S3426,0.0
BSU16650,S3425,3.15e-24
BSU16660,S3424,2.07e-57
BSU16670,S0024,1.2499999999999999e-55
BSU16680,S3423,7.33e-33
BSU16690,S3422,0.0
BSU16750,S2530,1.1799999999999998e-52
BSU16770,S2671,1.2600000000000001e-86
BSU16810,S2288,2.49e-24
BSU16920,S2051,2.02e-26
BSU16930,S2461,7.33e-35
BSU16940,S2913,1.84e-152
BSU16950,S0259,5.46e-14
BSU16990,S4111,6.99e-116
BSU17000,S4110,2.45e-106
BSU17010,S0643,5.21e-129
BSU17040,S2944,0.0
BSU17050,S4593,1.6199999999999998e-68
BSU17290,S4821,1.65e-24
BSU17330,S4594,5.5999999999999995e-67
BSU17340,S4595,1.94e-17
BSU17370,S2888,8.78e-19
BSU17380,S2889,0.0
BSU17390,S2890,7.29e-86
BSU17430,S4596,7.16e-88
BSU17460,S3806,1.42e-107
BSU17590,S0628,4.9699999999999996e-45
BSU17610,S4161,1.1699999999999999e-94
BSU17640,S3578,3.04e-50
BSU17850,S3569,3.7e-33
BSU17890,S3127,0.0
BSU18000,S1363,0.0
BSU18010,S2409,6.42e-15
BSU18070,S3305,6.160000000000001e-27
BSU18080,S1033,1.96e-27
BSU18220,S0035,6.72e-38
BSU18250,S1647,3.76e-76
BSU18280,S1869,6.089999999999999e-104
BSU18350,S3440,1.4099999999999999e-40
BSU18360,S3795,4.89e-14
BSU18410,S4298,1.66e-131
BSU18430,S3576,3.6e-16
BSU18440,S3471,1.95e-92
BSU18450,S3470,0.0
BSU18570,S0894,2.6e-77
BSU18770,S1688,4.37e-14
BSU18830,S1646,6.129999999999999e-52
BSU19220,S3855,7.0299999999999994e-152
BSU19230,S1471,7.21e-31
BSU19310,S1387,4.84e-141
BSU19360,S0583,1.65e-119
BSU19370,S0584,0.0
BSU19400,S1805,2.68e-11
BSU19440,S1823,4.24e-86
BSU19480,S3858,5.68e-70
BSU19630,S4687,8.33e-97
BSU19690,S4569,3.75e-52
BSU19710,S3712,9.95e-26
BSU20250,S2100,7.46e-23
BSU21350,S1932,1.61e-18
BSU21680,S1560,8.49e-43
BSU21690,S4532,7.139999999999999e-42
BSU21770,S3912,8.2e-72
BSU21790,S3084,3.1599999999999998e-62
BSU21810,S0047,1.99e-46
BSU21820,S3035,1.69e-132
BSU21870,S3913,0.0
BSU21900,S1638,7.17e-47
BSU21910,S3651,3.81e-104
BSU21990,S0208,4.26e-11
BSU22060,S3073,3.8099999999999997e-115
BSU22090,S3762,9.05e-102
BSU22100,S1926,9.690000000000001e-27
BSU22110,S1566,3.29e-25
BSU22130,S3051,2.87e-92
BSU22140,S3050,4.02e-91
BSU22170,S1014,1.04e-51
BSU22230,S2618,1.2600000000000001e-37
BSU22320,S4348,4.52e-60
BSU22340,S1790,1.49e-55
BSU22360,S0991,5.18e-88
BSU22370,S2501,1.0700000000000001e-47
BSU22400,S1535,2.05e-73
BSU22410,S0130,1.57e-35
BSU22420,S0132,1.9300000000000002e-70
BSU22430,S0133,6.3499999999999996e-83
BSU22440,S3689,7.6e-28
BSU22450,S0138,8.49e-41
BSU22460,S2230,3.11e-12
BSU22480,S1031,5.17e-40
BSU22490,S0030,9.530000000000001e-27
BSU22600,S0967,2.61e-36
BSU22620,S2204,4.0399999999999996e-38
BSU22630,S1349,7.26e-39
BSU22640,S1350,6.73e-153
BSU22660,S1351,1.09e-30
BSU22670,S1352,7.85e-51
BSU22680,S1353,9.59e-74
BSU22700,S4355,1.17e-77
BSU22710,S2540,4.08e-53
BSU22720,S2024,9.510000000000001e-33
BSU22730,S2736,1.32e-46
BSU22740,S3445,4.86e-52
BSU22750,S3843,3.52e-54
BSU22780,S2367,1.32e-34
BSU22790,S3663,4.04e-34
BSU22830,S4121,1.87e-89
BSU22840,S2729,2.57e-106
BSU22880,S0971,2.04e-65
BSU22890,S0970,6.279999999999999e-61
BSU23070,S3098,7.86e-50
BSU23080,S1855,1.61e-91
BSU23110,S0345,3.2e-45
BSU23120,S0344,9.440000000000001e-58
BSU23160,S1356,2.0999999999999997e-42
BSU23250,S0360,1.43e-55
BSU23260,S1364,1.6499999999999997e-67
BSU23270,S1822,2.94e-36
BSU23280,S0359,4.78e-94
BSU23360,S4381,6.43e-18
BSU23380,S3046,1.82e-51
BSU23480,S0671,2.47e-59
BSU23500,S4686,1.83e-105
BSU23510,S3079,2.84e-83
BSU23520,S0621,1.95e-20
BSU23570,S4560,1.77e-151
BSU23580,S1571,9.9e-52
BSU23610,S2660,1.95e-17
BSU23640,S2753,2.02e-13
BSU23730,S1687,5.3200000000000004e-21
BSU23760,S3688,7e-101
BSU23770,S2570,2.87e-158
BSU23780,S1681,1.07e-31
BSU23800,S0330,4.48e-44
BSU23820,S1809,1.3e-43
BSU23840,S2481,1.0800000000000001e-103
BSU23850,S1928,2.34e-123
BSU23860,S2212,0.0
BSU23870,S0300,1.26e-61
BSU23940,S2168,8.34e-15
BSU23980,S0804,1.84e-41
BSU24120,S3649,1.71e-20
BSU24150,S0038,5.12e-57
BSU24160,S2554,1.89e-52
BSU24170,S3052,1.84e-110
BSU24240,S2853,1.7000000000000001e-100
BSU24250,S3492,5.2e-12
BSU24270,S0365,0.0
BSU24280,S0366,1.64e-56
BSU24290,S0367,1.23e-16
BSU24300,S2727,2.74e-110
BSU24310,S0468,1.04e-97
BSU24320,S0361,1.33e-18
BSU24340,S3511,4.7199999999999995e-174
BSU24350,S3510,3.2600000000000003e-32
BSU24450,S4570,5e-48
BSU24460,S3093,1.08e-37
BSU24520,S0810,1.01e-19
BSU24550,S3088,1.16e-89
BSU24570,S3090,1.91e-83
BSU24580,S0056,1.1400000000000001e-26
BSU24730,S3146,2.53e-34
BSU24740,S3861,4.06e-13
BSU24770,S2688,1.66e-12
BSU24790,S0988,4.06e-40
BSU24890,S3097,9.53e-24
BSU24960,S4042,4.3500000000000004e-110
BSU24970,S4043,3.7800000000000003e-29
BSU24980,S4044,1.1500000000000001e-33
BSU25020,S3763,2.7600000000000004e-85
BSU25070,S2733,1.71e-116
BSU25130,S2373,2.4899999999999998e-42
BSU25160,S0028,3.8100000000000004e-58
BSU25200,S3313,2.49e-114
BSU25210,S3312,3.44e-86
BSU25230,S0331,5.41e-17
BSU25240,S1645,1.64e-19
BSU25260,S4166,1.08e-136
BSU25270,S4165,5.27e-136
BSU25290,S2801,9.91e-78
BSU25320,S0645,2.56e-18
BSU25340,S0644,3.79e-90
BSU25410,S3311,3e-14
BSU25420,S3644,2.38e-13
BSU25440,S3141,1.49e-29
BSU25450,S3514,3.2600000000000003e-32
BSU25460,S0015,1.71e-121
BSU25470,S0014,0.0
BSU25480,S2851,5.25e-30
BSU25500,S3150,7.64e-60
BSU25510,S2804,0.0
BSU25590,S0393,2.63e-13
BSU25640,S0664,6.6e-36
BSU25650,S3438,2.81e-18
BSU25660,S1854,1.1399999999999999e-45
BSU25780,S2710,7.61e-21
BSU25790,S2711,7.54e-40
BSU25810,S4232,1.1e-12
BSU26410,S3556,3.8800000000000006e-27
BSU26470,S0045,1.53e-40
BSU26530,S4275,5.64e-13
BSU26650,S0560,2.16e-59
BSU26670,S3849,1.2299999999999998e-23
BSU26720,S0889,4.63e-29
BSU26830,S2117,4.41e-63
BSU26850,S3042,7.190000000000001e-43
BSU26880,S0937,1.06e-59
BSU26970,S0532,2.55e-99
BSU27000,S0439,2.93e-14
BSU27010,S4486,1.7300000000000002e-66
BSU27040,S1524,1.0799999999999999e-120
BSU27050,S1525,2.68e-91
BSU27060,S1526,2.06e-50
BSU27200,S0963,9.2e-32
BSU27250,S3730,2.96e-103
BSU27270,S0154,4.6400000000000006e-79
BSU27320,S3439,3.32e-39
BSU27330,S2254,2.37e-77
BSU27340,S2271,3.01e-66
BSU27370,S1181,7.04e-40
BSU27390,S3144,1.82e-21
BSU27410,S2911,0.0
BSU27430,S3527,2.0499999999999998e-108
BSU27480,S3027,5.7000000000000004e-27
BSU27500,S1235,3.61e-142
BSU27510,S2749,1.5e-100
BSU27520,S2750,3.04e-19
BSU27530,S0892,1.87e-90
BSU27540,S3021,5.19e-51
BSU27550,S1942,0.0
BSU27560,S2732,1.22e-125
BSU27590,S3787,5.28e-39
BSU27600,S4079,0.0
BSU27610,S0421,4.78e-57
BSU27620,S3077,4.9100000000000006e-79
BSU27650,S0353,3.0399999999999997e-46
BSU27700,S0352,4.83e-11
BSU27710,S0351,3.89e-153
BSU27720,S0350,2.9399999999999997e-104
BSU27730,S1936,1.4499999999999998e-146
BSU27740,S1937,6.92e-31
BSU27820,S1940,7.3e-78
BSU27850,S0562,8.839999999999999e-30
BSU27860,S0108,1.22e-55
BSU27900,S2836,6.68e-36
BSU27920,S3441,1.3e-93
BSU27940,S3443,2.1500000000000002e-26
BSU27960,S3444,1.09e-27
BSU27990,S1248,2.13e-77
BSU28030,S3506,7.61e-134
BSU28040,S4091,3.41e-45
BSU28050,S3503,5.88e-51
BSU28080,S2526,1.7900000000000001e-44
BSU28090,S4492,0.0
BSU28120,S0149,5.61e-174
BSU28130,S0270,1.08e-101
BSU28150,S3879,2.26e-84
BSU28170,S1297,1.8e-83
BSU28190,S3811,2.57e-37
BSU28200,S0390,0.0
BSU28220,S0389,0.0
BSU28230,S0387,3.64e-65
BSU28250,S0068,1.8299999999999999e-62
BSU28260,S0069,0.0
BSU28270,S0070,2.7599999999999997e-128
BSU28280,S0071,6.93e-151
BSU28290,S3910,1.82e-37
BSU28300,S0075,1.4900000000000002e-32
BSU28310,S0074,0.0
BSU28360,S3149,1.39e-56
BSU28370,S4086,3.72e-90
BSU28390,S3695,3.47e-28
BSU28430,S4576,5.600000000000001e-31
BSU28440,S4577,6.660000000000001e-88
BSU28490,S2052,1.79e-122
BSU28500,S3905,5.14e-33
BSU28520,S1650,2.85e-45
BSU28530,S0040,1.1e-17
BSU28560,S1538,1.3100000000000001e-123
BSU28630,S1635,3.39e-172
BSU28640,S1634,7.32e-116
BSU28680,S1849,4.8e-43
BSU28710,S0518,1.39e-157
BSU28740,S1400,1.1500000000000001e-31
BSU28780,S0058,5.7e-97
BSU28790,S0060,4.47e-87
BSU28800,S0059,0.0
BSU28820,S3773,6.48e-96
BSU28850,S1633,6.82e-38
BSU28860,S1632,3.81e-15
BSU28870,S1631,3.5300000000000003e-43
BSU28920,S2585,1.6599999999999998e-45
BSU28930,S2325,2.73e-96
BSU28970,S1593,2.61e-17
BSU29000,S0358,1.2999999999999998e-42
BSU29040,S1817,4.4999999999999995e-67
BSU29060,S0102,1.5e-41
BSU29080,S4094,1.12e-61
BSU29090,S3813,0.0
BSU29120,S3491,1.3399999999999999e-24
BSU29130,S1238,0.0
BSU29140,S0590,1.88e-65
BSU29150,S1550,1.26e-20
BSU29180,S1838,2.3299999999999997e-170
BSU29190,S3753,3.4e-123
BSU29200,S0178,2.65e-114
BSU29210,S2527,2.88e-82
BSU29220,S2656,1.5e-135
BSU29230,S0177,0.0
BSU29360,S0803,2.6299999999999996e-42
BSU29440,S3709,1.2e-158
BSU29450,S3430,1.07e-35
BSU29460,S0773,4.2e-37
BSU29470,S3367,1.63e-114
BSU29490,S1413,6.1800000000000005e-43
BSU29530,S1572,2.54e-33
BSU29580,S0368,1.51e-40
BSU29600,S0346,5.85e-110
BSU29640,S1509,3.49e-57
BSU29660,S4434,8.37e-59
BSU29670,S1794,3.5500000000000004e-169
BSU29740,S3735,9.35e-72
BSU29750,S1302,1.88e-20
BSU29790,S0090,9.09e-44
BSU29805,S0890,8.59e-144
BSU29880,S1879,1.15e-165
BSU29900,S3160,3.94e-17
BSU29930,S4309,2.08e-35
BSU29970,S2622,1.9e-75
BSU29990,S3971,1.33e-111
BSU30035,S2399,2.5500000000000004e-47
BSU30060,S4245,2.2199999999999998e-55
BSU30070,S0039,1.3e-58
BSU30150,S3715,6.53e-13
